family,cohort_id,anchor,eval_t,panel,epsilon,subset,total_raw,anchor_eligible,active_denominator,censored,retained,lost,retained_decreased,retained_stable,retained_increased,lost_decreased,lost_stable,lost_increased,lost_maintained_or_increased,retained_reversal,weak_given_retained,lost_maintained_rate,reversal_given_retained,weak_of_all_active,lost_stable_increase_of_all_active,reversal_of_all_active,M_mean,B_mean,C_mean,delta_B_mean,delta_C_mean,delta_C_p05,delta_C_p95,target_tf_token_micro,target_tf_prompt_macro,target_tf_strict,age
BASE_ALPHAEDIT,U010_020,20,30,paraphrase_0,0.1,initial_effective,1000,941,938,3,925,13,440,39,446,12,0,1,1,3,0.4756756756756757,0.07692307692307693,0.003243243243243243,0.4690831556503198,0.0010660980810234541,0.0031982942430703624,8.369565115326111,-4.29780302533877,12.66736814066488,-0.27415189769659276,-0.2784336384593829,-4.64965198263526,3.127037012577057,0.7866948257655755,0.7867803837953091,0.7846481876332623,10
BASE_ALPHAEDIT,U010_020,20,30,paraphrase_1,0.1,initial_effective,1000,926,923,3,908,15,445,31,432,15,0,0,0,5,0.4900881057268722,0.0,0.005506607929515419,0.48212351029252437,0.0,0.005417118093174431,8.44494454802728,-4.356838208524347,12.801782756551628,-0.2601950361684998,-0.36267373962204236,-4.724869051575661,3.078418238740414,0.7714592274678111,0.771397616468039,0.7703141928494042,10
BASE_ALPHAEDIT,U010_020,20,30,rewrite,0.1,initial_effective,1000,992,986,6,983,3,491,44,448,3,0,0,0,1,0.49949135300101727,0.0,0.001017293997965412,0.49797160243407707,0.0,0.0010141987829614604,11.951327538308966,-4.890222133225837,16.841549671534803,-0.59927108263527,-0.23486793005518022,-3.7982518188655376,3.0822113206377253,0.9819095477386934,0.9817444219066938,0.9817444219066938,10
BASE_ALPHAEDIT,U010_020,20,70,paraphrase_0,0.1,initial_effective,1000,941,923,18,650,273,585,6,59,268,0,5,5,48,0.9,0.018315018315018316,0.07384615384615385,0.6338028169014085,0.005417118093174431,0.05200433369447454,2.4222928214464328,-2.226975819689271,4.649268641135704,1.831778860494559,-8.367495269592293,-19.9644163228455,0.6002065818756817,0.2521459227467811,0.25081256771397614,0.24702058504875407,50
BASE_ALPHAEDIT,U010_020,20,70,paraphrase_1,0.1,initial_effective,1000,926,910,16,671,239,586,5,80,239,0,0,0,35,0.8733233979135618,0.0,0.05216095380029806,0.643956043956044,0.0,0.038461538461538464,2.7289891066991694,-2.339597256117306,5.068586362816475,1.779403737627461,-8.154101273207733,-19.600314873215392,1.3581738485954702,0.28726877040261156,0.28626373626373625,0.2846153846153846,50
BASE_ALPHAEDIT,U010_020,20,70,rewrite,0.1,initial_effective,1000,992,968,24,814,154,743,8,63,154,0,0,0,5,0.9127764127764127,0.0,0.006142506142506142,0.7675619834710744,0.0,0.005165289256198347,4.73210590147856,-3.6809741233703765,8.413080024848936,0.648562903736438,-8.721866606212181,-19.939713352004766,0.8536140055861321,0.5250767656090072,0.5242768595041323,0.5216942148760331,50
BASE_ALPHAEDIT,U010_020,20,100,paraphrase_0,0.1,initial_effective,1000,941,915,26,466,449,464,0,2,447,1,1,2,76,0.9957081545064378,0.004454342984409799,0.1630901287553648,0.507103825136612,0.002185792349726776,0.08306010928961749,0.1429020709678775,-0.7140323923824385,0.8569344633503161,3.3763039060145656,-12.20912411768112,-23.07506314208731,-2.8060648918151907,0.047619047619047616,0.048087431693989074,0.048087431693989074,80
BASE_ALPHAEDIT,U010_020,20,100,paraphrase_1,0.1,initial_effective,1000,926,903,23,464,439,461,0,3,439,0,0,0,77,0.9935344827586207,0.0,0.16594827586206898,0.5105204872646734,0.0,0.08527131782945736,0.13386558837402748,-0.6236854146336797,0.7575510030077071,3.5214898546070588,-12.508642723042879,-23.45480311289284,-3.2291249250061833,0.047149122807017545,0.04706533776301218,0.046511627906976744,80
BASE_ALPHAEDIT,U010_020,20,100,rewrite,0.1,initial_effective,1000,992,960,32,536,424,534,0,2,423,0,1,1,51,0.996268656716418,0.0023584905660377358,0.09514925373134328,0.55625,0.0010416666666666667,0.053125,0.6862753126036447,-1.3890536475979995,2.0753289602016443,2.973122723829147,-15.093237362486741,-26.021430924982997,-5.312217217974831,0.1259029927760578,0.12604166666666666,0.125,80
BASE_ALPHAEDIT,U020_030,30,40,paraphrase_0,0.1,initial_effective,1000,937,932,5,918,14,480,45,393,14,0,0,0,3,0.5228758169934641,0.0,0.0032679738562091504,0.5150214592274678,0.0,0.003218884120171674,8.46150865030638,-3.23511315349431,11.69662180380069,-0.27203574554948234,-0.3493993616850408,-3.8118439868092535,2.967469123005866,0.766384778012685,0.7666309012875536,0.7628755364806867,10
BASE_ALPHAEDIT,U020_030,30,40,paraphrase_1,0.1,initial_effective,1000,945,941,4,917,24,482,39,396,22,1,1,2,2,0.5256270447110142,0.08333333333333333,0.0021810250817884407,0.512221041445271,0.0021253985122210413,0.0021253985122210413,8.297260690714616,-3.315671229083691,11.612931919798307,-0.2541927477320375,-0.36488302614291723,-3.98109632730484,2.9166425950825214,0.7659352142110762,0.7662061636556854,0.7619553666312433,10
BASE_ALPHAEDIT,U020_030,30,40,rewrite,0.1,initial_effective,1000,994,987,7,985,2,484,51,450,2,0,0,0,1,0.49137055837563454,0.0,0.0010152284263959391,0.49037487335359675,0.0,0.0010131712259371835,11.519542167596574,-3.731341794653937,15.250883962250512,-0.6053082625937378,-0.26661692369637113,-4.0248256437305825,2.9504644935484934,0.9730807577268196,0.9736575481256332,0.9726443768996961,10
BASE_ALPHAEDIT,U020_030,30,80,paraphrase_0,0.1,initial_effective,1000,937,919,18,561,358,539,2,20,356,1,1,2,60,0.9607843137254902,0.00558659217877095,0.10695187165775401,0.5865070729053319,0.002176278563656148,0.06528835690968444,1.1045714799827522,-1.0688467102775896,2.1734181902603416,1.9462501649634347,-9.964930057943777,-20.980725417658686,-1.4143755771219737,0.12861736334405144,0.1267682263329706,0.12404787812840043,50
