family,panel,metric,n,mean,q01,q05,q50,q95,q99,minimum,maximum
BASE_ALPHAEDIT,paraphrase_0,M_t,7162,1.4457227728154358,-8.495049564242363,-5.091465020179749,1.2821941375732422,8.572501007094978,12.284440542962411,-16.49710237979889,19.18206082098186
BASE_ALPHAEDIT,paraphrase_0,B_t,7162,-0.7091884380983435,-10.248833439797163,-7.0865342855453495,-0.6271357536315918,5.547302198410033,8.321264061927797,-19.116260766983032,21.92105437675491
BASE_ALPHAEDIT,paraphrase_0,C_t,7162,2.154911210913779,-3.824798987209797,-1.4350383758544922,1.2486291974782944,8.68181617259979,13.445438510179521,-9.783308982849121,24.39700596779585
BASE_ALPHAEDIT,paraphrase_0,delta_M,7162,-7.057207516744032,-21.486372904777525,-16.838898045780297,-6.572382912039757,1.0176777685061082,3.486714886203415,-30.633424876490608,9.1259446144104
BASE_ALPHAEDIT,paraphrase_0,delta_B,7162,1.2205420692810762,-9.448096487224102,-5.833074450492859,0.923922061920166,9.157444274425504,13.100113995969304,-17.605464935302734,24.523311151657254
BASE_ALPHAEDIT,paraphrase_0,delta_C,7162,-8.277749586025108,-24.87711592447944,-19.7559054531157,-7.657845419249497,1.017847950942812,3.87464697350981,-34.72477915417403,8.33298072591424
BASE_ALPHAEDIT,paraphrase_0,target_nll,7162,7.287083888259789,0.0361611458286643,0.40657950043678287,7.415540933609009,14.043459749221798,16.768844432830818,0.0004530118894763291,22.248912811279297
BASE_ALPHAEDIT,paraphrase_0,competitor_nll,7162,8.732806661075225,0.7488221579790115,2.5550190925598146,8.71891164779663,14.669811344146728,17.40686225891114,0.022701499983668327,24.34182357788086
BASE_ALPHAEDIT,paraphrase_1,M_t,7197,1.3555331241138675,-8.357541007995605,-5.171597194671631,1.2019634246826172,8.434716582298279,12.390790214538574,-16.792959213256836,20.123443038435653
BASE_ALPHAEDIT,paraphrase_1,B_t,7197,-0.8553502965291215,-10.622824096679688,-7.200601863861084,-0.7583580017089844,5.148652505874634,8.151962337493897,-20.957928895950317,14.598120130598545
BASE_ALPHAEDIT,paraphrase_1,C_t,7197,2.210883420642989,-3.2440391540527345,-1.4183259963989256,1.2695140838623047,8.988417720794674,13.166362323760982,-8.80857864022255,22.440260322066024
BASE_ALPHAEDIT,paraphrase_1,delta_M,7197,-7.099163339794761,-21.442451145350933,-17.15253587013576,-6.6332701444625854,1.0821064263582223,3.649864380359648,-29.547189503908157,9.88082094117999
BASE_ALPHAEDIT,paraphrase_1,delta_B,7197,1.1684937251890508,-9.231617381572724,-5.894417476654053,0.8087527751922607,9.416870746016501,13.4457217502594,-16.025818318128586,21.367665886878967
BASE_ALPHAEDIT,paraphrase_1,delta_C,7197,-8.267657064983812,-25.305680810511113,-19.81112351878546,-7.5978468507528305,0.9258094936609262,3.957904732525348,-33.37802790629212,12.342952724546194
BASE_ALPHAEDIT,paraphrase_1,target_nll,7197,7.373860675901064,0.029667136296629915,0.40752941966056827,7.459290504455566,14.332004737854003,17.13733932495117,0.0011212497483938932,22.1646671295166
BASE_ALPHAEDIT,paraphrase_1,competitor_nll,7197,8.72939380001493,0.647267725467682,2.544015407562256,8.697004318237305,14.828449821472168,17.557718200683592,0.007329833693802357,23.867496490478516
BASE_ALPHAEDIT,rewrite,M_t,7766,3.0780409025419257,-8.132507491111756,-4.696736454963684,2.8159470558166504,11.611318677663803,15.673485594987874,-16.759825229644775,26.21402398654027
BASE_ALPHAEDIT,rewrite,B_t,7766,-1.3511316837520349,-11.814623133838177,-8.517082393169403,-1.2493486404418945,5.438307285308838,8.50455023646355,-19.136920599266887,14.817179679870605
BASE_ALPHAEDIT,rewrite,C_t,7766,4.42917258629396,-2.639065849781036,-0.7098178863525391,3.227267771959305,13.471248492598534,18.17963359276766,-9.941991806030273,32.42752496310277
BASE_ALPHAEDIT,rewrite,delta_M,7766,-8.491458642798015,-23.743304211151553,-18.796055481943768,-8.06262136111036,0.317253242013976,3.1326280716108186,-34.78113018744625,10.407071113586426
BASE_ALPHAEDIT,rewrite,delta_B,7766,0.7105160857617927,-9.80930137038231,-6.405543237924576,0.3520251512527466,8.842952460050583,12.872721377015118,-17.094600317068398,23.606041491031647
