family,checkpoint,state_id,subset,panel,prompts,success,ties,native_preference,target_nll_mean,true_nll_mean,margin_mean,target_correct_tokens,target_tokens,target_token_micro,target_prompt_macro,target_strict_count,target_strict_rate,true_correct_tokens,true_tokens,true_token_micro,true_prompt_macro,true_strict_count,true_strict_rate
BASE_ALPHAEDIT,1,BASE_ALPHAEDIT__001,all_measured,rewrite,100,100,0,1.0,0.11963389789831126,11.077057178020477,10.957423280122166,100,101,0.9900990099009901,0.99,99,0.99,3,103,0.02912621359223301,0.015,0,0.0
BASE_ALPHAEDIT,1,BASE_ALPHAEDIT__001,all_measured,paraphrase_0,100,89,0,0.89,2.1699189833411947,7.325582591295242,5.155663607954048,53,101,0.5247524752475248,0.52,52,0.52,6,103,0.05825242718446602,0.045,3,0.03
BASE_ALPHAEDIT,1,BASE_ALPHAEDIT__001,all_measured,paraphrase_1,100,85,0,0.85,2.760870525439968,7.547593314312398,4.78672278887243,49,101,0.48514851485148514,0.48,48,0.48,6,103,0.05825242718446602,0.045,3,0.03
BASE_ALPHAEDIT,1,BASE_ALPHAEDIT__001,active_at_t,rewrite,100,100,0,1.0,0.11963389789831126,11.077057178020477,10.957423280122166,100,101,0.9900990099009901,0.99,99,0.99,3,103,0.02912621359223301,0.015,0,0.0
BASE_ALPHAEDIT,1,BASE_ALPHAEDIT__001,active_at_t,paraphrase_0,100,89,0,0.89,2.1699189833411947,7.325582591295242,5.155663607954048,53,101,0.5247524752475248,0.52,52,0.52,6,103,0.05825242718446602,0.045,3,0.03
BASE_ALPHAEDIT,1,BASE_ALPHAEDIT__001,active_at_t,paraphrase_1,100,85,0,0.85,2.760870525439968,7.547593314312398,4.78672278887243,49,101,0.48514851485148514,0.48,48,0.48,6,103,0.05825242718446602,0.045,3,0.03
BASE_ALPHAEDIT,0,W0,all_measured,rewrite,100,5,0,0.05,11.743398172855377,4.899285252303816,-6.844112920551561,0,101,0.0,0.0,0,0.0,24,103,0.23300970873786409,0.225,21,0.21
BASE_ALPHAEDIT,0,W0,all_measured,paraphrase_0,100,11,0,0.11,10.091460580825805,5.130237767882645,-4.96122281294316,0,101,0.0,0.0,0,0.0,23,103,0.22330097087378642,0.22,21,0.21
BASE_ALPHAEDIT,0,W0,all_measured,paraphrase_1,100,9,0,0.09,10.276832981109619,4.892786439601332,-5.384046541508287,0,101,0.0,0.0,0,0.0,25,103,0.24271844660194175,0.235,22,0.22
BASE_ALPHAEDIT,0,W0,active_at_t,rewrite,100,5,0,0.05,11.743398172855377,4.899285252303816,-6.844112920551561,0,101,0.0,0.0,0,0.0,24,103,0.23300970873786409,0.225,21,0.21
BASE_ALPHAEDIT,0,W0,active_at_t,paraphrase_0,100,11,0,0.11,10.091460580825805,5.130237767882645,-4.96122281294316,0,101,0.0,0.0,0,0.0,23,103,0.22330097087378642,0.22,21,0.21
BASE_ALPHAEDIT,0,W0,active_at_t,paraphrase_1,100,9,0,0.09,10.276832981109619,4.892786439601332,-5.384046541508287,0,101,0.0,0.0,0,0.0,25,103,0.24271844660194175,0.235,22,0.22
BASE_ALPHAEDIT,5,BASE_ALPHAEDIT__003,all_measured,rewrite,500,493,0,0.986,0.16007828479087038,11.976772577792406,11.816694293001536,492,507,0.9704142011834319,0.97,485,0.97,10,507,0.01972386587771203,0.013,3,0.006
BASE_ALPHAEDIT,5,BASE_ALPHAEDIT__003,all_measured,paraphrase_0,500,450,0,0.9,1.8518812835406862,8.240028936088086,6.388147652547399,315,507,0.621301775147929,0.62,308,0.616,24,507,0.047337278106508875,0.041,17,0.034
BASE_ALPHAEDIT,5,BASE_ALPHAEDIT__003,all_measured,paraphrase_1,500,441,0,0.882,1.9838771313186299,8.381485762328841,6.397608631010211,319,507,0.6291913214990138,0.628,312,0.624,26,507,0.05128205128205128,0.046,20,0.04
BASE_ALPHAEDIT,5,BASE_ALPHAEDIT__003,active_at_t,rewrite,500,493,0,0.986,0.16007828479087038,11.976772577792406,11.816694293001536,492,507,0.9704142011834319,0.97,485,0.97,10,507,0.01972386587771203,0.013,3,0.006
BASE_ALPHAEDIT,5,BASE_ALPHAEDIT__003,active_at_t,paraphrase_0,500,450,0,0.9,1.8518812835406862,8.240028936088086,6.388147652547399,315,507,0.621301775147929,0.62,308,0.616,24,507,0.047337278106508875,0.041,17,0.034
BASE_ALPHAEDIT,5,BASE_ALPHAEDIT__003,active_at_t,paraphrase_1,500,441,0,0.882,1.9838771313186299,8.381485762328841,6.397608631010211,319,507,0.6291913214990138,0.628,312,0.624,26,507,0.05128205128205128,0.046,20,0.04
