source_table,model,method,metric,availability,n,sum,mean,median,p25,p75,iqr,p90,max,min,batch_index,accepted_edit_count,cohort,panel_metric
production_request,llama3-8b-inst,alphaedit,target_new_nll,RECORDED,10000,717.8936490135285,0.07178936490135285,0.0029733636183664203,0.0008282508642878383,0.01139560411684215,0.010567353252554312,0.04942066259682181,16.02873420715332,0.0,,,,
production_request,llama3-8b-inst,alphaedit,target_true_nll,RECORDED,10000,139133.78414583206,13.913378414583207,13.60786247253418,11.044536113739014,16.44883918762207,5.404303073883057,19.28202533721924,30.85051918029785,1.5089962482452393,,,,
production_request,llama3-8b-inst,alphaedit,target_new_margin,RECORDED,10000,68908.2270116806,6.8908227011680605,7.04274320602417,5.708224058151245,8.309341430664062,2.6011173725128174,9.374243354797363,19.934173583984375,-16.017536163330078,,,,
production_request,llama3-8b-inst,alphaedit,target_true_margin,RECORDED,10000,-139169.4558582306,-13.91694558582306,-13.626080989837646,-16.510222911834717,-11.019304513931274,5.490918397903442,-8.895162773132324,-1.0372314453125,-34.677772521972656,,,,
production_request,llama3-8b-inst,alphaedit,target_new_strict,RECORDED,10000,9888.0,0.9888,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,
production_request,llama3-8b-inst,alphaedit,target_true_strict,RECORDED,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
production_request,llama3-8b-inst,memit,target_new_nll,RECORDED,10000,31561.347498573643,3.1561347498573644,0.8714641332626343,0.02817513421177864,5.568867802619934,5.540692668408155,10.08616991043091,22.44037628173828,0.0,,,,
production_request,llama3-8b-inst,memit,target_true_nll,RECORDED,10000,116633.6934803417,11.66336934803417,11.606678009033203,9.353655338287354,13.785516023635864,4.431860685348511,15.916343688964844,34.01415252685547,0.007416217587888241,,,,
production_request,llama3-8b-inst,memit,target_new_margin,RECORDED,10000,11813.193997383118,1.1813193997383118,2.407291889190674,-2.5399370193481445,5.257501840591431,7.797438859939575,7.16411018371582,18.81075096130371,-22.524227142333984,,,,
production_request,llama3-8b-inst,memit,target_true_margin,RECORDED,10000,-102520.4237947464,-10.25204237947464,-9.85975456237793,-12.598181962966919,-7.5746506452560425,5.0235313177108765,-5.574746131896973,5.979235649108887,-34.01415252685547,,,,
production_request,llama3-8b-inst,memit,target_new_strict,RECORDED,10000,6406.0,0.6406,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,
production_request,llama3-8b-inst,memit,target_true_strict,RECORDED,10000,17.0,0.0017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
production_request,qwen2.5-7b-inst,alphaedit,target_new_nll,RECORDED,10000,9051.572095991585,0.9051572095991586,0.0295239370316267,0.0067798219388350844,0.21186353638768196,0.20508371444884688,2.7661892652511653,18.351835250854492,2.622600959512056e-06,,,,
production_request,qwen2.5-7b-inst,alphaedit,target_true_nll,RECORDED,10000,132944.91288295388,13.294491288295388,13.03294038772583,10.475053787231445,15.902245283126831,5.427191495895386,18.549778556823732,32.14314270019531,0.23916283249855042,,,,
production_request,qwen2.5-7b-inst,alphaedit,target_new_margin,RECORDED,10000,42510.05327296257,4.251005327296257,5.001506328582764,3.2954962253570557,6.408519268035889,3.113023042678833,7.687549209594727,15.324009895324707,-17.46024513244629,,,,
production_request,qwen2.5-7b-inst,alphaedit,target_true_margin,RECORDED,10000,-128811.78561615944,-12.881178561615943,-12.68595027923584,-15.754627704620361,-9.805471420288086,5.949156284332275,-7.378696346282957,2.526510238647461,-32.14268493652344,,,,
production_request,qwen2.5-7b-inst,alphaedit,target_new_strict,RECORDED,10000,8974.0,0.8974,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,
production_request,qwen2.5-7b-inst,alphaedit,target_true_strict,RECORDED,10000,3.0,0.0003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,
