model,method,job_id,valid_batches,valid_requests,valid_checkpoints,production_q_pre_L8_median,production_q_post_L8_median,production_d_parallel_median,production_d_perp_median,production_target_new_nll_mean,production_target_new_nll_median,terminal_sentinel_q_pre_L8_median,terminal_sentinel_q_post_L8_median,terminal_Vbar,terminal_unreachable_fraction,terminal_current_rewrite_nll_mean,terminal_current_rephrase_nll_mean,terminal_current_locality_strict_rate_mean,wall_seconds,max_rss_kib,gpu_peak_memory_bytes,raw_member_count,raw_member_bytes,raw_member_root,nonfinite_count,rollback_violation_count,target_recomputation_count
llama3-8b-inst,memit,32424,100,10000,8,0.5125788725732738,0.3143008936337087,0.17570500417734378,0.33392352591038077,3.1561347498573644,0.8714641332626343,0.5116027039773796,0.3079908124995923,3.238533312549456,0.522431991624272,5.430118069329037,9.505080657312647,0.005,32983.07713887561,17942916,NOT_RECORDED_SCHEMA,117,9470818583,961149f2751a3388b348c484bed882158660f0ae85b946c9bb69077a89528a85,0,0,0
llama3-8b-inst,alphaedit,32380,100,10000,8,0.4003047231870379,0.07040843385070603,0.07078409407748427,0.29107229568440257,0.07178936490135285,0.0029733636183664203,0.38597618130373507,0.19180983121701262,13.626359184049464,0.605176628530921,0.194907587498692,3.693835722267322,0.009000000000000001,33987.33656225633,56539828,NOT_RECORDED_SCHEMA,117,38248437276,191a075ab53e77b662ccd82a609a83bbea43b503fa660432c2994bb97e1d2ed5,0,0,0
qwen2.5-7b-inst,memit,31686_1,100,10000,8,0.32036043969212036,0.15590910572652367,-0.03466004112237343,0.25490651611969584,10.882061502124511,12.906209468841553,0.3534206289872702,0.2557416018713192,0.6329738683055808,0.6159438684169196,17.927403602600098,18.167341556549072,0.0,33390.90496538952,26593396,NOT_RECORDED_SCHEMA,117,10938883628,02c27c740c26c04430a06549fb58e8739a4eddb032b2adee3b61da0d2c7f791c,0,0,0
qwen2.5-7b-inst,alphaedit,31651_0 (JobIDRaw=31652),100,10000,8,0.26013584715103855,0.01510493648013408,-0.04790084070726401,0.1980422371423759,0.9051572095991586,0.0295239370316267,0.22185082993187977,0.025493294940865184,2.1977215176890876,0.6184614548141287,3.524292933832621,7.4472175047954075,0.003,43183.47447942477,102975584,NOT_RECORDED_SCHEMA,117,61186136329,d5256efd74db14f5b23a5a6ab786aa139844048b040bf4a68096feff5c8c3b5a,0,0,0
