source_table,model,method,accepted_edit_count,fork,metric,availability,n,sum,mean,median,p25,p75,iqr,p90,max,min,batch_index,history_state,A0,V_to_go,Vbar,minimum_completion_budget_h_normalized,unreachable_fraction,authority,full_parameter_space_claim
checkpoint_request,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,D_TV,RECORDED,100,13.636437855333956,0.13636437855333955,0.13171142467757624,0.09285616274838293,0.17295094808440073,0.0800947853360178,0.2150369045292814,0.29049311270679357,0.016054900198277072,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,delta_center,RECORDED,100,39.712433404798105,0.39712433404798103,0.38826298114192836,0.26162566144156996,0.5113363191455633,0.24971065770399337,0.6231990293092516,0.878745133524572,0.0336380437862589,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,negative_progress_count,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,negative_progress_total,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,ACCUMULATED_OR_STATIC,positive_progress_total,RECORDED,100,119.83542346458954,1.1983542346458953,1.1832473590850339,1.1311681228304746,1.2497404304017055,0.11857230757123083,1.3118316279993885,1.4644533497260048,1.0655409256187176,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,q_pre_L4,RECORDED,100,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,q_pre_L5,RECORDED,100,95.07526664028846,0.9507526664028846,0.947016907377491,0.9226012734736952,0.971129138668472,0.0485278651947767,1.0047469441149373,1.0837570685215985,0.8840344689720974,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,q_pre_L6,RECORDED,100,88.65127084820486,0.8865127084820486,0.8869802198123893,0.8332489348312102,0.926932157060552,0.09368322222934178,0.9677285525629579,1.0398598894288458,0.7601330624883201,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,q_pre_L7,RECORDED,100,77.44329689412629,0.7744329689412629,0.7700088861038947,0.7081598708096305,0.8391637396162377,0.1310038688066072,0.8751390204148541,0.9466337383907264,0.6094420105563015,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,q_pre_L8,RECORDED,100,56.25358214065258,0.5625358214065258,0.5401195653658322,0.49772611059746563,0.6324204000339807,0.13469428943651507,0.674070871828938,0.8136382622562515,0.38784747142720805,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,q_post_L8,RECORDED,100,3.9467205246501513,0.03946720524650151,0.03822616116051555,0.03312892326856926,0.045511493242293095,0.012382569973723834,0.05153904242597462,0.06381208090744099,0.019464575892471248,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,q_pre_L8_gt_0_2,RECORDED,100,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,d_parallel,RECORDED,100,14.327031082551056,0.14327031082551056,0.14306824852897382,0.10888715163003654,0.1718896080938071,0.06300245646377056,0.1984271669667993,0.26586383532906116,0.06159930377995741,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,d_perp,RECORDED,100,44.306985122897984,0.44306985122897985,0.41913095072631007,0.38276449796734646,0.49513765830401324,0.11237316033666678,0.5614921049931386,0.7021766951543357,0.28285373914669937,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,mean_rho,RECORDED,100,65.25881496534399,0.6525881496534399,0.6522220834983801,0.6051446580856285,0.7090546524273336,0.10390999434170511,0.7363429244709513,0.7859426256192854,0.47526729981967125,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,mean_tau,RECORDED,100,89.60278696934441,0.8960278696934441,0.8673531935742276,0.7684594402180696,1.0271042115748643,0.25864477135679476,1.0984868320026628,1.3012889325882442,0.6227431818702184,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,recurrence_closure_relative_error,RECORDED,100,7.140785792753579e-16,7.140785792753579e-18,6.969509880736239e-18,6.379265042271394e-18,7.793062398412853e-18,1.4137973561414585e-18,8.776282760681954e-18,1.0677150685487009e-17,4.894380087475552e-18,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,D_TV,RECORDED,100,13.636437855333956,0.13636437855333955,0.13171142467757624,0.09285616274838293,0.17295094808440073,0.0800947853360178,0.2150369045292814,0.29049311270679357,0.016054900198277072,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,delta_center,RECORDED,100,39.712433404798105,0.39712433404798103,0.38826298114192836,0.26162566144156996,0.5113363191455633,0.24971065770399337,0.6231990293092516,0.878745133524572,0.0336380437862589,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,negative_progress_count,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,negative_progress_total,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,0,RESET_CACHE,positive_progress_total,RECORDED,100,119.83542346458954,1.1983542346458953,1.1832473590850339,1.1311681228304746,1.2497404304017055,0.11857230757123083,1.3118316279993885,1.4644533497260048,1.0655409256187176,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,q_pre_L4,RECORDED,100,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,q_pre_L5,RECORDED,100,91.09771427661381,0.9109771427661382,0.9027417363844872,0.880854506780838,0.9332469662900589,0.05239245950922089,0.9583133329047965,1.0683293524023336,0.8485951166529705,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,q_pre_L6,RECORDED,100,80.87999318196877,0.8087999318196877,0.8031004529085013,0.77254475217537,0.840332862704725,0.06778811052935496,0.8737124066744287,0.9209849106098685,0.7215050605427081,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,q_pre_L7,RECORDED,100,66.01583721509373,0.6601583721509372,0.6574261550266188,0.621623060532478,0.6958523659050203,0.07422930537254235,0.7237081299490398,0.8156811052171304,0.5540653230650129,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,q_pre_L8,RECORDED,100,43.55303575383401,0.4355303575383401,0.4260896389258672,0.39699557923161843,0.4664315336308649,0.06943595439924649,0.4951872322144385,0.6271756941904433,0.3530207637136759,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,q_post_L8,RECORDED,100,4.40607793561844,0.0440607793561844,0.04365162904071354,0.038145653991042125,0.04927922805243019,0.011133574061388068,0.05544889618718216,0.0929986018508857,0.021643752909377624,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,q_pre_L8_gt_0_2,RECORDED,100,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,d_parallel,RECORDED,100,9.180149837627543,0.09180149837627542,0.08547309336843692,0.06614342834798434,0.1120678716882048,0.04592444334022046,0.12551109446557196,0.24961961357850623,0.007860979455203162,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,d_perp,RECORDED,100,32.130367078804156,0.32130367078804156,0.3092601839146502,0.2888987689641189,0.3465030922012019,0.05760432323708298,0.37556595038536145,0.5229217857050934,0.22170447660926354,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,mean_rho,RECORDED,100,78.25504891314637,0.7825504891314636,0.7903814295458886,0.7297539635672416,0.8381363445610059,0.1083823809937643,0.883656431641481,1.0017298593593995,0.5127765847840781,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,mean_tau,RECORDED,100,86.34509276815118,0.8634509276815118,0.8524053719270075,0.7430577597455994,0.9634774742307566,0.22041971448515718,1.0714003383611705,1.340767778760402,0.34939772383703177,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,recurrence_closure_relative_error,RECORDED,100,7.480327996792246e-16,7.480327996792247e-18,7.346759649021137e-18,6.6485405192108684e-18,8.215424619384933e-18,1.566884100174065e-18,8.943818037946415e-18,1.1968914945013888e-17,3.1669910144409686e-18,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,D_TV,RECORDED,100,6.964493431071052,0.06964493431071052,0.06066461053454713,0.04480390119254481,0.08108299960340898,0.03627909841086417,0.12214544707835487,0.22084712773137655,0.021908783182082503,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,delta_center,RECORDED,100,10.683318735655433,0.10683318735655434,0.07992070994475316,-0.0228556991528069,0.18637385109517046,0.20922955024797735,0.356185997270273,0.7011732843388006,-0.2029113809841509,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,negative_progress_count,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,negative_progress_total,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,ACCUMULATED_OR_STATIC,positive_progress_total,RECORDED,100,116.09435376624067,1.1609435376624067,1.1512741573297638,1.1083316119880449,1.2060998945760044,0.09776828258795955,1.2521124088316284,1.4516983422613972,0.9424689032893925,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,q_pre_L4,RECORDED,100,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,q_pre_L5,RECORDED,100,91.06228315147378,0.9106228315147378,0.9025825389632793,0.8825515569144183,0.932977657625744,0.050426100711325694,0.959598855125216,1.078596214154211,0.8472736866921454,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,q_pre_L6,RECORDED,100,80.63164734500563,0.8063164734500563,0.7997767210727753,0.769249429979622,0.8383134791551894,0.06906404917556741,0.8741250588301968,0.9218032713121319,0.7197399555392974,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,q_pre_L7,RECORDED,100,65.412026790984,0.65412026790984,0.6484054266889202,0.6142391154524147,0.6901741734311613,0.07593505797874656,0.7173090102653205,0.8150269246265756,0.5487886857126166,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,q_pre_L8,RECORDED,100,42.40955615468783,0.4240955615468783,0.4106454039838484,0.385240223034694,0.4549610349647762,0.06972081193008217,0.484440576154979,0.634083277042954,0.3427050055991459,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,q_post_L8,RECORDED,100,3.1677259136065525,0.031677259136065526,0.03032369261219587,0.02667027180071162,0.035728295933732765,0.009058024133021144,0.04183092527266275,0.0508364609132451,0.017471264950319747,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,q_pre_L8_gt_0_2,RECORDED,100,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,d_parallel,RECORDED,100,7.715822685603888,0.07715822685603888,0.07408090755175203,0.05352430553923324,0.09776454130738338,0.044240235768150137,0.11468097136402089,0.21645524591433524,-0.014377472098253088,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,d_perp,RECORDED,100,31.95747360925732,0.3195747360925732,0.30546234902395897,0.28798031296572013,0.34275902610908987,0.05477871314336974,0.37357263969475607,0.540399883194248,0.238773544639833,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,mean_rho,RECORDED,100,81.11968424424421,0.8111968424424422,0.8172125379688611,0.761801944304591,0.8686945208058057,0.10689257650121464,0.911149717038934,1.042129709580091,0.6000893179088076,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,mean_tau,RECORDED,100,89.46573721535482,0.8946573721535482,0.877396064106252,0.7629342137409731,0.9882898910316377,0.22535567729066452,1.1024271459152102,1.373767573557172,0.56007780225007,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,recurrence_closure_relative_error,RECORDED,100,7.74633903340682e-16,7.74633903340682e-18,7.553688551011608e-18,6.863959099677685e-18,8.367033054349458e-18,1.5030739546717725e-18,9.330915845014435e-18,1.1838949022402648e-17,5.280226354140347e-18,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,D_TV,RECORDED,100,7.745119686326779,0.07745119686326779,0.06788561740069476,0.04907655157764253,0.08720235763862494,0.03812580606098241,0.13001897325112302,0.22209008740102132,0.026045997145945618,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,delta_center,RECORDED,100,15.85194678306096,0.1585194678306096,0.12969772916498223,0.03567313944089038,0.24753942603622311,0.21186628659533274,0.3932561408684628,0.6469803943144296,-0.1316828630296574,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,negative_progress_count,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,negative_progress_total,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,1000,RESET_CACHE,positive_progress_total,RECORDED,100,119.04148777458008,1.1904148777458008,1.171055818812051,1.130462197635112,1.2327415146536758,0.10227931701856385,1.2889324456071622,1.5042147265490033,1.047856960139831,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,q_pre_L4,RECORDED,100,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,q_pre_L5,RECORDED,100,100.46776557039803,1.0046776557039803,0.9008169600421145,0.8009524672590183,1.0881437148826527,0.28719124762363446,1.4254811990868292,3.0080478450348136,0.6317031176837573,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,q_pre_L6,RECORDED,100,63.59705175091249,0.6359705175091249,0.5817113346774689,0.5254403686643131,0.6722121880971417,0.14677181943282858,0.744452836206477,1.6054192823022437,0.41777211583168383,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,q_pre_L7,RECORDED,100,47.53234008848549,0.4753234008848549,0.46467736088127065,0.4398140627058379,0.49421898204763215,0.054404919341794256,0.5391989890867054,1.0430216390044373,0.35315209749674364,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,q_pre_L8,RECORDED,100,38.6890966915891,0.386890966915891,0.38597618130373507,0.35869721420291634,0.4124811858315381,0.05378397162862175,0.43859407820992896,0.70656659163392,0.2666360062704158,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,q_post_L8,RECORDED,100,19.613969101002066,0.19613969101002066,0.19180983121701262,0.13519322518849858,0.24438305072783062,0.10918982553933204,0.2822239590985663,0.5220323272054976,0.07162911305517279,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,q_pre_L8_gt_0_2,RECORDED,100,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,d_parallel,RECORDED,100,5.123383930627795,0.05123383930627795,0.05576795624054538,0.01644691359786259,0.08416350949173845,0.06771659589387587,0.1143152738057331,0.2454780481473836,-0.11134267465088378,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,d_perp,RECORDED,100,28.79673563034452,0.2879673563034452,0.28019540868882187,0.24719472672006781,0.31215921877690606,0.06496449205683824,0.35426474009532744,0.6935060141913572,0.18096530015343087,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,mean_rho,RECORDED,100,135.12513922939854,1.3512513922939855,1.2987729517214994,1.118915366674744,1.497587809908322,0.37867244323357796,1.8410991922301927,2.353188078427514,0.6966729736593326,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,mean_tau,RECORDED,100,139.33707451155374,1.3933707451155373,1.2945649268631905,1.0588145735051306,1.553222764877859,0.4944081913727283,2.048625315232757,3.8190814364762167,0.6928210902555496,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,recurrence_closure_relative_error,RECORDED,100,1.4547459320917136e-15,1.4547459320917137e-17,1.0602980534687295e-17,8.587820565640808e-18,1.5556402764367764e-17,6.968582198726956e-18,2.5036342303368828e-17,6.40751309949696e-17,4.886565871227758e-18,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,D_TV,RECORDED,100,37.225841630263965,0.37225841630263967,0.37627106720447256,0.3307513051885645,0.4106553025453559,0.07990399735679143,0.44993384728474195,0.5335478859771513,0.21180765152563244,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,delta_center,RECORDED,100,-102.85213544952339,-1.0285213544952339,-1.0400790107427693,-1.167637193178554,-0.9024737646582911,0.265163428520263,-0.7974894205494688,-0.5683064161204164,-1.3846749974278474,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,negative_progress_count,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,negative_progress_total,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,ACCUMULATED_OR_STATIC,positive_progress_total,RECORDED,100,167.85685138393353,1.6785685138393354,1.455805187721297,1.2082678796600148,1.8157482897078494,0.6074804100478346,2.6314620154244444,5.637545423939456,0.8313713481072678,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,q_pre_L4,RECORDED,100,100.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,q_pre_L5,RECORDED,100,114.32719991196348,1.1432719991196347,1.0303892780222612,0.9178404169432821,1.2584403682891396,0.3405999513458575,1.6384543335804762,3.9039408829728623,0.6427631234840673,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,q_pre_L6,RECORDED,100,68.80625182686096,0.6880625182686095,0.6202735260260288,0.5495218528330462,0.7578452564570228,0.2083234036239766,0.9784372886342179,1.6559403696073864,0.4206678846891664,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,q_pre_L7,RECORDED,100,42.94072688266555,0.42940726882665553,0.39304081086527337,0.35531878856819626,0.44463115103941914,0.08931236247122287,0.5295947611238125,1.4452450264095393,0.28853363491391065,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,q_pre_L8,RECORDED,100,29.70976060851599,0.2970976060851599,0.29084710487076504,0.2561195171852657,0.33256053637600347,0.07644101919073776,0.3658260056885437,0.6554022405921777,0.1720336053756911,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,q_post_L8,RECORDED,100,5.309306701410525,0.053093067014105245,0.045930341057744135,0.028646522995897185,0.06333497475191323,0.034688451756016044,0.08431686220984508,0.2095662993780075,0.013904862499993183,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,q_pre_L8_gt_0_2,RECORDED,100,97.0,0.97,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,d_parallel,RECORDED,100,-6.0526885520196725,-0.06052688552019672,-0.060211380843111575,-0.08262244309307949,-0.03837116181089009,0.0442512812821894,-0.017189923226085542,0.07868348517334178,-0.1791713617495404,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,d_perp,RECORDED,100,25.948825333162777,0.2594882533316278,0.2471381801835909,0.21914960356324392,0.2917879177738654,0.0726383142106215,0.3283716861848497,0.644790549636698,0.15825625827047612,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,mean_rho,RECORDED,100,217.86276985036915,2.1786276985036914,2.085183807574019,1.8505290662879572,2.4219614214819254,0.5714323551939682,2.8036750973006708,3.301168289204503,1.550904710950626,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,mean_tau,RECORDED,100,203.55138213585252,2.035513821358525,1.9595304986339874,1.7327399446289342,2.24509738505351,0.5123574404245756,2.57646348792056,4.66347845486694,1.2131408657672522,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,recurrence_closure_relative_error,RECORDED,100,2.114054850296956e-15,2.114054850296956e-17,1.8455864855537407e-17,1.4177307832592738e-17,2.459999635113612e-17,1.0422688518543383e-17,3.315246044562083e-17,8.4769735436595e-17,8.886820268743197e-18,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,D_TV,RECORDED,100,29.572893684397553,0.2957289368439755,0.30183066243415324,0.2526578724031961,0.33987658008664917,0.08721870768345308,0.36705670435536625,0.4057971514635196,0.14744423062504605,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,delta_center,RECORDED,100,-74.49841869313789,-0.7449841869313789,-0.7510357810678556,-0.8860270659488616,-0.6024790636339656,0.28354800231489596,-0.5429444965206657,-0.3378649995915478,-1.046327125300661,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,negative_progress_count,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
checkpoint_request,llama3-8b-inst,alphaedit,10000,RESET_CACHE,negative_progress_total,RECORDED,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
