batch,component,unit,value
6,official_entry,attention_mask_valid_entries,106268
6,official_entry,backward_calls,0
6,official_entry,canonical_microbatches_computed,166
6,official_entry,canonical_pair_rows_computed,2600
6,official_entry,canonical_pair_rows_reused,0
6,official_entry,copy_restore_seconds,0.43666172306984663
6,official_entry,exact_restores,1
6,official_entry,generated_tokens,3200
6,official_entry,greedy_requests_computed,100
6,official_entry,greedy_requests_reused,0
6,official_entry,history_appends,0
6,official_entry,model_forward_calls,3366
6,official_entry,model_input_tokens,46197
6,official_entry,native_fit_calls,0
6,official_entry,observer_calls,1
6,official_entry,observer_seconds,91.31048938445747
6,official_entry,physical_installs,1
6,official_entry,reduced_metric_pairs_reused,0
6,official_own-native,attention_mask_valid_entries,106268
6,official_own-native,backward_calls,0
6,official_own-native,canonical_microbatches_computed,166
6,official_own-native,canonical_pair_rows_computed,2600
6,official_own-native,canonical_pair_rows_reused,0
6,official_own-native,copy_restore_seconds,0.4353506863117218
6,official_own-native,exact_restores,1
6,official_own-native,generated_tokens,3200
6,official_own-native,greedy_requests_computed,100
6,official_own-native,greedy_requests_reused,0
6,official_own-native,history_appends,0
6,official_own-native,model_forward_calls,3366
6,official_own-native,model_input_tokens,46197
6,official_own-native,native_fit_calls,0
6,official_own-native,observer_calls,1
6,official_own-native,observer_seconds,91.26142317801714
6,official_own-native,physical_installs,1
6,official_own-native,reduced_metric_pairs_reused,0
6,official_selected,attention_mask_valid_entries,106268
6,official_selected,backward_calls,0
6,official_selected,canonical_microbatches_computed,166
6,official_selected,canonical_pair_rows_computed,2600
6,official_selected,canonical_pair_rows_reused,0
6,official_selected,copy_restore_seconds,0.41788084246218204
6,official_selected,exact_restores,1
6,official_selected,generated_tokens,3200
6,official_selected,greedy_requests_computed,100
6,official_selected,greedy_requests_reused,0
6,official_selected,history_appends,0
6,official_selected,model_forward_calls,3366
6,official_selected,model_input_tokens,46197
6,official_selected,native_fit_calls,0
6,official_selected,observer_calls,1
6,official_selected,observer_seconds,91.27641448937356
6,official_selected,physical_installs,1
6,official_selected,reduced_metric_pairs_reused,0
6,oracle_current,backward_seconds,0.0
6,oracle_current,cache_transfer_seconds,1.449282806366682
6,oracle_current,cached_backward_documents,0
6,oracle_current,cached_input_tokens,53795
6,oracle_current,cached_suffix_forwards,3180
6,oracle_current,cached_suffix_seconds,81.31199356541038
6,oracle_current,comparison_logit_elements,1379906304
6,oracle_current,gradient_sweeps,0
6,oracle_current,head_positions,23534
6,oracle_current,kl_documents,0
6,oracle_current,kl_input_tokens,0
6,oracle_current,kl_scored_positions,0
6,oracle_current,kl_sweeps,0
6,oracle_current,physical_backward_documents,0
6,oracle_current,physical_copy_restore_seconds,0.0
6,oracle_current,physical_exact_restores,0
6,oracle_current,physical_full_forwards,0
6,oracle_current,physical_full_seconds,0.0
6,oracle_current,physical_input_tokens,0
6,oracle_current,physical_weight_installs,0
6,oracle_current,prefix_forwards,636
6,oracle_current,prefix_input_tokens,10759
6,oracle_current,prefix_seconds,3.262100061401725
6,oracle_current,prefix_valid_tokens,10759
6,oracle_current,teacher_bytes_read,0
6,oracle_current,teacher_documents_read,0
6,oracle_current,teacher_read_seconds,0.0
6,oracle_past,backward_seconds,0.0
6,oracle_past,cache_transfer_seconds,0.09790052007883787
6,oracle_past,cached_backward_documents,0
6,oracle_past,cached_input_tokens,1102
6,oracle_past,cached_suffix_forwards,128
6,oracle_past,cached_suffix_seconds,3.180263029411435
6,oracle_past,comparison_logit_elements,0
6,oracle_past,gradient_sweeps,0
6,oracle_past,head_positions,128
6,oracle_past,kl_documents,0
6,oracle_past,kl_input_tokens,0
6,oracle_past,kl_scored_positions,0
6,oracle_past,kl_sweeps,0
6,oracle_past,physical_backward_documents,0
6,oracle_past,physical_copy_restore_seconds,0.0
6,oracle_past,physical_exact_restores,0
6,oracle_past,physical_full_forwards,0
6,oracle_past,physical_full_seconds,0.0
6,oracle_past,physical_input_tokens,0
6,oracle_past,physical_weight_installs,0
6,oracle_past,prefix_forwards,64
6,oracle_past,prefix_input_tokens,551
6,oracle_past,prefix_seconds,0.3270913129672408
6,oracle_past,prefix_valid_tokens,551
6,oracle_past,teacher_bytes_read,0
6,oracle_past,teacher_documents_read,0
6,oracle_past,teacher_read_seconds,0.0
6,oracle_reference,backward_seconds,25.83753722254187
6,oracle_reference,cache_transfer_seconds,1.5167033169418573
6,oracle_reference,cached_backward_documents,64
6,oracle_reference,cached_input_tokens,32896
6,oracle_reference,cached_suffix_forwards,128
6,oracle_reference,cached_suffix_seconds,12.350551368668675
6,oracle_reference,comparison_logit_elements,0
6,oracle_reference,gradient_sweeps,1
6,oracle_reference,head_positions,16384
6,oracle_reference,kl_documents,128
6,oracle_reference,kl_input_tokens,32896
6,oracle_reference,kl_scored_positions,16384
6,oracle_reference,kl_sweeps,2
6,oracle_reference,physical_backward_documents,0
6,oracle_reference,physical_copy_restore_seconds,0.0
6,oracle_reference,physical_exact_restores,0
6,oracle_reference,physical_full_forwards,0
6,oracle_reference,physical_full_seconds,0.0
6,oracle_reference,physical_input_tokens,0
6,oracle_reference,physical_weight_installs,0
6,oracle_reference,prefix_forwards,64
6,oracle_reference,prefix_input_tokens,16448
6,oracle_reference,prefix_seconds,1.088808306492865
6,oracle_reference,prefix_valid_tokens,16448
6,oracle_reference,teacher_bytes_read,8405385216
6,oracle_reference,teacher_documents_read,128
6,oracle_reference,teacher_read_seconds,4.166228633373976
7,official_entry,attention_mask_valid_entries,107696
7,official_entry,backward_calls,0
7,official_entry,canonical_microbatches_computed,166
7,official_entry,canonical_pair_rows_computed,2600
7,official_entry,canonical_pair_rows_reused,0
7,official_entry,copy_restore_seconds,0.3666927991434932
7,official_entry,exact_restores,1
7,official_entry,generated_tokens,3200
7,official_entry,greedy_requests_computed,100
7,official_entry,greedy_requests_reused,0
7,official_entry,history_appends,0
7,official_entry,model_forward_calls,3366
7,official_entry,model_input_tokens,46557
7,official_entry,native_fit_calls,0
7,official_entry,observer_calls,1
7,official_entry,observer_seconds,91.23437647614628
7,official_entry,physical_installs,1
7,official_entry,reduced_metric_pairs_reused,0
7,official_own-native,attention_mask_valid_entries,107696
7,official_own-native,backward_calls,0
7,official_own-native,canonical_microbatches_computed,166
7,official_own-native,canonical_pair_rows_computed,2600
7,official_own-native,canonical_pair_rows_reused,0
7,official_own-native,copy_restore_seconds,0.4314005449414253
7,official_own-native,exact_restores,1
7,official_own-native,generated_tokens,3200
7,official_own-native,greedy_requests_computed,100
7,official_own-native,greedy_requests_reused,0
7,official_own-native,history_appends,0
7,official_own-native,model_forward_calls,3366
7,official_own-native,model_input_tokens,46557
7,official_own-native,native_fit_calls,0
7,official_own-native,observer_calls,1
7,official_own-native,observer_seconds,91.14641656167805
7,official_own-native,physical_installs,1
7,official_own-native,reduced_metric_pairs_reused,0
7,official_selected,attention_mask_valid_entries,107696
7,official_selected,backward_calls,0
7,official_selected,canonical_microbatches_computed,166
7,official_selected,canonical_pair_rows_computed,2600
7,official_selected,canonical_pair_rows_reused,0
7,official_selected,copy_restore_seconds,0.43345136009156704
7,official_selected,exact_restores,1
7,official_selected,generated_tokens,3200
7,official_selected,greedy_requests_computed,100
7,official_selected,greedy_requests_reused,0
7,official_selected,history_appends,0
7,official_selected,model_forward_calls,3366
7,official_selected,model_input_tokens,46557
7,official_selected,native_fit_calls,0
7,official_selected,observer_calls,1
7,official_selected,observer_seconds,90.94738423172385
7,official_selected,physical_installs,1
7,official_selected,reduced_metric_pairs_reused,0
7,oracle_current,backward_seconds,0.0
7,oracle_current,cache_transfer_seconds,1.528573320247233
7,oracle_current,cached_backward_documents,0
7,oracle_current,cached_input_tokens,52305
7,oracle_current,cached_suffix_forwards,3060
7,oracle_current,cached_suffix_seconds,77.33844516705722
7,oracle_current,comparison_logit_elements,1341686016
7,oracle_current,gradient_sweeps,0
7,oracle_current,head_positions,22794
7,oracle_current,kl_documents,0
7,oracle_current,kl_input_tokens,0
7,oracle_current,kl_scored_positions,0
7,oracle_current,kl_sweeps,0
7,oracle_current,physical_backward_documents,0
7,oracle_current,physical_copy_restore_seconds,0.0
7,oracle_current,physical_exact_restores,0
7,oracle_current,physical_full_forwards,0
7,oracle_current,physical_full_seconds,0.0
7,oracle_current,physical_input_tokens,0
7,oracle_current,physical_weight_installs,0
7,oracle_current,prefix_forwards,612
7,oracle_current,prefix_input_tokens,10461
7,oracle_current,prefix_seconds,3.1244264701381326
7,oracle_current,prefix_valid_tokens,10461
7,oracle_current,teacher_bytes_read,0
7,oracle_current,teacher_documents_read,0
7,oracle_current,teacher_read_seconds,0.0
7,oracle_past,backward_seconds,0.0
7,oracle_past,cache_transfer_seconds,0.10574685130268335
7,oracle_past,cached_backward_documents,0
7,oracle_past,cached_input_tokens,1118
7,oracle_past,cached_suffix_forwards,128
7,oracle_past,cached_suffix_seconds,3.179437603801489
7,oracle_past,comparison_logit_elements,0
7,oracle_past,gradient_sweeps,0
7,oracle_past,head_positions,128
7,oracle_past,kl_documents,0
7,oracle_past,kl_input_tokens,0
7,oracle_past,kl_scored_positions,0
7,oracle_past,kl_sweeps,0
7,oracle_past,physical_backward_documents,0
7,oracle_past,physical_copy_restore_seconds,0.0
7,oracle_past,physical_exact_restores,0
7,oracle_past,physical_full_forwards,0
7,oracle_past,physical_full_seconds,0.0
7,oracle_past,physical_input_tokens,0
7,oracle_past,physical_weight_installs,0
7,oracle_past,prefix_forwards,64
7,oracle_past,prefix_input_tokens,559
7,oracle_past,prefix_seconds,0.33834220468997955
7,oracle_past,prefix_valid_tokens,559
7,oracle_past,teacher_bytes_read,0
7,oracle_past,teacher_documents_read,0
7,oracle_past,teacher_read_seconds,0.0
7,oracle_reference,backward_seconds,24.849225320853293
7,oracle_reference,cache_transfer_seconds,1.510508418083191
7,oracle_reference,cached_backward_documents,64
7,oracle_reference,cached_input_tokens,32896
7,oracle_reference,cached_suffix_forwards,128
7,oracle_reference,cached_suffix_seconds,12.396207911893725
7,oracle_reference,comparison_logit_elements,0
7,oracle_reference,gradient_sweeps,1
7,oracle_reference,head_positions,16384
7,oracle_reference,kl_documents,128
7,oracle_reference,kl_input_tokens,32896
7,oracle_reference,kl_scored_positions,16384
7,oracle_reference,kl_sweeps,2
7,oracle_reference,physical_backward_documents,0
7,oracle_reference,physical_copy_restore_seconds,0.0
7,oracle_reference,physical_exact_restores,0
7,oracle_reference,physical_full_forwards,0
7,oracle_reference,physical_full_seconds,0.0
7,oracle_reference,physical_input_tokens,0
7,oracle_reference,physical_weight_installs,0
7,oracle_reference,prefix_forwards,64
7,oracle_reference,prefix_input_tokens,16448
7,oracle_reference,prefix_seconds,1.0844563208520412
7,oracle_reference,prefix_valid_tokens,16448
7,oracle_reference,teacher_bytes_read,8405385216
7,oracle_reference,teacher_documents_read,128
7,oracle_reference,teacher_read_seconds,3.4997436702251434
8,official_entry,attention_mask_valid_entries,106468
8,official_entry,backward_calls,0
8,official_entry,canonical_microbatches_computed,166
8,official_entry,canonical_pair_rows_computed,2600
8,official_entry,canonical_pair_rows_reused,0
8,official_entry,copy_restore_seconds,0.42768559977412224
8,official_entry,exact_restores,1
8,official_entry,generated_tokens,3200
8,official_entry,greedy_requests_computed,100
8,official_entry,greedy_requests_reused,0
8,official_entry,history_appends,0
8,official_entry,model_forward_calls,3366
8,official_entry,model_input_tokens,45947
8,official_entry,native_fit_calls,0
8,official_entry,observer_calls,1
8,official_entry,observer_seconds,90.91678493656218
8,official_entry,physical_installs,1
8,official_entry,reduced_metric_pairs_reused,0
8,official_own-native,attention_mask_valid_entries,106468
8,official_own-native,backward_calls,0
8,official_own-native,canonical_microbatches_computed,166
8,official_own-native,canonical_pair_rows_computed,2600
8,official_own-native,canonical_pair_rows_reused,0
8,official_own-native,copy_restore_seconds,0.41998331900686026
8,official_own-native,exact_restores,1
8,official_own-native,generated_tokens,3200
8,official_own-native,greedy_requests_computed,100
8,official_own-native,greedy_requests_reused,0
8,official_own-native,history_appends,0
8,official_own-native,model_forward_calls,3366
8,official_own-native,model_input_tokens,45947
8,official_own-native,native_fit_calls,0
8,official_own-native,observer_calls,1
8,official_own-native,observer_seconds,90.93329161219299
8,official_own-native,physical_installs,1
8,official_own-native,reduced_metric_pairs_reused,0
8,official_selected,attention_mask_valid_entries,106468
8,official_selected,backward_calls,0
8,official_selected,canonical_microbatches_computed,166
8,official_selected,canonical_pair_rows_computed,2600
8,official_selected,canonical_pair_rows_reused,0
8,official_selected,copy_restore_seconds,0.4147743321955204
8,official_selected,exact_restores,1
8,official_selected,generated_tokens,3200
8,official_selected,greedy_requests_computed,100
8,official_selected,greedy_requests_reused,0
8,official_selected,history_appends,0
8,official_selected,model_forward_calls,3366
8,official_selected,model_input_tokens,45947
8,official_selected,native_fit_calls,0
8,official_selected,observer_calls,1
8,official_selected,observer_seconds,90.94522913452238
8,official_selected,physical_installs,1
8,official_selected,reduced_metric_pairs_reused,0
8,oracle_current,backward_seconds,0.0
8,oracle_current,cache_transfer_seconds,1.485820866189897
8,oracle_current,cached_backward_documents,0
8,oracle_current,cached_input_tokens,52115
8,oracle_current,cached_suffix_forwards,3060
8,oracle_current,cached_suffix_seconds,77.09698008187115
8,oracle_current,comparison_logit_elements,1336812288
8,oracle_current,gradient_sweeps,0
8,oracle_current,head_positions,22718
8,oracle_current,kl_documents,0
8,oracle_current,kl_input_tokens,0
8,oracle_current,kl_scored_positions,0
8,oracle_current,kl_sweeps,0
8,oracle_current,physical_backward_documents,0
8,oracle_current,physical_copy_restore_seconds,0.0
8,oracle_current,physical_exact_restores,0
8,oracle_current,physical_full_forwards,0
8,oracle_current,physical_full_seconds,0.0
8,oracle_current,physical_input_tokens,0
8,oracle_current,physical_weight_installs,0
8,oracle_current,prefix_forwards,612
8,oracle_current,prefix_input_tokens,10423
8,oracle_current,prefix_seconds,3.1010875180363655
8,oracle_current,prefix_valid_tokens,10423
8,oracle_current,teacher_bytes_read,0
8,oracle_current,teacher_documents_read,0
8,oracle_current,teacher_read_seconds,0.0
8,oracle_past,backward_seconds,0.0
8,oracle_past,cache_transfer_seconds,0.11080306954681873
8,oracle_past,cached_backward_documents,0
8,oracle_past,cached_input_tokens,1140
8,oracle_past,cached_suffix_forwards,128
8,oracle_past,cached_suffix_seconds,3.2726163137704134
8,oracle_past,comparison_logit_elements,0
8,oracle_past,gradient_sweeps,0
8,oracle_past,head_positions,128
8,oracle_past,kl_documents,0
8,oracle_past,kl_input_tokens,0
8,oracle_past,kl_scored_positions,0
8,oracle_past,kl_sweeps,0
8,oracle_past,physical_backward_documents,0
8,oracle_past,physical_copy_restore_seconds,0.0
8,oracle_past,physical_exact_restores,0
8,oracle_past,physical_full_forwards,0
8,oracle_past,physical_full_seconds,0.0
8,oracle_past,physical_input_tokens,0
8,oracle_past,physical_weight_installs,0
8,oracle_past,prefix_forwards,64
8,oracle_past,prefix_input_tokens,570
8,oracle_past,prefix_seconds,0.34516903199255466
8,oracle_past,prefix_valid_tokens,570
8,oracle_past,teacher_bytes_read,0
8,oracle_past,teacher_documents_read,0
8,oracle_past,teacher_read_seconds,0.0
8,oracle_reference,backward_seconds,25.04467574786395
8,oracle_reference,cache_transfer_seconds,1.5689456416293979
8,oracle_reference,cached_backward_documents,64
8,oracle_reference,cached_input_tokens,32896
8,oracle_reference,cached_suffix_forwards,128
8,oracle_reference,cached_suffix_seconds,12.41882104985416
8,oracle_reference,comparison_logit_elements,0
8,oracle_reference,gradient_sweeps,1
8,oracle_reference,head_positions,16384
8,oracle_reference,kl_documents,128
8,oracle_reference,kl_input_tokens,32896
8,oracle_reference,kl_scored_positions,16384
8,oracle_reference,kl_sweeps,2
8,oracle_reference,physical_backward_documents,0
8,oracle_reference,physical_copy_restore_seconds,0.0
8,oracle_reference,physical_exact_restores,0
8,oracle_reference,physical_full_forwards,0
8,oracle_reference,physical_full_seconds,0.0
8,oracle_reference,physical_input_tokens,0
8,oracle_reference,physical_weight_installs,0
8,oracle_reference,prefix_forwards,64
8,oracle_reference,prefix_input_tokens,16448
8,oracle_reference,prefix_seconds,1.0907799284905195
8,oracle_reference,prefix_valid_tokens,16448
8,oracle_reference,teacher_bytes_read,8405385216
8,oracle_reference,teacher_documents_read,128
8,oracle_reference,teacher_read_seconds,4.418304830789566
9,official_entry,attention_mask_valid_entries,104635
9,official_entry,backward_calls,0
9,official_entry,canonical_microbatches_computed,166
9,official_entry,canonical_pair_rows_computed,2600
9,official_entry,canonical_pair_rows_reused,0
9,official_entry,copy_restore_seconds,0.4320356361567974
9,official_entry,exact_restores,1
9,official_entry,generated_tokens,3200
9,official_entry,greedy_requests_computed,100
9,official_entry,greedy_requests_reused,0
9,official_entry,history_appends,0
9,official_entry,model_forward_calls,3366
9,official_entry,model_input_tokens,44640
9,official_entry,native_fit_calls,0
9,official_entry,observer_calls,1
9,official_entry,observer_seconds,90.86261548753828
9,official_entry,physical_installs,1
9,official_entry,reduced_metric_pairs_reused,0
9,official_own-native,attention_mask_valid_entries,104635
9,official_own-native,backward_calls,0
9,official_own-native,canonical_microbatches_computed,166
9,official_own-native,canonical_pair_rows_computed,2600
9,official_own-native,canonical_pair_rows_reused,0
9,official_own-native,copy_restore_seconds,0.42792732641100883
9,official_own-native,exact_restores,1
9,official_own-native,generated_tokens,3200
9,official_own-native,greedy_requests_computed,100
9,official_own-native,greedy_requests_reused,0
9,official_own-native,history_appends,0
9,official_own-native,model_forward_calls,3366
9,official_own-native,model_input_tokens,44640
9,official_own-native,native_fit_calls,0
9,official_own-native,observer_calls,1
9,official_own-native,observer_seconds,90.8163146590814
9,official_own-native,physical_installs,1
9,official_own-native,reduced_metric_pairs_reused,0
9,official_selected,attention_mask_valid_entries,104635
9,official_selected,backward_calls,0
9,official_selected,canonical_microbatches_computed,166
9,official_selected,canonical_pair_rows_computed,2600
9,official_selected,canonical_pair_rows_reused,0
9,official_selected,copy_restore_seconds,0.42783484049141407
9,official_selected,exact_restores,1
9,official_selected,generated_tokens,3200
9,official_selected,greedy_requests_computed,100
9,official_selected,greedy_requests_reused,0
9,official_selected,history_appends,0
9,official_selected,model_forward_calls,3366
9,official_selected,model_input_tokens,44640
9,official_selected,native_fit_calls,0
9,official_selected,observer_calls,1
9,official_selected,observer_seconds,90.83690287638456
9,official_selected,physical_installs,1
9,official_selected,reduced_metric_pairs_reused,0
9,oracle_current,backward_seconds,0.0
9,oracle_current,cache_transfer_seconds,1.3644314454868436
9,oracle_current,cached_backward_documents,0
9,oracle_current,cached_input_tokens,70147
9,oracle_current,cached_suffix_forwards,4242
9,oracle_current,cached_suffix_seconds,108.42452831286937
9,oracle_current,comparison_logit_elements,1285253376
9,oracle_current,gradient_sweeps,0
9,oracle_current,head_positions,23102
9,oracle_current,kl_documents,0
9,oracle_current,kl_input_tokens,0
9,oracle_current,kl_scored_positions,0
9,oracle_current,kl_sweeps,0
9,oracle_current,physical_backward_documents,0
9,oracle_current,physical_copy_restore_seconds,0.0
9,oracle_current,physical_exact_restores,0
9,oracle_current,physical_full_forwards,0
9,oracle_current,physical_full_seconds,0.0
9,oracle_current,physical_input_tokens,0
9,oracle_current,physical_weight_installs,0
9,oracle_current,prefix_forwards,606
9,oracle_current,prefix_input_tokens,10021
9,oracle_current,prefix_seconds,3.104823916219175
9,oracle_current,prefix_valid_tokens,10021
9,oracle_current,teacher_bytes_read,0
9,oracle_current,teacher_documents_read,0
9,oracle_current,teacher_read_seconds,0.0
9,oracle_past,backward_seconds,0.0
9,oracle_past,cache_transfer_seconds,0.10384963639080524
9,oracle_past,cached_backward_documents,0
9,oracle_past,cached_input_tokens,2300
9,oracle_past,cached_suffix_forwards,256
9,oracle_past,cached_suffix_seconds,6.5303651727736
9,oracle_past,comparison_logit_elements,0
9,oracle_past,gradient_sweeps,0
9,oracle_past,head_positions,256
9,oracle_past,kl_documents,0
9,oracle_past,kl_input_tokens,0
9,oracle_past,kl_scored_positions,0
9,oracle_past,kl_sweeps,0
9,oracle_past,physical_backward_documents,0
9,oracle_past,physical_copy_restore_seconds,0.0
9,oracle_past,physical_exact_restores,0
9,oracle_past,physical_full_forwards,0
9,oracle_past,physical_full_seconds,0.0
9,oracle_past,physical_input_tokens,0
9,oracle_past,physical_weight_installs,0
9,oracle_past,prefix_forwards,64
9,oracle_past,prefix_input_tokens,575
9,oracle_past,prefix_seconds,0.33848623372614384
9,oracle_past,prefix_valid_tokens,575
9,oracle_past,teacher_bytes_read,0
9,oracle_past,teacher_documents_read,0
9,oracle_past,teacher_read_seconds,0.0
9,oracle_reference,backward_seconds,24.71892702858895
9,oracle_reference,cache_transfer_seconds,1.5404607215896249
9,oracle_reference,cached_backward_documents,64
9,oracle_reference,cached_input_tokens,65792
9,oracle_reference,cached_suffix_forwards,256
9,oracle_reference,cached_suffix_seconds,24.794178881682456
9,oracle_reference,comparison_logit_elements,0
9,oracle_reference,gradient_sweeps,1
9,oracle_reference,head_positions,32768
9,oracle_reference,kl_documents,256
9,oracle_reference,kl_input_tokens,65792
9,oracle_reference,kl_scored_positions,32768
9,oracle_reference,kl_sweeps,4
9,oracle_reference,physical_backward_documents,0
9,oracle_reference,physical_copy_restore_seconds,0.0
9,oracle_reference,physical_exact_restores,0
9,oracle_reference,physical_full_forwards,0
9,oracle_reference,physical_full_seconds,0.0
9,oracle_reference,physical_input_tokens,0
9,oracle_reference,physical_weight_installs,0
9,oracle_reference,prefix_forwards,64
9,oracle_reference,prefix_input_tokens,16448
9,oracle_reference,prefix_seconds,1.091696647927165
9,oracle_reference,prefix_valid_tokens,16448
9,oracle_reference,teacher_bytes_read,16810770432
9,oracle_reference,teacher_documents_read,256
9,oracle_reference,teacher_read_seconds,8.232970231212676
10,official_entry,attention_mask_valid_entries,105997
10,official_entry,backward_calls,0
10,official_entry,canonical_microbatches_computed,166
10,official_entry,canonical_pair_rows_computed,2600
10,official_entry,canonical_pair_rows_reused,0
10,official_entry,copy_restore_seconds,0.7901704432442784
10,official_entry,exact_restores,1
10,official_entry,generated_tokens,3200
10,official_entry,greedy_requests_computed,100
10,official_entry,greedy_requests_reused,0
10,official_entry,history_appends,0
10,official_entry,model_forward_calls,3366
10,official_entry,model_input_tokens,46694
10,official_entry,native_fit_calls,0
10,official_entry,observer_calls,1
10,official_entry,observer_seconds,91.7237395234406
10,official_entry,physical_installs,1
10,official_entry,reduced_metric_pairs_reused,0
10,official_own-native,attention_mask_valid_entries,105997
10,official_own-native,backward_calls,0
10,official_own-native,canonical_microbatches_computed,166
10,official_own-native,canonical_pair_rows_computed,2600
10,official_own-native,canonical_pair_rows_reused,0
10,official_own-native,copy_restore_seconds,0.9075948502868414
10,official_own-native,exact_restores,1
10,official_own-native,generated_tokens,3200
10,official_own-native,greedy_requests_computed,100
10,official_own-native,greedy_requests_reused,0
10,official_own-native,history_appends,0
10,official_own-native,model_forward_calls,3366
10,official_own-native,model_input_tokens,46694
10,official_own-native,native_fit_calls,0
10,official_own-native,observer_calls,1
10,official_own-native,observer_seconds,92.23554464709014
10,official_own-native,physical_installs,1
10,official_own-native,reduced_metric_pairs_reused,0
10,official_selected,attention_mask_valid_entries,105997
10,official_selected,backward_calls,0
10,official_selected,canonical_microbatches_computed,166
10,official_selected,canonical_pair_rows_computed,2600
10,official_selected,canonical_pair_rows_reused,0
10,official_selected,copy_restore_seconds,0.5464082527905703
10,official_selected,exact_restores,1
10,official_selected,generated_tokens,3200
10,official_selected,greedy_requests_computed,100
10,official_selected,greedy_requests_reused,0
10,official_selected,history_appends,0
10,official_selected,model_forward_calls,3366
10,official_selected,model_input_tokens,46694
10,official_selected,native_fit_calls,0
10,official_selected,observer_calls,1
10,official_selected,observer_seconds,91.44939782191068
10,official_selected,physical_installs,1
10,official_selected,reduced_metric_pairs_reused,0
10,fullseen,attention_mask_valid_entries,1058596
10,fullseen,backward_calls,0
10,fullseen,canonical_microbatches_computed,1626
10,fullseen,canonical_pair_rows_computed,26000
10,fullseen,canonical_pair_rows_reused,0
10,fullseen,copy_restore_seconds,0.3988261688500643
10,fullseen,exact_restores,1
10,fullseen,generated_tokens,32000
10,fullseen,greedy_requests_computed,1000
10,fullseen,greedy_requests_reused,0
10,fullseen,history_appends,0
10,fullseen,model_forward_calls,33626
10,fullseen,model_input_tokens,457717
10,fullseen,native_fit_calls,0
10,fullseen,observer_calls,1
10,fullseen,observer_seconds,904.169763840735
10,fullseen,physical_installs,1
10,fullseen,reduced_metric_pairs_reused,0
10,Dev128,backward_seconds,0.0
10,Dev128,cache_transfer_seconds,3.06812665425241
10,Dev128,cached_backward_documents,0
10,Dev128,cached_input_tokens,32896
10,Dev128,cached_suffix_forwards,128
10,Dev128,cached_suffix_seconds,11.5498106777668
10,Dev128,comparison_logit_elements,0
10,Dev128,gradient_sweeps,0
10,Dev128,head_positions,16384
10,Dev128,kl_documents,128
10,Dev128,kl_input_tokens,32896
10,Dev128,kl_scored_positions,16384
10,Dev128,kl_sweeps,1
10,Dev128,physical_backward_documents,0
10,Dev128,physical_copy_restore_seconds,0.0
10,Dev128,physical_exact_restores,0
10,Dev128,physical_full_forwards,0
10,Dev128,physical_full_seconds,0.0
10,Dev128,physical_input_tokens,0
10,Dev128,physical_weight_installs,0
10,Dev128,prefix_forwards,128
10,Dev128,prefix_input_tokens,32896
10,Dev128,prefix_seconds,2.1715015936642885
10,Dev128,prefix_valid_tokens,32896
10,Dev128,teacher_bytes_read,8405385216
10,Dev128,teacher_documents_read,128
10,Dev128,teacher_read_seconds,5.253281120210886
10,oracle_current,backward_seconds,0.0
10,oracle_current,cache_transfer_seconds,1.4344248082488775
10,oracle_current,cached_backward_documents,0
10,oracle_current,cached_input_tokens,71547
10,oracle_current,cached_suffix_forwards,4242
10,oracle_current,cached_suffix_seconds,108.74165792111307
10,oracle_current,comparison_logit_elements,1310904576
10,oracle_current,gradient_sweeps,0
10,oracle_current,head_positions,23502
10,oracle_current,kl_documents,0
10,oracle_current,kl_input_tokens,0
10,oracle_current,kl_scored_positions,0
10,oracle_current,kl_sweeps,0
10,oracle_current,physical_backward_documents,0
10,oracle_current,physical_copy_restore_seconds,0.0
10,oracle_current,physical_exact_restores,0
10,oracle_current,physical_full_forwards,0
10,oracle_current,physical_full_seconds,0.0
10,oracle_current,physical_input_tokens,0
10,oracle_current,physical_weight_installs,0
10,oracle_current,prefix_forwards,606
10,oracle_current,prefix_input_tokens,10221
10,oracle_current,prefix_seconds,3.1220138957723975
10,oracle_current,prefix_valid_tokens,10221
10,oracle_current,teacher_bytes_read,0
10,oracle_current,teacher_documents_read,0
10,oracle_current,teacher_read_seconds,0.0
10,oracle_past,backward_seconds,0.0
10,oracle_past,cache_transfer_seconds,0.11329439282417297
10,oracle_past,cached_backward_documents,0
10,oracle_past,cached_input_tokens,2280
10,oracle_past,cached_suffix_forwards,256
10,oracle_past,cached_suffix_seconds,6.55193776730448
10,oracle_past,comparison_logit_elements,0
10,oracle_past,gradient_sweeps,0
10,oracle_past,head_positions,256
10,oracle_past,kl_documents,0
10,oracle_past,kl_input_tokens,0
10,oracle_past,kl_scored_positions,0
10,oracle_past,kl_sweeps,0
10,oracle_past,physical_backward_documents,0
10,oracle_past,physical_copy_restore_seconds,0.0
10,oracle_past,physical_exact_restores,0
10,oracle_past,physical_full_forwards,0
10,oracle_past,physical_full_seconds,0.0
10,oracle_past,physical_input_tokens,0
10,oracle_past,physical_weight_installs,0
10,oracle_past,prefix_forwards,64
10,oracle_past,prefix_input_tokens,570
10,oracle_past,prefix_seconds,0.3449809942394495
10,oracle_past,prefix_valid_tokens,570
10,oracle_past,teacher_bytes_read,0
10,oracle_past,teacher_documents_read,0
10,oracle_past,teacher_read_seconds,0.0
10,oracle_reference,backward_seconds,24.701700090430677
10,oracle_reference,cache_transfer_seconds,1.5741844857111573
