P_N_over_S,alias,capacity_N_over_S,case,dEffNLL_N_minus_S,dEff_N_minus_S,dGap_N_minus_S,dGen_N_minus_S,dLoc_N_minus_S,dW_N_minus_S,dZ_N_minus_S,energy_N_over_S,matched
1.0157711533152163,llama3-8b-inst,1.9372750585874368,1,0.025797271728515633,0,0.03329366333782674,0,0,0.03708310648798943,0.0037894431501626913,1.9447756476310114,True
0.9985705308986582,llama3-8b-inst,0.796633286662974,2,0.068780517578125,0,0.0035949798300862756,0,0,0.3575186919420958,0.3539237121120095,0.7808969884875432,True
0.9831976382808459,llama3-8b-inst,1.0581957279369627,3,-0.0142059326171875,0,-0.005985193327069288,0,0,-0.011143367737531662,-0.005158174410462374,1.060490151440174,True
1.3291965900755873,llama3-8b-inst,2.594449868122866,4,0.039270019531250006,0,0.010859884414821858,0,0,0.05204494800418616,0.0411850635893643,2.5824237989297743,True
1.3151325020901954,llama3-8b-inst,15.45725642879862,5,1.2756118774414062,-1,1.0919509875122457,-2,1,1.6428003880195319,0.5508494005072861,16.02399433402172,True
1.1083418371959577,llama3-8b-inst,2.5285048059139275,6,0.00377655029296875,0,0.01206010594032704,0,0,0.013110816664993752,0.001050710724666712,2.4585725484210736,True
1.0435657766260136,llama3-8b-inst,1.3271310078249419,7,0.031097412109374986,0,-0.02016508271917701,0,0,-0.021065101400017744,-0.0009000186808407334,1.3263983356687667,True
1.022270652060581,llama3-8b-inst,4.629563048567768,8,0.35928649902343757,-1,0.21943891961127518,0,0,0.21535284128040075,-0.004086078330874432,3.708372470910585,True
1.0999693918077857,llama3-8b-inst,1.2164384356941769,9,0.0004394531250000028,0,-0.0021194625645875875,0,-1,-0.0014990363270044327,0.0006204262375831548,1.1987196963234452,True
1.2264328488441305,llama3-8b-inst,2.3903675613388145,10,0.036537933349609364,0,-0.011059789266437275,0,0,0.013462014589458726,0.024521803855896,2.487493203606381,True
1.6996376898373313,qwen2.5-7b-inst,1.4834304861188186,1,0.17200469970703125,0,0.1820382967125625,1,1,0.15402198983356358,-0.02801630687899892,0.8990711018615616,True
1.7825589878723291,qwen2.5-7b-inst,4.197178531166255,2,-0.13073329925537108,0,0.030429707060102368,0,0,-0.1211783126811497,-0.15160801974125207,2.930455835453805,True
1.3757800167795093,qwen2.5-7b-inst,9.815419425972365,3,-0.18251800537109375,0,-0.006531116180121921,0,0,-0.05778021439909936,-0.05124909821897744,8.30760894780565,True
2.133124879055399,qwen2.5-7b-inst,9.114901957408476,4,-0.04655761718750018,0,0.07675873711705217,1,0,-0.0472138416022061,-0.12397257871925826,6.231266266024128,True
1.745461285615592,qwen2.5-7b-inst,3.549257381409505,5,-0.08710937499999999,0,-0.02242567511275409,0,0,-0.095883880648762,-0.0734582055360079,2.9083017120577224,True
1.700640311598388,qwen2.5-7b-inst,2.05726220071925,6,0.0631805419921875,0,0.012487314653117212,0,0,0.03821929544210434,0.025731980788987127,1.5094138705330697,True
1.8091626728068682,qwen2.5-7b-inst,12.886857729916201,7,0.0830078125,0,0.06044755270704638,-1,0,0.04464264567941434,-0.015804907027632042,9.188043131804074,True
1.781962575471624,qwen2.5-7b-inst,1.7284596838871311,8,0.2775230407714844,0,-0.020444675907492674,0,0,0.18884845483116802,0.20929313073866068,1.3622256233746188,True
1.9204134718951973,qwen2.5-7b-inst,7.185388662269974,9,0.2267608642578125,0,0.18999755672994068,-1,1,0.1946403088979423,0.004642752168001613,6.158525404286198,True
1.3760661818132816,qwen2.5-7b-inst,2.1154682222817858,10,-0.059368896484375044,0,-0.02940619653090848,-1,-1,0.05624583559110752,0.085652032122016,1.9646935776344086,True
