method,outer_K,microsteps,primary_count,rescue_count,current_count,direct_count,negative_primary_progress_count,clamp_hit_count,raw_energy,postclamp_primary_energy,selected_energy,intended_write_norm_mean,realized_write_norm_mean,write_residual_ratio_mean,writer_edit_core_wall_seconds,physical_update_energy,per_layer_update_energy
PDZ-T2-PRC,1,2,200,0,0,0,0,0,7168.711349453055,7168.711347029052,7168.711347029052,1.2788556981038672,1.2698937705038467,0.044190864858515894,136.85701142251492,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T2-PRC,2,2,200,0,0,0,0,0,5077.139752374365,5077.139753094729,5077.139753094729,1.0190834543874865,1.0164047526981452,0.0672556884189877,134.3964707981795,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T2-PRC,3,2,199,1,0,0,0,0,2001.8516809752036,2001.851680031075,1983.532880396023,0.5416711533762097,0.5420857098644902,0.1152744725996507,134.55059739295393,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T2-PRC,4,2,199,1,0,0,0,0,455.25780863409386,455.25780782670773,436.7667148589802,0.22374491726232557,0.22568000889280945,0.14462688125716927,134.8620664831251,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T2-PRC,5,2,200,0,0,0,0,0,120.35706289501753,120.35706261257361,120.35706261257361,0.11217911345915374,0.11294693394217786,0.11926696321950804,135.42622006312013,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T2-PRC,6,2,200,0,0,0,0,0,21.280911295592237,21.280911168126458,21.280911168126458,0.0669489346809263,0.06744417150420957,0.08473450050775311,133.81172216311097,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T2-PRC,7,2,200,0,0,0,0,0,9.388287296855928,9.388287103878342,9.388287103878342,0.048337196104198926,0.0484818546211834,0.03428184164002075,134.5027712667361,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T2-PRC,8,2,200,0,0,0,0,0,5.785037640595744,5.7850375824763915,5.7850375824763915,0.038345070477190296,0.03842159151256384,0.016843738711640327,134.29526420030743,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T3-PRC,1,3,300,0,0,0,0,0,10093.702420932254,10093.702415456954,10093.702415456954,1.6652541754014336,1.6541178390179119,0.04495566334000101,140.11463481094688,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T3-PRC,2,3,298,2,0,0,0,0,4063.0353375416207,4063.0353350608293,4018.5899064062014,0.8963912819902703,0.8950896881723212,0.10728264627206227,137.94222207274288,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T3-PRC,3,3,300,0,0,0,0,0,478.6563436719935,478.6563436114016,478.6563436114016,0.2786741295197162,0.2823120885055494,0.17305035456865808,137.9855511477217,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
