method,outer_K,microsteps,primary_count,rescue_count,current_count,direct_count,negative_primary_progress_count,clamp_hit_count,raw_energy,postclamp_primary_energy,selected_energy,intended_write_norm_mean,realized_write_norm_mean,write_residual_ratio_mean,writer_edit_core_wall_seconds,physical_update_energy,per_layer_update_energy
PDZ-T3-PRC,4,3,300,0,0,0,0,0,42.96561197907872,42.96561168699569,42.96561168699569,0.11183844010929392,0.11361599836286311,0.1201301220327061,139.90781943965703,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T3-PRC,5,3,300,0,0,0,0,0,14.244736309418897,14.244736693782075,14.244736693782075,0.07027588975432467,0.0706579349525589,0.045978919161330005,138.26518041454256,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T3-PRC,6,3,300,0,0,0,0,0,7.012025071222583,7.012025243641565,7.012025243641565,0.05093773337646297,0.05109299862421206,0.02663819493745296,138.65408638864756,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T3-PRC,7,3,300,0,0,0,0,0,4.198263171549623,4.198263230763165,4.198263230763165,0.03991912471844149,0.040018570118742255,0.021561844826234074,137.66039506997913,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T3-PRC,8,3,300,0,0,0,0,0,2.8011818253208673,2.8011818381575635,2.8011818381575635,0.03281068671491997,0.032872934065132836,0.01924685796200874,137.6390738869086,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T5-PRC,1,5,500,0,0,0,0,0,13235.21664124995,13235.216638203476,13235.216638203476,2.0097198307243387,1.995709969391528,0.045327720136629356,140.99143508821726,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T5-PRC,2,5,498,2,0,0,0,0,1361.8625554091525,1361.8625565174254,1324.397769062316,0.5041542738042278,0.5106964521689596,0.21591539266101567,140.40219432953745,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T5-PRC,3,5,500,0,0,0,0,0,69.01168578226951,69.01168641638424,69.01168641638424,0.15007861029385713,0.15381373946279087,0.1668471729497546,140.0610692212358,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T5-PRC,4,5,500,0,0,0,0,0,12.730048173122668,12.7300481217304,12.7300481217304,0.08179293911066293,0.08248771401815476,0.07361231454899042,139.60412134509534,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T5-PRC,5,5,500,0,0,0,0,0,5.323665689497877,5.323665554702947,5.323665554702947,0.056802311045436725,0.05700927443023427,0.033131487812190955,140.30363134201616,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T5-PRC,6,5,500,0,0,0,0,0,2.9939346220089376,2.9939346221264884,2.9939346221264884,0.04349266219352975,0.04362655599603128,0.026551603133311615,139.6483423905447,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T5-PRC,7,5,500,0,0,0,0,0,1.921882955450738,1.9218830517579517,1.9218830517579517,0.03515984570772288,0.03523955805282999,0.023821835526347156,139.35719532705843,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T5-PRC,8,5,500,0,0,0,0,0,1.3357081909778648,1.335708266187145,1.335708266187145,0.029461049654088592,0.029546370981974327,0.024368259323704275,139.67535059992224,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T1-DIRECT,1,1,0,0,0,100,0,0,3649.867324957068,3649.867325290187,3649.867325290187,0.7518124329709184,0.7463739141180517,0.04534921946007034,133.66713036503643,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T1-DIRECT,2,1,0,0,0,100,0,0,3519.369745923622,3519.3697453215427,3519.3697453215427,0.7361399706820317,0.7345628563250457,0.05052486354858907,132.60625701397657,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T1-DIRECT,3,1,0,0,0,100,0,0,2972.550675495678,2972.550673236921,2972.550673236921,0.6618828689933686,0.6606303998071212,0.0526552196279481,134.81543743703514,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T1-DIRECT,4,1,0,0,0,100,1,0,2165.352353854247,2165.3523523566564,2165.3523523566564,0.5353876231887531,0.534540334562113,0.07819687531269807,132.98607145342976,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T1-DIRECT,5,1,0,0,0,100,0,0,1336.5086662759352,1336.5086683696663,1336.5086683696663,0.39262733936097,0.3921368557937291,0.10541045622663074,135.50243972241879,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T1-DIRECT,6,1,0,0,0,100,1,0,686.2736153393174,686.2736151296135,686.2736151296135,0.2547775755678155,0.25521094583693216,0.1481323599020046,135.89422709587961,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T1-DIRECT,7,1,0,0,0,100,0,0,291.25113662309525,291.25113630217146,291.25113630217146,0.15312579266306067,0.15294348772224653,0.14252138793730545,134.70942208077759,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
PDZ-T1-DIRECT,8,1,0,0,0,100,0,0,132.7014700316426,132.70146945240282,132.70146945240282,0.09430948419230305,0.09474347992750752,0.13783016593463368,136.41163492947817,NOT_RECORDED_RAW_FREE_TERMINAL,NOT_RECORDED_RAW_FREE_TERMINAL
