method,outer_K,microstep_m,global_ordinal_n,request_denominator,target_time_before,target_time_after,current_target_new_nll_mean,current_target_new_nll_median,current_target_new_nll_p90,current_target_new_nll_max,selected_target_new_nll_mean,selected_target_new_nll_median,selected_target_new_nll_p90,selected_target_new_nll_max,selected_nll_decrease_mean,selected_nll_decrease_median,selected_nll_decrease_p90,selected_nll_decrease_max,rho_mean,rho_median,rho_p90,rho_max,deficit_mean,deficit_median,deficit_p90,deficit_max,amplitude_mean,amplitude_median,amplitude_p90,amplitude_max,semantic_gradient_norm_mean,semantic_gradient_norm_median,semantic_gradient_norm_p90,semantic_gradient_norm_max,preservation_gradient_norm_mean,preservation_gradient_norm_median,preservation_gradient_norm_p90,preservation_gradient_norm_max,semantic_direction_cosine_mean,semantic_direction_cosine_median,semantic_direction_cosine_p90,semantic_direction_cosine_max,raw_energy_mean,raw_energy_median,raw_energy_p90,raw_energy_max,postclamp_primary_energy_mean,postclamp_primary_energy_median,postclamp_primary_energy_p90,postclamp_primary_energy_max,selected_direct_energy_mean,selected_direct_energy_median,selected_direct_energy_p90,selected_direct_energy_max,primary_count,rescue_count,current_count,direct_count,clamp_hit_count,negative_primary_progress_count
PDZ-T1-DIRECT,1,1,0,100,0.0,0.125,10.393096616268158,10.221244812011719,15.27349252700806,19.32851791381836,7.725513043403626,7.482377529144287,12.693078994750977,15.570605278015137,2.6675835728645323,2.4510130882263184,4.81344313621521,6.50011682510376,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.9978810301713718,0.9999636005720418,0.9999997669347807,0.9999999959660424,6.014499463078305,6.092661064270796,6.664777025283983,7.204849286308576,4.717938925838426,4.12006777028132,7.351261184837096,16.207171419554523,9.571904382175884e-08,7.465567185870152e-08,2.1349164007311857e-07,3.3972395595678806e-07,0.9999999999999996,0.9999999999999997,1.0000000000000009,1.0000000000000022,36.49867324957068,37.12088124897671,44.41925336074288,51.909853238421356,36.498673252901874,37.12088151495639,44.41925365379045,51.90985328934311,36.498673252901874,37.12088151495639,44.41925365379045,51.90985328934311,0,0,0,100,0,0
PDZ-T1-DIRECT,2,1,1,100,0.125,0.25,7.563758578896523,7.2914440631866455,12.487097263336183,15.21795654296875,4.831079322397709,4.483280897140503,10.185888195037844,13.847295761108398,2.732679256498814,2.7023212909698486,4.239678239822388,6.040644407272339,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.9769960743943105,0.9993185294753806,0.9999962025286313,0.9999997540054715,5.8891197658198635,6.020646030364927,6.661976415316371,7.2048317666612585,4.249675314705837,3.840860107798502,7.776377623585482,12.872692369797706,0.08048857783802314,0.043330357029006616,0.16693782664863643,0.7653328012755475,0.9988720910979996,0.9999308500339787,0.9999946561862921,0.9999994094950979,35.19369745923622,36.24817865564384,44.381932474801694,51.90960078589118,35.19369745321543,36.24817896689309,44.3819320417614,51.90960003529855,35.19369745321543,36.24817896689309,44.3819320417614,51.90960003529855,0,0,0,100,0,0
PDZ-T1-DIRECT,3,1,2,100,0.25,0.375,4.903761807829142,4.555845260620117,10.22212905883789,13.738597869873047,2.7384850285016,2.0760053396224976,6.287207412719728,11.764078140258789,2.1652767793275416,2.1427093148231506,3.924982404708863,7.58961296081543,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.8801689731917075,0.9894937141151792,0.9999636417804403,0.99999892005222,5.295062954979451,5.680118007661223,6.476919429443893,7.204334054203306,4.2575134269620545,3.8115668834884566,7.436019682567492,14.679919939089876,0.10291425885628543,0.06404604765250736,0.21792892178635095,0.610821770221185,0.9991360435840924,0.999836578186168,0.9999794895469037,0.9999984458860093,29.725506754956783,32.26374118516033,41.95057968333145,51.902429164553546,29.725506732369208,32.2637411698216,41.95057950333362,51.9024288438839,29.725506732369208,32.2637411698216,41.95057950333362,51.9024288438839,0,0,0,100,0,0
PDZ-T1-DIRECT,4,1,3,100,0.375,0.5,2.8256363866478207,2.1125162839889526,6.422744226455689,11.969755172729492,1.459281055945903,0.6631165742874146,4.154925632476808,9.127447128295898,1.3663553307019174,1.259089469909668,2.989957809448243,4.713401794433594,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.7179287099607551,0.8790523519180272,0.9983754884372978,0.9999936671182506,4.28310098775369,5.015331128397099,6.138105569479697,7.182949329883543,3.650946735437979,2.88558654862606,6.404599886040557,26.800445348321738,0.16789923414802202,0.08429712918698828,0.3404293565715004,1.352587546578465,0.9897656994153029,0.9994194332008949,0.9999435701306636,0.9999948739917006,21.653523538542473,25.15382955836912,37.676856011395316,51.59476107567466,21.653523523566562,25.15382936875404,37.67685545837803,51.5947610440921,21.653523523566562,25.15382936875404,37.67685545837803,51.5947610440921,0,0,0,100,0,1
PDZ-T1-DIRECT,5,1,4,100,0.5,0.625,1.5219758646376431,0.7101019322872162,4.092455434799197,9.301802635192871,0.7243030409328639,0.23231080174446106,1.7015787363052375,7.260257720947266,0.7976728237047791,0.4128008335828781,2.0635714709758766,4.13212776184082,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.5310247868858304,0.5083886215558153,0.9832559761987321,0.999908740424607,3.1410187134791134,3.004207289869936,5.590907846055951,6.498141395699213,2.988070382718813,1.993540270726465,6.463595944037149,36.7284906594691,0.20125901348830552,0.10068032369213868,0.4070999821155907,5.272525794394476,0.9900789359005543,0.9978638520125049,0.9998877089606312,0.9999945922939498,13.365086662759351,9.033660997736149,31.25837831261775,42.22584159849977,13.365086683696664,9.033660930081453,31.25837858270684,42.22584151841434,13.365086683696664,9.033660930081453,31.25837858270684,42.22584151841434,0,0,0,100,0,0
PDZ-T1-DIRECT,6,1,5,100,0.625,0.75,0.7667292362824082,0.252019464969635,1.8229675531387344,7.227934837341309,0.4095386547595263,0.1358443945646286,0.5883920729160311,10.23510456085205,0.35719058152288197,0.10027025267481804,1.045251923799515,2.795904278755188,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.3470539681855347,0.2227687503817899,0.8382010312359891,0.9992739813373507,2.0382206029596492,1.3275011791268345,4.946754744077666,5.97639403670949,1.9078782595970147,0.8998062427498441,4.945249204895044,12.244302379991465,0.3083835527175601,0.10804913052877227,0.4329918135290549,8.966835131296445,0.9718106080807624,0.992914397676883,0.9996282471569562,0.9999591007477715,6.8627361533931746,1.762278491434924,24.471034416172287,35.717285682016836,6.862736151296136,1.762278494175864,24.471034377137368,35.71728570141332,6.862736151296136,1.762278494175864,24.471034377137368,35.71728570141332,0,0,0,100,0,1
PDZ-T1-DIRECT,7,1,6,100,0.75,0.875,0.42971110448241234,0.14753556996583939,0.6426134467124951,10.676069259643555,0.19883091671392322,0.08423573896288872,0.2242891281843186,4.571837425231934,0.23088018776848912,0.045647069811820984,0.4008383095264438,6.576891899108887,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.2096596067550055,0.13716819650619166,0.4736207203924866,0.9999769090377053,1.2250063434392278,0.8049088607030488,2.797893776612221,5.933237755325929,1.726381089291863,0.6135064176735371,3.857165027794526,48.33043878879951,0.2634620135930493,0.115609732243238,0.6081496110986808,3.5851170865610555,0.9560522155779245,0.9844533898010319,0.9990593670268008,0.9999441171363741,2.9125113662309525,0.647901292503978,7.82820967399627,35.203310261225035,2.9125113630217148,0.6479013130554836,7.828209889401551,35.203310184633125,2.9125113630217148,0.6479013130554836,7.828209889401551,35.203310184633125,0,0,0,100,0,0
PDZ-T1-DIRECT,8,1,7,100,0.875,1.0,0.2105020124092698,0.0884661115705967,0.26259709596633946,4.4986395835876465,0.10409729368984699,0.06034555286169052,0.12996382117271424,2.1979854106903076,0.10640471871942282,0.024967679753899574,0.14982485324144382,2.666414737701416,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.12870855074039889,0.08466496738894834,0.2308969026844071,0.9888758803159868,0.7544758745053266,0.500650724530842,1.3004709830648669,5.914205737906778,0.8629837209604315,0.4639343781753785,1.3419678435697846,11.895818322280553,0.24081216479446182,0.11574296285569749,0.4166379435039537,2.4944400132624307,0.9374059903433439,0.9689305398499568,0.9960726130633932,0.9999179607851343,1.327014700316426,0.250671577301194,1.6962375287401077,34.977829510289446,1.3270146945240282,0.2506715864218996,1.6962375129371556,34.97782919321238,1.3270146945240282,0.2506715864218996,1.6962375129371556,34.97782919321238,0,0,0,100,0,0
PDZ-T2-PRC,1,1,0,100,0.0,0.125,10.393096616268158,10.221244812011719,15.27349252700806,19.32851791381836,7.725513043403626,7.482377529144287,12.693078994750977,15.570605278015137,2.6675835728645323,2.4510130882263184,4.81344313621521,6.50011682510376,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.9978810301713718,0.9999636005720418,0.9999997669347807,0.9999999959660424,6.014499463078305,6.092661064270796,6.664777025283983,7.204849286308576,4.717938925838426,4.12006777028132,7.351261184837096,16.207171419554523,9.571904382175884e-08,7.465567185870152e-08,2.1349164007311857e-07,3.3972395595678806e-07,0.9999999999999996,0.9999999999999997,1.0000000000000009,1.0000000000000022,36.49867324957068,37.12088124897671,44.41925336074288,51.909853238421356,36.498673252901874,37.12088151495639,44.41925365379045,51.90985328934311,36.498673252901874,37.12088151495639,44.41925365379045,51.90985328934311,100,0,0,0,0,0
PDZ-T2-PRC,1,2,1,100,0.125,0.25,7.725513043403626,7.482377529144287,12.693078994750977,15.570605278015137,4.899974609538913,4.440418004989624,10.566687679290776,13.944465637207031,2.825538433864713,2.807003974914551,4.3648118019104025,5.995798587799072,6.026373189301737,6.092689463171174,6.665764476360879,7.204851059739531,0.9766932773779324,0.9994370525686054,0.9999969232509006,0.9999998271091347,5.88740905994435,6.020661348490487,6.661947177784408,7.204828514383755,4.394441296107191,4.062377002041966,8.3041753381087,12.694031592365306,0.08041105872664271,0.04363359927590459,0.16678130337785038,0.684037664783485,0.9988788739972808,0.9999348396967547,0.9999945511174704,0.9999993837310034,35.18844024495988,36.248363111507814,44.3815429800641,51.909553921677315,35.18844021738865,36.248363048306814,44.38154299696807,51.90955385434175,35.18844021738865,36.248363048306814,44.38154299696807,51.90955385434175,100,0,0,0,0,0
