model,arm,outer_k,inner_j,post_update_measurement_only,target_new_nll_mean,target_new_nll_median,target_new_nll_p90,target_new_nll_worst,kl_mean,decay_mean,combined_objective_mean,gradient_norm_mean,optimizer_update_norm_mean,delta_norm_mean,clamp_count,target_state_sha256,identity_sha256
Llama,Soft,4,1,False,12.412423133850098,12.54384994506836,13.99107904434204,13.99992561340332,0.34328410401940346,0.0005197571007539327,12.434398147452065,0.01405729450022164,6.089579147232055,563.6452531464573,9,0a23426583f3d6786de4e209a1c5a27187466276d0ffe39d7b0c1f0b725659c6,990d57485fab110415db2bd788f8638478e6a0967c0dd7756e9287301a0366c8
Llama,Soft,4,2,False,12.35697374343872,12.492123126983643,13.91418914794922,13.986465454101562,0.1849950909614563,0.0005197649772439225,12.369055701601056,0.013432741226056782,5.906585687804652,563.6517457044624,9,7c0eac03f555d8f93633f3e41893bd415eb17cfb145cad20978c9742e5308d61,9e6f1a6c49228c8bf03ad6ed42205247f6fc412855dff230ed0bafcda74c5cb6
Llama,Soft,4,3,False,12.300575828552246,12.447513580322266,13.830735301971435,13.976768493652344,0.18639376610517502,0.0005197597389127928,12.312745198672733,0.015053814009335493,5.742477073800998,563.6439539799696,9,f93f779df9d797fdc958b89628d9509a654bdc5433b59aca751c67e799283872,aa0af200b24333f3c7a6d72725a8c84172b3b7603340f10e0f5d291a583ee19a
Llama,Soft,4,4,False,12.2298508644104,12.38975191116333,13.789803409576416,13.965600967407227,0.25617450624704363,0.0005197579745606555,12.246381529025403,0.01772915598818263,5.58914109672064,563.6413235914723,9,735fb8108cfbc0e2adb23c9966c0c97c081978bc95ab9d1ab409f8168a39efe8,f7fea1f796a67b19a8b09fdd9b0fd607144a0975a757363847b20487e49538bf
Llama,Soft,4,5,True,12.156771278381347,12.337165832519531,13.748565673828125,13.942388534545898,0.34508153796195984,0.0005197592963115514,12.178858633800282,0.021049022559700314,0.0,563.6432978603577,0,c1afcf7fc8ff1805e547b73095c5591f70e1eb7a5c79fd034e14eb14d7dcccfd,afed3910d6ec9c652cb910d33fe105a7e1a1298d9ebab24586bd2f7d80dc74a7
Llama,Soft,5,0,False,6.924891638755798,6.072421312332153,10.906783866882325,11.18958568572998,0.4090737754479051,0.004680241474689074,6.955138991195982,0.27334628391765625,6.376843818703152,60.95776497473713,8,1f311435b7932ab61f5352f3e61f286cc3c9ce4bbbff0543fd58ad6b2d49836c,c0b98227ae6794c48a38c7b843c055530f4b51415f4a94af4df56badb8232e4b
Llama,Soft,5,1,False,5.911780047416687,5.416724443435669,9.76015796661377,11.073345184326172,0.17674549543298781,0.004681275165141156,5.927507916046389,0.23187177890448796,5.6856455459607504,60.994127603141465,8,e19acf9173f63984c34ff8f6fcdec21190dc67611292375ada2bf4b3875da0ec,54869e6e301a1e00bc7760652f5f0c63becfdd5d3c57e056e78a7253eb667255
Llama,Soft,5,2,False,5.041733300685882,4.103177547454834,8.591921806335447,10.97723388671875,0.13592403128859587,0.004684014915803148,5.054912567557223,0.2187472319895571,5.3338756789864545,61.094791764074046,8,4ed11f29aba575bfa8616d1b46d4a721e29b3cb14eadc8aea2e6a6751f307100,94530b781af19d4132d63aeb48ae399730dbb649011ebc61d57bba0029b6a88a
Llama,Soft,5,3,False,4.343285357952118,3.3019981384277344,8.032524585723875,10.900973320007324,0.1467735504731536,0.004688254764626186,4.357146959621316,0.1711089007225995,5.0043069863724545,61.252314855890596,8,52812819c7b45874e11d68024fc3943f6971e3a71a59cf8d7ad0b97e4e64564b,0b8e2299000792641e95f1c8187f571b7bce7dd29bd8b53b888770b912bfa1b9
Llama,Soft,5,4,False,3.8985173642635345,3.014923572540283,7.6620397567749015,10.869695663452148,0.18976577937137334,0.004693708711036906,3.9150714341852835,0.10311741839294915,4.63645177651531,61.455782415782174,8,1166675601ea3ea5b37ba063a2793425028103aae568c0cdb68aa2373b00941e,eb42e9a47c464739efca143d03f9eab56deb0a388f620ec81f90ddc0fcb0c373
Llama,Soft,5,5,True,3.571658409945667,2.739375352859497,7.179200601577757,10.822421073913574,0.20003993425052613,0.004700173556591707,3.5888610793929168,0.10501178895591753,0.0,61.6975138940423,0,a201d753186eabe0554438da34107328ae77602fdd53375170ad769755f8cc39,2a8ca61ca5158352d0ed198f77b367391b100c28ae3897254ba006ba1423d39f
Llama,Soft,6,0,False,3.1281870028702543,1.878183364868164,7.641294050216674,10.101219177246094,0.06223447141653082,0.004322467736738971,3.1363991250705263,0.07362769634973942,6.386203804529676,52.70604958233868,1,4a8708b294afdf9bc31669122e3ed16d2585b072f1b2bfbb289ae371bfa0812c,69ad976903d59b9bcad2eaa1e1656c5153367e22b87892f42b7468aa1fdd586d
Llama,Soft,6,1,False,2.7516429114271888,1.4477345943450928,7.045346069335936,8.942399978637695,0.0067539602152635325,0.004253440241275789,2.7563184741819184,0.09088016711712149,5.93464762866826,52.10584140298538,4,7efd0813ca1df77ad6fe93d997ad05d068ab12f47718d01797fe14137c119598,cd58ee1f1ae4ede57c5e9042be2542caa37b2ee63b74a72dd9921889c9809719
Llama,Soft,6,2,False,2.3178204732437733,0.9759551286697388,6.3550523757934565,7.495582580566406,0.006080344903780599,0.004215754232819499,2.3224162490330795,0.10446622933546175,5.699510425136355,51.928237723621336,4,d397405f9c468386490b806b6d1622121e45ab0e226a12f602acac31d119fa88,e0075698718463a322a17cd03c1d88f66ad6d5d89f3db8b1ee567c59d397bf81
Llama,Soft,6,3,False,1.8616930413954833,0.5569028258323669,5.502373123168945,5.879791259765625,0.007115186603071066,0.004194524352014318,1.8663322649101892,0.11053737149010949,5.435493570357834,52.013876101133704,5,d720f4f642c7fbae6ce0f3b1d0a19abc9f302cd71f02de3656813647c32dbb90,120ca0976877b2e1e76ab6b553084be24fd4d4b8d54ba5f560dcdc8f4be6dd8e
Llama,Soft,6,4,False,1.4287676602041757,0.3163260295987129,4.3155357360839846,4.58570671081543,0.008798371292612472,0.004184783896930358,1.4335023423068942,0.10299449141354997,5.14670749311445,52.27262944274912,5,5604913c82ad661b70b71e5bd7dc6eaed7add31e2acf42afba41d48d07fbead7,38565ec97f4ebabfacce865c5e31cf5553df5a4cb449be3b8051fa67eef12f04
Llama,Soft,6,5,True,1.0651050787826535,0.2267269641160965,3.1296976566314694,3.6246604919433594,0.009332107590629236,0.004185586031738988,1.069873921538807,0.08516818655872015,0.0,52.68503487054401,0,13bbff1dccf6eafbaa8e422332431c0822f8d6d99875f42e9744b27b5e1bba68,6b9441c61a9e7c77259cdd0fc10b4e864dd78b605621c1749b00c5ec596b4227
Llama,Soft,7,0,False,9.22940273284912,10.042840003967285,12.974078369140624,12.989177703857422,2.2534021712839603,0.0019668223658240386,9.372207190920193,0.15427423531904189,6.386714382443935,165.67666865855688,2,0a6920d2143ff8b440865cdb477aecf56cdfaabd56fccf35a438f7b0dc96c33d,20ba0ac11b5db3acbe18919bde9154253a281ed49001945e86996f89d9c96e5f
Llama,Soft,7,1,False,8.8098140001297,9.262078762054443,12.786463737487793,12.964502334594727,1.1523770297062583,0.0019694264645311104,8.883806990950873,0.12548473814347608,5.73473442730637,165.86560639969468,3,607990963622c7556a47053b6a572ff6c6861ccb09375deca16b81e478f2d59e,37198a951108774af31a2169e481ec4bea2c558ddb5d1e924203c341370c6a63
Llama,Soft,7,2,False,8.27332513332367,8.746399879455566,12.5277099609375,12.917312622070312,1.1582246787729673,0.0019875640113695544,8.347701739758351,0.15476269184426356,5.497041578338029,166.36232748190668,3,9503aa1b45caa1865592d87532a1d76e487aaf11d1ef9f579e9edf6b0e38d9e5,dbdd18ed7bb68f4d0d3d4a2de99a4681589cbfc38818f49123fbf42f9930eb69
Llama,Soft,7,3,False,7.624624848365784,8.153964042663574,12.225450038909912,12.850456237792969,1.163681305316277,0.0020151688886625332,7.699370098836714,0.18464529326988252,5.349764275794042,167.06185571901858,3,7e93772e13a3d8ac0ef98767e1081905bd142ae1dfc01c1065726a59e769125e,a11f415ca87ae7012eb246baea0a6de24c2734c351515f5118b6688fe8884c02
Llama,Soft,7,4,False,7.042541921138763,7.521711111068726,11.87435245513916,12.78208065032959,1.1650341986794956,0.00205049297891479,7.117407051535146,0.17044028349632712,5.218239517736397,167.94815893811764,3,c2f5420e638c692d6518c1eedf61584258d3a999481a6fa196f3add12d9b2709,b101eac3c7af51c6e674cb972f07407731ed803c9d2f51d0187928f365b89ba7
Llama,Soft,7,5,True,6.481759572029114,6.868757963180542,11.439518356323243,12.66168212890625,1.1666987348929978,0.0020889461759676744,6.5567671891358925,0.16993797082406575,0.0,168.9629430609814,0,78d863f5f5ec2e0ed38eed0aa8ce068404db07e7ff277d23b27fccd1956d8b8e,38eb4fb92301c15fe1e0399c4c80d1f0116149d9b7e2a88833a35273191519ad
Qwen,Neutral,0,0,False,9.309227561950683,9.531871795654297,12.386554431915282,12.62901496887207,0.0,0.0,9.309227561950683,1.2431065821513863,29.932653271025934,0.0,0,20437841481274ffbf6613e0e98353e0dc559fe1532245b49e2c99d0c20dd729,413a2ce5def0bbd8bfc627aaf748849b918f6be5b1498e30fc1e0cbe4368b568
Qwen,Neutral,0,1,False,5.016456335783005,6.041002511978149,7.247766065597534,8.568185806274414,0.5421836704015732,6.188655010103317e-06,5.050349003838114,0.4412246873628535,20.958377601249648,29.932653271025934,0,cdb2b91b478b9cb29db900356cdb19b7931981107f2b9e754f40ccfe1c9b3f2c,3792b69676872350dd25accad186e9ec2eeb90c87d9dd2d435363c0cb4c5766d
Qwen,Neutral,0,2,False,2.547655142098665,3.3549134731292725,4.587716579437256,4.59269905090332,0.9449766278266907,9.837769303277195e-06,2.6067260191071364,0.36208895881054365,17.18962864235894,47.68123096532871,0,38f9e5acf007dd6f15c1134d14b8ca277f267f3f70df3ec8b516592e299e65dd,b65d9063631aab0040fb44b1991e6c2af6db5ba5710abaa512791636ef6d8ed0
Qwen,Neutral,0,3,False,1.0005878193303943,0.7968166768550873,2.047411274909973,2.9439971446990967,1.0754809916019439,1.2804328674868775e-05,1.0678181856341908,0.229842104252966,14.782524788977279,62.22769351990064,0,837bbd25ae838d2c61bed560b5b3e842069441256f34837fc564028415b26893,8746de347e714dd6d954aa010b8894368a2f4fb2398283d130d005255dfe7a8e
Qwen,Neutral,0,4,False,0.4830046592280269,0.433169350028038,0.9479880809783932,1.8521440029144287,1.4693240612745284,1.5398380202933658e-05,0.5748528114378877,0.17164330742693718,12.769784445257269,74.90711989787819,0,417f5d3dd6091d5b42d8c52bbf8185a2c259cb63e7b7733e4f164f30b393b799,9fac748ea2e6058d31d58a1171f80082e7d01cf3348c353a26563b2d89141380
Qwen,Neutral,0,5,True,0.17865197430364788,0.07354163005948067,0.3132630452513692,0.9312536716461182,1.3772502362728118,1.76744898748571e-05,0.26474778856057346,0.06890266145303112,0.0,86.03787623942671,0,13ac0db29e9184d5f048e277a64895e098a87718d41b31a44ee5c94b1d398481,cc0b41425b1c68bf4b632d38ef6336e0e0070d7de199f4eab406e1b80fb793d6
Qwen,Neutral,1,0,False,0.45563138239085677,0.266024611890316,0.6816582649946206,2.4664926528930664,3.4827664375305174,3.1103976436337123e-06,0.6733073951341577,0.16909713436327747,29.92890451398951,155.41914063368395,0,3d00f691aeb9f44e4c268aacf78b4bb80988bb09a871f3aa68bb2a2afe5dc86c,57e76ca5ab5e35b8f4f139fe336b66f45c16d1ec42a73b4f5fa4845663cb7aeb
Qwen,Neutral,1,1,False,0.3043354937573895,0.022737071849405766,1.0335125088691708,1.8641961812973022,2.032637557387352,3.1599244511821353e-06,0.43137850101855013,0.16406545668966183,20.67443491906863,157.61058278429596,0,cce0aa7d2f4de39e218b7997670a30fdb8b3de548018ef06dea2d5ced33b9350,b742adcf395b0a576f5cdb74956420a4b5133edf31a4fad2f2b657570118bae2
Qwen,Neutral,1,2,False,0.014712360739940778,0.007213836302980781,0.03353893011808394,0.06631632894277573,1.3890994295477868,3.2327588553756144e-06,0.10153430784553283,0.021944813819306616,16.13815793451365,160.9873424433378,0,0b97d5a630b15014e88f276cb509744f4b90a47f31aac21dc8c1953123eac921,796050bc3fec32f76d0646c29d69b52ceb66c16f28913d666b868a5763b22c91
Qwen,Neutral,1,3,False,0.018718582137080376,0.005147807998582721,0.051357338204979876,0.10422124713659286,1.2984338149428367,3.3242325532398587e-06,0.0998740198035609,0.03369287924232013,13.40054774592648,165.19458408834942,0,c84bf714a7518ac440e587a7dce3c26a4e35670e5b19850c0e0dc42474ee0016,233f4a11d0201cb857756a3ef1872f63effaa1e3222d088a3d71d408e072c149
Qwen,Neutral,1,4,False,0.007995588911580854,0.0032005419488996267,0.022035157680511473,0.022550363093614578,1.1730790048837663,3.4171780549724073e-06,0.08131644389487121,0.012936865913804222,11.384819303285337,169.4540868498836,0,7e6e2f622da71397ae2ea7b24ddac688d2b6e963ad17fa7b8787919f9f89a56d,5eb0bf9aeee717214f6f3d94611cbdbce94345deb2d83c05446eba7d8135293d
Qwen,Neutral,1,5,True,0.0036231876219972037,0.0021840641275048256,0.008188700303435324,0.012184655293822289,1.1048783898353576,3.5095580191360806e-06,0.0726815965447262,0.006088000296863029,0.0,173.7044658018698,0,0609e4914654cdc086fc94a2e6e247288560f249c0d9aa0ceef38bc8d171abe7,0c68f4af14d255a9c0eb48316754d63340eeec1b989d39a606b85e37f57a2360
Qwen,Neutral,2,0,False,0.41460541880078383,0.07938924245536327,1.0524477481842038,1.915139079093933,6.98533296585083,1.6989727230484924e-06,0.8511904281391838,0.12621312626736286,29.927682544222655,605.0702841971637,0,e221b131ec47c32b9bdc89a41117622b330f62d5258dcdffc769c63c0895917a,84f21a03adea41456aa8390bfb57d56b14bbd4865f2d86544ade0f651749a697
Qwen,Neutral,2,1,False,0.03118810849118745,0.003655716951470822,0.11356784030795096,0.15752673149108887,6.416072827577591,1.7016039432476717e-06,0.43219436181873017,0.04447324690660511,20.56319577718137,605.6820567601383,0,ec06b9a88af8afcfb8ce06a25e026725f70e051bd779db5b57f9df0ccc1f8b60,264a8dcd31060ab8148f3f8992ada39b955fc7d73cc7a1150f50ea2b272c7d49
Qwen,Neutral,2,2,False,0.024736742372624576,0.001111410732846707,0.03282043542712919,0.22493496537208557,5.658157485723495,1.7074652795626398e-06,0.3783732926956226,0.03573243363592047,16.64211045234223,606.9525560498776,0,418788c2078006db84bb2c60e0336aacde3b5afe8329daf65cc701e139475eac,c65a3d548065ed47deaf9fbdf087ddc62e3a3f2e39ba10dd5725d037208e17c5
Qwen,Neutral,2,3,False,0.0014537026057951153,0.0009264546679332852,0.0033491532783955333,0.003897429909557104,5.585498625040055,1.714356768908944e-06,0.35054908102756743,0.01668778585397528,14.172703958469077,608.4008248555706,0,40249c15c07bc45bc4f552dee2daa08896df73b337510868158bf40347c1428e,bfff6e1db27798a4206db83be439df238cb965ea6e6f35ee2de1cc0a6da43246
Qwen,Neutral,2,4,False,0.0011123644799226895,0.0006629267300013453,0.0024992976803332565,0.0032233637757599354,4.959797912836075,1.7206422929344372e-06,0.31110145467447026,0.018111816782252,12.70281347005663,609.8287764365728,0,c285bbe727bacb18d3d55fab2c616c668cee8810cfdd315ce9e34807e5ef922f,e55a4ae9e877129a63302253e6816f50baa1e5947d0e34e1e7ec710e90ba6f1e
Qwen,Neutral,2,5,True,0.0010469429689692333,0.0006296351493801922,0.0021096055163070553,0.003388503100723028,4.631429755687714,1.727156375922603e-06,0.2905130298558273,0.01765429544295279,0.0,611.2694106746783,0,cb95b51ffdcd7a5d830599e9e4c96b06ee41eccffbc626284410752082ca5833,5636762bb62fef314970e399d13903ab3c1b1e9fa928bd6b636f563eff2a82e6
Qwen,Neutral,3,0,False,15.974993038177491,15.562967777252197,18.52448558807373,18.783479690551758,10.654753160476684,1.5041035371381766e-07,16.640915261117634,0.036988948719679046,29.926684073129444,7631.335776767528,0,05e19bb6f96e8cfe702bba7f79ff008fc8d016fd48f4d241724353f1a28eb956,5d5d6c8f5c055d3618bbfc6f35a5941c68618dd6a081a64d21f4b6aea58a41ce
Qwen,Neutral,3,1,False,15.853619575500488,15.559416770935059,18.365560722351074,18.749671936035156,9.0555650472641,1.5041326122440206e-07,16.419592541367756,0.04114312374828562,22.09190603734181,7631.126284629118,0,5b8b60de9231c8f72a33ff7a1b161f428320ac09e81a775cb4ebf3ca4c40eb0f,24385b3a45646263530268977ac22f47dab8480bf775f12c0bf323d3965e6de0
Qwen,Neutral,3,2,False,15.689832401275634,15.551315784454346,18.34362926483154,18.665163040161133,7.440381908416748,1.504094773348007e-07,16.15485642096116,0.03286328938181157,18.92119030562202,7630.828169691782,0,972504e827477df8b874220edee78936e6f72f81e31f8767476363c26e851b4c,125afdc601f29b66aa71dda34c415e2fb9becee8374469675e577bc18a1235e5
Qwen,Neutral,3,3,False,15.471440696716309,15.523985862731934,18.333314514160158,18.53753662109375,6.683081650733948,1.504058118421505e-07,15.889133450292992,0.032890878466743635,17.442968023595533,7630.5176356937645,0,222e93f47972a6e2d5385ee399d52008030545b9b92d288efbfb0300f67bdbc9,3c9f4109aea43f1b389a928a871a43fd79890b13e5174ff116963f2832b13d2a
Qwen,Neutral,3,4,False,15.19371452331543,15.248128890991211,18.250921058654786,18.350757598876953,6.019287347793579,1.504046699763563e-07,15.569920132957199,0.0319747848649773,16.539884551488303,7630.309106534248,0,98bfb6557ddf6c7d3602b17b6f45a904df36443145a4993b6ecb72361010e46f,5d84d43fa5ec315acef9d26a8ed730a990c2fc3d150dbe2d8ec55faa4b8ef738
Qwen,Neutral,3,5,True,14.839358043670654,14.576385974884033,18.126940727233887,18.127670288085938,5.8549610614776615,1.5040410743645524e-07,15.205293260417116,0.03915303448994467,0.0,7630.097040266983,0,33065909f3b66d17bc16cd5829713bde607a9bf08a5ff16342dfd7c6ddd46cbd,49a7aa1c4da1217e15f32e6a5583826fc75f92c46855fdd1f3c95bc9008918f7
Qwen,Neutral,4,0,False,14.839358043670654,14.576385974884033,18.126940727233887,18.127670288085938,5.8549610614776615,1.5040410743645778e-07,15.205293260417116,0.03915303448994467,29.92698933064883,7630.097040267048,0,33065909f3b66d17bc16cd5829713bde607a9bf08a5ff16342dfd7c6ddd46cbd,c94fa7af71a51906bdca45d445fda1e6c707a1f13358d023355a598f8d9ba3d5
Qwen,Neutral,4,1,False,14.162788105010986,14.0114164352417,17.696411323547363,18.010089874267578,5.778270292282104,1.5039788518510095e-07,14.523930148676504,0.0457545459613948,23.70989059661664,7629.5824891122775,0,ac0155ee908bf667d7e70c45982022173a99ab922714dfeab5d93f5d1ad23f97,f79dd9cd686e47d62a6a2e83c959a9976f93fb178ed900ebb12230687bac1727
Qwen,Neutral,4,2,False,13.50406198501587,13.82103967666626,17.220668601989747,17.77367401123047,5.561106967926025,1.5038299963418545e-07,13.851631320894246,0.051972175241044395,21.896951665147647,7628.825875966104,0,a9590dc1ab4586649aacf56e395ee073e20fb250df8baa948cce57bb4204d167,2bfb51a578ed5bfac8e1624b41a1ecf67a256e3a83aa948c988062cb7c93395d
Qwen,Neutral,4,3,False,12.761729001998901,13.471046447753906,16.768921279907225,17.507343292236328,5.4341737747192385,1.5036264203294083e-07,13.101365013281498,0.0612267174613355,20.757558425101628,7627.861646978286,0,8fb4e4955cb72678ea084e8c152a90659c403f5e06cb1258d5c1831b280a68a3,b9cce9dc02ed2493144c902671a981ed998d2e71e92f3e96885bcce809946d03
Qwen,Neutral,4,4,False,12.054636001586914,12.808095932006836,16.309074974060056,17.240875244140625,5.321946382522583,1.5033893186686916e-07,12.387257800833506,0.06118483411230383,20.006654133659016,7626.834516631172,0,af090e7a30e089c27ef9cab8ae3d5e005fdc64d2a22f6474283660526faf32f2,967f7aef17d06fdcb2e2518442f6c6ba347944bac8b66731cecf995d18d87d1b
Qwen,Neutral,4,5,True,11.368807601928712,12.10995626449585,15.80949420928955,16.961017608642578,5.5054426193237305,1.5031157270846864e-07,11.712897915948016,0.062454148878137605,0.0,7625.765528269998,0,15845f2d306e3d4dd0bbc240c6536ccf5e975e905b006e633ec93764bf9b959d,6dba431773f0bceec43b15cfff90cdee3bc37cbe4ef6f8ee010293b61ace0b53
Qwen,Neutral,5,0,False,15.777334022521973,16.071422576904297,18.108545303344727,18.358673095703125,8.270754265785218,2.815624833146434e-08,16.294256192289797,0.045495929648526175,29.92797134003564,43367.841289263466,0,58c168bcb21cc544e69750d7c19825c37dd7ed214408d689f842a75a2154419c,24fac6532cacaa1abf31d94b46ba968bddd383cd896dabc76fb0cf8789c8590c
Qwen,Neutral,5,1,False,15.759090042114257,16.068519592285156,18.10911159515381,18.360370635986328,7.603628659248352,2.815587953913351e-08,16.234316861473157,0.03388489580986062,20.77052442195589,43367.41327756229,0,f715169803cc5fc64730f1ea91e418b9afcd43a1d86dc0447383d74ca96f62a2,ef882c28d85b9a43a478462b40cdcab584cca8f33afc76f425476ed2746ff256
Qwen,Neutral,5,2,False,15.748402309417724,16.067935943603516,18.107595443725586,18.358684539794922,6.145230507850647,2.8155566736251213e-08,16.132479244313956,0.017439975014716565,17.389465318364618,43366.88758055454,0,3d5b7573d56f5c07c0ffa012b1376b15cda5e3a8e43718751b65044aeafe94c7,286525b621c4b839e2a9bb56af7ef416a7bfaf3c5c4cbb3ed0bccdf2911d4db4
Qwen,Neutral,5,3,False,15.735606384277343,16.0682635307312,18.101390647888184,18.351362228393555,5.481521987915039,2.8155221835298977e-08,16.078201536677255,0.008813090112374761,15.271997634821204,43366.29806716943,0,8da66777116c52192ba115ce567f1732acd9f7c4881806ae2c6da22b0f4e72f1,b324e5852af6052cf7a2c62fa03f80e68799aa701931d60c86390891b3527bce
Qwen,Neutral,5,4,False,15.720686340332032,16.066728591918945,18.103584671020506,18.346763610839844,5.1872498273849486,2.8154805267476594e-08,16.044889482698395,0.007430631738671469,13.8355500996983,43365.63231175175,0,2c315bf5adb0be50d6e2e0ce75ac8d71120d8fab21a58d22f0968a2705001f06,c2367dfb8e8d629957ff772ac0ac060177ef0a7ad663d3048fbaf768293a3c9a
Qwen,Neutral,5,5,True,15.706853294372559,16.06670570373535,18.108914184570313,18.34286117553711,5.031091594696045,2.8154333938904045e-08,16.021296547195398,0.006660859956385333,0.0,43364.9033760663,0,d41251566f03596dc3aa5dac387cc798b5ff8c5aeb71429479ae812e7c784bbc,bdd42d94d08aed8b58c01aba083851abbb85b2c00bcd668bc18fe134cb477e3f
Qwen,Neutral,6,0,False,15.706853294372559,16.06670570373535,18.108914184570313,18.34286117553711,5.031091594696045,2.815433393890411e-08,16.021296547195398,0.006660859956385333,29.901597386194872,43364.903376066344,0,d41251566f03596dc3aa5dac387cc798b5ff8c5aeb71429479ae812e7c784bbc,23e44f5abfe19c84bb6d9d56e252acebaf2736ec0bd693aa587dd54537e56b00
Qwen,Neutral,6,1,False,15.684168815612793,16.056596755981445,18.09472522735596,18.3048095703125,4.826198887825012,2.815299109854312e-08,15.985806274254847,0.004865006882714991,21.78509975180009,43363.379102400664,0,2f286a0938f4d7644417f0423b6bd6c28ebfd05d413de482bfd010c0d25f3599,c99e9dedf961aeead8026ba6ac4922239ecdebb046b223579dbd1ec40e2c616d
Qwen,Neutral,6,2,False,15.649932670593262,16.033876419067383,18.081192207336425,18.280149459838867,4.701371526718139,2.8151972036448646e-08,15.94376841916512,0.004445013609810099,19.451291316003697,43361.90981738782,0,8c4a0d80b5ad7562f7ad5c585300ade664e9fe4a267184a889fa6c58be7628e7,a81527f5f4b147d738d9ae65f00de1e2bc1d38bc82da3f9bdb444c7f43cc6e47
Qwen,Neutral,6,3,False,15.619320487976074,16.004072189331055,18.066461944580077,18.24813461303711,4.560502004623413,2.8151099440358695e-08,15.904351891416136,0.004708749713707392,18.37335837076585,43360.42950575103,0,764e424e2384611de01b64c59ba17cd04409906f011e84bdbf5d16fe22c52b92,a02840b79f932253b7f0a5f6a7ce4395fafa30b2b273ec3d297cf7ba1160dc56
Qwen,Neutral,6,4,False,15.581222248077392,15.9732027053833,18.048124885559083,18.220478057861328,4.472858834266662,2.8150347825784178e-08,15.860775953369407,0.00462850367337611,17.705138686162172,43359.03691597444,0,3e5e1f610c2826b46a6203a73e5cf9321a19d4d1e552e0ef9b2caecc149e4bbf,a30b0909e91725ced03b0a426b24daafd83d9c54d21ad4f00b3c9c84e0738a9d
Qwen,Neutral,6,5,True,15.549516105651856,15.946485042572021,18.029902839660643,18.209421157836914,4.411185145378113,2.8149643356152594e-08,15.825215205387632,0.004183466156745654,0.0,43357.70740403798,0,784a3915c76d0d584823ef88b2185927d01740f18563b4c8f426c899f3e11fa4,9c74e011e6a8c592e02b8a788d879aec8ce0d8ba0951204501bbf460dbfb8e4d
Qwen,Neutral,7,0,False,15.549516105651856,15.946485042572021,18.029902839660643,18.209421157836914,4.411185145378113,2.8149643356152637e-08,15.825215205387632,0.004183466156745654,29.883817242347924,43357.707404038,0,784a3915c76d0d584823ef88b2185927d01740f18563b4c8f426c899f3e11fa4,84ab1f3860c02c8e4b57a23315afdcfb1d42537a3f94d13b7a649ecb10200044
Qwen,Neutral,7,1,False,15.525327205657959,15.94445514678955,17.99646873474121,18.179229736328125,4.356606841087341,2.8148938555295427e-08,15.797615161374859,0.007061576169747693,22.585855152790415,43356.07341010537,0,1b52daf9dd04a98478834cc75093dfa82feb61e96267d7a74f70fd901d122fc7,b72943cf3d1bde3f3f277c8361ecea07df21bb513760f3f3b2b3152fa4f5c957
Qwen,Neutral,7,2,False,15.460146617889404,15.900216579437256,17.929214096069337,18.107892990112305,4.320739340782166,2.814881877921629e-08,15.730192854837108,0.00543338949925382,20.495432063317416,43354.998304171735,0,b8ec3b8c546423ae7151e49f7f77af755aee1484eeac4892a3dcf36a92a3ef04,0160d2948e2a85343cc99f211200fe253f53bab0a750a16de97b7ee70b6f6aae
Qwen,Neutral,7,3,False,15.42877893447876,15.874387741088867,17.895630836486816,18.071712493896484,4.228531241416931,2.8148622040606423e-08,15.69306216521594,0.00586069396363241,19.024711191224895,43353.85562991256,0,40b2b77a4be6810e9fbcf68505c4a63898c5379818f88441a5860969eb7d720a,3ffc71d42ff4ab6dcbedc11fa967397d508702c778720541b1e3c2beb15a77cf
Qwen,Neutral,7,4,False,15.387429141998291,15.850993633270264,17.862908935546876,18.032249450683594,4.157949602603912,2.8148383486976736e-08,15.647301020309419,0.005063698486489362,18.50817043946984,43352.72407183201,0,8771fcac526113ecf8d3f82904bc1c3cc581df7d28d48677910ec5324c861365,cf0647edebbe40d47325b3a8aac1e07a363e4540871b921310cf58049d761972
Qwen,Neutral,7,5,True,15.346455287933349,15.82526969909668,17.780921936035156,17.993438720703125,4.098365998268127,2.814811296300616e-08,15.602603190973221,0.0046447685318523274,0.0,43351.56244625555,0,22011495b5b1d9f21fb92d438426fdd42ea3a50f967784462d7697022be48817,a1679c0f914467eb2d4aaf06eb35b9d540734d553df3edefda6ab5525d88a564
Qwen,Soft,0,0,False,9.309227561950683,9.531871795654297,12.386554431915282,12.62901496887207,0.0,0.0,9.309227561950683,1.2431065821513863,29.932653271025934,0.0,0,20437841481274ffbf6613e0e98353e0dc559fe1532245b49e2c99d0c20dd729,746dc64067468690a8284a9738990c11c2bd00f0d2920ecccbc72869d12a3b0b
Qwen,Soft,0,1,False,5.016456335783005,6.041002511978149,7.247766065597534,8.568185806274414,0.5421836704015732,6.188655010103317e-06,5.050349003838114,0.4412246873628535,20.958377601249648,29.932653271025934,0,cdb2b91b478b9cb29db900356cdb19b7931981107f2b9e754f40ccfe1c9b3f2c,a1fceb20a84897d39ef500e81039d4bd66450b3f468b816cf73467c2586a2dbd
