method,Eff,Gen,strict,Loc,z_rewrite_mean,z_rewrite_median,z_rewrite_p90_nearest_rank,z_rewrite_max,z_rephrase_mean,z_rephrase_median,z_rephrase_p90_nearest_rank,z_rephrase_max,W_rewrite_mean,W_rewrite_median,W_rewrite_p90_nearest_rank,W_rewrite_max,W_rephrase_mean,W_rephrase_median,W_rephrase_p90_nearest_rank,W_rephrase_max
FZ-RESET,0.999,0.9215,0.87,0.8747,0.03653484946286699,0.0012385324807837605,0.02319326624274254,3.425783157348633,1.2879657868834993,0.09964214637875557,4.67869234085083,17.360403060913086,0.03746281665429615,0.0012338890228420496,0.02277456410229206,3.8426718711853027,1.9693466976358478,0.4708162397146225,6.129215717315674,18.019649505615234
PDZ-RESET,0.999,0.902,0.841,0.8741,0.07605283655738458,0.034464797005057335,0.1128978431224823,3.305079936981201,1.5604130465372874,0.3988642990589142,5.040853977203369,17.33976936340332,0.07646562699883361,0.03462585248053074,0.10965936630964279,3.655179500579834,2.359243780933699,1.0866541862487793,6.510426044464111,18.191282272338867
OFFICIAL-ALPHAEDIT,0.999,0.93,0.88,0.8626,0.0023065382779223,0.000690460205078125,0.0026848006527870893,0.9981651306152344,1.100521684650808,0.051957255229353905,4.3084917068481445,15.602556228637695,0.0033151519038365222,0.0007467461109627038,0.002938360208645463,1.8773164749145508,1.8480393136327293,0.2934666723012924,5.901395797729492,17.445371627807617
OFFICIAL-MEMIT,0.983,0.8255,0.745,0.8789,0.0010984351011029503,0.0006447739724535495,0.0023079682141542435,0.02549242600798607,1.1047603197513154,0.05395769327878952,4.29409646987915,15.612509727478027,0.19672490518997074,0.0042555255349725485,0.10974674671888351,12.664019584655762,2.8756256010443613,1.1551117300987244,8.353468894958496,20.605066299438477
P1R54-FZ-INDEPENDENT,0.998,0.921,0.867,0.8747,0.036367405616695575,0.0012281740782782435,0.02037406526505947,3.3732686042785645,1.2905917834521534,0.0970492921769619,4.662908554077148,16.32414436340332,0.03783224252229502,0.001213299110531807,0.02045547589659691,3.7465896606445312,1.9659541943251897,0.47565025091171265,6.100472450256348,17.943241119384766
