model,path_id,node,t,layer,native_direction_active,qref,h,direction_raw_action,direction_frobenius_squared,raw_native_velocity_action,normalized_native_velocity_action,history_velocity_action,L2_velocity_action,frobenius_velocity_squared,actual_step_DeltaW_squared,actual_net_DeltaW_squared,actual_nonzero,actual_step_energy_share,actual_net_energy_share,c,g,q,raw_physical_coefficient,actual_step_coefficient,signed_predicted_target_contribution,H_diagonal,G_diagonal,raw_native_work_increment,normalized_native_work_increment,history_work_increment,L2_work_increment
llama3-8b-inst,S-PATH-T4,0,0.5,4,True,821.2528429248556,0.5,216.1599329487534,216.1599329487534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.9967234491937829,0.2632075308000267,0.0,0.0,0.0,12.575261014769085,1.0,0.0,0.0,0.0,0.0
llama3-8b-inst,S-PATH-T4,0,0.5,5,True,821.2528429248556,0.5,159.05922640999108,159.05922640999108,1.6954121576491788e-05,2.0644216604609165e-08,0.0,1.6954121576491788e-05,1.6954121576491788e-05,4.238534401736574e-06,4.238534401736574e-06,58648345,1.070053158436122e-07,1.070053158436122e-07,0.00014368095421665728,1.3457490548798114,0.19367875287165973,0.00032648122673218353,0.00016324061336609177,0.00019335850834129598,10.423985978845437,1.0,8.477060788245894e-06,1.0322108302304583e-08,0.0,8.477060788245894e-06
llama3-8b-inst,S-PATH-T4,0,0.5,6,True,821.2528429248556,0.5,139.78402887091488,139.78402887091488,0.0009937602935945627,1.2100540073083088e-06,0.0,0.0009937602935945627,0.0009937602935945627,0.00024844006645314464,0.00024844006645314464,58710583,6.2720755004689404e-06,6.2720755004689404e-06,0.0011000245485025817,1.6829532058009415,0.17020827395017624,0.0026663186062493897,0.0013331593031246948,0.0018512898403621532,8.594667529391812,1.0,0.0004968801467972814,6.050270036541544e-07,0.0,0.0004968801467972814
llama3-8b-inst,S-PATH-T4,0,0.5,7,True,821.2528429248556,0.5,148.66143056604886,148.66143056604886,0.15177145312280518,0.00018480478263220113,0.0,0.15177145312280518,0.15177145312280518,0.03794286209857735,0.03794286209857735,58719443,0.0009578990183978284,0.0009578990183978284,0.013594292281402557,1.831478627813651,0.18101785807717605,0.03195184143449679,0.015975920717248394,0.02489765577364086,6.1370191253812,1.0,0.07588572656140259,9.240239131610056e-05,0.0,0.07588572656140259
llama3-8b-inst,S-PATH-T4,0,0.5,8,True,821.2528429248556,0.5,157.58822412914733,157.58822412914733,158.2892164741509,0.19274114888955618,0.0,158.2892164741509,158.2892164741509,39.57230762281792,39.57230762281792,58720233,0.9990357219007858,0.9990357219007858,0.4390229480215769,2.158932479063704,0.19188758430096128,1.0022216587882604,0.5011108293941302,0.9478209015380786,4.6847881635979505,1.0,79.14460823707545,0.09637057444477809,0.0,79.14460823707545
llama3-8b-inst,S-PATH-T4,1,1.0,4,True,821.2528429248556,0.5,57.784692168954564,57.784692168954564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.4824486917529046,0.07036163426011037,0.0,0.0,0.0,12.159330667528742,1.0,0.0,0.0,0.0,0.0
llama3-8b-inst,S-PATH-T4,1,1.0,5,True,821.2528429248556,0.5,42.72447512363149,42.72447512363149,1.2205371219816369e-05,1.4861892199176417e-08,0.0,1.2205371219816369e-05,1.2205371219816369e-05,3.051347047038219e-06,1.4465354884826383e-05,58634854,2.7799759047671895e-07,1.569204186028366e-07,0.00012190936058882607,0.6460717120054662,0.05202353391127411,0.0005344869775666301,0.00026724348878331505,7.876218930511457e-05,9.939715704386936,1.0,6.102685609908184e-06,7.430946099588209e-09,0.0,6.102685609908184e-06
llama3-8b-inst,S-PATH-T4,1,1.0,6,True,821.2528429248556,0.5,37.794455381954975,37.794455381954975,0.0002660192618680249,3.2391883225707826e-07,0.0,0.0002660192618680249,0.0002660192618680249,6.650481542973403e-05,0.0005714038914806706,58701489,6.059021854793763e-06,6.198599243250631e-06,0.0005691386757698674,0.7992775445557783,0.04602048651344901,0.0026530320484826693,0.0013265160242413347,0.00045489976328106686,8.029284616873491,1.0,0.00013300963093401246,1.6195941612853913e-07,0.0,0.00013300963093401246
llama3-8b-inst,S-PATH-T4,1,1.0,7,True,821.2528429248556,0.5,40.323738504318015,40.323738504318015,0.03892736256385512,4.7399972979353165e-05,0.0,0.03892736256385512,0.03892736256385512,0.009731841025278593,0.08601739157548607,58718670,0.0008866341042904141,0.000933118143358388,0.006884763828872648,0.881171354480177,0.0491002726525814,0.031070417941327096,0.015535208970663548,0.006066656668363841,5.686292946983818,1.0,0.01946368128192756,2.3699986489676582e-05,0.0,0.01946368128192756
llama3-8b-inst,S-PATH-T4,1,1.0,8,True,821.2528429248556,0.5,42.969210652972365,42.969210652972365,43.86544556044164,0.053412838614009306,0.0,43.86544556044164,43.86544556044164,10.966362251589464,92.09614142989936,58720207,0.9991070288762642,0.9990605263369798,0.23111217755455749,1.0853513141687638,0.05232153656837208,1.0103749833436622,0.5051874916718311,0.25083790562924363,4.478704945017022,1.0,21.93272278022082,0.026706419307004653,0.0,21.93272278022082
llama3-8b-inst,S-PATH-T4,2,1.5,4,True,821.2528429248556,0.5,15.471548853845338,15.471548853845338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.23469910683127929,0.01883895926465728,0.0,0.0,0.0,11.833442367237343,1.0,0.0,0.0,0.0,0.0
llama3-8b-inst,S-PATH-T4,2,1.5,5,True,821.2528429248556,0.5,11.495969204215108,11.495969204215108,2.1396013605506448e-06,2.6052894415933457e-09,0.0,2.1396013605506448e-06,2.1396013605506448e-06,5.34904492578836e-07,2.0531933092767126e-05,58515721,1.7585120240900296e-07,1.5979184220458057e-07,5.104203602515622e-05,0.3134833561127661,0.013998087560065818,0.00043141340632397155,0.00021570670316198578,1.6000828755994687e-05,9.565591923014765,1.0,1.0698006802753224e-06,1.3026447207966728e-09,0.0,1.0698006802753224e-06
llama3-8b-inst,S-PATH-T4,2,1.5,6,True,821.2528429248556,0.5,10.242438693497487,10.242438693497487,9.223881103403214e-05,1.1231475401111269e-07,0.0,9.223881103403214e-05,9.223881103403214e-05,2.3059706514843155e-05,0.0008225045850403887,58688674,7.5809367356103055e-06,6.401224973386314e-06,0.0003351339344368348,0.38509717561713686,0.012471723881063834,0.0030009251381751144,0.0015004625690875572,0.00012905913160508382,7.609283237639795,1.0,4.611940551701607e-05,5.6157377005556346e-08,0.0,4.611940551701607e-05
llama3-8b-inst,S-PATH-T4,2,1.5,7,True,821.2528429248556,0.5,10.957000853860608,10.957000853860608,0.0101867192098521,1.2403876951673676e-05,0.0,0.0101867192098521,0.0101867192098521,0.0025466798437400436,0.11797376766033238,58717138,0.000837227428233751,0.0009181427574834878,0.0035219138194557908,0.42818029020604276,0.013341811779716628,0.03049097556270642,0.01524548778135321,0.0015080140812952529,5.354759278422247,1.0,0.00509335960492605,6.201938475836838e-06,0.0,0.00509335960492605
llama3-8b-inst,S-PATH-T4,2,1.5,8,True,821.2528429248556,0.5,11.731812905618412,11.731812905618412,12.156926032935257,0.014802902830313384,0.0,12.156926032935257,12.156926032935257,3.039231460484375,128.37293101909407,58720177,0.9991550157838283,0.9990752962257009,0.12166718058011118,0.5460808396243879,0.014285263066896767,1.0179567416950697,0.5089783708475348,0.06644011612591914,4.282124592709537,1.0,6.078463016467628,0.007401451415156692,0.0,6.078463016467628
llama3-8b-inst,S-PATH-T4,3,2.0,4,True,821.2528429248556,0.5,4.150824634304499,4.150824634304499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.11476913620462925,0.005054259075099845,0.0,0.0,0.0,11.420758648502936,1.0,0.0,0.0,0.0,0.0
llama3-8b-inst,S-PATH-T4,3,2.0,5,True,821.2528429248556,0.5,3.1002047726099176,3.1002047726099176,1.571460628526657e-07,1.9134918582807819e-10,0.0,1.571460628526657e-07,1.571460628526657e-07,3.9290506312415264e-08,2.2344726554710863e-05,57964870,4.6579557746764296e-08,1.4909412811912053e-07,1.383290229229131e-05,0.15333177053562652,0.0037749699125164374,0.00022514202195013583,0.00011257101097506792,2.1210234001233533e-06,9.166122667540787,1.0,7.857303142633285e-08,9.567459291403909e-11,0.0,7.857303142633285e-08
llama3-8b-inst,S-PATH-T4,3,2.0,6,True,821.2528429248556,0.5,2.7837784799812217,2.7837784799812217,3.490200079078768e-05,4.249848398269862e-08,0.0,3.490200079078768e-05,3.490200079078768e-05,8.725503873714188e-06,0.0009983070220070344,58668953,1.0344231971041291e-05,6.6611562543357535e-06,0.00020615160436605537,0.1874309399384994,0.0033896728686708933,0.00354085241458589,0.001770426207292945,3.8639188976159415e-05,7.203483364624915,1.0,1.745100039539384e-05,2.124924199134931e-08,0.0,1.745100039539384e-05
llama3-8b-inst,S-PATH-T4,3,2.0,7,True,821.2528429248556,0.5,2.9842746846773007,2.9842746846773007,0.0028149368206061096,3.4276128781251304e-06,0.0,0.0028149368206061096,0.0028149368206061096,0.0007037342232492615,0.13664951754404775,58714319,0.0008342887879725638,0.0009117874244844119,0.0018513813432475576,0.209450533596786,0.003633807432615927,0.03071248295736467,0.015356241478682335,0.00038777281023433534,5.045321338350733,1.0,0.0014074684103030548,1.7138064390625652e-06,0.0,0.0014074684103030548
llama3-8b-inst,S-PATH-T4,3,2.0,8,True,821.2528429248556,0.5,3.2098239308460093,3.2098239308460093,3.3712059739108478,0.004104955012276666,0.0,3.3712059739108478,3.3712059739108478,0.8428014417119738,149.73225989836422,58720071,0.9991553204004987,0.9990814023251331,0.0640699228365125,0.2749415801080115,0.00390844787753107,1.0248304920835216,0.5124152460417608,0.017615485822069118,4.092112290085884,1.0,1.6856029869554239,0.002052477506138333,0.0,1.6856029869554239
