model,path_id,node,comparator,layer,objective_improvement,joint_objective_improvement,native_cosine,Rturn,physical_coefficient_difference,outcome_evaluation,controller_influence_count
llama3-8b-inst,S-PATH-LAM-001,2,SINGLE_LAYER_SHADOW,5,0.005199353027840162,0.03225454509354525,4.771381528758667e-05,0.9999999977233919,"[0.0, -0.28483437124459604, 0.0014603869659944404, 0.005693447273850302, 1.0594611061319814]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-001,2,SINGLE_LAYER_SHADOW,6,0.009771038197341559,0.03225454509354525,0.0012873457331832527,0.9999983427409632,"[0.0, 5.110986855627155e-05, -0.4605363367713405, 0.005693447273850302, 1.0594611061319814]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-001,2,SINGLE_LAYER_SHADOW,7,0.016722282819852347,0.03225454509354525,0.00519173461941588,0.9999730458916416,"[0.0, 5.110986855627155e-05, 0.0014603869659944404, -0.6845425437494664, 1.0594611061319814]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-001,2,SINGLE_LAYER_SHADOW,8,0.03225367816455236,0.03225454509354525,0.9999856930756543,2.861364400335577e-05,"[0.0, 5.110986855627155e-05, 0.0014603869659944404, 0.005693447273850302, -0.005576762571761982]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-001,3,SINGLE_LAYER_SHADOW,4,0.0005940460753661632,0.008227254511521067,0.0,1.0,"[-0.14921454350115282, 0.0, 0.0016411883856608746, 0.005552769078567832, 1.0675803761878475]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-001,3,SINGLE_LAYER_SHADOW,5,0.0013013675855705106,0.008227254511521067,0.0,1.0,"[0.0, -0.28432153388756876, 0.0016411883856608746, 0.005552769078567832, 1.0675803761878475]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-001,3,SINGLE_LAYER_SHADOW,6,0.002442635694900998,0.008227254511521067,0.0014305686665381356,0.9999979534732903,"[0.0, 0.0, -0.4592877243483366, 0.005552769078567832, 1.0675803761878475]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-001,3,SINGLE_LAYER_SHADOW,7,0.004193052060772558,0.008227254511521067,0.005012427976254966,0.9999748755657828,"[0.0, 0.0, 0.0016411883856608746, -0.6827638567556479, 1.0675803761878475]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-001,3,SINGLE_LAYER_SHADOW,8,0.008227032275268152,0.008227254511521067,0.9999864144272528,2.717096092682415e-05,"[0.0, 0.0, 0.0016411883856608746, 0.005552769078567832, -0.0055175713965399525]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,0,SINGLE_LAYER_SHADOW,4,0.0365907378536563,0.4227485265463051,0.0,1.0,"[-0.14311242197160945, 0.00403216211073309, 0.034212071773015176, 0.15067531990627397, 0.7422333909737616]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,0,SINGLE_LAYER_SHADOW,5,0.0792648258700392,0.4227485265463051,0.005349750023773017,0.9999713801746832,"[0.0, -0.26364137145920286, 0.034212071773015176, 0.15067531990627397, 0.7422333909737616]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,0,SINGLE_LAYER_SHADOW,6,0.14759925157590129,0.4227485265463051,0.04255241602201511,0.9981892918906894,"[0.0, 0.00403216211073309, -0.3909473194418404, 0.15067531990627397, 0.7422333909737616]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,0,SINGLE_LAYER_SHADOW,7,0.23499404339616467,0.4227485265463051,0.1932668410227536,0.9626479281610858,"[0.0, 0.00403216211073309, 0.034212071773015176, -0.4524732239493888, 0.7422333909737616]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,0,SINGLE_LAYER_SHADOW,8,0.40995278232198634,0.4227485265463051,0.9802084473347791,0.03919139977354181,"[0.0, 0.00403216211073309, 0.034212071773015176, 0.15067531990627397, -0.12473115234212007]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,1,SINGLE_LAYER_SHADOW,4,0.008487103674361693,0.14239624046249175,0.0004265799524311213,0.9999998180295442,"[-0.12309298886105453, 0.00569490488092717, 0.02823725527501651, 0.13614063022895243, 0.7739628171201492]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,1,SINGLE_LAYER_SHADOW,5,0.01884926882285651,0.14239624046249175,0.007249586170774932,0.9999474435003525,"[0.00028797380029593506, -0.2299858029436612, 0.02823725527501651, 0.13614063022895243, 0.7739628171201492]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,1,SINGLE_LAYER_SHADOW,6,0.03636302614665471,0.14239624046249175,0.03377559887724819,0.9988592089204833,"[0.00028797380029593506, 0.00569490488092717, -0.3578212318317718, 0.13614063022895243, 0.7739628171201492]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,1,SINGLE_LAYER_SHADOW,7,0.06530665100614123,0.14239624046249175,0.1681044588798345,0.971740890904718,"[0.00028797380029593506, 0.00569490488092717, 0.02823725527501651, -0.4499757342615548, 0.7739628171201492]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,1,SINGLE_LAYER_SHADOW,8,0.13904022172880418,0.14239624046249175,0.9851636216157689,0.029452638644902045,"[0.00028797380029593506, 0.00569490488092717, 0.02823725527501651, 0.13614063022895243, -0.09323126116046657]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,2,SINGLE_LAYER_SHADOW,4,0.0019202709366216324,0.04862120227994213,0.001356056549558745,0.9999981611106344,"[-0.10204463316528582, 0.005879521890703692, 0.023925985292827835, 0.12304837816915015, 0.7972584330773572]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,2,SINGLE_LAYER_SHADOW,5,0.0043911348257785875,0.04862120227994213,0.007269831180194389,0.9999471495546114,"[0.000944075581156609, -0.19563221704452444, 0.023925985292827835, 0.12304837816915015, 0.7972584330773572]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,2,SINGLE_LAYER_SHADOW,6,0.008799498953492376,0.04862120227994213,0.027856029909318764,0.9992240415976912,"[0.000944075581156609, 0.005879521890703692, -0.31686494403359067, 0.12304837816915015, 0.7972584330773572]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,2,SINGLE_LAYER_SHADOW,7,0.01807037597070429,0.04862120227994213,0.14800478482071908,0.9780945836701727,"[0.000944075581156609, 0.005879521890703692, 0.023925985292827835, -0.4327354208410508, 0.7972584330773572]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,2,SINGLE_LAYER_SHADOW,8,0.04772246803182055,0.04862120227994213,0.9885666067256721,0.022736064066890344,"[0.000944075581156609, 0.005879521890703692, 0.023925985292827835, 0.12304837816915015, -0.07026916409937362]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,3,SINGLE_LAYER_SHADOW,4,0.0004478628590615711,0.016785137574026412,0.0018274955081746941,0.9999966602601676,"[-0.08514949575870602, 0.00608785870729418, 0.021402196566926733, 0.11317710926540457, 0.8127719061338267]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,3,SINGLE_LAYER_SHADOW,5,0.0010566624176381566,0.016785137574026412,0.007379710633212852,0.9999455398709701,"[0.0012998312632102682, -0.166951479008691, 0.021402196566926733, 0.11317710926540457, 0.8127719061338267]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,3,SINGLE_LAYER_SHADOW,6,0.0021850701495652242,0.016785137574026412,0.02447657634581032,0.9994008972103877,"[0.0012998312632102682, 0.00608785870729418, -0.27874485910428176, 0.11317710926540457, 0.8127719061338267]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,3,SINGLE_LAYER_SHADOW,7,0.005094183868499346,0.016785137574026412,0.1338013460352531,0.9820971997991543,"[0.0012998312632102682, 0.00608785870729418, 0.021402196566926733, -0.41041823866632376, 0.8127719061338267]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-1,3,SINGLE_LAYER_SHADOW,8,0.01653212825063864,0.016785137574026412,0.9906766864828704,0.01855970285932018,"[0.0012998312632102682, 0.00608785870729418, 0.021402196566926733, 0.11317710926540457, -0.05500095527515767]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,0,SINGLE_LAYER_SHADOW,4,0.039401395722103785,0.4941777407632471,0.0,1.0,"[-0.15410536932609656, 0.0003706938358319016, 0.0011574494587969933, 0.013052324502117534, 1.033246387169676]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,0,SINGLE_LAYER_SHADOW,5,0.08660617287187594,0.4941777407632471,0.0003604093631587483,0.999999870105091,"[0.0, -0.2920942181491226, 0.0011574494587969933, 0.013052324502117534, 1.033246387169676]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,0,SINGLE_LAYER_SHADOW,6,0.16416857029190055,0.4941777407632471,0.0010549504963584093,0.9999988870794503,"[0.0, 0.0003706938358319016, -0.47172983592167733, 0.013052324502117534, 1.033246387169676]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,0,SINGLE_LAYER_SHADOW,7,0.27188431565949256,0.4941777407632471,0.012268410080967627,0.9998494861140852,"[0.0, 0.0003706938358319016, 0.0011574494587969933, -0.6847808065732922, 1.033246387169676]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,0,SINGLE_LAYER_SHADOW,8,0.49412461172847477,0.4941777407632471,0.9999241187703327,0.00015175670137360746,"[0.0, 0.0003706938358319016, 0.0011574494587969933, 0.013052324502117534, -0.011724001668539655]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,1,SINGLE_LAYER_SHADOW,4,0.009628243911813895,0.12705598498969542,0.0,1.0,"[-0.15112546310008082, 0.0003928776202443999, 0.001347101492456751, 0.012641762475827595, 1.0409305524040848]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,1,SINGLE_LAYER_SHADOW,5,0.021029702409599234,0.12705598498969542,0.0003762295540731805,0.9999998584513227,"[0.0, -0.28661343071124373, 0.001347101492456751, 0.012641762475827595, 1.0409305524040848]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,1,SINGLE_LAYER_SHADOW,6,0.03967059234962923,0.12705598498969542,0.0012134493797412696,0.9999985275406029,"[0.0, 0.0003928776202443999, -0.4641366663187967, 0.012641762475827595, 1.0409305524040848]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,1,SINGLE_LAYER_SHADOW,7,0.06734542554586004,0.12705598498969542,0.011763095578438394,0.9998616295824124,"[0.0, 0.0003928776202443999, 0.001347101492456751, -0.6819830247486564, 1.0409305524040848]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,1,SINGLE_LAYER_SHADOW,8,0.12704254917481794,0.12705598498969542,0.9999300053375426,0.00013998442566202945,"[0.0, 0.0003928776202443999, 0.001347101492456751, 0.012641762475827595, -0.01122869619826099]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,2,SINGLE_LAYER_SHADOW,4,0.0023619042409309876,0.03268921713471779,0.0,1.0,"[-0.14810970629831044, 0.0001267861869130362, 0.001758432515565033, 0.012359087719861241, 1.0486235066277174]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,2,SINGLE_LAYER_SHADOW,5,0.005170221346486698,0.03268921713471779,0.00011960188034211055,0.9999999856953903,"[0.0, -0.28210275754251585, 0.001758432515565033, 0.012359087719861241, 1.0486235066277174]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,2,SINGLE_LAYER_SHADOW,6,0.009732743408250338,0.03268921713471779,0.0015661782407836887,0.9999975470857181,"[0.0, 0.0001267861869130362, -0.45664471717239147, 0.012359087719861241, 1.0486235066277174]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,2,SINGLE_LAYER_SHADOW,7,0.016740636710985805,0.03268921713471779,0.011386650917802714,0.9998703441808761,"[0.0, 0.0001267861869130362, 0.001758432515565033, -0.6754778614031098, 1.0486235066277174]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,2,SINGLE_LAYER_SHADOW,8,0.032685748098487524,0.03268921713471779,0.9999339362987859,0.00013212303801558305,"[0.0, 0.0001267861869130362, 0.001758432515565033, 0.012359087719861241, -0.010923765724744367]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,3,SINGLE_LAYER_SHADOW,4,0.0005884083907907283,0.008417433227197622,0.0,1.0,"[-0.14695094952725865, 0.0, 0.0020579095023855907, 0.0124778843638643, 1.0562036122240097]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,3,SINGLE_LAYER_SHADOW,5,0.0012932918876078603,0.008417433227197622,0.0,1.0,"[0.0, -0.28061785227574165, 0.0020579095023855907, 0.0124778843638643, 1.0562036122240097]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,3,SINGLE_LAYER_SHADOW,6,0.002433542256508535,0.008417433227197622,0.0018133407918721409,0.9999967117951726,"[0.0, 0.0, -0.4539611480461583, 0.0124778843638643, 1.0562036122240097]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,3,SINGLE_LAYER_SHADOW,7,0.004209752680211379,0.008417433227197622,0.011385766270523406,0.9998703643264331,"[0.0, 0.0, 0.0020579095023855907, -0.6729590788974815, 1.0562036122240097]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-00316,3,SINGLE_LAYER_SHADOW,8,0.008416496388777037,0.008417433227197622,0.9999335358520612,0.00013292387839445598,"[0.0, 0.0, 0.0020579095023855907, 0.0124778843638643, -0.010990933641919137]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,0,SINGLE_LAYER_SHADOW,4,0.038531532356970565,0.46823040702732566,0.0,1.0,"[-0.1507031899694933, 0.0005043422721249822, 0.009406639733014355, 0.07799270603434807, 0.9187256140504989]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,0,SINGLE_LAYER_SHADOW,5,0.08431119536965646,0.46823040702732566,0.0005496240212060482,0.9999996979134353,"[0.0, -0.28421054022951503, 0.009406639733014355, 0.07799270603434807, 0.9187256140504989]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,0,SINGLE_LAYER_SHADOW,6,0.1589251920833942,0.46823040702732566,0.009610017745119272,0.9999076475589385,"[0.0, 0.0005043422721249822, -0.44837710370374345, 0.07799270603434807, 0.9187256140504989]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,0,SINGLE_LAYER_SHADOW,7,0.25989350946802936,0.46823040702732566,0.08217014329422274,0.9932480675510069,"[0.0, 0.0005043422721249822, 0.009406639733014355, -0.5890641671005825, 0.9187256140504989]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,0,SINGLE_LAYER_SHADOW,8,0.46600425941006457,0.46823040702732566,0.996571830338075,0.006844586976619293,"[0.0, 0.0005043422721249822, 0.009406639733014355, 0.07799270603434807, -0.06677610069425967]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,1,SINGLE_LAYER_SHADOW,4,0.009149607759811999,0.13335069473303704,0.0,1.0,"[-0.14066829859547678, 0.0013813451268666719, 0.00845653558851407, 0.07317475865811711, 0.9326032322041653]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,1,SINGLE_LAYER_SHADOW,5,0.02016014028110298,0.13335069473303704,0.0014738641205088246,0.9999978277245543,"[0.0, -0.26692829314611016, 0.00845653558851407, 0.07317475865811711, 0.9326032322041653]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,1,SINGLE_LAYER_SHADOW,6,0.03831139481257152,0.13335069473303704,0.00848366403898742,0.9999280274444736,"[0.0, 0.0013813451268666719, -0.42901984293285017, 0.07317475865811711, 0.9326032322041653]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,1,SINGLE_LAYER_SHADOW,7,0.06650146270505614,0.13335069473303704,0.075812889478577,0.994252405788909,"[0.0, 0.0013813451268666719, 0.00845653558851407, -0.5892108295507499, 0.9326032322041653]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,1,SINGLE_LAYER_SHADOW,8,0.13278800808550145,0.13335069473303704,0.9970848815210954,0.005821739042063064,"[0.0, 0.0013813451268666719, 0.00845653558851407, 0.07317475865811711, -0.05683994922916424]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,2,SINGLE_LAYER_SHADOW,4,0.0021704309204707804,0.03812068836659621,0.0,1.0,"[-0.13013412469158867, 0.0017761011567273314, 0.00822583816699982, 0.06928447964400646, 0.9437252564547558]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,2,SINGLE_LAYER_SHADOW,5,0.004853454989720289,0.03812068836659621,0.0018620834432684181,0.9999965326452502,"[0.0, -0.24962414682386128, 0.00822583816699982, 0.06928447964400646, 0.9437252564547558]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,2,SINGLE_LAYER_SHADOW,6,0.009315794109338945,0.03812068836659621,0.008133785330839414,0.9999338415361917,"[0.0, 0.0017761011567273314, -0.4069105377737559, 0.06928447964400646, 0.9437252564547558]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,2,SINGLE_LAYER_SHADOW,7,0.017056789316223814,0.03812068836659621,0.07083447738077292,0.9949824768141927,"[0.0, 0.0017761011567273314, 0.00822583816699982, -0.5803795828086621, 0.9437252564547558]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,2,SINGLE_LAYER_SHADOW,8,0.03797363406355021,0.03812068836659621,0.9974531823577659,0.005087149004365101,"[0.0, 0.0017761011567273314, 0.00822583816699982, 0.06928447964400646, -0.04945479710862916]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,3,SINGLE_LAYER_SHADOW,4,0.0005282994220137305,0.010943294024300033,0.0,1.0,"[-0.12182925832137446, 0.0020284552255665756, 0.008554333337027785, 0.067130753615093, 0.9522401157423099]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,3,SINGLE_LAYER_SHADOW,5,0.001199625655210528,0.010943294024300033,0.0020957186265198667,0.9999956079634383,"[0.0, -0.23595849808184358, 0.008554333337027785, 0.067130753615093, 0.9522401157423099]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,3,SINGLE_LAYER_SHADOW,6,0.00232306629211495,0.010943294024300033,0.008362640003305439,0.9999300662521751,"[0.0, 0.0020284552255665756, -0.3882785423804394, 0.067130753615093, 0.9522401157423099]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,3,SINGLE_LAYER_SHADOW,7,0.0044394037040779285,0.010943294024300033,0.06791650835158748,0.9953873478933286,"[0.0, 0.0020284552255665756, 0.008554333337027785, -0.5705120129736387, 0.9522401157423099]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-LAM-0316,3,SINGLE_LAYER_SHADOW,8,0.01090308966587425,0.010943294024300033,0.9976537586301883,0.004686977891057679,"[0.0, 0.0020284552255665756, 0.008554333337027785, 0.067130753615093, -0.0445671698914319]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,0,SINGLE_LAYER_SHADOW,4,0.05588183973417042,0.49160898234261347,0.0,1.0,"[-0.20758844537824114, 0.0, 0.0, 0.01998175964160619, 0.9233281351098335]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,0,SINGLE_LAYER_SHADOW,5,0.06679496390126051,0.49160898234261347,0.0,1.0,"[0.0, -0.2212580026933004, 0.0, 0.01998175964160619, 0.9233281351098335]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,0,SINGLE_LAYER_SHADOW,6,0.13734775113677117,0.49160898234261347,0.0,1.0,"[0.0, 0.0, -0.37606409849811956, 0.01998175964160619, 0.9233281351098335]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,0,SINGLE_LAYER_SHADOW,7,0.27571744506776885,0.49160898234261347,0.020936679345255765,0.9995616554579939,"[0.0, 0.0, 0.0, -0.592285627715567, 0.9233281351098335]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,0,SINGLE_LAYER_SHADOW,8,0.49147520188270166,0.49160898234261347,0.9997808037054893,0.0004383445420060594,"[0.0, 0.0, 0.0, 0.01998175964160619, -0.01695940450712523]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,1,SINGLE_LAYER_SHADOW,4,0.011689917396733121,0.1278438773410133,0.0010473150616911924,0.9999989031311616,"[-0.18353454602836328, 0.0, 0.0, 0.01626005844813447, 0.9330701800446745]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,1,SINGLE_LAYER_SHADOW,5,0.013185211435131147,0.1278438773410133,0.0,1.0,"[0.0007301597818677342, -0.19240055234720946, 0.0, 0.01626005844813447, 0.9330701800446745]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,1,SINGLE_LAYER_SHADOW,6,0.027691835496550632,0.1278438773410133,0.0,1.0,"[0.0007301597818677342, 0.0, -0.33575750448483793, 0.01626005844813447, 0.9330701800446745]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,1,SINGLE_LAYER_SHADOW,7,0.060714487977022884,0.1278438773410133,0.016842807250319974,0.9997163198439286,"[0.0007301597818677342, 0.0, 0.0, -0.5705615531531701, 0.9330701800446745]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,1,SINGLE_LAYER_SHADOW,8,0.12781721459933648,0.1278438773410133,0.9998576013488573,0.0002847770249098762,"[0.0007301597818677342, 0.0, 0.0, 0.01626005844813447, -0.012592174877260796]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,2,SINGLE_LAYER_SHADOW,4,0.002545559984639737,0.03312123066377461,0.0007135277652814102,0.9999994908781281,"[-0.16470631684672668, 0.0, 0.0, 0.013531506904871204, 0.9399875794721204]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,2,SINGLE_LAYER_SHADOW,5,0.002766232593170231,0.03312123066377461,0.0,1.0,"[0.0004998394181751973, -0.1696582017533608, 0.0, 0.013531506904871204, 0.9399875794721204]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,2,SINGLE_LAYER_SHADOW,6,0.0057350853135619325,0.03312123066377461,0.0,1.0,"[0.0004998394181751973, 0.0, -0.2958401077056602, 0.013531506904871204, 0.9399875794721204]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,2,SINGLE_LAYER_SHADOW,7,0.013438611935281312,0.03312123066377461,0.013904445102578952,0.9998066664063894,"[0.0004998394181751973, 0.0, 0.0, -0.5296278539884742, 0.9399875794721204]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,2,SINGLE_LAYER_SHADOW,8,0.033115930232907605,0.03312123066377461,0.9999030739449288,0.00019384271548245925,"[0.0004998394181751973, 0.0, 0.0, 0.013531506904871204, -0.009669567530509425]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,3,SINGLE_LAYER_SHADOW,4,0.0005903280689592507,0.008566121133751537,0.00046418110154306376,0.999999784535905,"[-0.15396452251561926, 0.0, 0.0, 0.01229644870793449, 0.944592247417249]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,3,SINGLE_LAYER_SHADOW,5,0.000625266042733676,0.008566121133751537,0.0,1.0,"[0.0003263225169887451, -0.15646792478332933, 0.0, 0.01229644870793449, 0.944592247417249]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,3,SINGLE_LAYER_SHADOW,6,0.0012681118736331167,0.008566121133751537,0.0,1.0,"[0.0003263225169887451, 0.0, -0.27035380851925933, 0.01229644870793449, 0.944592247417249]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,3,SINGLE_LAYER_SHADOW,7,0.003113130976183206,0.008566121133751537,0.012565890745377095,0.9998420983897752,"[0.0003263225169887451, 0.0, 0.0, -0.501183128552036, 0.944592247417249]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,3,SINGLE_LAYER_SHADOW,8,0.008564926394923318,0.008566121133751537,0.9999209383374668,0.00015811707431978347,"[0.0003263225169887451, 0.0, 0.0, 0.01229644870793449, -0.008300178419195368]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,4,SINGLE_LAYER_SHADOW,4,0.00014192623319616882,0.0022134131325838484,0.0003358099822087875,0.9999998872316559,"[-0.14768164662623415, 0.0, 0.0, 0.01178970635776857, 0.9480651971207981]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,4,SINGLE_LAYER_SHADOW,5,0.00014754363583636954,0.0022134131325838484,0.0,1.0,"[0.00023679483603574305, -0.14856932252731522, 0.0, 0.01178970635776857, 0.9480651971207981]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,4,SINGLE_LAYER_SHADOW,6,0.00029294710298918814,0.0022134131325838484,0.0,1.0,"[0.00023679483603574305, 0.0, -0.25424762818288843, 0.01178970635776857, 0.9480651971207981]",NOT_EXECUTED_SHADOW_ONLY,0
qwen2.5-7b-inst,S-PATH-T4,4,SINGLE_LAYER_SHADOW,7,0.0007448056311890773,0.0022134131325838484,0.011996353620999493,0.9998560874997998,"[0.00023679483603574305, 0.0, 0.0, -0.48375807077811894, 0.9480651971207981]",NOT_EXECUTED_SHADOW_ONLY,0
