model,path_id,node,comparator,layer,objective_improvement,joint_objective_improvement,native_cosine,Rturn,physical_coefficient_difference,outcome_evaluation,controller_influence_count
llama3-8b-inst,S-PATH-T4,4,SINGLE_LAYER_SHADOW,8,0.0023939984567640806,0.002395682180186456,0.999560212121601,0.0008793823434202466,"[0.0, 3.502801090315054e-06, 0.004195472587878284, 0.031541865047736706, -0.024369475409387147]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,5,SINGLE_LAYER_SHADOW,4,3.652563717180489e-05,0.0006375862828733531,0.0,1.0,"[-0.13791594059282355, 0.0, 0.004781671053446436, 0.032805967858804894, 1.0376772626654698]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,5,SINGLE_LAYER_SHADOW,5,8.212257508615446e-05,0.0006375862828733531,0.0,1.0,"[0.0, -0.2660763164029481, 0.004781671053446436, 0.032805967858804894, 1.0376772626654698]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,5,SINGLE_LAYER_SHADOW,6,0.0001565099702734421,0.0006375862828733531,0.004265853042720159,0.999981802497818,"[0.0, 0.0, -0.43214518267044905, 0.032805967858804894, 1.0376772626654698]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,5,SINGLE_LAYER_SHADOW,7,0.00028161175383060023,0.0006375862828733531,0.030340813298539042,0.9990794350483831,"[0.0, 0.0, 0.004781671053446436, -0.6424639182826504, 1.0376772626654698]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,5,SINGLE_LAYER_SHADOW,8,0.000637097171385814,0.0006375862828733531,0.9995305085619954,0.0009387624537988882,"[0.0, 0.0, 0.004781671053446436, 0.032805967858804894, -0.024858166325740016]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,6,SINGLE_LAYER_SHADOW,4,9.352603587010345e-06,0.0001701102454380179,0.0,1.0,"[-0.13809533335725957, 0.0, 0.005486154113650089, 0.034412044976185815, 1.0440467878848974]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,6,SINGLE_LAYER_SHADOW,5,2.111814947914284e-05,0.0001701102454380179,0.0,1.0,"[0.0, -0.2662030253692398, 0.005486154113650089, 0.034412044976185815, 1.0440467878848974]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,6,SINGLE_LAYER_SHADOW,6,4.0367614350599223e-05,0.0001701102454380179,0.004853663111109115,0.9999764419544038,"[0.0, 0.0, -0.4318331520196841, 0.034412044976185815, 1.0440467878848974]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,6,SINGLE_LAYER_SHADOW,7,7.293027815610882e-05,0.0001701102454380179,0.03156814758133144,0.9990034520582832,"[0.0, 0.0, 0.005486154113650089, -0.6430174313143532, 1.0440467878848974]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,6,SINGLE_LAYER_SHADOW,8,0.0001699657713305632,0.0001701102454380179,0.9994898168629268,0.0010201059873128635,"[0.0, 0.0, 0.005486154113650089, 0.034412044976185815, -0.025592474829433578]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,7,SINGLE_LAYER_SHADOW,4,2.4109763319067984e-06,4.551033988884967e-05,0.0,1.0,"[-0.13891633886882568, 0.0, 0.006328061929205358, 0.03631179649679047, 1.0505367258329161]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,7,SINGLE_LAYER_SHADOW,5,5.455388962887288e-06,4.551033988884967e-05,0.0,1.0,"[0.0, -0.2670593770270973, 0.006328061929205358, 0.03631179649679047, 1.0505367258329161]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,7,SINGLE_LAYER_SHADOW,6,1.0457256477286307e-05,4.551033988884967e-05,0.005553411014340411,0.9999691596261059,"[0.0, 0.0, -0.43212882694515536, 0.03631179649679047, 1.0505367258329161]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,7,SINGLE_LAYER_SHADOW,7,1.8946913342198856e-05,4.551033988884967e-05,0.03304047182075624,0.9989083272218618,"[0.0, 0.0, 0.006328061929205358, -0.643847630827202, 1.0505367258329161]",NOT_EXECUTED_SHADOW_ONLY,0
llama3-8b-inst,S-PATH-T4,7,SINGLE_LAYER_SHADOW,8,4.5467086757385005e-05,4.551033988884967e-05,0.9994385858310493,0.0011225131520323855,"[0.0, 0.0, 0.006328061929205358, 0.03631179649679047, -0.026512077808904494]",NOT_EXECUTED_SHADOW_ONLY,0
