model,path_id,nodes,seconds_native_dictionary,seconds_main_jvp,seconds_primary_NNLS,seconds_shadow_metric_NNLS,node_wall_seconds,training_semantic_wall_seconds,scope,excludes_from_node_wall
llama3-8b-inst,S-PATH-T4,8,503.5991249550134,121.49368726834655,0.27079215086996555,20.40813448652625,908.4957608897239,92.1394939944148,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
llama3-8b-inst,S-PATH-N2,2,123.1246899869293,30.122312240302563,0.3395636547356844,3.6634899117052555,216.70453932322562,22.78848760575056,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
llama3-8b-inst,S-PATH-N8,8,511.76248834095895,122.32696643844247,0.5551462601870298,20.90955381281674,921.8903132788837,92.62466049566865,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
llama3-8b-inst,S-PATH-LAM-001,4,246.78579870052636,60.52398671582341,0.10894655995070934,6.432663017883897,425.5093850772828,45.61628873459995,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
llama3-8b-inst,S-PATH-LAM-1,4,246.76391381025314,60.61753467656672,0.11803207919001579,6.14662160538137,426.4248620979488,45.715608816593885,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
llama3-8b-inst,S-PATH-LAM-00316,4,248.29820513352752,60.44039227627218,0.11977103538811207,7.918013891205192,435.5303101539612,45.670742286369205,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
llama3-8b-inst,S-PATH-LAM-0316,4,252.90961865708232,60.37643346004188,0.6563991401344538,9.775979023426771,462.42532032355666,45.859979355707765,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
qwen2.5-7b-inst,S-PATH-T4,8,528.2444700431079,109.3455300591886,1.5288001094013453,53.535792829468846,1132.4850366804749,86.95663091912866,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
qwen2.5-7b-inst,S-PATH-N2,2,134.06545309908688,27.076284900307655,0.0497268158942461,5.034462107345462,253.5811972785741,21.521925488486886,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
qwen2.5-7b-inst,S-PATH-N8,8,518.1228134240955,109.16380642354488,1.157299216836691,23.253099501132965,1002.8965648040175,87.05357460677624,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
qwen2.5-7b-inst,S-PATH-LAM-001,4,259.05988644622266,54.29010478593409,1.087383184581995,20.10534116998315,531.9786203671247,43.10660672746599,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
qwen2.5-7b-inst,S-PATH-LAM-1,4,264.769994860515,54.43770049884915,0.11974338255822659,16.657696476206183,525.0973152648658,43.3775077778846,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
qwen2.5-7b-inst,S-PATH-LAM-00316,4,267.15586775541306,54.502419862896204,1.1722698286175728,18.170882016420364,544.1067761722952,43.16142853908241,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
qwen2.5-7b-inst,S-PATH-LAM-0316,4,261.276497496292,54.35435415804386,1.004244351759553,21.836106257513165,540.047538889572,43.25739383511245,SCOPED_NODE_TIMERS_NOT_DISJOINT_FROM_PATH_WALL,"post-node semantic observation, raw sink IO, prefix evaluation, terminal finalization"
