model,candidate,actual_endpoint_Frob_sq,actual_endpoint_Frob_norm,L8_endpoint_share,V_ratio,integrated_native_work,raw_integrated_work,native_path_length,native_net_raw,native_net_normalized
llama3-8b-inst,O_NATIVE,96.57051901467266,9.827030020035181,0.45163193090521075,NOT_RECORDED_SCHEMA_GAP,NOT_APPLICABLE_NO_EULER_TRAJECTORY,NOT_RECORDED_SCHEMA_GAP,NOT_RECORDED_SCHEMA_GAP,96.57051901467266,0.11758926601793064
llama3-8b-inst,JV-BASE,149.86993006765684,12.2421374795277,0.9990814023251331,0.004937891020878192,0.13265580434021093,108.94395644488162,0.42813291109749535,NOT_RECORDED_SCHEMA_GAP,NOT_RECORDED_SCHEMA_GAP
llama3-8b-inst,JV-LAM-001,157.99730597101546,12.569697926800606,0.9999661159891059,0.004233941439585395,0.14190488668290546,116.53979161326559,0.4395146767428859,157.9973076974556,0.19238570564304555
llama3-8b-inst,JV-LAM-00316,155.89130871031801,12.485644104743576,0.999855718849742,0.004398670920449074,0.13952123913143635,114.58221428509071,0.4365761619013846,155.8913083480578,0.18982133175071617
llama3-8b-inst,JV-LAM-0316,135.1845330170907,11.626888363491355,0.9938893998774819,0.006819832943010508,0.11583103301517715,95.12656516263705,0.40720688881010886,135.18453440449457,0.1646076912477293
llama3-8b-inst,JV-LAM-1,107.89567596823105,10.387284340395762,0.9686121331016034,0.014328467307501331,0.08594064227436189,70.57899679060773,0.36605129980417195,107.89567646009358,0.13137936433294758
llama3-8b-inst,JV-RES-N2,173.66674814694468,13.178268025311395,0.999074811026439,5.8179620030741213e-05,0.19434815102160558,159.60897154368277,0.4769304826689172,173.66673429216587,0.21146561109445844
llama3-8b-inst,JV-RES-N8,137.6574546367513,11.732751366868358,0.9990895925152169,0.011600269439376925,0.1138433060365763,93.49413873050267,0.40992091810206144,137.65745037530797,0.16761884182348408
llama3-8b-inst,JV-HOR-T1,92.18274469072121,9.60118454622768,0.9990605263369798,0.07000826990157516,0.1231938808690627,101.17332489466372,0.335225103163577,NOT_RECORDED_SCHEMA_GAP,NOT_RECORDED_SCHEMA_GAP
llama3-8b-inst,JV-HOR-T4,172.99811216369292,13.152874673001827,0.9990807924518792,2.5326138360748922e-05,0.13344256971138388,109.59008974267223,0.46115972151871104,172.9981020422435,0.21065144983379103
qwen2.5-7b-inst,O_NATIVE,2249.104873469437,47.424728501799954,0.1581187388620702,NOT_RECORDED_SCHEMA_GAP,NOT_APPLICABLE_NO_EULER_TRAJECTORY,NOT_RECORDED_SCHEMA_GAP,NOT_RECORDED_SCHEMA_GAP,2249.104873469437,0.04731182553124718
qwen2.5-7b-inst,JV-BASE,5616.871648950771,74.94579140252488,0.9996648101552656,0.004495730247366493,0.08805786403846608,4186.086014064703,0.344430537911372,NOT_RECORDED_SCHEMA_GAP,NOT_RECORDED_SCHEMA_GAP
qwen2.5-7b-inst,JV-LAM-001,5789.500720767576,76.08876869004766,0.9999909554511975,0.004070524608813367,0.09194794027654382,4371.0120727611675,0.3495096393500078,5789.500582624195,0.12178704724232682
qwen2.5-7b-inst,JV-LAM-00316,5745.281029011606,75.79763208050504,0.9999533846082931,0.004169847779549659,0.09095749003052614,4323.92814712029,0.34819080040129574,5745.281144861759,0.12085685392444966
qwen2.5-7b-inst,JV-LAM-0316,5287.260583867154,72.71355158336824,0.9975336450060486,0.005636816490092774,0.08063959252466621,3833.4369579975782,0.3352578986858743,5287.26036993002,0.11122199907669436
qwen2.5-7b-inst,JV-LAM-1,4560.369839414939,67.53051043354358,0.9860585484442731,0.010146335362652026,0.06596457327689206,3135.8173473015595,0.316161786091165,4560.369715698922,0.09593123864175498
qwen2.5-7b-inst,JV-RES-N2,6390.156081729869,79.9384518347076,0.9995687112922885,7.767340107991724e-05,0.13122202316918846,6238.019533222632,0.3846839508078071,6390.155731201611,0.1344223369209725
qwen2.5-7b-inst,JV-RES-N8,5168.405691520059,71.89162462707363,0.9996776603132111,0.010956448389433372,0.07520260089566806,3574.9737887479364,0.33010669591079267,5168.405564314456,0.10872178759559988
qwen2.5-7b-inst,JV-HOR-T1,3544.007214087534,59.53156485502068,0.9996174021968842,0.0673015059123949,0.08245401737986706,3919.6909069533444,0.27324945475138684,NOT_RECORDED_SCHEMA_GAP,NOT_RECORDED_SCHEMA_GAP
qwen2.5-7b-inst,JV-HOR-T4,6382.0628918525,79.88781441404252,0.9996791708592212,1.9938048380090042e-05,0.08845686945162322,4205.053893853651,0.36755478101892275,6382.062665373779,0.13425209242816294
