model,path_id,node,t,V_before,V_after,V0,V_ratio,E,qN,qN_ref,gain,response_sq,native_path_length_normalized,actual_barrier_increment,dissipation_residual,speed_bound,speed_excess,velocity_mismatch,model_error_normalized,model_error_raw_activation,finite_step_dissipation_defect,KKT_stationarity,KKT_complementarity,state_version,exit_state_version,node_wall_seconds,training_semantic_forward_count,training_semantic_wall_seconds,lambda_response,T,N,h,support_count,active_direction_count,actual_step_DeltaW_squared,actual_net_DeltaW_squared,actual_step_DeltaW_norm,actual_net_DeltaW_norm,raw_integrated_work_increment,normalized_integrated_work_increment,seconds_main_jvp,seconds_native_dictionary,seconds_primary_NNLS,seconds_shadow_metric_NNLS,training_all_strict,training_strict_event_count,training_event_count,training_request_strict_count,training_strict_tie_count,residual_n,residual_mean,residual_median,residual_p90,residual_max,L8_step_energy_share
llama3-8b-inst,S-PATH-LAM-0316,3,2.0,0.011792372281860863,0.0034099166575258626,0.5000000272764172,0.006819832943010508,0.11583103301517715,0.004457942688137931,821.2528429248556,0.021886588048600032,0.0204768627912991,0.40720688881010886,0.007677592995684523,-2.4069288229178198e-17,0.01864537771365871,-0.014187435025520778,0.016983264050845926,0.00010617415032618849,0.004731513794007876,1.2305510526397848e-06,5.551115123125783e-17,3.6976629151296664e-18,12,16,118.5828358978033,10,11.587038142606616,0.31622776601683794,2.0,4,0.5,4,5,0.915274514807257,135.1845330170907,0.9566998039130441,11.626888363491355,1.8305490531146742,0.0022289713440689653,15.184414273127913,64.01519086398184,0.03835512138903141,3.0814338736236095,False,623,624,99,0,100,0.37101035746837924,0.3728774878392721,0.43116035657357205,0.5409874572168258,0.99531302229361
qwen2.5-7b-inst,S-PATH-T4,0,0.5,0.5000000179240043,0.12993680779802474,0.5000000179240043,0.2598736062800982,0.06534234182953155,0.1306846836590631,47537.90089930078,0.9832179646852274,0.9701494963193209,0.18075168302056216,0.36352897594302636,1.5959455978986625e-16,2.500000089620021,-2.369315405960958,0.06093933702359374,0.002874029992827346,3.894469375053476,0.00027708517671898303,4.440892098500626e-16,3.361169146135997e-18,0,2,131.28646671772003,10,10.68521523475647,0.1,4.0,8,0.5,2,5,1553.1189725471497,1553.1189725471497,39.409630454333744,39.409630454333744,3106.237770420507,0.06534234182953155,13.543375669047236,64.64993358775973,0.025906648486852646,5.577446416020393,False,616,624,97,0,100,64.36299894745436,65.23827246457182,85.98252310580138,100.69254059089953,0.9995616554436547
qwen2.5-7b-inst,S-PATH-T4,1,1.0,0.12993680779802474,0.03365075416250993,0.5000000179240043,0.0673015059123949,0.08245401737986706,0.03422335110067101,47537.90089930078,0.25568775468202637,0.2522654195719595,0.27324945475138684,0.09457488608048127,-2.5847379792054426e-16,0.6496840389901237,-0.6154606878894527,0.027631970685355237,0.000612850418598283,0.8235364657210127,2.464625900356482e-05,2.220446049250313e-16,6.918564123143405e-19,2,5,166.30931187048554,10,10.750134935602546,0.1,4.0,8,0.5,3,5,406.72657050012793,3544.007214087534,20.167463164714793,59.53156485502068,813.4531365328374,0.017111675550335506,13.565330427139997,66.01322173327208,0.5284975618124008,13.677103761583567,False,623,624,99,0,100,32.660408524981214,33.323297198564205,43.624184774979454,51.70451857482935,0.9997152230019477
qwen2.5-7b-inst,S-PATH-T4,2,1.5,0.03365075416250993,0.008700964917814195,0.5000000179240043,0.017401929211803883,0.08690559215615232,0.008903149552570508,47537.90089930078,0.066242461327549,0.06535214637229218,0.320427705971018,0.024504631767067207,-2.295255999151813e-16,0.16825377081254964,-0.15935062125997912,0.012989689842873603,0.00013091465237448303,0.17525446552775706,2.4231225423648056e-06,2.7755575615628914e-17,1.8686714488363105e-21,5,8,142.08579260855913,10,10.85080655105412,0.1,4.0,8,0.5,3,5,105.80926486334566,4866.767523175798,10.28636305325384,69.76222131767163,211.61852056087542,0.004451574776285254,13.62134725227952,63.95595467463136,0.02882915362715721,7.087323866784573,True,624,624,100,0,100,16.552113919386468,16.46578583441144,22.339791465406005,26.434583691891127,0.9998061572898382
qwen2.5-7b-inst,S-PATH-T4,3,2.0,0.008700964917814195,0.0022478652042647344,0.5000000179240043,0.004495730247366493,0.08805786403846608,0.0023045437646275198,47537.90089930078,0.017132242267503085,0.016901787891040323,0.344430537911372,0.006337872525318085,9.75781955236954e-18,0.04350482458907097,-0.04120028082444345,0.006263640448057726,3.0682283120540394e-05,0.04101040045558706,2.979338220364218e-07,2.7755575615628914e-17,1.674310488820255e-20,8,11,150.09524335339665,10,10.864349368959665,0.1,4.0,8,0.5,3,5,27.38829271452374,5616.871648950771,5.233382530880362,74.94579140252488,54.77658655048229,0.0011522718823137599,13.65163291990757,65.83563143014908,0.8251016642898321,9.60875640809536,True,624,624,100,0,100,8.382942678105515,8.336813353766694,11.458111819322898,13.630852199410906,0.9998418829285173
qwen2.5-7b-inst,S-PATH-T4,4,2.5,0.0022478652042647344,0.0005804080192113193,0.5000000179240043,0.0011608159968096968,0.0883553568896755,0.0005949857024188255,47537.90089930078,0.004426826265167716,0.0043673276949258155,0.3566267022922217,0.0016377078999324738,1.7862230791698686e-17,0.011239326021323671,-0.010644340318904846,0.0030668506843100863,7.67068117469511e-06,0.01021878693170068,3.99856647068271e-08,1.3877787807814457e-17,4.060904410866124e-21,11,14,139.92687823995948,10,10.868209572508931,0.1,4.0,8,0.5,3,5,7.071093197781423,6016.458602960134,2.6591527217859117,77.56583399255199,14.142185679043495,0.00029749285120941275,13.62895737029612,64.02870748378336,0.026896802708506584,4.546182863414288,True,624,624,100,0,100,4.2438293220724885,4.194014621812546,5.875513687559124,7.0141454809694626,0.9998559747354429
qwen2.5-7b-inst,S-PATH-T4,5,3.0,0.0005804080192113193,0.0001498026605244545,0.5000000179240043,0.0002996053103086553,0.08843204316189829,0.00015337254444559338,47537.90089930078,0.001143185067876045,0.0011278478134314866,0.3628188857610313,0.00042293673146458514,-9.994988777600744e-19,0.0029020400960565965,-0.002748667551611003,0.0015145019320011912,2.238646767323757e-06,0.0029193212956527097,6.198572222399033e-09,3.469446951953614e-18,1.141911402774432e-23,14,17,137.83150264434516,10,10.928300317376852,0.1,4.0,8,0.5,3,5,1.8227521952639427,6223.244991455354,1.3500934024221964,78.88754649154296,3.6455044092641113,7.668627222279669e-05,13.753906168043613,65.6446991506964,0.03153068386018276,5.806523587554693,True,624,624,100,0,100,2.147716941082315,2.0951511160838097,2.9891205815422848,3.600856979212942,0.9998608722660568
qwen2.5-7b-inst,S-PATH-T4,6,3.5,0.0001498026605244545,3.8650213565601846e-05,0.5000000179240043,7.730042436013742e-05,0.08845178943315185,3.949254250711412e-05,47537.90089930078,0.0002950914558115551,0.0002911422015608433,0.3659610403763834,0.00010917781983349695,3.7947076036992655e-19,0.0007490133026222725,-0.0007095207601151584,0.0007514060065251906,1.1821584813438678e-06,0.0014247213134721568,5.057518192896947e-10,0.0,0.0,17,20,130.43318509683013,10,10.98943786509335,0.1,4.0,8,0.5,3,5,0.4693481623708083,6328.7042286031865,0.685089893642293,79.55315347994187,0.9386962859823074,1.974627125355706e-05,13.78109135851264,65.66978351771832,0.031615713611245155,4.706323368474841,True,624,624,100,0,100,1.086574653509392,1.054748946290379,1.5125476303302903,1.8443668155597372,0.9998613291762758
qwen2.5-7b-inst,S-PATH-T4,7,4.0,3.8650213565601846e-05,9.969024547414686e-06,0.5000000179240043,1.9938048380090042e-05,0.08845686945162322,1.0160036942727241e-05,47537.90089930078,7.614471067939735e-05,7.512870698512468e-05,0.36755478101892275,2.81731871710508e-05,-4.8069119756681544e-20,0.0001932510678280092,-0.00018309103088528196,0.0003737816976975672,9.840719898346912e-07,0.0011655017083724902,7.794837095665558e-11,1.734723475976807e-18,6.55696970301182e-23,20,23,134.51665614917874,10,11.020177073776722,0.1,4.0,8,0.5,3,5,0.1207467150824619,6382.0628918525,0.3474862804233599,79.88781441404252,0.24149341465830124,5.0800184713636205e-06,13.799888893961906,72.44653846509755,0.03042188100516796,2.526132557541132,True,624,624,100,0,100,0.5495607146884364,0.5338659784549837,0.7795362612186069,0.9427976777509594,0.9998593471177025
qwen2.5-7b-inst,S-PATH-N2,0,1.0,0.5000000179240043,0.0019440110123312986,0.5000000179240043,0.0038880218852847554,0.1306846836590631,0.1306846836590631,47537.90089930078,0.9832179646852274,0.9701494963193209,0.3615033660411243,0.48498753854576665,1.5959455978986625e-16,2.500000089620021,-2.369315405960958,0.06093933702359374,0.011898788578443715,16.31748466698973,8.720961389385717e-05,4.440892098500626e-16,3.361169146135997e-18,0,2,126.49767660908401,10,10.695865228772163,0.1,2.0,2,1.0,2,5,6212.4758904953605,6212.4758904953605,78.81926091061347,78.81926091061347,6212.475540841014,0.1306846836590631,13.476586811244488,66.00261635147035,0.025257563218474388,2.546460710465908,True,624,624,100,0,100,6.8322787872817194,5.947763113872202,9.570121959608745,48.946383130377654,0.9995616554433757
qwen2.5-7b-inst,S-PATH-N2,1,2.0,0.0019440110123312986,3.8836701932176994e-05,0.5000000179240043,7.767340107991724e-05,0.13122202316918846,0.0005373395101253656,47537.90089930078,0.003762642565450698,0.003708908614438173,0.3846839508078071,0.001851440359386585,-1.1506095555502416e-17,0.009720055061656492,-0.009182715551531127,0.008464366969795979,0.0005713044670775596,0.9195696499226338,3.0139478325017822e-06,1.3877787807814457e-17,2.0907433829546017e-21,2,6,127.0835206694901,10,10.826060259714723,0.1,2.0,2,1.0,4,5,25.543991471091566,6390.156081729869,5.054106396890707,79.9384518347076,25.54399238161846,0.0005373395101253656,13.599698089063168,68.06283674761653,0.024469252675771713,2.488001396879554,True,624,624,100,0,100,0.8478122091051853,0.6647067747349615,1.3298945413118635,9.533472019667183,0.9995004360938788
qwen2.5-7b-inst,S-PATH-N8,0,0.25,0.5000000179240043,0.2845871125284398,0.5000000179240043,0.5691742046531179,0.032671170914765776,0.1306846836590631,47537.90089930078,0.9832179646852274,0.9701494963193209,0.09037584151028108,0.21214578830408787,1.5959455978986625e-16,2.500000089620021,-2.369315405960958,0.06093933702359374,0.0007091193858011747,0.9559698189376385,7.441401576357976e-05,4.440892098500626e-16,3.361169146135997e-18,0,2,120.39580149203539,10,10.738370686769485,0.1,2.0,8,0.25,2,5,388.279743123852,388.279743123852,19.70481522683864,19.70481522683864,1553.1188852102534,0.032671170914765776,13.54618463665247,64.71234389580786,0.023724762722849846,2.993497857823968,False,474,624,60,0,100,95.39311048095546,97.48048078094624,127.48334920463837,147.78476078210497,0.9995616554428248
qwen2.5-7b-inst,S-PATH-N8,1,0.5,0.2845871125284398,0.16193539424911374,0.5000000179240043,0.3238707768881051,0.05131177182785816,0.07456240365236953,47537.90089930078,0.559764782465394,0.552308542100156,0.1586411345095285,0.12078765818801684,1.0000680839006293e-15,1.4229355626421991,-1.3483731589898296,0.0441950475307786,0.0003838386792213827,0.5165792999165417,2.983539639228247e-05,0.0,0.0,2,5,130.8009382635355,10,10.764010762795806,0.1,2.0,8,0.25,3,5,221.53375934949858,1196.0679600204746,14.884010190452658,34.58421547498909,886.1350389100014,0.018640600913092383,13.577822821214795,63.634169079363346,0.038656555116176605,3.825398275628686,False,612,624,95,0,100,71.91395399873763,72.83180572601887,96.16138100172552,112.01092374754565,0.9996169594205369
qwen2.5-7b-inst,S-PATH-N8,2,0.75,0.16193539424911374,0.09212398646086814,0.5000000179240043,0.18424796631681362,0.06195066073927573,0.042555555645670276,47537.90089930078,0.31858188301226303,0.3143263274476969,0.21021362938668556,0.06874751889710384,-8.89913143176102e-16,0.8096769712455687,-0.7671214155998984,0.03214576055094169,0.00020063307374359047,0.26953451032897113,1.1365232079852891e-05,2.220446049250313e-16,8.14966096958961e-19,5,8,123.85524539835751,10,10.844996782019734,0.1,2.0,8,0.25,3,5,126.43761939660749,2099.4415651112486,11.24444838116159,45.81966352027531,505.75044674963834,0.010638888911417569,13.57039193622768,65.25597533769906,0.03261800482869148,2.561275240033865,False,621,624,98,0,100,54.20113197141228,54.919093205843794,72.26871996263675,84.82502721038249,0.9996821065503566
qwen2.5-7b-inst,S-PATH-N8,3,1.0,0.09212398646086814,0.05239961078262209,0.5000000179240043,0.10479921780840093,0.06801842240448605,0.024271046660841275,47537.90089930078,0.1812701452947442,0.1788430406286595,0.24916154866747103,0.03911759951172502,5.728924279413405e-16,0.4606199323043407,-0.4363488856434994,0.02346748731558918,0.00010460113557485448,0.14031059324885453,4.315625794244944e-06,5.551115123125783e-17,1.0101567784761933e-20,8,11,128.14237217605114,10,10.840760763734579,0.1,2.0,8,0.25,3,5,72.11216366761278,2948.4425527208427,8.49188810969697,54.29956309880258,288.44865272134444,0.006067761665210319,13.631015829741955,64.33635853417218,0.9342501182109118,3.8421227391809225,False,622,624,98,0,100,40.84325336798241,41.851741316434335,54.643498784705905,64.19345133451512,0.9997351158666014
qwen2.5-7b-inst,S-PATH-N8,4,1.25,0.05239961078262209,0.029800455508788147,0.5000000179240043,0.059600908881002404,0.07147609269052159,0.01383068114414218,47537.90089930078,0.1031205273810259,0.10173745926661215,0.27856252775846196,0.02225338824523039,-4.744468706796567e-16,0.26199805391311043,-0.24816737276896825,0.017193779974297156,5.5110499704260575e-05,0.07384385510756679,1.6809693410176074e-06,1.1102230246251565e-16,1.960209896287625e-19,11,14,128.7894880734384,10,10.891510762274265,0.1,2.0,8,0.25,3,5,41.09259620165491,3684.031688723993,6.410350708163705,60.696224666151956,164.37038740001472,0.003457670286035545,13.682218557223678,65.86013514734805,0.03531487472355366,2.507314082235098,False,623,624,99,0,100,30.772562552570015,31.691371598516035,41.100320847535826,48.551999657454445,0.999773461606226
qwen2.5-7b-inst,S-PATH-N8,5,1.5,0.029800455508788147,0.016946032986178573,0.5000000179240043,0.03389206475739412,0.07344491262132563,0.00787527972321616,47537.90089930078,0.05865364947643734,0.057866121504115964,0.3007482209570305,0.01265754052952917,-2.366813342535856e-16,0.14900227754394071,-0.14112699782072455,0.012638574635518715,2.947457170293246e-05,0.0394478298743874,6.735494961964544e-07,1.1102230246251565e-16,9.851442867745958e-18,14,17,124.27909162268043,10,10.93667975999415,0.1,2.0,8,0.25,3,5,23.39839296566716,4292.738146941426,4.837188539396326,65.51899073506418,93.59356675913067,0.00196881993080404,13.676981484517455,65.37569524534047,0.032526953145861626,2.5061381738632917,True,624,624,100,0,100,23.181951405298882,23.66811038555996,30.901948380385022,36.703053169111776,0.9998002430156441
qwen2.5-7b-inst,S-PATH-N8,6,1.75,0.016946032986178573,0.009635439802860525,0.5000000179240043,0.01927087891489842,0.07456531179321815,0.004481596687570109,47537.90089930078,0.03335709147361106,0.03290893180485403,0.3174844031074832,0.007198553266128794,1.452830911130576e-17,0.08473016493089286,-0.08024856824332274,0.009317447611286054,1.599530565151441e-05,0.02138329322981302,2.755661830254781e-07,5.551115123125783e-17,3.715842307003074e-18,17,20,121.55492454953492,10,10.98508133739233,0.1,2.0,8,0.25,3,5,13.315355794847399,4782.214264430945,3.6490212105230904,69.15355568899508,53.261424801085624,0.0011203991718925273,13.724769266322255,63.39869354106486,0.027579527348279953,2.5157366916537285,True,624,624,100,0,100,17.46179400952575,17.691105776787364,23.345343642266258,27.733287683642665,0.9998188293385974
qwen2.5-7b-inst,S-PATH-N8,7,2.0,0.009635439802860525,0.0054782243911001135,0.5000000179240043,0.010956448389433372,0.07520260089566806,0.0025491564097996364,47537.90089930078,0.018968539862495606,0.018713624221515672,0.33010669591079267,0.004093486501515421,-2.992397996059992e-17,0.048177199014302625,-0.04562804260450299,0.006886515972936518,8.78523493913993e-06,0.01172072406509473,1.1879694113256685e-07,5.551115123125783e-17,2.8024763019623837e-18,20,23,125.07870322838426,10,11.052163751795888,0.1,2.0,8,0.25,3,5,7.573846258293914,5168.405691520059,2.75206218285378,71.89162462707363,30.295386196468122,0.0006372891024499091,13.754421891644597,65.5494426432997,0.03262842074036598,2.5016164407134056,True,624,624,100,0,100,13.151883753561624,13.224504000411457,17.718777651904322,20.946971138105084,0.9998318008449822
qwen2.5-7b-inst,S-PATH-LAM-001,0,0.5,0.5000000179240043,0.12661547067164758,0.5000000179240043,0.25323093226547055,0.06901348069314314,0.13802696138628628,47537.90089930078,0.9953036444327786,0.9939233748189157,0.1857598997269636,0.3726944124454253,8.716985466783456e-17,25.000000896200213,-24.861973934813925,0.05758577776992323,0.0005002215129835212,0.6717675506130603,2.6853111668098673e-05,4.440892098500626e-16,5.839831928107542e-19,0,2,121.29251224547625,10,10.704469168558717,0.01,2.0,4,0.5,2,5,1640.3779977668926,1640.3779977668926,40.501580188517245,40.501580188517245,3280.7560059064463,0.06901348069314314,13.551628978922963,63.06109602190554,0.022433841601014137,2.5120571199804544,False,616,624,97,0,100,63.516573305298344,64.48883254541192,84.76303221586502,99.636298481763,0.9999874715797185
qwen2.5-7b-inst,S-PATH-LAM-001,1,1.0,0.12661547067164758,0.03198844920099897,0.5000000179240043,0.06397689610855362,0.08644832538965391,0.03486968939302153,47537.90089930078,0.2522299101047346,0.25188121321080464,0.2791270371375932,0.0944526730236835,-2.4801124695605914e-16,6.330773533582379,-6.295903844189358,0.025540836803644683,0.00010910607948217756,0.14677410940394017,2.7819303682272145e-06,1.1102230246251565e-16,1.4731273539863022e-20,2,6,150.22208567336202,10,10.781854882836342,0.01,2.0,4,0.5,4,5,414.4079844141415,3700.0439908431335,20.35701315061081,60.82798690441049,828.8159193774285,0.017434844696510764,13.54352425225079,65.43115319497883,0.996681934222579,12.521245623007417,False,623,624,99,0,100,31.821420337235523,32.41847646893551,42.5933998394262,50.714218795062884,0.99999318353472
qwen2.5-7b-inst,S-PATH-LAM-001,2,1.5,0.03198844920099897,0.008071633388490766,0.5000000179240043,0.016143266198277585,0.09084259366795519,0.00878853655660255,47537.90089930078,0.06374968490946763,0.06366179954390175,0.32600063460088413,0.02387287312972519,-1.4650281855710379e-16,1.5994224600499485,-1.590633923493346,0.011803733602738927,2.2565431560852208e-05,0.030162707782687353,3.0169923796730114e-07,1.1102230246251565e-16,1.0408002442274601e-17,6,9,129.4364634808153,10,10.782722992822528,0.01,2.0,4,0.5,3,5,104.4471510986109,5041.664722409691,10.219938898966612,71.00468098942274,208.8942899388271,0.004394268278301275,13.601719222962856,64.99566466733813,0.03502812050282955,2.577039862051606,True,624,624,100,0,100,15.925337078824727,16.06056106722754,21.522156474497297,25.709365007827678,0.999994814033844
qwen2.5-7b-inst,S-PATH-LAM-001,3,2.0,0.008071633388490766,0.002035262377366784,0.5000000179240043,0.004070524608813367,0.09194794027654382,0.002210693217177271,47537.90089930078,0.016089721116791435,0.016067614184619602,0.3495096393500078,0.006025317545038095,6.096943154336454e-17,0.40358166942453827,-0.401370976207361,0.00560702488118828,5.4740922601015475e-06,0.007237055816989914,3.777419425475201e-08,5.551115123125783e-17,2.610017338477359e-18,9,12,131.02755896747112,10,10.8375596832484,0.01,2.0,4,0.5,3,5,26.27292944642173,5789.500720767576,5.125712579380718,76.08876869004766,52.545857538464766,0.0011053466085886355,13.59323233179748,65.57197256200016,0.03323928825557232,2.4949985649436712,True,624,624,100,0,100,7.965596547125525,7.937551317709475,10.820051494257273,12.99100269809197,0.9999950212221796
qwen2.5-7b-inst,S-PATH-LAM-1,0,0.5,0.5000000179240043,0.16172219889254877,0.5000000179240043,0.3234443861902604,0.043126117004048954,0.08625223400809791,47537.90089930078,0.8885159496464765,0.8022637156383785,0.14684365325755308,0.29515170202740654,9.71445146547012e-17,0.25000000896200214,-0.16374777495390425,0.15884537196101822,0.02123303628337106,30.617861553738585,0.005697191336985402,0.0,0.0,0,4,123.96675954386592,10,10.749347919598222,1.0,2.0,4,0.5,4,5,1025.0626170177877,1025.0626170177877,32.01659908575218,32.01659908575218,2050.1250763101293,0.043126117004048954,13.546969713643193,65.48014700040221,0.024483375251293182,2.5033039432018995,False,612,624,94,0,100,72.02221933729271,73.30602909466317,97.78461602705704,112.64236817396038,0.9762506110151449
qwen2.5-7b-inst,S-PATH-LAM-1,1,1.0,0.16172219889254877,0.051091227311160906,0.5000000179240043,0.10218245095928444,0.05906276397789228,0.03187329394768665,47537.90089930078,0.28499228436551055,0.2531189904178245,0.23610911963129508,0.09469432460754454,-5.828670879282072e-16,0.08086109944627438,-0.048987805498587736,0.08110992215445127,0.0035240815474348324,4.877183580929304,0.00022529679913965706,1.1102230246251565e-16,1.938654825141444e-18,4,9,130.83136752806604,10,10.833168437704444,1.0,2.0,4,0.5,5,5,378.7973514743192,2588.091479731641,19.46271696023757,50.87328846980152,757.5947445097056,0.015936646973843324,13.57103349082172,67.4058274552226,0.026633543893694878,4.618419166654348,False,623,624,99,0,100,40.50715104136944,41.51582143184403,55.21923886438166,67.46627774638299,0.9904058414252347
qwen2.5-7b-inst,S-PATH-LAM-1,2,1.5,0.051091227311160906,0.016095782029540484,0.5000000179240043,0.03219156290507755,0.06429181097454303,0.01045809399330151,47537.90089930078,0.08983529410116778,0.07937720010786621,0.2872415310581521,0.029766398284969665,5.724587470723463e-17,0.025545613655580453,-0.015087519662278942,0.04346339296295695,0.0007523165487981343,1.0386703677875133,5.1755480163714895e-08,1.3877787807814457e-17,6.071038655801186e-22,9,13,138.0903879739344,10,10.862541170790792,1.0,2.0,4,0.5,4,5,124.28896781154215,3786.997472799485,11.148496213011967,61.53858523560226,248.57791792457,0.005229046996650755,13.608732970431447,65.81964175589383,0.035492533817887306,4.714167099446058,True,624,624,100,0,100,22.721731787704087,23.17161919491825,31.688884631183384,40.07211887379874,0.9949688932785878
qwen2.5-7b-inst,S-PATH-LAM-1,3,2.0,0.016095782029540484,0.005073167863188972,0.5000000179240043,0.010146335362652026,0.06596457327689206,0.003345524604698044,47537.90089930078,0.028274459524886438,0.024928934920188477,0.316161786091165,0.00934985186400249,-8.326672684688674e-17,0.008047891014770242,-0.004702366410072198,0.023907737858203652,0.00019290176008020514,0.2685251986987703,-1.5012689318113885e-06,0.0,0.0,13,16,132.2088002189994,10,10.932450249791145,1.0,2.0,4,0.5,3,5,39.75980231954529,4560.369839414939,6.305537433046075,67.53051043354358,79.51960855715402,0.001672762302349022,13.710964323952794,66.06437864899635,0.03313392959535122,4.821806266903877,True,624,624,100,0,100,12.737306230111562,12.904899308737942,18.24053599733746,23.66586937675048,0.9966356798231121
qwen2.5-7b-inst,S-PATH-LAM-00316,0,0.5,0.5000000179240043,0.12740494789829201,0.5000000179240043,0.25480988666215704,0.06809232747206262,0.13618465494412524,47537.90089930078,0.9923391297797235,0.9880325928598479,0.1845160256889122,0.3704418015657745,1.2750217548429532e-16,7.9056944338243405,-7.769509778880215,0.05791691590899437,0.0010907838979916948,1.4677293633408075,7.042075666846559e-05,4.440892098500626e-16,1.2755716106788215e-18,0,2,134.46303044259548,10,10.677283391356468,0.03162277660168379,2.0,4,0.5,2,5,1618.48312877189,1618.48312877189,40.23037569762293,40.23037569762293,3236.966315369649,0.06809232747206262,13.644512314349413,65.9572415407747,0.16020611114799976,5.08067018724978,False,616,624,97,0,100,63.718350987163106,64.63259524464682,84.99961305144357,99.88036357758799,0.9999394183500395
qwen2.5-7b-inst,S-PATH-LAM-00316,1,1.0,0.12740494789829201,0.0323825246373805,0.5000000179240043,0.06476504695306304,0.08543676007840434,0.03468886521268343,47537.90089930078,0.2530464151999433,0.25194945696475596,0.27764076087334566,0.09447394414331821,7.422448072835763e-16,2.0144491026684257,-1.9797602374557424,0.025817094365040368,0.00023638432575023963,0.31691944370399877,7.102218465289412e-06,2.220446049250313e-16,2.5454809105319723e-19,2,6,133.46119162626565,10,10.741821674630046,0.03162277660168379,2.0,4,0.5,4,5,412.25893858687675,3660.542286127043,20.304160622563955,60.50241553960505,824.5179183948736,0.017344432606341716,13.609201027080417,68.75434470362961,0.034620555117726326,3.5818520560860634,False,623,624,99,0,100,32.021616692743216,32.608960089744244,42.799843749117464,50.940093975628265,0.9999613698082694
qwen2.5-7b-inst,S-PATH-LAM-00316,2,1.5,0.0323825246373805,0.008219842367599093,0.5000000179240043,0.016439684145868248,0.08984174600973409,0.008809971862659511,47537.90089930078,0.06434298713281836,0.06406439136073835,0.32457148605062025,0.0240233843837414,1.8973538018496328e-18,0.5120126712032025,-0.503202699340543,0.011977744773647329,5.039691574750442e-05,0.06726945996131721,7.623765354812517e-07,2.7755575615628914e-17,1.4362360171042557e-21,6,9,130.82552322745323,10,10.802612375468016,0.03162277660168379,2.0,4,0.5,3,5,104.70189119170588,4997.121964625994,10.232394206230811,70.69032440600336,209.40378466636807,0.004404985931329756,13.594681717455387,66.6964489351958,0.35111780278384686,3.0425918586552143,True,624,624,100,0,100,16.07455240729965,16.18091320467073,21.812565765501613,25.873158306724186,0.9999719370543301
qwen2.5-7b-inst,S-PATH-LAM-00316,3,2.0,0.008219842367599093,0.002084923964515199,0.5000000179240043,0.004169847779549659,0.09095749003052614,0.0022314880415840997,47537.90089930078,0.016336526009598132,0.016265960161769764,0.34819080040129574,0.006099635479169723,2.528901567322439e-17,0.12996711944582087,-0.12773563140423677,0.005709017233437086,1.1950953433095912e-05,0.015901250446386607,9.958149393930402e-08,5.551115123125783e-17,2.6222381865411973e-18,9,12,145.35703087598085,10,10.939711097627878,0.03162277660168379,2.0,4,0.5,3,5,26.520065984934106,5745.281029011606,5.149763682435739,75.79763208050504,53.04012868939986,0.0011157440207920498,13.654024804010987,65.74783257581294,0.6263253595679998,6.465767914429307,True,624,624,100,0,100,8.064605174613877,8.04786907272523,10.987811091988293,13.098696499494112,0.9999752313489726
qwen2.5-7b-inst,S-PATH-LAM-0316,0,0.5,0.5000000179240043,0.13806104262194246,0.5000000179240043,0.2761220753454584,0.058010131184981974,0.11602026236996395,47537.90089930078,0.9566129475926397,0.9199241192106986,0.17030873610150182,0.34359456111109127,-6.938893903907228e-18,0.790569443382434,-0.67454918101247,0.08184289751363683,0.007998966391783402,11.098155685917778,0.0013769835929207108,0.0,0.0,0,3,136.4381215237081,10,10.678467651829123,0.31622776601683794,2.0,4,0.5,3,5,1378.8400101921297,1378.8400101921297,37.13273502170463,37.13273502170463,2757.679867427111,0.058010131184981974,13.467369798570871,64.84245420433581,0.6044972315430641,3.162410708144307,False,616,624,97,0,100,66.40021298420146,67.49487398578063,89.41952752682838,103.51215149812609,0.9964314443308946
qwen2.5-7b-inst,S-PATH-LAM-0316,1,1.0,0.13806104262194246,0.03780101963789919,0.5000000179240043,0.07560203656561593,0.07469600639583414,0.03337175042170433,47537.90089930078,0.2640915186739175,0.2535384445899909,0.2616484186355794,0.09498348594207975,-4.458239333260394e-16,0.21829367541146155,-0.18492192498975724,0.038438164446821674,0.0015788150417692889,2.1476633155687432,9.343077916684067e-05,0.0,0.0,3,6,131.5006920285523,10,10.826665494590998,0.31622776601683794,2.0,4,0.5,3,5,396.6057543612139,3237.8025739481086,19.91496307707383,56.901692188792666,793.2114821915898,0.016685875210852165,13.524150917306542,65.44100050628185,0.282756557688117,2.873977268114686,False,623,624,99,0,100,34.684375842789684,35.47646538600548,46.664508967692946,55.24626259288763,0.9980545628417608
qwen2.5-7b-inst,S-PATH-LAM-0316,2,1.5,0.03780101963789919,0.010325865624862516,0.5000000179240043,0.020651730509401618,0.07935477486191454,0.00931753693216082,47537.90089930078,0.07230417853312199,0.06935771464428517,0.309912113407532,0.026001922068618375,2.220446049250313e-16,0.0597686599662574,-0.05045112303409658,0.018745582248615115,0.0003312985231101939,0.448225890214807,7.220922988562806e-06,1.1102230246251565e-16,1.0710462918450397e-17,6,9,138.31969834677875,10,10.861412607133389,0.31622776601683794,2.0,4,0.5,3,5,110.73404104619163,4527.705276596872,10.523024329829882,67.28822539342876,221.46807365331804,0.00465876846608041,13.66785442829132,65.4850264173001,0.08774941973388195,9.365515587851405,True,624,624,100,0,100,18.08488269143028,18.310421319412292,24.365850860958787,29.81069119921595,0.9988376435281993
