arm,batch,candidate,gates,state,selected,scope,score_reused,metric,n,count,percent,strict_count,strict_percent,token_correct,token_count,ties,new_nll_mean,new_nll_p00,new_nll_p50,new_nll_p95,new_nll_p99,new_nll_p100,true_nll_mean,true_nll_p00,true_nll_p50,true_nll_p95,true_nll_p99,true_nll_p100,desired_margin_mean,desired_margin_p00,desired_margin_p50,desired_margin_p95,desired_margin_p99,desired_margin_p100,two_P_n,two_P_strict
G48,1,0,"[1.0, 0.0]",4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,NS,1000,865,86.5,160,16.0,190,1030,0,11.133724765693536,0.002092316746711731,11.104583740234375,17.2749960899353,20.17293081283569,23.542463302612305,5.526177989302028,0.0007858763565309346,5.322661638259888,12.1157244682312,14.517468338012694,18.67910385131836,5.607546776391508,-12.937066122889519,5.614887028932571,13.982353086210786,16.518053651452064,19.899939574301243,,
G48,1,1,"[0.75, 0.0]",d0e0f6974f2778d029e5a527f3567ea93d81a2a52df28a7b40a1632756a98044,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,RS,100,100,100.0,99,99.0,100,101,0,0.09955010599194793,0.0004048719711136073,0.008337431121617556,0.2111173726618288,0.8437059658766038,5.589816093444824,11.865297203063966,1.100548267364502,12.060027599334717,18.471692943572997,20.72038694381716,25.264753341674805,11.765747097072017,0.30478280782699585,12.044770766515285,18.467028481257145,20.675522487072765,25.262370685348287,,
G48,1,1,"[0.75, 0.0]",d0e0f6974f2778d029e5a527f3567ea93d81a2a52df28a7b40a1632756a98044,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,PS,200,182,91.0,99,49.5,101,202,0,2.484979989971034,0.002133714035153389,1.3305922746658325,9.4397412776947,11.497307453155516,12.293362617492676,8.674193267524242,0.827268123626709,8.831308364868164,14.25262656211853,17.552613983154295,18.014938354492188,6.1892132775532085,-7.807255744934082,6.548082415014505,13.713355295499785,17.354427700117228,18.00631414167583,100,30
G48,1,1,"[0.75, 0.0]",d0e0f6974f2778d029e5a527f3567ea93d81a2a52df28a7b40a1632756a98044,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,NS,1000,876,87.6,164,16.4,194,1030,0,11.293109477121384,0.031302571296691895,11.31584882736206,17.411191558837885,20.385322647094725,23.651256561279297,5.500485660595645,0.0007905219099484384,5.277916669845581,12.084319448471067,14.464653158187865,18.959606170654297,5.792623816525738,-7.543278932571411,5.706618428230286,14.100428634881972,16.771605439679696,19.895294852554798,,
G48,1,2,"[0.75, 0.5]",8a40a06a936e65f27bb0a87138dc26cd34e5bcbcecac522a399e390504729a1a,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,RS,100,100,100.0,100,100.0,101,101,0,0.006537042994605145,6.997340824455023e-05,0.0032830527052283287,0.022015019785612818,0.046681760996580314,0.08322792500257492,14.218169317245483,6.091184616088867,13.644441604614258,22.105300331115718,28.245064907073985,30.1627197265625,14.211632274250878,6.086593573447317,13.636098116083303,22.105201436002968,28.24497248728062,30.16249385046831,,
G48,1,2,"[0.75, 0.5]",8a40a06a936e65f27bb0a87138dc26cd34e5bcbcecac522a399e390504729a1a,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,PS,200,190,95.0,121,60.5,123,202,0,1.7812997170101152,0.0015893458621576428,0.5422885119915009,6.840914320945729,11.39786184310913,12.064562797546387,9.789840279519558,0.7214204668998718,9.620587825775146,16.107540416717526,19.634705772399887,21.442779541015625,8.008540562509443,-7.473992824554443,8.15704095363617,15.631397284497499,19.620433282646104,21.439626900246367,100,39
G48,1,2,"[0.75, 0.5]",8a40a06a936e65f27bb0a87138dc26cd34e5bcbcecac522a399e390504729a1a,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,NS,1000,869,86.9,165,16.5,195,1030,0,11.27896358879283,0.03291391581296921,11.228664875030518,17.490823554992673,20.470919456481933,23.60711669921875,5.490352226950054,0.0007615765207447112,5.251994371414185,12.085640573501584,14.61983989715576,19.05070686340332,5.7886113618427775,-7.612842082977295,5.779146671295166,14.11251268982887,16.768199254870414,19.884616523981094,,
G48,1,3,"[0.75, 1.0]",c6885460bf1276cdc85f8151283ba1c12fb60f08579c12d1f8ff4ce3bf2375d2,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,RS,100,100,100.0,100,100.0,101,101,0,0.005857807467255043,3.015949550899677e-05,0.0022188823204487562,0.02318780040368437,0.0445886899158361,0.09160242974758148,14.77968563079834,6.1075005531311035,14.098622798919678,25.266669082641602,30.13799772262574,32.09341049194336,14.773827823331084,6.1029187659733,14.094328331266297,25.266432414659356,30.13793316218479,32.09326816617977,,
G48,1,3,"[0.75, 1.0]",c6885460bf1276cdc85f8151283ba1c12fb60f08579c12d1f8ff4ce3bf2375d2,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,PS,200,189,94.5,127,63.5,129,202,0,1.5987602267210606,0.00052998325554654,0.4409589618444443,6.4740785360336295,11.253283023834227,11.724984169006348,10.189521051943302,0.6531491279602051,10.188762664794922,18.107946777343745,21.689228630065912,22.73064422607422,8.590760825222242,-7.097822189331055,8.525649738498032,17.637853709142647,21.68753648243553,22.728671114426106,100,42
G48,1,3,"[0.75, 1.0]",c6885460bf1276cdc85f8151283ba1c12fb60f08579c12d1f8ff4ce3bf2375d2,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,NS,1000,863,86.3,159,15.9,189,1030,0,11.261956519898026,0.03469862416386604,11.14601755142212,17.607560062408446,20.388242301940917,23.547752380371094,5.503775331481302,0.0007431129342876375,5.216341257095337,12.187770652770995,14.768743238449096,19.11158561706543,5.758181188416725,-7.6814892292022705,5.775917232036591,14.114973151683806,16.750381817817686,19.86029490828514,,
G48,1,4,"[1.0, 0.5]",f5330e09122adeb0df103088d95a8668893d67095126e028a03d3ace3f556dc2,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,RS,100,100,100.0,100,100.0,101,101,0,0.001450511850271141,6.8662193370983e-05,0.0008624052279628813,0.004103514575399458,0.006732825664803407,0.010831019841134548,15.2037069272995,4.724877834320068,15.342005729675293,21.52500925064087,25.840320873260506,27.61740493774414,15.202256415449229,4.722220497671515,15.34120675662416,21.52453160981677,25.838263749894985,27.61733627555077,,
G48,1,4,"[1.0, 0.5]",f5330e09122adeb0df103088d95a8668893d67095126e028a03d3ace3f556dc2,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,PS,200,194,97.0,125,62.5,127,202,0,1.6400637370790354,0.0004923323867842555,0.3955006003379822,6.8293743610382,9.776964988708492,10.714136123657227,10.153917830586433,0.8843982219696045,10.020170211791992,17.06113195419311,19.595761165618892,21.306934356689453,8.513854093507398,-5.4145777225494385,8.348866863176227,16.832528732588976,19.59408178046811,21.0370991230011,100,44
G48,1,4,"[1.0, 0.5]",f5330e09122adeb0df103088d95a8668893d67095126e028a03d3ace3f556dc2,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,NS,1000,865,86.5,160,16.0,190,1030,0,11.133724578415743,0.002092316746711731,11.104580402374268,17.274992942810055,20.172925071716307,23.542442321777344,5.526178192298335,0.0007858763565309346,5.322659254074097,12.115729093551634,14.517472314834594,18.679100036621094,5.607546386117407,-12.937081381678581,5.614900827407837,13.98236131154117,16.51804417490959,19.899936266243458,,
G48,1,5,"[1.0, 1.0]",d42cda7ed85b9aa0a7d8a59a5e12acadf5adc39c896856b35ae7f6f2db21e148,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,RS,100,100,100.0,100,100.0,101,101,0,0.0014505154178186786,6.8662193370983e-05,0.0008624052279628813,0.004103520512580871,0.0067328268475830766,0.010831138119101524,15.203707370758057,4.724881172180176,15.342024326324463,21.525003147125243,25.840279178619394,27.617389678955078,15.202256855340238,4.72222395427525,15.34122535327333,21.524525506301142,25.838222055253873,27.617321016761707,,
G48,1,5,"[1.0, 1.0]",d42cda7ed85b9aa0a7d8a59a5e12acadf5adc39c896856b35ae7f6f2db21e148,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,PS,200,194,97.0,125,62.5,127,202,0,1.640063651036762,0.0004923323867842555,0.3955030292272568,6.829396510124198,9.776963138580317,10.714132308959961,10.153918073773385,0.8843945264816284,10.0201735496521,17.061137485504148,19.595776214599606,21.306943893432617,8.513854422736621,-5.4145814180374146,8.348858525976539,16.83252901869127,19.594096830631603,21.03711101412773,100,44
G48,1,5,"[1.0, 1.0]",d42cda7ed85b9aa0a7d8a59a5e12acadf5adc39c896856b35ae7f6f2db21e148,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,NS,1000,865,86.5,160,16.0,190,1030,0,11.133724650421879,0.002092316746711731,11.104581832885742,17.274995994567867,20.17292505264282,23.542448043823242,5.526178254672152,0.0007858763565309346,5.322654962539673,12.115729951858519,14.517476758956908,18.679096221923828,5.6075463957497265,-12.937044188380241,5.614898711442947,13.982341803051531,16.51806360542774,19.899943500757217,,
G48,5,0,"[1.0, 0.0]",a8fb926edac17f60a94fb5fead7fa14f2fe23071d3282543c84543b330144c44,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,RS,100,100,100.0,100,100.0,101,101,0,0.0012739263128241874,5.4834770708112046e-05,0.0009120714094024152,0.002648128895089029,0.008135898020118482,0.009602075442671776,15.072646436691285,7.472559928894043,14.826050758361816,21.134643173217775,23.647159900665294,25.503366470336914,15.07137251037846,7.471105560776778,14.825689977529692,21.13445582315835,23.64641492080148,25.5030381026736,,
G48,5,0,"[1.0, 0.0]",a8fb926edac17f60a94fb5fead7fa14f2fe23071d3282543c84543b330144c44,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,PS,200,196,98.0,132,66.0,134,202,0,1.5851182762547977,0.00014041867689229548,0.24706996977329254,7.046124935150144,9.130985832214352,10.534135818481445,10.008659234642982,1.9816521406173706,9.782302856445312,16.904135036468503,17.880536308288566,20.802156448364258,8.423540958388184,-6.50133752822876,8.105627913028002,16.895236038276924,17.843892773213728,20.80190733197378,100,50
G48,5,0,"[1.0, 0.0]",a8fb926edac17f60a94fb5fead7fa14f2fe23071d3282543c84543b330144c44,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,NS,1000,855,85.5,241,24.1,241,1000,0,9.660377647113055,0.0476243682205677,9.317923069000244,15.850995016098022,18.68778535842895,21.03124237060547,4.864830255443347,0.0008939084364101291,4.234988689422607,11.901421642303461,15.647293558120726,18.593650817871094,4.795547391669708,-9.264924056828022,4.8299641609191895,11.912626338005063,14.96418130847625,18.54924499988556,,
G48,5,1,"[0.75, 0.0]",91dffc19badc0fb8ece878a6c2be4d3415dc21dcf100d2141bf27101df76c8f4,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,RS,100,100,100.0,99,99.0,100,101,0,0.04642836831233581,0.0002369599969824776,0.0044209209736436605,0.15828862860798817,0.6602474766969753,2.0447752475738525,12.416832711696625,2.63268780708313,12.063679695129395,18.534244728088378,21.63538280487061,22.15287971496582,12.370404343384289,0.5879125595092773,12.061477813287638,18.53399156209707,21.62926664175699,22.15165106463246,,
