arm,batch,candidate,gates,state,selected,scope,score_reused,metric,n,count,percent,strict_count,strict_percent,token_correct,token_count,ties,new_nll_mean,new_nll_p00,new_nll_p50,new_nll_p95,new_nll_p99,new_nll_p100,true_nll_mean,true_nll_p00,true_nll_p50,true_nll_p95,true_nll_p99,true_nll_p100,desired_margin_mean,desired_margin_p00,desired_margin_p50,desired_margin_p95,desired_margin_p99,desired_margin_p100,two_P_n,two_P_strict
N4,1,0,[1.0],4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,RS,100,100,100.0,100,100.0,101,101,0,0.0014505088787700516,6.8662193370983e-05,0.0008624052279628813,0.004103520512580871,0.006732942759990713,0.010831019841134548,15.203706488609313,4.724857807159424,15.342006206512451,21.524964427948,25.840298042297373,27.617387771606445,15.202255979730545,4.72220047051087,15.34120729303686,21.524486787123898,25.838240918931852,27.617319109413074,,
N4,1,0,[1.0],4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,PS,200,194,97.0,125,62.5,127,202,0,1.6400640051125084,0.0004923323867842555,0.3955034166574478,6.829371380805961,9.776966915130611,10.714134216308594,10.153915958404541,0.8843942880630493,10.02016544342041,17.06114339828491,19.595753707885738,21.306928634643555,8.513851953292033,-5.414586901664734,8.348864717409015,16.832523868849965,19.594074323917734,21.037090569734573,100,44
N4,1,0,[1.0],4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,NS,1000,865,86.5,160,16.0,190,1030,0,11.133724765693536,0.002092316746711731,11.104583740234375,17.2749960899353,20.17293081283569,23.542463302612305,5.526177989302028,0.0007858763565309346,5.322661638259888,12.1157244682312,14.517468338012694,18.67910385131836,5.607546776391508,-12.937066122889519,5.614887028932571,13.982353086210786,16.518053651452064,19.899939574301243,,
N4,5,0,[1.0],11c377dadf08c0031d14c23df33cb8f4ca231f375860d5955c168d650dab1f8d,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,RS,100,100,100.0,100,100.0,101,101,0,0.0014804163601365872,6.246371776796877e-05,0.0009017691772896796,0.003393565770238638,0.0118661777116359,0.02577628381550312,15.032467918395996,8.475171089172363,15.073835372924805,21.035210037231444,23.749658298492434,24.075923919677734,15.03098750203586,8.473348967381753,15.073225279396866,21.03472540226212,23.74839889068273,24.075285281054676,,
N4,5,0,[1.0],11c377dadf08c0031d14c23df33cb8f4ca231f375860d5955c168d650dab1f8d,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,PS,200,193,96.5,125,62.5,127,202,0,1.663769121098303,0.0001515035255579278,0.49562908709049225,7.151304912567137,8.62582192420959,9.075210571289062,9.715006547868251,0.9602039456367493,9.79620361328125,16.317923641204832,18.426333961486808,19.836856842041016,8.05123742676995,-6.43320631980896,8.022066801786423,15.780968407168983,18.421175571812775,19.836651584715582,100,46
N4,5,0,[1.0],11c377dadf08c0031d14c23df33cb8f4ca231f375860d5955c168d650dab1f8d,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,NS,1000,859,85.9,239,23.9,239,1000,0,9.600272670432926,0.03231622651219368,9.373302936553955,15.916757440567016,18.443184967041013,20.924781799316406,4.844892238036846,0.0008897398365661502,4.160866737365723,11.78559718132019,15.544155197143555,18.328392028808594,4.7553804323960795,-9.786375027149916,4.7813040018081665,11.758019083738326,14.856067585712296,18.880943179130554,,
N4,10,0,[1.0],500b296295606bba7296e25bb1fb617a372e1719a7dec19b384d7b4f7bd0aeaf,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,RS,100,99,99.0,99,99.0,100,101,0,0.021543193214311033,3.218599158572033e-05,0.001082549395505339,0.006553407479077575,0.03876571267844249,1.9790524244308472,14.612677458226681,0.39114078879356384,14.389101505279541,21.33440532684326,23.688784904479984,24.54429817199707,14.59113426501237,-1.5879116356372833,14.386845032306155,21.333967620806654,23.68857861190671,24.54351741762366,,
N4,10,0,[1.0],500b296295606bba7296e25bb1fb617a372e1719a7dec19b384d7b4f7bd0aeaf,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,PS,200,195,97.5,128,64.0,130,202,0,1.4493373572420387,0.00014602071314584464,0.2584042251110077,6.234875297546384,8.071067314147948,12.167213439941406,10.10872696697712,1.3149549961090088,9.928400993347168,16.19660558700561,19.416929168701156,22.519529342651367,8.659389609735081,-2.3941850662231445,8.75773886591196,16.18814634386217,19.415740285316698,22.51938332193822,100,47
N4,10,0,[1.0],500b296295606bba7296e25bb1fb617a372e1719a7dec19b384d7b4f7bd0aeaf,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,NS,1000,810,81.0,195,19.5,195,1000,0,9.236882242679595,0.07852734625339508,9.223390579223633,15.623628711700437,18.34307466506958,19.548545837402344,5.191554243872408,0.004627115558832884,4.640138149261475,12.31676950454712,14.347827205657955,19.87862205505371,4.045327998807188,-13.55238689482212,4.183390378952026,11.793802118301391,14.8434394261986,17.79045979678631,,
F48,1,0,"[1.0, 0.0]",4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,RS,100,100,100.0,100,100.0,101,101,0,0.0014505088787700516,6.8662193370983e-05,0.0008624052279628813,0.004103520512580871,0.006732942759990713,0.010831019841134548,15.203706488609313,4.724857807159424,15.342006206512451,21.524964427948,25.840298042297373,27.617387771606445,15.202255979730545,4.72220047051087,15.34120729303686,21.524486787123898,25.838240918931852,27.617319109413074,,
F48,1,0,"[1.0, 0.0]",4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,PS,200,194,97.0,125,62.5,127,202,0,1.6400640051125084,0.0004923323867842555,0.3955034166574478,6.829371380805961,9.776966915130611,10.714134216308594,10.153915958404541,0.8843942880630493,10.02016544342041,17.06114339828491,19.595753707885738,21.306928634643555,8.513851953292033,-5.414586901664734,8.348864717409015,16.832523868849965,19.594074323917734,21.037090569734573,100,44
F48,1,0,"[1.0, 0.0]",4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,NS,1000,865,86.5,160,16.0,190,1030,0,11.133724765693536,0.002092316746711731,11.104583740234375,17.2749960899353,20.17293081283569,23.542463302612305,5.526177989302028,0.0007858763565309346,5.322661638259888,12.1157244682312,14.517468338012694,18.67910385131836,5.607546776391508,-12.937066122889519,5.614887028932571,13.982353086210786,16.518053651452064,19.899939574301243,,
F48,1,1,"[0.75, 0.5]",8a40a06a936e65f27bb0a87138dc26cd34e5bcbcecac522a399e390504729a1a,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,RS,100,100,100.0,100,100.0,101,101,0,0.006537042994605145,6.997340824455023e-05,0.0032830527052283287,0.022015019785612818,0.046681760996580314,0.08322792500257492,14.218169317245483,6.091184616088867,13.644441604614258,22.105300331115718,28.245064907073985,30.1627197265625,14.211632274250878,6.086593573447317,13.636098116083303,22.105201436002968,28.24497248728062,30.16249385046831,,
F48,1,1,"[0.75, 0.5]",8a40a06a936e65f27bb0a87138dc26cd34e5bcbcecac522a399e390504729a1a,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,PS,200,190,95.0,121,60.5,123,202,0,1.7812997170101152,0.0015893458621576428,0.5422885119915009,6.840914320945729,11.39786184310913,12.064562797546387,9.789840279519558,0.7214204668998718,9.620587825775146,16.107540416717526,19.634705772399887,21.442779541015625,8.008540562509443,-7.473992824554443,8.15704095363617,15.631397284497499,19.620433282646104,21.439626900246367,100,39
F48,1,1,"[0.75, 0.5]",8a40a06a936e65f27bb0a87138dc26cd34e5bcbcecac522a399e390504729a1a,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,NS,1000,869,86.9,165,16.5,195,1030,0,11.27896358879283,0.03291391581296921,11.228664875030518,17.490823554992673,20.470919456481933,23.60711669921875,5.490352226950054,0.0007615765207447112,5.251994371414185,12.085640573501584,14.61983989715576,19.05070686340332,5.7886113618427775,-7.612842082977295,5.779146671295166,14.11251268982887,16.768199254870414,19.884616523981094,,
F48,5,0,"[1.0, 0.0]",64c557816f09cd0fe9219d8befcc126a4755e4ece7233143426846e2fc9af848,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,RS,100,100,100.0,100,100.0,101,101,0,0.0016187300861929543,4.708655978902243e-05,0.0009850774076767266,0.0037598078488372253,0.017840468399226688,0.02198665961623192,15.142245497703552,6.355154514312744,14.720869541168213,22.16228666305542,23.333200016021735,24.38209342956543,15.14062676761736,6.333167854696512,14.719744024332613,22.162138532890275,23.332424034694565,24.381200354837347,,
F48,5,0,"[1.0, 0.0]",64c557816f09cd0fe9219d8befcc126a4755e4ece7233143426846e2fc9af848,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,PS,200,195,97.5,137,68.5,139,202,0,1.5443150437039004,0.0001419681793777272,0.28834469616413116,7.0540230274200395,9.545814495086658,11.196622848510742,10.301268153190613,1.4393064975738525,10.321081161499023,17.607044029235833,19.830442485809325,22.359302520751953,8.756953109486712,-7.585058212280273,8.79410691477824,16.700346379901745,19.741301360744984,22.359160552572575,100,54
F48,5,0,"[1.0, 0.0]",64c557816f09cd0fe9219d8befcc126a4755e4ece7233143426846e2fc9af848,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,NS,1000,854,85.4,234,23.4,234,1000,0,9.823289883676916,0.04869156703352928,9.527987480163574,16.1867579460144,19.164627552032467,21.17499351501465,4.871056963111157,0.0010894560255110264,4.265941143035889,11.929542636871336,15.633671894073482,18.679479598999023,4.952232920565759,-10.993321601301432,4.9852166175842285,12.091998553276062,15.367041453123091,19.02814209461212,,
F48,5,1,"[0.75, 0.5]",2432b5e33efa612f1e789727d91c297e6d0dd0d49041ca9f9180f241250e5cba,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,RS,100,100,100.0,100,100.0,101,101,0,0.00753048229678825,3.8742269680369645e-05,0.004011616110801697,0.027072864770889275,0.042662596069276415,0.05844607949256897,13.420121002197266,4.894031047821045,13.210172653198242,20.69578437805176,21.393827571868897,21.689355850219727,13.412590519900478,4.8604795671999454,13.205155999399722,20.685658731259174,21.388481111666188,21.686809446662664,,
F48,5,1,"[0.75, 0.5]",2432b5e33efa612f1e789727d91c297e6d0dd0d49041ca9f9180f241250e5cba,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,PS,200,187,93.5,121,60.5,123,202,0,1.8204707684704773,0.00016759421851020306,0.61798095703125,7.720265865325922,9.7843298625946,11.426520347595215,9.347886459380389,0.4279994070529938,9.193910121917725,15.857678461074828,18.46011861801146,20.191682815551758,7.527415690909911,-7.837727069854736,7.5138983726501465,15.386938925320276,17.505049112159735,20.187758288811892,100,44
F48,5,1,"[0.75, 0.5]",2432b5e33efa612f1e789727d91c297e6d0dd0d49041ca9f9180f241250e5cba,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,NS,1000,865,86.5,243,24.3,243,1000,0,9.924748304642737,0.0930638387799263,9.716509819030762,16.359742259979246,19.293734607696532,21.352367401123047,4.848978105859249,0.0009814451914280653,4.216780424118042,11.936444139480583,16.15695947647095,21.968584060668945,5.075770198783488,-8.815311431884766,5.3261489123106,12.167762208171188,15.33786633630283,19.123034954071045,,
F48,10,0,"[1.0, 0.0]",b2c08c1bac9274bfa0d9939b364798f2945c8abf1b6057e1e0e7e4b691098ca2,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,RS,100,100,100.0,100,100.0,101,101,0,0.004579021212521184,4.60137271147687e-05,0.000873242097441107,0.005476978607475739,0.026650764346124105,0.29071205854415894,14.810542249679566,7.499882221221924,14.779566764831543,22.8272084236145,23.688861713409423,23.71282958984375,14.805963228467045,7.209170162677765,14.778596693096915,22.826974747234637,23.688475468994874,23.712612294912105,,
F48,10,0,"[1.0, 0.0]",b2c08c1bac9274bfa0d9939b364798f2945c8abf1b6057e1e0e7e4b691098ca2,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,PS,200,198,99.0,134,67.0,136,202,0,1.4157927178635874,0.00010775939153973013,0.3042006641626358,6.129433131217946,8.301638622283935,9.036886215209961,10.523276463747024,2.930264711380005,10.552932262420654,17.089067077636717,20.39491413116454,21.583253860473633,9.107483745883437,-2.6229395866394043,8.997901402413845,16.618865384208032,20.391327810176872,21.579572785412893,100,49
F48,10,0,"[1.0, 0.0]",b2c08c1bac9274bfa0d9939b364798f2945c8abf1b6057e1e0e7e4b691098ca2,False,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,False,NS,1000,826,82.6,194,19.4,194,1000,0,9.733011329308152,0.1125250905752182,9.735190391540527,16.48841781616211,19.287232608795165,21.476398468017578,5.121424992802553,0.0032162151765078306,4.358119964599609,12.278864383697504,14.928485403060913,22.670438766479492,4.611586336505599,-11.99981439113617,4.693221807479858,12.440771412849422,15.794841234032065,19.757553556934,,
F48,10,1,"[0.75, 0.5]",076e40bfbd94622e64feee847f361dbf759588ad614727510f92636c658265df,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,RS,100,100,100.0,100,100.0,101,101,0,0.007995562005853572,4.8636207793606445e-05,0.0032485340489074588,0.027628120034933083,0.04116913199424766,0.08466020971536636,13.177043209075928,4.168083667755127,12.537061214447021,22.386855030059813,24.511638679504397,24.728227615356445,13.169047647070075,4.14141265116632,12.531321638030931,22.3860233971267,24.509657681005777,24.727927491418086,,
F48,10,1,"[0.75, 0.5]",076e40bfbd94622e64feee847f361dbf759588ad614727510f92636c658265df,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,PS,200,196,98.0,127,63.5,129,202,0,1.5368174022604943,0.0011263700434938073,0.4284777343273163,6.127088737487788,9.063064422607416,9.689764022827148,9.649285638332367,1.7150392532348633,9.446980953216553,16.80872869491577,19.33871707916259,20.624845504760742,8.112468236071873,-4.6911187171936035,7.94403238222003,16.2920774991624,19.31012098477221,20.618642890360206,100,44
F48,10,1,"[0.75, 0.5]",076e40bfbd94622e64feee847f361dbf759588ad614727510f92636c658265df,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,NS,1000,833,83.3,197,19.7,197,1000,0,9.771699371807276,0.10936512053012848,9.75342082977295,16.499330043792718,19.482311401367184,21.465349197387695,5.093572422437836,0.003125071059912443,4.440081596374512,12.322910118103026,14.969879169464111,22.694963455200195,4.6781269493694415,-11.724252089858055,4.87520170211792,12.461240193247786,15.988406109008938,19.86210094206035,,
G48,1,0,"[1.0, 0.0]",4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,RS,100,100,100.0,100,100.0,101,101,0,0.0014505088787700516,6.8662193370983e-05,0.0008624052279628813,0.004103520512580871,0.006732942759990713,0.010831019841134548,15.203706488609313,4.724857807159424,15.342006206512451,21.524964427948,25.840298042297373,27.617387771606445,15.202255979730545,4.72220047051087,15.34120729303686,21.524486787123898,25.838240918931852,27.617319109413074,,
G48,1,0,"[1.0, 0.0]",4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,True,ACTUAL_COMPLETED_SAME_ENTRY_NOT_CHAIN,True,PS,200,194,97.0,125,62.5,127,202,0,1.6400640051125084,0.0004923323867842555,0.3955034166574478,6.829371380805961,9.776966915130611,10.714134216308594,10.153915958404541,0.8843942880630493,10.02016544342041,17.06114339828491,19.595753707885738,21.306928634643555,8.513851953292033,-5.414586901664734,8.348864717409015,16.832523868849965,19.594074323917734,21.037090569734573,100,44
