arm,batch,candidate,gates,state,phase,own_n4,selected,E,canonical_E,H,B,delta_E,delta_B,delta_H,strict,past_strict,strict_lost,pair_lost,past_strict_lost,feasible,reasons,support,gate_support,active_layers,action_norm
G48,9,4,"[1.0, 0.5]",e06e3293d69653e7418cd946816bd6956351fd5384254244cdf1bcd23b818576,search,False,False,0.002272246908105444,0.0022513963435903863,0.005517714322877509,0.017628691084610182,-0.000636411826926633,6.651694093307015e-07,-2.26400238716451e-05,100,64,0,0,0,True,,2,2,"[4, 8]",8.651663267633653
G48,9,5,"[1.0, 1.0]",151126fd948ec1814bb08eb711d07e31957868525d867802fb1c2ed4a7147350,search,False,False,0.0022132396883534967,0.0022378135475082674,0.005496173031815488,0.017649270853326016,-0.0006954190466785803,2.124493812516448e-05,-4.4181314933666727e-05,100,64,0,0,0,True,,2,2,"[4, 8]",8.803054608158412
G48,10,0,"[1.0, 0.0]",4e5d97b0fbd032ba5bdc94ec42770f19493fd629fa442c2b3f5dc8faef291ba7,baseline,True,False,0.016720298432337587,0.001984318501090456,0.005067608776926136,0.01986880016647774,0.0,0.0,0.0,100,64,0,0,0,True,,1,1,[4],8.561403920673103
G48,10,1,"[0.75, 0.0]",212e71a259a2735eb72c5304ad9ef5e41259ff9d464aed7ebc45e544b2df39c3,search,False,False,0.10046453074435703,0.05205718740035081,0.005050123250839533,0.01902699991251211,0.08374423231201944,-0.00084180025396563,-1.7485526086602476e-05,99,64,1,0,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS,1,1,[4],6.4210529404516485
G48,10,2,"[0.75, 0.5]",fa432c8253532b60ab09588317df6b37786bce5776660ff33ea747a9fdae0e75,search,False,True,0.009900057791237487,0.006710682696011645,0.004858339961174352,0.01911654221567005,-0.0068202406411001,-0.0007522579508076888,-0.00020926881575178413,100,64,0,0,0,True,,2,2,"[4, 8]",6.89460920496333
G48,10,3,"[0.75, 1.0]",c2ddef2c9a5616c7980ff8faa7535e9d6527daa8694dbd7bde2df2782c34e3ec,search,False,False,0.008908685294118186,0.006521698548003769,0.0047101936181661586,0.019359443614575866,-0.0078116131382194014,-0.0005093565519018739,-0.0003574151587599772,100,64,0,0,0,True,,2,2,"[4, 8]",8.1518575663056
G48,10,4,"[1.0, 0.5]",e7bb891e1619c7e92e33e36d06e8085232cf9e19d82c411921f1bd00eb9812da,search,False,False,0.0026510031291400084,0.0013607121147651924,0.005040578420675956,0.019896600934316666,-0.014069295303197579,2.7800767838925822e-05,-2.7030356250179466e-05,100,64,0,0,0,True,,2,2,"[4, 8]",8.713979549010148
G48,10,5,"[1.0, 1.0]",84613b1b9744ba09e12c9e8a4db6c7b8b85a1c06ad6afd082782b71fe0f67ce1,search,False,False,0.002398131076188292,0.0013440414562501245,0.005020974719627702,0.01998801349373025,-0.014322167356149294,0.00011921332725250977,-4.663405729843362e-05,100,64,0,0,0,True,,2,2,"[4, 8]",9.156464767455306
C4,1,0,[1.0],4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,baseline,True,True,0.003404614371538628,0.0014505088787700516,,0.0017209079930182725,0.0,0.0,,100,0,0,0,0,True,,1,1,[4],7.61165279863614
C4,1,1,[0.75],d0e0f6974f2778d029e5a527f3567ea93d81a2a52df28a7b40a1632756a98044,search,False,False,0.1828003568947315,0.09955010599194793,,0.0009513358722159637,0.17939574252319287,-0.0007695721208023087,,99,0,1,0,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS,1,1,[4],5.708739598792649
C4,1,2,[0.96875],e6f35d26ec9bc9dc15e822e2e4e520b9f6f0dd9c431164681350a6d1231a4549,search,False,False,0.004848983792762738,0.0018118988873902708,,0.0016116703443458391,0.0014443694212241099,-0.00010923764867243335,,100,0,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.373788648462672
C4,1,3,[0.995],4fc603693345ea47934fb01f10422cd1e0c129cd6be43c300793622b87efae65,search,False,False,0.003573890308907721,0.0014988019636075478,,0.001703173508872169,0.00016927593736909335,-1.773448414610357e-05,,100,0,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.573594571707219
C4,2,0,[1.0],437e04c40901e8f4ce64905cf71bde5435a58f4b0f6049af34de20f2469688f6,baseline,True,True,0.026622378780157305,0.006550880679860711,0.0015802247926330892,0.0038239335715388734,0.0,0.0,0.0,100,64,0,0,0,True,,1,1,[4],7.71136987798354
C4,2,1,[0.75],531ecc56fe3b54166e9a763225d85c1e77da1d201fece430a7203f79418b6ea6,search,False,False,0.4967180401127553,0.44838731016076055,0.0015549881373999597,0.0029851111135030806,0.47009566133259795,-0.0008388224580357928,-2.5236655233129568e-05,94,64,6,5,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS;CURRENT_PAIR_IDS,1,1,[4],5.783527408650132
C4,2,2,[0.96875],463f3f10b581c66f368fcdf50ac56571281e8c73db286bf6330bfe0048b40a5e,search,False,False,0.04410813821479678,0.014489838465087813,0.0015764824729558313,0.0037070629036861646,0.017485759434639477,-0.00011687066785270872,-3.7423196772579104e-06,100,64,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.470389569240253
C4,2,3,[0.995],e16779ea9509d7fbed5d1779e83578c368d0183942f9e857369b7856427f05c6,search,False,False,0.02898726059385808,0.007402496106806211,0.0015796277477875265,0.0038049924780807487,0.002364881813700776,-1.894109345812467e-05,-5.970448455627775e-07,100,64,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.672813065427563
C4,3,0,[1.0],0ab7f2d71cb554e64ac40870d7303d639d61dd23f53852989b7a82718a816b23,baseline,True,True,0.0026307728864776434,0.0016508737414551433,0.012278749113193044,0.006022348446322212,0.0,0.0,0.0,100,64,0,0,0,True,,1,1,[4],7.8385920077260876
C4,3,1,[0.75],2cfa8771b4e6650ebc6112059b81c7e92cf90329f286634cef71923ad3cec1ca,search,False,False,0.10645206830929965,0.09123932373353455,0.010571188948460986,0.00519834486271975,0.10382129542282201,-0.0008240035836024617,-0.0017075601647320582,98,64,2,1,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS;CURRENT_PAIR_IDS,1,1,[4],5.878944005820725
C4,3,2,[0.96875],94b4d3a60ef7cbe9835abf622d167a4ab5ec2f9de3ea79d963374f8f3434f8a4,search,False,False,0.003401256900979206,0.0022601920554188837,0.012048206132362793,0.005908326365670291,0.0007704840145015624,-0.00011402208065192099,-0.0002305429808302506,100,64,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.593636008030574
C4,3,3,[0.995],e95113b1ffdaed6da488d8505e69fc8ea27e339184f9760828a2990848d9a212,search,False,False,0.0027315271267434583,0.0017249856575472222,0.012241328811569474,0.006003898011840647,0.00010075424026581483,-1.8450434481565026e-05,-3.7420301623569685e-05,100,64,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.7993990850587185
C4,4,0,[1.0],4bc99335fdbec2c6981eb7abaa80fece31c4964e836c13187276771c6f63747c,baseline,True,True,0.003918482569279149,0.0013220222789095714,0.024522713774786098,0.008421741996926357,0.0,0.0,0.0,100,63,0,0,0,True,,1,1,[4],7.8014973235883645
C4,4,1,[0.75],e5b38cae60d82f3693d5ef1f5bab60f9d98fce035d08fca381f4c08dc2e06317,search,False,False,0.12540269631892442,0.08620003279313096,0.020648353500405392,0.007535828701293212,0.12148421374964527,-0.000885913295633145,-0.003874360274380706,98,63,2,1,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS;CURRENT_PAIR_IDS,1,1,[4],5.851122993048884
C4,4,2,[0.96875],61c068b497f1f1f7ee794f92657cb6a45167ab91710b99e50f5432909a39948a,search,False,False,0.006232315443630796,0.0016682238400244386,0.024009895506765133,0.008299870146174726,0.0023138328743516467,-0.00012187185075163143,-0.0005128182680209648,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.557700531320172
C4,4,3,[0.995],47b947888a636a0f49e76881687782df4bd5cd1781d262eee1caf1aaf9a06f62,search,False,False,0.004201029131072573,0.0013661012204102007,0.02444011562192827,0.008402041453791753,0.0002825465617934241,-1.970054313460423e-05,-8.259815285782679e-05,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.762489874467703
C4,5,0,[1.0],11c377dadf08c0031d14c23df33cb8f4ca231f375860d5955c168d650dab1f8d,baseline,True,True,0.012849908573552966,0.0014804163601365872,0.032335318147602266,0.010314425840761032,0.0,0.0,0.0,100,63,0,0,0,True,,1,1,[4],7.824510436564866
C4,5,1,[0.75],492c8d6572e2ea23098d3e2193a684a7637eb2b4f349b12716abfe978198374c,search,False,False,0.10517381062352797,0.06947402105222863,0.029327693080063,0.009591493141215324,0.09232390204997501,-0.0007229326995457086,-0.0030076250675392657,99,63,1,1,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS;CURRENT_PAIR_IDS,1,1,[4],5.868382827260223
C4,5,2,[0.96875],d8c135a3d9121984c5193230a9235872308ed2725e5eb5930c1c1d26772e1a65,search,False,False,0.016690204302576603,0.0020409024603577565,0.03191555670753132,0.010214808573891787,0.003840295729023637,-9.961726686924521e-05,-0.0004197614400709426,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.57999448541956
C4,5,3,[0.995],e72f2eb50520d27f8f3dbd2f1ee19d92aaa08f827271cc10cd0aa2e7a1d40036,search,False,False,0.013392259958927753,0.001549618210628978,0.03226763641544039,0.01029832003860065,0.0005423513853747876,-1.6105802160382154e-05,-6.768173216187279e-05,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.785387921773269
C4,6,0,[1.0],eb403457592057052dc1a4c98996ff086ac4b0d9e3a70ff01cf0f8fb6ba9f16d,baseline,True,False,0.0024117284012027083,0.0011558585344755557,0.03278846723253537,0.012474029073018755,0.0,0.0,0.0,100,63,0,0,0,True,,1,1,[4],8.213161757253289
C4,6,1,[0.75],1e4102556c93c8ae3a5bbfae3743f5738fd76ab8a348e13b5f41f639c54f32e8,search,False,False,0.057277073515579105,0.05448866881939466,0.0324568354466237,0.01163881422871782,0.05486534511437639,-0.0008352148443009355,-0.000331631785911668,99,63,1,1,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS;CURRENT_PAIR_IDS,1,1,[4],6.159871318007871
C4,6,2,[0.96875],44ce3f3566b4dff611a8d1c447953f78b52f2622d4ea23196312aea33a6386f5,search,False,False,0.0029253891299595124,0.0014724485530314268,0.03274234283321675,0.012358917777419265,0.000513660728756804,-0.0001151112955994904,-4.612439931861445e-05,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.956500452377151
C4,6,3,[0.9939162177969818],0722f68247ebaef32e2839cf372eb8eb25f28e75004560341f60d395b193f54a,search,False,True,0.0024970080226194113,0.0012055480008712038,0.032779816351308,0.012451382564449887,8.527962141670299e-05,-2.264650856886874e-05,-8.65088122736779e-06,100,63,0,0,0,True,,1,1,[4],8.163194634480131
C4,7,0,[1.0],b0a1306b85fd5631b3c4823e7a5027934d8996039390a233966707965e3664ff,baseline,True,True,0.0047010132789728236,0.002189280205857358,0.03576544995473796,0.014926503998140106,0.0,0.0,0.0,100,63,0,0,0,True,,1,1,[4],8.210925114217638
C4,7,1,[0.75],24d58d29d14ce31c4642b841185bad1cf244f6a614195a5a73b785b5bf4c2046,search,False,False,0.04499670179851819,0.027235347229870966,0.034557321857846546,0.013991753804475593,0.04029568851954537,-0.0009347501936645131,-0.0012081280968914143,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],6.158193835822653
C4,7,2,[0.96875],b47343179aeccfbc932f8ad20d88f6a7ae018a7175d9b28cb0c0fcc399ded538,search,False,False,0.0055061158331227485,0.0026814424016811246,0.035592810730236124,0.014796297664361191,0.000805102554149925,-0.000130206333778915,-0.000172639224501836,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.954333704298047
C4,7,3,[0.995],83e267d7fc9f01d8754932f5962663ad180c10395be962c2ace888c733860e73,search,False,False,0.004816393091750797,0.0022578166721268643,0.03573799990238058,0.014905402458680328,0.00011537981277797305,-2.1101539459777996e-05,-2.7450052357380628e-05,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],8.16987052788126
C4,8,0,[1.0],08234ed2a8ee33347f40bc60672b5db9b7bc1d7dae8cd489f98dace255d70200,baseline,True,False,0.001936274957843125,0.0012025504499979434,0.04524369391094751,0.01682424387036008,0.0,0.0,0.0,100,63,0,0,0,True,,1,1,[4],8.134917084745185
C4,8,1,[0.75],1448e8ed9bfbcb7ff6d44dba46529d90faf8ff39618cfb87cb5050092d7db935,search,False,False,0.03330310893128626,0.029618912087535136,0.04272516307287333,0.015972871789017518,0.031366833973443135,-0.0008513720813425607,-0.0025185308380741844,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],6.101187813487458
C4,8,2,[0.96875],970be80bd54cb5c87bd44081d7f8e2ccd4b67bdc5c78980cf2a98a4263ba93fd,search,False,False,0.002355364111426752,0.0014748359153600177,0.04490819031980209,0.016708885625121184,0.00041908915358362703,-0.0001153582452388946,-0.00033550359114542516,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],7.880700925672893
C4,8,3,[0.992543352713192],14da1503f827480a3524e9e1a3cae7d3ed2b96c80a8ab9e4b11653f1b60b5fca,search,False,True,0.002022530075046234,0.0012572311196163354,0.0451630177080915,0.016796476810668537,8.62551172031089e-05,-2.7767059691541363e-05,-8.067620285601151e-05,100,63,0,0,0,True,,1,1,[4],8.074257771408794
C4,9,0,[1.0],22804371f1bb10405e4f1058bf484f2a3d0b85daa2cd339dd982d01b35ac3761,baseline,True,True,0.007290072553005302,0.006298915941697487,0.05580059866713327,0.018920294328381715,0.0,0.0,0.0,100,63,0,0,0,True,,1,1,[4],8.629736989456719
C4,9,1,[0.75],80d0b51281733f4ac801612ce776b64c1118c5640cf78d0d8126f30233dcb19f,search,False,False,0.06881565653835424,0.09467907773389016,0.052766500713914866,0.018081778287978523,0.061525583985348936,-0.0008385160404031922,-0.0030340979532184065,98,63,2,0,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS,1,1,[4],6.472302741989444
C4,9,2,[0.96875],c3748ea1da45d84cd4d43907c9c655fb3f94b362ca79034d03651ca75dfd06b4,search,False,False,0.010269764391123317,0.009876287957340538,0.055408901710734426,0.01880309767966537,0.0029796918381180147,-0.0001171966487163445,-0.00039169695639884594,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],8.360057708171775
C4,9,3,[0.995],544842c0b888e3fb4b1b2ea2a1d580109e0f024f06c841e42f622f15ec41c49f,search,False,False,0.007697574129124405,0.006755559432967857,0.05573756691944709,0.01890128477316466,0.00040750157611910316,-1.9009555217053276e-05,-6.303174768618192e-05,100,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],8.586588345273558
C4,10,0,[1.0],9f702f543a51e3017c42c9eb2d280913d2c321002e0c0d8752dc50274ca85cb7,baseline,True,True,0.02429452766533359,0.029236669142446773,0.043510414894853966,0.02138809947791742,0.0,0.0,0.0,99,63,0,0,0,True,,1,1,[4],8.594852788857512
C4,10,1,[0.75],2a48e6d7863d45a44c6df409bb796d5bbf72ae2a8942a281f525a893959ab1a2,search,False,False,0.12166098463116214,0.09052400079504878,0.046191441879955164,0.020431372327038844,0.09736645696582855,-0.000956727150878578,0.002681026985101198,99,63,0,0,0,False,CURRENT_TRAINING_MEAN;PAST_MEAN,1,1,[4],6.446139591478896
C4,10,2,[0.96875],01e61ccb741aacd5e3835dd3d6c0ba12a8cfd7b503656475e5efb5981f00e616,search,False,False,0.02914784853346646,0.03252876439812098,0.04383338466277564,0.021255063006265118,0.004853320868132869,-0.0001330364716523036,0.000322969767921677,99,63,0,0,0,False,CURRENT_TRAINING_MEAN;PAST_MEAN,1,1,[4],8.326263639155586
C4,10,3,[0.995],8c0a8fcd6a72aed23bb06fe17378ce8143c775300b2ec09729ed1ae6a08c2ed7,search,False,False,0.02500658968667267,0.029754766992373335,0.043561654536006245,0.02136655957019684,0.0007120620213390792,-2.153990772058023e-05,5.1239641152278637e-05,99,63,0,0,0,False,CURRENT_TRAINING_MEAN,1,1,[4],8.551878565609126
C48,1,0,"[1.0, 0.0]",4c6fae40832b470ed17c387d746e4243c25a9116f6227514df9cd458f6beb42f,baseline,True,True,0.003404614371538628,0.0014505088787700516,,0.0017209079930182725,0.0,0.0,,100,0,0,0,0,True,,1,1,[4],7.61165279863614
C48,1,1,"[1.0, 1.0]",d42cda7ed85b9aa0a7d8a59a5e12acadf5adc39c896856b35ae7f6f2db21e148,search,False,False,0.003404612121521495,0.0014505154178186786,,0.001720909260342296,-2.2500171326794716e-09,1.2673240235017147e-09,,100,0,0,0,0,True,,2,2,"[4, 8]",7.6116527988356335
C48,1,2,"[0.75, 1.0]",c6885460bf1276cdc85f8151283ba1c12fb60f08579c12d1f8ff4ce3bf2375d2,search,False,False,0.010280911758527508,0.005857807467255043,,0.002032699220990253,0.00687629738698888,0.00031179122797198033,,100,0,0,0,0,False,CURRENT_TRAINING_MEAN,2,2,"[4, 8]",9.344629620479056
C48,1,3,"[1.0, 0.75]",312f287ad211ee37ed93f84ab4c2337d5db9fbfa1b7c91d302659e96c0f4ecac,search,False,False,0.0034046100603882224,0.0014505219469720032,,0.0017209070988997155,-4.311150405417186e-09,-8.941185569710797e-10,,100,0,0,0,0,True,,2,2,"[4, 8]",7.6116527987489375
C48,1,4,"[1.0, 0.5]",f5330e09122adeb0df103088d95a8668893d67095126e028a03d3ace3f556dc2,search,False,False,0.003404619010980241,0.001450511850271141,,0.0017209020643065287,4.639441613003836e-09,-5.928711743763415e-09,,100,0,0,0,0,True,,2,2,"[4, 8]",7.611652798686378
C48,1,5,"[1.0, 0.25]",3b1bd1021c1071ce9d8ead7f52c4575e722d3211a149331803090dc866012bfd,search,False,False,0.00340460902400082,0.0014505130330508108,,0.0017209056933324973,-5.347537807964126e-09,-2.2996857751422795e-09,,100,0,0,0,0,True,,2,2,"[4, 8]",7.611652798648798
C48,1,6,"[0.7698836683532065, 0.4022939412860034]",68372812021c01ab4a33afdc48da4eb0ae7092390bd77e3132496a5c98f77f85,search,False,False,0.012715495180455037,0.006138457197812386,,0.001161539673319112,0.009310880808916408,-0.0005593683196991606,,100,0,0,0,0,False,CURRENT_TRAINING_MEAN,2,2,"[4, 8]",6.470044604463035
C48,1,7,"[0.5337811755814464, 0.3201014056944975]",19d6154e44600ec285d6f8b1bdfb8dff8e02074a3fa3144f2ba2bfe783d63991,search,False,False,0.09629769753140863,0.04211874908442041,,0.0008598440664968621,0.09289308315987,-0.0008610639265214104,,99,0,1,0,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS,2,2,"[4, 8]",5.5502986801450005
C48,1,8,"[0.3958155434476347, 0.5285851804826516]",b13c124914e685dcd41ac5b90d0b92f2687c79ce97d1b7c6af93eec9c152ca3d,search,False,False,0.15999995014281013,0.07480063387021801,,0.0014482444204588774,0.1565953357712715,-0.0002726635725593951,,98,0,2,0,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS,2,2,"[4, 8]",7.065754565479363
C48,1,9,"[0.768409903016497, 0.23379172916741997]",1bf85e1444b702b4f4d019205327f29a93c944d40d09b6059a5ca20434fe86b2,search,False,False,0.016097863567993045,0.006988918362185359,,0.0010573240119242655,0.012693249196454417,-0.000663583981094007,,100,0,0,0,0,False,CURRENT_TRAINING_MEAN,2,2,"[4, 8]",6.0622714441463526
C48,1,10,"[0.6573092107342087, 0.30097486572256427]",dace6bcebe35238521c027884611b56468ef928acfede4f7dcfc44383ad42d40,search,False,False,0.023700398962537294,0.009794466894381912,,0.000946281682956851,0.020295784590998667,-0.0007746263100614215,,100,0,0,0,0,False,CURRENT_TRAINING_MEAN,2,2,"[4, 8]",5.813337631041422
C48,2,0,"[1.0, 0.0]",437e04c40901e8f4ce64905cf71bde5435a58f4b0f6049af34de20f2469688f6,baseline,True,False,0.026622378780157305,0.006550880679860711,0.0015802247926330892,0.0038239335715388734,0.0,0.0,0.0,100,64,0,0,0,True,,1,1,[4],7.71136987798354
C48,2,1,"[1.0, 1.0]",f0c03d45a8e59c6236cca80a3d7eea94b6ebdc7b737f93912a3fcc36ab4b7e1d,search,False,False,0.002892337050725473,0.0011377887713024393,0.0016189709101581684,0.004043129193178174,-0.02373004172943183,0.00021919562163930095,3.874611752507917e-05,100,64,0,0,0,True,,2,2,"[4, 8]",8.187894322165567
C48,2,2,"[0.75, 1.0]",d69f2d5fc2c0f90a819450cd93ddee3dfdb4b945887c37ba39cace0d76aced5a,search,False,False,0.014000525872470462,0.00688704339276228,0.0016237298762007413,0.0036032857336749657,-0.012621852907686843,-0.00022064783786390763,4.3505083567652036e-05,100,64,0,0,0,True,,2,2,"[4, 8]",7.9096717135555945
C48,2,3,"[0.75, 0.75]",bbadb66aae5b07f59c3575273c73aab02b6d54d0f4b442cd967139d5f84fdf18,search,False,False,0.0150463225589192,0.006990233537799213,0.0016004511257960985,0.0033448068306825007,-0.011576056221238105,-0.00047912674085637263,2.0226333163009258e-05,100,64,0,0,0,True,,2,2,"[4, 8]",7.058729013287062
C48,2,4,"[0.5344623828061222, 0.623336921029112]",f55764adb509fa652dc0aa7148a2cdbfd3f01bc5fe8b3df5112639fa739953a5,search,False,False,0.0889752063722699,0.00808519430744127,0.001663352697960363,0.0036652691110816704,0.062352827592112595,-0.00015866446045720295,8.312790532727377e-05,100,64,0,0,0,False,CURRENT_TRAINING_MEAN,2,2,"[4, 8]",8.245595053408728
C48,2,5,"[0.8620862917999783, 0.6946677021032912]",35b3a746aca91dd0a37fe1e6124292f03a37b1ee25f5377468a122f1a343e53c,search,False,False,0.00651113821673789,0.0031246326427935857,0.0015899452870371533,0.003513916849215093,-0.020111240563419414,-0.0003100167223237804,9.720494404064084e-06,100,64,0,0,0,True,,2,2,"[4, 8]",7.172968924756496
C48,2,6,"[0.6943691291255518, 0.7215139296190143]",c7b1dd8dba4a90ffb34de6ec4406cf885214fa21bf603304f7a610a7b265239c,search,False,False,0.013734600688476348,0.007399567306656536,0.0015748105164448134,0.0033738265728970873,-0.012887778091680957,-0.00045010699864178605,-5.414276188275835e-06,100,64,0,0,0,True,,2,2,"[4, 8]",7.722569499194905
C48,2,7,"[0.7346324768744763, 0.8105812614014143]",4fbffbbc80a41908285ab8f7fc379212883a135813c5b5bdc22034166f400039,search,False,False,0.011915749252439127,0.006018205605887488,0.0016056253946317156,0.0034468145182700027,-0.014706629527718179,-0.00037711905326887063,2.540060199862637e-05,100,64,0,0,0,True,,2,2,"[4, 8]",7.804903126646802
C48,2,8,"[0.7708012417487156, 0.7266789613929505]",88d1f520c5285628c30677ccf846b026341e44e8d8d8bafbbacb6fe04eb251ff,search,False,False,0.012244617472897517,0.006045663454897294,0.001613023196227914,0.0033171190966072572,-0.014377761307259788,-0.0005068144749316161,3.2798403594824777e-05,100,64,0,0,0,True,,2,2,"[4, 8]",7.00904697194383
C48,2,9,"[0.7971325335578455, 0.7098496544653778]",e4bdd90157593ab04a12c5bf9737efe67cd6c9745b227251356dc5bc493e809a,search,False,False,0.00928203877658234,0.004817092707071424,0.0016083588961919304,0.0033181601483533996,-0.017340340003574966,-0.0005057734231854738,2.813410355884116e-05,100,64,0,0,0,True,,2,2,"[4, 8]",7.04176123262818
C48,2,10,"[0.7537144584968246, 0.7005140165601613]",4212ef09cf7fbe2ed30b7974ea0f19c43afbf0f4f91b0235323e777f5dd8a97c,search,False,True,0.016081845402077306,0.007924130945393699,0.0016107911561675792,0.0032547404240972355,-0.010540533378079999,-0.0005691931474416378,3.056636353448994e-05,100,64,0,0,0,True,,2,2,"[4, 8]",6.822826043694378
C48,2,11,"[0.7364480568859415, 0.674467253317645]",a3a43a2698955b7678427611a9f8776f04737dfdc2a5ae51a9bfd24ab170f42a,search,False,False,0.014840685146336909,0.0060166384727381225,0.0015961843038212464,0.003272273171944562,-0.011781693633820397,-0.0005516603995943115,1.5959511188157194e-05,100,64,0,0,0,True,,2,2,"[4, 8]",7.159894145348504
C48,2,12,"[0.745081257691383, 0.6874906349389032]",ca3caf470a76594f9f47a14d7fc83d7787826487db5fd8a6eb7a81d26302e464,search,False,False,0.015558055977162439,0.0067565891044068845,0.0016181618439077283,0.003325252059653394,-0.011064322802994866,-0.0004986815118854793,3.793705127463909e-05,100,64,0,0,0,True,,2,2,"[4, 8]",7.097245721490626
C48,2,13,"[0.7472027676861955, 0.7048306169628821]",c3ae516d849a5e8b110c90460108ae8f9fa7517eee3199ddc79c736b26da580e,search,False,False,0.016175244972255313,0.007841396882322443,0.001589681654195374,0.0032838353786814878,-0.010447133807901993,-0.0005400981928573856,9.456861562284757e-06,100,64,0,0,0,True,,2,2,"[4, 8]",6.944544910293623
C48,2,14,"[0.7537144584968246, 0.0]",bc381ae97a53336b5393ad47ed4abcb68d8f549d25d191d4bc2919813a99bb5f,pruning,False,False,0.48476936242950613,0.4345987820549635,0.0015552837725181234,0.0029959804478494334,0.4581469836493488,-0.00082795312368944,-2.4941020114965795e-05,94,64,6,5,0,False,CURRENT_TRAINING_MEAN;CURRENT_STRICT_IDS;CURRENT_PAIR_IDS,1,1,[4],5.812170846498577
C48,3,0,"[1.0, 0.0]",4dfa10aa0da6cd85a6949ace4987c7ee64c2ec339fe7793586ab46e5773411f8,baseline,True,False,0.0033915206996607593,0.0013481772794420976,0.004481392034449527,0.005276400078855659,0.0,0.0,0.0,100,64,0,0,0,True,,1,1,[4],7.724204193583886
C48,3,1,"[1.0, 1.0]",816787857f0245a77ffc9b602692bfd6da3869027a76a8b2f9f3fb53184a6514,search,False,False,0.002784090565692168,0.0013259482946705247,0.004469686203265155,0.005298974198012729,-0.0006074301339685914,2.2574119157070527e-05,-1.1705831184372073e-05,100,64,0,0,0,True,,2,2,"[4, 8]",7.826973245124755
C48,3,2,"[0.75, 1.0]",068ba125351265644b7a183843d4397f210a4593080c4f5aeeca4b25d0f63231,search,False,False,0.012125910351751373,0.005938749493470823,0.004279188610098572,0.004648946572615387,0.008734389652090613,-0.000627453506240272,-0.00020220342435095517,100,64,0,0,0,False,CURRENT_TRAINING_MEAN,2,2,"[4, 8]",7.477448605030243
C48,3,3,"[0.75, 0.75]",c540eda2d8a9e0f972f1439d2022750c21721212313b98fff2bd211dc660fdde,search,False,False,0.012079268967499956,0.0060589000309119005,0.004313427740044062,0.004563036422609912,0.008687748267839197,-0.0007133636562457468,-0.0001679642944054649,100,64,0,0,0,False,CURRENT_TRAINING_MEAN,2,2,"[4, 8]",6.792157712985248
C48,3,4,"[0.9798240760988015, 0.7508154657794086]",7f253a87af217ce82410af5c9d7bb2c19e53a088d0be01cfc32f3eba3af6d975,search,False,True,0.0032231097560725176,0.0015915344888890104,0.0044687028371299675,0.005218734583650075,-0.00016841094358824174,-5.7665495205583284e-05,-1.2689197319559753e-05,100,64,0,0,0,True,,2,2,"[4, 8]",7.627276101581518
C48,3,5,"[0.9640637949301719, 0.5013127332543204]",5e253463e8be73383e50c723a70df517f2c9fb9a3c1a34f9a3fe484fffa5bac9,search,False,False,0.00364353786862921,0.0018828067899994494,0.004469150703698688,0.005159069659953275,0.00025201716896845056,-0.00011733041890238383,-1.2241330750839552e-05,100,64,0,0,0,False,CURRENT_TRAINING_MEAN,2,2,"[4, 8]",7.473245702151546
