arm,view,metric,n,count,percent,strict_count,strict_percent,token_correct,token_count,ties,new_nll_mean,new_nll_p00,new_nll_p50,new_nll_p95,new_nll_p99,new_nll_p100,true_nll_mean,true_nll_p00,true_nll_p50,true_nll_p95,true_nll_p99,true_nll_p100,desired_margin_mean,desired_margin_p00,desired_margin_p50,desired_margin_p95,desired_margin_p99,desired_margin_p100
N4,W10_GIVEN_W0_SUCCESS,NS,8820,7852,89.02494331065759,1757,19.92063492063492,1864,8927,0,9.474855021899732,6.723177648382261e-05,9.499608516693115,15.693432331085205,18.239562911987303,26.899677276611328,4.758170545730013,0.000660439720377326,4.290265083312988,11.332329607009884,14.021734609603882,19.924880981445312,4.716684476169719,-18.718415739414922,4.579669892787933,11.883332204446196,15.282743589691805,20.57540711760521
F48,W10_GIVEN_W0_SUCCESS,NS,8820,8168,92.6077097505669,1968,22.312925170068027,2075,8927,0,10.043569671438998,0.0004817279113922268,10.015990257263184,16.253941059112545,18.950160331726057,27.581546783447266,4.577242484858281,0.00035851728171110153,4.031248092651367,11.079206275939933,13.861089868545513,23.387771606445312,5.466327186580718,-20.220112779643387,5.342828989028931,12.694566392898558,16.034045518971975,20.39920547604561
G48,W10_GIVEN_W0_SUCCESS,NS,8820,7921,89.80725623582767,1819,20.62358276643991,1926,8927,0,9.56916996734365,3.158996332786046e-05,9.577338695526123,15.725518226623526,18.13440002441406,26.727346420288086,4.733866950741272,0.000854961050208658,4.262157917022705,11.217046260833733,14.079303932189939,20.484460830688477,4.835303016602377,-20.48442924072515,4.681532979011536,12.03654827699065,15.333787106592204,20.488699316978455
C4,W10_GIVEN_W0_SUCCESS,NS,8820,7868,89.2063492063492,1777,20.14739229024943,1884,8927,0,9.479384264136078,9.941560711013153e-05,9.499267578125,15.716332626342773,18.271569213867185,26.864877700805664,4.7422779674798,0.0008678245940245688,4.279769659042358,11.271665954589842,13.930364894866926,23.70755386352539,4.737106296656278,-17.7931862839323,4.610645771026611,11.907252567633986,15.363366715311997,20.60165812075138
C48,W10_GIVEN_W0_SUCCESS,NS,8820,8004,90.74829931972789,1914,21.700680272108844,2021,8927,0,9.697265751192345,0.00013004888023715466,9.71674633026123,15.893177556991574,18.39344871520996,25.894468307495117,4.669600681143603,0.0010191967012360692,4.194093704223633,11.165973567962647,13.99973137855529,25.39791488647461,5.027665070048743,-19.820876717567444,4.865074872970581,12.258661878108978,15.470797347184254,19.41453579068184
C45678,W10_GIVEN_W0_SUCCESS,NS,8820,7942,90.0453514739229,1868,21.179138321995463,1974,8927,0,9.580111323771586,0.00010656742961145937,9.610151290893555,15.718857812881463,18.346441745758046,26.45071029663086,4.683661317512045,0.0007257211836986244,4.194041967391968,11.180939102172848,14.146658077239984,22.490039825439453,4.896450006259541,-19.734863526406116,4.780270606279373,12.125447198748585,15.28145077228545,19.363101840019226
