arm,comparison,batch,metric,n,before,after,lost,gained,retained,both_failure,strict_lost,strict_gained,delta_pp,delta_new_nll_mean,delta_new_nll_p00,delta_new_nll_p50,delta_new_nll_p95,delta_new_nll_p99,delta_new_nll_p100,delta_true_nll_mean,delta_true_nll_p00,delta_true_nll_p50,delta_true_nll_p95,delta_true_nll_p99,delta_true_nll_p100,delta_desired_nll_mean,delta_desired_nll_p00,delta_desired_nll_p50,delta_desired_nll_p95,delta_desired_nll_p99,delta_desired_nll_p100,desired_nll_worse_count
F48,COHORT_ATWRITE_TO_W10,10,PS,200,196,196,0,0,196,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
F48,ATWRITE_TO_W10,0,NS,10000,8529,8324,295,90,8234,1381,231,185,-2.05,-0.4124459567394719,-16.17005468858406,-0.1329798698425293,0.887071275711057,2.353643617630008,17.604004383087158,0.05813794107891736,-8.464694023132324,0.0,1.5835885047912597,4.8454640407860365,19.066375255584717,0.05813794107891736,-8.464694023132324,0.0,1.5835885047912597,4.8454640407860365,19.066375255584717,4024
F48,ATWRITE_TO_W5_FIRST500,0,NS,5000,4314,4281,62,29,4252,657,60,43,-0.66,-0.23750018385034055,-9.010717868804932,-0.041689395904541016,0.47403697967529307,1.2223382520675699,17.86041498184204,-0.02404154331777245,-5.758418560028076,0.0,0.6431145906448364,2.460115191936502,14.100515365600586,-0.02404154331777245,-5.758418560028076,0.0,0.6431145906448364,2.460115191936502,14.100515365600586,1711
F48,W5_TO_W10_FIRST500,0,NS,5000,4281,4141,182,42,4099,677,138,121,-2.8,-0.4404661839665205,-15.32217527879402,-0.25891947746276855,1.0321982383728037,2.391135177612307,11.774457931518555,0.1278286678867531,-6.560289740562439,-0.02787846326828003,1.9300380587577828,5.444896426200929,18.693371891975403,0.1278286678867531,-6.560289740562439,-0.02787846326828003,1.9300380587577828,5.444896426200929,18.693371891975403,2312
F48,W0_TO_W10,0,NS,10000,8820,8324,652,156,8168,1024,466,385,-4.96,-1.2625635308831784,-17.21916314959526,-0.7779078483581543,1.5265629529952998,3.8138088226318434,14.548197746276855,-0.0679608123598795,-10.516997307538986,-0.1665940284729004,3.118360501527781,8.209883222579956,19.75338226556778,-0.0679608123598795,-10.516997307538986,-0.1665940284729004,3.118360501527781,8.209883222579956,19.75338226556778,4036
F48,COHORT_ATWRITE_TO_W10,1,NS,1000,869,849,37,17,832,114,31,30,-2.0,-0.8515128651354462,-15.022940516471863,-0.6171698570251465,1.3299293518066402,3.2565957164764368,8.503951072692871,-0.033104229464544915,-8.464694023132324,-0.1663224697113037,2.9262261390686026,6.022137550711628,12.172814846038818,-0.033104229464544915,-8.464694023132324,-0.1663224697113037,2.9262261390686026,6.022137550711628,12.172814846038818,398
F48,COHORT_ATWRITE_TO_W10,2,NS,1000,870,839,47,16,823,114,32,34,-3.1,-0.83704127226118,-13.759826883673668,-0.5909204483032227,1.2497740745544421,3.212828140258787,12.010729789733887,0.06896729640930425,-6.935690760612488,-0.10080180875957012,2.776887321472167,9.25797187618911,19.066375255584717,0.06896729640930425,-6.935690760612488,-0.10080180875957012,2.776887321472167,9.25797187618911,19.066375255584717,419
F48,COHORT_ATWRITE_TO_W10,3,NS,1000,876,839,46,9,830,115,29,28,-3.7,-0.7333486530438531,-16.17005468858406,-0.4306764602661133,1.3145859956741321,3.529225926399231,10.832481384277344,0.13003195149247768,-7.216644644737244,-0.07044529914855957,2.656621408462524,6.526240525245666,18.232412055134773,0.13003195149247768,-7.216644644737244,-0.07044529914855957,2.656621408462524,6.526240525245666,18.232412055134773,446
F48,COHORT_ATWRITE_TO_W10,4,NS,1000,834,789,51,6,783,160,34,20,-4.5,-0.47683024513619604,-11.598059482872486,-0.25969600677490234,1.1773937702178952,2.555687427520751,17.604004383087158,0.18874870531703344,-4.060629844665527,-0.0068285465240478516,2.258473777770995,6.445258391574023,18.22147562354803,0.18874870531703344,-4.060629844665527,-0.0068285465240478516,2.258473777770995,6.445258391574023,18.22147562354803,489
F48,COHORT_ATWRITE_TO_W10,5,NS,1000,865,825,43,3,822,132,43,23,-4.0,-0.4910988035076298,-10.035183310508728,-0.2655510902404785,0.962327671051025,2.4181501388549793,7.451169967651367,0.1642918990906328,-4.451386451721191,-0.010204516351222992,2.0516559511423083,5.391187508106229,15.749126330018044,0.1642918990906328,-4.451386451721191,-0.010204516351222992,2.0516559511423083,5.391187508106229,15.749126330018044,488
F48,COHORT_ATWRITE_TO_W10,6,NS,1000,812,795,28,11,784,177,13,4,-1.7,-0.2834969466663897,-10.4857759475708,-0.1578669548034668,0.8678053855895985,1.8026400470733637,7.889012813568115,0.04153464973485097,-5.4808478355407715,-0.035157158970832825,1.2391279220581046,3.8699269676208496,12.986313343048096,0.04153464973485097,-5.4808478355407715,-0.035157158970832825,1.2391279220581046,3.8699269676208496,12.986313343048096,437
F48,COHORT_ATWRITE_TO_W10,7,NS,1000,866,855,19,8,847,126,27,20,-1.1,-0.20093139919638633,-10.330211717635393,-0.1262989044189453,0.7219501256942746,2.4270151901245076,5.2428131103515625,0.0588740320969373,-4.877190113067627,-0.02428138256072998,1.1254645109176633,3.9283466747216824,10.192804098129272,0.0588740320969373,-4.877190113067627,-0.02428138256072998,1.1254645109176633,3.9283466747216824,10.192804098129272,451
F48,COHORT_ATWRITE_TO_W10,8,NS,1000,853,851,17,15,836,132,9,18,-0.2,-0.16383100558631122,-5.073054313659668,-0.08955121040344238,0.6324540138244624,1.2483568000793452,7.192532062530518,0.008957510756328701,-1.8932466506958008,-0.010982703417539597,0.7341992229223251,2.227879171371458,4.352471113204956,0.008957510756328701,-1.8932466506958008,-0.010982703417539597,0.7341992229223251,2.227879171371458,4.352471113204956,459
F48,COHORT_ATWRITE_TO_W10,9,NS,1000,851,849,7,5,844,144,13,8,-0.2,-0.0863683768613264,-6.991138458251953,-0.049686431884765625,0.43630352020263663,0.9694764065742489,4.597064018249512,-0.04692240464384668,-4.864025592803955,-0.017789363861083984,0.3822455763816833,0.9157223367691039,3.0644192695617676,-0.04692240464384668,-4.864025592803955,-0.017789363861083984,0.3822455763816833,0.9157223367691039,3.0644192695617676,437
F48,COHORT_ATWRITE_TO_W10,10,NS,1000,833,833,0,0,833,167,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
G48,ENTRY_TO_ATWRITE,1,RS,100,5,100,0,95,5,0,0,100,95.0,-11.741947663976607,-21.154502960154787,-11.793419017107226,-5.7515792839432835,-4.667549910173392,-2.6645234513271134,10.304421236305497,-1.8365840911865234,10.270754508674145,18.216490345448253,19.85252060659231,22.339219570159912,-11.741947663976607,-21.154502960154787,-11.793419017107226,-5.7515792839432835,-4.667549910173392,-2.6645234513271134,0
G48,ENTRY_TO_ATWRITE,1,PS,200,20,194,0,174,20,6,0,125,87.0,-8.544082775855204,-18.248231887817383,-8.696345213800669,-3.152500417316333,-0.3851287126541193,2.021334409713745,5.142403854662552,-5.309344291687012,4.8459391593933105,13.108900964260085,16.297880311012264,19.35306942462921,-8.544082775855204,-18.248231887817383,-8.696345213800669,-3.152500417316333,-0.3851287126541193,2.021334409713745,2
G48,ENTRY_TO_ATWRITE,1,NS,1000,886,865,24,3,862,111,19,8,-2.1,-0.569141544068465,-14.52303369063884,-0.25516557693481445,0.32981567382812477,0.8172049713134765,1.468414306640625,-0.022698554491624237,-6.3657050132751465,-0.05694982409477234,0.8387987375259395,2.7601346516609175,12.574546247720718,-0.022698554491624237,-6.3657050132751465,-0.05694982409477234,0.8387987375259395,2.7601346516609175,12.574546247720718,411
G48,ENTRY_TO_ATWRITE,2,RS,100,11,100,0,89,11,0,0,100,89.0,-10.95727401668497,-20.612941132858396,-10.917805101722479,-5.7307534630759625,-3.700448987795958,-1.1055151987820864,8.759746858277358,-4.176748275756836,8.798359870910645,15.790306949615479,17.708770740032204,18.896329402923584,-10.95727401668497,-20.612941132858396,-10.917805101722479,-5.7307534630759625,-3.700448987795958,-1.1055151987820864,0
G48,ENTRY_TO_ATWRITE,2,PS,200,28,181,0,153,28,19,0,125,76.5,-8.15666354059358,-17.56311708688736,-7.985930800437927,-2.7437252540141346,-1.0314704433083572,1.3170971870422363,4.068685677694157,-4.975758075714111,3.6478758375160396,11.598649567365646,15.308962684869758,16.459491729736328,-8.15666354059358,-17.56311708688736,-7.985930800437927,-2.7437252540141346,-1.0314704433083572,1.3170971870422363,1
G48,ENTRY_TO_ATWRITE,2,NS,1000,881,866,17,2,864,117,8,10,-1.5,-0.3516622184440494,-16.369210511446,-0.15313959121704102,0.33610949516296384,0.769790596961975,7.285333633422852,-0.006933980320696719,-2.7457547187805176,-0.03719663619995117,0.43972352147102356,1.7132142210006704,11.924014925956726,-0.006933980320696719,-2.7457547187805176,-0.03719663619995117,0.43972352147102356,1.7132142210006704,11.924014925956726,405
G48,ENTRY_TO_ATWRITE,3,RS,100,9,100,0,91,9,0,0,99,91.0,-10.357068617374408,-19.892287798516918,-10.078148164699087,-4.328497771674302,-1.806434243402609,6.792630301788449e-06,10.54031667929259,-1.6974725723266602,11.103231430053711,16.493176022171973,20.111024370193487,21.208913803100586,-10.357068617374408,-19.892287798516918,-10.078148164699087,-4.328497771674302,-1.806434243402609,6.792630301788449e-06,1
G48,ENTRY_TO_ATWRITE,3,PS,200,22,187,0,165,22,13,0,127,82.5,-8.310917514013708,-17.96441486477852,-8.382892195135355,-2.065250277519231,-0.3060919857025221,1.4452133178710938,5.216849413190503,-6.65049934387207,4.208070755004883,13.81283642053604,16.275458907186977,17.64090633392334,-8.310917514013708,-17.96441486477852,-8.382892195135355,-2.065250277519231,-0.3060919857025221,1.4452133178710938,2
G48,ENTRY_TO_ATWRITE,3,NS,1000,880,860,22,2,858,118,3,12,-2.0,-0.5143995540738105,-11.619673252105713,-0.23641586303710938,0.3020895719528197,0.7014130449295044,7.072671890258789,-0.06050926468800753,-4.323953866958618,-0.0405205637216568,0.5461206674575806,2.329263908863066,6.252212703227997,-0.06050926468800753,-4.323953866958618,-0.0405205637216568,0.5461206674575806,2.329263908863066,6.252212703227997,410
G48,ENTRY_TO_ATWRITE,4,RS,100,12,100,0,88,12,0,0,99,88.0,-9.923810670332713,-21.837035492120776,-10.106897150464647,-3.3733961363497675,-2.511909746448509,-2.4299658313393593,10.587038852125406,-5.835533142089844,11.048063516616821,17.726263789646325,19.452112658023847,21.938756942749023,-9.923810670332713,-21.837035492120776,-10.106897150464647,-3.3733961363497675,-2.511909746448509,-2.4299658313393593,0
G48,ENTRY_TO_ATWRITE,4,PS,200,31,195,0,164,31,5,0,145,82.0,-7.752359321066324,-18.019291035830975,-7.695680573582649,-2.2437081389129183,-0.26388801574707754,0.8277359008789062,6.28810059092124,-6.075260162353516,5.876116991043091,13.96360054016113,16.824196279048895,23.013143062591553,-7.752359321066324,-18.019291035830975,-7.695680573582649,-2.2437081389129183,-0.26388801574707754,0.8277359008789062,2
G48,ENTRY_TO_ATWRITE,4,NS,1000,850,816,37,3,813,147,29,12,-3.4,-0.41910951379072503,-14.92071315832436,-0.16459274291992188,0.408936023712158,0.9482321929931635,15.34085750579834,0.14939315217279364,-3.467259407043457,-0.009902268648147583,1.1933960378170003,5.62425899028778,11.894896060228348,0.14939315217279364,-3.467259407043457,-0.009902268648147583,1.1933960378170003,5.62425899028778,11.894896060228348,467
G48,ENTRY_TO_ATWRITE,5,RS,100,7,100,0,93,7,0,0,98,93.0,-10.165454075073104,-18.937761003064224,-10.060812602750957,-5.42642279427455,-1.4925371754368033,-0.23453684536070796,10.596006426056848,-1.5691814422607422,11.01759958267212,17.693574734032154,21.648157202005397,23.448222637176514,-10.165454075073104,-18.937761003064224,-10.060812602750957,-5.42642279427455,-1.4925371754368033,-0.23453684536070796,0
G48,ENTRY_TO_ATWRITE,5,PS,200,26,196,0,170,26,4,0,130,85.0,-7.799898698253965,-16.942979514598846,-7.8060072945663705,-1.8593786403536807,-0.6679944610595747,0.7484822273254395,5.439860351262614,-4.606200218200684,5.193539142608643,13.051574641466134,16.411429346501826,17.00217366218567,-7.799898698253965,-16.942979514598846,-7.8060072945663705,-1.8593786403536807,-0.6679944610595747,0.7484822273254395,1
G48,ENTRY_TO_ATWRITE,5,NS,1000,866,855,12,1,854,133,20,11,-1.1,-0.41067959693446754,-12.389146208763123,-0.17519378662109375,0.3265284061431884,0.9068647670745847,2.5182762145996094,0.0426393630001694,-1.8906245231628418,-0.004924636334180832,0.7094517529010768,1.8029962491989133,9.729671478271484,0.0426393630001694,-1.8906245231628418,-0.004924636334180832,0.7094517529010768,1.8029962491989133,9.729671478271484,482
G48,ENTRY_TO_ATWRITE,6,RS,100,13,100,0,87,13,0,0,100,87.0,-10.403599059846384,-19.52840718231164,-10.531329866338638,-5.07173386792856,-2.125504634940296,-1.7026410569669679,10.364109456650914,-2.5022335052490234,10.854826211929321,16.857637929916383,18.918473000973478,22.032309100031853,-10.403599059846384,-19.52840718231164,-10.531329866338638,-5.07173386792856,-2.125504634940296,-1.7026410569669679,0
G48,ENTRY_TO_ATWRITE,6,PS,200,32,197,0,165,32,3,0,120,82.5,-8.064991801670404,-18.215834259986877,-8.205448627471924,-2.126525402069092,-0.9710704612732035,0.22487115859985352,5.196651335190982,-6.291496753692627,4.900514602661133,12.27081894874572,15.14197799324989,19.120450496673584,-8.064991801670404,-18.215834259986877,-8.205448627471924,-2.126525402069092,-0.9710704612732035,0.22487115859985352,2
G48,ENTRY_TO_ATWRITE,6,NS,1000,824,806,24,6,800,170,13,5,-1.8,-0.3291234022863209,-9.356009483337402,-0.13846969604492188,0.38745691776275554,1.2694010829925533,2.7601218223571777,0.041440459500998256,-2.0774269104003906,-0.006145477294921875,0.8030348777770994,2.1140179812908166,5.873137712478638,0.041440459500998256,-2.0774269104003906,-0.006145477294921875,0.8030348777770994,2.1140179812908166,5.873137712478638,476
G48,ENTRY_TO_ATWRITE,7,RS,100,10,100,0,90,10,0,0,100,90.0,-9.777361201608674,-18.11334544874262,-9.689769101205457,-3.3129380731610603,-1.6655036654084672,-1.3430732112028636,10.768623739416944,-4.629550933837891,10.68928575515747,17.64445660635829,20.765792897045625,23.314488410949707,-9.777361201608674,-18.11334544874262,-9.689769101205457,-3.3129380731610603,-1.6655036654084672,-1.3430732112028636,0
G48,ENTRY_TO_ATWRITE,7,PS,200,21,196,0,175,21,4,0,139,87.5,-7.505388288277245,-21.597174338065088,-7.447177171707153,-1.696705484390261,-0.010184307098390157,3.75949764251709,6.051029731174931,-5.967971324920654,6.215199902653694,13.248344281502066,15.744537501335138,16.814886927604675,-7.505388288277245,-21.597174338065088,-7.447177171707153,-1.696705484390261,-0.010184307098390157,3.75949764251709,2
G48,ENTRY_TO_ATWRITE,7,NS,1000,872,857,19,4,853,124,23,12,-1.5,-0.3370091373920441,-8.487223744392395,-0.1879124641418457,0.39219851493835434,0.9675874519348138,11.747030258178711,0.08265990478079766,-3.1944875717163086,-0.001551985740661621,0.8669101476669311,2.347702624797821,14.66277813911438,0.08265990478079766,-3.1944875717163086,-0.001551985740661621,0.8669101476669311,2.347702624797821,14.66277813911438,491
G48,ENTRY_TO_ATWRITE,8,RS,100,12,100,0,88,12,0,0,98,88.0,-9.601983593032637,-16.993820186005905,-9.167904616886517,-4.532134081427649,-1.2510478910493803,-0.5372244139798568,10.502340110093355,-1.89495849609375,10.158089399337769,18.83512188494205,22.275469985008247,23.305119514465332,-9.601983593032637,-16.993820186005905,-9.167904616886517,-4.532134081427649,-1.2510478910493803,-0.5372244139798568,0
G48,ENTRY_TO_ATWRITE,8,PS,200,26,197,0,171,26,3,0,142,85.5,-7.567477091282272,-16.582064137328416,-7.444821079378016,-2.1187868572771564,0.12105199337003958,2.8129796981811523,6.034083910812623,-6.665560245513916,5.888643741607666,15.031376141309737,16.70988403677939,19.70290756225586,-7.567477091282272,-16.582064137328416,-7.444821079378016,-2.1187868572771564,0.12105199337003958,2.8129796981811523,3
G48,ENTRY_TO_ATWRITE,8,NS,1000,862,829,37,4,825,134,19,12,-3.3,-0.4046985816935776,-17.28799390606582,-0.14491796493530273,0.40883703231811475,1.033406076431274,1.9450912475585938,0.11440859817387536,-1.7673983573913574,-0.0012267231941223145,0.914872336387633,4.596012949943542,9.357711017131805,0.11440859817387536,-1.7673983573913574,-0.0012267231941223145,0.914872336387633,4.596012949943542,9.357711017131805,496
G48,ENTRY_TO_ATWRITE,9,RS,100,13,100,0,87,13,0,0,98,87.0,-9.657320884128184,-17.376380668836646,-9.204364370685653,-4.2828477857663545,-0.19004799310765433,-0.019039020204218104,10.781768605159595,-2.811032295227051,10.965659506618977,18.049838921427725,20.454999747276307,20.841181755065918,-9.657320884128184,-17.376380668836646,-9.204364370685653,-4.2828477857663545,-0.19004799310765433,-0.019039020204218104,0
G48,ENTRY_TO_ATWRITE,9,PS,200,25,197,0,172,25,3,0,139,86.0,-8.095086159550993,-16.630515416152775,-8.054487149434863,-2.0788243549526673,-0.6259130900644273,-0.1741187667939812,6.479481737636961,-5.875263214111328,5.768124222755432,14.760904160141939,17.227172541618334,19.36893081665039,-8.095086159550993,-16.630515416152775,-8.054487149434863,-2.0788243549526673,-0.6259130900644273,-0.1741187667939812,0
G48,ENTRY_TO_ATWRITE,9,NS,1000,861,820,45,4,816,135,33,8,-4.1,-0.5929908154174336,-16.501542270183563,-0.1961379051208496,0.4334171056747435,0.9154877758026123,1.623178482055664,0.1432083708231803,-9.98044490814209,0.013920284807682037,1.3519059240818017,3.6527895900607104,9.726439952850342,0.1432083708231803,-9.98044490814209,0.013920284807682037,1.3519059240818017,3.6527895900607104,9.726439952850342,544
G48,ENTRY_TO_ATWRITE,10,RS,100,10,100,0,90,10,0,0,98,90.0,-9.618366010418812,-22.434548187535256,-9.289044655393809,-3.7563487842329786,-0.7171132223808668,-0.6309824894415215,8.528802806786262,-10.319317817687988,9.208006411790848,15.21414326429367,15.55829832077027,16.863683700561523,-9.618366010418812,-22.434548187535256,-9.289044655393809,-3.7563487842329786,-0.7171132223808668,-0.6309824894415215,0
G48,ENTRY_TO_ATWRITE,10,PS,200,29,192,0,163,29,8,0,127,81.5,-7.399228172184958,-18.37493991944939,-7.147345066070557,-2.4454836070537604,-0.8481410264968879,0.5156698226928711,4.54778303296247,-10.218825817108154,4.826494455337524,10.738477932661763,12.849386252760882,16.005702555179596,-7.399228172184958,-18.37493991944939,-7.147345066070557,-2.4454836070537604,-0.8481410264968879,0.5156698226928711,1
G48,ENTRY_TO_ATWRITE,10,NS,1000,840,813,29,2,811,158,14,6,-2.7,-0.2683086333014071,-10.404207468032837,-0.1114645004272461,0.3493120074272155,0.8788157272338861,2.485372543334961,0.09354311737348325,-3.003758430480957,0.006201436743140221,0.9263062089681624,2.211263225078582,8.258570790290833,0.09354311737348325,-3.003758430480957,0.006201436743140221,0.9263062089681624,2.211263225078582,8.258570790290833,530
G48,ATWRITE_TO_W10,0,RS,1000,1000,1000,0,0,1000,0,2,0,0.0,0.010385780914099996,-0.03909236192703247,0.0,0.0030069898464716934,0.02807715983944943,5.433327817590907,-0.07743394660949707,-5.059757232666016,0.0,0.811838150024414,1.8000944805145254,2.6294431686401367,0.010385780914099996,-0.03909236192703247,0.0,0.0030069898464716934,0.02807715983944943,5.433327817590907,484
G48,ATWRITE_TO_W5_FIRST500,0,RS,500,500,500,0,0,500,0,0,0,0.0,0.00012191329450070043,-0.02257578819990158,0.0,0.0016950504970736785,0.008048170916736125,0.029883742332458496,-0.042336706161499024,-2.120755195617676,0.0,0.4138769626617426,1.0005175304412837,1.7336835861206055,0.00012191329450070043,-0.02257578819990158,0.0,0.0016950504970736785,0.008048170916736125,0.029883742332458496,212
G48,W5_TO_W10_FIRST500,0,RS,500,500,500,0,0,500,0,1,0,0.0,0.008614994142008073,-0.021718529053032398,2.5291970814578235e-05,0.004918212699703827,0.032759757433086414,2.35764337296132,-0.07068506336212158,-4.524988174438477,-0.025836467742919922,0.8253179073333731,1.7586334419250482,2.104249954223633,0.008614994142008073,-0.021718529053032398,2.5291970814578235e-05,0.004918212699703827,0.032759757433086414,2.35764337296132,287
G48,W0_TO_W10,0,RS,1000,71,1000,0,929,71,0,0,994,92.9,-11.032500890629064,-21.287619339535013,-10.90152342867259,-5.351431719278753,-2.477895227496048,-0.2031001644063508,9.959864490287263,-10.19660472869873,10.191512107849121,17.466570437699556,20.552219636440277,23.46524214744568,-11.032500890629064,-21.287619339535013,-10.90152342867259,-5.351431719278753,-2.477895227496048,-0.2031001644063508,0
G48,COHORT_ATWRITE_TO_W10,1,RS,100,100,100,0,0,100,0,1,0,0.0,0.024174071364868724,-0.0035121915861964226,0.00013063618098385632,0.0031468902598135134,0.03785841058358817,2.35791665117722,-0.24915371417999269,-2.8507299423217773,-0.14806652069091797,1.1671247959136946,2.15209761619568,2.428438186645508,0.024174071364868724,-0.0035121915861964226,0.00013063618098385632,0.0031468902598135134,0.03785841058358817,2.35791665117722,64
G48,COHORT_ATWRITE_TO_W10,2,RS,100,100,100,0,0,100,0,0,0,0.0,0.004402702911611414,-0.03909236192703247,4.0735143556958064e-05,0.01886685547651722,0.07129987584427118,0.301298126578331,-0.10903134822845459,-2.508371353149414,-0.03224754333496094,1.0374531745910645,2.0430497360229514,2.4221134185791016,0.004402702911611414,-0.03909236192703247,4.0735143556958064e-05,0.01886685547651722,0.07129987584427118,0.301298126578331,51
G48,COHORT_ATWRITE_TO_W10,3,RS,100,100,100,0,0,100,0,0,0,0.0,0.014711759403671748,-0.001984205562621355,5.61239430680871e-05,0.0033183561085024828,0.14742216682236747,1.2529761232435703,-0.20358119964599608,-5.059757232666016,-0.1073141098022461,0.8974796295166013,1.5901831531524666,1.725184440612793,0.014711759403671748,-0.001984205562621355,5.61239430680871e-05,0.0033183561085024828,0.14742216682236747,1.2529761232435703,67
G48,COHORT_ATWRITE_TO_W10,4,RS,100,100,100,0,0,100,0,0,0,0.0,0.00018035966440947958,-0.0013471576385200024,-2.7410496841184795e-06,0.0014096749990130772,0.0036693765688688013,0.012333322316408157,0.0160986328125,-2.3316946029663086,-0.02993488311767578,0.9859927654266352,1.6380957031250023,2.1022186279296875,0.00018035966440947958,-0.0013471576385200024,-2.7410496841184795e-06,0.0014096749990130772,0.0036693765688688013,0.012333322316408157,49
G48,COHORT_ATWRITE_TO_W10,5,RS,100,100,100,0,0,100,0,0,0,0.0,0.00021564383798249764,-0.0033192308619618416,-1.995847560465336e-05,0.0007598622294608502,0.0028314323164523713,0.023476955015212297,-0.01944121837615967,-4.340615272521973,0.04506635665893555,0.7483623504638671,1.5446820354461694,1.999521255493164,0.00021564383798249764,-0.0033192308619618416,-1.995847560465336e-05,0.0007598622294608502,0.0028314323164523713,0.023476955015212297,44
G48,COHORT_ATWRITE_TO_W10,6,RS,100,100,100,0,0,100,0,0,0,0.0,0.005247321355127497,-0.003129163756966591,3.4495387808419764e-05,0.0011442955699749267,0.01831412164494644,0.4997767433524132,-0.10202033996582031,-2.384251594543457,-0.04484844207763672,0.5883548259735102,1.9207515811920177,2.155276298522949,0.005247321355127497,-0.003129163756966591,3.4495387808419764e-05,0.0011442955699749267,0.01831412164494644,0.4997767433524132,57
G48,COHORT_ATWRITE_TO_W10,7,RS,100,100,100,0,0,100,0,0,0,0.0,0.00038289533244096675,-0.00554681452922523,6.794407454435714e-06,0.001308513910043979,0.008216014332138068,0.02095465362071991,-0.0635511302947998,-3.778472900390625,-0.0042476654052734375,0.5807865142822264,0.9476612949371425,2.6294431686401367,0.00038289533244096675,-0.00554681452922523,6.794407454435714e-06,0.001308513910043979,0.008216014332138068,0.02095465362071991,53
G48,COHORT_ATWRITE_TO_W10,8,RS,100,100,100,0,0,100,0,1,0,0.0,0.0543726800161312,-0.001066646073013544,-4.0508166421204805e-06,0.0010489302920177578,0.0574160180473978,5.433327817590907,-0.04099516868591309,-4.400155067443848,0.025168895721435547,0.38992843627929674,0.7671911239624042,1.1333465576171875,0.0543726800161312,-0.001066646073013544,-4.0508166421204805e-06,0.0010489302920177578,0.0574160180473978,5.433327817590907,48
G48,COHORT_ATWRITE_TO_W10,9,RS,100,100,100,0,0,100,0,0,0,0.0,0.00017037525475643633,-0.0023193219676613808,1.132079432863975e-06,0.0002794741594698278,0.0032637896965025657,0.016107328236103058,-0.002663979530334473,-1.3093366622924805,0.013164043426513672,0.2779804229736328,0.35474272727966333,0.4042825698852539,0.00017037525475643633,-0.0023193219676613808,1.132079432863975e-06,0.0002794741594698278,0.0032637896965025657,0.016107328236103058,51
G48,COHORT_ATWRITE_TO_W10,10,RS,100,100,100,0,0,100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
G48,ATWRITE_TO_W10,0,PS,2000,1932,1938,3,9,1929,59,31,36,0.3,-0.0429548449253416,-8.21835732460022,-7.2470837039873e-05,0.3573395252227782,1.1419258594512933,3.5383005142211914,0.015423322119750083,-3.8749442100524902,0.0,0.9347132205963132,1.993307452201843,4.279803037643433,-0.0429548449253416,-8.21835732460022,-7.2470837039873e-05,0.3573395252227782,1.1419258594512933,3.5383005142211914,783
G48,ATWRITE_TO_W5_FIRST500,0,PS,1000,953,956,2,5,951,42,10,15,0.3,-0.04033890016303485,-10.179561793804169,0.0,0.21863930225372308,0.6313715475797651,2.559915542602539,-0.013352496666833759,-5.966438293457031,0.0,0.5658671736717225,1.1284986019134522,1.942375659942627,-0.04033890016303485,-10.179561793804169,0.0,0.21863930225372308,0.6313715475797651,2.559915542602539,366
G48,W5_TO_W10_FIRST500,0,PS,1000,956,959,3,6,953,38,21,19,0.3,-0.03480837957027688,-8.0343496799469,-0.0014151926734484732,0.5008607864379873,1.4114982175827022,7.402492702007294,0.06787971682846546,-3.8749442100524902,0.027659893035888672,1.1109804630279534,1.8951719665527338,3.7060766220092773,-0.03480837957027688,-8.0343496799469,-0.0014151926734484732,0.5008607864379873,1.4114982175827022,7.402492702007294,424
G48,W0_TO_W10,0,PS,2000,227,1938,0,1711,227,62,0,1330,85.55,-8.473445584452689,-21.18830018839799,-8.381823758594692,-2.7849771022796643,-0.5973727560043338,2.0705718994140625,5.317347797094379,-10.547336101531982,4.897767424583435,13.583857452869415,16.811866426635532,23.291098833084106,-8.473445584452689,-21.18830018839799,-8.381823758594692,-2.7849771022796643,-0.5973727560043338,2.0705718994140625,12
G48,COHORT_ATWRITE_TO_W10,1,PS,200,194,195,0,1,194,5,6,11,0.5,-0.15120983248285483,-6.139350414276123,-0.0013441446935757995,0.6527476415038104,1.6092812538146906,2.4801366105675697,-0.05196469247341156,-3.041811466217041,-0.07565069198608398,1.4479140341281875,2.346403574943542,2.845505714416504,-0.15120983248285483,-6.139350414276123,-0.0013441446935757995,0.6527476415038104,1.6092812538146906,2.4801366105675697,89
G48,COHORT_ATWRITE_TO_W10,2,PS,200,181,182,2,3,179,16,5,5,0.5,-0.14273502700903917,-8.21835732460022,-0.01038400363177061,0.5007194042205756,1.6204445469379418,2.0554134845733643,0.04654512573964894,-3.573744773864746,0.06144380569458008,1.3768563270568832,1.9935260248184201,2.2963056564331055,-0.14273502700903917,-8.21835732460022,-0.01038400363177061,0.5007194042205756,1.6204445469379418,2.0554134845733643,82
