entry,batch_raw,batch_effective,arm,reference,panel,metric,numerator,denominator,rate,strict_new_numerator,strict_true_numerator,ties,new_token_correct,new_token_count,true_token_correct,true_token_count,reference_success,loss,recovery,reference_failure,new_nll_lower,new_nll_equal,new_nll_higher,delta_pp,paired_ci_low,paired_ci_high,paired_requests,new_nll_mean,new_nll_median,new_nll_p90,new_nll_max,true_nll_mean,true_nll_median,true_nll_p90,true_nll_max,paired_new_nll_delta_mean,paired_new_nll_delta_median,paired_new_nll_delta_p90,paired_new_nll_delta_max,paired_true_nll_delta_mean,paired_true_nll_delta_median,paired_true_nll_delta_p90,paired_true_nll_delta_max,paired_margin_delta_mean,paired_margin_delta_median,paired_margin_delta_p90,paired_margin_delta_max,margin_mean,margin_median,margin_p90,margin_max
Early,100,100,BF1,OS,Current100,RS,100,100,100.0,100,0,0,101,101,3,103,100,0,0,0,11,15,74,0.0,0.0,0.0,100,0.0014642770520731574,0.001086121832486242,0.002938809921033682,0.0070946672931313515,14.58404149055481,14.714244842529297,18.79166622161866,25.917587280273438,7.910703425295651e-07,3.572204150259495e-07,2.15666659642011e-06,1.1299271136522293e-05,-0.0007289981842041015,-0.0004382133483886719,0.0002347946166992191,0.011188507080078125,-0.0007297892545466312,-0.0004384515923447907,0.0002346637193113569,0.011195047991350293,14.582577213502736,14.7129782505217,18.79118404061301,25.91570352227427
Early,100,100,BF1,OS,Current100,PS,196,200,98.0,138,0,0,140,202,6,206,196,0,0,4,69,2,129,0.0,0.0,0.0,100,1.5691812144708819,0.16746673732995987,5.136684703826903,12.924731254577637,10.306968386173248,10.008513927459717,15.29451208114624,21.381872177124023,0.00030696394329424946,5.317386239767075e-06,0.00029244422912597654,0.026014328002929688,0.0002095818519592285,-7.200241088867188e-05,0.0007977962493896482,0.023229598999023438,-9.738209133502096e-05,-0.00011247361544519663,0.0006169728934764861,0.024613268673419952,8.737787171702367,8.304966486990452,14.467567928193601,18.761703416937962
Early,100,100,BF1,OS,Current100,NS,784,1000,78.4,30,173,0,30,1010,203,1030,784,0,0,216,431,2,567,0.0,0.0,0.0,100,8.719348443938886,8.750428199768066,13.342378616333008,21.418987274169922,5.289940029098652,4.946988821029663,10.140307044982912,18.1450252532959,0.00029630987357813867,0.00010585784912109375,0.002322483062744141,0.057936668395996094,-0.0005286355812568217,-4.7206878662109375e-05,0.0010846138000488283,0.02182745933532715,-0.0008249454548349604,-0.00015597790479660034,0.0012050725519657144,0.044921875,-3.4294084148402324,-3.5284804701805115,2.27649668455124,17.246778529835865
Early,100,100,BF1,OS,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,29,9,62,0.0,0.0,0.0,100,0.058985673369752474,0.0017259119777008891,0.00813475474715233,5.004907608032227,14.015582938194274,14.444056987762451,19.409054374694826,25.966510772705078,-0.00010357852865126915,2.377200871706009e-07,3.818981349468233e-06,0.0038886070251464844,0.00017618656158447266,-0.00022220611572265625,0.0015640258789062502,0.05130910873413086,0.0002797650902357418,-0.0002227401128038764,0.0015646897125407124,0.06675562262535095,13.956597264824522,14.443674049078254,19.401490249688504,25.96636224896065
Early,100,100,BF1,OS,Fixed100,PS,195,200,97.5,140,0,0,142,202,6,206,195,0,0,5,56,2,142,0.0,0.0,0.0,100,1.3510423582191289,0.31074124574661255,4.066078853607177,10.571416854858398,10.07651055753231,9.737441062927246,15.113340377807615,21.087154388427734,-0.000155699661700055,1.4202669262886047e-05,0.0005134880542755125,0.004250526428222656,-0.0002999478578567505,-0.00023698806762695312,0.000680255889892578,0.015775680541992188,-0.0001442481961566955,-0.00032186880707740784,0.0008590742945671079,0.016237925738096237,8.725468199313182,8.617399393348023,14.497242262586951,21.084542945493013
Early,100,100,BF1,OS,Fixed100,NS,805,1000,80.5,19,132,0,22,1010,162,1030,805,0,0,195,439,2,559,0.0,0.0,0.0,100,9.608131258990616,9.550644397735596,14.724914932250977,24.604286193847656,5.73214439733338,5.407070636749268,10.65451021194458,22.71602439880371,0.00018069975962862371,6.747245788574219e-05,0.001958417892456055,0.07031440734863281,-0.00013051801675464957,2.6989728212356567e-06,0.0012852668762207034,0.0935049057006836,-0.0003112177763832733,-8.702278137207031e-05,0.0013399839401245118,0.07099533081054688,-3.875986861657235,-3.9056248664855957,2.3105525970458984,10.982059240341187
Early,100,100,BF1,OS,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,31,6,63,0.0,0.0,0.0,100,0.006636307098015095,0.0010879438486881554,0.006650836300104856,0.42228880524635315,14.662458457946776,14.135897636413574,19.20731639862061,25.120832443237305,-4.901230859104544e-06,2.3831671569496393e-07,1.679314300417901e-06,3.7727877497673035e-05,-0.00035951614379882814,-0.00034809112548828125,0.0012303352355957056,0.015192031860351562,-0.0003546149129397236,-0.00034826985211111605,0.0012270985229406528,0.015227238647639751,14.655822150848762,14.134442738024518,19.206650598743003,25.11203634738922
Early,100,100,BF1,OS,Past100,PS,198,200,99.0,129,0,0,135,206,2,202,198,0,0,2,65,4,131,0.0,0.0,0.0,100,1.607817329638565,0.2709919661283493,5.094232606887816,10.535319328308105,10.471892164349557,10.58958911895752,15.151932621002198,22.285554885864258,-0.00012859297159593553,6.087124347686768e-06,0.0003837585449218749,0.005030632019042969,-6.94119930267334e-05,-0.00017142295837402344,0.0006141662597656249,0.020059585571289062,5.9180978569202123e-05,-0.00021115504205226898,0.000666975975036621,0.023909449577331543,8.86407483471099,8.521399053977802,14.61158475447446,22.284033859847113
Early,100,100,BF1,OS,Past100,NS,785,1000,78.5,27,165,0,57,1030,175,1010,785,0,0,215,450,0,550,0.0,0.0,0.0,100,8.86747335952241,8.867339611053467,13.454792404174805,21.110424041748047,5.434269557266758,5.044703006744385,10.624547481536867,20.036603927612305,0.0001962124314159155,6.937980651855469e-05,0.0019043922424316416,0.05289745330810547,-9.774224631837569e-05,2.6106834411621094e-05,0.0015277624130249025,0.028245925903320312,-0.0002939546777342912,-2.384185791015625e-05,0.0013890027999877933,0.04615974426269531,-3.4332038022556515,-3.464841365814209,2.8184645652771008,14.267551317811012
Early,100,100,BF1,ENTRY,Current100,RS,100,100,100.0,100,0,0,101,101,3,103,19,0,81,81,100,0,0,81.0,73.0,88.0,100,0.0014642770520731574,0.001086121832486242,0.002938809921033682,0.0070946672931313515,14.58404149055481,14.714244842529297,18.79166622161866,25.917587280273438,-9.358244295127006,-9.373278615705203,-4.3158963155350625,-0.16750883642816916,9.935004403609783,10.09132570028305,16.21770249605179,22.382222652435303,19.29324869873679,18.528542135842144,27.357979892665764,39.78256248147227,14.582577213502736,14.7129782505217,18.79118404061301,25.91570352227427
Early,100,100,BF1,ENTRY,Current100,PS,196,200,98.0,138,0,0,140,202,6,206,33,0,163,167,197,0,3,81.5,74.5,88.0,100,1.5691812144708819,0.16746673732995987,5.136684703826903,12.924731254577637,10.306968386173248,10.008513927459717,15.29451208114624,21.381872177124023,-7.475985472302418,-7.606412768363953,-1.9922547809313995,1.7299785614013672,5.777112950086593,5.717758536338806,11.439576816558837,18.489080101251602,13.253098422389012,12.807673810631968,21.204419052274897,33.247483226819895,8.737787171702367,8.304966486990452,14.467567928193601,18.761703416937962
Early,100,100,BF1,ENTRY,Current100,NS,784,1000,78.4,30,173,0,30,1010,203,1030,832,59,11,168,687,0,313,-4.799999999999997,-7.5,-2.5,100,8.719348443938886,8.750428199768066,13.342378616333008,21.418987274169922,5.289940029098652,4.946988821029663,10.140307044982912,18.1450252532959,-0.6606820147494437,-0.2554330825805664,0.46631860733032254,12.52392292022705,0.30189608958456665,0.04643648862838745,1.3154090404510501,14.233382225036621,0.9625781043340103,0.30455660820007324,2.524219035357238,21.41526222229004,-3.4294084148402324,-3.5284804701805115,2.27649668455124,17.246778529835865
Early,100,100,BF1,ENTRY,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,57,0,43,0.0,0.0,0.0,100,0.058985673369752474,0.0017259119777008891,0.00813475474715233,5.004907608032227,14.015582938194274,14.444056987762451,19.409054374694826,25.966510772705078,-0.005470143700804329,-3.366940654814243e-05,0.0014886435354128506,0.4173583984375,-0.1010068941116333,-0.02964639663696289,0.8172988891601568,1.5164413452148438,-0.09553675041082897,-0.02961194299859926,0.8183818142395473,2.189197540283203,13.956597264824522,14.443674049078254,19.401490249688504,25.96636224896065
Early,100,100,BF1,ENTRY,Fixed100,PS,195,200,97.5,140,0,0,142,202,6,206,193,0,2,7,138,0,62,1.0,0.0,2.5,100,1.3510423582191289,0.31074124574661255,4.066078853607177,10.571416854858398,10.07651055753231,9.737441062927246,15.113340377807615,21.087154388427734,-0.08049675401343848,-0.008676230907440186,0.09332360625267024,2.368753433227539,0.18218498915433884,0.12409114837646484,0.9771814346313474,3.1932449340820312,0.2626817431677773,0.22024667263031006,1.1432926978915927,3.8127431720495224,8.725468199313182,8.617399393348023,14.497242262586951,21.084542945493013
Early,100,100,BF1,ENTRY,Fixed100,NS,805,1000,80.5,19,132,0,22,1010,162,1030,828,31,8,172,668,0,332,-2.299999999999997,-4.1000000000000005,-0.6,100,9.608131258990616,9.550644397735596,14.724914932250977,24.604286193847656,5.73214439733338,5.407070636749268,10.65451021194458,22.71602439880371,-0.3014677796815522,-0.16767311096191406,0.3926512718200686,12.120306015014648,0.15990602639329154,0.016052547842264175,1.023649764060974,8.48455810546875,0.46137380607484374,0.18823814392089844,1.7344857931137088,12.91794790327549,-3.875986861657235,-3.9056248664855957,2.3105525970458984,10.982059240341187
Early,100,100,BF1,ENTRY,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,55,0,45,0.0,0.0,0.0,100,0.006636307098015095,0.0010879438486881554,0.006650836300104856,0.42228880524635315,14.662458457946776,14.135897636413574,19.20731639862061,25.120832443237305,0.004263506042661902,-1.918006455525756e-05,0.0009918102994561204,0.39923333935439587,0.051300244331359865,0.05639982223510742,0.6732063293457032,1.903742790222168,0.04703673828869796,0.056428787793265656,0.673429822153412,1.9040487778838724,14.655822150848762,14.134442738024518,19.206650598743003,25.11203634738922
Early,100,100,BF1,ENTRY,Past100,PS,198,200,99.0,129,0,0,135,206,2,202,198,0,0,2,134,0,66,0.0,0.0,0.0,100,1.607817329638565,0.2709919661283493,5.094232606887816,10.535319328308105,10.471892164349557,10.58958911895752,15.151932621002198,22.285554885864258,-0.07636199015578313,-0.004557913169264793,0.09011480808258057,1.055105209350586,0.159883593916893,0.15236663818359375,0.725340175628662,2.122873306274414,0.23624558407267615,0.17182263731956482,0.87352658547461,2.252175323665142,8.86407483471099,8.521399053977802,14.61158475447446,22.284033859847113
Early,100,100,BF1,ENTRY,Past100,NS,785,1000,78.5,27,165,0,57,1030,175,1010,798,24,11,202,673,0,327,-1.3000000000000114,-2.7,0.002499999999986571,100,8.86747335952241,8.867339611053467,13.454792404174805,21.110424041748047,5.434269557266758,5.044703006744385,10.624547481536867,20.036603927612305,-0.2398256050394848,-0.16711056232452393,0.44920008182525634,9.966838836669922,0.08536263808820513,0.018442422151565552,0.7413452863693237,9.610702753067017,0.3251882431276899,0.17233562469482422,1.2925983905792238,15.89128589630127,-3.4332038022556515,-3.464841365814209,2.8184645652771008,14.267551317811012
Early,100,100,BF8,N,Current100,RS,100,100,100.0,100,0,0,101,101,3,103,100,0,0,0,39,0,61,0.0,0.0,0.0,100,0.001465024748686119,0.0010864195646718144,0.002939356770366432,0.007098928559571505,14.58334397792816,14.713975429534912,18.790102195739752,25.9164981842041,-8.367876216652803e-05,1.9304832676425576e-05,0.00019964298699051144,0.0009418288245797157,0.024098381996154786,-0.03447675704956055,0.3711554527282715,2.896463394165039,0.024182060758321314,-0.0345115748787066,0.3714830226206687,2.9040677091106772,14.581878953179476,14.712708539969753,18.78961959764711,25.914613593369722
Early,100,100,BF8,N,Current100,PS,196,200,98.0,138,0,0,140,202,6,206,195,0,1,5,89,0,111,0.5,0.0,1.5,100,1.5695361167693045,0.16824834048748016,5.136800384521484,12.950030326843262,10.307199857234956,10.013864040374756,15.294735622406005,21.38051986694336,-0.05765612186602084,0.000252467580139637,0.08129667043685905,0.5998497009277344,-0.04422660231590271,-0.04194831848144531,0.3061635017395019,2.521040439605713,0.013429519550118129,-0.047161923721432686,0.3138897174037992,3.0624635070562363,8.737663740465651,8.307865560054779,14.466989196906797,18.76122324494645
Early,100,100,BF8,N,Current100,NS,784,1000,78.4,30,173,0,30,1010,203,1030,813,31,2,187,663,0,337,-2.8999999999999915,-4.3,-1.7000000000000002,100,8.719614972036913,8.7500581741333,13.34184980392456,21.434295654296875,5.289460460141534,4.947295904159546,10.140514183044436,18.14316749572754,-0.19628241023188456,-0.11679935455322266,0.3306719779968262,2.568678855895996,0.0787176657023374,0.026158004999160767,0.6617589473724368,3.4944119453430176,0.275000075934222,0.1583542823791504,1.1060080885887147,5.156761825084686,-3.43015451189538,-3.52886962890625,2.2981246113777165,17.24844912684057
Early,100,100,BF8,N,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,58,0,42,0.0,0.0,0.0,100,0.0588770658060821,0.0017276375438086689,0.008135322481393816,5.008331298828125,14.015866360664369,14.444047927856445,19.409567451477052,25.966205596923828,0.0028477168396057097,-4.373993579065427e-05,0.0009235859382897635,0.44366025924682617,-0.04331204414367676,0.030555248260498047,0.8682006359100342,1.6814603805541992,-0.04615976098328247,0.030441129973041825,0.8682642391126137,1.701142966747284,13.956989294858285,14.443664870006614,19.40200404857751,25.966056953984662
Early,100,100,BF8,N,Fixed100,PS,195,200,97.5,140,0,0,142,202,6,206,194,0,1,6,145,0,55,0.5,0.0,1.5,100,1.3509937408685802,0.31087861955165863,4.066032648086547,10.569853782653809,10.076231743693352,9.7359037399292,15.112623214721678,21.087984085083008,-0.0814719023714133,-0.010820353403687477,0.05836629867553709,2.2095766067504883,0.1726020047068596,0.13047266006469727,0.835935878753662,2.537592887878418,0.2540739070782729,0.18960887007415295,1.0017132043838501,2.944777488708496,8.725238002824772,8.616994147887453,14.496837967820465,21.085369788575917
Early,100,100,BF8,N,Fixed100,NS,805,1000,80.5,19,132,0,22,1010,162,1030,818,17,4,182,634,0,366,-1.2999999999999972,-2.3,-0.4,100,9.60831035063928,9.550862789154053,14.7258957862854,24.596647262573242,5.732086007382138,5.403007745742798,10.652231693267822,22.713037490844727,-0.13249898666189983,-0.09579038619995117,0.3248608589172364,1.427077293395996,0.07895065833581612,0.02237802743911743,0.6166362762451172,2.274366855621338,0.21144964499771596,0.11744546890258789,0.8962563514709474,3.050758123397827,-3.8762243432571415,-3.9062485694885254,2.3134565234184263,10.979224443435669
Early,100,100,BF8,N,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,54,0,46,0.0,0.0,0.0,100,0.006630770617266535,0.0010880333138629794,0.006651582382619381,0.42203402519226074,14.662200276851655,14.134893894195557,19.219588279724125,25.121644973754883,0.004297147787947324,-8.81929554452654e-06,0.0009963990421965724,0.39594852924346924,0.02072610139846802,0.10267066955566406,0.5915702819824225,1.4109363555908203,0.016428953610520693,0.10064423369476572,0.5916864948230801,1.4111923244199716,14.655569506234388,14.133438222052064,19.217557541403224,25.11284969560802
Early,100,100,BF8,N,Past100,PS,198,200,99.0,129,0,0,135,206,2,202,198,0,0,2,146,0,54,0.0,0.0,0.0,100,1.6077895858763804,0.27051353454589844,5.094256687164306,10.535149574279785,10.471922971606254,10.589701652526855,15.151431560516357,22.285640716552734,-0.05958307529293961,-0.009125088341534138,0.08420644216239451,0.903130054473877,0.17963595747947692,0.14844799041748047,0.7701807022094725,2.4855823516845703,0.23921903277241655,0.16836881637573242,0.8293173238635062,2.4863504075910896,8.864133385729874,8.521254557184875,14.628998333169147,22.284119214396924
Early,100,100,BF8,N,Past100,NS,785,1000,78.5,27,165,0,57,1030,175,1010,792,14,7,208,652,0,348,-0.7000000000000028,-1.8000000000000003,0.30000000000000004,100,8.867686891229823,8.870643615722656,13.45432767868042,21.111459732055664,5.434226985832123,5.047148942947388,10.62446050643921,19.99269676208496,-0.12404624461475759,-0.09686660766601562,0.35308904647827155,2.023021697998047,0.03152084216204821,0.003403065726161003,0.517116165161133,2.5554256439208984,0.1555670867768058,0.11228084564208984,0.8163988560438158,3.834712028503418,-3.4334599053977,-3.4648451805114746,2.8194719791412366,14.268363803625107
Early,100,100,BF8,OS,Current100,RS,100,100,100.0,100,0,0,101,101,3,103,100,0,0,0,14,7,79,0.0,0.0,0.0,100,0.001465024748686119,0.0010864195646718144,0.002939356770366432,0.007098928559571505,14.58334397792816,14.713975429534912,18.790102195739752,25.9164981842041,1.5387669554911553e-06,5.95638994127512e-07,4.349497612565761e-06,2.343091182410717e-05,-0.0014265108108520508,-0.0008029937744140625,0.00041608810424804797,0.024188995361328125,-0.0014280495778075419,-0.0008035891805775464,0.0004155288916081201,0.02420350443571806,14.581878953179476,14.712708539969753,18.78961959764711,25.914613593369722
Early,100,100,BF8,OS,Current100,PS,196,200,98.0,138,0,0,140,202,6,206,196,0,0,4,72,2,126,0.0,0.0,0.0,100,1.5695361167693045,0.16824834048748016,5.136800384521484,12.950030326843262,10.307199857234956,10.013864040374756,15.294735622406005,21.38051986694336,0.0006618662417167797,9.149080142378807e-06,0.0005769252777099607,0.05312156677246094,0.0004410529136657715,-0.000148773193359375,0.0017844200134277336,0.044898033142089844,-0.00022081332805100828,-0.0002145133912563324,0.0012149429880082606,0.04753711074590683,8.737663740465651,8.307865560054779,14.466989196906797,18.76122324494645
Early,100,100,BF8,OS,Current100,NS,784,1000,78.4,30,173,0,30,1010,203,1030,784,0,0,216,435,0,565,0.0,0.0,0.0,100,8.719614972036913,8.7500581741333,13.34184980392456,21.434295654296875,5.289460460141534,4.947295904159546,10.140514183044436,18.14316749572754,0.0005628379716072231,0.00019931793212890625,0.004343700408935548,0.1212911605834961,-0.0010082045383751391,-7.82012939453125e-05,0.002103134989738465,0.03934836387634277,-0.0015710425099823625,-0.0003256797790527344,0.0024362564086914066,0.0944814682006836,-3.43015451189538,-3.52886962890625,2.2981246113777165,17.24844912684057
Early,100,100,BF8,OS,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,30,5,65,0.0,0.0,0.0,100,0.0588770658060821,0.0017276375438086689,0.008135322481393816,5.008331298828125,14.015866360664369,14.444047927856445,19.409567451477052,25.966205596923828,-0.00021218609232164453,3.573077265173197e-07,6.701378151774412e-06,0.007312297821044922,0.0004596090316772461,-0.00043392181396484375,0.0023455619812011758,0.10595464706420898,0.0006717951239988907,-0.0003886664635501802,0.0023841319634811987,0.1370345652103424,13.956989294858285,14.443664870006614,19.40200404857751,25.966056953984662
Early,100,100,BF8,OS,Fixed100,PS,195,200,97.5,140,0,0,142,202,6,206,195,0,0,5,59,0,141,0.0,0.0,0.0,100,1.3509937408685802,0.31087861955165863,4.066032648086547,10.569853782653809,10.076231743693352,9.7359037399292,15.112623214721678,21.087984085083008,-0.00020431701224879362,2.2319145500659943e-05,0.0010403782129287718,0.00792694091796875,-0.0005787616968154907,-0.0004515647888183594,0.0013967037200927734,0.029967308044433594,-0.0003744446845666971,-0.0006683170795440674,0.0013979194103740146,0.030859407037496567,8.725238002824772,8.616994147887453,14.496837967820465,21.085369788575917
Early,100,100,BF8,OS,Fixed100,NS,805,1000,80.5,19,132,0,22,1010,162,1030,805,0,0,195,432,1,567,0.0,0.0,0.0,100,9.60831035063928,9.550862789154053,14.7258957862854,24.596647262573242,5.732086007382138,5.403007745742798,10.652231693267822,22.713037490844727,0.0003597914082929492,0.00014472007751464844,0.0037294864654541016,0.14469528198242188,-0.00018890796799678355,-2.0191073417663574e-06,0.0023824691772460953,0.17046546936035156,-0.0005486993762897327,-0.00018668174743652344,0.0026170015335083008,0.12846851348876953,-3.8762243432571415,-3.9062485694885254,2.3134565234184263,10.979224443435669
Early,100,100,BF8,OS,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,30,7,63,0.0,0.0,0.0,100,0.006630770617266535,0.0010880333138629794,0.006651582382619381,0.42203402519226074,14.662200276851655,14.134893894195557,19.219588279724125,25.121644973754883,-1.0437711607664823e-05,3.5736593417823315e-07,3.1213159672915954e-06,9.175576269626617e-05,-0.0006176972389221191,-0.0006303787231445312,0.002256488800048833,0.030179977416992188,-0.0006072595273144543,-0.0006310299504548311,0.002248063508886848,0.030248488998040557,14.655569506234388,14.133438222052064,19.217557541403224,25.11284969560802
Early,100,100,BF8,OS,Past100,PS,198,200,99.0,129,0,0,135,206,2,202,198,0,0,2,66,1,133,0.0,0.0,0.0,100,1.6077895858763804,0.27051353454589844,5.094256687164306,10.535149574279785,10.471922971606254,10.589701652526855,15.151431560516357,22.285640716552734,-0.00015633673378033562,1.5093013644218445e-05,0.0007358431816101074,0.009348869323730469,-3.8604736328125e-05,-0.0003108978271484375,0.001161384582519531,0.04189014434814453,0.00011773199745221063,-0.0003719925880432129,0.0012264776974916457,0.04840421676635742,8.864133385729874,8.521254557184875,14.628998333169147,22.284119214396924
Early,100,100,BF8,OS,Past100,NS,785,1000,78.5,27,165,0,57,1030,175,1010,785,0,0,215,436,0,564,0.0,0.0,0.0,100,8.867686891229823,8.870643615722656,13.45432767868042,21.111459732055664,5.434226985832123,5.047148942947388,10.62446050643921,19.99269676208496,0.00040974413882941007,0.0001468658447265625,0.003687572479248049,0.11180543899536133,-0.00014031368095311335,4.297494888305664e-05,0.0029800415039062536,0.05072355270385742,-0.0005500578197825234,-3.697723150253296e-05,0.002646589279174805,0.09715557098388672,-3.4334599053977,-3.4648451805114746,2.8194719791412366,14.268363803625107
Early,100,100,BF8,ENTRY,Current100,RS,100,100,100.0,100,0,0,101,101,3,103,19,0,81,81,100,0,0,81.0,73.0,88.0,100,0.001465024748686119,0.0010864195646718144,0.002939356770366432,0.007098928559571505,14.58334397792816,14.713975429534912,18.790102195739752,25.9164981842041,-9.358243547430392,-9.373278080078308,-4.3158957324107154,-0.16750871733529493,9.934306890983134,10.091017663478851,16.21728879213333,22.381133556365967,19.292550438413528,18.528433123137802,27.357283400651077,39.78147255256772,14.581878953179476,14.712708539969753,18.78961959764711,25.914613593369722
Early,100,100,BF8,ENTRY,Current100,PS,196,200,98.0,138,0,0,140,202,6,206,33,0,163,167,197,0,3,81.5,74.5,88.0,100,1.5695361167693045,0.16824834048748016,5.136800384521484,12.950030326843262,10.307199857234956,10.013864040374756,15.294735622406005,21.38051986694336,-7.475630570003996,-7.59376585483551,-1.9923299259506178,1.7293672561645508,5.7773444211483005,5.717732787132263,11.451408958435058,18.488601356744766,13.252974991152296,12.807345208362676,21.20429247810971,33.246626470121555,8.737663740465651,8.307865560054779,14.466989196906797,18.76122324494645
Early,100,100,BF8,ENTRY,Current100,NS,784,1000,78.4,30,173,0,30,1010,203,1030,832,59,11,168,686,0,314,-4.799999999999997,-7.5,-2.5,100,8.719614972036913,8.7500581741333,13.34184980392456,21.434295654296875,5.289460460141534,4.947295904159546,10.140514183044436,18.14316749572754,-0.6604154866514146,-0.2541639804840088,0.4650523185729984,12.51223087310791,0.30141652062744834,0.04553484916687012,1.321925735473633,14.225247383117676,0.9618320072788629,0.30445992946624756,2.5222772531211386,21.41510009765625,-3.43015451189538,-3.52886962890625,2.2981246113777165,17.24844912684057
Early,100,100,BF8,ENTRY,Fixed100,RS,100,100,100.0,99,0,0,100,101,3,103,100,0,0,0,57,0,43,0.0,0.0,0.0,100,0.0588770658060821,0.0017276375438086689,0.008135322481393816,5.008331298828125,14.015866360664369,14.444047927856445,19.409567451477052,25.966205596923828,-0.005578751264474704,-3.360981645528227e-05,0.0014897581422701502,0.42078208923339844,-0.10072347164154052,-0.031198501586914062,0.8173621177673346,1.516373634338379,-0.09514472037706583,-0.031164643238298595,0.8184454713715246,2.2594764828681946,13.956989294858285,14.443664870006614,19.40200404857751,25.966056953984662
Early,100,100,BF8,ENTRY,Fixed100,PS,195,200,97.5,140,0,0,142,202,6,206,193,0,2,7,138,0,62,1.0,0.0,2.5,100,1.3509937408685802,0.31087861955165863,4.066032648086547,10.569853782653809,10.076231743693352,9.7359037399292,15.112623214721678,21.087984085083008,-0.08054537136398722,-0.008613184094429016,0.09348741322755809,2.366884231567383,0.1819061753153801,0.12371706962585449,0.9768180847167967,3.18985652923584,0.2624515466793673,0.22044837474822998,1.1413488951511679,3.8091336488723755,8.725238002824772,8.616994147887453,14.496837967820465,21.085369788575917
Early,100,100,BF8,ENTRY,Fixed100,NS,805,1000,80.5,19,132,0,22,1010,162,1030,828,31,8,172,668,0,332,-2.299999999999997,-4.1000000000000005,-0.6,100,9.60831035063928,9.550862789154053,14.7258957862854,24.596647262573242,5.732086007382138,5.403007745742798,10.652231693267822,22.713037490844727,-0.3012886880328879,-0.16745424270629883,0.3978633880615236,12.112667083740234,0.1598476364420494,0.015609171241521835,1.0214941740036012,8.48239517211914,0.4611363244749373,0.18709087371826172,1.7327065229415894,12.915773602202535,-3.8762243432571415,-3.9062485694885254,2.3134565234184263,10.979224443435669
Early,100,100,BF8,ENTRY,Past100,RS,100,100,100.0,100,0,0,103,103,1,101,100,0,0,0,55,0,45,0.0,0.0,0.0,100,0.006630770617266535,0.0010880333138629794,0.006651582382619381,0.42203402519226074,14.662200276851655,14.134893894195557,19.219588279724125,25.121644973754883,0.004257969561913342,-1.9180093659088016e-05,0.0009922607103362688,0.39897855930030346,0.05104206323623657,0.056189537048339844,0.6744171142578126,1.9046106338500977,0.04678409367432323,0.056218204845208675,0.6746413447544911,1.9049167406046763,14.655569506234388,14.133438222052064,19.217557541403224,25.11284969560802
Early,100,100,BF8,ENTRY,Past100,PS,198,200,99.0,129,0,0,135,206,2,202,198,0,0,2,134,0,66,0.0,0.0,0.0,100,1.6077895858763804,0.27051353454589844,5.094256687164306,10.535149574279785,10.471922971606254,10.589701652526855,15.151431560516357,22.285640716552734,-0.07638973391796754,-0.004543575458228588,0.08919675052165985,1.0551533699035645,0.15991440117359162,0.15210294723510742,0.7246574401855468,2.1231021881103516,0.23630413509155915,0.1716334968805313,0.874040234647691,2.2497286796569824,8.864133385729874,8.521254557184875,14.628998333169147,22.284119214396924
Early,100,100,BF8,ENTRY,Past100,NS,785,1000,78.5,27,165,0,57,1030,175,1010,798,24,11,202,671,0,329,-1.3000000000000114,-2.7,0.002499999999986571,100,8.867686891229823,8.870643615722656,13.45432767868042,21.111459732055664,5.434226985832123,5.047148942947388,10.62446050643921,19.99269676208496,-0.2396120733320713,-0.16722223162651062,0.44794783592224124,9.958229064941406,0.08532006665357039,0.015005264431238174,0.7403413534164429,9.610227823257446,0.3249321399856417,0.17241191864013672,1.29051251411438,15.888219118118286,-3.4334599053977,-3.4648451805114746,2.8194719791412366,14.268363803625107
Middle,100,100,W0,N,Current100,RS,12,100,12.0,0,18,0,1,101,21,103,100,88,0,0,0,0,100,-88.0,-94.0,-81.0,100,11.241733033657074,11.092100620269775,16.304657363891604,19.474599838256836,4.87490652371198,4.527985572814941,10.947207260131838,14.37289047241211,11.21506396181132,11.086404589703307,16.288752345740797,19.472019190434366,-9.379174911491573,-9.401050806045532,-3.396985948085785,4.488184928894043,-20.594238873302892,-20.81007053691428,-13.369709025463084,-7.058397226035595,-6.366826509945095,-6.400455355644226,0.5673099517822286,4.8748884201049805
Middle,100,100,W0,N,Current100,PS,23,200,11.5,0,39,0,1,202,44,206,197,174,0,3,0,0,200,-87.0,-92.0,-81.0,100,10.389654750823974,10.598613739013672,14.176503658294678,19.797954559326172,4.835782280936837,4.198387384414673,10.313188457489014,14.774585723876953,9.195234402265342,9.225045315921307,13.478206478618086,18.81301884353161,-5.738142104372383,-5.350297927856445,0.051747322082519025,4.430262088775635,-14.933376506637723,-14.643833994865417,-6.5147096633911135,-1.8712968826293945,-5.553872469887137,-5.420805022120476,0.8176116943359364,6.777434825897217
