entry,batch_raw,endpoint,reference,context_rows,zero_goal_count,response_change_sq_mean,response_change_sq_median,response_change_sq_p90,response_change_sq_max,response_change_sq_type_weighted_mean,signed_goal_inner_mean,signed_goal_inner_median,signed_goal_inner_p90,signed_goal_inner_max,signed_goal_inner_type_weighted_mean,goal_sq_mean,goal_sq_median,goal_sq_p90,goal_sq_max,goal_sq_type_weighted_mean,goal_component_sq_mean,goal_component_sq_median,goal_component_sq_p90,goal_component_sq_max,goal_component_sq_type_weighted_mean,perpendicular_sq_mean,perpendicular_sq_median,perpendicular_sq_p90,perpendicular_sq_max,perpendicular_sq_type_weighted_mean
Early,100,BF1,OS,600,0,1.26680220742754e-13,8.491631999043394e-14,2.756623089275499e-13,2.5795948892744897e-12,8.03604063169105e-14,1.788032007760343e-09,9.046384955879985e-10,3.352676053835912e-08,4.3305531849558685e-07,-2.8228715407755384e-11,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,2.350558937260301e-16,2.0619995322810687e-17,3.9900956792871438e-16,1.6446631552915533e-14,1.5039909083021394e-16,1.26445164849028e-13,8.491246314503207e-14,2.755872260864212e-13,2.5717058940427185e-12,8.02100072260803e-14
Early,100,BF1,entry,600,0,4.222710939943684,3.890397394971566,5.941997051850992,11.150732133937487,4.396860006156242,5.133416870548516,4.820623502189662,7.360620214330911,11.723417622124348,5.237583816528846,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,3.8294923561022567,3.5154283939654802,5.68275415311043,11.149442228241028,4.160117237519655,0.3932185838414272,0.28683521481173757,0.9636819318759648,2.122618154710637,0.23674276863658747
Early,100,BF1,native,600,0,0.00875267595449615,0.0011208679701523907,0.009797809998332591,0.38649009342931356,0.008753218051993835,0.00011068700328019136,-0.04868434108665766,0.17468752115872696,2.1590483216157295,6.426723468675664e-05,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.007628876372371991,0.0007647111518414926,0.00866230074388638,0.38541282915864583,0.007875029818798594,0.0011237995821241583,0.00038721288572832825,0.0017719566743232033,0.038578210372752345,0.0008781882331952422
Early,100,BF8-node02,OS,600,0,2.3752749027805904,2.188348467383243,3.3423733177437676,6.272286837936418,2.4732337541236187,-3.8500626516839613,-3.6154676219924893,-2.601628942612393,-2.0123992595004996,-3.928187862610063,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,2.154089449190323,1.977428446069789,3.1965492031031535,6.271561265980697,2.340065946660306,0.2211854535902672,0.16134480898648376,0.542071089293978,1.1939727168607124,0.1331678074633127
Early,100,BF8-node02,entry,600,0,0.2639194335191702,0.24314982947939237,0.37137481307330283,0.6969207588134126,0.2748037503120793,1.2833542170765233,1.2051558736801402,1.8401550521188965,2.9308544064464765,1.3093959539470117,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.23934327206835515,0.21971427250731992,0.35517213398367004,0.6968401397003504,0.26000732729690706,0.024576161450815058,0.017927201292775977,0.060230120111051715,0.13266363589179994,0.014796423015172281
Early,100,BF8-node02,native,600,0,2.399262391199631,2.204073143654268,3.5298687115313885,7.329032131417533,2.495120300360369,-3.849951966468713,-3.550255301008427,-2.631990554547273,-2.0213863411986344,-3.9281235953471474,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,2.1778449979730072,2.0220859833749603,3.337284518733749,7.327752295881689,2.361274504204352,0.22141739322662374,0.16352174151195098,0.5285069667204421,1.1167796474925937,0.13384579615601758
Early,100,BF8-node04,OS,600,0,1.0556777346142234,0.9725993167336853,1.4854992534245361,2.787683045987222,1.0992150018351046,-2.5667084345426856,-2.4103117474665456,-1.734419291978284,-1.341599506623509,-2.618791908429606,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.9573730885737992,0.8788570866320166,1.4206885338224744,2.7873605694778285,1.0400293096328754,0.09830464604042455,0.07170880451189142,0.24092048335997926,0.5306545412514851,0.05918569220222938
Early,100,BF8-node04,entry,600,0,1.0556777342778432,0.9725993204805948,1.4854992512179137,2.7876830302638815,1.0992150015381328,2.566708434217798,2.4103117482060834,3.6803101029525127,5.861708807749745,2.6187919081274686,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.95737308835646,0.8788570890958157,1.4206885362136334,2.7873605539100033,1.040029309401143,0.09830464592138355,0.07170880406464976,0.2409204830581093,0.530654541772589,0.059185692136990126
Early,100,BF8-node04,native,600,0,1.0745869522296367,0.983053793209064,1.6031209626933274,3.5059463979170133,1.1167237720224241,-2.5665977493274372,-2.3696253137870524,-1.7457568239497616,-1.350586588321644,-2.61872764116669,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.9757530799100126,0.9001207974866356,1.5137458743098857,3.5051801192927425,1.0567933579537045,0.0988338723196244,0.07452155810545771,0.23041523796865163,0.49925086263161184,0.0599304140687197
Early,100,BF8-node08,OS,600,0,4.3461103262728414e-13,2.8035787493155683e-13,9.799298163364586e-13,1.3490307754510466e-11,2.73233211609155e-13,3.4482256675718015e-09,1.1106098565360442e-09,6.492036692724812e-08,6.214012162494011e-07,4.1058209085857196e-10,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,9.135151206936146e-16,7.006762459120556e-17,1.7325743994977035e-15,7.26812654751012e-14,5.848863494893546e-16,4.336975175065905e-13,2.7988145528273243e-13,9.77273621329581e-13,1.3417626489035366e-11,2.7264832525966564e-13
Early,100,BF8-node08,entry,600,0,4.222710942130271,3.89039747354431,5.941997108136962,11.150732105264664,4.396860006489922,5.13341687220871,4.820623519625605,7.360620210672211,11.72341760709087,5.237583816967657,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,3.829492358183514,3.5154284286709316,5.6827541567589295,11.149442199646142,4.160117237783293,0.39321858394675785,0.28683521225504294,0.9636819370429897,2.1226181405213027,0.23674276870662914
Early,100,BF8-node08,native,600,0,0.00875267595253809,0.0011208683826659568,0.009797805872475177,0.3864900910885981,0.008753218044768583,0.00011068866347384502,-0.04868436990251486,0.17468750112056203,2.1590483444902806,6.42676734975608e-05,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.007628876370391662,0.0007647174858225487,0.008662300380139527,0.38541283370052387,0.007875029805515377,0.0011237995821464287,0.00038721291733433887,0.0017719574114362835,0.03857821005596143,0.0008781882392532076
Early,100,BF8,OS,600,0,4.3461103262728414e-13,2.8035787493155683e-13,9.799298163364586e-13,1.3490307754510466e-11,2.73233211609155e-13,3.4482256675718015e-09,1.1106098565360442e-09,6.492036692724812e-08,6.214012162494011e-07,4.1058209085857196e-10,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,9.135151206936146e-16,7.006762459120556e-17,1.7325743994977035e-15,7.26812654751012e-14,5.848863494893546e-16,4.336975175065905e-13,2.7988145528273243e-13,9.77273621329581e-13,1.3417626489035366e-11,2.7264832525966564e-13
Early,100,BF8,entry,600,0,4.222710942130271,3.89039747354431,5.941997108136962,11.150732105264664,4.396860006489922,5.13341687220871,4.820623519625605,7.360620210672211,11.72341760709087,5.237583816967657,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,3.829492358183514,3.5154284286709316,5.6827541567589295,11.149442199646142,4.160117237783293,0.39321858394675785,0.28683521225504294,0.9636819370429897,2.1226181405213027,0.23674276870662914
Early,100,BF8,native,600,0,0.00875267595253809,0.0011208683826659568,0.009797805872475177,0.3864900910885981,0.008753218044768583,0.00011068866347384502,-0.04868436990251486,0.17468750112056203,2.1590483444902806,6.42676734975608e-05,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.007628876370391662,0.0007647174858225487,0.008662300380139527,0.38541283370052387,0.007875029805515377,0.0011237995821464287,0.00038721291733433887,0.0017719574114362835,0.03857821005596143,0.0008781882392532076
Early,100,ENTRY,OS,600,0,4.22271093778412,3.8903972744285467,5.9419970092848855,11.150732152502151,4.3968600067464605,-5.133416868760484,-4.8206234956726295,-3.4688385895204217,-2.6831990128209053,-5.237583816557076,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,3.829492353860519,3.5154283514556663,5.682754140072218,11.149442246775664,4.160117238068038,0.39321858392360115,0.2868352171530687,0.9636819328361661,2.122618166048133,0.2367427686784237
Early,100,ENTRY,entry,600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early,100,ENTRY,native,600,0,4.251776697006798,3.899968985324353,6.1941446243053635,12.545959388156254,4.423124329027351,-5.133306183545236,-4.765548121315823,-3.4980316692909605,-2.69218609451904,-5.23751954929416,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,3.8586234600973435,3.5593090151575666,5.856098148173942,12.544004757356522,4.1857703048376615,0.39315323690945486,0.2886493894350862,0.9370653162346686,2.0191323639852605,0.23735402418968995
Early,100,N,OS,600,0,0.00875267600296031,0.0011208675317472016,0.00979781391593632,0.38649009700602155,0.008753218083717209,-0.00011068521524817854,0.04868430638118762,0.18138882699856412,0.7142885404308081,-6.426726291547428e-05,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.007628876429254055,0.0007647078891163374,0.008662301030667893,0.38541282659461396,0.007875029863056196,0.001123799573706258,0.00038721274631767157,0.001771956185174462,0.03857821073650487,0.0008781882206610143
