entry,batch_raw,endpoint,reference,context_rows,zero_goal_count,response_change_sq_mean,response_change_sq_median,response_change_sq_p90,response_change_sq_max,response_change_sq_type_weighted_mean,signed_goal_inner_mean,signed_goal_inner_median,signed_goal_inner_p90,signed_goal_inner_max,signed_goal_inner_type_weighted_mean,goal_sq_mean,goal_sq_median,goal_sq_p90,goal_sq_max,goal_sq_type_weighted_mean,goal_component_sq_mean,goal_component_sq_median,goal_component_sq_p90,goal_component_sq_max,goal_component_sq_type_weighted_mean,perpendicular_sq_mean,perpendicular_sq_median,perpendicular_sq_p90,perpendicular_sq_max,perpendicular_sq_type_weighted_mean
Early,100,N,entry,600,0,4.251776697006798,3.899968985324353,6.1941446243053635,12.545959388156254,4.423124329027351,5.133306183545236,4.765548121315823,7.176874686694744,12.434999448605698,5.23751954929416,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,3.8586234600973435,3.5593090151575666,5.856098148173942,12.544004757356522,4.1857703048376615,0.39315323690945486,0.2886493894350862,0.9370653162346686,2.0191323639852605,0.23735402418968995
Early,100,N,native,600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early,100,OS,OS,600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Early,100,OS,entry,600,0,4.22271093778412,3.8903972744285467,5.9419970092848855,11.150732152502151,4.3968600067464605,5.133416868760484,4.8206234956726295,7.36062021632739,11.723417631868749,5.237583816557076,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,3.829492353860519,3.5154283514556663,5.682754140072218,11.149442246775664,4.160117238068038,0.39321858392360115,0.2868352171530687,0.9636819328361661,2.122618166048133,0.2367427686784237
Early,100,OS,native,600,0,0.00875267600296031,0.0011208675317472016,0.00979781391593632,0.38649009700602155,0.008753218083717209,0.00011068521524817854,-0.04868430638118762,0.17468754052102142,2.1590482957659,6.426726291547428e-05,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.007628876429254055,0.0007647078891163374,0.008662301030667893,0.38541282659461396,0.007875029863056196,0.001123799573706258,0.00038721274631767157,0.001771956185174462,0.03857821073650487,0.0008781882206610143
Early,100,W0,OS,600,0,6.250962873634245,5.536478499590426,9.304697544198934,16.169928817427007,6.481081815270062,-5.358979629715688,-5.001667979321361,-3.6669025267550373,-2.7423607573755366,-5.460895787978145,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,4.177432528860512,3.820398633710954,6.132354456509899,11.859234420289717,4.526390885966427,2.073530344773733,1.6340769481953086,3.511982399472041,10.25200700340637,1.9546909293036365
Early,100,W0,entry,600,0,1.6805901233767697,1.2297969872506116,3.1208485379011073,9.881384263151029,1.7214985813376662,-0.2255627609552041,-0.18203802457988627,-0.03339704743183546,0.31794141182881275,-0.2233119714210714,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,0.011258425205233312,0.005376520880849868,0.028212953695960802,0.10277351682445168,0.0112508496266095,1.669331698171536,1.2202220937493218,3.1073886206675736,9.87551351803954,1.7102477317110567
Early,100,W0,native,600,0,6.285395816084136,5.656704689765811,9.52447585754734,17.608946334762706,6.512677286846793,-5.35886894450044,-4.9737012837319785,-3.66936578208716,-2.7513478390736714,-5.460831520715229,7.1267208674897455,6.589629059224259,10.211936528534547,19.30177521150778,6.781415460492325,4.2085287032502485,3.872773525276782,6.283172242015309,13.29621483838477,4.5540766135948445,2.0768671128338867,1.6488903094185785,3.4689195188151984,10.13974940762836,1.9586006732519485
Middle,100,BF1,OS,600,0,1.1845869781565055e-13,8.023629004528692e-14,2.6916125191109165e-13,1.4247221425788747e-12,7.577221462449464e-14,-7.098293186248795e-10,1.6463616164101861e-10,2.969141577375212e-08,4.5308864284089147e-07,-2.635120970889313e-10,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,1.6927682651567866e-16,1.5369528997119198e-17,2.5293141913803224e-16,1.4305383894209776e-14,1.1110127920001015e-16,1.182894209891349e-13,8.022735224584232e-14,2.685685630113998e-13,1.4222411575657433e-12,7.566111334529463e-14
Middle,100,BF1,entry,600,0,4.501976609451273,4.37838345205947,5.991950027302557,10.338791338264459,4.679075417421512,5.979582312488383,5.961947271003488,7.725498031704157,11.842918138685414,6.098214229482203,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,4.069846527628638,3.9089669290799427,5.677623217910781,10.327828000732586,4.418917713498829,0.43213008182263746,0.31625905543457056,1.063389915212027,2.0535994231766037,0.26015770392268306
Middle,100,BF1,native,600,0,0.021455538544329373,0.0039313100313726704,0.018100151754664333,0.42951215498997786,0.02145445665411134,0.0004405891115769715,-0.13028278451340827,0.17660952803591934,2.423472279308892,0.0002515663395841702,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,0.01722916082743154,0.003078214473681201,0.017513107414971408,0.428946592387553,0.018674992783044214,0.00422637771689784,0.0008112075376763612,0.0023495044902178785,0.16081861500042596,0.0027794638710671284
Middle,100,BF8-node02,OS,600,0,2.532361842912276,2.462840694354342,3.370471926245526,5.815570132280072,2.631979922053359,-4.484686734709252,-4.471460433946592,-3.143001876901518,-2.7354019195784667,-4.5736606721177075,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,2.2892886721968373,2.1987938972708942,3.193663082591697,5.809403254998218,2.4856412137890906,0.24307317071543907,0.17789571895360343,0.5981568284164855,1.1551496724491144,0.14633870826426862
Middle,100,BF8-node02,entry,600,0,0.2813735381610351,0.27364896501413993,0.3744968802707479,0.6461744584449742,0.2924422136438913,1.4948955784889604,1.4904868159986386,1.9313745113299954,2.960729534270534,1.5245535576280074,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,0.2543654081081055,0.24431043310754302,0.3548514583927495,0.6454892498710156,0.27618235718754813,0.027008130052929655,0.01976619064979106,0.06646186904774497,0.1283499631259603,0.016259856456343175
Middle,100,BF8-node02,native,600,0,2.592482929235074,2.5662727032999513,3.6216296072450387,5.1625982615700465,2.685623929434357,-4.484246144887845,-4.417497975000268,-3.1928940269815778,-2.352782674205629,-4.57340910551461,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,2.352587734461714,2.2978261585716453,3.4191964104813826,5.153456417354144,2.5405504603047646,0.23989519477336055,0.18440057524353792,0.5622385607233099,1.1401021446278965,0.1450734691295931
Middle,100,BF8-node04,OS,600,0,1.1254941533253158,1.0945958638989672,1.4979875282303086,2.5846978428355394,1.169768855231011,-2.9897911580847016,-2.980973626788135,-2.0953345822785567,-1.8236012819201664,-3.0491071162610695,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,1.0174616331165016,0.9772417358595885,1.4194058177856481,2.5819570087317176,1.1047294294017322,0.10803252020881417,0.07906476428812044,0.26584747858908936,0.5133998525271377,0.06503942582927899
Middle,100,BF8-node04,entry,600,0,1.1254941516049382,1.0945958623655407,1.497987516474871,2.5846978289077907,1.169768853425677,2.9897911551135103,2.980973623157096,3.8627490130524142,5.921459062645192,3.0491071134846446,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,1.017461631230934,0.9772417285360937,1.4194058207276483,2.581956994342459,1.1047294274994244,0.10803252037400436,0.0790647629805305,0.26584747845072443,0.5133998553575259,0.06503942592625293
Middle,100,BF8-node04,native,600,0,1.1727267237508097,1.1698674495849914,1.6786984137855747,2.428758195752405,1.212683012416263,-2.9893505682632946,-2.9430681965611445,-2.126177553227645,-1.037415092027516,-3.0488555496579726,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,1.0654040616069718,1.0504304027068678,1.5871361205245393,2.424323141884824,1.1475605913872235,0.1073226621438379,0.07698268523739703,0.25436658725892947,0.5304879479359568,0.06512242102903965
Middle,100,BF8-node08,OS,600,0,2.725899069338041e-13,1.7741317165678316e-13,5.924412406055633e-13,3.818039373764579e-12,1.7226750588855156e-13,-3.281821382359926e-10,1.572475551042304e-09,4.760182280204046e-08,6.636138138010197e-07,2.2828266824242234e-10,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,4.061746102623406e-16,4.2956262080411905e-17,6.133737945543864e-16,3.1473229186149713e-14,2.6535221999013584e-16,2.721837323235418e-13,1.7727562232228802e-13,5.908927139130621e-13,3.799612920847386e-12,1.7200215366856144e-13
Middle,100,BF8-node08,entry,600,0,4.501976609739374,4.378383452126349,5.9919499821200715,10.338791325550034,4.679075418044999,5.97958231287003,5.96194727562382,7.725498025421796,11.8429181313121,6.098214229973998,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,4.069846527989591,3.90896692452714,5.677623166382216,10.327827987872524,4.418917714162543,0.43213008174978407,0.3162590559392747,1.0633899101666446,2.0535994267621054,0.26015770388245657
Middle,100,BF8-node08,native,600,0,0.02145553845744647,0.0039313099550264425,0.018100150720290035,0.4295121518796608,0.02145445655298466,0.0004405894932241535,-0.13028279048868557,0.17660955848813664,2.423472307210071,0.00025156683137894024,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,0.017229160717955827,0.0030782146217538425,0.01751310832397511,0.42894659368421306,0.01867499266761173,0.004226377739490646,0.0008112075772202969,0.002349504422335485,0.16081861616415571,0.0027794638853729336
Middle,100,BF8,OS,600,0,2.725899069338041e-13,1.7741317165678316e-13,5.924412406055633e-13,3.818039373764579e-12,1.7226750588855156e-13,-3.281821382359926e-10,1.572475551042304e-09,4.760182280204046e-08,6.636138138010197e-07,2.2828266824242234e-10,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,4.061746102623406e-16,4.2956262080411905e-17,6.133737945543864e-16,3.1473229186149713e-14,2.6535221999013584e-16,2.721837323235418e-13,1.7727562232228802e-13,5.908927139130621e-13,3.799612920847386e-12,1.7200215366856144e-13
Middle,100,BF8,entry,600,0,4.501976609739374,4.378383452126349,5.9919499821200715,10.338791325550034,4.679075418044999,5.97958231287003,5.96194727562382,7.725498025421796,11.8429181313121,6.098214229973998,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,4.069846527989591,3.90896692452714,5.677623166382216,10.327827987872524,4.418917714162543,0.43213008174978407,0.3162590559392747,1.0633899101666446,2.0535994267621054,0.26015770388245657
Middle,100,BF8,native,600,0,0.02145553845744647,0.0039313099550264425,0.018100150720290035,0.4295121518796608,0.02145445655298466,0.0004405894932241535,-0.13028279048868557,0.17660955848813664,2.423472307210071,0.00025156683137894024,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,0.017229160717955827,0.0030782146217538425,0.01751310832397511,0.42894659368421306,0.01867499266761173,0.004226377739490646,0.0008112075772202969,0.002349504422335485,0.16081861616415571,0.0027794638853729336
Middle,100,ENTRY,OS,600,0,4.501976609860484,4.378383452528997,5.991950089410338,10.338791343486633,4.679075417313353,-5.979582313198213,-5.961947249945231,-4.19066916988233,-3.647202558792965,-6.098214229745715,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,4.069846528694872,3.908966928791365,5.677623277026595,10.327828006148357,4.418917713802315,0.4321300811656125,0.31625905453727826,1.0633899140795953,2.053599415769301,0.26015770351103895
Middle,100,ENTRY,entry,600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle,100,ENTRY,native,600,0,4.574986212123372,4.494162125505117,6.309558975207765,8.915234746889737,4.743449274939226,-5.979141723376806,-5.922643846986894,-4.258077052294513,-3.6681502676123117,-6.097962663142619,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,4.1485022247717405,4.012677537163604,5.942544362287767,8.89960932265371,4.485905044889195,0.4264839873516322,0.3274002295276587,0.9857261725040394,1.9802477438932127,0.25754423005003213
Middle,100,Frozen-BF8-node02,OS,600,0,2.532361842912276,2.462840694354342,3.370471926245526,5.815570132280072,2.631979922053359,-4.484686734709252,-4.471460433946592,-3.143001876901518,-2.7354019195784667,-4.5736606721177075,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,2.2892886721968373,2.1987938972708942,3.193663082591697,5.809403254998218,2.4856412137890906,0.24307317071543907,0.17789571895360343,0.5981568284164855,1.1551496724491144,0.14633870826426862
Middle,100,Frozen-BF8-node02,entry,600,0,0.2813735381610351,0.27364896501413993,0.3744968802707479,0.6461744584449742,0.2924422136438913,1.4948955784889604,1.4904868159986386,1.9313745113299954,2.960729534270534,1.5245535576280074,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,0.2543654081081055,0.24431043310754302,0.3548514583927495,0.6454892498710156,0.27618235718754813,0.027008130052929655,0.01976619064979106,0.06646186904774497,0.1283499631259603,0.016259856456343175
Middle,100,Frozen-BF8-node02,native,600,0,2.592482929235074,2.5662727032999513,3.6216296072450387,5.1625982615700465,2.685623929434357,-4.484246144887845,-4.417497975000268,-3.1928940269815778,-2.352782674205629,-4.57340910551461,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,2.352587734461714,2.2978261585716453,3.4191964104813826,5.153456417354144,2.5405504603047646,0.23989519477336055,0.18440057524353792,0.5622385607233099,1.1401021446278965,0.1450734691295931
Middle,100,Frozen-BF8-node04,OS,600,0,1.1254941533253158,1.0945958638989672,1.4979875282303086,2.5846978428355394,1.169768855231011,-2.9897911580847016,-2.980973626788135,-2.0953345822785567,-1.8236012819201664,-3.0491071162610695,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,1.0174616331165016,0.9772417358595885,1.4194058177856481,2.5819570087317176,1.1047294294017322,0.10803252020881417,0.07906476428812044,0.26584747858908936,0.5133998525271377,0.06503942582927899
Middle,100,Frozen-BF8-node04,entry,600,0,1.1254941516049382,1.0945958623655407,1.497987516474871,2.5846978289077907,1.169768853425677,2.9897911551135103,2.980973623157096,3.8627490130524142,5.921459062645192,3.0491071134846446,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,1.017461631230934,0.9772417285360937,1.4194058207276483,2.581956994342459,1.1047294274994244,0.10803252037400436,0.0790647629805305,0.26584747845072443,0.5133998553575259,0.06503942592625293
Middle,100,Frozen-BF8-node04,native,600,0,1.1727267237508097,1.1698674495849914,1.6786984137855747,2.428758195752405,1.212683012416263,-2.9893505682632946,-2.9430681965611445,-2.126177553227645,-1.037415092027516,-3.0488555496579726,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,1.0654040616069718,1.0504304027068678,1.5871361205245393,2.424323141884824,1.1475605913872235,0.1073226621438379,0.07698268523739703,0.25436658725892947,0.5304879479359568,0.06512242102903965
Middle,100,Frozen-BF8-node08,OS,600,0,2.2977029934242863e-13,1.5259624605987081e-13,5.276673064527115e-13,2.817531791639912e-12,1.4539358174215964e-13,-2.001986780042561e-10,1.4044540753155337e-09,4.196083116890267e-08,6.343186415596463e-07,3.2847849095755294e-10,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,3.339561039166449e-16,3.400688079741259e-17,4.882828628101721e-16,2.870934807548974e-14,2.1944242551820276e-16,2.2943634323851197e-13,1.5243299444389094e-13,5.264266232399002e-13,2.812891233748434e-12,1.4517413931664144e-13
Middle,100,Frozen-BF8-node08,entry,600,0,4.501976609794215,4.3783834511242254,5.991950002660242,10.338791331278312,4.679075418107021,5.979582312998014,5.961947280604118,7.725498031900537,11.842918134757996,6.098214230074193,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,4.0698465281058045,3.908966934591141,5.6776231923073315,10.327827993882632,4.4189177142684954,0.43213008168841166,0.3162590533930293,1.063389906236532,2.0535994174901506,0.26015770383852743
Middle,100,Frozen-BF8-node08,native,600,0,0.021455538489325455,0.003931309988606718,0.01810015075166165,0.429512152743728,0.021454456583941236,0.00044058962120761434,-0.1302827944911021,0.17660954570345355,2.4234722998550424,0.0002515669315747639,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,0.017229160772710958,0.0030782143864035677,0.017513107908115926,0.42894659463407225,0.01867499271026387,0.004226377716614501,0.0008112075799383473,0.0023495043342689455,0.16081861657705698,0.0027794638736773724
Middle,100,Frozen-BF8,OS,600,0,2.2977029934242863e-13,1.5259624605987081e-13,5.276673064527115e-13,2.817531791639912e-12,1.4539358174215964e-13,-2.001986780042561e-10,1.4044540753155337e-09,4.196083116890267e-08,6.343186415596463e-07,3.2847849095755294e-10,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,3.339561039166449e-16,3.400688079741259e-17,4.882828628101721e-16,2.870934807548974e-14,2.1944242551820276e-16,2.2943634323851197e-13,1.5243299444389094e-13,5.264266232399002e-13,2.812891233748434e-12,1.4517413931664144e-13
Middle,100,Frozen-BF8,entry,600,0,4.501976609794215,4.3783834511242254,5.991950002660242,10.338791331278312,4.679075418107021,5.979582312998014,5.961947280604118,7.725498031900537,11.842918134757996,6.098214230074193,9.19868403110532,8.615241791647907,12.91382282544992,25.928264462840293,8.71837445503403,4.0698465281058045,3.908966934591141,5.6776231923073315,10.327827993882632,4.4189177142684954,0.43213008168841166,0.3162590533930293,1.063389906236532,2.0535994174901506,0.26015770383852743
