entry,batch_raw,endpoint,reference,context_index,goal_component_sq,goal_sq,perpendicular_sq,request_index,response_change_sq,signed_goal_inner,zero_goal
Early,100,BF8-node08,native,5,0.010565681593487058,8.315062528493726,0.0018707946782379507,40,0.012436476271725009,0.2964022656897213,False
Early,100,BF8-node08,native,0,0.002677695220233152,6.58098082344757,0.00019133185781012912,41,0.00286902707804328,-0.13274735739513457,False
Early,100,BF8-node08,native,1,0.0020917381468718546,8.536251463301003,0.0007740905719353492,41,0.0028658287188072034,-0.1336248585296815,False
Early,100,BF8-node08,native,2,0.0020857880903841657,8.584770291359,0.0007852784134095546,41,0.0028710665037937197,-0.13381334624169744,False
Early,100,BF8-node08,native,3,0.002024187486333889,8.811337939345613,0.0008437328072959214,41,0.002867920293629811,-0.13355073940148152,False
Early,100,BF8-node08,native,4,0.002034620247294979,8.749559205462365,0.000832494226164121,41,0.0028671144734591005,-0.13342424934898417,False
Early,100,BF8-node08,native,5,0.0020993578924970117,8.528937994255896,0.0007741588545437431,41,0.0028735167470407543,-0.13381066210455259,False
Early,100,BF8-node08,native,0,0.0003496856338665304,4.830731454310768,0.0002245017092708881,42,0.0005741873431374185,-0.041100333218109644,False
Early,100,BF8-node08,native,1,0.00033173452055930246,4.970124684984028,0.00023779479430524318,42,0.0005695293148645456,-0.04060494956890269,False
Early,100,BF8-node08,native,2,0.00034230736846317694,4.934874634288407,0.0002316342875214998,42,0.0005739416559846766,-0.04110041301202395,False
Early,100,BF8-node08,native,3,0.00032249507307343566,5.0703380233302795,0.00025260086971322626,42,0.0005750959427866619,-0.04043709969002374,False
Early,100,BF8-node08,native,4,0.0003285415760514941,5.06465056057073,0.00024733649557428443,42,0.0005758780716257786,-0.040791522125559254,False
Early,100,BF8-node08,native,5,0.0003438088816156868,4.863997279319657,0.00023109986946524271,42,0.0005749087510809295,-0.04089358708629795,False
Early,100,BF8-node08,native,0,0.0009195373334207761,5.334828690537849,0.0002011821016361285,43,0.0011207194350569048,-0.07003980402852242,False
Early,100,BF8-node08,native,1,0.0009091669993400297,5.381631683184616,0.0002105100823458244,43,0.001119677081685854,-0.06994856631092727,False
Early,100,BF8-node08,native,2,0.0009088367710240412,5.375034923490157,0.00021232260871454682,43,0.001121159379738588,-0.06989298522746219,False
Early,100,BF8-node08,native,3,0.0008840487366310865,5.512796476966247,0.00023696859364392238,43,0.0011210173302750087,-0.06981103609578011,False
Early,100,BF8-node08,native,4,0.0008959736207848607,5.480177210268476,0.00022227381215859612,43,0.001118247432943456,-0.07007206445957563,False
Early,100,BF8-node08,native,5,0.0009073477530350725,5.377226612733859,0.00020917111462679188,43,0.0011165188676618644,-0.06984994262434623,False
Early,100,BF8-node08,native,0,8.587590535064248e-05,5.679956495059236,0.0002929906484214505,44,0.000378866553772093,-0.022085547454511377,False
Early,100,BF8-node08,native,1,4.5151429517749535e-05,10.02022780910647,0.0003332677927131061,44,0.00037841922223085564,-0.021270345781737178,False
Early,100,BF8-node08,native,2,5.354811110977165e-05,9.010144693437969,0.00032555663287605875,44,0.0003791047439858304,-0.02196534154433606,False
Early,100,BF8-node08,native,3,3.964372963414024e-05,10.54950847561305,0.00033914741662700187,44,0.0003787911462611421,-0.020450473387681634,False
Early,100,BF8-node08,native,4,4.668205650445017e-05,9.886805580403635,0.00033171990421337227,44,0.00037840196071782246,-0.021483398631336612,False
Early,100,BF8-node08,native,5,5.32046155253214e-05,8.997417878956252,0.0003250183347725316,44,0.000378222950297853,-0.021879308923513103,False
Early,100,BF8-node08,native,0,0.0003314301939417061,4.997842843727529,0.0003790975447461126,45,0.0007105277386878188,-0.040699336886327556,False
Early,100,BF8-node08,native,1,0.00028654504558665996,5.762851912973245,0.00042147033189137535,45,0.0007080153774780351,-0.04063639580612543,False
Early,100,BF8-node08,native,2,0.00029661077080953864,5.505443884935229,0.00041295722190209895,45,0.0007095679927116376,-0.04041007243694695,False
Early,100,BF8-node08,native,3,0.00027542409573671876,5.949979909947465,0.0004352346062934196,45,0.0007106587020301383,-0.04048169754776748,False
Early,100,BF8-node08,native,4,0.0002892894742541805,5.675472277679646,0.00042163731783224185,45,0.0007109267920864225,-0.04051980245946568,False
Early,100,BF8-node08,native,5,0.0002979616048498908,5.490840805477919,0.00041306183581488014,45,0.0007110234406647709,-0.040448235293711735,False
Early,100,BF8-node08,native,0,0.0001586423116045665,7.350446717539634,0.0005703286551526309,46,0.0007289709667571973,-0.03414808718796245,False
Early,100,BF8-node08,native,1,0.00011368567397884014,10.894970925666062,0.0006161590241599586,46,0.0007298446981387988,-0.03519377945978826,False
Early,100,BF8-node08,native,2,0.00011778582572473622,10.454183308527686,0.0006108843784933965,46,0.0007286702042181328,-0.03509066276479668,False
Early,100,BF8-node08,native,3,0.00010510877678204998,11.963277568851044,0.000621522933721797,46,0.0007266317105038469,-0.035460477599238135,False
Early,100,BF8-node08,native,4,0.0001110463120613069,10.817151979179677,0.0006170279080362157,46,0.0007280742200975227,-0.03465840207358917,False
Early,100,BF8-node08,native,5,0.00011399220151202865,10.709637994263959,0.0006169598242480173,46,0.0007309520257600459,-0.034940166175377804,False
Early,100,BF8-node08,native,0,0.0004719651361010012,4.761634809672341,0.0001998042644368109,47,0.0006717694005378121,-0.0474059660908864,False
Early,100,BF8-node08,native,1,0.00045415773901254144,4.935315978544288,0.0002148454257744732,47,0.0006690031647870145,-0.04734355231843236,False
Early,100,BF8-node08,native,2,0.0004585901385779326,4.953829265830224,0.00021225002682163712,47,0.0006708401653995694,-0.0476631644932279,False
Early,100,BF8-node08,native,3,0.0004491607479785542,5.016183080561765,0.00022434961261261818,47,0.0006735103605911724,-0.04746654131556765,False
Early,100,BF8-node08,native,4,0.00045344647824487353,5.0188080371202926,0.00021942857959468973,47,0.000672875057839563,-0.04770493506356824,False
Early,100,BF8-node08,native,5,0.00045908854059386006,4.882464840071821,0.00021311740045330726,47,0.0006722059410471672,-0.04734430966789363,False
Early,100,BF8-node08,native,0,0.0026233281116738822,4.887114353314409,0.0001531839281093688,48,0.0027765120397832497,-0.11322766653082017,False
Early,100,BF8-node08,native,1,0.002487698524386824,5.15586580061912,0.000288191719333881,48,0.0027758902437207043,-0.11325299000086786,False
Early,100,BF8-node08,native,2,0.0025124045405833066,5.162937247970007,0.0002664635639761169,48,0.002778868104559424,-0.11389199701711497,False
Early,100,BF8-node08,native,3,0.0023509472536650273,5.517501013795582,0.0004246059362857241,48,0.0027755531899507505,-0.11389185157629463,False
Early,100,BF8-node08,native,4,0.002477255357396904,5.218344283649044,0.0003008910739625102,48,0.0027781464313594148,-0.11369771912141027,False
Early,100,BF8-node08,native,5,0.002555762044152411,5.0186010287844915,0.00022638905884364032,48,0.00278215110299605,-0.11325347687427367,False
Early,100,BF8-node08,native,0,0.0020904485216750755,8.377742623778268,0.00037771282369395695,49,0.002468161345369031,0.1323375973895988,False
Early,100,BF8-node08,native,1,0.0019369927300933842,9.220012130731103,0.0005308287799054123,49,0.002467821509998796,0.13363793050103312,False
Early,100,BF8-node08,native,2,0.001990722534125392,8.821117773366112,0.00047436942252649327,49,0.002465091956651884,0.13251565163260495,False
Early,100,BF8-node08,native,3,0.0016957339098489883,10.578443522251906,0.0007711133551937749,49,0.0024668472650427632,0.13393366042225877,False
Early,100,BF8-node08,native,4,0.0018965599652905668,9.329297010471414,0.0005712274574575429,49,0.002467787422748109,0.13301718390630984,False
Early,100,BF8-node08,native,5,0.0020279046168763656,8.692357196954116,0.0004549803081942033,49,0.0024828849250705673,0.1327677343756447,False
Early,100,BF8-node08,native,0,8.32230648626181e-05,4.524797469044757,0.0003927244485998783,50,0.0004759475134624963,-0.019405347542791444,False
Early,100,BF8-node08,native,1,6.81838182299996e-05,5.690071975122187,0.00040935245924981584,50,0.00047753627747981536,-0.019696975231424392,False
Early,100,BF8-node08,native,2,7.203276588483105e-05,5.485382789673063,0.00040527207865011217,50,0.0004773048445349432,-0.01987780909147689,False
Early,100,BF8-node08,native,3,6.887670035642362e-05,5.8531546550788285,0.0004072420937845062,50,0.00047611879414092976,-0.0200784954445713,False
Early,100,BF8-node08,native,4,7.177048038886794e-05,5.599008477780453,0.00040354536029065435,50,0.0004753158406795223,-0.020046035222747845,False
Early,100,BF8-node08,native,5,7.190530320668756e-05,5.425463416964748,0.0004029279248029775,50,0.000474833228009665,-0.01975144531505584,False
Early,100,BF8-node08,native,0,0.0006088516177034721,4.054925860477606,0.00044724112429195555,51,0.0010560927419954278,-0.04968750516799404,False
Early,100,BF8-node08,native,1,0.0005819611665470118,4.269717896854557,0.0004732179348706918,51,0.0010551791014177035,-0.04984786864129832,False
Early,100,BF8-node08,native,2,0.0005845538508910866,4.225353759352437,0.0004694682664747483,51,0.0010540221173658349,-0.04969855945001421,False
Early,100,BF8-node08,native,3,0.0005684501769687906,4.413095591595303,0.0004885499783179424,51,0.001057000155286733,-0.05008617543816397,False
Early,100,BF8-node08,native,4,0.0005823463172926772,4.274388036721268,0.00047891155371437594,51,0.0010612578710070533,-0.04989162386477822,False
Early,100,BF8-node08,native,5,0.0005985865471857487,4.120529458929906,0.0004551356365262478,51,0.0010537221837119961,-0.04966380474146149,False
Early,100,BF8-node08,native,0,0.0058379616575054884,6.524976185913886,0.00022698757202421342,52,0.006064949229529697,-0.19517315591418216,False
Early,100,BF8-node08,native,1,0.005584288507919031,6.886642049082937,0.0004906478476733419,52,0.006074936355592373,-0.19610455388094844,False
Early,100,BF8-node08,native,2,0.005674458807985867,6.717539159682664,0.00037993830099300967,52,0.0060543971089788776,-0.1952393383840748,False
Early,100,BF8-node08,native,3,0.00551496681391108,7.063029043059736,0.0005612641754733697,52,0.006076230989384444,-0.19736354977088488,False
Early,100,BF8-node08,native,4,0.0056226458148748455,6.87321652579619,0.0004324835512062882,52,0.0060551293660811335,-0.1965849997672675,False
Early,100,BF8-node08,native,5,0.00568239945716712,6.6719803122368155,0.0003795479740212891,52,0.006061947431188406,-0.1947122423076787,False
Early,100,BF8-node08,native,0,0.004515420683385893,7.817959383712502,0.0007354018426851513,53,0.005250822526071041,-0.18788660277701083,False
Early,100,BF8-node08,native,1,0.00387270636853417,9.303360236145569,0.0013876846010110414,53,0.005260390969545212,-0.18981354650100318,False
Early,100,BF8-node08,native,2,0.004192634653839783,8.520630941814805,0.001046878135734996,53,0.005239512789574779,-0.18900765211819404,False
Early,100,BF8-node08,native,3,0.004019271835423026,9.039839270045427,0.001229741130717607,53,0.005249012966140632,-0.19061367048258798,False
Early,100,BF8-node08,native,4,0.004090397932752744,8.771616863428456,0.0011676961041197547,53,0.005258094036872499,-0.18941859329291533,False
Early,100,BF8-node08,native,5,0.004289679122125572,8.451699258714736,0.0009680878696044159,53,0.005257766991729987,-0.19040766228435446,False
Early,100,BF8-node08,native,0,0.0005714651456341108,5.317336867035,0.00034324254309095123,54,0.0009147076887250619,-0.05512415701945729,False
Early,100,BF8-node08,native,1,0.00044961392373949307,6.8191822485580795,0.00046366838934235277,54,0.0009132823130818456,-0.05537146636552888,False
Early,100,BF8-node08,native,2,0.0004913984830885211,6.126971570279428,0.0004212841867860437,54,0.0009126826698745647,-0.05487061632205169,False
Early,100,BF8-node08,native,3,0.00045780910179335683,6.91343245184006,0.00045534992522963387,54,0.0009131590270229907,-0.05625861979364533,False
Early,100,BF8-node08,native,4,0.0004786846710473229,6.396219138472443,0.0004353728691496427,54,0.0009140575401969657,-0.05533328161465098,False
Early,100,BF8-node08,native,5,0.0005191728062738582,6.00139062354452,0.0003963477125424008,54,0.0009155205188162588,-0.055818982537943374,False
Early,100,BF8-node08,native,0,5.532990213300049e-05,5.799250609720485,0.00031592910619628105,55,0.0003712590083292816,-0.01791289950512138,False
Early,100,BF8-node08,native,1,4.310759333180852e-05,8.276886408354228,0.0003283135562211162,55,0.00037142114955292466,-0.0188890617380776,False
Early,100,BF8-node08,native,2,5.2962810894913464e-05,6.855525580727898,0.0003194596209163907,55,0.00037242243181130413,-0.019054865649417038,False
Early,100,BF8-node08,native,3,3.174203453730549e-05,11.130973919463957,0.0003388112243252676,55,0.0003705532588625731,-0.018796801818008073,False
Early,100,BF8-node08,native,4,3.7168037405953234e-05,9.935890291466986,0.0003343565198087912,55,0.0003715245572147443,-0.019217115860989453,False
Early,100,BF8-node08,native,5,4.742786030912691e-05,6.97703534005796,0.00032319319701169,55,0.00037062105732081694,-0.018190817944229738,False
Early,100,BF8-node08,native,0,0.0006630708482349167,4.58316724026648,0.00024993594195150563,56,0.0009130067901864223,-0.055126804638088514,False
Early,100,BF8-node08,native,1,0.0005862879373723625,5.150715822443547,0.0003256454853229811,56,0.0009119334226953432,-0.05495273019178954,False
Early,100,BF8-node08,native,2,0.0006108692204039298,4.992306271885889,0.0003047081415577223,56,0.0009155773619616517,-0.05522360220344723,False
Early,100,BF8-node08,native,3,0.0005835823642398707,5.1474976528111895,0.0003297075609844916,56,0.000913289925224362,-0.0548086567081035,False
Early,100,BF8-node08,native,4,0.000579601416094973,5.207902662950683,0.0003333844433119579,56,0.0009129858594069309,-0.05494094791984387,False
Early,100,BF8-node08,native,5,0.0006257848847941465,4.837123222065033,0.0002873293195547086,56,0.0009131142043488549,-0.05501816607498888,False
Early,100,BF8-node08,native,0,0.0008085249795732039,5.382816754404664,0.0003169974981100691,57,0.001125522477683273,-0.06597076478563312,False
Early,100,BF8-node08,native,1,0.0007237251464839258,6.064759937734454,0.0003988861449318536,57,0.0011226112914157792,-0.06625118319190014,False
Early,100,BF8-node08,native,2,0.0007595437882895063,5.599955894566518,0.0003604787426444888,57,0.0011200225309339952,-0.06521818545783993,False
Early,100,BF8-node08,native,3,0.0007104433959810694,6.106410244790961,0.00041347934241777655,57,0.0011239227383988458,-0.06586546008009724,False
Early,100,BF8-node08,native,4,0.0007592609534738759,5.619662285169969,0.0003649141132763732,57,0.0011241750667502488,-0.0653206716502466,False
Early,100,BF8-node08,native,5,0.0007698911833555911,5.562145099915652,0.00035057958796144554,57,0.0011204707713170366,-0.06543887585349831,False
Early,100,BF8-node08,native,0,0.07688649614557194,9.940332153974527,0.004414155811080921,58,0.08130065195665287,0.8742295521442107,False
Early,100,BF8-node08,native,1,0.045973227027468345,17.622705022624803,0.03542135845895793,58,0.08139458548642627,0.9000958942486276,False
Early,100,BF8-node08,native,2,0.05033168804817107,15.69044956365375,0.031144053818179612,58,0.08147574186635065,0.8886657486217089,False
Early,100,BF8-node08,native,3,0.04270436461672254,19.30177521150778,0.03857821005596143,58,0.08128257467268396,0.9078931910650311,False
Early,100,BF8-node08,native,4,0.04817756002740367,16.563078782907926,0.03320407116392979,58,0.08138163119133345,0.8932909505318872,False
Early,100,BF8-node08,native,5,0.04909049836977589,16.14860530687089,0.03231232466974551,58,0.08140282303952139,0.8903612089995272,False
Early,100,BF8-node08,native,0,0.000535502280438517,7.938327784587206,0.0003702966236433967,59,0.0009057989040819137,-0.06519963674373416,False
Early,100,BF8-node08,native,1,0.0004998551720037255,8.508489170710648,0.0004085604729270413,59,0.0009084156449307667,-0.06521512338344079,False
Early,100,BF8-node08,native,2,0.0005144564459281949,8.257693750900023,0.00039247627217217965,59,0.0009069327181003748,-0.0651783996324817,False
Early,100,BF8-node08,native,3,0.00044979610000655244,9.30919850246505,0.00045439088284224044,59,0.000904186982848793,-0.06470889568363547,False
Early,100,BF8-node08,native,4,0.0005016710424773508,8.419867921262682,0.0004029763347672989,59,0.0009046473772446495,-0.06499233737588958,False
Early,100,BF8-node08,native,5,0.0005260992241680744,8.081793675864933,0.00038102513896659236,59,0.0009071243631346666,-0.06520602259576175,False
Early,100,BF8-node08,native,0,0.0015984573263429864,5.346330509117676,0.00016429762303112456,60,0.0017627549493741102,-0.09244393528701694,False
Early,100,BF8-node08,native,1,0.0015636252050176974,5.409834040610193,0.00018710274066664864,60,0.0017507279456843456,-0.09197256580557503,False
Early,100,BF8-node08,native,2,0.0015589948217568732,5.470643946115477,0.00019927593281573677,60,0.0017582707545726107,-0.09235099124356824,False
Early,100,BF8-node08,native,3,0.0015502090721828626,5.566567094381684,0.00021248718404427903,60,0.0017626962562271417,-0.09289425606906535,False
Early,100,BF8-node08,native,4,0.001542016727234904,5.547262024046754,0.0002184014569682779,60,0.001760418184203181,-0.09248767934938708,False
Early,100,BF8-node08,native,5,0.001580953217631595,5.402581670349422,0.00018153844682174372,60,0.0017624916644533388,-0.09241876906373725,False
Early,100,BF8-node08,native,0,0.020291953841205933,7.787418339476777,0.0036266878230755994,61,0.023918641664281533,0.3975197271668707,False
Early,100,BF8-node08,native,1,0.017782508026085164,9.043144238933778,0.006088028319476129,61,0.02387053634556129,0.40101095372805673,False
Early,100,BF8-node08,native,2,0.01962238249993322,8.040825439471408,0.004250140555672968,61,0.023872523055606193,0.3972154986760985,False
Early,100,BF8-node08,native,3,0.016698451795733635,9.306085059374762,0.007197349057348694,61,0.023895800853082322,0.3942045316469186,False
Early,100,BF8-node08,native,4,0.01812513599960963,8.656496339101434,0.005774978724896598,61,0.02390011472450622,0.39610626532072973,False
Early,100,BF8-node08,native,5,0.019658006185381972,8.024134731758835,0.004221726179138919,61,0.0238797323645209,0.3971630523969387,False
Early,100,BF8-node08,native,0,9.472890139623065e-05,4.255575601578025,0.0003086579431418923,62,0.00040338684453812307,-0.02007799794666016,False
Early,100,BF8-node08,native,1,8.493295817221947e-05,4.8160299955873285,0.0003181460772398875,62,0.00040307903541210693,-0.02022472927312929,False
Early,100,BF8-node08,native,2,8.67358573155818e-05,4.687599856042041,0.00031801033172515356,62,0.0004047461890407353,-0.02016390320017938,False
Early,100,BF8-node08,native,3,8.220814260171521e-05,4.911284021248507,0.0003203107076874675,62,0.00040251885028918263,-0.020093470013323296,False
Early,100,BF8-node08,native,4,8.354516044201463e-05,4.811316220911981,0.0003195131001133703,62,0.00040305826055538486,-0.02004899462849344,False
Early,100,BF8-node08,native,5,9.092007709830863e-05,4.463733519885056,0.000312852453080628,62,0.0004037725301789366,-0.020145545308436152,False
Early,100,BF8-node08,native,0,0.0008331777332219237,5.647705637678997,0.0001943827645096306,63,0.001027560497731554,-0.06859695752076811,False
Early,100,BF8-node08,native,1,0.0006051390375320599,7.8441894689151415,0.00042258920985100665,63,0.0010277282473830664,-0.06889720796547875,False
Early,100,BF8-node08,native,2,0.0006382822452662374,7.43718321366622,0.0003889278422009088,63,0.0010272100874671461,-0.06889863569095724,False
Early,100,BF8-node08,native,3,0.0005793598987223123,8.305572527843614,0.00044883430308478135,63,0.0010281942018070932,-0.06936797285896637,False
Early,100,BF8-node08,native,4,0.0006284578182274521,7.610471948040817,0.00039795755570892506,63,0.0010264153739363772,-0.06915822869440019,False
Early,100,BF8-node08,native,5,0.0006834273629724825,6.992710756998877,0.0003440325656273287,63,0.001027459928599811,-0.06913038313712035,False
Early,100,BF8-node08,native,0,0.006376233201846683,8.663220138919163,0.00041811794053180914,64,0.00679435114237849,-0.23502917241202886,False
Early,100,BF8-node08,native,1,0.006231523649841354,8.865966580533343,0.0005406543306575532,64,0.006772177980498906,-0.2350499530425322,False
Early,100,BF8-node08,native,2,0.006326420557154748,8.8729731072597,0.0005002426320435123,64,0.00682666318919826,-0.2369264853680335,False
Early,100,BF8-node08,native,3,0.006047949497094362,9.305734770519871,0.0007417990858194943,64,0.006789748582913856,-0.23723535555532016,False
Early,100,BF8-node08,native,4,0.006309999255059778,8.872886793587783,0.000528099563491706,64,0.006838098818551484,-0.23661764316671033,False
Early,100,BF8-node08,native,5,0.006355303623044959,8.79642250541908,0.0004954221149839616,64,0.00685072573802892,-0.23644013157356367,False
Early,100,BF8-node08,native,0,0.00013615159819045026,4.280428807828445,0.00025300718991272007,65,0.0003891587881031703,-0.024140986374344493,False
Early,100,BF8-node08,native,1,0.0001306734340623586,4.379875661238333,0.0002577640021768911,65,0.0003884374362392497,-0.023923490410476405,False
Early,100,BF8-node08,native,2,0.0001305251133712176,4.387555375914655,0.00025805721865950686,65,0.0003885823320307244,-0.02393086214209082,False
Early,100,BF8-node08,native,3,0.00012251225344325756,4.761824491309418,0.00026667000336571113,65,0.00038918225680896875,-0.024153298924403897,False
Early,100,BF8-node08,native,4,0.0001282535906088762,4.543246583475481,0.0002600601452411368,65,0.0003883137358500129,-0.02413892473479794,False
Early,100,BF8-node08,native,5,0.00013171598820598503,4.344091033412733,0.0002565441658841986,65,0.0003882601540901837,-0.023920414781577616,False
Early,100,BF8-node08,native,0,1.590714361805497e-05,4.544385617372747,0.00023087487556778489,66,0.00024678201918583984,-0.008502246448520042,False
Early,100,BF8-node08,native,1,1.3305252458303627e-05,5.1918369772916195,0.0002316471057988497,66,0.0002449523582571533,-0.00831135979880675,False
Early,100,BF8-node08,native,2,1.3553645802084232e-05,5.2691001563026925,0.00023254174130835995,66,0.00024609538711044417,-0.008450770214260554,False
Early,100,BF8-node08,native,3,1.3489213011095766e-05,5.270076219355111,0.0002332557740027827,66,0.0002467449870138785,-0.00843144001387612,False
Early,100,BF8-node08,native,4,1.2208161051296464e-05,5.602484246631364,0.00023457080830757392,66,0.0002467789693588704,-0.00827018923424531,False
Early,100,BF8-node08,native,5,1.3424735374667958e-05,4.996021591525871,0.0002327098924320388,66,0.00024613462780670675,-0.00818964393562762,False
Early,100,BF8-node08,native,0,0.00043434396281135567,7.496755739950986,0.0006821196325458205,67,0.0011164635953571761,0.057062865300640905,False
Early,100,BF8-node08,native,1,0.0003729885723539326,8.51221509750264,0.0007404089225678504,67,0.001113397494921783,0.05634677414712488,False
Early,100,BF8-node08,native,2,0.000410258138896359,8.11586263299223,0.0007042166397751819,67,0.0011144747786715407,0.057702674975688054,False
Early,100,BF8-node08,native,3,0.0003137787469737907,9.74974660823976,0.0008013959897300785,67,0.001115174736703869,0.05531060724712247,False
Early,100,BF8-node08,native,4,0.0003715062870513693,8.71611764316622,0.0007488280321955004,67,0.0011203343192468696,0.05690423976397201,False
Early,100,BF8-node08,native,5,0.00041057317740922876,7.990712228300015,0.0007052032684899698,67,0.0011157764458991984,0.057278024663355104,False
Early,100,BF8-node08,native,0,0.10279958331533601,10.374262465775294,0.001392574925503253,68,0.10419215824083926,1.032700275339186,False
Early,100,BF8-node08,native,1,0.09714050041678327,11.14657790826406,0.007178139609994194,68,0.10431864002677742,1.0405691500056264,False
Early,100,BF8-node08,native,2,0.10086770492046426,10.558945678165262,0.002881770940256827,68,0.10374947586072111,1.032015802658266,False
Early,100,BF8-node08,native,3,0.0955704797627987,11.398404425667765,0.008708712090786677,68,0.10427919185358536,1.0437197801572395,False
Early,100,BF8-node08,native,4,0.09799847486646834,11.004565683792297,0.006326007409180265,68,0.10432448227564856,1.0384751579019689,False
Early,100,BF8-node08,native,5,0.10122649934429044,10.476854115887392,0.0022039963581652745,68,0.10343049570245572,1.0298229295816352,False
Early,100,BF8-node08,native,0,0.0008773932092614358,5.116157647705369,0.00024141426796802005,69,0.001118807477229456,-0.06699911923008878,False
Early,100,BF8-node08,native,1,0.0008108216716526072,5.57369177729638,0.0003090463192406361,69,0.0011198679908932434,-0.06722551661492712,False
Early,100,BF8-node08,native,2,0.0008335018503171952,5.387891185920173,0.0002854642790820455,69,0.0011189661293992403,-0.06701356036484087,False
Early,100,BF8-node08,native,3,0.0008120209075204766,5.61789523297727,0.0003084656561365756,69,0.001120486563657052,-0.06754145679090112,False
Early,100,BF8-node08,native,4,0.0008248906931092683,5.548508954016743,0.00029506877197937257,69,0.0011199594650886408,-0.06765288904992789,False
Early,100,BF8-node08,native,5,0.0008430029672084674,5.333027944391254,0.0002728927965424126,69,0.0011158957637508798,-0.06705041671255668,False
Early,100,BF8-node08,native,0,0.0003281249440794795,9.402498542678078,0.0002628411116006287,70,0.000590966055680108,-0.05554452545952329,False
Early,100,BF8-node08,native,1,0.00022172008436167635,13.457432292081812,0.00036848455071428015,70,0.0005902046350759564,-0.05462401507663023,False
Early,100,BF8-node08,native,2,0.0002574881465959718,11.673772154742199,0.00033256963854223125,70,0.000590057785138203,-0.054825705247705046,False
Early,100,BF8-node08,native,3,0.0002075897805296548,14.487993576494445,0.0003840115818996862,70,0.0005916013624293411,-0.05484121996144442,False
Early,100,BF8-node08,native,4,0.00022850926359915013,13.03759708778881,0.00036257324326455416,70,0.0005910825068637042,-0.054582155597164214,False
Early,100,BF8-node08,native,5,0.0002613075326090965,11.478437459270973,0.00033053905002960657,70,0.000591846582638703,-0.05476679806862844,False
Early,100,BF8-node08,native,0,0.0030566321218204167,8.798211189417483,0.0008836230271511256,71,0.00394025514897154,-0.16399053306862957,False
Early,100,BF8-node08,native,1,0.0029940986733497156,9.084891435284206,0.0009463207947116184,71,0.003940419468061333,-0.16492744281625976,False
Early,100,BF8-node08,native,2,0.0030275685997917115,8.940586463854508,0.0009326931467249043,71,0.0039602617465166155,-0.1645242804016742,False
Early,100,BF8-node08,native,3,0.0028474455371171074,9.662116530661496,0.0010944891553279696,71,0.003941934692445076,-0.16586847378069622,False
Early,100,BF8-node08,native,4,0.0029715031580668074,9.158955635268459,0.0009709891987244708,71,0.003942492356791278,-0.16497231766206719,False
Early,100,BF8-node08,native,5,0.003001833401397079,8.951157104881739,0.0008999205003455168,71,0.0039017539017425955,-0.16392035376543934,False
Early,100,BF8-node08,native,0,0.01491847703492644,8.380174370428003,0.0024313534741439314,72,0.017349830509070366,0.3535808802719814,False
Early,100,BF8-node08,native,1,0.01336666841257795,9.283241718931924,0.003983069872953909,72,0.01734973828553186,0.3522584475222321,False
Early,100,BF8-node08,native,2,0.014408110887354603,8.529996964514506,0.0029415935991114446,72,0.01734970448646605,0.35057259181733413,False
Early,100,BF8-node08,native,3,0.013251997827488118,9.37772911669061,0.004098369183613937,72,0.01735036701110205,0.35252467414516675,False
Early,100,BF8-node08,native,4,0.013548120622468855,9.168510229317356,0.003775282126408955,72,0.0173234027488778,0.35244302023891905,False
Early,100,BF8-node08,native,5,0.014669915160609332,8.491661624087742,0.002730693567294657,72,0.017400608727903992,0.35294752527531514,False
Early,100,BF8-node08,native,0,0.0010717258570498973,4.5552562964681425,0.00024021754960782595,73,0.001311943406657723,-0.06987120979641229,False
Early,100,BF8-node08,native,1,0.0009345577620292534,5.131755568994317,0.00037507018201714406,73,0.001309627944046397,-0.06925259561807404,False
Early,100,BF8-node08,native,2,0.0009691224931312708,5.081286876009014,0.0003421094430297396,73,0.0013112319361610098,-0.07017399379822314,False
Early,100,BF8-node08,native,3,0.0008881459471515434,5.394889407723974,0.00042486431661478355,73,0.0013130102637663264,-0.06922029444318217,False
Early,100,BF8-node08,native,4,0.0009543165119955875,5.081059845682256,0.00035613819621044024,73,0.0013104547082060276,-0.0696343256531743,False
Early,100,BF8-node08,native,5,0.0009925955185265836,4.872672266959975,0.0003223546730840992,73,0.001314950191610683,-0.06954561564493653,False
Early,100,BF8-node08,native,0,1.0763546678600909e-05,5.207525313679435,0.00021549777468154134,74,0.00022626132136014228,-0.007486751084000618,False
Early,100,BF8-node08,native,1,6.98236768216148e-06,5.514812326117199,0.00021792593598723777,74,0.00022490830366939926,-0.0062053563442453896,False
Early,100,BF8-node08,native,2,9.901215120878366e-06,5.415551285776491,0.00021526785061895258,74,0.00022516906573983092,-0.007322604610288779,False
Early,100,BF8-node08,native,3,9.158164618969114e-06,5.562294062998406,0.00021660615565179906,74,0.00022576432027076815,-0.007137254702478675,False
Early,100,BF8-node08,native,4,8.894972947982827e-06,5.608340813184802,0.0002182534997246466,74,0.00022714847267262943,-0.007063005013189982,False
Early,100,BF8-node08,native,5,8.380424871628257e-06,5.356380181054979,0.00021792380239903737,74,0.00022630422727066565,-0.00669990609570088,False
Early,100,BF8-node08,native,0,0.0029201455137959744,6.171910390695222,0.00025748446303728716,75,0.003177629976833263,-0.13424930703336765,False
