entry,batch_raw,batch_effective,K_shape,WN_sha,We_sha,actual_B,canonical_layer_readout,context_type_weights,fixed_z_sha,native_r_not_We_times_K,native_reused,old_q_not_reused,readout_shape,residual_sha,stored_K_max_abs,actual_scalar_drift,algebraic_equality_relative,algebraic_equality_residual,batch,physical_span_rounding,progress_reference,ridge,span_relative,stationarity_allowed_norm,status,w0_controller_access,zero_allowed_progress
Early,100,100,"[14336,100]",d81cb2fa181b2e4ed070ac67a59f443f435ed7f033d63868bf0f283ccc49597b,f35a025e79cbcf3604d2ff8d9e9def540191e2b9e7651a19770e238d79f3259b,100,True,"[0.5,0.1,0.1,0.1,0.1,0.1]",2079a9ccdfdd3551620d3edf90fabc582b761910fe2faab14a73fead8a18305c,True,True,True,"[100,4096]",22a0c362ca2dd9f760735e889c925f79548317e574164f241e42b1d396596864,0.0,1.8857135796433722e-10,1.6460398529476873e-17,4.705437428587089e-17,100,5.3963110811863875e-08,5.232281577808324,2.2740196537471273e-06,1.1558286526156308e-16,5.15816927200268e-13,STATIC_SOLUTION,0,False
Middle,100,100,"[14336,100]",e44132ac265ad330464951ed385941315ba737d8b4695a216fd63a259a67b7e2,8d6417f7b8b5f0b9843735ec73c4f1556f79d1a4ac98b94d5c7a1c1e8d482cf4,100,True,"[0.5,0.1,0.1,0.1,0.1,0.1]",0f7d3ae7291954aaa040ccd5e3f1a4b40a2bf8c145b88d4ef0e903456f4acf77,True,True,True,"[100,4096]",e4efbe40ef86cce51de6c2555430cb94a31043807bff3cfe041bd1264303e4c8,0.0,6.321993719813571e-10,4.5596221084202994e-18,-2.5668486433594317e-17,100,6.840777447470024e-08,6.090680092940222,2.3053484056583664e-06,1.0039072576795038e-16,7.219938913892769e-13,STATIC_SOLUTION,0,False
Late,100,100,"[14336,100]",38a2d312c1e42cead5a0dca3ebba826afca4374c87c075a1606b388461caa604,5e43f9ad41e3705d932098846dc763692a392249fa388cebb4a912b229294223,100,True,"[0.5,0.1,0.1,0.1,0.1,0.1]",ab87307298c5e9b5152701b58d694413f66378588c8586e6fc37ae9da75e2bf2,True,True,True,"[100,4096]",348f5532b0dd780fe9869f40ffdcb473d4256440c0adf19369b79fae5e48a4cd,0.0,-3.663249064983151e-10,1.1437083383512901e-17,-8.131516293641283e-17,100,8.286695066389865e-08,6.404989325482935,2.3018545968174274e-06,9.650129307610024e-17,8.953749964382461e-13,STATIC_SOLUTION,0,False
Middle,1,1,"[14336,1]",e66722f729bfeab8fcf11cc83682b74477d688a3f3df02c23179f0ee2c800ec5,8d6417f7b8b5f0b9843735ec73c4f1556f79d1a4ac98b94d5c7a1c1e8d482cf4,1,True,"[0.5,0.1,0.1,0.1,0.1,0.1]",bcfdc74a05bb021daf961ba2938a866f5519d082f5955adc49b5dac9394a56f6,True,False,True,"[1,4096]",cee37171b550bfdad76d59391211ae953ec86baa2786c8304feedb336b175370,,3.1358181530361266e-09,1.8802261721863432e-17,-6.257201787956967e-17,1,6.780522681263126e-08,4.498516955442975,2.2362995339001254e-06,1.343730348699547e-16,3.798303286218915e-12,STATIC_SOLUTION,0,False
Middle,7,7,"[14336,7]",f2125ff93738db3c24c28b485cd2eb1987447c0bb9acd4802ee5ecdee2ff5bb2,8d6417f7b8b5f0b9843735ec73c4f1556f79d1a4ac98b94d5c7a1c1e8d482cf4,7,True,"[0.5,0.1,0.1,0.1,0.1,0.1]",a1fe48f95318aae9fecfdbf1928b41da9b2600b174d414d4d7db91cb84dc13a4,True,False,True,"[7,4096]",630260051ddab272668079340018d1a00ae2820000303cb1dcfc1b978b07717e,,-1.3464501605678358e-09,7.318820438028363e-18,4.683753385137379e-17,7,6.781119383429573e-08,5.998193431475173,2.221141125790604e-06,1.1620295197893667e-16,3.876972095201435e-12,STATIC_SOLUTION,0,False
