cell,outer_K,microstep_in_outer,global_field_evaluation,target_time_before,target_time_after,target_dt,entry_target_new_nll,selected_endpoint_target_new_nll,primary_count,rescue_count,current_count,clamp_hit_numerator,clamp_denominator,clamp_fraction,pre_clamp_energy,post_clamp_energy,clamp_removed_energy,accepted_energy,target_displacement_norm,z_minus_y_norm,semantic_gradient_norm_mean,semantic_gradient_norm_median,semantic_gradient_norm_p90,preservation_gradient_norm_mean,movement_norm_mean,movement_norm_p90,early_break_count,writer_authority_count,history_append_count
Z1-REFINE,6,1,11,0.625,0.6875,0.0625,0.03532881752587855,0.028961028894409536,100,0,0,1,100,0.01,29.839784337479138,29.839770281408,1.3860674934626505e-05,29.839770281408,0.34141119293563943,0.1896469378646881,0.26082554143607983,0.2093995978085653,0.3643635918279466,0.12755040256852704,0.027450673891484364,0.04557912330872725,0,0,0
Z1-REFINE,6,2,12,0.6875,0.75,0.0625,0.028961028894409536,0.02506420132704079,100,0,0,1,100,0.01,17.542623975263314,17.542621241719715,2.3455796580307275e-06,17.542621241719715,0.2617744529656436,0.4001272574443212,0.2061180704570959,0.18590940131733252,0.29102772704019186,0.12041554089727255,0.02186785745634518,0.03598106788666409,0,0,0
Z1-REFINE,7,1,13,0.75,0.8125,0.0625,0.02708388227969408,0.023280682396143674,100,0,0,1,100,0.01,15.732494044675569,15.732492312259566,1.2641209956761046e-06,15.732492312259566,0.2479012869969801,0.029428712507738968,0.19930110811542134,0.17378521004673514,0.2804742687246813,0.1121404330691909,0.020944478071598046,0.03403945495736162,0,0,0
Z1-REFINE,7,2,14,0.8125,0.875,0.0625,0.023280682396143674,0.020612958045676352,100,0,0,0,100,0.0,11.516014175291748,11.516013676336303,2.435551760271437e-15,11.516013676336303,0.21209532862179153,0.2526725858860987,0.17135321181704255,0.15935501586373604,0.227409631448206,0.1075018419620779,0.018391141449345352,0.030261034338680944,0,0,0
Z1-REFINE,8,1,15,0.875,0.9375,0.0625,0.02196653751656413,0.019370222371071576,100,0,0,0,100,0.0,10.55931534894577,10.559315042905684,7.389922007661198e-16,10.559315042905684,0.20309437310360806,0.02269073424866032,0.16619883393490212,0.1498887193209999,0.2151518167513258,0.10323223243585938,0.017533801619801517,0.028954724991309844,0,0,0
Z1-REFINE,8,2,16,0.9375,1.0,0.0625,0.019370222371071576,0.01742964002303779,100,0,0,0,100,0.0,8.216898896125269,8.21689884461945,-6.505213034913027e-16,8.21689884461945,0.17915708501701225,0.20645869791763466,0.1464967355038355,0.13667365750021696,0.18883785075174198,0.10008297803926196,0.015760636798433113,0.02575510408553635,0,0,0
Z15,1,1,1,0.0,0.0625,0.0625,10.393097128868103,8.885282073020935,100,0,0,0,100,0.0,3688.914497024958,3688.9144872847037,-5.129230373768223e-14,3688.9144872847037,3.7960271621726847,0.0,4.717938630523679,4.120069679364242,7.351270182504368,9.668374930995644e-08,0.36066126934782344,0.5300209624155171,0,0,0
Z15,1,2,2,0.0625,0.125,0.0625,8.885282073020935,7.152663035392761,100,0,0,0,100,0.0,4134.196816971952,4134.196824168584,-8.060219158778636e-14,4134.196824168584,4.018607513107668,3.7960271621726847,4.592505805475347,4.007107670241909,7.698814154827617,0.058131860377701704,0.37887066200979613,0.5693022444201009,0,0,0
Z15,1,3,3,0.125,0.1875,0.0625,7.152663035392761,4.549589067697525,100,0,0,0,100,0.0,8165.96869176904,8165.968688720666,4.2321701698710967e-13,8165.968688720666,5.647859345833234,7.2969596644899175,5.4382655971446106,5.043889727996863,8.878029584110381,0.07941457727146081,0.5242558468630176,0.8359567846385961,0,0,0
Z15,2,1,4,0.1875,0.25,0.0625,4.7093698567152025,2.3394751912355423,100,0,0,0,100,0.0,13505.645977903678,13505.645956817856,4.5297099404706387e-13,13505.645956817856,7.263362136009756,0.5400870010945521,5.739474020074234,5.268304236937382,8.489023156912703,0.10686249680425164,0.6504876561740564,1.100315374816102,0,0,0
Z15,2,2,5,0.25,0.3125,0.0625,2.3394751912355423,1.0532335522398353,99,1,0,0,100,0.0,11223.507127222892,11223.507143080376,-9.29478716216181e-13,10886.339008832554,6.52110126844019,7.326686011967956,4.569700975397476,3.5643939757770573,7.477358457008762,0.2271313331224284,0.5346238847573942,0.9074006695341421,0,0,0
Z15,2,3,6,0.3125,0.375,0.0625,1.0532335522398353,0.4721269288286567,99,1,0,3,100,0.03,12504.345662637814,10933.643216465296,1570.7024572319133,10840.388290651237,6.507324086009388,11.003722047022832,3.095200198756242,2.161705211490741,5.797912962587324,0.2866658544661278,0.44702836354673076,0.8193708707390872,0,0,0
Z15,3,1,7,0.375,0.4375,0.0625,0.6422631601989269,0.2726340060308576,100,0,0,4,100,0.04,5365.065237967719,4712.3715462137025,652.6936919237447,4712.3715462137025,4.29041971750966,0.6314265273215013,2.3787944509620145,1.54845026912909,4.582977539091732,0.2531019173634528,0.2592160129964906,0.44462287551623114,0,0,0
Z15,3,2,8,0.4375,0.5,0.0625,0.2726340060308576,0.10289526334032416,98,2,0,4,100,0.04,5582.013407679684,4537.79064062612,1044.2227735638248,2799.9770676750063,3.307175595671222,4.315778296213139,1.33663706821421,0.8847484065755635,2.562041082788412,0.2852946056486472,0.25057675213858716,0.4211964608301722,0,0,0
Z15,3,3,9,0.5,0.5625,0.0625,0.10289526334032416,0.05142000805586577,99,1,0,4,100,0.04,1712.6906377683829,1665.6332794127727,47.05735284549222,1596.222261651491,2.4970468977523415,5.715260177258215,0.6600166675673534,0.43366984941405307,0.981228705925355,0.18538289621942877,0.17712466405912486,0.2768823495230022,0,0,0
Z15,4,1,10,0.5625,0.625,0.0625,0.08576406039297581,0.039452646300196646,99,1,0,4,100,0.04,849.5085287587353,828.1677102503938,21.34081831539507,816.4380608106756,1.7858362677022361,0.302195743455492,0.6699587557896122,0.3420526233210618,1.1306262181209803,0.1670948588573676,0.11456785586806043,0.18315743309040317,0,0,0
Z15,4,2,11,0.625,0.6875,0.0625,0.039452646300196646,0.020890005649998784,99,1,0,3,100,0.03,581.101436234872,581.0930558792675,0.008380544830430381,551.1504382612912,1.4672870882882856,1.815045657057258,0.41269907300868675,0.2312981426058962,0.3176250389051082,0.14512943692490526,0.10586841050510923,0.16084723992789388,0,0,0
Z15,4,3,12,0.6875,0.75,0.0625,0.020890005649998784,0.018533176854252816,100,0,0,1,100,0.01,10.030206766225175,10.030159347299419,4.751501913940071e-05,10.030159347299419,0.19794016760219793,2.5727844696408844,0.1568151097206152,0.14074041664754738,0.18359808446746406,0.12029775831070533,0.01621408246721096,0.02545567135234555,0,0,0
Z15,5,1,13,0.75,0.8125,0.0625,0.024464226318523286,0.02007961655035615,100,0,0,1,100,0.01,16.698404164055273,16.69803712955542,0.00036726550735385975,16.69803712955542,0.255395198735843,0.1283867255348731,0.20663718050283936,0.15799080474148536,0.3062502169493909,0.11360265140433277,0.020716951570343475,0.0322062801000439,0,0,0
Z15,5,2,14,0.8125,0.875,0.0625,0.02007961655035615,0.017760602436028422,100,0,0,1,100,0.01,9.731095702481339,9.730904362218002,0.0001910872335020991,9.730904362218002,0.1949649844585227,0.293148002970188,0.1622471286415149,0.14240341066050108,0.23679305436379836,0.10966462481339859,0.01697475958165273,0.026957862770102776,0,0,0
Z15,5,3,15,0.875,0.9375,0.0625,0.017760602436028422,0.01599444273393601,100,0,0,1,100,0.01,7.504981070568837,7.5048849908883595,9.616769612931769e-05,7.5048849908883595,0.17121903222380416,0.45700128956553504,0.14171987690339297,0.13088507024161788,0.20220968675844675,0.10476107398259941,0.015032968917757926,0.023361248962706117,0,0,0
Z15,6,1,16,0.9375,1.0,0.0625,0.01789971230085939,0.015641661793924868,100,0,0,1,100,0.01,8.60523409632739,8.605139760081707,9.493581881033462e-05,8.605139760081707,0.1833407406656176,0.02909522084420339,0.15075355452085273,0.12679488499124458,0.2125355279358265,0.09921992635026072,0.015595693412918065,0.024599497158840706,0,0,0
Z15,6,2,17,1.0,1.0625,0.0625,0.015641661793924868,0.014120289250276983,100,0,0,1,100,0.01,6.232976890244619,6.232933577945333,4.3591694650258264e-05,6.232933577945333,0.15603652389375974,0.18804669524293804,0.12892923306125925,0.11574273736028612,0.18152815574211467,0.0936400666786849,0.013783127407071358,0.02224863606984762,0,0,0
Z15,6,3,18,1.0625,1.125,0.0625,0.014120289250276983,0.012921279277652502,100,0,0,1,100,0.01,5.037774795364289,5.0377580777996895,1.6537743633827755e-05,5.0377580777996895,0.14028094129782673,0.34133653203325764,0.11563240260954233,0.10731232502482112,0.15917202747440612,0.08885575568261869,0.012536698256971813,0.019575503577651972,0,0,0
Z15,7,1,19,1.125,1.1875,0.0625,0.014056873493827879,0.012681327583268285,100,0,0,1,100,0.01,5.326039777738432,5.326026105185359,1.3454270310453258e-05,5.326026105185359,0.14423865457421442,0.021074269030289087,0.11971045247829597,0.10365583119061675,0.16438818016163137,0.08578334316194354,0.012606049909741854,0.02016011009663526,0,0,0
Z15,7,2,20,1.1875,1.25,0.0625,0.012681327583268285,0.011649867394007743,100,0,0,1,100,0.01,4.223916009899515,4.22391303297983,2.9254239490919542e-06,4.22391303297983,0.12845100344129984,0.14773862337548033,0.10664421774324614,0.09662962528883069,0.14499921583952727,0.08249179728589702,0.011469579803422615,0.01865297385937567,0,0,0
Z15,7,3,21,1.25,1.3125,0.0625,0.011649867394007743,0.01080477180890739,100,0,0,0,100,0.0,3.555351068301058,3.5553508384202397,-2.220446049250313e-16,3.5553508384202397,0.11784773740966993,0.2746495152940147,0.09754939818887463,0.09063078043987771,0.13155750164281588,0.07993746618251546,0.010615983218711402,0.016779386729995606,0,0,0
Z15,8,1,22,1.3125,1.375,0.0625,0.011531875794753432,0.010608998322859407,100,0,0,0,100,0.0,3.643622452594879,3.643622460538125,-5.082739784612045e-16,3.643622460538125,0.11930171933579355,0.016867591116816714,0.09936613424246904,0.08851029067391813,0.13307129881993746,0.07728267708784202,0.010587870266768738,0.016581788222645014,0,0,0
Z15,8,2,23,1.375,1.4375,0.0625,0.010608998322859407,0.009870492201298476,100,0,0,0,100,0.0,3.0520277116188343,3.052027512448249,6.305719835175694e-16,3.052027512448249,0.10918783114660932,0.12231717162444429,0.09073708353780312,0.08396332322336228,0.12005545074549565,0.07534579870464961,0.00982519312580031,0.015787999033914875,0,0,0
Z15,8,3,24,1.4375,1.5,0.0625,0.009870492201298476,0.00924579834099859,100,0,0,0,100,0.0,2.650042963021466,2.650043035373128,1.0330278299441886e-15,2.650043035373128,0.10174345486037872,0.23066828056343883,0.08421839467232649,0.07936917954344046,0.11270674401606942,0.07315430644189885,0.009220092934082085,0.014539703773440207,0,0,0
Z20,1,1,1,0.0,0.0625,0.0625,10.393097128868103,8.885282073020935,100,0,0,0,100,0.0,3688.914497024958,3688.9144872847037,-5.129230373768223e-14,3688.9144872847037,3.7960271621726847,0.0,4.717938630523679,4.120069679364242,7.351270182504368,9.668374930995644e-08,0.36066126934782344,0.5300209624155171,0,0,0
Z20,1,2,2,0.0625,0.125,0.0625,8.885282073020935,7.152663035392761,100,0,0,0,100,0.0,4134.196816971952,4134.196824168584,-8.060219158778636e-14,4134.196824168584,4.018607513107668,3.7960271621726847,4.592505805475347,4.007107670241909,7.698814154827617,0.058131860377701704,0.37887066200979613,0.5693022444201009,0,0,0
Z20,1,3,3,0.125,0.1875,0.0625,7.152663035392761,4.549589067697525,100,0,0,0,100,0.0,8165.96869176904,8165.968688720666,4.2321701698710967e-13,8165.968688720666,5.647859345833234,7.2969596644899175,5.4382655971446106,5.043889727996863,8.878029584110381,0.07941457727146081,0.5242558468630176,0.8359567846385961,0,0,0
Z20,1,4,4,0.1875,0.25,0.0625,4.549589067697525,2.0966096249222756,100,0,0,0,100,0.0,14818.697523075047,14818.69753427585,2.686739719592879e-13,14818.69753427585,7.6082545464295075,11.74429038152218,5.869974716430451,5.291668849956395,8.525551304645893,0.10934114922903447,0.6767137592409449,1.1867479374370071,0,0,0
Z20,2,1,5,0.25,0.3125,0.0625,2.3720068031549455,1.0483398976922036,99,1,0,0,100,0.0,13779.278641646571,13779.278642144163,1.6364687382974807e-13,12989.511622465867,7.123221165684627,0.7685337465981854,4.7376178978399235,3.714139802480883,7.803731867120483,0.2218182037147062,0.6034248215174256,1.0724854132667097,0,0,0
Z20,2,2,6,0.3125,0.375,0.0625,1.0483398976922036,0.48548283621668814,98,2,0,3,100,0.03,16757.260810111773,14598.309899114112,2158.950914083548,14473.601418863072,7.519142606869274,7.180829168127935,3.3244498960840434,2.14021655891602,6.9211924069030735,0.348441221018716,0.5204400732430261,1.1163157519115203,0,0,0
Z20,2,3,7,0.375,0.4375,0.0625,0.48548283621668814,0.21821139216423036,100,0,0,3,100,0.03,6932.261491203682,5605.0497636672635,1327.2117278925605,5605.0497636672635,4.679180017836858,10.70113870803531,1.6475704317924849,0.8990822751780321,3.5321565628960943,0.27381168708369286,0.23440115233975367,0.4404731173795562,0,0,0
Z20,2,4,8,0.4375,0.5,0.0625,0.21821139216423036,0.09374157376587391,100,0,0,4,100,0.04,2861.7604004420436,2306.747167579943,555.0132255541545,2306.747167579943,3.0017879877429148,11.720279905727999,0.954562507406931,0.6275173879116623,1.2046245019128765,0.25774501445383236,0.13936929558348035,0.20800007754569116,0,0,0
Z20,3,1,9,0.5,0.5625,0.0625,0.17604393623769282,0.06273320883512497,100,0,0,4,100,0.04,1867.3860901186513,1864.91983873452,2.466250356654448,1864.91983873452,2.6990448532869613,0.5504117365232805,1.2134898767056022,0.7534484331434654,2.1507373416637785,0.19405840138033081,0.20230549363269407,0.36200354234399645,0,0,0
Z20,3,2,10,0.5625,0.625,0.0625,0.06273320883512497,0.044872271474450824,100,0,0,4,100,0.04,108.03370890629535,108.02091866999899,0.012789851882332576,108.02091866999899,0.6495819529163513,2.7542968924102618,0.45842133799363693,0.3372371508644992,0.6576244076525378,0.19933831052812112,0.052638588528707446,0.08641529110397979,0,0,0
Z20,3,3,11,0.625,0.6875,0.0625,0.044872271474450824,0.03618983274325729,100,0,0,4,100,0.04,42.79305997822836,42.781881454479645,0.011178129247382068,42.781881454479645,0.40879912479301905,3.019163539970494,0.2917980130866166,0.2704597795778284,0.3637021685630719,0.15018234394433908,0.03486097500207506,0.062561063251479,0,0,0
Z20,3,4,12,0.6875,0.75,0.0625,0.03618983274325729,0.030727965217083694,100,0,0,5,100,0.05,25.21480419602882,25.210384389699712,0.004420041729754621,25.210384389699712,0.3138121476652156,3.2371512924175097,0.2389223234648393,0.23369784689661258,0.291250650223395,0.13783637687733688,0.027343415695056435,0.04869424939666909,0,0,0
Z20,4,1,13,0.75,0.8125,0.0625,0.044172329045832154,0.03333477670326829,100,0,0,5,100,0.05,42.25515208015993,42.2508528493496,0.004298837502827717,42.2508528493496,0.4062541002165393,0.19675789530367488,0.32203094456079817,0.2571538708784478,0.4563126680642752,0.1273469201787527,0.029601181820945528,0.04484977751499204,0,0,0
Z20,4,2,14,0.8125,0.875,0.0625,0.03333477670326829,0.027750834161415695,100,0,0,5,100,0.05,23.66376508398884,23.660186495355557,0.003578182309428926,23.660186495355557,0.30401086082157663,0.4601121668831817,0.24345527664591873,0.22500296219549942,0.3507567401414899,0.11901019551543982,0.02668267102972003,0.04311200235770414,0,0,0
Z20,4,3,15,0.875,0.9375,0.0625,0.027750834161415695,0.02388469338417053,100,0,0,5,100,0.05,16.343101924863088,16.340938968997076,0.0021630814353476233,16.340938968997076,0.252649545512434,0.7059121528250408,0.20401859237204667,0.19826554258219214,0.26877950489319813,0.1123911688922807,0.02246448252731949,0.036537449718580244,0,0,0
Z20,4,4,16,0.9375,1.0,0.0625,0.02388469338417053,0.02099969788454473,100,0,0,5,100,0.05,12.259186788735272,12.257775751808616,0.0014112558206865085,12.257775751808616,0.2188194153417348,0.9310143373728216,0.17729193178782368,0.17431192622412478,0.21893479602618973,0.1074934460988388,0.019585180342797173,0.03258542429086523,0,0,0
Z20,5,1,17,1.0,1.0625,0.0625,0.025695567829534412,0.021073994799517094,100,0,0,5,100,0.05,16.800533888990287,16.799167923635196,0.0013658356487026135,16.799167923635196,0.2561674251377314,0.05063937337795964,0.20605655958930258,0.16950615921732473,0.2841191053693655,0.1032789271315465,0.020159377545156384,0.0316129754500475,0,0,0
Z20,5,2,18,1.0625,1.125,0.0625,0.021073994799517094,0.018501129932701588,100,0,0,5,100,0.05,10.596565489753614,10.595526266035414,0.0010393294819895232,10.595526266035414,0.20344231240501082,0.26562598615534844,0.1658581226807508,0.15404132670149928,0.21523049457963994,0.10037424998146988,0.018050832332682315,0.02899369902494189,0,0,0
Z20,5,3,19,1.125,1.1875,0.0625,0.018501129932701588,0.016548991622403263,100,0,0,5,100,0.05,8.207902442388692,8.207187296752394,0.0007149223520149829,8.207187296752394,0.17905118088953637,0.4507907715545086,0.14566513704423703,0.13926803349297961,0.18715014908353883,0.09730151329705392,0.016077280301969667,0.025326921381913954,0,0,0
Z20,5,4,20,1.1875,1.25,0.0625,0.016548991622403263,0.014990432229824364,100,0,0,5,100,0.05,6.6651678410307,6.664670016962836,0.0004980582977545389,6.664670016962836,0.1613501386852824,0.6216534227678145,0.1308240601928399,0.12826956654618343,0.16518565162018045,0.09474332235355674,0.014585040507665563,0.023187599220752888,0,0,0
Z20,6,1,21,1.25,1.3125,0.0625,0.017249622992239894,0.014990399098023773,100,0,0,5,100,0.05,8.317404990999583,8.316875256274814,0.0005298593684855265,8.316875256274814,0.18024370715734228,0.034544855901176896,0.1456999972779589,0.12607016265873378,0.1805092430982133,0.09163843269367782,0.01519557465773317,0.0240277942962384,0,0,0
Z20,6,2,22,1.3125,1.375,0.0625,0.014990399098023773,0.013550701942294836,100,0,0,5,100,0.05,5.941682953207015,5.941321728011587,0.00036116652553661987,5.941321728011587,0.15234266638090718,0.18713399322369192,0.12423265373266414,0.11723155366383617,0.15993355420418087,0.08958513447944688,0.013660290199713671,0.02252256527356026,0,0,0
Z20,6,3,23,1.375,1.4375,0.0625,0.013550701942294836,0.012402955750003457,100,0,0,5,100,0.05,4.884894407428042,4.884627625283339,0.00026682918521756926,4.884627625283339,0.13813246056326603,0.33348893498072885,0.11207019171906517,0.10788451770198804,0.1459471671574855,0.0867768641068137,0.012514380172021238,0.019476208970396192,0,0,0
Z20,6,4,24,1.4375,1.5,0.0625,0.012402955750003457,0.011449017752893269,100,0,0,5,100,0.05,4.1451272973635405,4.1449418455475096,0.00018524622396279364,4.1449418455475096,0.12724456406530404,0.46865086212145024,0.10277193118090469,0.09986433742272535,0.13135619748134275,0.08449764060450425,0.011596832536312584,0.017973079449187957,0,0,0
Z20,7,1,25,1.5,1.5625,0.0625,0.012679095938801765,0.011435162806883455,100,0,0,5,100,0.05,4.761187291223364,4.760974545368637,0.00021296152026913876,4.760974545368637,0.13637285953533979,0.024951921491902004,0.11052875129384242,0.09793472857671676,0.14493468643827626,0.08164805717886868,0.011945039652201936,0.018806625110145716,0,0,0
Z20,7,2,26,1.5625,1.625,0.0625,0.011435162806883455,0.010532423704862594,100,0,0,5,100,0.05,3.7609614959174458,3.760826584532871,0.00013493856852262766,3.760826584532871,0.12120531690413112,0.14170772278458657,0.09839548356716145,0.09210766013585545,0.13248064629322248,0.07952431122672336,0.010958498494381488,0.01726807086510247,0,0,0
Z20,7,3,27,1.625,1.6875,0.0625,0.010532423704862594,0.009787297006696463,100,0,0,5,100,0.05,3.2058868493882153,3.2057817554477044,0.00010514797287766286,3.2057817554477044,0.11190435640410541,0.26066496853504534,0.09041747882217445,0.08644128449388541,0.11786490499515961,0.07693005709728898,0.010208611176681193,0.01595002020891228,0,0,0
Z20,7,4,28,1.6875,1.75,0.0625,0.009787297006696463,0.009151030497159809,100,0,0,5,100,0.05,2.79668323336415,2.7966142144136112,6.883828176564629e-05,2.7966142144136112,0.10451925313095549,0.3712104109650265,0.08410558371342504,0.08159171584315092,0.10988987436211765,0.07503819774889207,0.009584405617345654,0.014991484550106984,0,0,0
Z20,8,1,29,1.75,1.8125,0.0625,0.00989135766401887,0.00912666845601052,100,0,0,5,100,0.05,3.0445828091007052,3.0444960759304305,8.637232545608518e-05,3.0444960759304305,0.10905302745271565,0.020250554617308465,0.08831522840589771,0.0802839047145687,0.11866469635393904,0.07301678134755027,0.009755784929495052,0.01530002657467338,0,0,0
Z20,8,2,30,1.8125,1.875,0.0625,0.00912666845601052,0.008522896191570907,100,0,0,5,100,0.05,2.559265853648135,2.5592155957482037,5.026433669973575e-05,2.5592155957482037,0.09998467843070298,0.11357455826506146,0.08082542203051782,0.07614017208902273,0.10652537931170729,0.07160275426310264,0.009104921238566087,0.014228980083713988,0,0,0
Z20,8,3,31,1.875,1.9375,0.0625,0.008522896191570907,0.008010919892694802,100,0,0,5,100,0.05,2.2417224006739214,2.241681281616813,4.1041672781027844e-05,2.241681281616813,0.09357653288253132,0.21215630717682887,0.07533066070968891,0.07229132216612892,0.0988414043153904,0.07009118759040729,0.008583162431706499,0.01321186367680409,0,0,0
Z20,8,4,32,1.9375,2.0,0.0625,0.008010919892694802,0.0075645632995292545,100,0,0,5,100,0.05,1.9974695540267844,1.9974446296980493,2.4937827338778265e-05,1.9974446296980493,0.08833186336061202,0.3048473764445222,0.07084010738935737,0.06845185154920849,0.09229446595337953,0.06850966219045057,0.008138199016310363,0.012381516587945963,0,0,0
Z30,1,1,1,0.0,0.0625,0.0625,10.393097128868103,8.885282073020935,100,0,0,0,100,0.0,3688.914497024958,3688.9144872847037,-5.129230373768223e-14,3688.9144872847037,3.7960271621726847,0.0,4.717938630523679,4.120069679364242,7.351270182504368,9.668374930995644e-08,0.36066126934782344,0.5300209624155171,0,0,0
Z30,1,2,2,0.0625,0.125,0.0625,8.885282073020935,7.152663035392761,100,0,0,0,100,0.0,4134.196816971952,4134.196824168584,-8.060219158778636e-14,4134.196824168584,4.018607513107668,3.7960271621726847,4.592505805475347,4.007107670241909,7.698814154827617,0.058131860377701704,0.37887066200979613,0.5693022444201009,0,0,0
Z30,1,3,3,0.125,0.1875,0.0625,7.152663035392761,4.549589067697525,100,0,0,0,100,0.0,8165.96869176904,8165.968688720666,4.2321701698710967e-13,8165.968688720666,5.647859345833234,7.2969596644899175,5.4382655971446106,5.043889727996863,8.878029584110381,0.07941457727146081,0.5242558468630176,0.8359567846385961,0,0,0
Z30,1,4,4,0.1875,0.25,0.0625,4.549589067697525,2.0966096249222756,100,0,0,0,100,0.0,14818.697523075047,14818.69753427585,2.686739719592879e-13,14818.69753427585,7.6082545464295075,11.74429038152218,5.869974716430451,5.291668849956395,8.525551304645893,0.10934114922903447,0.6767137592409449,1.1867479374370071,0,0,0
Z30,1,5,5,0.25,0.3125,0.0625,2.0966096249222756,0.893880901709199,99,0,1,0,100,0.0,15120.26857655968,15120.268561977018,-3.8902214782865485e-13,13883.128829803656,7.364168112653426,16.590710818941403,4.653464307257021,3.5889237449055864,7.930977401367776,0.22880853062800774,0.6097563366713775,1.082077818671861,0,0,0
Z30,1,6,6,0.3125,0.375,0.0625,0.893880901709199,0.4248076545074582,99,0,1,3,100,0.03,8539.113853817644,7502.887519069076,1036.2263292663722,5628.267761140646,4.688861369453505,19.398237239896726,2.8840659321292117,1.7883355168473716,5.652075845462899,0.2838470746971634,0.32684578953049814,0.585535595318222,0,0,0
Z30,2,1,7,0.375,0.4375,0.0625,0.7210104881227016,0.3365372819826007,99,1,0,3,100,0.03,4965.136078639629,4533.335391647334,431.80069296313764,3202.5140764859175,3.5369224774189094,0.9382585944172361,2.5117900496926846,1.8950445703977694,4.152794265489707,0.26351776655090164,0.24907665270037074,0.4878504373970231,0,0,0
Z30,2,2,8,0.4375,0.5,0.0625,0.3365372819826007,0.17508334293961525,99,1,0,3,100,0.03,10920.627277501084,6074.056722868088,4846.570555208306,3997.7003777051145,3.9517106549454217,3.641213077139091,1.6341860012940632,1.0416500246366924,1.9186708141676339,0.23271949360032548,0.2876883031992456,0.5253550431011289,0,0,0
