arm,RS_%,RS_ΔBLUE_pp,RS_Δnative_pp,PS_%,PS_ΔBLUE_pp,PS_Δnative_pp,NS_%,NS_ΔBLUE_pp,NS_Δnative_pp
BASE_MEMIT (blue=False; L4–L8),64.53,-7.300000000000006,0.0,57.035000000000004,-10.614999999999997,0.0,49.838,-3.4489999999999963,0.0
MEMIT_BLUE (L4+L8),71.83,0.0,7.300000000000006,67.65,0.0,10.614999999999997,53.28699999999999,0.0,3.4489999999999963
MEMIT_BLUE_L4_ONLY,77.22,5.389999999999995,12.690000000000001,74.83,7.179999999999998,17.794999999999995,57.848,4.5610000000000035,8.01
MEMIT_BLUE_L5_ONLY,80.84,9.009999999999996,16.310000000000002,75.03999999999999,7.389999999999997,18.004999999999992,54.285000000000004,0.99800000000001,4.447000000000006
MEMIT_BLUE_L6_ONLY,82.77,10.939999999999994,18.240000000000002,73.80499999999999,6.154999999999999,16.769999999999996,50.488,-2.798999999999996,0.6500000000000006
MEMIT_BLUE_L7_ONLY,84.44,12.61,19.910000000000004,74.705,7.055,17.669999999999998,48.547000000000004,-4.739999999999994,-1.2909999999999977
MEMIT_BLUE_L8_ONLY,81.77,9.939999999999994,17.24,72.3,4.649999999999999,15.264999999999995,48.425000000000004,-4.861999999999994,-1.4129999999999976
