arm,batch,edit_seconds,target_seconds,key_seconds,solve_seconds,evaluation_seconds,peak_gpu_bytes,compute_z,solve_calls,history_append_passes,edit_other_inclusive_seconds,checkpoint_bytes,snapshot_history_seconds,forward_backward_JVP_counts,arm_display_label,validation_origin
MEMIT_ORIGINAL,1,398.5848952960223,380.4798461366445,8.392407724633813,2.868917630985379,18.183424449525774,38871368192,200,2,0,6.843723803758621,469784545,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,2,388.04994293209165,375.42251174803823,7.134031510911882,2.8526132237166166,17.79420844465494,38871589376,200,2,0,2.6407864494249225,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,3,361.4777516396716,348.6081116152927,7.235731748864055,2.8527255235239863,18.058121400885284,38872490496,200,2,0,2.7811827519908547,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,4,350.1350159663707,337.26393669843674,7.264873035252094,2.852766515687108,18.200024282559752,38872490496,200,2,0,2.7534397169947624,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,5,340.50894378032535,327.47903256863356,7.401310079731047,2.8529406590387225,80.4674069294706,38872490496,200,2,0,2.775660472922027,469785697,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,6,344.7240374479443,331.6105387508869,7.550596594810486,2.85187707003206,17.812908528372645,38872490496,200,2,0,2.7110250322148204,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,7,345.04340041056275,331.95835617836565,7.474033797159791,2.8529260205104947,18.025339583866298,38872490496,200,2,0,2.75808441452682,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,8,352.17728914227337,338.84425373002887,7.633959174156189,2.8522978825494647,18.174415672197938,38872490496,200,2,0,2.846778355538845,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,9,325.8646952053532,313.5085902493447,6.8923979587852955,2.85268956143409,17.5587850054726,38872490496,200,2,0,2.6110174357891083,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,10,323.00098653975874,309.9027960738167,7.460084940306842,2.8526036720722914,158.1986302221194,38872490496,200,2,0,2.7855018535628915,469787233,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,11,326.56219806615263,313.9297836339101,7.134928872808814,2.8510684771463275,17.830523101612926,38872490496,200,2,0,2.646417082287371,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,12,316.7901917947456,304.1008038111031,7.191474421881139,2.85246426705271,18.144533587619662,38872490496,200,2,0,2.645449294708669,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,13,319.7083309330046,306.86545507982373,7.348714892752469,2.8476922754198313,18.168989572674036,38872490496,200,2,0,2.6464686850085855,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,14,329.3783836159855,316.15815224219114,7.64717901404947,2.852800897322595,17.213678443804383,38872490496,200,2,0,2.7202514624223113,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,15,321.18282714579254,308.43377775140107,7.291854781098664,2.8527233358472586,17.487871013581753,38872490496,200,2,0,2.6044712774455547,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,16,304.514445069246,291.9394268831238,7.0994805274531245,2.8525122180581093,17.26178130041808,38872490496,200,2,0,2.6230254406109452,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,17,316.2565977303311,303.01646328438073,7.6622414868324995,2.8529584277421236,17.95494256261736,38872490496,200,2,0,2.724934531375766,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,18,315.2953612431884,302.56847417354584,7.272119550034404,2.8528888830915093,17.63294479250908,38872490496,200,2,0,2.6018786365166306,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,19,317.6154474541545,304.45307244267315,7.461715046316385,2.8521424597129226,17.89249526616186,38872490496,200,2,0,2.848517505452037,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,20,318.29457152541727,305.16609971318394,7.268141750246286,2.853014511987567,311.35900955460966,38872490496,200,2,0,3.0073155499994755,469790177,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,21,333.25035275146365,320.11835322435945,7.576300534419715,2.8526138216257095,17.87431947235018,38872490496,200,2,0,2.703085171058774,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,22,327.31146114040166,314.40836293343455,7.446262404322624,2.8525583362206817,17.792331892065704,38872490496,200,2,0,2.6042774664238095,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,23,313.605216675438,300.453818927519,7.497131041251123,2.8523262003436685,17.905378160998225,38872490496,200,2,0,2.801940506324172,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,24,326.1050315471366,312.75000757630914,7.668126034550369,2.852433647029102,18.05334951914847,38872490496,200,2,0,2.8344642892479897,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,25,307.79778969846666,294.8388772588223,7.371898227371275,2.852749419398606,17.52436241041869,38872490496,200,2,0,2.7342647928744555,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,26,312.7623567432165,299.82617002073675,7.3025561617687345,2.852744333446026,18.698481805622578,38872490496,200,2,0,2.7808862272650003,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
MEMIT_ORIGINAL,27,332.55979289859533,319.54057914670557,7.409905002452433,2.8522432697936893,17.88419663067907,38872490496,200,2,0,2.757065479643643,0,NOT_RECORDED_SEPARATELY,NOT_RECORDED,MEMIT_BLUE (L4+L8),REUSED_V3_AGGREGATE
