arm,batch,cohort,metric,numerator,denominator,rate
BASE_ALPHAEDIT,35,29,RS,99,100,0.99
BASE_ALPHAEDIT,35,30,RS,100,100,1.0
BASE_ALPHAEDIT,35,31,RS,100,100,1.0
BASE_ALPHAEDIT,35,32,RS,100,100,1.0
BASE_ALPHAEDIT,35,33,RS,100,100,1.0
BASE_ALPHAEDIT,35,34,RS,100,100,1.0
BASE_ALPHAEDIT,35,35,RS,100,100,1.0
BASE_ALPHAEDIT,36,1,RS,92,100,0.92
BASE_ALPHAEDIT,36,2,RS,86,100,0.86
BASE_ALPHAEDIT,36,3,RS,95,100,0.95
BASE_ALPHAEDIT,36,4,RS,99,100,0.99
BASE_ALPHAEDIT,36,5,RS,97,100,0.97
BASE_ALPHAEDIT,36,6,RS,96,100,0.96
BASE_ALPHAEDIT,36,7,RS,98,100,0.98
BASE_ALPHAEDIT,36,8,RS,100,100,1.0
BASE_ALPHAEDIT,36,9,RS,100,100,1.0
BASE_ALPHAEDIT,36,10,RS,98,100,0.98
BASE_ALPHAEDIT,36,11,RS,99,100,0.99
BASE_ALPHAEDIT,36,12,RS,97,100,0.97
BASE_ALPHAEDIT,36,13,RS,100,100,1.0
BASE_ALPHAEDIT,36,14,RS,99,100,0.99
BASE_ALPHAEDIT,36,15,RS,99,100,0.99
BASE_ALPHAEDIT,36,16,RS,100,100,1.0
BASE_ALPHAEDIT,36,17,RS,100,100,1.0
BASE_ALPHAEDIT,36,18,RS,99,100,0.99
BASE_ALPHAEDIT,36,19,RS,99,100,0.99
BASE_ALPHAEDIT,36,20,RS,100,100,1.0
BASE_ALPHAEDIT,36,21,RS,100,100,1.0
BASE_ALPHAEDIT,36,22,RS,100,100,1.0
BASE_ALPHAEDIT,36,23,RS,100,100,1.0
BASE_ALPHAEDIT,36,24,RS,100,100,1.0
BASE_ALPHAEDIT,36,25,RS,100,100,1.0
BASE_ALPHAEDIT,36,26,RS,100,100,1.0
BASE_ALPHAEDIT,36,27,RS,100,100,1.0
BASE_ALPHAEDIT,36,28,RS,99,100,0.99
BASE_ALPHAEDIT,36,29,RS,99,100,0.99
BASE_ALPHAEDIT,36,30,RS,100,100,1.0
BASE_ALPHAEDIT,36,31,RS,100,100,1.0
BASE_ALPHAEDIT,36,32,RS,100,100,1.0
BASE_ALPHAEDIT,36,33,RS,100,100,1.0
BASE_ALPHAEDIT,36,34,RS,100,100,1.0
BASE_ALPHAEDIT,36,35,RS,100,100,1.0
BASE_ALPHAEDIT,36,36,RS,100,100,1.0
BASE_ALPHAEDIT,37,1,RS,93,100,0.93
BASE_ALPHAEDIT,37,2,RS,86,100,0.86
BASE_ALPHAEDIT,37,3,RS,95,100,0.95
BASE_ALPHAEDIT,37,4,RS,98,100,0.98
BASE_ALPHAEDIT,37,5,RS,97,100,0.97
BASE_ALPHAEDIT,37,6,RS,95,100,0.95
BASE_ALPHAEDIT,37,7,RS,98,100,0.98
BASE_ALPHAEDIT,37,8,RS,99,100,0.99
BASE_ALPHAEDIT,37,9,RS,99,100,0.99
BASE_ALPHAEDIT,37,10,RS,98,100,0.98
BASE_ALPHAEDIT,37,11,RS,99,100,0.99
BASE_ALPHAEDIT,37,12,RS,97,100,0.97
BASE_ALPHAEDIT,37,13,RS,100,100,1.0
BASE_ALPHAEDIT,37,14,RS,99,100,0.99
BASE_ALPHAEDIT,37,15,RS,99,100,0.99
BASE_ALPHAEDIT,37,16,RS,100,100,1.0
BASE_ALPHAEDIT,37,17,RS,100,100,1.0
BASE_ALPHAEDIT,37,18,RS,99,100,0.99
BASE_ALPHAEDIT,37,19,RS,99,100,0.99
BASE_ALPHAEDIT,37,20,RS,100,100,1.0
BASE_ALPHAEDIT,37,21,RS,100,100,1.0
BASE_ALPHAEDIT,37,22,RS,100,100,1.0
BASE_ALPHAEDIT,37,23,RS,100,100,1.0
BASE_ALPHAEDIT,37,24,RS,100,100,1.0
BASE_ALPHAEDIT,37,25,RS,100,100,1.0
BASE_ALPHAEDIT,37,26,RS,100,100,1.0
BASE_ALPHAEDIT,37,27,RS,100,100,1.0
BASE_ALPHAEDIT,37,28,RS,100,100,1.0
BASE_ALPHAEDIT,37,29,RS,99,100,0.99
BASE_ALPHAEDIT,37,30,RS,100,100,1.0
BASE_ALPHAEDIT,37,31,RS,100,100,1.0
BASE_ALPHAEDIT,37,32,RS,100,100,1.0
BASE_ALPHAEDIT,37,33,RS,100,100,1.0
BASE_ALPHAEDIT,37,34,RS,100,100,1.0
BASE_ALPHAEDIT,37,35,RS,100,100,1.0
BASE_ALPHAEDIT,37,36,RS,100,100,1.0
BASE_ALPHAEDIT,37,37,RS,100,100,1.0
BASE_ALPHAEDIT,38,1,RS,92,100,0.92
BASE_ALPHAEDIT,38,2,RS,84,100,0.84
BASE_ALPHAEDIT,38,3,RS,94,100,0.94
BASE_ALPHAEDIT,38,4,RS,98,100,0.98
BASE_ALPHAEDIT,38,5,RS,97,100,0.97
BASE_ALPHAEDIT,38,6,RS,96,100,0.96
BASE_ALPHAEDIT,38,7,RS,97,100,0.97
BASE_ALPHAEDIT,38,8,RS,99,100,0.99
BASE_ALPHAEDIT,38,9,RS,99,100,0.99
BASE_ALPHAEDIT,38,10,RS,98,100,0.98
BASE_ALPHAEDIT,38,11,RS,99,100,0.99
BASE_ALPHAEDIT,38,12,RS,97,100,0.97
BASE_ALPHAEDIT,38,13,RS,99,100,0.99
BASE_ALPHAEDIT,38,14,RS,99,100,0.99
BASE_ALPHAEDIT,38,15,RS,99,100,0.99
BASE_ALPHAEDIT,38,16,RS,99,100,0.99
BASE_ALPHAEDIT,38,17,RS,98,100,0.98
BASE_ALPHAEDIT,38,18,RS,99,100,0.99
BASE_ALPHAEDIT,38,19,RS,99,100,0.99
BASE_ALPHAEDIT,38,20,RS,100,100,1.0
BASE_ALPHAEDIT,38,21,RS,100,100,1.0
BASE_ALPHAEDIT,38,22,RS,100,100,1.0
BASE_ALPHAEDIT,38,23,RS,100,100,1.0
BASE_ALPHAEDIT,38,24,RS,100,100,1.0
BASE_ALPHAEDIT,38,25,RS,100,100,1.0
BASE_ALPHAEDIT,38,26,RS,100,100,1.0
BASE_ALPHAEDIT,38,27,RS,100,100,1.0
BASE_ALPHAEDIT,38,28,RS,100,100,1.0
BASE_ALPHAEDIT,38,29,RS,99,100,0.99
BASE_ALPHAEDIT,38,30,RS,100,100,1.0
BASE_ALPHAEDIT,38,31,RS,99,100,0.99
BASE_ALPHAEDIT,38,32,RS,100,100,1.0
BASE_ALPHAEDIT,38,33,RS,100,100,1.0
BASE_ALPHAEDIT,38,34,RS,100,100,1.0
BASE_ALPHAEDIT,38,35,RS,100,100,1.0
BASE_ALPHAEDIT,38,36,RS,100,100,1.0
BASE_ALPHAEDIT,38,37,RS,100,100,1.0
BASE_ALPHAEDIT,38,38,RS,100,100,1.0
BASE_ALPHAEDIT,39,1,RS,91,100,0.91
BASE_ALPHAEDIT,39,2,RS,84,100,0.84
BASE_ALPHAEDIT,39,3,RS,95,100,0.95
BASE_ALPHAEDIT,39,4,RS,98,100,0.98
BASE_ALPHAEDIT,39,5,RS,97,100,0.97
BASE_ALPHAEDIT,39,6,RS,95,100,0.95
BASE_ALPHAEDIT,39,7,RS,96,100,0.96
BASE_ALPHAEDIT,39,8,RS,99,100,0.99
BASE_ALPHAEDIT,39,9,RS,99,100,0.99
BASE_ALPHAEDIT,39,10,RS,97,100,0.97
BASE_ALPHAEDIT,39,11,RS,98,100,0.98
BASE_ALPHAEDIT,39,12,RS,97,100,0.97
BASE_ALPHAEDIT,39,13,RS,99,100,0.99
BASE_ALPHAEDIT,39,14,RS,99,100,0.99
BASE_ALPHAEDIT,39,15,RS,98,100,0.98
BASE_ALPHAEDIT,39,16,RS,100,100,1.0
BASE_ALPHAEDIT,39,17,RS,98,100,0.98
BASE_ALPHAEDIT,39,18,RS,99,100,0.99
BASE_ALPHAEDIT,39,19,RS,99,100,0.99
BASE_ALPHAEDIT,39,20,RS,100,100,1.0
BASE_ALPHAEDIT,39,21,RS,100,100,1.0
BASE_ALPHAEDIT,39,22,RS,100,100,1.0
BASE_ALPHAEDIT,39,23,RS,100,100,1.0
BASE_ALPHAEDIT,39,24,RS,100,100,1.0
BASE_ALPHAEDIT,39,25,RS,100,100,1.0
BASE_ALPHAEDIT,39,26,RS,100,100,1.0
BASE_ALPHAEDIT,39,27,RS,99,100,0.99
BASE_ALPHAEDIT,39,28,RS,100,100,1.0
BASE_ALPHAEDIT,39,29,RS,99,100,0.99
BASE_ALPHAEDIT,39,30,RS,100,100,1.0
BASE_ALPHAEDIT,39,31,RS,99,100,0.99
BASE_ALPHAEDIT,39,32,RS,100,100,1.0
BASE_ALPHAEDIT,39,33,RS,100,100,1.0
BASE_ALPHAEDIT,39,34,RS,100,100,1.0
BASE_ALPHAEDIT,39,35,RS,100,100,1.0
BASE_ALPHAEDIT,39,36,RS,100,100,1.0
BASE_ALPHAEDIT,39,37,RS,100,100,1.0
BASE_ALPHAEDIT,39,38,RS,100,100,1.0
BASE_ALPHAEDIT,39,39,RS,100,100,1.0
BASE_ALPHAEDIT,40,1,RS,92,100,0.92
BASE_ALPHAEDIT,40,2,RS,83,100,0.83
BASE_ALPHAEDIT,40,3,RS,95,100,0.95
BASE_ALPHAEDIT,40,4,RS,97,100,0.97
BASE_ALPHAEDIT,40,5,RS,97,100,0.97
BASE_ALPHAEDIT,40,6,RS,94,100,0.94
BASE_ALPHAEDIT,40,7,RS,97,100,0.97
BASE_ALPHAEDIT,40,8,RS,99,100,0.99
BASE_ALPHAEDIT,40,9,RS,99,100,0.99
BASE_ALPHAEDIT,40,10,RS,96,100,0.96
BASE_ALPHAEDIT,40,11,RS,98,100,0.98
BASE_ALPHAEDIT,40,12,RS,97,100,0.97
BASE_ALPHAEDIT,40,13,RS,99,100,0.99
BASE_ALPHAEDIT,40,14,RS,99,100,0.99
BASE_ALPHAEDIT,40,15,RS,98,100,0.98
BASE_ALPHAEDIT,40,16,RS,100,100,1.0
BASE_ALPHAEDIT,40,17,RS,99,100,0.99
BASE_ALPHAEDIT,40,18,RS,99,100,0.99
BASE_ALPHAEDIT,40,19,RS,99,100,0.99
BASE_ALPHAEDIT,40,20,RS,100,100,1.0
BASE_ALPHAEDIT,40,21,RS,100,100,1.0
BASE_ALPHAEDIT,40,22,RS,100,100,1.0
BASE_ALPHAEDIT,40,23,RS,100,100,1.0
BASE_ALPHAEDIT,40,24,RS,100,100,1.0
BASE_ALPHAEDIT,40,25,RS,100,100,1.0
BASE_ALPHAEDIT,40,26,RS,100,100,1.0
BASE_ALPHAEDIT,40,27,RS,99,100,0.99
BASE_ALPHAEDIT,40,28,RS,100,100,1.0
BASE_ALPHAEDIT,40,29,RS,99,100,0.99
BASE_ALPHAEDIT,40,30,RS,100,100,1.0
BASE_ALPHAEDIT,40,31,RS,99,100,0.99
BASE_ALPHAEDIT,40,32,RS,100,100,1.0
BASE_ALPHAEDIT,40,33,RS,100,100,1.0
BASE_ALPHAEDIT,40,34,RS,100,100,1.0
BASE_ALPHAEDIT,40,35,RS,100,100,1.0
BASE_ALPHAEDIT,40,36,RS,100,100,1.0
BASE_ALPHAEDIT,40,37,RS,100,100,1.0
BASE_ALPHAEDIT,40,38,RS,100,100,1.0
BASE_ALPHAEDIT,40,39,RS,100,100,1.0
BASE_ALPHAEDIT,40,40,RS,100,100,1.0
BASE_ALPHAEDIT,41,1,RS,90,100,0.9
BASE_ALPHAEDIT,41,2,RS,82,100,0.82
BASE_ALPHAEDIT,41,3,RS,94,100,0.94
BASE_ALPHAEDIT,41,4,RS,97,100,0.97
BASE_ALPHAEDIT,41,5,RS,97,100,0.97
BASE_ALPHAEDIT,41,6,RS,95,100,0.95
BASE_ALPHAEDIT,41,7,RS,95,100,0.95
BASE_ALPHAEDIT,41,8,RS,99,100,0.99
BASE_ALPHAEDIT,41,9,RS,98,100,0.98
BASE_ALPHAEDIT,41,10,RS,97,100,0.97
BASE_ALPHAEDIT,41,11,RS,98,100,0.98
BASE_ALPHAEDIT,41,12,RS,96,100,0.96
BASE_ALPHAEDIT,41,13,RS,99,100,0.99
BASE_ALPHAEDIT,41,14,RS,99,100,0.99
BASE_ALPHAEDIT,41,15,RS,99,100,0.99
BASE_ALPHAEDIT,41,16,RS,100,100,1.0
BASE_ALPHAEDIT,41,17,RS,98,100,0.98
BASE_ALPHAEDIT,41,18,RS,99,100,0.99
BASE_ALPHAEDIT,41,19,RS,98,100,0.98
BASE_ALPHAEDIT,41,20,RS,100,100,1.0
BASE_ALPHAEDIT,41,21,RS,100,100,1.0
BASE_ALPHAEDIT,41,22,RS,100,100,1.0
BASE_ALPHAEDIT,41,23,RS,100,100,1.0
BASE_ALPHAEDIT,41,24,RS,99,100,0.99
BASE_ALPHAEDIT,41,25,RS,100,100,1.0
BASE_ALPHAEDIT,41,26,RS,100,100,1.0
BASE_ALPHAEDIT,41,27,RS,99,100,0.99
BASE_ALPHAEDIT,41,28,RS,100,100,1.0
BASE_ALPHAEDIT,41,29,RS,99,100,0.99
BASE_ALPHAEDIT,41,30,RS,100,100,1.0
BASE_ALPHAEDIT,41,31,RS,99,100,0.99
BASE_ALPHAEDIT,41,32,RS,100,100,1.0
BASE_ALPHAEDIT,41,33,RS,100,100,1.0
BASE_ALPHAEDIT,41,34,RS,100,100,1.0
BASE_ALPHAEDIT,41,35,RS,100,100,1.0
BASE_ALPHAEDIT,41,36,RS,100,100,1.0
BASE_ALPHAEDIT,41,37,RS,100,100,1.0
BASE_ALPHAEDIT,41,38,RS,100,100,1.0
BASE_ALPHAEDIT,41,39,RS,100,100,1.0
BASE_ALPHAEDIT,41,40,RS,100,100,1.0
BASE_ALPHAEDIT,41,41,RS,100,100,1.0
BASE_ALPHAEDIT,42,1,RS,87,100,0.87
BASE_ALPHAEDIT,42,2,RS,81,100,0.81
BASE_ALPHAEDIT,42,3,RS,93,100,0.93
BASE_ALPHAEDIT,42,4,RS,96,100,0.96
BASE_ALPHAEDIT,42,5,RS,97,100,0.97
BASE_ALPHAEDIT,42,6,RS,94,100,0.94
BASE_ALPHAEDIT,42,7,RS,94,100,0.94
BASE_ALPHAEDIT,42,8,RS,99,100,0.99
BASE_ALPHAEDIT,42,9,RS,98,100,0.98
BASE_ALPHAEDIT,42,10,RS,97,100,0.97
BASE_ALPHAEDIT,42,11,RS,98,100,0.98
BASE_ALPHAEDIT,42,12,RS,97,100,0.97
BASE_ALPHAEDIT,42,13,RS,99,100,0.99
BASE_ALPHAEDIT,42,14,RS,99,100,0.99
BASE_ALPHAEDIT,42,15,RS,98,100,0.98
BASE_ALPHAEDIT,42,16,RS,99,100,0.99
BASE_ALPHAEDIT,42,17,RS,98,100,0.98
BASE_ALPHAEDIT,42,18,RS,99,100,0.99
BASE_ALPHAEDIT,42,19,RS,99,100,0.99
BASE_ALPHAEDIT,42,20,RS,100,100,1.0
BASE_ALPHAEDIT,42,21,RS,100,100,1.0
BASE_ALPHAEDIT,42,22,RS,100,100,1.0
BASE_ALPHAEDIT,42,23,RS,100,100,1.0
BASE_ALPHAEDIT,42,24,RS,99,100,0.99
BASE_ALPHAEDIT,42,25,RS,100,100,1.0
BASE_ALPHAEDIT,42,26,RS,100,100,1.0
BASE_ALPHAEDIT,42,27,RS,99,100,0.99
BASE_ALPHAEDIT,42,28,RS,100,100,1.0
BASE_ALPHAEDIT,42,29,RS,99,100,0.99
BASE_ALPHAEDIT,42,30,RS,100,100,1.0
BASE_ALPHAEDIT,42,31,RS,99,100,0.99
BASE_ALPHAEDIT,42,32,RS,100,100,1.0
BASE_ALPHAEDIT,42,33,RS,100,100,1.0
BASE_ALPHAEDIT,42,34,RS,100,100,1.0
BASE_ALPHAEDIT,42,35,RS,100,100,1.0
BASE_ALPHAEDIT,42,36,RS,100,100,1.0
BASE_ALPHAEDIT,42,37,RS,100,100,1.0
BASE_ALPHAEDIT,42,38,RS,100,100,1.0
BASE_ALPHAEDIT,42,39,RS,100,100,1.0
BASE_ALPHAEDIT,42,40,RS,100,100,1.0
BASE_ALPHAEDIT,42,41,RS,100,100,1.0
BASE_ALPHAEDIT,42,42,RS,100,100,1.0
BASE_ALPHAEDIT,43,1,RS,86,100,0.86
BASE_ALPHAEDIT,43,2,RS,82,100,0.82
BASE_ALPHAEDIT,43,3,RS,94,100,0.94
BASE_ALPHAEDIT,43,4,RS,98,100,0.98
BASE_ALPHAEDIT,43,5,RS,96,100,0.96
BASE_ALPHAEDIT,43,6,RS,93,100,0.93
BASE_ALPHAEDIT,43,7,RS,93,100,0.93
BASE_ALPHAEDIT,43,8,RS,99,100,0.99
BASE_ALPHAEDIT,43,9,RS,97,100,0.97
BASE_ALPHAEDIT,43,10,RS,96,100,0.96
BASE_ALPHAEDIT,43,11,RS,97,100,0.97
BASE_ALPHAEDIT,43,12,RS,96,100,0.96
BASE_ALPHAEDIT,43,13,RS,99,100,0.99
BASE_ALPHAEDIT,43,14,RS,99,100,0.99
BASE_ALPHAEDIT,43,15,RS,98,100,0.98
BASE_ALPHAEDIT,43,16,RS,100,100,1.0
BASE_ALPHAEDIT,43,17,RS,98,100,0.98
BASE_ALPHAEDIT,43,18,RS,99,100,0.99
BASE_ALPHAEDIT,43,19,RS,98,100,0.98
BASE_ALPHAEDIT,43,20,RS,100,100,1.0
BASE_ALPHAEDIT,43,21,RS,100,100,1.0
BASE_ALPHAEDIT,43,22,RS,100,100,1.0
BASE_ALPHAEDIT,43,23,RS,100,100,1.0
BASE_ALPHAEDIT,43,24,RS,99,100,0.99
BASE_ALPHAEDIT,43,25,RS,100,100,1.0
BASE_ALPHAEDIT,43,26,RS,100,100,1.0
BASE_ALPHAEDIT,43,27,RS,99,100,0.99
BASE_ALPHAEDIT,43,28,RS,100,100,1.0
BASE_ALPHAEDIT,43,29,RS,99,100,0.99
BASE_ALPHAEDIT,43,30,RS,100,100,1.0
BASE_ALPHAEDIT,43,31,RS,99,100,0.99
BASE_ALPHAEDIT,43,32,RS,100,100,1.0
BASE_ALPHAEDIT,43,33,RS,100,100,1.0
BASE_ALPHAEDIT,43,34,RS,100,100,1.0
BASE_ALPHAEDIT,43,35,RS,100,100,1.0
BASE_ALPHAEDIT,43,36,RS,100,100,1.0
BASE_ALPHAEDIT,43,37,RS,100,100,1.0
BASE_ALPHAEDIT,43,38,RS,100,100,1.0
BASE_ALPHAEDIT,43,39,RS,100,100,1.0
BASE_ALPHAEDIT,43,40,RS,100,100,1.0
BASE_ALPHAEDIT,43,41,RS,100,100,1.0
BASE_ALPHAEDIT,43,42,RS,100,100,1.0
BASE_ALPHAEDIT,43,43,RS,100,100,1.0
BASE_ALPHAEDIT,44,1,RS,85,100,0.85
BASE_ALPHAEDIT,44,2,RS,84,100,0.84
BASE_ALPHAEDIT,44,3,RS,92,100,0.92
BASE_ALPHAEDIT,44,4,RS,97,100,0.97
BASE_ALPHAEDIT,44,5,RS,95,100,0.95
BASE_ALPHAEDIT,44,6,RS,93,100,0.93
BASE_ALPHAEDIT,44,7,RS,92,100,0.92
BASE_ALPHAEDIT,44,8,RS,99,100,0.99
BASE_ALPHAEDIT,44,9,RS,97,100,0.97
BASE_ALPHAEDIT,44,10,RS,97,100,0.97
BASE_ALPHAEDIT,44,11,RS,96,100,0.96
BASE_ALPHAEDIT,44,12,RS,96,100,0.96
BASE_ALPHAEDIT,44,13,RS,99,100,0.99
BASE_ALPHAEDIT,44,14,RS,99,100,0.99
BASE_ALPHAEDIT,44,15,RS,96,100,0.96
BASE_ALPHAEDIT,44,16,RS,99,100,0.99
BASE_ALPHAEDIT,44,17,RS,98,100,0.98
BASE_ALPHAEDIT,44,18,RS,98,100,0.98
BASE_ALPHAEDIT,44,19,RS,98,100,0.98
BASE_ALPHAEDIT,44,20,RS,100,100,1.0
BASE_ALPHAEDIT,44,21,RS,100,100,1.0
BASE_ALPHAEDIT,44,22,RS,100,100,1.0
BASE_ALPHAEDIT,44,23,RS,100,100,1.0
BASE_ALPHAEDIT,44,24,RS,99,100,0.99
BASE_ALPHAEDIT,44,25,RS,100,100,1.0
BASE_ALPHAEDIT,44,26,RS,99,100,0.99
BASE_ALPHAEDIT,44,27,RS,99,100,0.99
BASE_ALPHAEDIT,44,28,RS,99,100,0.99
BASE_ALPHAEDIT,44,29,RS,99,100,0.99
BASE_ALPHAEDIT,44,30,RS,100,100,1.0
BASE_ALPHAEDIT,44,31,RS,99,100,0.99
BASE_ALPHAEDIT,44,32,RS,100,100,1.0
BASE_ALPHAEDIT,44,33,RS,100,100,1.0
BASE_ALPHAEDIT,44,34,RS,100,100,1.0
BASE_ALPHAEDIT,44,35,RS,100,100,1.0
BASE_ALPHAEDIT,44,36,RS,100,100,1.0
BASE_ALPHAEDIT,44,37,RS,100,100,1.0
BASE_ALPHAEDIT,44,38,RS,100,100,1.0
BASE_ALPHAEDIT,44,39,RS,100,100,1.0
BASE_ALPHAEDIT,44,40,RS,100,100,1.0
BASE_ALPHAEDIT,44,41,RS,100,100,1.0
BASE_ALPHAEDIT,44,42,RS,100,100,1.0
BASE_ALPHAEDIT,44,43,RS,100,100,1.0
BASE_ALPHAEDIT,44,44,RS,100,100,1.0
BASE_ALPHAEDIT,45,1,RS,86,100,0.86
BASE_ALPHAEDIT,45,2,RS,85,100,0.85
BASE_ALPHAEDIT,45,3,RS,91,100,0.91
BASE_ALPHAEDIT,45,4,RS,94,100,0.94
BASE_ALPHAEDIT,45,5,RS,95,100,0.95
BASE_ALPHAEDIT,45,6,RS,93,100,0.93
BASE_ALPHAEDIT,45,7,RS,92,100,0.92
BASE_ALPHAEDIT,45,8,RS,99,100,0.99
BASE_ALPHAEDIT,45,9,RS,97,100,0.97
BASE_ALPHAEDIT,45,10,RS,96,100,0.96
BASE_ALPHAEDIT,45,11,RS,96,100,0.96
BASE_ALPHAEDIT,45,12,RS,95,100,0.95
BASE_ALPHAEDIT,45,13,RS,99,100,0.99
BASE_ALPHAEDIT,45,14,RS,99,100,0.99
BASE_ALPHAEDIT,45,15,RS,96,100,0.96
BASE_ALPHAEDIT,45,16,RS,99,100,0.99
BASE_ALPHAEDIT,45,17,RS,97,100,0.97
BASE_ALPHAEDIT,45,18,RS,99,100,0.99
BASE_ALPHAEDIT,45,19,RS,98,100,0.98
BASE_ALPHAEDIT,45,20,RS,100,100,1.0
BASE_ALPHAEDIT,45,21,RS,99,100,0.99
BASE_ALPHAEDIT,45,22,RS,99,100,0.99
BASE_ALPHAEDIT,45,23,RS,100,100,1.0
BASE_ALPHAEDIT,45,24,RS,99,100,0.99
BASE_ALPHAEDIT,45,25,RS,100,100,1.0
BASE_ALPHAEDIT,45,26,RS,99,100,0.99
BASE_ALPHAEDIT,45,27,RS,99,100,0.99
BASE_ALPHAEDIT,45,28,RS,99,100,0.99
BASE_ALPHAEDIT,45,29,RS,99,100,0.99
BASE_ALPHAEDIT,45,30,RS,100,100,1.0
BASE_ALPHAEDIT,45,31,RS,99,100,0.99
BASE_ALPHAEDIT,45,32,RS,100,100,1.0
BASE_ALPHAEDIT,45,33,RS,100,100,1.0
BASE_ALPHAEDIT,45,34,RS,100,100,1.0
BASE_ALPHAEDIT,45,35,RS,100,100,1.0
BASE_ALPHAEDIT,45,36,RS,100,100,1.0
BASE_ALPHAEDIT,45,37,RS,100,100,1.0
BASE_ALPHAEDIT,45,38,RS,100,100,1.0
BASE_ALPHAEDIT,45,39,RS,100,100,1.0
BASE_ALPHAEDIT,45,40,RS,100,100,1.0
BASE_ALPHAEDIT,45,41,RS,100,100,1.0
BASE_ALPHAEDIT,45,42,RS,100,100,1.0
BASE_ALPHAEDIT,45,43,RS,100,100,1.0
BASE_ALPHAEDIT,45,44,RS,100,100,1.0
BASE_ALPHAEDIT,45,45,RS,100,100,1.0
BASE_ALPHAEDIT,46,1,RS,85,100,0.85
BASE_ALPHAEDIT,46,2,RS,84,100,0.84
BASE_ALPHAEDIT,46,3,RS,91,100,0.91
BASE_ALPHAEDIT,46,4,RS,93,100,0.93
BASE_ALPHAEDIT,46,5,RS,95,100,0.95
BASE_ALPHAEDIT,46,6,RS,93,100,0.93
BASE_ALPHAEDIT,46,7,RS,92,100,0.92
BASE_ALPHAEDIT,46,8,RS,98,100,0.98
BASE_ALPHAEDIT,46,9,RS,96,100,0.96
BASE_ALPHAEDIT,46,10,RS,95,100,0.95
BASE_ALPHAEDIT,46,11,RS,97,100,0.97
BASE_ALPHAEDIT,46,12,RS,96,100,0.96
BASE_ALPHAEDIT,46,13,RS,97,100,0.97
BASE_ALPHAEDIT,46,14,RS,99,100,0.99
BASE_ALPHAEDIT,46,15,RS,96,100,0.96
BASE_ALPHAEDIT,46,16,RS,98,100,0.98
BASE_ALPHAEDIT,46,17,RS,98,100,0.98
BASE_ALPHAEDIT,46,18,RS,98,100,0.98
BASE_ALPHAEDIT,46,19,RS,97,100,0.97
BASE_ALPHAEDIT,46,20,RS,100,100,1.0
BASE_ALPHAEDIT,46,21,RS,99,100,0.99
BASE_ALPHAEDIT,46,22,RS,99,100,0.99
BASE_ALPHAEDIT,46,23,RS,100,100,1.0
BASE_ALPHAEDIT,46,24,RS,99,100,0.99
BASE_ALPHAEDIT,46,25,RS,100,100,1.0
BASE_ALPHAEDIT,46,26,RS,99,100,0.99
BASE_ALPHAEDIT,46,27,RS,98,100,0.98
BASE_ALPHAEDIT,46,28,RS,99,100,0.99
BASE_ALPHAEDIT,46,29,RS,99,100,0.99
BASE_ALPHAEDIT,46,30,RS,100,100,1.0
BASE_ALPHAEDIT,46,31,RS,99,100,0.99
BASE_ALPHAEDIT,46,32,RS,100,100,1.0
BASE_ALPHAEDIT,46,33,RS,100,100,1.0
BASE_ALPHAEDIT,46,34,RS,100,100,1.0
BASE_ALPHAEDIT,46,35,RS,100,100,1.0
BASE_ALPHAEDIT,46,36,RS,100,100,1.0
BASE_ALPHAEDIT,46,37,RS,100,100,1.0
BASE_ALPHAEDIT,46,38,RS,100,100,1.0
BASE_ALPHAEDIT,46,39,RS,100,100,1.0
BASE_ALPHAEDIT,46,40,RS,100,100,1.0
BASE_ALPHAEDIT,46,41,RS,100,100,1.0
BASE_ALPHAEDIT,46,42,RS,100,100,1.0
BASE_ALPHAEDIT,46,43,RS,100,100,1.0
BASE_ALPHAEDIT,46,44,RS,100,100,1.0
BASE_ALPHAEDIT,46,45,RS,100,100,1.0
BASE_ALPHAEDIT,46,46,RS,100,100,1.0
BASE_ALPHAEDIT,47,1,RS,81,100,0.81
BASE_ALPHAEDIT,47,2,RS,83,100,0.83
BASE_ALPHAEDIT,47,3,RS,91,100,0.91
BASE_ALPHAEDIT,47,4,RS,92,100,0.92
BASE_ALPHAEDIT,47,5,RS,95,100,0.95
BASE_ALPHAEDIT,47,6,RS,93,100,0.93
BASE_ALPHAEDIT,47,7,RS,92,100,0.92
BASE_ALPHAEDIT,47,8,RS,98,100,0.98
BASE_ALPHAEDIT,47,9,RS,96,100,0.96
BASE_ALPHAEDIT,47,10,RS,95,100,0.95
BASE_ALPHAEDIT,47,11,RS,96,100,0.96
BASE_ALPHAEDIT,47,12,RS,96,100,0.96
BASE_ALPHAEDIT,47,13,RS,96,100,0.96
BASE_ALPHAEDIT,47,14,RS,99,100,0.99
BASE_ALPHAEDIT,47,15,RS,96,100,0.96
BASE_ALPHAEDIT,47,16,RS,97,100,0.97
BASE_ALPHAEDIT,47,17,RS,98,100,0.98
BASE_ALPHAEDIT,47,18,RS,98,100,0.98
BASE_ALPHAEDIT,47,19,RS,97,100,0.97
BASE_ALPHAEDIT,47,20,RS,100,100,1.0
BASE_ALPHAEDIT,47,21,RS,99,100,0.99
BASE_ALPHAEDIT,47,22,RS,99,100,0.99
BASE_ALPHAEDIT,47,23,RS,100,100,1.0
