arm_before,arm_after,comparison,batch,metric,before_num,after_num,denominator,rate_delta,new_nll_prompt_mean_delta,new_nll_prompt_median_delta,new_nll_prompt_p90_delta,new_nll_prompt_max_delta,true_nll_prompt_mean_delta,true_nll_prompt_median_delta,true_nll_prompt_p90_delta,true_nll_prompt_max_delta,margin_prompt_mean_delta,margin_prompt_median_delta,margin_prompt_p90_delta,margin_prompt_max_delta
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,20,RS,1824,1901,2000,0.03849999999999998,-0.37060470118225197,-0.14848223514854908,-1.2322787761688234,3.48984432220459,2.1988119966103685,2.254148483276367,2.8837382316589384,1.7552547454833984,2.5694166977926214,2.550097601953894,3.1468986162450214,1.7559485750971362
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,20,PS,2709,3104,4000,0.09875,-0.8446125651873433,-1.481006145477295,-0.6040846824645989,2.932605743408203,0.8277020055369064,0.9799129962921143,0.8592625617980971,0.3844718933105469,1.6723145707242497,1.7822616416960955,1.6662811174988743,1.8040213864296675
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,20,NS,14275,14423,20000,0.007399999999999962,0.5138568604437106,0.5203731060028076,0.7502037048339769,-0.5835933685302734,0.2265148641227679,0.14731502532958984,0.6295798301696802,1.8273582458496094,-0.28734199632094315,-0.2850238084793091,0.11492812633515648,1.7974112574011087
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,30,RS,2606,2684,3000,0.026000000000000023,-0.36635644117993316,-0.4235881492495537,-0.25822563171386737,-0.6554708480834961,1.6456654501830545,1.6862902641296387,2.865245532989503,5.660306930541992,2.012021891362987,2.0020195255056024,3.269162318739106,5.6625225175812375
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,30,PS,4240,4184,6000,-0.009333333333333305,-0.3230116632865405,-0.4641631841659546,-0.5277478218078606,3.1822452545166016,-0.31381246369859817,-0.24896526336669922,-0.17985134124755398,0.6158409118652344,0.009199199587941909,0.002583041787147522,0.316141873598097,0.5691583082079887
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,30,NS,20011,20940,30000,0.030966666666666587,0.7202367135176324,0.8125994205474854,0.9967446327209437,1.2824459075927734,0.11835077520589454,0.06839609146118164,0.6278394699096701,1.4975051879882812,-0.6018859383117368,-0.7149533629417419,0.19914426803588947,1.9074172107502818
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,40,RS,3332,3476,4000,0.03600000000000003,-0.39096703458728754,-0.6713357269763947,-0.23237981796264595,-2.1576766967773438,1.4328036979497414,1.495673418045044,2.208979606628418,3.4717178344726562,1.823770732537028,1.88225756585598,2.9574146885424852,3.464157085865736
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,40,PS,5575,5745,8000,0.02124999999999999,-0.5305467897185565,-0.9020607471466064,-0.4436285972595204,12.743738174438477,0.026692157259559757,0.06679749488830566,0.05736494064330877,7.814504623413086,0.5572389469781163,0.6370786018669605,1.002062511444091,6.502129319938831
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,40,NS,25294,25733,40000,0.010975000000000068,0.4027273565252658,0.4171617031097412,0.663154125213623,7.38330078125,0.1697783391180705,0.16263961791992188,0.6160840034484867,6.357370376586914,-0.23294901740719443,-0.32172489166259766,0.4986920475959753,3.89101227093488
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,50,RS,4198,4254,5000,0.011199999999999988,-0.1112728539047878,-0.2924639880657196,0.05150241851806925,-0.23481273651123047,0.7597575905852016,0.7794539928436279,1.1260936737060536,3.065549850463867,0.8710304444899899,0.8048563757911325,1.5466585956513885,3.137713559321128
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,50,PS,7125,7182,10000,0.005699999999999927,-0.2125368098100182,-0.45692741870880127,-0.2164544105529771,7.162744522094727,0.08934149582115936,-0.02765369415283203,0.33989181518554723,5.666433334350586,0.3018783056311771,0.3236027956008911,0.5903960877098129,0.6118107795191463
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,50,NS,29364,29539,50000,0.0034999999999999476,0.11878336312731097,0.19116902351379395,0.14786968231201136,-0.31324195861816406,0.14125075684230737,0.1855936050415039,0.337870025634766,-1.9564476013183594,0.022467393714996287,-0.09913992881774902,0.40159745812415704,2.2699986857478507
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,60,RS,5050,5051,6000,0.0001666666666666483,-0.17447573064825628,-0.40556344389915466,0.009646368026733576,3.227632522583008,0.3791155220828948,0.2993788719177246,0.7511901855468786,3.453937530517578,0.5535912527311511,0.6064113043248653,1.1481306651141487,3.4211662197485566
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,60,PS,8657,8641,12000,-0.0013333333333334085,-0.3739693220060687,-0.5132814645767212,-0.4782995223999027,-0.813385009765625,-0.15752027160068938,-0.20080232620239258,-0.18928346633910742,0.31426048278808594,0.21644905040537932,0.3817053735256195,0.5732005164027214,-0.29179953457787633
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,60,NS,33218,34635,60000,0.02361666666666673,0.0012711373374649781,0.023236513137817383,0.031220245361328836,1.6100292205810547,-0.21805249871069865,-0.3378429412841797,-0.04946117401123118,1.7719783782958984,-0.21932363604816296,-0.24683547019958496,0.07531051635742259,0.16485967114567757
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,70,RS,5865,5832,7000,-0.004714285714285671,-0.0524839522801015,-0.25416553020477295,0.2817170143127461,-0.19298553466796875,0.3052102311322731,0.3025815486907959,0.5934165954589847,1.849557876586914,0.3576941834123746,0.31746146082878113,0.8039670389145606,3.481911190057872
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,70,PS,10211,10062,14000,-0.010642857142857065,0.38386455241839545,0.22918939590454102,0.7430353164672852,10.06845474243164,0.48932527571424256,0.3075270652770996,0.765224647521972,8.691362380981445,0.1054607232958471,0.19482100009918213,0.44792646914720535,-2.4153781987861294
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,70,NS,36600,39734,70000,0.04477142857142857,0.15807565517538702,0.20601606369018555,0.1054824829101566,5.4188995361328125,-0.2685200992683212,-0.42182016372680664,-0.1346204757690419,6.509992599487305,-0.4265957544437079,-0.4216313362121582,-0.21059770584106463,2.0196821641293354
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,80,RS,6690,6690,8000,0.0,-0.2813194912661592,-0.4006437063217163,-0.37487549781799157,0.6307296752929688,-0.38840843513450807,-0.43666887283325195,-0.45615682601928675,-1.8612327575683594,-0.10708894386834888,-0.10383063554763794,-0.22103262655437028,-1.8629839722125325
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,80,PS,11808,11721,16000,-0.005437499999999984,-0.5095701010425415,-0.784900426864624,-0.6455379486083981,1.5715904235839844,-0.5345991176943645,-0.709918737411499,-0.487655067443848,5.536975860595703,-0.025029016651822555,0.20890623331069946,-0.0484838745091114,-0.9773599468462635
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,80,NS,39917,43576,80000,0.045737499999999986,-0.29317006442409355,-0.3682577610015869,-0.4316186904907262,0.2286510467529297,-0.7368009395122002,-0.822930097579956,-0.7608797073364268,2.7389888763427734,-0.44363087508810606,-0.4015538692474365,-0.4273596644401536,-1.5291507206857204
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,90,RS,7511,7510,9000,-0.00011111111111117289,-0.3097894109689059,-0.45096689462661743,-0.3062557220458979,-1.1164894104003906,-0.4422853908654716,-0.48751211166381836,-0.5280400276184061,5.9840545654296875,-0.13249597989656525,-0.19859734550118446,-0.27648211983032667,5.985441430369974
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,90,PS,13246,13086,18000,-0.008888888888888946,-0.2953939760705966,-0.6341567039489746,-0.13628921508789027,12.140661239624023,-0.3422299789894998,-0.6095728874206543,-0.05385637283325195,10.050355911254883,-0.046836002918902775,0.08121722936630249,0.1291354864835732,2.5443252843506343
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,90,NS,43157,47596,90000,0.04932222222222221,-0.3338772175558624,-0.4096550941467285,-0.4791205406188954,5.422388076782227,-0.7977941322138982,-0.9133627414703369,-0.85960454940796,6.496955871582031,-0.46391691465803675,-0.4455605745315552,-0.4590907573699958,3.6111808984751406
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,100,RS,8177,8277,10000,0.010000000000000009,-0.3405281566042313,-0.594602108001709,-0.3618548870086675,0.46637725830078125,-0.04044840790700999,-0.09632492065429688,0.08223514556884837,2.362842559814453,0.30007974869722087,0.24461013078689575,0.5905018851859509,2.3634325906169806
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,100,PS,14460,14761,20000,0.015050000000000008,-0.4418989923927237,-0.7801454067230225,-0.2271120071411179,9.382984161376953,-0.0885826383800481,-0.2887895107269287,0.20913276672363246,12.969030380249023,0.3533163540126738,0.3365643322467804,0.8800059214234395,1.8981122198601952
MEMIT_L8_ONLY,MEMIT_L6_ONLY,WITHIN_MEMIT,100,NS,48425,50488,100000,0.02062999999999998,-0.2100713370648375,-0.25809621810913086,-0.36821756362915004,8.931779861450195,-0.395920465266574,-0.42507410049438477,-0.6251212120056131,11.122613906860352,-0.18584912820173782,-0.18334555625915527,-0.26542292833328673,6.115100282651838
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,1,RS,75,90,100,0.15000000000000002,-0.8575938656012294,-0.4870934411883354,-2.5517024993896458,-2.1621932983398438,1.4704415424820034,1.621936559677124,1.3198606491088807,3.6908464431762695,2.328035408083233,2.9111483497545123,1.8904964286834023,4.081352814275306
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,1,PS,97,128,200,0.15500000000000003,-0.8303946391923827,-1.4252703189849854,-0.35555171966552734,-0.35441017150878906,0.5967490299046041,0.7662866115570068,0.28881416320800746,-0.7946090698242188,1.4271436690969859,1.7240877747535706,0.7481602430343619,1.7586845457553864
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,1,NS,880,878,1000,-0.0020000000000000018,-0.04444217029213959,-0.08367109298706055,0.04314746856689311,0.05624961853027344,0.025829868429514846,0.0731046199798584,0.17775840759277273,-0.09332275390625,0.07027203872165444,0.12129807472229004,0.13097698688507065,-0.002725362777709961
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,5,RS,457,479,500,0.04399999999999993,-0.3436876893879962,-0.04461712297052145,-1.588682436943051,-1.235921859741211,1.5130287924911832,1.7431132793426514,1.9203596115112358,0.426513671875,1.8567164818791797,2.0391742556530517,1.8874044997501187,0.4275719028664753
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,5,PS,713,775,1000,0.062000000000000055,-0.47601484070537836,-0.5648813247680664,-0.8075957298278809,-3.3005542755126953,0.5767467822390602,0.7812979221343994,0.41133537292480327,-0.1387920379638672,1.052761622944439,1.2342298422008753,0.7738505024462938,-0.09171995893120766
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,5,NS,4242,4223,5000,-0.0038000000000000256,-0.013219326939992726,0.020320415496826172,-0.1207275390625,-0.13087844848632812,0.029719889498979413,-0.009014129638671875,0.11327810287476048,0.6682968139648438,0.04293921643897214,0.030039817094802856,-0.012394762039182439,-0.5841834545135498
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,10,RS,937,963,1000,0.025999999999999912,-0.26775045092941585,-0.031093203462660313,-0.9661728501319877,-2.762540817260742,1.4535873272120963,1.623185157775879,1.4449249267578121,1.8611431121826172,1.7213377781415105,1.936867157521192,1.4782820210210055,1.8716863830923103
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,10,PS,1458,1651,2000,0.09650000000000003,-1.2599779543213128,-1.5976843237876892,-2.023148536682127,-7.393817901611328,0.5508290866538887,0.6913833618164062,0.11055831909179581,-4.9071807861328125,1.8108070409752006,2.041632264852524,1.4540718236938108,0.570828013087521
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,10,NS,7692,7784,10000,0.009199999999999986,-0.0153707752616139,-0.00034999847412109375,-0.18173580169677628,-1.477529525756836,-0.03077990143316267,-0.08891654014587402,-0.028848552703856,2.2798233032226562,-0.015409126171548326,-0.12639856338500977,0.04976625442504945,2.63329319213517
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,20,RS,1824,1882,2000,0.028999999999999915,-0.22250051433139917,-0.12409998662769794,-0.5863681077957117,1.2014141082763672,1.9355965029718352,2.073159694671631,2.5484018325805646,3.2721004486083984,2.158097017303235,2.1692031174898148,2.8546607562340807,3.273715923569398
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,20,PS,2709,3116,4000,0.10175000000000001,-0.8266400838559078,-1.5496355295181274,-0.5574691772460945,-1.7136211395263672,1.1035931286969278,1.193739652633667,1.4219367027282726,1.4016494750976562,1.9302332125528365,2.1264883875846863,2.3324064275948313,2.847099835984409
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,20,NS,14275,13730,20000,-0.027249999999999996,0.1527525074864462,0.14408612251281738,0.4161737442016573,0.6914386749267578,0.5137449234192788,0.5838618278503418,0.6806153297424355,1.7605171203613281,0.3609924159328326,0.2922833561897278,0.7643959760665915,4.339509794488549
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,30,RS,2606,2702,3000,0.03199999999999992,-0.31809895693667456,-0.37724170088768005,-0.3079554080963156,-1.4678049087524414,1.261059320125729,1.2576231956481934,2.0107451438903823,4.179775238037109,1.5791582770624037,1.4914132859557867,2.169536422705276,4.179907354759052
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,30,PS,4240,4307,6000,0.011166666666666658,-0.4884531288664533,-0.6848710775375366,-0.6698674201965318,1.1069164276123047,-0.21692414823158934,-0.25244998931884766,-0.08551216125488281,-1.00335693359375,0.27152898063486397,0.25181519985198975,0.4574947483837626,-2.3134395028464496
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,30,NS,20011,19619,30000,-0.013066666666666671,0.25699620760359565,0.3594698905944824,0.48487911224364844,-0.3802680969238281,0.34385989564044017,0.3326418399810791,0.6908700942993136,1.7233161926269531,0.08686368803684585,0.022366046905517578,0.5583132654428509,1.8584924936294556
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,40,RS,3332,3443,4000,0.027750000000000052,-0.2982333656888292,-0.4657558798789978,-0.3221481323242177,-2.269707679748535,0.7866514274189251,0.7583537101745605,1.221364212036132,3.6719722747802734,1.0848847931077543,1.126111924648285,1.6375879149883978,3.685432027792558
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,40,PS,5575,5734,8000,0.019874999999999976,-0.29301712241111044,-0.49505162239074707,-0.304819011688231,6.313419342041016,-0.017740544116124468,0.020459413528442383,0.021521568298338067,1.6389484405517578,0.2752765782949864,0.37938420474529266,0.3895970106124853,4.944790926296264
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,40,NS,25294,24724,40000,-0.014249999999999985,0.18939947299489557,0.21225738525390625,0.3851559638977058,-0.0734710693359375,0.21377758983967343,0.2604672908782959,0.5297224044799744,0.5879497528076172,0.024378116844777864,-0.02906942367553711,0.5886087536811835,0.5990874767303467
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,50,RS,4198,4172,5000,-0.005199999999999982,0.04344966296358299,-0.07243740558624268,0.18283672332764134,1.521021842956543,0.3553589820496734,0.4227113723754883,0.5831554412841786,-0.502685546875,0.3119093190860909,0.2870153347030282,0.7887365370988846,-0.4392703892663121
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,50,PS,7125,6971,10000,-0.01539999999999997,0.08695588043641855,-0.022032499313354492,0.1408760070800792,5.898319244384766,0.08394658278813605,0.0496060848236084,0.2730142593383782,3.2556495666503906,-0.003009297648282505,0.05839729309082031,0.2453377985395484,-1.072492578154197
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,50,NS,29364,30320,50000,0.019120000000000026,0.3216632723155435,0.4345242977142334,0.4119953155517564,-1.4398155212402344,0.11519492906765993,0.09060025215148926,0.4996445655822743,-2.8745079040527344,-0.20646834324788288,-0.23830866813659668,0.1912059783935547,-0.30566227436065674
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,60,RS,5050,4991,6000,-0.00983333333333336,-0.020636937254143728,-0.12660890817642212,0.0736998558044446,-0.1548175811767578,-0.005504374562452341,-0.06553840637207031,0.2270262718200673,6.146080017089844,0.015132562691691387,0.044335752725601196,0.33921894878148784,6.161637421035266
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,60,PS,8657,8478,12000,-0.01491666666666669,-0.14212811437714468,-0.1387176513671875,-0.3717223167419412,-1.946462631225586,-0.2968416072031639,-0.21697187423706055,-0.5747390747070309,-4.6943206787109375,-0.1547134928260192,-0.08793270587921143,-0.22318752408027365,-1.3340162069071084
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,60,NS,33218,34708,60000,0.024833333333333374,0.05419286124332956,0.058721065521240234,0.051666164398193715,1.051614761352539,-0.1569263864868793,-0.18251681327819824,-0.053580474853514914,-0.025396347045898438,-0.21111924773020818,-0.21779966354370117,-0.03049175739288268,2.848539832048118
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,70,RS,5865,5865,7000,0.0,-0.031945724910856566,-0.09677517414093018,0.12297453880310094,-1.1445331573486328,0.18055172320136048,0.2810788154602051,0.23288507461547958,1.3468666076660156,0.21249744811221571,0.23103313148021698,0.40193534400314057,2.976867303586914
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,70,PS,10211,10079,14000,-0.009428571428571342,0.13597683227765067,0.1495962142944336,0.23019227981567525,2.986591339111328,0.1790522997903503,0.20376968383789062,0.25887289047241246,3.0292129516601562,0.043075467512699195,0.10132092237472534,0.2692146822810173,-3.7146848576376215
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,70,NS,36600,38819,70000,0.03169999999999995,0.1510889364884287,0.21837401390075684,0.12108469009399414,-2.835428237915039,-0.1529015823160833,-0.2055652141571045,-0.06824293136596538,-0.3435249328613281,-0.30399051880451167,-0.2696652412414551,-0.19882893562316895,-0.20259102620184422
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,80,RS,6690,6751,8000,0.007624999999999993,-0.3149339388952832,-0.40131455659866333,-0.5509969234466565,0.27782630920410156,-0.24929484765091914,-0.19572091102600098,-0.5736660003662113,0.5710239410400391,0.06563909124436407,0.19109731912612915,-0.261949085444213,-3.898103523912141
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,80,PS,11808,11809,16000,6.249999999996536e-05,-0.4128144856619178,-0.6213510036468506,-0.4790187835693338,2.470386505126953,-0.19030748303487854,-0.27278685569763184,-0.17180585861206055,4.665912628173828,0.22250700262704015,0.27670910954475403,0.4714159437920884,4.63516271856497
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,80,NS,39917,41651,80000,0.021675,-0.19559610669123728,-0.2159872055053711,-0.33561286926270206,3.1037654876708984,-0.40422621543119863,-0.4040980339050293,-0.5219542503356944,5.9168243408203125,-0.20863010873996063,-0.18059587478637695,-0.3265217781066898,-2.8486237041652203
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,90,RS,7511,7598,9000,0.009666666666666601,-0.4769145498968461,-0.586946964263916,-0.7245491504669186,-5.306905746459961,-0.4067572038313374,-0.36582064628601074,-0.586705207824707,-3.2025089263916016,0.07015734606550961,0.14056311920285225,-0.30346586550585997,-3.201525739656063
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,90,PS,13246,13246,18000,0.0,-0.4815547639626585,-0.6647071838378906,-0.6122144699096683,5.0047760009765625,-0.38340229903637635,-0.4208858013153076,-0.32701482772827184,3.3548507690429688,0.0981524649262826,0.25009602308273315,0.28048709742724753,-0.9495634484046604
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,90,NS,43157,45536,90000,0.026433333333333364,-0.37213551563589853,-0.39441967010498047,-0.49427127838134943,2.5596275329589844,-0.6274682068822246,-0.6612613201141357,-0.7027756690979032,3.0014896392822266,-0.2553326912463279,-0.2416825294494629,-0.1760184288024904,-0.8551120495758369
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,100,RS,8177,8444,10000,0.026700000000000057,-0.4833821913691594,-0.7347771525382996,-0.6262876510620119,2.403749465942383,-0.11757288395129173,-0.036319732666015625,-0.4460504531860341,1.1920833587646484,0.36580930741786855,0.5448477268218994,0.15012747589498687,1.1924894666299224
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,100,PS,14460,14941,20000,0.024050000000000016,-0.7180219733711422,-1.022353172302246,-0.675592231750489,2.981069564819336,-0.15566410556175914,-0.15710759162902832,-0.10509853363036825,1.0483837127685547,0.5623578678093826,0.609991043806076,1.0233734797686331,2.248769911479485
MEMIT_L8_ONLY,MEMIT_L7_ONLY,WITHIN_MEMIT,100,NS,48425,48547,100000,0.0012199999999999989,-0.3209854439330826,-0.30785393714904785,-0.47256460189819194,0.6677398681640625,-0.3711055492246338,-0.32996463775634766,-0.620036697387695,2.775259017944336,-0.050120105291551004,-0.017364501953125,-0.12905821800232342,-0.3038252246915363
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,1,RS,75,100,100,0.25,-2.0828373559209283,-0.6437738845124841,-6.2187888279557235,-9.386642456054688,5.433520395373926,6.147454500198364,5.352587604522698,6.830094337463379,7.516357751294855,7.858223788905889,6.692556779360162,7.221000464342069
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,1,PS,97,174,200,0.385,-2.8121264561999126,-3.656022787094116,-4.603108119964602,-1.4922657012939453,2.0492920090910047,2.0904719829559326,2.5214913368225087,-0.09844207763671875,4.8614184652909165,5.070328652858734,4.366317081451416,5.028069703374058
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,1,NS,880,880,1000,0.0,0.011695880301296313,0.09177398681640625,0.09482898712158416,0.19626426696777344,0.004699566288210555,0.030580759048461914,-0.05359277725219869,-0.05366325378417969,-0.006996314013085758,0.10556697845458984,0.07346088886260993,-0.04653358459472656
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,5,RS,457,494,500,0.07399999999999995,-0.7854283496496064,-0.0710226409137249,-2.837143639847637,-1.525233268737793,4.567324692873284,4.984417676925659,4.480397796630861,4.186378479003906,5.352753042522891,5.303780668909894,4.515464536356738,4.188300228968728
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,5,PS,713,902,1000,0.18900000000000006,-1.674370046738364,-1.874777376651764,-3.050097274780274,0.7964973449707031,2.202291760199702,2.4766769409179688,2.3439379692077633,3.4567337036132812,3.8766618069380674,4.20983905531466,3.1804608237463974,3.531824047677219
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,5,NS,4242,4220,5000,-0.0044000000000000705,-0.0894573734873898,-0.0375208854675293,-0.17796659469604492,0.17195701599121094,-0.060767764897982524,-0.14457941055297852,0.02413311004638885,0.1436443328857422,0.028689608589409055,-0.046406835317611694,0.1345099925994877,1.809078574180603
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,10,RS,937,949,1000,0.0119999999999999,0.033128625236844456,-0.01728598214685917,0.6125389337539682,-1.780949592590332,1.3996627299338584,1.481717586517334,1.7602210044860858,3.260618209838867,1.3665341046970134,1.570308786642272,1.7740983528434295,3.263045306317508
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,10,PS,1458,1783,2000,0.16249999999999998,-1.8826573274568394,-2.0766863226890564,-3.3513575077056883,-5.575473785400391,1.2128426096141345,1.3766083717346191,0.7712347030639659,-2.1958751678466797,3.095499937070973,3.2558960616588593,2.2668116263404947,3.2959585189910285
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,10,NS,7692,7018,10000,-0.06740000000000002,-1.2156807370155107,-1.2351963520050049,-1.395473194122312,-1.69036865234375,-0.06225154364315966,-0.028289318084716797,-0.1141129493713322,4.33067512512207,1.1534291933723506,1.0770819187164307,1.173844814300537,4.989946400397457
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,20,RS,1824,1295,2000,-0.26450000000000007,6.902852974878167,8.223556935787201,10.420997905731202,10.344954490661621,2.8361706781480454,3.0984139442443848,2.7203514099121087,5.934898376464844,-4.06668229673012,-4.830111145973206,-2.5917664926499135,1.9347026029136032
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,20,PS,2709,2468,4000,-0.060250000000000026,5.3883025135254,6.511399507522583,5.2332857131958015,9.43271255493164,4.5597268045350505,4.827241659164429,4.1166951179504405,6.1370086669921875,-0.82857570899035,-1.1158716082572937,-2.0443344667553918,2.9059907970950007
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,20,NS,14275,10365,20000,-0.1955,3.0826600411694383,3.222193479537964,2.813471794128425,2.712400436401367,5.58189644818905,6.078756809234619,5.721419525146484,9.140298843383789,2.4992364070196116,2.378026068210602,1.484356284141541,4.034067219123244
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,30,RS,2606,2007,3000,-0.19966666666666666,8.393784973101306,9.826858520507812,9.834861421585083,8.097597122192383,5.217705994086961,5.525789737701416,4.709807968139652,3.3447818756103516,-3.1760789790143464,-3.5418079774826765,-3.8636960715055455,-0.6166802737861872
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,30,PS,4240,3575,6000,-0.11083333333333334,7.236297073271469,8.220498919487,5.70936393737793,3.594898223876953,5.507062212964209,5.8722357749938965,4.309309387207032,1.8296966552734375,-1.7292348603072607,-1.7279753684997559,-3.9019699752330776,-5.528360134223476
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,30,NS,20011,14890,30000,-0.17070000000000002,5.595684254335472,5.842374801635742,4.6594626426696735,4.254482269287109,7.409218120275251,7.945321083068848,7.068459796905515,8.211931228637695,1.813533865939779,1.684192180633545,0.412720775604249,4.688160475343466
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,40,RS,3332,2341,4000,-0.24774999999999991,9.074619856063713,10.448398232460022,8.711877632141114,9.453956604003906,5.94177131824568,6.457732677459717,4.728110885620117,5.54620361328125,-3.1328485378180337,-3.2654839158058167,-4.634050549939276,-1.8296745866537094
MEMIT_L8_ONLY,BASE_MEMIT,WITHIN_MEMIT,40,PS,5575,4482,8000,-0.136625,6.999029650081834,7.713354825973511,5.146223640441894,9.818183898925781,5.167528894265183,5.612856149673462,3.575597095489501,5.638017654418945,-1.8315007558166507,-1.7042016983032227,-4.221632385253908,-1.5503222652478144
