arm,RS_%,RS_ΔBLUE_pp,RS_Δnative_pp,PS_%,PS_ΔBLUE_pp,PS_Δnative_pp,NS_%,NS_ΔBLUE_pp,NS_Δnative_pp
BASE_ALPHAEDIT (blue=False; L4–L8),73.42999999999999,-25.450000000000006,0.0,62.885000000000005,-32.89,0.0,55.285,-8.44100000000001,0.0
AlphaEdit_BLUE (L4+L8),98.88,0.0,25.450000000000006,95.775,0.0,32.89,63.726000000000006,0.0,8.44100000000001
AlphaEdit_BLUE_L4_ONLY,99.39,0.5099999999999993,25.960000000000004,95.67999999999999,-0.09500000000000064,32.794999999999995,65.348,1.6219999999999901,10.062999999999999
AlphaEdit_BLUE_L5_ONLY,99.33999999999999,0.45999999999999375,25.91,94.195,-1.5800000000000036,31.309999999999995,62.822,-0.9040000000000048,7.537000000000004
AlphaEdit_BLUE_L6_ONLY,96.83,-2.0499999999999963,23.40000000000001,85.74000000000001,-10.034999999999993,22.855000000000004,58.396,-5.330000000000002,3.111000000000008
AlphaEdit_BLUE_L7_ONLY,92.4,-6.479999999999997,18.97000000000001,80.97,-14.805000000000001,18.084999999999994,56.277,-7.449000000000005,0.992000000000004
AlphaEdit_BLUE_L8_ONLY,93.96,-4.920000000000002,20.530000000000005,77.78,-17.994999999999994,14.895000000000003,54.703,-9.023000000000003,-0.5819999999999936
