arm,stratum,ordinal_start,ordinal_end_exclusive,metric,numerator,denominator,rate,request_denominator,pair_strict_num,ties,bit_order_sha256,new_nll_prompt_n,new_nll_prompt_mean,new_nll_prompt_median,new_nll_prompt_q25,new_nll_prompt_q75,new_nll_prompt_p90,new_nll_prompt_max,new_nll_request_n,new_nll_request_mean,new_nll_request_median,new_nll_request_q25,new_nll_request_q75,new_nll_request_p90,new_nll_request_max,new_strict_num,new_strict_den,new_token_correct,new_token_den,true_nll_prompt_n,true_nll_prompt_mean,true_nll_prompt_median,true_nll_prompt_q25,true_nll_prompt_q75,true_nll_prompt_p90,true_nll_prompt_max,true_nll_request_n,true_nll_request_mean,true_nll_request_median,true_nll_request_q25,true_nll_request_q75,true_nll_request_p90,true_nll_request_max,true_strict_num,true_strict_den,true_token_correct,true_token_den,margin_prompt_n,margin_prompt_mean,margin_prompt_median,margin_prompt_q25,margin_prompt_q75,margin_prompt_p90,margin_prompt_max,margin_request_n,margin_request_mean,margin_request_median,margin_request_q25,margin_request_q75,margin_request_p90,margin_request_max,new_nll_prompt_p99,new_nll_request_p99,true_nll_prompt_p99,true_nll_request_p99,margin_prompt_p99,margin_request_p99
MEMIT_ORIGINAL,early,0,2000,PS,2168,4000,0.542,2000,812,0,3bccb2ced9047685da45c6ed39931d4f102ab9cdf4a2ae40da7bc60112de907f,4000,8.349655736996676,8.203348636627197,5.4447081089019775,11.074543952941895,13.707792377471923,27.19569206237793,2000,8.349655736996676,8.30707859992981,5.782260537147522,10.852095365524292,13.09471836090088,22.16659164428711,239,4000,258,4048,4000,8.813007010552798,8.794893741607666,6.091706275939941,11.442561626434326,13.804602813720702,29.378929138183594,2000,8.813007010552798,8.782387733459473,6.425715506076813,11.148265361785889,13.21096959114075,19.396198272705078,149,4000,162,4054,4000,0.4633512735561235,0.4860515594482422,-2.6420814394950867,3.5089377760887146,6.2710656166076655,17.747404143214226,2000,0.4633512735561235,0.5438573360443115,-2.2695406675338745,3.0299476385116577,5.662310081720354,14.97703567147255,18.690269126892087,17.28718777179718,18.447051620483393,16.9996081161499,12.047388054132457,10.857123806476594
MEMIT_ORIGINAL,middle,2000,8000,PS,7611,12000,0.63425,6000,3091,0,30d57444657427d181bdc346623bfac54bce5c0b053c1ca25d21b2e43fb8bf6e,12000,6.852864905367504,6.727513790130615,3.2444385290145874,9.994148015975952,12.663168239593508,28.984909057617188,6000,6.852864905367504,6.853353261947632,3.6685954928398132,9.784668028354645,12.143252801895143,21.612485885620117,1972,12000,2063,12206,12000,8.751698831454462,8.6900954246521,6.07289731502533,11.262007713317871,13.698083686828614,28.873388290405273,6000,8.751698831454462,8.688830614089966,6.361932933330536,10.976682662963867,13.168914413452148,23.30644416809082,376,12000,411,12156,12000,1.8988339260869591,1.7626087665557861,-1.6135168075561523,5.304055988788605,8.719453862309457,23.730913653969765,6000,1.8988339260869591,1.7143019437789917,-1.349316954612732,5.066922079771757,8.05265766978264,19.80888297315687,17.661788330078128,16.28548226833344,18.586856002807618,17.1010784482956,14.36006260573865,13.646459347456695
MEMIT_ORIGINAL,recent,8000,10000,PS,3751,4000,0.93775,2000,1788,0,5ab08070bd988c15d14753b370478a004ff47a06f79d2de5c7370d1caeafc0c0,4000,2.1408571550725854,0.6040406227111816,0.07111414894461632,3.1415263414382935,6.589781284332275,17.94378662109375,2000,2.1408571550725854,1.0564324147999287,0.1888901125639677,3.1598850935697556,5.951044312864545,17.1574125289917,2606,4000,2665,4072,4000,10.119429898495786,9.956388473510742,7.338216304779053,12.756370067596436,15.385986614227294,29.830331802368164,2000,10.119429898495786,9.92086410522461,7.742690324783325,12.442252039909363,14.860944747924805,24.330763816833496,42,4000,47,4044,4000,7.9785727434232,8.163942595943809,4.619889259338379,11.432925790548325,14.578493042290209,29.83032810688701,2000,7.9785727434232,8.09885161370039,5.015499256551266,11.03097661351785,13.847829420119528,24.330561665588903,13.155251302719115,11.792207236289977,20.38447347640991,19.50107233047485,19.293341227751224,18.99406689008465
MEMIT_ORIGINAL,last1000,9000,10000,PS,1911,2000,0.9555,1000,923,0,f937fc0a28e00cc3b9abe13c8cc8208f42bb70ba5acbe90235186fc12e6a3a84,2000,1.6570042320180858,0.2839125841856003,0.03619075380265713,1.9452852010726929,5.491943931579596,17.94378662109375,1000,1.6570042320180858,0.6227356118615717,0.09487842209637165,2.2911821864545345,5.012937782704831,16.47578525543213,1461,2000,1493,2036,2000,10.604010878764093,10.469489097595215,7.772358179092407,13.350677013397217,16.00497741699219,29.830331802368164,1000,10.604010878764093,10.42512822151184,8.041683733463287,12.920812845230103,15.364058256149292,24.330763816833496,13,2000,14,2026,2000,8.947006646746008,9.096140453591943,5.75521451421082,12.41942657949403,15.508882824098693,29.83032810688701,1000,8.947006646746008,8.98579604178667,6.112293496727943,12.04862573184073,14.81159752793028,24.330561665588903,12.855958251953124,10.800352838039396,20.598140411376953,19.375101776123046,19.595006954673444,19.30029531039494
MEMIT_ORIGINAL,first100,0,100,NS,523,1000,0.523,100,11,0,949fd5fb44b43f9b8d6607eb1d24ed9fb9662ae4e743a9ce3df12741151a02d6,1000,9.233102488536154,9.182122230529785,5.921822547912598,12.483262300491333,15.234472465515138,30.639144897460938,100,9.233102488536154,9.829307174682617,6.559222448803484,11.768038427829742,13.784460687637331,17.014212799072265,75,1000,75,1010,1000,9.011528443719843,8.938907146453857,5.890453219413757,12.035195350646973,14.604140090942384,31.426786422729492,100,9.011528443719842,8.90644476413727,7.073728182911873,10.981425857543945,12.751711816787724,16.154362773895265,48,1000,54,1030,1000,-0.22157404481631238,-0.24617481231689453,-3.7366363406181335,3.301101326942444,6.856007099151612,17.62625014781952,100,-0.22157404481631227,-0.19910555481910705,-3.0615453332662583,2.4167534299194813,5.337517440882512,14.475560849905014,21.730363140106196,16.94186023235321,19.450244655609126,15.852853100776674,13.441094608604905,9.943995830107504
MEMIT_ORIGINAL,first500,0,500,NS,2504,5000,0.5008,500,55,0,8aeae03708a9289ba579dca525462ef5d0a842ade1fad33b907b54ebd9573561,5000,8.452376216673464,8.348885536193848,5.135158896446228,11.510327100753784,14.443705463409426,30.639144897460938,500,8.452376216673462,8.420023518800736,5.892748758196831,10.84436755180359,13.037838888168336,18.591604804992677,383,5000,396,5070,5000,8.394348772681342,8.380373477935791,5.467218637466431,11.169910430908203,13.710559463500978,31.42682647705078,500,8.394348772681342,8.373441743850709,6.579288154840469,10.132825458049773,12.014819674491884,16.627006149291994,268,5000,288,5070,5000,-0.058027443992122424,-0.013597249984741211,-3.291867256164551,3.268701910972595,6.31942321062088,22.343865394723252,500,-0.058027443992122424,0.1210636854171753,-2.47537943162024,2.259270823001861,4.717240678071976,14.475560849905014,20.106916828155533,16.885352582931517,18.94828634262087,15.850120509147644,11.959403391256929,9.617312029480933
MEMIT_ORIGINAL,first1000,0,1000,NS,5102,10000,0.5102,1000,114,0,c18d2a50ee2ce2cae44e1860741077bb0045315815e9313a1f791f362c56114c,10000,8.410186553166692,8.361898422241211,5.189586400985718,11.427589416503906,14.290570163726807,30.639144897460938,1000,8.410186553166692,8.410565048456192,5.920695143938064,10.797973585128783,12.94199781894684,18.591604804992677,761,10000,798,10150,10000,8.259633955040725,8.22106409072876,5.270476818084717,11.069556951522827,13.570370292663576,31.42682647705078,1000,8.259633955040725,8.230334854125976,6.397986564040184,10.079620039463043,11.91333242416382,17.974976825714112,583,10000,613,10110,10000,-0.15055259812596633,-0.11772489547729492,-3.4507426023483276,3.13746440410614,6.266600608825684,22.343865394723252,1000,-0.15055259812596636,-0.15348932687193156,-2.6055886855348946,2.250345695018768,4.695111820474267,14.475560849905014,19.67588935852051,16.813021884918214,18.91997615814209,15.850120509147644,11.86366674706341,9.142704001523555
MEMIT_ORIGINAL,early,0,2000,NS,10475,20000,0.52375,2000,246,0,3c6291a891c80844de7566e124e427cdf289e04c62813119d420fdd9222e51f7,20000,8.519287508579522,8.506993770599365,5.308166027069092,11.55955457687378,14.374314594268803,32.051551818847656,2000,8.519287508579522,8.644353675842286,6.016122728586197,10.951955139636993,13.037461280822756,19.31544361114502,1482,20000,1540,20240,20000,8.22838737463873,8.170750617980957,5.264706611633301,11.02105712890625,13.602289772033693,31.42682647705078,2000,8.22838737463873,8.230334854125976,6.271061530709266,10.074135863780974,12.00175549030304,17.974976825714112,1209,20000,1261,20270,20000,-0.2909001339407907,-0.2830820083618164,-3.531536817550659,2.9567975997924805,6.087038636207581,22.343865394723252,2000,-0.29090013394079073,-0.2858727812767029,-2.7876173496246337,2.1693050226022024,4.674178568124772,14.475560849905014,19.829236125946018,16.922578888893128,19.31882560729972,15.622048080444335,11.921992794445208,9.220739867748227
MEMIT_ORIGINAL,middle,2000,8000,NS,32506,60000,0.5417666666666666,6000,850,0,d2bc7d02b898c34428525ecee7db69bf5bb0aa25c439d8491539f87ba43ae080,60000,8.60312119202576,8.589094638824463,5.449766397476196,11.653815269470215,14.39602069854736,31.773157119750977,6000,8.60312119202576,8.732877056673168,6.173540010041324,11.00947916507721,12.992751731872561,24.865762519836426,4291,60000,4495,61030,60000,8.127837219478256,8.002159595489502,5.178623795509338,10.86531114578247,13.541828060150147,31.717256546020508,6000,8.127837219478256,8.045704817771911,6.138489091396332,10.033543133735657,11.922467012405395,19.8440691947937,3594,60000,3786,60780,60000,-0.47528397254750526,-0.509397029876709,-3.7840335965156555,2.8404757976531982,5.9473419189453125,22.89527714261203,6000,-0.4752839725475053,-0.46048495173454285,-2.9825302958488464,1.97895724773407,4.529871377944949,12.98825675547123,19.824751205444336,16.62402711963655,19.223607101440432,15.925400545120242,11.557042886018754,9.024435903368524
MEMIT_ORIGINAL,recent,8000,10000,NS,10306,20000,0.5153,2000,238,0,6d817c0c9b2937865095135db3deaf47082343d041077f44fa8045759d25c6be,20000,8.273850499996415,8.27260446548462,5.033624887466431,11.326178550720215,13.988063144683839,36.24967956542969,2000,8.273850499996417,8.30459405183792,5.872189140785485,10.668280458450317,12.641213140487672,20.44539852142334,1669,20000,1752,20360,20000,8.127291662549087,8.02114725112915,5.1678546667099,10.816312789916992,13.554081916809082,36.81769943237305,2000,8.127291662549089,7.950403153896332,6.239578524231911,9.984472358226776,11.87022171974182,19.107199096679686,1166,20000,1208,20220,20000,-0.1465588374473278,-0.2113633155822754,-3.5408185720443726,3.2109310030937195,6.429608726501484,25.98789752558514,2000,-0.1465588374473278,-0.2671131610870361,-2.714714722149074,2.3465022146701813,4.836759338527918,14.179864165408071,19.734532375335693,16.27876163291931,19.350060958862272,15.927075404167175,12.47850501870736,9.384347183689476
MEMIT_ORIGINAL,last1000,9000,10000,NS,5089,10000,0.5089,1000,116,0,eee39a6d1b385bbebd9e39b31b242917533ae0455f3de157f9fcb28574fbcdcf,10000,8.159034510386102,8.192122459411621,4.880667567253113,11.273136377334595,13.908679008483888,34.06846618652344,1000,8.159034510386102,8.184300208091734,5.72299249060452,10.6530238032341,12.582499237060546,19.254337120056153,942,10000,981,10180,10000,8.103279912909027,8.029191493988037,5.219916582107544,10.771625280380249,13.410803794860842,30.01743507385254,1000,8.103279912909027,8.027616941928864,6.187836769223214,9.963952469825745,11.766690378189088,18.133037757873534,570,10000,596,10130,10000,-0.055754597477075,-0.1281452178955078,-3.585879862308502,3.3682673275470734,6.700812244415285,25.98789752558514,1000,-0.05575459747707498,-0.2878694083541632,-2.697114873304963,2.4462407376617192,5.0380230029393,14.179864165408071,19.254601192474368,16.27876163291931,19.037196979522708,15.414140665054319,12.698204972445964,9.312905585085971
AlphaEdit_ORIGINAL,first100,0,100,RS,94,100,0.94,100,94,0,bf5136843ee1f4c7854e744e3b9dc51bb552b4f40cedd98b7e0dee75c2543765,100,1.2937982064747484,0.034067774191498756,0.009126168442890048,0.23024296015501022,4.651749944686894,20.983295440673828,100,1.2937982064747484,0.034067774191498756,0.009126168442890048,0.23024296015501022,4.651749944686894,20.983295440673828,85,100,86,101,100,11.360879136323929,11.709470272064209,8.383440017700195,14.54717493057251,15.85760021209717,23.055574417114258,100,11.360879136323929,11.709470272064209,8.383440017700195,14.54717493057251,15.85760021209717,23.055574417114258,1,100,3,103,100,10.06708092984918,10.995898976223543,6.581055521965027,13.89822735672351,15.73303580007778,23.02905372530222,100,10.06708092984918,10.995898976223543,6.581055521965027,13.89822735672351,15.73303580007778,23.02905372530222,14.198275318145788,14.198275318145788,20.093914928436295,20.093914928436295,19.971687313243763,19.971687313243763
AlphaEdit_ORIGINAL,first500,0,500,RS,479,500,0.958,500,479,0,ea45fdd2b0998c992fef51c2b2a5e75bca7578710b585d6362983b06775e3e89,500,0.9691418246116664,0.033147240057587624,0.006167367217130959,0.31129658967256546,2.3230200767517104,23.103839874267578,500,0.9691418246116664,0.033147240057587624,0.006167367217130959,0.31129658967256546,2.3230200767517104,23.103839874267578,427,500,434,507,500,10.98462866127491,10.871532440185547,8.069411039352417,13.769805669784546,16.171604919433594,24.29953956604004,500,10.98462866127491,10.871532440185547,8.069411039352417,13.769805669784546,16.171604919433594,24.29953956604004,3,500,7,507,500,10.015486836663243,10.18482369929552,6.930418009869754,13.443926580133848,16.082028284156696,24.29922335379524,500,10.015486836663243,10.18482369929552,6.930418009869754,13.443926580133848,16.082028284156696,24.29922335379524,13.60961342811584,13.60961342811584,21.05453285217285,21.05453285217285,21.045427227960896,21.045427227960896
AlphaEdit_ORIGINAL,first1000,0,1000,RS,966,1000,0.966,1000,966,0,fc66779869a7267d7f05aa461963e0f1b5d020885fecf0b74bc51e50d033634e,1000,0.9295892455360026,0.025874040089547634,0.0052888651844114065,0.24853937327861786,2.3216514348983774,23.103839874267578,1000,0.9295892455360026,0.025874040089547634,0.0052888651844114065,0.24853937327861786,2.3216514348983774,23.103839874267578,855,1000,870,1015,1000,11.24563112668693,11.119264125823975,8.204624891281128,14.075122117996216,16.70985679626465,27.456148147583008,1000,11.24563112668693,11.119264125823975,8.204624891281128,14.075122117996216,16.70985679626465,27.456148147583008,6,1000,14,1011,1000,10.316041881150928,10.568960756063461,7.1234509297064506,13.773700481207925,16.435726078785958,27.45503308973275,1000,10.316041881150928,10.568960756063461,7.1234509297064506,13.773700481207925,16.435726078785958,27.45503308973275,13.708120212554931,13.708120212554931,21.446850337982177,21.446850337982177,21.42999508750625,21.42999508750625
AlphaEdit_ORIGINAL,early,0,2000,RS,1940,2000,0.97,2000,1940,0,11a309a7b70e604f3cddb024202192aebc6235a9690abb7493975ae0b14308af,2000,0.8431173819001403,0.020240603014826775,0.004544051014818251,0.16621747612953186,1.9457090258598335,24.320817947387695,2000,0.8431173819001403,0.020240603014826775,0.004544051014818251,0.16621747612953186,1.9457090258598335,24.320817947387695,1757,2000,1781,2024,2000,11.526630530986935,11.249075412750244,8.572171211242676,14.402848720550537,17.269466209411622,27.456148147583008,2000,11.526630530986935,11.249075412750244,8.572171211242676,14.402848720550537,17.269466209411622,27.456148147583008,9,2000,32,2027,2000,10.683513149086794,10.827072945423424,7.701823820127174,14.012979268823983,17.062674059101845,27.45503308973275,2000,10.683513149086794,10.827072945423424,7.701823820127174,14.012979268823983,17.062674059101845,27.45503308973275,14.131323957443236,14.131323957443236,21.981086139678954,21.981086139678954,21.61947334741242,21.61947334741242
AlphaEdit_ORIGINAL,middle,2000,8000,RS,5950,6000,0.9916666666666667,6000,5950,0,27f7e97d1c59750fc5820b96e9fa0925fda0577948b34f7b00f08f89d206ef41,6000,0.34064227628188665,0.006532327504828572,0.0021033502998761833,0.02712803240865469,0.16783249676227577,25.81119155883789,6000,0.34064227628188665,0.006532327504828572,0.0021033502998761833,0.02712803240865469,0.16783249676227577,25.81119155883789,5723,6000,5824,6103,6000,12.807172091464667,12.567753314971924,9.923040390014648,15.478174686431885,18.226944541931154,30.7008113861084,6000,12.807172091464667,12.567753314971924,9.923040390014648,15.478174686431885,18.226944541931154,30.7008113861084,5,6000,60,6078,6000,12.466529815182781,12.373303037835285,9.58786594006233,15.370324363233522,18.156709906400646,30.700756074525998,6000,12.466529815182781,12.373303037835285,9.58786594006233,15.370324363233522,18.156709906400646,30.700756074525998,10.232425041198765,10.232425041198765,23.305868473052985,23.305868473052985,23.21534373408913,23.21534373408913
AlphaEdit_ORIGINAL,recent,8000,10000,RS,1998,2000,0.999,2000,1998,0,497a2a696580f8783a9a2d16da0e13c082b9597ac1791ec15c0f25ece6759fff,2000,0.06164404790956519,0.002464830526150763,0.0010287832410540432,0.006016121827997267,0.014587065204977994,21.627248764038086,2000,0.06164404790956519,0.002464830526150763,0.0010287832410540432,0.006016121827997267,0.014587065204977994,21.627248764038086,1985,2000,2021,2036,2000,14.071131252646445,13.835042953491211,11.305694103240967,16.724289894104004,19.378221321105958,29.8911190032959,2000,14.071131252646445,13.835042953491211,11.305694103240967,16.724289894104004,19.378221321105958,29.8911190032959,0,2000,16,2022,2000,14.009487204736882,13.793702529743314,11.262846705387346,16.714074019910186,19.36743491392117,29.889896306209266,2000,14.009487204736882,13.793702529743314,11.262846705387346,16.714074019910186,19.36743491392117,29.889896306209266,0.5194597727060278,0.5194597727060278,23.688062076568603,23.688062076568603,23.647545912599305,23.647545912599305
