model,batch,node,kkt_residual,dissipation_residual,normalized_native_velocity_action,native_speed_bound,gain,predicted_response_squared,actual_delta_barrier,affine_predicted_delta_barrier,cumulative_barrier,finite_defect,defect_to_predicted_increment,V_before,V_after,V_ratio,qN_ref,min_response_Gram_eig,max_response_Gram_eig,L4_response_cosine,L5_response_cosine,L6_response_cosine,L7_response_cosine,L8_response_cosine
qwen2.5-7b-inst,6,1,2.220446049250313e-16,-2.2551405187698492e-17,0.03303138910883985,0.6485083618268844,0.25526343401070534,0.2519602950998214,0.09447624332114785,0.09448511066243301,0.45834240459573206,8.867341285162533e-06,9.3849086094029e-05,0.12970167236537689,0.033573859588787044,0.0671477086397188,53203.02001007869,1.8421391250605623,58.48047834962176,0.24729609818333192,0.26448605460592434,0.3722104672330435,0.5312269701873772,0.9985028078355681
qwen2.5-7b-inst,6,2,1.1102230246251565e-16,-1.496198998029996e-17,0.008452076773182448,0.1678692979439352,0.06610846554248781,0.06526325786516958,0.024472704787109535,0.024473721699438594,0.4828151093828416,1.0169123290590387e-06,4.155119280785014e-05,0.033573859588787044,0.00867855096301839,0.017357099202092757,53203.02001007869,2.000417038954469,61.032146646935345,0.2336161877470304,0.24670861710096445,0.3437543399327828,0.504872072531823,0.9986637242761733
qwen2.5-7b-inst,6,3,5.551115123125783e-17,2.927345865710862e-18,0.0021576049992008735,0.043392754815091944,0.017095030269971605,0.016879269770051514,0.00632959900620149,0.006329726163769318,0.4891447083890431,1.2715756782851612e-07,2.0088952434680753e-05,0.00867855096301839,0.002241071706856856,0.004482142710306667,53203.02001007869,2.1295195635714324,63.33260010953773,0.22444123350402528,0.23570088710997555,0.3267524634212213,0.48829464242000664,0.9987693644289877
qwen2.5-7b-inst,7,0,2.220446049250313e-16,-1.231653667943533e-16,0.14456034942204166,2.5000000337440564,0.9700965916688113,0.9556405567266073,0.3583327363644742,0.35836520877247774,0.3583327363644742,3.2472408003525466e-05,9.061261307913919e-05,0.5000000067488113,0.13443925291323497,0.2688785021972494,94057.67896502491,2.0160044935500148,47.438324461687245,0.24885392213187515,0.2776388772587095,0.41169497449994286,0.5498777032713663,0.9924062617446722
qwen2.5-7b-inst,7,1,1.1102230246251565e-16,1.5612511283791264e-17,0.06034828800752385,0.6721962645661748,0.2503092584651897,0.2442744296644373,0.09161165438122397,0.091602911124164,0.4499443907456982,-8.743257059976028e-06,9.544737118807176e-05,0.13443925291323497,0.03981018413163481,0.07962036718858397,94057.67896502491,1.3846189107759284,29.09244167439647,0.23323007732808432,0.26153477485130816,0.3896343246779193,0.5163840885445282,0.9768103614581427
qwen2.5-7b-inst,7,2,5.551115123125783e-17,3.469446951953614e-18,0.029374074567542728,0.19905092065817406,0.06526948070700123,0.06233207325024695,0.0233981325056814,0.023374527468842606,0.4733425232513796,-2.3605036838795362e-05,0.0010098615627742644,0.03981018413163481,0.014943347897576273,0.02988669539175321,94057.67896502491,0.7513315758380383,14.825867795784198,0.21011123258716774,0.24101749709274525,0.36006214586972374,0.4759268481621524,0.9267559988288728
qwen2.5-7b-inst,7,3,2.7755575615628914e-17,-3.0357660829594124e-18,0.015079394833751517,0.07471673948788136,0.01755422532335137,0.01604628583997622,0.00605059140707629,0.006017357189991083,0.4793931146584559,-3.323421708520749e-05,0.005523058717618979,0.014943347897576273,0.008138786748812406,0.016277573277916273,94057.67896502491,0.350570703861724,6.778648786372397,0.1718820249503446,0.21153546599755405,0.31179104458816104,0.4079391386203618,0.8016830857162737
qwen2.5-7b-inst,8,0,4.440892098500626e-16,-1.1102230246251565e-16,0.14055358704208265,2.500000222827133,0.9733368105725496,0.9592814518683415,0.3596994302383436,0.359730544450628,0.3596994302383436,3.1114212284411025e-05,8.649310647759398e-05,0.5000000445654267,0.13327293497497894,0.26654584619249916,52146.55428904557,2.3496002085552425,62.551918049385364,0.23746237292153907,0.2659683160224188,0.4029948595629093,0.5328335877860126,0.993822548535537
qwen2.5-7b-inst,8,1,2.220446049250313e-16,-1.9949319973733282e-17,0.04428764466944505,0.6663646748748947,0.251358317293057,0.24692955282611254,0.09259473808732614,0.0925985823097922,0.45229416832566977,3.844222466062308e-06,4.151491707725406e-05,0.13327293497497894,0.03846381465418054,0.07692762245173644,52146.55428904557,1.8380923776622102,47.91024372829368,0.22733794531580187,0.25850194721695446,0.37113375530173165,0.5017438824191655,0.9798176866777696
qwen2.5-7b-inst,8,2,0.0,8.673617379884035e-18,0.01915056520148303,0.1923190732709027,0.06470338296212316,0.06278832644197485,0.02354428759650587,0.02354562241574057,0.47583845592217566,1.3348192346995802e-06,5.669076022416954e-05,0.03846381465418054,0.01396199879760052,0.027923995106311526,52146.55428904557,0.9949587053348412,25.519308416555823,0.19386935182307022,0.23788879343879762,0.3317565068901156,0.4556008251354056,0.9311253754483069
qwen2.5-7b-inst,8,3,2.7755575615628914e-17,-1.734723475976807e-18,0.01155982697507444,0.0698099939880026,0.016537672183241182,0.01538168948573374,0.005767062868812708,0.005768133557150152,0.4816055187909884,1.070688337444052e-06,0.00018562128058162447,0.01396199879760052,0.00761694458003409,0.01523388780225876,52146.55428904557,0.3966939893948311,9.346660194986356,0.11061640756467517,0.1952012669584557,0.266363482600247,0.37112583185789194,0.7985463239359349
qwen2.5-7b-inst,9,0,4.440892098500626e-16,-8.673617379884035e-18,0.13639813212814608,2.5000001400840346,0.9829249507007842,0.9692851374879696,0.36342711594370647,0.3634819265579886,0.36342711594370647,5.48106142821414e-05,0.00015079323145767774,0.500000028016807,0.12975300546669322,0.25950599639232763,50798.90263057763,2.4717428228700142,66.93142000365697,0.24258186515336486,0.267745260947638,0.3872145446755509,0.5061810269954787,0.9984113120592385
qwen2.5-7b-inst,9,1,2.220446049250313e-16,-7.45931094670027e-17,0.03571709146421761,0.6487650273334661,0.2551358242038089,0.25156411505738724,0.09433030166826982,0.09433654314652021,0.4577574176119763,6.241478250387789e-06,6.616182915133687e-05,0.12975300546669322,0.033636849225212505,0.06727369468083677,50798.90263057763,2.5066890973866855,65.6982820064633,0.21383153403288968,0.24162619510121747,0.35006868578251477,0.47623899515045015,0.9985877805736749
qwen2.5-7b-inst,9,2,2.7755575615628914e-17,7.047314121155779e-18,0.009315123704584023,0.1681842461260625,0.06615432657175777,0.06522281420129936,0.024457780610738798,0.02445855532548726,0.4822151982227151,7.747147484603312e-07,3.167459149367799e-05,0.033636849225212505,0.008713312429244505,0.017426623882012295,50798.90263057763,2.562185929827624,65.97644229215526,0.19566118202394167,0.22469536760338807,0.3248068084391298,0.4542292205552047,0.9987280379163016
qwen2.5-7b-inst,9,3,5.551115123125783e-17,1.5178830414797062e-18,0.0024227211612686526,0.04356656214622252,0.017139661798404402,0.016897389682277535,0.006336417878721101,0.006336521130854075,0.48855161610143616,1.0325213297465025e-07,1.629476661442669e-05,0.008713312429244505,0.0022557584924599726,0.004511516732123359,50798.90263057763,2.594023262547762,66.15509418993348,0.18491586722814748,0.21461918001352287,0.3088485724563183,0.4394365665868233,0.9988407287136313
qwen2.5-7b-inst,10,0,0.0,-9.367506770274758e-17,0.15906843224176997,2.4999998450486522,0.9683197190997545,0.9524128758755775,0.35712958333037836,0.35715482845334157,0.35712958333037836,2.524512296320225e-05,7.068397499349572e-05,0.4999999690097305,0.1349169640672636,0.2698339448589806,207564.28624320155,3.4196330108939326,59.42775314935059,0.2363230425348306,0.2574192527591583,0.3823740946567932,0.5007920832703665,0.9922536399291756
qwen2.5-7b-inst,10,1,1.1102230246251565e-16,1.5612511283791264e-17,0.1229774481860944,0.6745848203363181,0.24304816796863837,0.23075042315002892,0.0864994455314748,0.08653140868126084,0.4436290288618532,3.1963149786040645e-05,0.0003693820576038138,0.1349169640672636,0.04226864612648409,0.08453729749263544,207564.28624320155,1.1928060879751547,19.57608927374428,0.2165225736647812,0.22955035801045146,0.35829247810674775,0.4736328917475321,0.9743311041341721
qwen2.5-7b-inst,10,2,2.7755575615628914e-17,-1.0408340855860843e-17,0.08284589575014499,0.21134323063242041,0.06016630883242602,0.05188171925741153,0.019455902009931123,0.019455644721529324,0.4630849308717843,-2.5728840179900514e-07,1.322435753127696e-05,0.04226864612648409,0.018670449329045713,0.0373409009725006,207564.28624320155,0.396530713949623,5.958634735307711,0.19279472930917219,0.17062560699470747,0.3029038129512113,0.4108464492273824,0.9092620630770737
qwen2.5-7b-inst,10,3,1.3877787807814457e-17,-4.336808689942018e-18,0.038599579347746965,0.09335224664522856,0.020165279428684194,0.0163053214939095,0.006224923413371941,0.006114495560216063,0.46930985428515626,-0.00011042785315587816,0.01806001035872468,0.018670449329045713,0.010515546948286424,0.021031095200091464,207564.28624320155,0.22801613801247267,2.2974760831526924,0.19600538556568706,0.07878683141020029,0.22261603376981376,0.31081410923555386,0.8017933794824759
