family,arm,layer,checkpoint_requests,metric,subset,denominator,atwrite_numerator,final_numerator,atwrite_rate,final_rate,retained,lost,recovery,initial_and_current_failure,entry_success_denominator,loss_rate_among_entry_success,atwrite_desired_margin_mean,atwrite_desired_margin_median,atwrite_desired_margin_p90,desired_margin_mean,desired_margin_median,desired_margin_p90,desired_margin_delta_mean,desired_margin_delta_median,desired_margin_delta_p90,new_nll_mean,new_nll_median,new_nll_p90,true_nll_mean,true_nll_median,true_nll_p90,new_nll_delta_mean,new_nll_delta_median,new_nll_delta_p90,true_nll_delta_mean,true_nll_delta_median,true_nll_delta_p90
AlphaEdit,AlphaEdit_L8_ONLY,8,2000,NS,all,20000,14455,12941,0.72275,0.64705,12237,2218,704,4841,14455,0.15344171566931858,2.8736118151261634,2.8578252270817757,9.279377460479736,1.7650114320866728,1.7728930711746216,8.049492835998535,-1.108600383039491,-0.48445940017700195,1.6819658279418945,7.928044747017983,7.935050010681152,13.389060974121094,6.163033314931311,5.848852634429932,11.272058486938477,-0.47376937824012694,-0.17274808883666992,1.854684829711914,0.634831004799364,0.21798181533813477,3.3869056701660156
AlphaEdit,AlphaEdit_L8_ONLY,8,2000,NS,active,19830,14335,12841,0.7228946041351487,0.6475542107917297,12147,2188,694,4801,14335,0.1526334147192187,2.8864371551470493,2.874429702758789,9.30998182296753,1.7749391744526624,1.7823920249938965,8.064454078674316,-1.1114979806943872,-0.48216259479522705,1.670430926606059,7.92513492826591,7.933681011199951,13.399991989135742,6.150195753813248,5.83713436126709,11.25537109375,-0.4774814120743213,-0.1732802391052246,1.835306167602539,0.6340165686200658,0.21662789583206177,3.3805131912231445
AlphaEdit,AlphaEdit_L8_ONLY,8,2000,NS,superseded,170,120,100,0.7058823529411765,0.5882352941176471,90,30,10,40,120,0.25,1.3775736232781235,1.71952486038208,5.847307950258255,0.606969484336236,0.6460347175598145,5.407590866088867,-0.7706041389418875,-0.7104215621948242,2.4302854537963867,8.267466546156827,7.964140892028809,12.962202072143555,7.660497061820591,7.426010608673096,12.37563705444336,-0.0407715492279214,-0.02166271209716797,3.443277359008789,0.7298325897139661,0.49336767196655273,3.823884963989258
AlphaEdit,AlphaEdit_L8_ONLY,8,3000,RS,all,3000,3000,2973,1.0,0.991,2973,27,0,0,3000,0.009,14.32258495968564,14.012254037312232,19.620021206326783,12.445569409963925,12.334048573145992,18.502475798362866,-1.877015549721715,-0.9735462112730602,0.7554173143580556,0.304681521507661,0.004020999884232879,0.14573034644126892,12.750250931471586,12.50064992904663,18.54281234741211,0.294960063887037,0.0017209170036949217,0.13164930406492203,-1.582055485834678,-0.907036304473877,0.8136911392211914
AlphaEdit,AlphaEdit_L8_ONLY,8,3000,RS,active,2969,2969,2946,1.0,0.9922532839339845,2946,23,0,0,2969,0.007746716066015493,14.340167929534127,14.024232716998085,19.635425594635308,12.519990356456011,12.369572654250078,18.576371328366804,-1.820177573078115,-0.9531236980110407,0.7588111013174057,0.23122164319634905,0.00395266804844141,0.12022622674703598,12.75121199965236,12.494490623474121,18.592681884765625,0.22182621966317856,0.0016773837269283831,0.11476756259799004,-1.5983513534149365,-0.9134092330932617,0.7957859039306641
AlphaEdit,AlphaEdit_L8_ONLY,8,3000,RS,superseded,31,31,27,1.0,0.8709677419354839,27,4,0,0,31,0.12903225806451613,12.638590202261243,12.508159626857378,16.77113460446708,5.317963276576672,3.7132863998413086,13.199945838423446,-7.3206269256845715,-8.562865860702004,-0.6003329921513796,7.340242124936213,7.661683082580566,14.745089530944824,12.658205401512884,13.200679779052734,16.461633682250977,7.299295015520446,7.660903281124774,14.639105882262811,-0.021331910164125504,0.10892486572265625,5.926821708679199
AlphaEdit,AlphaEdit_L8_ONLY,8,3000,PS,all,6000,5563,5200,0.9271666666666667,0.8666666666666667,5095,468,105,332,5563,0.08412726945892504,7.972026300523451,8.09865614771843,14.683999551460147,6.021794591591468,6.100427120923996,12.89207604341209,-1.9502317089319827,-1.1357485353946686,1.4936485290527344,2.7236219274948743,1.078870177268982,7.886824607849121,8.745416519086342,8.576037883758545,13.948742866516113,1.0317223689757267,0.10205775848589838,4.200896769762039,-0.9185093399562563,-0.5528600215911865,2.0682787895202637
AlphaEdit,AlphaEdit_L8_ONLY,8,3000,PS,active,5938,5519,5166,0.9294375210508589,0.86998989558774,5064,455,102,317,5519,0.08244247146222142,8.026275620295248,8.171534036635421,14.720943070016801,6.072391676462471,6.145680829882622,12.91067892871797,-1.9538839438327784,-1.132498323917389,1.4768518209457397,2.6754201357268115,1.0417563915252686,7.812310218811035,8.747811812189282,8.576658248901367,13.968647003173828,1.016741433994613,0.09855599142611027,4.160592079162598,-0.9371425098381653,-0.5586365461349487,2.0287513732910156
AlphaEdit,AlphaEdit_L8_ONLY,8,3000,PS,superseded,62,44,34,0.7096774193548387,0.5483870967741935,31,13,3,15,44,0.29545454545454547,2.7763414488309213,2.312037229537964,8.305376529693604,1.1758995921719038,0.6587786674499512,7.411782741546631,-1.6004418566590175,-1.6188126802444458,3.0694336891174316,7.3401096616683885,7.346269130706787,12.49210262298584,8.516009253840293,8.242326736450195,13.112765312194824,2.4665093353926957,1.7674849033355713,8.034829813987017,0.8660674787336781,0.5991787910461426,5.59166955947876
AlphaEdit,AlphaEdit_L8_ONLY,8,3000,NS,all,30000,20925,18684,0.6975,0.6228,17286,3639,1398,7677,20925,0.1739068100358423,2.4774429409440897,2.4442747682332993,8.831071853637695,1.419616672913438,1.3931725025177002,7.552364945411682,-1.0578262680306518,-0.48186808824539185,2.077389717102051,7.936489299970839,7.934394121170044,13.459001541137695,6.516872627057401,6.259028196334839,11.650684356689453,-0.3275472372468048,-0.1268068552017212,2.300861470401287,0.7302790307838469,0.27332592010498047,3.9109201431274414
AlphaEdit,AlphaEdit_L8_ONLY,8,3000,NS,active,29690,20714,18504,0.6976759851801954,0.6232401481980465,17138,3576,1366,7610,20714,0.17263686395674424,2.485766357803526,2.456503391265869,8.842962980270386,1.4280989749407322,1.4035933017730713,7.554051637649536,-1.0576673828627936,-0.47695404291152954,2.059026673436165,7.909449199256993,7.919472932815552,13.405686378479004,6.48135022431626,6.2298805713653564,11.576395988464355,-0.3507616349778998,-0.13246798515319824,2.239841938018799,0.7069057478848939,0.2634928226470947,3.847632646560669
AlphaEdit,AlphaEdit_L8_ONLY,8,3000,NS,superseded,310,211,180,0.6806451612903226,0.5806451612903226,148,63,32,67,211,0.2985781990521327,1.6802744036645538,1.8341765403747559,6.542163372039795,0.6072310368154918,0.6031942367553711,6.781316757202148,-1.073043366849062,-1.2903099060058594,3.1630057096481323,10.526233139306667,10.340122699737549,16.817344665527344,9.919002102491175,9.840591430664062,16.39583969116211,1.8957929841603243,1.3398592472076416,8.710304260253906,2.968836351009386,2.431037187576294,9.492028713226318
AlphaEdit,AlphaEdit_L8_ONLY,8,4000,RS,all,4000,4000,3957,1.0,0.98925,3957,43,0,0,4000,0.01075,14.253942559890952,13.940550281084143,19.61322332546115,11.929397936217915,11.931669851473998,18.04169774404727,-2.324544623673036,-1.3557238372741267,0.6128047453821637,0.32931468390630514,0.006494368659332395,0.37683752179145813,12.258712620124221,12.067619800567627,18.044235229492188,0.3077049614638827,0.0032867949339561164,0.34784826822578907,-2.0168396622091533,-1.2881813049316406,0.6426124572753906
AlphaEdit,AlphaEdit_L8_ONLY,8,4000,RS,active,3949,3949,3915,1.0,0.9913902253735123,3915,34,0,0,3949,0.008609774626487718,14.27340345573323,13.961889447178692,19.621115382382413,12.008860234060375,11.985618825536221,18.048468083317857,-2.2645432216728563,-1.3262828863225877,0.613730515120551,0.279452304979053,0.006265521049499512,0.31590598821640015,12.288312539039428,12.086174964904785,18.049413681030273,0.2593762372141272,0.0031755143136251718,0.274514943244867,-2.005166984458729,-1.274855613708496,0.6426124572753906
AlphaEdit,AlphaEdit_L8_ONLY,8,4000,RS,superseded,51,51,42,1.0,0.8235294117647058,42,9,0,0,51,0.17647058823529413,12.747058683789767,12.612791486317292,18.028026767016854,5.776523148377343,5.335481643676758,12.937459409236908,-6.970535535412423,-6.164237671298906,-0.08784681838005781,4.190227122802753,4.169833183288574,10.06650447845459,9.966750271180096,10.384493827819824,13.779333114624023,4.049864413665537,4.092174969613552,10.063492903485894,-2.920671121746886,-3.0381956100463867,1.2413415908813477
AlphaEdit,AlphaEdit_L8_ONLY,8,4000,PS,all,8000,7395,6937,0.924375,0.867125,6772,623,165,440,7395,0.08424611223799865,7.880185433155606,8.03697519004345,14.621514671016484,5.975280689581754,5.996892483904958,12.940018892288208,-1.9049047435738522,-1.1320717334747314,1.686488151550293,2.794657658948106,1.205131709575653,8.190098762512207,8.76993834852986,8.571597576141357,13.97775936126709,1.0230748589768681,0.1395414425060153,4.1950578689575195,-0.8818298845969839,-0.530524492263794,2.2046689987182617
AlphaEdit,AlphaEdit_L8_ONLY,8,4000,PS,active,7898,7320,6877,0.9268169156748544,0.8707267662699417,6714,606,163,415,7320,0.08278688524590164,7.936333164243527,8.07437914609909,14.657578373793513,6.032727222281427,6.038496494293213,13.028915707021952,-1.9036059419620996,-1.126889891922474,1.6773042678833008,2.7421325347781416,1.148188292980194,8.079325675964355,8.77485975705957,8.575334548950195,13.99974250793457,1.008995507349173,0.13244759570807219,4.14488685131073,-0.8946104346129267,-0.5328454971313477,2.1633529663085938
AlphaEdit,AlphaEdit_L8_ONLY,8,4000,PS,superseded,102,75,60,0.7352941176470589,0.5882352941176471,58,17,2,25,75,0.22666666666666666,3.5325895495046225,3.532259941101074,10.267906211316586,1.5271168144638925,1.3548145294189453,7.561646938323975,-2.0054727350407298,-1.6593969194218516,2.3998889923095703,6.861750116736135,6.793119192123413,11.655715942382812,8.388866931200027,8.360992908477783,12.163155555725098,2.1132583801095906,1.9958163499832153,6.076765537261963,0.10778564506886053,-0.06248760223388672,4.118553638458252
AlphaEdit,AlphaEdit_L8_ONLY,8,4000,NS,all,40000,27223,24364,0.680575,0.6091,22218,5005,2146,10631,27223,0.18385188994600155,2.2210172811366844,2.1569135189056396,8.512651443481445,1.2205550230036024,1.238612174987793,7.246638298034668,-1.0004622581330818,-0.48213839530944824,2.3054936937987804,7.902372087440477,7.965456485748291,13.285603523254395,6.681817064436874,6.491894960403442,11.7095947265625,-0.2799788230590033,-0.09111738204956055,2.471764087677002,0.7204834350740784,0.30794769525527954,4.007354736328125
AlphaEdit,AlphaEdit_L8_ONLY,8,4000,NS,active,39490,26880,24081,0.6806786528234996,0.609799949354267,21972,4908,2109,10501,26880,0.1825892857142857,2.2251386856675275,2.1626434326171875,8.520703554153442,1.2255400593399155,1.2422990798950195,7.23698091506958,-0.9995986263276118,-0.4797676205635071,2.29022479057312,7.891486690913569,7.956992149353027,13.276728630065918,6.665946631573653,6.473000764846802,11.687663078308105,-0.28200546582301717,-0.09165310859680176,2.4445183277130127,0.7175931605045947,0.30567097663879395,3.987461805343628
AlphaEdit,AlphaEdit_L8_ONLY,8,4000,NS,superseded,510,343,283,0.6725490196078432,0.5549019607843138,246,97,37,130,343,0.282798833819242,1.9018912714837557,1.9541802406311035,7.429112195968628,0.8345568172761476,0.7606780529022217,7.807407319545746,-1.067334454207608,-0.875313937664032,3.435138702392578,8.745243281259329,8.707064628601074,13.721487045288086,7.910686463983182,7.920037746429443,12.903709411621094,-0.12305309217487115,0.0,4.726431846618652,0.9442813620327369,0.6474436521530151,5.764270603656769
AlphaEdit,AlphaEdit_L8_ONLY,8,5000,RS,all,5000,4999,4906,0.9998,0.9812,4906,93,0,1,4999,0.01860372074414883,14.131074110184429,13.8393851556757,19.506999759818427,11.23984441335128,11.274799709790386,17.370156481862068,-2.891229696833151,-1.7489641582942568,0.5443348677945323,0.4663940038777777,0.01061295298859477,1.0270494222640991,11.706238417229056,11.462189197540283,17.404186248779297,0.44106781484689034,0.006478201466961764,0.9344244636595249,-2.4501618819862605,-1.646000862121582,0.5842475891113281
AlphaEdit,AlphaEdit_L8_ONLY,8,5000,RS,active,4931,4930,4850,0.9997972013790306,0.9835733117014804,4850,80,0,1,4930,0.016227180527383367,14.152915125872749,13.86125225003343,19.522326247300953,11.321381997441671,11.331250998191535,17.416697514476255,-2.831533128431077,-1.7263471726328135,0.5512699387036264,0.4175144713791881,0.010329713113605976,0.8578135371208191,11.73889646882086,11.49927043914795,17.461469650268555,0.39572358878911357,0.006183855046401732,0.7904508335632272,-2.4358095396419635,-1.6363258361816406,0.5816106796264648
AlphaEdit,AlphaEdit_L8_ONLY,8,5000,RS,superseded,69,69,56,1.0,0.8115942028985508,56,13,0,0,69,0.18840579710144928,12.570232829617769,12.584401163738221,18.028026767016854,5.4128614111813595,5.6045989990234375,13.3741937126033,-7.1573714184364094,-6.177512360969558,-0.4878529724664986,3.959509579972634,3.3781425952911377,9.57073974609375,9.372370991153993,9.012923240661621,13.964885711669922,3.681537071236707,2.8677365065086633,9.567815054906532,-3.4758343471997026,-3.286386013031006,0.9578428268432617
AlphaEdit,AlphaEdit_L8_ONLY,8,5000,PS,all,10000,9215,8296,0.9215,0.8296,8105,1110,191,594,9215,0.12045577862181227,7.838464869870482,7.9850425138138235,14.633443361948594,5.478258539998083,5.4018474817276,12.79964240314439,-2.360206329872399,-1.3919100016355515,1.8422452807426453,3.402626858766732,1.8453887104988098,9.329595565795898,8.880885398764816,8.687507629394531,14.152359008789062,1.572198033314883,0.3602006733417511,5.702431678771973,-0.7880082965575158,-0.41541123390197754,2.720515251159668
AlphaEdit,AlphaEdit_L8_ONLY,8,5000,PS,active,9862,9116,8218,0.9243561143784222,0.8332995335631718,8032,1084,186,560,9116,0.11891180342255375,7.902166060058231,8.053776681423187,14.657578373793513,5.53866133301452,5.469259738922119,12.848169088363647,-2.3635047270437095,-1.3919100016355515,1.8307762145996094,3.3452400402671003,1.775766670703888,9.27711009979248,8.88390137328162,8.694934368133545,14.161896705627441,1.5600004478774432,0.3467292468994856,5.676888465881348,-0.8035042791662667,-0.42235398292541504,2.7095426321029663
AlphaEdit,AlphaEdit_L8_ONLY,8,5000,PS,superseded,138,99,78,0.717391304347826,0.5652173913043478,73,26,5,34,99,0.26262626262626265,3.2861377855837075,3.2298790216445923,9.989188194274902,1.1616473463161483,1.0629063248634338,7.311891555786133,-2.124490439267559,-1.5225143730640411,2.3094377517700195,7.503705148936074,7.263928174972534,13.39963436126709,8.665352495252222,8.322423934936523,13.195940971374512,2.443883450590479,2.1669065356254578,6.7038960456848145,0.31939301132291986,0.12912487983703613,4.162449836730957
AlphaEdit,AlphaEdit_L8_ONLY,8,5000,NS,all,50000,33411,29844,0.66822,0.59688,26828,6583,3016,13573,33411,0.19703091796115052,2.039603423469713,1.995011329650879,8.300806492567062,1.0572932628764504,1.0831336975097656,7.011679172515869,-0.9823101605932627,-0.5009310245513916,2.529780626296997,7.8939319615960315,7.953510284423828,13.219023704528809,6.8366386987195815,6.70775294303894,11.719191551208496,-0.2424865553984975,-0.08689665794372559,2.6914663314819336,0.7398236051947653,0.36092472076416016,4.211341857910156
AlphaEdit,AlphaEdit_L8_ONLY,8,5000,NS,active,49310,32956,29459,0.6683431352666802,0.5974244575136889,26495,6461,2964,13390,32956,0.19604927782497875,2.045063448414692,1.9985642433166504,8.315532386652194,1.0633524320647894,1.0910649299621582,7.019679546356201,-0.9817110163499025,-0.49974381923675537,2.5214147567749023,7.8823620477784795,7.942166328430176,13.212403297424316,6.81900961571369,6.689708948135376,11.700325965881348,-0.2434845814641774,-0.08704233169555664,2.6664438247680664,0.7382264348857251,0.3579234778881073,4.191036224365234
AlphaEdit,AlphaEdit_L8_ONLY,8,5000,NS,superseded,690,455,385,0.6594202898550725,0.5579710144927537,333,122,52,183,455,0.2681318681318681,1.6494094668944919,1.8119797706604004,7.25846529006958,0.6242822010257363,0.7055196762084961,6.455214738845825,-1.0251272658687558,-0.7287633419036865,3.593148708343506,8.720761599775026,8.782230854034424,13.771127700805664,8.09647939874929,8.138451099395752,13.172212600708008,-0.17116385206708387,-0.06247878074645996,4.485906600952148,0.8539634138016718,0.7957615852355957,5.701340198516846
AlphaEdit,AlphaEdit_L8_ONLY,8,6000,RS,all,6000,5998,5783,0.9996666666666667,0.9638333333333333,5782,216,1,1,5998,0.03601200400133378,14.052970567535919,13.773873509315308,19.4566438869806,10.230283541700128,10.41718479723204,16.85610985616222,-3.82268702583579,-2.513315526266524,0.38512671808712184,0.7732138139590532,0.023442436940968037,2.5593008995056152,11.003497355659182,10.806987285614014,16.924518585205078,0.7443083330095344,0.017859452636912465,2.4827306780207437,-3.078378692826256,-2.2279160022735596,0.44507408142089844
AlphaEdit,AlphaEdit_L8_ONLY,8,6000,RS,active,5903,5902,5704,0.9998305946129087,0.9662883279688295,5704,198,0,1,5902,0.03354794984750932,14.078874949611382,13.792200006835628,19.480534671864007,10.303449867199921,10.462298191385344,16.914405312592862,-3.7754250824114615,-2.448684025555849,0.3836480970494449,0.7275383627502342,0.02258472703397274,2.3807764053344727,11.030988229950156,10.819899559020996,16.950834274291992,0.7030076559622459,0.01706622348865494,2.323451408999972,-3.072417426449216,-2.2206106185913086,0.43840980529785156
AlphaEdit,AlphaEdit_L8_ONLY,8,6000,RS,superseded,97,96,79,0.9896907216494846,0.8144329896907216,78,18,1,0,96,0.1875,12.476542037726963,12.580091759562492,17.978301670984365,5.777697774429191,5.955949544906616,13.21752805262804,-6.698844263297772,-5.615143142174929,0.5950379716232419,3.5528240045328556,2.5961101055145264,9.205945014953613,9.330521778962046,9.933538436889648,13.687775611877441,3.257688710433698,2.3191095469519496,8.291137859225273,-3.4411555528640747,-2.999227523803711,1.542703628540039
AlphaEdit,AlphaEdit_L8_ONLY,8,6000,PS,all,12000,10969,9554,0.9140833333333334,0.7961666666666667,9286,1683,268,763,10969,0.15343240040113046,7.721355306450881,7.889527440071106,14.645885586738586,4.867657136808763,4.704856529831886,12.230812311172485,-2.8536981696421178,-1.8690239801071584,1.7774615287780762,4.0673191682173035,2.688650369644165,10.4551362991333,8.934976305026066,8.786462783813477,14.262879371643066,2.089279724632583,0.6887011136859655,6.994766674935818,-0.7644184450095345,-0.47334957122802734,3.1587610244750977
AlphaEdit,AlphaEdit_L8_ONLY,8,6000,PS,active,11806,10834,9446,0.9176689818736236,0.8001016432322547,9190,1644,256,716,10834,0.15174450803027506,7.798596317752716,7.956155311316252,14.683999551460147,4.934554043614684,4.787946194410324,12.274138965061866,-2.864042274138032,-1.8690239801071584,1.7535686492919922,4.010909537441266,2.6126554012298584,10.341962814331055,8.94546358105595,8.79146671295166,14.288875579833984,2.08841523760709,0.6772835543379188,6.998911619186401,-0.7756270365309416,-0.475679874420166,3.155031681060791
AlphaEdit,AlphaEdit_L8_ONLY,8,6000,PS,superseded,194,135,108,0.6958762886597938,0.5567010309278351,96,39,12,47,135,0.28888888888888886,3.020801804237129,2.364424467086792,9.819437503814697,0.7966010453102669,0.5679950714111328,6.503986358642578,-2.224200758926862,-1.8543787002563477,3.0766468048095703,7.500165049361122,7.321328401565552,12.29061222076416,8.296766094671389,8.280610084533691,12.761543273925781,2.1418886618643995,2.1273014545440674,6.718894302845001,-0.08231209706246238,-0.3364527225494385,3.637047290802002
AlphaEdit,AlphaEdit_L8_ONLY,8,6000,NS,all,60000,39436,34984,0.6572666666666667,0.5830666666666666,30969,8467,4015,16549,39436,0.21470230246475303,1.8783458991403135,1.8531999588012695,8.104210615158081,0.8994703185490963,0.9270980358123779,6.719801902770996,-0.9788755805912169,-0.5239498615264893,2.7899727821350098,7.946183589022193,7.973399639129639,13.298697471618652,7.046713270473096,6.908028841018677,12.014022827148438,-0.16463821641952758,-0.055687449872493744,2.9899423122406006,0.8142373641716893,0.4268770217895508,4.5747294425964355
AlphaEdit,AlphaEdit_L8_ONLY,8,6000,NS,active,59030,38807,34455,0.6574114856852448,0.5836862612231069,30525,8282,3930,16293,38807,0.2134151055221996,1.8821589099679072,1.8613181114196777,8.118526875972748,0.9069616051584555,0.9325911998748779,6.730514049530029,-0.9751973048094515,-0.5174081325531006,2.780767321586609,7.933387640633,7.95766019821167,13.297927856445312,7.026426035474545,6.88413667678833,11.987875938415527,-0.16397052321930963,-0.054443955421447754,2.9708356857299805,0.8112267815901419,0.423900842666626,4.552862167358398
AlphaEdit,AlphaEdit_L8_ONLY,8,6000,NS,superseded,970,629,529,0.6484536082474227,0.545360824742268,444,185,85,256,629,0.29411764705882354,1.6463025701167446,1.6270980834960938,7.25846529006958,0.44358305200222115,0.49402523040771484,6.101394176483154,-1.2027195181145234,-0.9138953685760498,3.4958183765411377,8.724889602851105,8.830474853515625,13.301276206970215,8.281306550848885,8.123747825622559,12.988082885742188,-0.20527113354206805,-0.13428640365600586,4.399916648864746,0.9974483845724553,0.7321054935455322,5.83111572265625
AlphaEdit,AlphaEdit_L8_ONLY,8,7000,RS,all,7000,6994,6646,0.9991428571428571,0.9494285714285714,6645,349,1,5,6994,0.04989991421218187,13.938476022790208,13.671573259707657,19.356510860379785,9.755368130729325,9.999089307151735,16.733394101262093,-4.183107892060885,-2.7516312832012773,0.42099856917047873,1.0082423866982997,0.035813745111227036,3.6809263229370117,10.763610517427624,10.54127311706543,16.82511329650879,0.9703238797882303,0.027374116820283234,3.5504757196613355,-3.2127840122726545,-2.3936548233032227,0.5428829193115234
AlphaEdit,AlphaEdit_L8_ONLY,8,7000,RS,active,6881,6876,6543,0.9992733614300247,0.9508792326696701,6543,333,0,5,6876,0.04842931937172775,13.961396774104577,13.685054322937503,19.390135359717533,9.826339755404357,10.056691642850637,16.778257188387215,-4.135057018700221,-2.7026913048466668,0.4276012248301413,0.9604615290434332,0.03377094119787216,3.437397003173828,10.786801284447789,10.55494499206543,16.843727111816406,0.927700275895882,0.025928767397999763,3.318425154313445,-3.2073567428043384,-2.38616943359375,0.5301141738891602
AlphaEdit,AlphaEdit_L8_ONLY,8,7000,RS,superseded,119,118,103,0.9915966386554622,0.865546218487395,102,16,1,0,118,0.13559322033898305,12.613117285024195,12.584401163738221,18.028026767016854,5.6515383039319405,5.309368133544922,12.751298930495977,-6.961578981092255,-6.218613610370085,-0.40588998794555664,3.771100214623823,2.7766757011413574,8.689535140991211,9.422638518555763,10.124614715576172,13.15249252319336,3.434971093092842,2.3371311435475945,8.464929400710389,-3.526607887999413,-3.2111434936523438,1.3735036849975586
AlphaEdit,AlphaEdit_L8_ONLY,8,7000,PS,all,14000,12705,10950,0.9075,0.7821428571428571,10621,2084,329,966,12705,0.16402990948445495,7.586250035211633,7.7765259481966496,14.61310295946896,4.644725294421112,4.469602063298225,12.18213176727295,-2.941524740790521,-1.9662498831748962,1.8837564699351788,4.362205541341822,3.051387906074524,10.878434181213379,9.006930835762935,8.894097805023193,14.397486686706543,2.243083981850431,0.8457770645618439,7.514067888259888,-0.6984407589400903,-0.4243166446685791,3.4023351669311523
AlphaEdit,AlphaEdit_L8_ONLY,8,7000,PS,active,13762,12540,10828,0.9112047667490191,0.7868042435692486,10521,2019,307,915,12540,0.1610047846889952,7.667059706927915,7.850224610418081,14.650615692138672,4.715855880501396,4.54284405708313,12.224706746637821,-2.9512038264265192,-1.967999866232276,1.8650026619434357,4.298810557965486,2.9654372930526733,10.817495346069336,9.014666438466882,8.899759769439697,14.426753044128418,2.238193291365397,0.8256676495075226,7.521761953830719,-0.7130105350611224,-0.4315462112426758,3.386106491088867
AlphaEdit,AlphaEdit_L8_ONLY,8,7000,PS,superseded,238,165,122,0.6932773109243697,0.5126050420168067,100,65,22,51,165,0.3939393939393939,2.913549605970141,2.3989639282226562,9.787445187568665,0.531703758131744,0.10686349868774414,6.546465039253235,-2.381845847838397,-1.8878973722457886,3.374807834625244,8.027927227161761,8.113142013549805,12.789477348327637,8.559630985293506,8.604632377624512,13.05306625366211,2.525880966955642,1.960716724395752,7.27507730294019,0.14403511911724545,0.06522667407989502,4.896030902862549
AlphaEdit,AlphaEdit_L8_ONLY,8,7000,NS,all,70000,45216,40177,0.6459428571428572,0.5739571428571428,35104,10112,5073,19711,45216,0.22363765038924274,1.7261229093702224,1.7167177200317383,7.954419136047363,0.7644531955703877,0.8080945014953613,6.5787621438503265,-0.9616697137998347,-0.5279897451400757,2.984651565551758,7.9973613172434606,8.008622646331787,13.429914474487305,7.232908121673072,7.127086639404297,12.219955444335938,-0.08796558770491424,-0.019060345366597176,3.242807388305664,0.8737041260949203,0.4592994749546051,4.760581016540527
AlphaEdit,AlphaEdit_L8_ONLY,8,7000,NS,active,68810,44453,39518,0.6460252870222352,0.5743060601656736,34579,9874,4939,19418,44453,0.2221222414685173,1.7277843009302836,1.7220296263694763,7.964186668395996,0.7689198546378894,0.8142179846763611,6.585356712341309,-0.9588644462923942,-0.5243535041809082,2.97206974029541,7.980890962026953,7.986674070358276,13.429914474487305,7.211971107389062,7.09534478187561,12.215733528137207,-0.08882550775620082,-0.01918649673461914,3.2250473499298096,0.8700389385361933,0.4530993700027466,4.733582019805908
AlphaEdit,AlphaEdit_L8_ONLY,8,7000,NS,superseded,1190,763,659,0.6411764705882353,0.553781512605042,525,238,134,293,763,0.3119266055045872,1.630055385632558,1.4905171394348145,7.270216226577759,0.5061752036083763,0.5054636001586914,6.250493049621582,-1.1238801820241815,-0.80897456407547,3.8363723754882812,8.949735386527394,8.99339485168457,13.418741226196289,8.443560182919018,8.491859912872314,12.825919151306152,-0.03824197532757804,0.03162026405334473,4.372878551483154,1.0856382066966035,0.8930091857910156,5.816082362085581
AlphaEdit,AlphaEdit_L8_ONLY,8,8000,RS,all,8000,7992,7543,0.999,0.942875,7541,451,2,6,7992,0.05643143143143143,13.825455761921202,13.539502983854618,19.32015350589063,9.488584279741774,9.759969951584935,16.473423797055148,-4.336871482179428,-2.8714853799028788,0.506711320951581,1.21474483474795,0.04601152427494526,4.458832263946533,10.703329114489723,10.439169883728027,16.642833709716797,1.1698139494894289,0.03450551221612841,4.304459197213873,-3.16705753269,-2.409764051437378,0.6833419799804688
AlphaEdit,AlphaEdit_L8_ONLY,8,8000,RS,active,7851,7844,7411,0.9991083938351802,0.9439561839256145,7410,434,1,6,7844,0.05532891381947986,13.853936264308196,13.555631651339354,19.341529216850176,9.556494748145887,9.83450162038207,16.54467981052585,-4.297441516162309,-2.8149623645294923,0.5108132781460881,1.1775762592684313,0.042854420840740204,4.309507369995117,10.734071007414318,10.46363639831543,16.691944122314453,1.1392535892008129,0.032189728459343314,4.171271921313746,-3.1581879269614967,-2.394376277923584,0.6769475936889648
AlphaEdit,AlphaEdit_L8_ONLY,8,8000,RS,superseded,149,148,132,0.9932885906040269,0.8859060402684564,131,17,1,0,148,0.11486486486486487,12.324781773731297,12.332763438782422,17.65037921362091,5.910295102287447,5.882458686828613,12.17574942111969,-6.414486671443851,-6.233297502214555,0.23051568865776062,3.173204472933852,2.1376805305480957,8.019968032836914,9.083499575221298,9.339371681213379,13.297525405883789,2.7800783026835436,1.9457561236340553,7.177102633751929,-3.6344083687603073,-3.7301816940307617,1.2315025329589844
AlphaEdit,AlphaEdit_L8_ONLY,8,8000,PS,all,16000,14418,12484,0.901125,0.78025,12045,2373,439,1143,14418,0.1645859342488556,7.468568956219715,7.681877017021179,14.593975367024541,4.575152073124409,4.3744871616363525,12.169456005096436,-2.893416883095306,-1.9684516191482544,2.080604627728462,4.41221340334553,3.148064136505127,10.934165954589844,8.987365476469938,8.830411911010742,14.371318817138672,2.1889690920135325,0.8399006696417928,7.426905449479818,-0.7044477910817731,-0.4742908477783203,3.507732391357422
