entry,branch,C_sha256,G_minus_GT_frobenius,H_minus_HT_frobenius,K_sha256,R_sha256,actual_delta_norm,actual_minus_solve_delta_norm,condition_I_minus_G,delta_sha256,diagnostic_factor_status,diagnostic_seconds,divisor,ideal_orthogonal_P_identity,layer,native_solve_seconds,physical_write_applied,post_weight_sha256,pre_weight_sha256,raw_A_stored,reconstruction_max_abs,reconstruction_relative_frobenius,repeat_factor,residual_source
70,NATIVE,7883243e93f89850d59056b3353bd5efdd6bd5bb345c85973bd87a4e1747401e,1.2918305280192156e-06,2.943306996491853e-06,e023b81e57da92567f6aae03fac8e20056c292244b8c959340597fa57f1bb32b,b2b30adbf331d8a923936a4b45ade597d4d7754e669e87b9c475932a4e50d182,3.172189950942993,2.0150291675236076e-06,1.514520836405469,2f57e336ae70282858f5539f1a42df7c2c8a68c77374b88197086c46878a7e4e,COMPLETED,0.4229131359606981,5,NOT_ESTABLISHED,4,0.1184116704389453,True,295258b6e7cdb4a882d0fa0aa0671d7ac86804d602359b8ed8f6648b4e08cee1,767b0ef4c66690e7b11fc7a45fb2d96b4e414bcb759002667a53bbe32e2024b8,False,5.4656993597745895e-08,1.0595037298044662e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,NATIVE,ad5ba1cf0d417f994bf2d5e36b0138aace3f1a7883fa3f0ea29eece215a01501,2.3108586450742733e-06,5.991555906792825e-06,e0eeac4a58a77842793898ec76e669f5dfbbf7a90e4cec2e680e49929bdab188,01fc7b92593eb94a5b952e1124b65b73e664578e3fdd93e2f34c6f7c0d8f4e20,3.824012279510498,2.0246445728844265e-06,1.7354892522981122,9d25dd0adf3535ff72d460ba65579966759b8951893759601cae11d975504f9f,COMPLETED,0.4142987933009863,4,NOT_ESTABLISHED,5,0.11842360347509384,True,f1d2fb540f591aa821db50b2eaac70673d8d12b158c11fab0f8ea2f9d1607c4f,14d1c7d46c864dd89bd59916da07628c81155173875896ca0731a04e24b31541,False,2.1350570023059845e-07,1.6086394557546805e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,NATIVE,a7ece8d340f6da3adcaad94035c5d9d2733c6aab2f522ab93e7155db1ce4651d,4.5804565182427804e-06,1.2036402540581929e-05,e8a769ba3161028191215b0e68f7417a74b6c09e430c8ff3bfd37478153331de,578288d03ff14d499e15e8695df009feb18111404e5d37463b81ce881fa90fe2,4.594004154205322,2.029740926445811e-06,1.6612379636851853,011398c76387ba631d49fa757cd904e2759badfb35dfa2c26ec3fdeaf944e0fb,COMPLETED,0.34019784815609455,3,NOT_ESTABLISHED,6,0.11866816133260727,True,ffb32ccc6024ab1f0abbaee7bca524921540ec5eeda43c4971036b85981058ff,4c7034f7d8d27ffc350ca8b1776b6438d72e39b19052089eb192d35bff741e11,False,5.469773896038532e-07,2.1295452282818878e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,NATIVE,dbf2d6c105332e77dd6010c4ad72276a3c6685aa980fef1ad6e3ed3feff476e4,6.214831165227482e-06,1.4956198160479098e-05,28eb1a394256554ac8f42d2d5c2fa4faedd41eff2265af70747f467672789616,6a6fb24e35629a04b1db5c1ae42fade8ea26ef8b56e3dfca01f8bf88cf6c6955,5.992818355560303,2.1230844140518457e-06,1.8149655810991598,289f8c59b5b08ada10bf6871809fe3c9da9255705ecbd8df72132166f70107be,COMPLETED,0.4006839245557785,2,NOT_ESTABLISHED,7,0.11865353211760521,True,753f0049840d1fa6ba6645f9ab3035ff13b264f883aaf2af99b407ef0606ac20,937c4562dd91f7698fcdd9ad77d8616624264b7a9baa4e18d3632730fff7d0d7,False,4.0617305785417557e-07,2.113645392043905e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,NATIVE,f02a540b3a4da33bc7320d15ee18b4d6eb829bd600edd196658d996eb7a3e86b,6.57874255387531e-06,1.4799430224935564e-05,c14a2403c8f92a63742883b1886a31e1482a526798b25cbbbd5789e1eb486c6a,00015c732f9cf8d32848c21161e5dd7d9d9470b1ce583a2b11ba0a3afd37fd26,9.975950241088867,2.479860086168628e-06,1.5364973947149934,5fb4839ae08ab025858039a2c5d5d6d799614c11c60cacd74ddb4a008cc096e9,COMPLETED,0.3621262600645423,1,NOT_ESTABLISHED,8,0.11857502162456512,True,1a2383e4a50b1356d47368bf3db7a13a5178354d8f9b671cd213f1a8958bbeac,d1a791ca422d65a84e531bc572839038146d05fd11a9fecf77661eca90188ea0,False,1.3923272490501404e-06,2.4449345723101916e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,SHAM,10c0874829da13da4562efbe86296b250675446684b634207117700283843959,1.2934659648180595e-06,2.9482357010096085e-06,e023b81e57da92567f6aae03fac8e20056c292244b8c959340597fa57f1bb32b,b2b30adbf331d8a923936a4b45ade597d4d7754e669e87b9c475932a4e50d182,3.172189950942993,2.015033942370792e-06,1.514520830784993,6dc54e32136fda5af46455cb23f569d16d97d9cb4935072799796047707d52d5,COMPLETED,0.4261301402002573,5,NOT_ESTABLISHED,4,0.118666160851717,True,e8e791b20ee23360cd0c091eb19a3c42f09ea40d42a522d4b90bbe4e030d102a,767b0ef4c66690e7b11fc7a45fb2d96b4e414bcb759002667a53bbe32e2024b8,False,5.948822945356369e-08,1.0611866005108284e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,SHAM,2c5942a0e6c0644e9ecd837bcfc1ada2969ca32229c97772e1bb0e4211a0a12c,2.30619397024326e-06,5.980224153539041e-06,d57a25428f6e0dbbeee31ad50ba3c946c691fbacf9f55ca38782bddefa910ace,d1cc892b2b621d55cc10ead9ce7d42a5d95136d78f259788b799844be8b8f51c,3.824012279510498,2.0246764051989885e-06,1.7354893588965943,2c2e4e46c9cf686dd36a64bd3945131dfbee78d413616941e0817b6aafe1a32c,COMPLETED,0.37363485526293516,4,NOT_ESTABLISHED,5,0.11860631126910448,True,1f7a26bb8848ad49f1047d8c6f6817e0b5caa4e1c9c35b5ce20ba0e0a814d0ed,14d1c7d46c864dd89bd59916da07628c81155173875896ca0731a04e24b31541,False,2.3655593395233154e-07,1.6060311672851314e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,SHAM,cec5b23e009a0480658da97690254635b1e759b57bd8c9de1e2a434c540d439f,4.58402632368352e-06,1.2042142931834384e-05,f56cc7beea1c3bdc45ab9d3c652ff0d5a5f34e88ae943248aa79fa78dbb5c3e7,c61a7e0bf2373270c8f736d61aaa4e6b6a7dc734d714b8ae1406aafbed5b231a,4.5940046310424805,2.029411007242743e-06,1.66123788979965,03e0fdd6e281f4300278d541ee3f715d9efc3301769a833f8ebe03b6abae7c66,COMPLETED,0.4180668033659458,3,NOT_ESTABLISHED,6,0.11863486375659704,True,b444767aec5b70a1d6b33b956949ffeff0503f57ea0cf0480de34cca890edab3,4c7034f7d8d27ffc350ca8b1776b6438d72e39b19052089eb192d35bff741e11,False,4.1909515857696533e-07,2.129667218189808e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,SHAM,17207b27f860256e5c82c3677370a7f6730d9c1d8ea30614787dbefc68bc86f5,6.188485611173594e-06,1.488677574181239e-05,1a8ef79bbcbc80f281125c849aedf009ab2622b0aab9be4ed5476135905d131b,6dc0e09cacd23546220c6a547f8619bd11afd9d2c4ee81998de013914f0bf3c3,5.992818355560303,2.1231105620245216e-06,1.8149653937330736,db8a7426555c71fc6fb4df3f70ecafdfd435652971e199748b702c368252143b,COMPLETED,0.43149025179445744,2,NOT_ESTABLISHED,7,0.11863823886960745,True,6575dd540645c720c8de0f2b5f167b99aff81395f5d2476e774ad4f96c3700aa,937c4562dd91f7698fcdd9ad77d8616624264b7a9baa4e18d3632730fff7d0d7,False,2.918532118201256e-07,2.1139169933294496e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,SHAM,f4541b1f552228a047ae35e98ea7a75c7130cbd4c3da53ce51d7e974a1a9fcc3,6.614721504542654e-06,1.4896045384404117e-05,64c5decf6ecbba121ab7d3879d431e1b27d8691e965fcf2ac3eee2f9459732e9,c0ed04373aa4baef1975bd9d34246019c32552aafea92e40d4f58b662c3a368b,9.975950241088867,2.4802584448480047e-06,1.5364973271264348,17f440b4d0fd7964ee62849c469f5e9c940471f74feffb579fe64e5e26e6f028,COMPLETED,0.4156168531626463,1,NOT_ESTABLISHED,8,0.1184954410418868,True,cfd0130813300d597dc0310cf791eb7705cb6e44bd304643314bc47587b0b6d1,d1a791ca422d65a84e531bc572839038146d05fd11a9fecf77661eca90188ea0,False,1.2936070561408997e-06,2.4484974807516343e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H5,7883243e93f89850d59056b3353bd5efdd6bd5bb345c85973bd87a4e1747401e,1.2918305280192156e-06,2.943306996491853e-06,e023b81e57da92567f6aae03fac8e20056c292244b8c959340597fa57f1bb32b,b2b30adbf331d8a923936a4b45ade597d4d7754e669e87b9c475932a4e50d182,3.172189950942993,2.0150291675236076e-06,1.514520836405469,2f57e336ae70282858f5539f1a42df7c2c8a68c77374b88197086c46878a7e4e,COMPLETED,0.36613409128040075,5,NOT_ESTABLISHED,4,0.11867147497832775,True,295258b6e7cdb4a882d0fa0aa0671d7ac86804d602359b8ed8f6648b4e08cee1,767b0ef4c66690e7b11fc7a45fb2d96b4e414bcb759002667a53bbe32e2024b8,False,5.4656993597745895e-08,1.0595037298044662e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H5,335927147db4ad6be5cd1bc3491e8adf46f74f8454d62d5bf84558add1d20676,2.334925986764722e-06,6.04617381147226e-06,e0eeac4a58a77842793898ec76e669f5dfbbf7a90e4cec2e680e49929bdab188,01fc7b92593eb94a5b952e1124b65b73e664578e3fdd93e2f34c6f7c0d8f4e20,3.823289632797241,2.0247293832653668e-06,1.742579514114705,9c25bfd6088a5a58022314f0e18802a1e9365a45ee79385c069cb1b77f71605b,COMPLETED,0.6568003669381142,4,NOT_ESTABLISHED,5,0.11897035408765078,True,a92781f2f6aebeabc6e9f2408717e1193f2142244104af69b15b569882801619,14d1c7d46c864dd89bd59916da07628c81155173875896ca0731a04e24b31541,False,2.789311110973358e-07,1.6100901285508596e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H5,863effaceed5db4e55ab90f76f9510ae3b2512e3278eb8d16a78860636a9903c,4.52905010674701e-06,1.1919672665046128e-05,dfddff41c02d74e7f198ee454a49d6e949ddca3bdc38b74744640d22753b81e2,8d58105d1701ba9afb5453c39834c5adb9ab129cb5a32bbb60dd5ec4ee511493,4.59377908706665,2.029165216299589e-06,1.660668075409177,13cdbb0965926e356dbfeeea0dbc6cbc182487041974a64ab39618766040abb9,COMPLETED,0.4068011902272701,3,NOT_ESTABLISHED,6,0.11868128180503845,True,961263685a598ca44a5e74523b9767def08fe2eea4edcc76ad7e3182adf552df,4c7034f7d8d27ffc350ca8b1776b6438d72e39b19052089eb192d35bff741e11,False,3.534369170665741e-07,2.1306331440045045e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H5,f0da279c7f284ff2b06d7c5d121b93c24dfe0bc4942fefc1b0f240be291ed8e6,6.260712740707581e-06,1.5010903435328386e-05,0970bb10f7bd9ecbe8a60c412642053419e939dc0344e5e9ca67545d1c9c02b3,5389eb8415f13c08bed10203ea206127eab86e01d9e88f1f769f55b6d7e74a33,5.992501258850098,2.122549631167203e-06,1.813785874822197,22f478c6278417be3215c5858aa04a09069483fe8b89eea472cebd8a44c5697a,COMPLETED,0.48336057271808386,2,NOT_ESTABLISHED,7,0.11855958309024572,True,0bd48c06696bff85fdc6b47a23089fde53c97a2cffa83cc7bf05546e3977e897,937c4562dd91f7698fcdd9ad77d8616624264b7a9baa4e18d3632730fff7d0d7,False,3.003515303134918e-07,2.112121448909892e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H5,f59affcfbdc8322348eb463cf77683c198741eac602b41edc5d4706646d86613,6.578475651634762e-06,1.4777287325009841e-05,4f6b56156db067d2f80be63829dbcce2a0cbefc2481c08f5b59849dc1e1f9b56,f4a23f0fdd5073103708e01c60a7678b0b44bdd841c513d9c87e9ae5d0cf0e6d,9.975672721862793,2.479451040926506e-06,1.5362314150387153,383d5d6ea9a836d1ca599c79f9525fa68ab9e707be0e27d0a28e630431f372ae,COMPLETED,0.4372656485065818,1,NOT_ESTABLISHED,8,0.1187850870192051,True,0f3aa960bd4a5e98c5d78661db5248f8da5ec2c318e7a891e6bfa5f83d8ccda9,d1a791ca422d65a84e531bc572839038146d05fd11a9fecf77661eca90188ea0,False,9.927898645401e-07,2.4515818146678387e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H6,7883243e93f89850d59056b3353bd5efdd6bd5bb345c85973bd87a4e1747401e,1.2918305280192156e-06,2.943306996491853e-06,e023b81e57da92567f6aae03fac8e20056c292244b8c959340597fa57f1bb32b,b2b30adbf331d8a923936a4b45ade597d4d7754e669e87b9c475932a4e50d182,3.172189950942993,2.0150291675236076e-06,1.514520836405469,2f57e336ae70282858f5539f1a42df7c2c8a68c77374b88197086c46878a7e4e,COMPLETED,0.42890682630240917,5,NOT_ESTABLISHED,4,0.11866241227835417,True,295258b6e7cdb4a882d0fa0aa0671d7ac86804d602359b8ed8f6648b4e08cee1,767b0ef4c66690e7b11fc7a45fb2d96b4e414bcb759002667a53bbe32e2024b8,False,5.4656993597745895e-08,1.0595037298044662e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H6,ad5ba1cf0d417f994bf2d5e36b0138aace3f1a7883fa3f0ea29eece215a01501,2.3108586450742733e-06,5.991555906792825e-06,e0eeac4a58a77842793898ec76e669f5dfbbf7a90e4cec2e680e49929bdab188,01fc7b92593eb94a5b952e1124b65b73e664578e3fdd93e2f34c6f7c0d8f4e20,3.824012279510498,2.0246445728844265e-06,1.7354892522981122,9d25dd0adf3535ff72d460ba65579966759b8951893759601cae11d975504f9f,COMPLETED,0.4110035039484501,4,NOT_ESTABLISHED,5,0.11868725251406431,True,f1d2fb540f591aa821db50b2eaac70673d8d12b158c11fab0f8ea2f9d1607c4f,14d1c7d46c864dd89bd59916da07628c81155173875896ca0731a04e24b31541,False,2.1350570023059845e-07,1.6086394557546805e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H6,7657a89041511b57743c079a72510294b502bbcb654c42ff7cbd23ad3b235666,4.5009990707394e-06,1.172468300982035e-05,e8a769ba3161028191215b0e68f7417a74b6c09e430c8ff3bfd37478153331de,578288d03ff14d499e15e8695df009feb18111404e5d37463b81ce881fa90fe2,4.5887837409973145,2.0295078684284817e-06,1.663298790386895,6e5f52590c1e260e3d9c8c7ab52b074ca8b4f4e50e947cbabdb5a471fec3aa7f,COMPLETED,0.4444873593747616,3,NOT_ESTABLISHED,6,0.11894580814987421,True,17346b4134b1757567bd9dea495fc9e433f3d0be422687241169627062c158bd,4c7034f7d8d27ffc350ca8b1776b6438d72e39b19052089eb192d35bff741e11,False,3.948807716369629e-07,2.1379414278656684e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H6,e97836769b8255d21b5f733fcc65a6888e0e98835a7fb764cb5e4eb97a36ac27,6.20804941085032e-06,1.4899623482508198e-05,a683f86c16df4ea52673cd4219b4bd0eac16d1a7cf3a026f304abd00f09df283,f240660020799fe6d4051d3e115419bebdbd75a6444ffd86728e024a6f4ebff3,5.992567539215088,2.122704927387531e-06,1.8134415483367008,25ae404aff9e1dc17cf0659ab4300e5b0909bd89ebe94745d4df08f95f4a328c,COMPLETED,0.43239996302872896,2,NOT_ESTABLISHED,7,0.1185782216489315,True,998b597548d37b056f66fa8e85ddea8a7e381ca8715aa01c18c92ae0e2ee8dbb,937c4562dd91f7698fcdd9ad77d8616624264b7a9baa4e18d3632730fff7d0d7,False,4.7031790018081665e-07,2.117101842083968e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H6,7a643efc66b19d9ed7e5030995b28eff39b5e0104e29546b5d2cf515032d89fa,6.7446040779195915e-06,1.5137123099399317e-05,f48dfc254be7d9c56ebb1744ac2811927a38e01bc3af8a3eeeda6890ea658360,d171a177fed6c86075c82444432fbe34f12f1aa71e906f6e3d5e09389b876dde,9.977096557617188,2.4793312149995472e-06,1.5366046640570201,15c9a6738611db863aac8fa80a26f1a2101a4ac57f3c10c1c45f10db4bd47d88,COMPLETED,0.4112611711025238,1,NOT_ESTABLISHED,8,0.11864625755697489,True,f0c341effab1047e4344dd54528532a9ce9d0d8563181ce0e8dd538087205ae0,d1a791ca422d65a84e531bc572839038146d05fd11a9fecf77661eca90188ea0,False,1.7397105693817139e-06,2.4559945895353697e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H56,7883243e93f89850d59056b3353bd5efdd6bd5bb345c85973bd87a4e1747401e,1.2918305280192156e-06,2.943306996491853e-06,e023b81e57da92567f6aae03fac8e20056c292244b8c959340597fa57f1bb32b,b2b30adbf331d8a923936a4b45ade597d4d7754e669e87b9c475932a4e50d182,3.172189950942993,2.0150291675236076e-06,1.514520836405469,2f57e336ae70282858f5539f1a42df7c2c8a68c77374b88197086c46878a7e4e,COMPLETED,0.4160594353452325,5,NOT_ESTABLISHED,4,0.11866222694516182,True,295258b6e7cdb4a882d0fa0aa0671d7ac86804d602359b8ed8f6648b4e08cee1,767b0ef4c66690e7b11fc7a45fb2d96b4e414bcb759002667a53bbe32e2024b8,False,5.4656993597745895e-08,1.0595037298044662e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H56,335927147db4ad6be5cd1bc3491e8adf46f74f8454d62d5bf84558add1d20676,2.334925986764722e-06,6.04617381147226e-06,e0eeac4a58a77842793898ec76e669f5dfbbf7a90e4cec2e680e49929bdab188,01fc7b92593eb94a5b952e1124b65b73e664578e3fdd93e2f34c6f7c0d8f4e20,3.823289632797241,2.0247293832653668e-06,1.742579514114705,9c25bfd6088a5a58022314f0e18802a1e9365a45ee79385c069cb1b77f71605b,COMPLETED,0.4247078401967883,4,NOT_ESTABLISHED,5,0.11894380860030651,True,a92781f2f6aebeabc6e9f2408717e1193f2142244104af69b15b569882801619,14d1c7d46c864dd89bd59916da07628c81155173875896ca0731a04e24b31541,False,2.789311110973358e-07,1.6100901285508596e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H56,8bb436f4669807e0e4857107518c9a30857c456043fc7811fe8e4a9e23dcdaf6,4.47594713551196e-06,1.1711375657310795e-05,dfddff41c02d74e7f198ee454a49d6e949ddca3bdc38b74744640d22753b81e2,8d58105d1701ba9afb5453c39834c5adb9ab129cb5a32bbb60dd5ec4ee511493,4.5887041091918945,2.0299601146689383e-06,1.6636191142064103,fd08329fb13a5283949488571eff8be472bf787887e0e73e72ee42f205227910,COMPLETED,0.43228918965905905,3,NOT_ESTABLISHED,6,0.11878500878810883,True,db5d50d124cee7784d2732597414fd45942376dc7b4c0e4e06f0d05808db0701,4c7034f7d8d27ffc350ca8b1776b6438d72e39b19052089eb192d35bff741e11,False,4.614703357219696e-07,2.1446488868788613e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H56,4e2a836b4bd0adaac4728d2bfce11975c3b5e180592ead8b568735c2c34a9999,6.193607940135656e-06,1.485964172469e-05,f05b96cd3106fcdb24cb331ff0bdd957a356bfcddc10393c633396b39abf3133,ccfb0d96e5412a95db1665152be287994542ef18346c0680ad66486bf3b39ed3,5.992298126220703,2.123184685842716e-06,1.812522962851335,41ab260ed5512e66d855810bdf1446941a641975dac3e9042d41713c47a114c6,COMPLETED,0.36242537666112185,2,NOT_ESTABLISHED,7,0.11876118835061789,True,5ae8ebf123846bbf4464ceec957e88c46ff54cd116eae2e1fdfb3dbead9df58d,937c4562dd91f7698fcdd9ad77d8616624264b7a9baa4e18d3632730fff7d0d7,False,2.9103830456733704e-07,2.1083439017513565e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,H56,232430bee309618ab55a62e4f176825318be586add811e24d5037b89443e5249,6.6577279072625755e-06,1.4978604924943226e-05,87e233cc030bc07ceda4d29ace60945b238b68c52bc06eff34d593f8422c80b4,77f3f50640f1c872ece3489109f51fbae9c4c59bb694af84a7f2d25a7739a5b3,9.976811408996582,2.4797325295367045e-06,1.5364193273566973,2ef3e5d53b838f4c5a4e0198531908350ff8b3f5593c908014747af746ec1071,COMPLETED,0.3652294157072902,1,NOT_ESTABLISHED,8,0.11863624583929777,True,1a89d87093bf4eff26d42e974c8829cb610ae31b4d1888ff0adeb9bba16310d6,d1a791ca422d65a84e531bc572839038146d05fd11a9fecf77661eca90188ea0,False,9.082723408937454e-07,2.4407366517903163e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,MASS56,7883243e93f89850d59056b3353bd5efdd6bd5bb345c85973bd87a4e1747401e,1.2918305280192156e-06,2.943306996491853e-06,e023b81e57da92567f6aae03fac8e20056c292244b8c959340597fa57f1bb32b,b2b30adbf331d8a923936a4b45ade597d4d7754e669e87b9c475932a4e50d182,3.172189950942993,2.0150291675236076e-06,1.514520836405469,2f57e336ae70282858f5539f1a42df7c2c8a68c77374b88197086c46878a7e4e,COMPLETED,0.4289005780592561,5,NOT_ESTABLISHED,4,0.11842386331409216,True,295258b6e7cdb4a882d0fa0aa0671d7ac86804d602359b8ed8f6648b4e08cee1,767b0ef4c66690e7b11fc7a45fb2d96b4e414bcb759002667a53bbe32e2024b8,False,5.4656993597745895e-08,1.0595037298044662e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,MASS56,f05ef742602c0092d5bbadbdbd057b18b7821f382c0223f011f0c5e10fa30870,2.532358661796838e-06,6.56643392501537e-06,e0eeac4a58a77842793898ec76e669f5dfbbf7a90e4cec2e680e49929bdab188,01fc7b92593eb94a5b952e1124b65b73e664578e3fdd93e2f34c6f7c0d8f4e20,3.8242123126983643,2.0248892269592034e-06,1.735528045177452,76bcb11b252b43a4fecc9592279f801dfe3f9ff12882357a37af572febd0ebe3,COMPLETED,0.35105204302817583,4,NOT_ESTABLISHED,5,0.11876236274838448,True,c93cf1706696cd788d17ef167e17d460e02ff75b8045db8e07c72eed3653ef4c,14d1c7d46c864dd89bd59916da07628c81155173875896ca0731a04e24b31541,False,3.364402800798416e-07,1.6078045066857135e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,MASS56,9312e90f45b0719df1d18d99a1a65d60b031b05ba1603de2a554276dcf55a2d3,4.638359509141783e-06,1.2200411691109448e-05,06c741c8f95621b683da90b53d2722ae18141686dd886ec463d601b40f1f9ba0,80821e6ef97587e95374a505e5cecdf0f1dfa25b7ee098b6c834c491f3f2a6c9,4.59433126449585,2.029716370088863e-06,1.661487841995023,31e471aba21efd1d38de76267de0749a34414d61e7551414bbd01c5d975033cb,COMPLETED,0.4367297235876322,3,NOT_ESTABLISHED,6,0.11905316170305014,True,485f79836f1ffcb3f1adac49185e944602f179786999a7071935e60ce416a038,4c7034f7d8d27ffc350ca8b1776b6438d72e39b19052089eb192d35bff741e11,False,2.8870999813079834e-07,2.1271109054155522e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,MASS56,fb5d93096dfb45040110c356eb395150dd9e71467f6103e369fc5bd141bbef59,6.12396260062065e-06,1.471981767944127e-05,bcd79e914ef4db07bbf46c017fefe8efa056ef9f74ac52c9f8e6a2eea5e1772c,cc1b183d81ac950584c7ea3c44cb32bbd283bc55774c59aea55484446a3f04fe,5.9928131103515625,2.1225246200629044e-06,1.8150695398090466,bb602c1d16f639db0846b85feda7e6e9e679560110423bad6d1a56c6a0df7042,COMPLETED,0.6101628402248025,2,NOT_ESTABLISHED,7,0.11865499056875706,True,dcbc41aad387280da9be41a8fc5b71f7f6e968e1ee7cdf02caf9a6004d943ce3,937c4562dd91f7698fcdd9ad77d8616624264b7a9baa4e18d3632730fff7d0d7,False,3.129243850708008e-07,2.1152695818748465e-06,1,ORIGINAL_NATIVE_FRAME_RESID
70,MASS56,65a247af1be7c0f1664ea853beda6e0753a3e6119d96b01b80d6c27fe6241d98,6.594892570499248e-06,1.4811953624842205e-05,6e8be891920ca8299283f27ade5685207c220598ba0d5ce09913674983dcac61,04a87c80667f36a22d689fc180887bd86cd5d1b02c2f32a249f786c14ae84d2b,9.975747108459473,2.4801563540677307e-06,1.5364968690442635,355a9233997f0523201e374282b911ef9cc4b958499e5973dcb041f453b72586,COMPLETED,0.4528323905542493,1,NOT_ESTABLISHED,8,0.1185792488977313,True,fcdcf9e48dc116bae8f78c8be65c46f2ddff11b8855c3eb27af9845d55ec23cd,d1a791ca422d65a84e531bc572839038146d05fd11a9fecf77661eca90188ea0,False,6.891787052154541e-07,2.442001016524233e-06,1,ORIGINAL_NATIVE_FRAME_RESID
80,NATIVE,8d903706c1af426d98c672ad75acda41e37b667ff2aa9948fa759c2ff2e9d5f7,1.4015567177469065e-06,3.2110371395376397e-06,fdb5dfb5a7095c03ce25180d0c2f6ced2a75abc07e94199b7494b7ea1619dd20,a774273a8e097d26816c426c493aea2418a6a4e142c32780362098675e62b71e,3.5859153270721436,2.031518988587777e-06,1.6002812861959046,bc966dd2fe5eb4dddbb383b5c5e9129b9fc72d09b6053a145c2fcc6829103e3d,COMPLETED,0.4031525840982795,5,NOT_ESTABLISHED,4,0.11827868316322565,True,8e50792a1d54481a20740cc31deed57b453d08fbbfdeeb1f6087bcaf27e4580c,47f0ec609e9848fa80476b2783df362d4ae53fcde42af70908faa14ce864cbeb,False,1.0256553650833666e-07,1.1159194371009997e-06,1,ORIGINAL_NATIVE_FRAME_RESID
80,NATIVE,244dbfbf1e57cd5edac43b9071c8643e23d50b2576ce2784327a2e6e9d46f03f,2.502289013168326e-06,6.398038047082884e-06,770c54fa2cac508b3691b18da8a31b4a33d2490c94f65cd30d43b5571ffba3e8,b7e7168738b1a3a5c561daabd5f98ede866b08d5be8a92819646bb8e85592d93,4.595672130584717,2.050494458671892e-06,1.6629040023424821,5cf67b0ad71742043df725c1834d586ac913b8c1cd7e8130300fdd2d3a5b54df,COMPLETED,0.3905038656666875,4,NOT_ESTABLISHED,5,0.1185742300003767,True,b089722a0de22291cc8e0528c6d2a6b429cf2934ee01f980710a90b2226ae87a,9ccd248c5f6f2d4417d259d24597fbe7c2ce6c7cdbd9181971994cd5c8055ec5,False,4.707835614681244e-07,1.8434881782681009e-06,1,ORIGINAL_NATIVE_FRAME_RESID
80,NATIVE,5dda81c63a289362dff36a82fe8728c17d1e16fa2a76d672ba8c954e6c6b10e2,4.368592240896466e-06,1.0796168215072783e-05,04686bf639f71ef25fc76b6c735079cdfaa4b8a30ee81b20a695d2d348b8bdd4,04dcc1c1f5172c3054c858db566f877eed61e3e645618d58a4b8c97a64c1de58,5.108489036560059,2.0558175037876936e-06,1.6419954528217169,3b3f6dd4705803355cf0b3ab3d62af0dfa45272a4dc58c1c7475f804d979b98b,COMPLETED,0.39783852361142635,3,NOT_ESTABLISHED,6,0.11874133069068193,True,677a1eb429993da2935e05e9db6e88914f06900e6cae3555e230251027950949,827602bcbce899dbc71680586697b62481a6f7095a18032fdd335570cc24c763,False,3.57162207365036e-07,2.436184548599685e-06,1,ORIGINAL_NATIVE_FRAME_RESID
