state,layer,tensor_key,shape,finite,raw_PR,stored_raw_PR,centered_PR,stored_centered_PR,raw_close,centered_close
0,5,writer_mean,1000x14336,True,136.19680825470735,136.19680825470746,530.2834285987831,530.2834285987832,True,True
0,6,writer_mean,1000x14336,True,70.32999686428053,70.32999686428069,384.0541641184128,384.0541641184134,True,True
100,5,writer_mean,1000x14336,True,94.3010388655847,94.30103886558487,531.9910289997638,531.9910289997632,True,True
100,6,writer_mean,1000x14336,True,38.42840579229996,38.428405792300005,248.20121268856778,248.2012126885673,True,True
