phase,state,condition,panel,layer,space,variant,contexts,PR_min,PR_max,PR_mean,mean_energy_min,mean_energy_max
E1,0,native,early,8,raw,unit_centered,6,177.63743780565565,257.1337975697025,217.68716370952689,0.11223648407695618,0.15509352345650204
E1,0,native,late,4,projected,raw,6,413.6353844615575,490.87705436675935,474.21425099819606,0.022779998130953077,0.027583312825856757
E1,0,native,late,4,projected,centered,6,601.360038512938,651.924294809901,639.386789793628,0.022779998130953077,0.027583312825856757
E1,0,native,late,4,projected,unit_raw,6,419.2422215819135,506.4254516799487,482.5640599676272,0.022779998130953077,0.027583312825856757
E1,0,native,late,4,projected,unit_centered,6,626.7873635951685,693.5889321876274,670.1050309508591,0.022779998130953077,0.027583312825856757
E1,0,native,late,4,raw,raw,6,156.88734041682753,188.81706216963494,175.38546630659695,0.06176158045847979,0.06918744251548756
E1,0,native,late,4,raw,centered,6,592.6371505405909,644.1822327340408,631.4132732473448,0.06176158045847979,0.06918744251548756
E1,0,native,late,4,raw,unit_raw,6,153.42797910372025,185.47710842707878,171.579291213504,0.06176158045847979,0.06918744251548756
E1,0,native,late,4,raw,unit_centered,6,614.8553988964289,684.7461617549767,659.8396596880194,0.06176158045847979,0.06918744251548756
E1,0,native,late,5,projected,raw,6,312.14987761282447,485.60498613121626,429.36696512741827,0.018918202155096542,0.035198912334215904
E1,0,native,late,5,projected,centered,6,525.0379463887416,590.4756236961412,565.1768319934515,0.018918202155096542,0.035198912334215904
E1,0,native,late,5,projected,unit_raw,6,301.3301416607663,492.28660407933467,424.75977263018484,0.018918202155096542,0.035198912334215904
E1,0,native,late,5,projected,unit_centered,6,514.5155932118636,596.9825567357497,562.3076755848202,0.018918202155096542,0.035198912334215904
E1,0,native,late,5,raw,raw,6,99.58247095088507,154.84993510739574,131.0001314612174,0.06861001186605223,0.09003802123904042
E1,0,native,late,5,raw,centered,6,493.22366277987726,565.691220217998,535.4456191822247,0.06861001186605223,0.09003802123904042
E1,0,native,late,5,raw,unit_raw,6,96.91025961051862,153.46964759929625,128.47708916512786,0.06861001186605223,0.09003802123904042
E1,0,native,late,5,raw,unit_centered,6,481.140391836238,567.9530801464026,529.3512234815836,0.06861001186605223,0.09003802123904042
E1,0,native,late,6,projected,raw,6,147.95228953069966,252.77668762682794,215.73769906447788,0.040446594410372884,0.0617226684651796
E1,0,native,late,6,projected,centered,6,366.35235569121386,464.11144119987904,417.7791986892,0.040446594410372884,0.0617226684651796
E1,0,native,late,6,projected,unit_raw,6,144.1308956245986,252.480831243222,213.3712852699763,0.040446594410372884,0.0617226684651796
E1,0,native,late,6,projected,unit_centered,6,359.6843000519321,466.1532836695095,413.70596104319503,0.040446594410372884,0.0617226684651796
E1,0,native,late,6,raw,raw,6,51.06597495667123,75.88212513950177,66.66019772420712,0.10216218897337212,0.12835330860749056
E1,0,native,late,6,raw,centered,6,316.01280466328285,413.6233868676728,364.1525553164854,0.10216218897337212,0.12835330860749056
E1,0,native,late,6,raw,unit_raw,6,50.44102921633109,77.00194623205455,66.64467536212396,0.10216218897337212,0.12835330860749056
E1,0,native,late,6,raw,unit_centered,6,310.4114163638542,415.0737931889204,360.75369577405064,0.10216218897337212,0.12835330860749056
E1,0,native,late,7,projected,raw,6,69.36486061592365,154.56524080977897,108.28514298923096,0.056660023136401304,0.10073988197479328
E1,0,native,late,7,projected,centered,6,252.98160759707315,345.84715124389226,299.85186637927774,0.056660023136401304,0.10073988197479328
E1,0,native,late,7,projected,unit_raw,6,68.62729120432559,157.25305080503526,108.00612071197436,0.056660023136401304,0.10073988197479328
E1,0,native,late,7,projected,unit_centered,6,251.62972587584224,344.2055131217476,295.8135482541885,0.056660023136401304,0.10073988197479328
E1,0,native,late,7,raw,raw,6,30.342700112382033,50.46179377987589,39.165464790939076,0.12496903096297614,0.1678045875302369
E1,0,native,late,7,raw,centered,6,209.26017062206842,298.17389495378546,255.6798589691127,0.12496903096297614,0.1678045875302369
E1,0,native,late,7,raw,unit_raw,6,30.374155043234243,51.80309477039787,39.62383974904875,0.12496903096297614,0.1678045875302369
E1,0,native,late,7,raw,unit_centered,6,211.00094747320728,300.3291140309278,255.20708463865773,0.12496903096297614,0.1678045875302369
E1,0,native,late,8,projected,raw,6,58.52060774334728,132.600237334298,90.2558927762329,0.06265197317873318,0.10609264798286243
E1,0,native,late,8,projected,centered,6,206.27406470336996,305.9348015606195,257.8512585220773,0.06265197317873318,0.10609264798286243
E1,0,native,late,8,projected,unit_raw,6,58.33038221047427,130.43261084480187,88.48546948533851,0.06265197317873318,0.10609264798286243
E1,0,native,late,8,projected,unit_centered,6,205.7623298565525,300.2826192663889,254.69535566265256,0.06265197317873318,0.10609264798286243
E1,0,native,late,8,raw,raw,6,34.17409984858674,58.762381602154015,44.66956143539577,0.11256098073790323,0.15442413113831502
E1,0,native,late,8,raw,centered,6,178.49394021753844,262.57006532471513,222.64379154247104,0.11256098073790323,0.15442413113831502
E1,0,native,late,8,raw,unit_raw,6,34.02424935551026,58.95359414156854,44.5625464251014,0.11256098073790323,0.15442413113831502
E1,0,native,late,8,raw,unit_centered,6,179.057524652769,262.2526897278348,222.07110522773363,0.11256098073790323,0.15442413113831502
E1,0,native,middle,4,projected,raw,6,411.51780939104583,486.88437005632494,471.8975547879061,0.02300952141959948,0.027802882796899103
E1,0,native,middle,4,projected,centered,6,604.125596895377,649.4005624505025,639.1642931714764,0.02300952141959948,0.027802882796899103
E1,0,native,middle,4,projected,unit_raw,6,421.87353818935276,504.93210435150377,485.2236400756022,0.02300952141959948,0.027802882796899103
E1,0,native,middle,4,projected,unit_centered,6,635.5435039879334,693.2346179270555,675.0069312521433,0.02300952141959948,0.027802882796899103
E1,0,native,middle,4,raw,raw,6,156.3722831092184,188.79235328392528,175.41282929984501,0.061731250419886884,0.06938438744897964
E1,0,native,middle,4,raw,centered,6,596.4850156310044,641.8411612731314,631.9364330245264,0.061731250419886884,0.06938438744897964
E1,0,native,middle,4,raw,unit_raw,6,154.40742380009726,186.87466914855273,173.24167064204912,0.061731250419886884,0.06938438744897964
E1,0,native,middle,4,raw,unit_centered,6,624.8114893795719,685.2871711295243,665.8819200736522,0.061731250419886884,0.06938438744897964
E1,0,native,middle,5,projected,raw,6,301.9471311002841,467.0066413108136,416.62533063428236,0.01967988430589269,0.036048728257267654
E1,0,native,middle,5,projected,centered,6,517.3949924615854,578.4453154610682,555.1174443791938,0.01967988430589269,0.036048728257267654
E1,0,native,middle,5,projected,unit_raw,6,298.35412915857614,483.2243775517725,421.99298539509846,0.01967988430589269,0.036048728257267654
E1,0,native,middle,5,projected,unit_centered,6,519.1043624014004,595.2775712858154,565.1518197986808,0.01967988430589269,0.036048728257267654
E1,0,native,middle,5,raw,raw,6,98.06819749543622,154.35627159921478,130.70619902720532,0.06851098090640775,0.09074927763457571
E1,0,native,middle,5,raw,centered,6,487.0330052219803,553.3722637926558,527.029577965091,0.06851098090640775,0.09074927763457571
E1,0,native,middle,5,raw,unit_raw,6,96.42474215652373,154.69195917879037,129.58167603511933,0.06851098090640775,0.09074927763457571
E1,0,native,middle,5,raw,unit_centered,6,485.88548342924923,567.5364857555538,533.3122609544438,0.06851098090640775,0.09074927763457571
E1,0,native,middle,6,projected,raw,6,141.8155986942544,245.26920571304606,208.80854191753292,0.04160174121226389,0.06347774530909606
E1,0,native,middle,6,projected,centered,6,361.79676884580715,458.5007982227312,412.70043106775887,0.04160174121226389,0.06347774530909606
E1,0,native,middle,6,projected,unit_raw,6,139.71306957058292,247.6689332078654,208.60649324212216,0.04160174121226389,0.06347774530909606
E1,0,native,middle,6,projected,unit_centered,6,361.1476084024498,469.4444160006017,415.6468525630401,0.04160174121226389,0.06347774530909606
E1,0,native,middle,6,raw,raw,6,50.133063591015244,74.6049507326899,65.79778645413374,0.10330152867212956,0.129678730256444
E1,0,native,middle,6,raw,centered,6,314.88772409187743,410.64156609854786,362.18801615215403,0.10330152867212956,0.129678730256444
E1,0,native,middle,6,raw,unit_raw,6,49.721155515883986,75.93080733523152,65.91772912855697,0.10330152867212956,0.129678730256444
E1,0,native,middle,6,raw,unit_centered,6,313.22337566296017,418.9045453214502,363.67395637105636,0.10330152867212956,0.129678730256444
E1,0,native,middle,7,projected,raw,6,67.41463979966399,151.59892739267468,106.94775852114901,0.05736698508188407,0.102939687267071
E1,0,native,middle,7,projected,centered,6,251.33931473496975,339.96217036476315,297.01524615236684,0.05736698508188407,0.102939687267071
E1,0,native,middle,7,projected,unit_raw,6,66.9289059601318,156.53535303178447,107.60838640713585,0.05736698508188407,0.102939687267071
E1,0,native,middle,7,projected,unit_centered,6,251.94022637389676,344.9340367678707,296.7582106178085,0.05736698508188407,0.102939687267071
E1,0,native,middle,7,raw,raw,6,30.028292617831017,51.206512578171534,39.461138252654116,0.12418620182406831,0.16914507140570958
E1,0,native,middle,7,raw,centered,6,208.2408235010734,294.0981266135305,253.4816999688907,0.12418620182406831,0.16914507140570958
E1,0,native,middle,7,raw,unit_raw,6,30.094007559827567,52.712890340149265,40.00675076380691,0.12418620182406831,0.16914507140570958
E1,0,native,middle,7,raw,unit_centered,6,211.15103020025535,299.97881311256765,255.483176559498,0.12418620182406831,0.16914507140570958
E1,0,native,middle,8,projected,raw,6,58.07107674764211,129.99598163443935,88.82077950407039,0.06327369296626123,0.10744766817533413
E1,0,native,middle,8,projected,centered,6,203.6185668935938,297.9688153126979,250.67159367697903,0.06327369296626123,0.10744766817533413
E1,0,native,middle,8,projected,unit_raw,6,57.79159787897843,129.20220328372375,87.61134775593403,0.06327369296626123,0.10744766817533413
E1,0,native,middle,8,projected,unit_centered,6,203.88782349573518,297.0951494238681,251.25743388698183,0.06327369296626123,0.10744766817533413
E1,0,native,middle,8,raw,raw,6,34.52702913491477,60.282290237995355,45.51469197450755,0.11109316307821165,0.15400852750449695
E1,0,native,middle,8,raw,centered,6,176.80562010421676,257.2673715237501,217.76845125612337,0.11109316307821165,0.15400852750449695
E1,0,native,middle,8,raw,unit_raw,6,34.30604506861003,60.603402038246486,45.46742562869925,0.11109316307821165,0.15400852750449695
E1,0,native,middle,8,raw,unit_centered,6,178.1493002314166,259.4726940018475,220.08144828219554,0.11109316307821165,0.15400852750449695
E1,0,native,onset,4,projected,raw,6,417.31308876995587,492.93161640658167,477.1635028994677,0.022843842435996613,0.027571383267291884
E1,0,native,onset,4,projected,centered,6,611.3781361110773,656.3209236438015,645.5668333435843,0.022843842435996613,0.027571383267291884
E1,0,native,onset,4,projected,unit_raw,6,428.3982602675801,508.9959477440823,490.4496202240868,0.022843842435996613,0.027571383267291884
E1,0,native,onset,4,projected,unit_centered,6,643.1974096964731,700.0117443315105,681.8898551144034,0.022843842435996613,0.027571383267291884
E1,0,native,onset,4,raw,raw,6,157.4056472365633,189.10152563155123,176.1692195208967,0.06172778128359169,0.06912433188513967
E1,0,native,onset,4,raw,centered,6,602.3695840274758,648.6925929448105,637.4836034371274,0.06172778128359169,0.06912433188513967
E1,0,native,onset,4,raw,unit_raw,6,155.40043430505958,186.74869260142827,173.64652764856285,0.06172778128359169,0.06912433188513967
E1,0,native,onset,4,raw,unit_centered,6,630.7699968565136,691.1711101335723,671.3150823744413,0.06172778128359169,0.06912433188513967
E1,0,native,onset,5,projected,raw,6,314.1671672216202,467.59870229226715,420.5161577643693,0.019224466944757556,0.03471183063320966
E1,0,native,onset,5,projected,centered,6,521.3195534194016,576.7816455678402,552.5687623165721,0.019224466944757556,0.03471183063320966
E1,0,native,onset,5,projected,unit_raw,6,308.9792726714339,486.0087940832798,426.10306223646745,0.019224466944757556,0.03471183063320966
E1,0,native,onset,5,projected,unit_centered,6,522.3009010759256,593.747019812291,564.6036438682407,0.019224466944757556,0.03471183063320966
E1,0,native,onset,5,raw,raw,6,101.2487114420596,155.96048891064194,132.47243635030014,0.06801576677164246,0.08915392845771246
E1,0,native,onset,5,raw,centered,6,492.56808927508166,553.1117492807026,526.0883933564616,0.06801576677164246,0.08915392845771246
E1,0,native,onset,5,raw,unit_raw,6,99.10849534733447,155.5939464724633,130.80272770903412,0.06801576677164246,0.08915392845771246
E1,0,native,onset,5,raw,unit_centered,6,490.91124260739673,567.301290919362,533.9942436736586,0.06801576677164246,0.08915392845771246
E1,0,native,onset,6,projected,raw,6,146.24961582064353,247.0952075192414,211.28138532640034,0.04104147549667681,0.06176487148435327
E1,0,native,onset,6,projected,centered,6,361.25830189580665,452.61327924700066,409.4474622638615,0.04104147549667681,0.06176487148435327
E1,0,native,onset,6,projected,unit_raw,6,144.49291113355739,248.88337929452325,211.13819309071027,0.04104147549667681,0.06176487148435327
E1,0,native,onset,6,projected,unit_centered,6,360.5726266139217,462.9935627641993,411.0219664057891,0.04104147549667681,0.06176487148435327
E1,0,native,onset,6,raw,raw,6,51.719248902087344,75.55966062654998,66.8678845176182,0.10241435424606359,0.12734906263314347
E1,0,native,onset,6,raw,centered,6,316.50588601273233,408.0659568952138,361.4945901068579,0.10241435424606359,0.12734906263314347
E1,0,native,onset,6,raw,unit_raw,6,51.30717146065621,76.897220342434,66.97997223809931,0.10241435424606359,0.12734906263314347
E1,0,native,onset,6,raw,unit_centered,6,314.90115858758395,416.3150915798324,362.0467641352397,0.10241435424606359,0.12734906263314347
E1,0,native,onset,7,projected,raw,6,68.22911682199003,150.53383440188932,107.11012722699009,0.05761671308135667,0.10165920662574034
E1,0,native,onset,7,projected,centered,6,251.6344473449871,336.62805532664555,295.5549230920591,0.05761671308135667,0.10165920662574034
E1,0,native,onset,7,projected,unit_raw,6,68.32050412758997,155.59040117062318,108.26490263320443,0.05761671308135667,0.10165920662574034
E1,0,native,onset,7,projected,unit_centered,6,254.03667665149825,342.00321086442,296.62868476551864,0.05761671308135667,0.10165920662574034
E1,0,native,onset,7,raw,raw,6,30.206236610555287,50.67955913018458,39.39353896581796,0.12499936176684108,0.16816739307863654
E1,0,native,onset,7,raw,centered,6,210.5234323721767,293.53561044351653,253.958418608836,0.12499936176684108,0.16816739307863654
E1,0,native,onset,7,raw,unit_raw,6,30.43028212405655,52.21222066028129,40.03764157860513,0.12499936176684108,0.16816739307863654
E1,0,native,onset,7,raw,unit_centered,6,213.88732207206166,299.8331211659046,256.6911736285189,0.12499936176684108,0.16816739307863654
E1,0,native,onset,8,projected,raw,6,59.24500885945094,131.6038635536975,89.84873054693391,0.06277507219223617,0.1059129775817981
E1,0,native,onset,8,projected,centered,6,205.35013235516888,298.8104631027978,253.59632884443613,0.06277507219223617,0.1059129775817981
E1,0,native,onset,8,projected,unit_raw,6,59.25695930130975,130.6811529730675,88.67812298250294,0.06277507219223617,0.1059129775817981
E1,0,native,onset,8,projected,unit_centered,6,205.3504560029687,296.3229665010747,252.6601137444189,0.06277507219223617,0.1059129775817981
E1,0,native,onset,8,raw,raw,6,34.82977404971031,60.36151095416344,45.64354978360371,0.11084781399046174,0.15340315513852273
E1,0,native,onset,8,raw,centered,6,179.166137136501,257.4674420379806,220.2826156851771,0.11084781399046174,0.15340315513852273
E1,0,native,onset,8,raw,unit_raw,6,34.50582170342189,60.72039192775204,45.64746420376279,0.11084781399046174,0.15340315513852273
E1,0,native,onset,8,raw,unit_centered,6,180.01277339640728,257.97645614547827,221.03454834021886,0.11084781399046174,0.15340315513852273
E1,10,native,early,4,projected,raw,6,407.5492122034507,499.88601920665354,478.44181970497675,0.023011011733442832,0.028154562608521536
E1,10,native,early,4,projected,centered,6,606.3560277701204,672.5286184835527,654.5077283642107,0.023011011733442832,0.028154562608521536
E1,10,native,early,4,projected,unit_raw,6,411.44036669720816,507.12141385745997,482.15153443555846,0.023011011733442832,0.028154562608521536
E1,10,native,early,4,projected,unit_centered,6,623.5319305160109,700.0140476645577,674.6505042980752,0.023011011733442832,0.028154562608521536
E1,10,native,early,4,raw,raw,6,153.77128570584048,187.3491157760334,173.2771822659133,0.06250574875006376,0.07015520536601795
E1,10,native,early,4,raw,centered,6,596.941716404054,665.1739388875077,645.9731432266216,0.06250574875006376,0.07015520536601795
E1,10,native,early,4,raw,unit_raw,6,151.03311826143823,184.03073180773748,169.92144684134004,0.06250574875006376,0.07015520536601795
E1,10,native,early,4,raw,unit_centered,6,610.8089054158579,691.2184635950845,664.3176155168417,0.06250574875006376,0.07015520536601795
E1,10,native,early,5,projected,raw,6,272.25426056333856,399.67291174052406,364.84886819443597,0.024916718391489463,0.04016807039427897
E1,10,native,early,5,projected,centered,6,502.71319658391894,556.2836708318193,532.6250976510037,0.024916718391489463,0.04016807039427897
E1,10,native,early,5,projected,unit_raw,6,266.3635962397003,414.83864062576066,368.697295617366,0.024916718391489463,0.04016807039427897
E1,10,native,early,5,projected,unit_centered,6,499.8006747852362,568.3516938117978,541.4929905454325,0.024916718391489463,0.04016807039427897
E1,10,native,early,5,raw,raw,6,88.2431983462283,132.38592603584667,113.7669128570377,0.07511709097915102,0.09643609515184566
E1,10,native,early,5,raw,centered,6,471.92949810368015,530.3530881684131,504.48335564424366,0.07511709097915102,0.09643609515184566
E1,10,native,early,5,raw,unit_raw,6,86.64900430038314,132.97403016605065,112.9359978771643,0.07511709097915102,0.09643609515184566
E1,10,native,early,5,raw,unit_centered,6,467.6539157138777,540.1376723846516,510.29385821198485,0.07511709097915102,0.09643609515184566
E1,10,native,early,6,projected,raw,6,120.55265861963039,183.02788380985865,159.29884205547367,0.05475961195809733,0.07263171932450546
E1,10,native,early,6,projected,centered,6,361.30609399092276,445.1176326826307,404.7502611670979,0.05475961195809733,0.07263171932450546
E1,10,native,early,6,projected,unit_raw,6,119.25639213906561,183.04162341587661,158.46674437663788,0.05475961195809733,0.07263171932450546
E1,10,native,early,6,projected,unit_centered,6,358.2868273153296,447.7324313183207,402.66205299976696,0.05475961195809733,0.07263171932450546
E1,10,native,early,6,raw,raw,6,42.746393632791616,59.441151275412636,52.987524976323805,0.11811448971323656,0.14217865110984754
E1,10,native,early,6,raw,centered,6,314.5960640237681,397.7289683343433,355.0286989821505,0.11811448971323656,0.14217865110984754
E1,10,native,early,6,raw,unit_raw,6,42.5751361104623,60.0360141556637,53.06017469005976,0.11811448971323656,0.14217865110984754
E1,10,native,early,6,raw,unit_centered,6,312.3578670162457,400.21067391309106,353.83280118346306,0.11811448971323656,0.14217865110984754
E1,10,native,early,7,projected,raw,6,43.777404626065426,69.79006021060806,57.541283335354144,0.0983423527811653,0.1334606313589865
E1,10,native,early,7,projected,centered,6,242.42920697181776,294.200769701689,266.6674739172899,0.0983423527811653,0.1334606313589865
E1,10,native,early,7,projected,unit_raw,6,44.53303207094198,73.2404818052189,58.96987692966538,0.0983423527811653,0.1334606313589865
E1,10,native,early,7,projected,unit_centered,6,245.24431706701918,306.07499834758914,271.82319051498934,0.0983423527811653,0.1334606313589865
E1,10,native,early,7,raw,raw,6,21.585253560888297,30.492446249552536,25.702289362973357,0.16620825192436928,0.20237432952719717
E1,10,native,early,7,raw,centered,6,214.62961688371098,268.84444074518865,241.40662716388513,0.16620825192436928,0.20237432952719717
E1,10,native,early,7,raw,unit_raw,6,21.911192352101423,31.48779956656295,26.208737058151957,0.16620825192436928,0.20237432952719717
E1,10,native,early,7,raw,unit_centered,6,217.62992622562982,279.02071861057755,246.38418046045146,0.16620825192436928,0.20237432952719717
E1,10,native,early,8,projected,raw,6,40.16359471685058,50.92249074807845,44.08084503488336,0.11846550265130874,0.13845829853684832
E1,10,native,early,8,projected,centered,6,201.34369322741006,247.37400530885355,224.88039591828678,0.11846550265130874,0.13845829853684832
E1,10,native,early,8,projected,unit_raw,6,40.88535894330749,52.94471133203051,44.91787205973613,0.11846550265130874,0.13845829853684832
E1,10,native,early,8,projected,unit_centered,6,205.10309646870022,256.42183111390136,229.85787126870505,0.11846550265130874,0.13845829853684832
E1,10,native,early,8,raw,raw,6,26.02021877807438,34.92231065907151,29.551100870864094,0.1517275044475983,0.18094846091889166
E1,10,native,early,8,raw,centered,6,183.98918648586886,223.981160771518,204.72830547924573,0.1517275044475983,0.18094846091889166
E1,10,native,early,8,raw,unit_raw,6,26.3259625045248,35.72980151135546,29.930228996776876,0.1517275044475983,0.18094846091889166
E1,10,native,early,8,raw,unit_centered,6,187.12343599972658,232.14337774723168,209.37949873396812,0.1517275044475983,0.18094846091889166
E1,10,native,late,4,projected,raw,6,413.6353844615575,490.87705436675935,474.21425099819606,0.022779998130953077,0.027583312825856757
E1,10,native,late,4,projected,centered,6,601.360038512938,651.924294809901,639.386789793628,0.022779998130953077,0.027583312825856757
E1,10,native,late,4,projected,unit_raw,6,419.2422215819135,506.4254516799487,482.5640599676272,0.022779998130953077,0.027583312825856757
E1,10,native,late,4,projected,unit_centered,6,626.7873635951685,693.5889321876274,670.1050309508591,0.022779998130953077,0.027583312825856757
E1,10,native,late,4,raw,raw,6,156.88734041682753,188.81706216963494,175.38546630659695,0.06176158045847979,0.06918744251548756
E1,10,native,late,4,raw,centered,6,592.6371505405909,644.1822327340408,631.4132732473448,0.06176158045847979,0.06918744251548756
E1,10,native,late,4,raw,unit_raw,6,153.42797910372025,185.47710842707878,171.579291213504,0.06176158045847979,0.06918744251548756
E1,10,native,late,4,raw,unit_centered,6,614.8553988964289,684.7461617549767,659.8396596880194,0.06176158045847979,0.06918744251548756
E1,10,native,late,5,projected,raw,6,282.29081270878925,416.5694579398273,377.8867022272099,0.02428595742040133,0.039182988460343154
E1,10,native,late,5,projected,centered,6,510.5035332997153,566.7084102713354,546.2436858503785,0.02428595742040133,0.039182988460343154
E1,10,native,late,5,projected,unit_raw,6,273.1907247078819,425.3721355695973,376.0720650266872,0.02428595742040133,0.039182988460343154
E1,10,native,late,5,projected,unit_centered,6,499.39895178787685,573.3280421946896,543.3887667418209,0.02428595742040133,0.039182988460343154
E1,10,native,late,5,raw,raw,6,90.60307577789065,135.4137826459965,116.49277356085292,0.07432446922321852,0.09514855922849615
E1,10,native,late,5,raw,centered,6,481.4643579193689,543.4846767835796,518.8054362477486,0.07432446922321852,0.09514855922849615
E1,10,native,late,5,raw,unit_raw,6,88.39727783637036,134.9654273495115,114.80438748247558,0.07432446922321852,0.09514855922849615
E1,10,native,late,5,raw,unit_centered,6,469.0571295110357,545.958619890023,512.8895516476915,0.07432446922321852,0.09514855922849615
E1,10,native,late,6,projected,raw,6,121.38362592008954,180.93036280724803,157.4019605167529,0.054263534128058066,0.07206998282011898
E1,10,native,late,6,projected,centered,6,350.06119774945125,431.13001406228466,391.38310407773696,0.054263534128058066,0.07206998282011898
E1,10,native,late,6,projected,unit_raw,6,119.47095096496581,181.75470928331242,156.63951256359488,0.054263534128058066,0.07206998282011898
E1,10,native,late,6,projected,unit_centered,6,344.4083762380708,431.20430228892434,387.2640559749738,0.054263534128058066,0.07206998282011898
E1,10,native,late,6,raw,raw,6,42.89805038287954,58.90865113619853,52.907780797723554,0.11799160771803693,0.1417978389055609
