entry,layer,family,variant,panel,metric,n,lost,gained,delta_pp,tf_lost,tf_gained,desired_nll_delta_mean,desired_nll_delta_p95,desired_nll_delta_p99,desired_nll_delta_max,lost_ids,gained_ids,cluster_cases,bootstrap_seed,bootstrap_repeats,descriptive_ci_low,descriptive_ci_high
70,5,matrix,perpendicular,Current,NS,1000,9,5,-0.4,2,3,-0.0010443794508464635,0.2423882961273192,0.4749812459945675,1.0606331825256348,b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;166cfeef9055e64405c8170f514c36bad3a9500d8ba3f076eb477048356c1443;2ada3103913f0b26d2433654b964a359551c726479ffc0615fa9a6f7229ce9d4;cf34171c9c8612effbf3d1a1d078c29e21015ee178f602b0e8a89180e68f796b;4ca36ec208c38e80ec2d5a42cc7e51c04e2820a96ae1eb906577d3dca57f2389;19d483f35a095a1df5187082cace431e4caeae3ed39345ae476d6854c2a0e605;e3750876a0b2fa81b406a7e5bdc95b93caad3a0f01c37585a1aaaef5ab86437c;668c3d4556d76b09ef11e1d0796e31db578922faffc8cf33aa557d25e4e5987e;731799fc2f03e415bd59b8ece350b63b967717e3f7613a7de8d282212eaefb6d,435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df;06d3f14716da6b6a0b49e91454fd53a1a0175e9e1aba53ec2becb1353c27f7b7;903a9ff29ea1da910dbfeaf71ec6ff9b9c1c5267682a36de986097ac1421d93f;b1e17ef267d95b7f5605a2274e77ae2f68070686a3ad3e4dcd184a6445353618;5af4b8ea2b87af350ffd978d143d8fc42fcb45db417e0c92a04b87b1e18da86d,,,,,
70,5,matrix,norm_control,Current,RS,100,0,12,12.0,0,30,-1.449338853256777,-0.020337550854310403,-0.00026996863540261495,0.0006785839796066284,,eb67700f95fc7818a14a2f7676cdd1091c10e23687cf38e60928e5625f3ce9e7;0903a9c716aaf8fd5a0affaa390861c67def9cf3bbfb72021da302fb2fbdc34b;48bf978f5ebf3b28bd15cd2675b728c6ec8999bfd9f35de37215de3864d2e1ac;4ebf13060265eef0f034fac46b8b88171725fdd325e22de0cc84e5c491288901;5c0dc92f52a30d861e19f0a1d0280c429d2298a1265ca1df1ae9def4d12d02cf;55271f89ce13738e2e7b3dce20ef921631fa6caef8746ba0b64755cf8fd339e2;b409825c7c133ca5c6632ee9775166f6df8ba687fcf8be0cafd0d001022da6e3;7b12e6b9fb4be744686803c848f717340a4c39b82430e9789ad69e134642959b;57017a3f0375f3dcad3793c8ceecbaf3fe1313eb34f03896d21d38070b045f83;33d950299f35c232120c6cd65b0efba186f98b03fb02feb746a4f689d12a69b6;929f124500b2cde1296782a3a2d155be95ac8c419d33c72bf4a7037e51b6192e;10f9790178f19ab3b5196feb819d195310d2337d9778b11ae8e103a5234441db,,,,,
70,5,matrix,norm_control,Current,PS,200,0,25,12.5,0,38,-1.2524986302189063,-0.007848453824408422,0.28702657222747435,1.751442790031433,,7e78b924dd49a678912e29ccc4ba347b0e2ffe201611f0bdbaec0f5c279f6bd1;edbae4625f85555074d638437916ccbc801a52d15ccd385ddb7affd00fb0b233;1feba90f4767c475c25f64df397146b92dd0d573c4234491ec13d2e1bcfa0a84;f25662f75b9feff5bdd240183776bbfbace017df2bea6ea8ed296121c1a98a3f;b348f3d2cf5d6baa7484b9e3a2694248e1a65af5ccb8257a4ac1bdab5e3355f4;05af47e3c75418ac7faf9f6865a1e3580a0f5453cdab3d1af3e0c1f74eeaad0c;dfea87bf776ec2574f88b1cfae8e9d5dfbd4524eaa97711561f600cd77359d74;d5b1ec8bf9483926ab5469bcc4ca108a129676a29189e2de6ccb991cf2d72dc2;79f2f90941ffe264673b02317489f613906c58746e020780a264b95ae16f208e;96947fa8b82118829776c6c3990a46dc853c55b5fe72e864a7388846a03e3049;1bf9a37c237a33dcb9aebe1c825d31b0aba715bf507a39b3a371c7bf0203443b;56060280f7d3ff4f952a446e7b35d26efb167b3f93747a7c13e34e7d708b7dd7;71dffdc59dfe0316ef2101b67977ded0f6d38ba8f8e95d02532327f106f2e864;80a050b12797d7d409da801ad65ae77df32a08091eaff3aea01526ac148fe931;e86667adbfdd7dc1145f74b4f9a33a0c5b2d84219f69a344cab04b92aaecdee1;4587a0a74d2d1f1940b793c861c111a323f8875844cf954928d88153af7bc4f4;992900508653892236e0d9b09c81079bf98cf89aa7fbc321d116ac849b196792;0eb891ca4338fb836bb3fe7195d02bfadb7843bc18e62c211a8713bce73e4b3f;686e609488a243d35f24088623c059e6f5c9d4494250308cb16434f7ad427ab3;f2454228b5e8eebdc868155dde2dd19ae12078b7e80549cd840724320ce97b7e;0d7b4c4c78dde1a0ef4e6f16d65e1d54b455f702ed6c44a2e953fa7b950614d5;ce5d65a4fe3b5c698bac7844a54ca5482a4ea70048d4726137819cff97d029de;6f054a9f4563c1f781df56fe8d92cd21ad7292e2b658b07de41de5835c18a22e;2719754e0891adbb164c3b7bc19015664e2c02c042395b47009100c95814d4bc;6caf4152cf54480f919641053153111aa2f4fb51d74766d0553d25552e1315d0,,,,,
70,5,matrix,norm_control,Current,NS,1000,10,5,-0.5,3,5,0.005267232367768884,0.26151417493820167,0.48660355091094953,1.3025603294372559,f87c5c2ac031e2f0290a5f1d22a140cdfcc7c51f74a0c5a347d8a7c09feeb610;b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;166cfeef9055e64405c8170f514c36bad3a9500d8ba3f076eb477048356c1443;2ada3103913f0b26d2433654b964a359551c726479ffc0615fa9a6f7229ce9d4;cf34171c9c8612effbf3d1a1d078c29e21015ee178f602b0e8a89180e68f796b;4ca36ec208c38e80ec2d5a42cc7e51c04e2820a96ae1eb906577d3dca57f2389;19d483f35a095a1df5187082cace431e4caeae3ed39345ae476d6854c2a0e605;e3750876a0b2fa81b406a7e5bdc95b93caad3a0f01c37585a1aaaef5ab86437c;668c3d4556d76b09ef11e1d0796e31db578922faffc8cf33aa557d25e4e5987e;731799fc2f03e415bd59b8ece350b63b967717e3f7613a7de8d282212eaefb6d,435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df;06d3f14716da6b6a0b49e91454fd53a1a0175e9e1aba53ec2becb1353c27f7b7;903a9ff29ea1da910dbfeaf71ec6ff9b9c1c5267682a36de986097ac1421d93f;b1e17ef267d95b7f5605a2274e77ae2f68070686a3ad3e4dcd184a6445353618;5af4b8ea2b87af350ffd978d143d8fc42fcb45db417e0c92a04b87b1e18da86d,,,,,
70,6,KR,ab,Current,RS,100,0,0,0.0,2,0,0.035949057225734576,0.24501934647560109,0.7454469347000133,0.9702829122543335,,,,,,,
70,6,KR,ba,Current,RS,100,0,0,0.0,0,1,0.00025517476511595306,0.010465396568179068,0.04857355494052331,0.35674941539764404,,,,,,,
70,6,KR,bb,Current,RS,100,0,0,0.0,1,1,0.02511275234959612,0.13173027540906315,0.6208521616458909,0.9231580495834351,,,,,,,
70,6,KR,ab,Current,PS,200,1,1,0.0,7,8,0.04320578687649686,0.91933657536283,3.3429289824515562,4.01554536819458,09c013acee707321f4736c098bff7355187b3e9edf2b158fc611c22777c557c2,c48df9a20868a08c6dca9fa122f93ac8543b3cb2f5314cecf8d3e1083cd940a1,,,,,
70,6,KR,ba,Current,PS,200,0,0,0.0,2,4,0.004468035052996129,0.24039287567138662,0.6533847975730894,0.7426128387451172,,,,,,,
70,6,KR,bb,Current,PS,200,1,1,0.0,7,8,0.025713309262064287,0.7795892059802993,3.4202307965606447,4.266770839691162,09c013acee707321f4736c098bff7355187b3e9edf2b158fc611c22777c557c2,c48df9a20868a08c6dca9fa122f93ac8543b3cb2f5314cecf8d3e1083cd940a1,,,,,
70,6,KR,ab,Current,NS,1000,10,8,-0.2,3,3,0.06291914751240983,0.7013623714447021,2.395708913803097,3.8895626068115234,064da13fd538e54b5fd21ebb9c706aad4bda8ff8fdd8277fa36e28a98a323f30;f93931a17c6bd3173b167be4e0f31dfb0189400a16df3f6c0539cccc3fd99023;cf34171c9c8612effbf3d1a1d078c29e21015ee178f602b0e8a89180e68f796b;c22efcf41cbf9cfed2c07b613907796cfe360ed40b1010954594982646b86396;06d3f14716da6b6a0b49e91454fd53a1a0175e9e1aba53ec2becb1353c27f7b7;f71a585dba418997773bfc619872ce300d4e241aa1f131c19b5e3f19ebb4307f;c4f83f7d73b37ad1627b4954529305eaf579c74fd1ac955eb765dac0f4dd7a4e;3c45aacc967ad3a5e889069f14bd64c89b88f9a4f6dae951be968e3bf43797c7;e7c975c81896177210ebda7222e5f3f5a282e832ad0cfdcced5cca45348cb2ec;b1e17ef267d95b7f5605a2274e77ae2f68070686a3ad3e4dcd184a6445353618,e082cc97facf5c62c57451e7a5b5b402495f3a1f31f80857f55c134e6f2f546d;3c047873ce358a042ae3568a618602ac16b4be9962318fac40d438edc258d70f;e73cbecc4997acced907eba75115467d5a7f549841ab7b17088589f85e20384f;d18c0cadd38c47a0b7305e16cebc8029bfdf19ea0f9db9bd8a7ae21b3d65b594;b3141edba806438d7741b06deaf9b2473f16d41044f9af3957fb138e3d212af3;4124aff47412a8aa3caf95bc88ed27950cc5427dd56432b71e24542fa8bd857c;412372a9eac0463ffa8e2fd1611788b38afa683706cbfaeebcc5810b6c8ff749;db6f0dbfa86883a37d4461cdfedd4f479e2f840fcc3f73ecb6f74ac30a110709,,,,,
70,6,KR,ba,Current,NS,1000,2,2,0.0,0,0,-0.0063635814688168466,0.11092991828918451,0.19801994323730468,0.2869987487792969,064da13fd538e54b5fd21ebb9c706aad4bda8ff8fdd8277fa36e28a98a323f30;87851b54ae38d0f4e13b6c858a57aba93a2b575dad3b0a7642ee46f95553c0ab,e73cbecc4997acced907eba75115467d5a7f549841ab7b17088589f85e20384f;2604132ce1f000cad96cbd67655d3379ccbb4482c59efc21758d8a9500ff52fe,,,,,
70,6,KR,bb,Current,NS,1000,10,7,-0.3,3,3,0.06219262480456382,0.6590593338012694,2.1679275894164998,4.118206024169922,064da13fd538e54b5fd21ebb9c706aad4bda8ff8fdd8277fa36e28a98a323f30;f93931a17c6bd3173b167be4e0f31dfb0189400a16df3f6c0539cccc3fd99023;cf34171c9c8612effbf3d1a1d078c29e21015ee178f602b0e8a89180e68f796b;c22efcf41cbf9cfed2c07b613907796cfe360ed40b1010954594982646b86396;06d3f14716da6b6a0b49e91454fd53a1a0175e9e1aba53ec2becb1353c27f7b7;f71a585dba418997773bfc619872ce300d4e241aa1f131c19b5e3f19ebb4307f;c4f83f7d73b37ad1627b4954529305eaf579c74fd1ac955eb765dac0f4dd7a4e;3c45aacc967ad3a5e889069f14bd64c89b88f9a4f6dae951be968e3bf43797c7;e7c975c81896177210ebda7222e5f3f5a282e832ad0cfdcced5cca45348cb2ec;b1e17ef267d95b7f5605a2274e77ae2f68070686a3ad3e4dcd184a6445353618,3c047873ce358a042ae3568a618602ac16b4be9962318fac40d438edc258d70f;e73cbecc4997acced907eba75115467d5a7f549841ab7b17088589f85e20384f;d18c0cadd38c47a0b7305e16cebc8029bfdf19ea0f9db9bd8a7ae21b3d65b594;b3141edba806438d7741b06deaf9b2473f16d41044f9af3957fb138e3d212af3;4124aff47412a8aa3caf95bc88ed27950cc5427dd56432b71e24542fa8bd857c;412372a9eac0463ffa8e2fd1611788b38afa683706cbfaeebcc5810b6c8ff749;db6f0dbfa86883a37d4461cdfedd4f479e2f840fcc3f73ecb6f74ac30a110709,,,,,
70,6,components,mean,Current,RS,100,0,0,0.0,0,0,0.0002628736663609743,0.019006687402725212,0.03223551511764527,0.03340506553649902,,,,,,,
70,6,components,mean,Current,PS,200,0,0,0.0,0,0,0.0019005381350871175,0.05012650489807118,0.07983988523483275,0.08565950393676758,,,,,,,
70,6,components,mean,Current,NS,1000,1,0,-0.1,1,0,0.0029529114631004633,0.0472307801246643,0.06972997665405273,0.09181594848632812,328fc899c97f4cad0854a875c4c464731134c1a455a3f7ee1aa8aedb514c09a7,,,,,,
70,6,components,centered,Current,RS,100,0,4,4.0,0,15,-0.848498396218638,-0.002760576270520688,-0.0001261932309716937,-6.893184036016464e-05,,0c244bed895b1f2f88177286ab010066cb7c1c35ea76a679aa85f1d086024bb7;36e914e886bb8874408c73c7185699e79f62cf69b5d4b9807ed74a3edf004cae;eec1bf4741b3b034a26976f642c56b16d38362b310d79428df0794fbb6bcde6b;9a95aaae42119f25f0606d8bdedebd0e0e6bfa67ed68953b55cc3bf50fd5ffe3,,,,,
70,6,components,centered,Current,PS,200,0,12,6.0,0,29,-0.8786812252789968,0.005121473968028981,0.120083652734756,0.6157364845275879,,dd6f4c74a5f72a5d71ebf7e35560429bf26bc0800865e3b24ffc6779c882d7a7;ba1231bcceb2b00e5e0459d036d63653c8f9d3db71b6c57099442936efff35a5;2d4a14c56e6162153f1d171ef948acd93af85e5801a42d8788a05225e508dc05;e3f2bac8d29e97c2b0b3ead61b6baf7e332271a6cb0611dee8d16cb4e2cffad3;8aef8bb4a944be691c3462d5ee182f771ae2a5804ca2762f49b5be72f1736998;a72f0b5577d9442914bf16a9f741e09c30ee044dfd8b64c641bbaefa3c86ea30;192ccaade0324f81f3f2be6c25bb45f5df947e759f42456adae9fca3dc83b7f4;8a0d48be5dc6428fed1876ae7a52b8fbd87b6dd2e0c16a1908d3af330e271cdb;cb44e10fbe3ac2ab29bac77889a85e2acce7e1489444b0b7c5def7082427969e;f3425bf1a7d64d6f880e85745555d82d889b9294644971c175f710c641cc6220;c21a2eeb0ee2dbec4ed9ab7b40769777698a67ba894c2b932c151f25105445f4;d632e9bd79063fa3b3aff4d82d7ac316108cfe270747362990bcdcdad631254d,,,,,
70,6,components,centered,Current,NS,1000,10,3,-0.7,3,1,0.0012689472828060389,0.21380958557128904,0.5178886651992797,1.0156621932983398,98c08a263c1282015ebd314b8859b4e9e5140b8dd730a11ef16ac9c0a1dd5935;435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df;32b015514043ea1ceb4f2aec659122829bbabbdfafb4542b7b102e598a22453b;903a9ff29ea1da910dbfeaf71ec6ff9b9c1c5267682a36de986097ac1421d93f;b5e0f332ab8ba4ca2278f4604248c52a5a9e7ebb3c4f7cafa85dc99bfc43fa69;8919b0bad42f5d298b3b8c78aea2b47432a7051a457919e7098c5319a6027796;009877f486b9238b335534d63957de4bb2897c731f8c67fe5158277aef53e564;5af4b8ea2b87af350ffd978d143d8fc42fcb45db417e0c92a04b87b1e18da86d;ab38ef23db04a80e21d8b806d9fc8bf9c2c52bc432776d72f5d2650eb1ff876c;328fc899c97f4cad0854a875c4c464731134c1a455a3f7ee1aa8aedb514c09a7,ad097afb3768e59df89844378fb126e9c53aaf692070f27f53e6ccb703188a88;b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;d18c0cadd38c47a0b7305e16cebc8029bfdf19ea0f9db9bd8a7ae21b3d65b594,,,,,
70,6,components,full,Current,RS,100,0,4,4.0,0,15,-0.8486324054005672,-0.0027637564926408253,-9.903499856591121e-05,0.00010150019079446793,,0c244bed895b1f2f88177286ab010066cb7c1c35ea76a679aa85f1d086024bb7;36e914e886bb8874408c73c7185699e79f62cf69b5d4b9807ed74a3edf004cae;eec1bf4741b3b034a26976f642c56b16d38362b310d79428df0794fbb6bcde6b;9a95aaae42119f25f0606d8bdedebd0e0e6bfa67ed68953b55cc3bf50fd5ffe3,,,,,
70,6,components,full,Current,PS,200,0,12,6.0,0,29,-0.8763311741399229,0.0005558420438319285,0.12585814476013116,0.575922966003418,,dd6f4c74a5f72a5d71ebf7e35560429bf26bc0800865e3b24ffc6779c882d7a7;ba1231bcceb2b00e5e0459d036d63653c8f9d3db71b6c57099442936efff35a5;2d4a14c56e6162153f1d171ef948acd93af85e5801a42d8788a05225e508dc05;e3f2bac8d29e97c2b0b3ead61b6baf7e332271a6cb0611dee8d16cb4e2cffad3;8aef8bb4a944be691c3462d5ee182f771ae2a5804ca2762f49b5be72f1736998;a72f0b5577d9442914bf16a9f741e09c30ee044dfd8b64c641bbaefa3c86ea30;192ccaade0324f81f3f2be6c25bb45f5df947e759f42456adae9fca3dc83b7f4;8a0d48be5dc6428fed1876ae7a52b8fbd87b6dd2e0c16a1908d3af330e271cdb;cb44e10fbe3ac2ab29bac77889a85e2acce7e1489444b0b7c5def7082427969e;f3425bf1a7d64d6f880e85745555d82d889b9294644971c175f710c641cc6220;c21a2eeb0ee2dbec4ed9ab7b40769777698a67ba894c2b932c151f25105445f4;d632e9bd79063fa3b3aff4d82d7ac316108cfe270747362990bcdcdad631254d,,,,,
70,6,components,full,Current,NS,1000,10,4,-0.6,3,1,0.00400156413950026,0.21440384387969968,0.5072665405273435,0.9755878448486328,98c08a263c1282015ebd314b8859b4e9e5140b8dd730a11ef16ac9c0a1dd5935;435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df;32b015514043ea1ceb4f2aec659122829bbabbdfafb4542b7b102e598a22453b;903a9ff29ea1da910dbfeaf71ec6ff9b9c1c5267682a36de986097ac1421d93f;b5e0f332ab8ba4ca2278f4604248c52a5a9e7ebb3c4f7cafa85dc99bfc43fa69;8919b0bad42f5d298b3b8c78aea2b47432a7051a457919e7098c5319a6027796;009877f486b9238b335534d63957de4bb2897c731f8c67fe5158277aef53e564;5af4b8ea2b87af350ffd978d143d8fc42fcb45db417e0c92a04b87b1e18da86d;ab38ef23db04a80e21d8b806d9fc8bf9c2c52bc432776d72f5d2650eb1ff876c;328fc899c97f4cad0854a875c4c464731134c1a455a3f7ee1aa8aedb514c09a7,ad097afb3768e59df89844378fb126e9c53aaf692070f27f53e6ccb703188a88;b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;d18c0cadd38c47a0b7305e16cebc8029bfdf19ea0f9db9bd8a7ae21b3d65b594;5b344ea2a400333f3663cbca9f3370546aa83e02fe88f1d91eb23f3dbbadd9cd,,,,,
70,6,matrix,parallel,Current,RS,100,0,0,0.0,2,0,-0.013828069192823023,0.06690418720245361,0.12394836425781368,0.3521256446838379,,,,,,,
70,6,matrix,parallel,Current,PS,200,0,2,1.0,0,4,0.004210535807069391,0.15461816787719726,0.29566401243209706,0.45754528045654297,,ba1231bcceb2b00e5e0459d036d63653c8f9d3db71b6c57099442936efff35a5;2d4a14c56e6162153f1d171ef948acd93af85e5801a42d8788a05225e508dc05,,,,,
70,6,matrix,parallel,Current,NS,1000,2,0,-0.2,0,1,-0.00027005726378411053,0.06497180461883541,0.11773585557937621,0.23239612579345703,435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df;903a9ff29ea1da910dbfeaf71ec6ff9b9c1c5267682a36de986097ac1421d93f,,,,,,
70,6,matrix,perpendicular,Current,RS,100,0,4,4.0,0,15,-0.8417003542595194,-0.002797866598120894,-0.00013245590496808126,0.00018453598022460938,,0c244bed895b1f2f88177286ab010066cb7c1c35ea76a679aa85f1d086024bb7;36e914e886bb8874408c73c7185699e79f62cf69b5d4b9807ed74a3edf004cae;eec1bf4741b3b034a26976f642c56b16d38362b310d79428df0794fbb6bcde6b;9a95aaae42119f25f0606d8bdedebd0e0e6bfa67ed68953b55cc3bf50fd5ffe3,,,,,
70,6,matrix,perpendicular,Current,PS,200,0,12,6.0,0,29,-0.8804931595351081,0.001887426897883402,0.10527993917465091,0.7002420425415039,,dd6f4c74a5f72a5d71ebf7e35560429bf26bc0800865e3b24ffc6779c882d7a7;ba1231bcceb2b00e5e0459d036d63653c8f9d3db71b6c57099442936efff35a5;2d4a14c56e6162153f1d171ef948acd93af85e5801a42d8788a05225e508dc05;e3f2bac8d29e97c2b0b3ead61b6baf7e332271a6cb0611dee8d16cb4e2cffad3;8aef8bb4a944be691c3462d5ee182f771ae2a5804ca2762f49b5be72f1736998;a72f0b5577d9442914bf16a9f741e09c30ee044dfd8b64c641bbaefa3c86ea30;192ccaade0324f81f3f2be6c25bb45f5df947e759f42456adae9fca3dc83b7f4;8a0d48be5dc6428fed1876ae7a52b8fbd87b6dd2e0c16a1908d3af330e271cdb;cb44e10fbe3ac2ab29bac77889a85e2acce7e1489444b0b7c5def7082427969e;f3425bf1a7d64d6f880e85745555d82d889b9294644971c175f710c641cc6220;c21a2eeb0ee2dbec4ed9ab7b40769777698a67ba894c2b932c151f25105445f4;d632e9bd79063fa3b3aff4d82d7ac316108cfe270747362990bcdcdad631254d,,,,,
70,6,matrix,perpendicular,Current,NS,1000,7,3,-0.4,2,1,0.004722114415839315,0.22771461009979246,0.5567054367065427,1.1622934341430664,435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df;32b015514043ea1ceb4f2aec659122829bbabbdfafb4542b7b102e598a22453b;b5e0f332ab8ba4ca2278f4604248c52a5a9e7ebb3c4f7cafa85dc99bfc43fa69;8919b0bad42f5d298b3b8c78aea2b47432a7051a457919e7098c5319a6027796;009877f486b9238b335534d63957de4bb2897c731f8c67fe5158277aef53e564;ab38ef23db04a80e21d8b806d9fc8bf9c2c52bc432776d72f5d2650eb1ff876c;328fc899c97f4cad0854a875c4c464731134c1a455a3f7ee1aa8aedb514c09a7,ad097afb3768e59df89844378fb126e9c53aaf692070f27f53e6ccb703188a88;b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;d18c0cadd38c47a0b7305e16cebc8029bfdf19ea0f9db9bd8a7ae21b3d65b594,,,,,
70,6,matrix,norm_control,Current,RS,100,0,4,4.0,0,15,-0.8379874288008432,-0.0027366055990569313,-9.790063835680402e-05,6.243586540222168e-05,,0c244bed895b1f2f88177286ab010066cb7c1c35ea76a679aa85f1d086024bb7;36e914e886bb8874408c73c7185699e79f62cf69b5d4b9807ed74a3edf004cae;eec1bf4741b3b034a26976f642c56b16d38362b310d79428df0794fbb6bcde6b;9a95aaae42119f25f0606d8bdedebd0e0e6bfa67ed68953b55cc3bf50fd5ffe3,,,,,
70,6,matrix,norm_control,Current,PS,200,0,12,6.0,0,29,-0.8631944268953521,0.0005449953954666699,0.12241996169090204,0.5604629516601562,,dd6f4c74a5f72a5d71ebf7e35560429bf26bc0800865e3b24ffc6779c882d7a7;ba1231bcceb2b00e5e0459d036d63653c8f9d3db71b6c57099442936efff35a5;2d4a14c56e6162153f1d171ef948acd93af85e5801a42d8788a05225e508dc05;e3f2bac8d29e97c2b0b3ead61b6baf7e332271a6cb0611dee8d16cb4e2cffad3;8aef8bb4a944be691c3462d5ee182f771ae2a5804ca2762f49b5be72f1736998;a72f0b5577d9442914bf16a9f741e09c30ee044dfd8b64c641bbaefa3c86ea30;192ccaade0324f81f3f2be6c25bb45f5df947e759f42456adae9fca3dc83b7f4;8a0d48be5dc6428fed1876ae7a52b8fbd87b6dd2e0c16a1908d3af330e271cdb;cb44e10fbe3ac2ab29bac77889a85e2acce7e1489444b0b7c5def7082427969e;f3425bf1a7d64d6f880e85745555d82d889b9294644971c175f710c641cc6220;c21a2eeb0ee2dbec4ed9ab7b40769777698a67ba894c2b932c151f25105445f4;d632e9bd79063fa3b3aff4d82d7ac316108cfe270747362990bcdcdad631254d,,,,,
70,6,matrix,norm_control,Current,NS,1000,10,4,-0.6,3,1,0.003901130388490856,0.21035168170928953,0.4974405336380003,0.9557628631591797,98c08a263c1282015ebd314b8859b4e9e5140b8dd730a11ef16ac9c0a1dd5935;435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df;32b015514043ea1ceb4f2aec659122829bbabbdfafb4542b7b102e598a22453b;903a9ff29ea1da910dbfeaf71ec6ff9b9c1c5267682a36de986097ac1421d93f;b5e0f332ab8ba4ca2278f4604248c52a5a9e7ebb3c4f7cafa85dc99bfc43fa69;8919b0bad42f5d298b3b8c78aea2b47432a7051a457919e7098c5319a6027796;009877f486b9238b335534d63957de4bb2897c731f8c67fe5158277aef53e564;5af4b8ea2b87af350ffd978d143d8fc42fcb45db417e0c92a04b87b1e18da86d;ab38ef23db04a80e21d8b806d9fc8bf9c2c52bc432776d72f5d2650eb1ff876c;328fc899c97f4cad0854a875c4c464731134c1a455a3f7ee1aa8aedb514c09a7,ad097afb3768e59df89844378fb126e9c53aaf692070f27f53e6ccb703188a88;b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;d18c0cadd38c47a0b7305e16cebc8029bfdf19ea0f9db9bd8a7ae21b3d65b594;5b344ea2a400333f3663cbca9f3370546aa83e02fe88f1d91eb23f3dbbadd9cd,,,,,
80,,E4-H,SHAM,N512,NS,512,0,0,0.0,0,0,-9.05301931197755e-07,1.2874603271484375e-05,2.27832794189453e-05,3.147125244140625e-05,,,468,20260924,2000,0.0,0.0
80,,E4-H,H5,N512,NS,512,0,0,0.0,0,0,0.0011887180426128907,0.024386584758758538,0.051280088424682534,0.0751190185546875,,,468,20260924,2000,0.0,0.0
80,,E4-H,H6,N512,NS,512,0,0,0.0,0,1,-0.00207821628646343,0.019537949562072752,0.03861392021179191,0.047342896461486816,,,468,20260924,2000,0.0,0.0
80,,E4-H,H56,N512,NS,512,0,0,0.0,0,1,-0.0008162851008819416,0.02998549342155455,0.045843973159790025,0.1017160415649414,,,468,20260924,2000,0.0,0.0
80,,E4-H,MASS56,N512,NS,512,0,0,0.0,0,0,8.523926589987241e-05,0.0006208419799804685,0.0012035989761352524,0.004948616027832031,,,468,20260924,2000,0.0,0.0
80,5,KR,ab,Current,RS,100,0,0,0.0,3,0,0.09425297775203945,0.49561830163002,0.9388914799690256,1.1159005165100098,,,,,,,
80,5,KR,ba,Current,RS,100,0,0,0.0,1,2,-0.018929807575041195,0.024533740431070324,0.09188831489533576,0.8472959995269775,,,,,,,
80,5,KR,bb,Current,RS,100,0,0,0.0,3,2,0.05664415306629962,0.3974119886755942,0.8051459169387829,1.0260207653045654,,,,,,,
80,5,KR,ab,Current,PS,200,0,1,0.5,4,2,0.06365449840668588,0.6850080728530884,1.136364006996145,2.419926643371582,,f90c6b3e8e361f9bfc5819b6a407a5a5b37ce621117723121fd4442c4f9b401e,,,,,
80,5,KR,ba,Current,PS,200,1,0,-0.5,2,1,-0.011458838796243072,0.23833886384963976,0.7803769195079776,1.5134735107421875,3f85ac5b91622341c39055ddcf42b49769b9e2366b2d9e144bf2f8aaf4b3cc8b,,,,,,
80,5,KR,bb,Current,PS,200,0,1,0.5,2,3,0.010377949273679405,0.5622597187757488,1.2420914411544726,2.1073150634765625,,f90c6b3e8e361f9bfc5819b6a407a5a5b37ce621117723121fd4442c4f9b401e,,,,,
