entry,layer,family,variant,panel,metric,n,lost,gained,delta_pp,tf_lost,tf_gained,desired_nll_delta_mean,desired_nll_delta_p95,desired_nll_delta_p99,desired_nll_delta_max,lost_ids,gained_ids,cluster_cases,bootstrap_seed,bootstrap_repeats,descriptive_ci_low,descriptive_ci_high
50,6,components,centered,Current,PS,200,0,8,4.0,0,14,-0.676996040942613,0.01838373243808738,0.17003016233444204,0.3300797939300537,,203f59acd393dc09aafa3a7a919bd422360ee8b6b4a256a9ab8cb351275d7428;4505f76868efbad2b7ceb6a6285b2deef8b8b1755486e19dd7d151a47402a207;608335e4f63415924253618400b6b1e2210cc03cdd44c02bb4c00dee135f9d67;d3e4b5725bf8c292726554a8fb27dbf3ee9ece93ab60108e13073a270ff45ea6;730de2056177aacd1867e43198b1bc25085b750c6b0b9e2d2e06a05ff4e06875;47da490888aa091703c7d5ceefb986cbf18aa0792089c55d0ba196c9f768a67d;d75427aee8d4e995144bc89cee937e865f177fd6051f03b898961ad26f1dc374;5b1adab87d7e5a0258cbf8f393cb52aa526ca85c7811e77c6fe6e4c94421ec11,,,,,
50,6,components,centered,Current,NS,1000,4,2,-0.2,4,3,0.012109624973963945,0.1956188917160034,0.416526494026184,0.8310275077819824,ce198fcb73f9ea42c84b4c3f5e52e4f0436c6324cdaabe59d56d45175c5c6d4f;278187f13a9331a103c3bd237ed6d83ef93ac2754929676f528ea7f1cdb87371;c2fb7e48cbbeb1f2f9b91084378e58158ceedbae2d12b8f9716470a043d4394a;c64695fe56073a656e80a5d8a457509169ff665bfd8fc3aebe88c57a68828d04,eeb0a10e475ab1e5f1cc22937bb9c8ed9617aa6a939829f3a740320c3249cafd;3ed471d2d54b791b7366319ac9dd83ef54dd5ba2e0339cb993c07c2d78b9e8c6,,,,,
50,6,components,full,Current,RS,100,0,5,5.0,0,9,-0.6257035110387369,-0.0016591727631748677,-3.1256524380288696e-05,0.0014732610434293747,,b34e85779a59aadb125041d320d904ce60be887ef26ff06b5ce82acc03576e09;e04259bab38e05977f6145418824038daceaa962e5b620a3be5c1ef965878d74;10011666cafcd54a55638a96799b6508c77fdda4121e87ee59f2b3c26d1f3ba3;def38c8bfcec028e32af4262683d5f103bdcfd21a6958b6e641d58bcb12aa7de;c3b6e1f711af92ee7246827d9b67a7b79f87504722dc341808d0cdfd41b4bf34,,,,,
50,6,components,full,Current,PS,200,0,8,4.0,0,14,-0.6800094938775874,0.01947577595710751,0.15385602951049784,0.30625462532043457,,203f59acd393dc09aafa3a7a919bd422360ee8b6b4a256a9ab8cb351275d7428;4505f76868efbad2b7ceb6a6285b2deef8b8b1755486e19dd7d151a47402a207;608335e4f63415924253618400b6b1e2210cc03cdd44c02bb4c00dee135f9d67;d3e4b5725bf8c292726554a8fb27dbf3ee9ece93ab60108e13073a270ff45ea6;730de2056177aacd1867e43198b1bc25085b750c6b0b9e2d2e06a05ff4e06875;47da490888aa091703c7d5ceefb986cbf18aa0792089c55d0ba196c9f768a67d;d75427aee8d4e995144bc89cee937e865f177fd6051f03b898961ad26f1dc374;5b1adab87d7e5a0258cbf8f393cb52aa526ca85c7811e77c6fe6e4c94421ec11,,,,,
50,6,components,full,Current,NS,1000,3,2,-0.1,4,3,0.01583095531677827,0.21141755580902094,0.43295566797256463,0.831852912902832,ce198fcb73f9ea42c84b4c3f5e52e4f0436c6324cdaabe59d56d45175c5c6d4f;278187f13a9331a103c3bd237ed6d83ef93ac2754929676f528ea7f1cdb87371;c2fb7e48cbbeb1f2f9b91084378e58158ceedbae2d12b8f9716470a043d4394a,eeb0a10e475ab1e5f1cc22937bb9c8ed9617aa6a939829f3a740320c3249cafd;3ed471d2d54b791b7366319ac9dd83ef54dd5ba2e0339cb993c07c2d78b9e8c6,,,,,
50,6,matrix,parallel,Current,RS,100,0,0,0.0,0,0,-0.013282088125124573,0.006898629665374751,0.01890065908432047,0.09648776054382324,,,,,,,
50,6,matrix,parallel,Current,PS,200,0,0,0.0,0,0,-0.012022734542260877,0.029850828647613438,0.09722721934318451,0.203521728515625,,,,,,,
50,6,matrix,parallel,Current,NS,1000,1,2,0.1,1,1,-0.0009953259220346808,0.03484065532684325,0.06558692455291748,0.12358283996582031,278187f13a9331a103c3bd237ed6d83ef93ac2754929676f528ea7f1cdb87371,f24b43da2a680178cc957c8f82c0c5dddc482a185886f005df97bff39d99cf44;eeb0a10e475ab1e5f1cc22937bb9c8ed9617aa6a939829f3a740320c3249cafd,,,,,
50,6,matrix,perpendicular,Current,RS,100,0,5,5.0,0,9,-0.6191439209072268,-0.001691892567032485,-4.8418170772485504e-05,0.0013803169131278992,,b34e85779a59aadb125041d320d904ce60be887ef26ff06b5ce82acc03576e09;e04259bab38e05977f6145418824038daceaa962e5b620a3be5c1ef965878d74;10011666cafcd54a55638a96799b6508c77fdda4121e87ee59f2b3c26d1f3ba3;def38c8bfcec028e32af4262683d5f103bdcfd21a6958b6e641d58bcb12aa7de;c3b6e1f711af92ee7246827d9b67a7b79f87504722dc341808d0cdfd41b4bf34,,,,,
50,6,matrix,perpendicular,Current,PS,200,0,8,4.0,0,14,-0.6716800863212847,0.014592100679874277,0.16632057547569218,0.296461820602417,,203f59acd393dc09aafa3a7a919bd422360ee8b6b4a256a9ab8cb351275d7428;4505f76868efbad2b7ceb6a6285b2deef8b8b1755486e19dd7d151a47402a207;608335e4f63415924253618400b6b1e2210cc03cdd44c02bb4c00dee135f9d67;d3e4b5725bf8c292726554a8fb27dbf3ee9ece93ab60108e13073a270ff45ea6;730de2056177aacd1867e43198b1bc25085b750c6b0b9e2d2e06a05ff4e06875;47da490888aa091703c7d5ceefb986cbf18aa0792089c55d0ba196c9f768a67d;d75427aee8d4e995144bc89cee937e865f177fd6051f03b898961ad26f1dc374;5b1adab87d7e5a0258cbf8f393cb52aa526ca85c7811e77c6fe6e4c94421ec11,,,,,
50,6,matrix,perpendicular,Current,NS,1000,2,2,0.0,4,2,0.016723668416030704,0.19266204833984354,0.39452675819396965,0.906618595123291,ce198fcb73f9ea42c84b4c3f5e52e4f0436c6324cdaabe59d56d45175c5c6d4f;c2fb7e48cbbeb1f2f9b91084378e58158ceedbae2d12b8f9716470a043d4394a,eeb0a10e475ab1e5f1cc22937bb9c8ed9617aa6a939829f3a740320c3249cafd;3ed471d2d54b791b7366319ac9dd83ef54dd5ba2e0339cb993c07c2d78b9e8c6,,,,,
50,6,matrix,norm_control,Current,RS,100,0,5,5.0,0,9,-0.6236456011442351,-0.0016536803726921812,-3.146818839012804e-05,0.0014638733118772507,,b34e85779a59aadb125041d320d904ce60be887ef26ff06b5ce82acc03576e09;e04259bab38e05977f6145418824038daceaa962e5b620a3be5c1ef965878d74;10011666cafcd54a55638a96799b6508c77fdda4121e87ee59f2b3c26d1f3ba3;def38c8bfcec028e32af4262683d5f103bdcfd21a6958b6e641d58bcb12aa7de;c3b6e1f711af92ee7246827d9b67a7b79f87504722dc341808d0cdfd41b4bf34,,,,,
50,6,matrix,norm_control,Current,PS,200,0,8,4.0,0,14,-0.6775047820732288,0.019243556261062604,0.15335185885429362,0.30428481101989746,,203f59acd393dc09aafa3a7a919bd422360ee8b6b4a256a9ab8cb351275d7428;4505f76868efbad2b7ceb6a6285b2deef8b8b1755486e19dd7d151a47402a207;608335e4f63415924253618400b6b1e2210cc03cdd44c02bb4c00dee135f9d67;d3e4b5725bf8c292726554a8fb27dbf3ee9ece93ab60108e13073a270ff45ea6;730de2056177aacd1867e43198b1bc25085b750c6b0b9e2d2e06a05ff4e06875;47da490888aa091703c7d5ceefb986cbf18aa0792089c55d0ba196c9f768a67d;d75427aee8d4e995144bc89cee937e865f177fd6051f03b898961ad26f1dc374;5b1adab87d7e5a0258cbf8f393cb52aa526ca85c7811e77c6fe6e4c94421ec11,,,,,
50,6,matrix,norm_control,Current,NS,1000,3,2,-0.1,4,3,0.015738350928761066,0.21019294857978815,0.43072934389114376,0.8273324966430664,ce198fcb73f9ea42c84b4c3f5e52e4f0436c6324cdaabe59d56d45175c5c6d4f;278187f13a9331a103c3bd237ed6d83ef93ac2754929676f528ea7f1cdb87371;c2fb7e48cbbeb1f2f9b91084378e58158ceedbae2d12b8f9716470a043d4394a,eeb0a10e475ab1e5f1cc22937bb9c8ed9617aa6a939829f3a740320c3249cafd;3ed471d2d54b791b7366319ac9dd83ef54dd5ba2e0339cb993c07c2d78b9e8c6,,,,,
70,,E4-H,SHAM,N512,NS,512,0,0,0.0,0,0,-1.2535747373476624e-07,1.43587589263916e-05,2.288818359375e-05,4.9591064453125e-05,,,468,20260924,2000,0.0,0.0
70,,E4-H,H5,N512,NS,512,0,0,0.0,0,0,0.000845929367642384,0.011115980148315415,0.023141775131225575,0.1001882553100586,,,468,20260924,2000,0.0,0.0
70,,E4-H,H6,N512,NS,512,0,0,0.0,0,0,0.0001402609996148385,0.012279462814331055,0.02267639160156248,0.08982563018798828,,,468,20260924,2000,0.0,0.0
70,,E4-H,H56,N512,NS,512,0,0,0.0,0,0,0.0009661276344559155,0.01797358989715576,0.034684200286865224,0.19056320190429688,,,468,20260924,2000,0.0,0.0
70,,E4-H,MASS56,N512,NS,512,0,0,0.0,0,0,4.265009192749858e-05,0.00031255483627319326,0.0015256798267364441,0.0026683807373046875,,,468,20260924,2000,0.0,0.0
70,5,KR,ab,Current,RS,100,1,0,-1.0,1,0,0.047756245227647015,0.24025564342737174,0.4908865129947667,0.5842679738998413,e086f08a536ef500848521d5a6f700f6fe67a0df5808d317248f1f8146c3cb98,,,,,,
70,5,KR,ba,Current,RS,100,0,0,0.0,0,1,-0.029170912753033917,0.0001585933379828929,0.009253118634226395,0.48447632789611816,,,,,,,
70,5,KR,bb,Current,RS,100,1,0,-1.0,1,0,0.010158001455711201,0.19568874686956403,0.31009596288204244,0.40973758697509766,e086f08a536ef500848521d5a6f700f6fe67a0df5808d317248f1f8146c3cb98,,,,,,
70,5,KR,ab,Current,PS,200,2,0,-1.0,6,1,0.10470792907522991,0.5285630583763117,0.8723911273479403,1.9030072689056396,fb51bfffb100c9153933444cd143fd643d6fe5ac8b2158f632d166af818241f8;c48df9a20868a08c6dca9fa122f93ac8543b3cb2f5314cecf8d3e1083cd940a1,,,,,,
70,5,KR,ba,Current,PS,200,0,0,0.0,0,0,-0.04012125701963669,0.08947141170501706,0.22535361051559416,0.3963872194290161,,,,,,,
70,5,KR,bb,Current,PS,200,2,0,-1.0,5,1,0.05264608262601542,0.4101003348827362,0.9419781339168507,2.0749382972717285,fb51bfffb100c9153933444cd143fd643d6fe5ac8b2158f632d166af818241f8;c48df9a20868a08c6dca9fa122f93ac8543b3cb2f5314cecf8d3e1083cd940a1,,,,,,
70,5,KR,ab,Current,NS,1000,1,6,0.5,2,2,-0.017515304448083042,0.108853268623352,0.16697237491607653,0.31100988388061523,435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df,ad097afb3768e59df89844378fb126e9c53aaf692070f27f53e6ccb703188a88;b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;b1e17ef267d95b7f5605a2274e77ae2f68070686a3ad3e4dcd184a6445353618;5af4b8ea2b87af350ffd978d143d8fc42fcb45db417e0c92a04b87b1e18da86d;c28b8b5167eaa15d3e326a171964c29805bc2f8b064da406f922292fe1fcd751;51d8474a0858c468793e1f06ad04335a2262199b2cf1090b8fe4fc9361db67cd,,,,,
70,5,KR,ba,Current,NS,1000,1,4,0.3,3,1,-1.4863472431898116e-05,0.10395561456680297,0.2324484968185423,0.5922679901123047,8b1a687c8fd790651d77cb3b27e81166bc469c5a365412d455267930e0fe4e99,ad097afb3768e59df89844378fb126e9c53aaf692070f27f53e6ccb703188a88;b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;5b344ea2a400333f3663cbca9f3370546aa83e02fe88f1d91eb23f3dbbadd9cd;b1e17ef267d95b7f5605a2274e77ae2f68070686a3ad3e4dcd184a6445353618,,,,,
70,5,KR,bb,Current,NS,1000,2,6,0.4,4,3,-0.017771636882796885,0.1367850542068481,0.2602695941925049,0.38727426528930664,98c08a263c1282015ebd314b8859b4e9e5140b8dd730a11ef16ac9c0a1dd5935;435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df,ad097afb3768e59df89844378fb126e9c53aaf692070f27f53e6ccb703188a88;b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;5b344ea2a400333f3663cbca9f3370546aa83e02fe88f1d91eb23f3dbbadd9cd;b1e17ef267d95b7f5605a2274e77ae2f68070686a3ad3e4dcd184a6445353618;c28b8b5167eaa15d3e326a171964c29805bc2f8b064da406f922292fe1fcd751;51d8474a0858c468793e1f06ad04335a2262199b2cf1090b8fe4fc9361db67cd,,,,,
70,5,components,mean,Current,RS,100,1,0,-1.0,0,0,0.006345601575449109,0.04108881950378417,0.07426646232604991,0.09664535522460938,71d74b849bbe1639f1f610e9f53e34c9cf47d85d7aa5512873b0c1294deef5d1,,,,,,
70,5,components,mean,Current,PS,200,0,0,0.0,0,0,0.00887026051292196,0.08062638044357287,0.14591864824295014,0.1822032928466797,,,,,,,
70,5,components,mean,Current,NS,1000,0,0,0.0,0,0,0.005554525439627468,0.052944731712341306,0.13767744064331056,0.284027099609375,,,,,,,
70,5,components,centered,Current,RS,100,0,12,12.0,0,31,-1.4672986231558025,-0.02033272230764852,-0.0002660260535776554,0.0009203879162669182,,eb67700f95fc7818a14a2f7676cdd1091c10e23687cf38e60928e5625f3ce9e7;0903a9c716aaf8fd5a0affaa390861c67def9cf3bbfb72021da302fb2fbdc34b;48bf978f5ebf3b28bd15cd2675b728c6ec8999bfd9f35de37215de3864d2e1ac;4ebf13060265eef0f034fac46b8b88171725fdd325e22de0cc84e5c491288901;5c0dc92f52a30d861e19f0a1d0280c429d2298a1265ca1df1ae9def4d12d02cf;55271f89ce13738e2e7b3dce20ef921631fa6caef8746ba0b64755cf8fd339e2;b409825c7c133ca5c6632ee9775166f6df8ba687fcf8be0cafd0d001022da6e3;7b12e6b9fb4be744686803c848f717340a4c39b82430e9789ad69e134642959b;57017a3f0375f3dcad3793c8ceecbaf3fe1313eb34f03896d21d38070b045f83;33d950299f35c232120c6cd65b0efba186f98b03fb02feb746a4f689d12a69b6;929f124500b2cde1296782a3a2d155be95ac8c419d33c72bf4a7037e51b6192e;10f9790178f19ab3b5196feb819d195310d2337d9778b11ae8e103a5234441db,,,,,
70,5,components,centered,Current,PS,200,0,25,12.5,0,38,-1.2752771390392446,-0.003777906205505196,0.2832155990600546,1.9057728052139282,,7e78b924dd49a678912e29ccc4ba347b0e2ffe201611f0bdbaec0f5c279f6bd1;edbae4625f85555074d638437916ccbc801a52d15ccd385ddb7affd00fb0b233;1feba90f4767c475c25f64df397146b92dd0d573c4234491ec13d2e1bcfa0a84;f25662f75b9feff5bdd240183776bbfbace017df2bea6ea8ed296121c1a98a3f;b348f3d2cf5d6baa7484b9e3a2694248e1a65af5ccb8257a4ac1bdab5e3355f4;05af47e3c75418ac7faf9f6865a1e3580a0f5453cdab3d1af3e0c1f74eeaad0c;dfea87bf776ec2574f88b1cfae8e9d5dfbd4524eaa97711561f600cd77359d74;d5b1ec8bf9483926ab5469bcc4ca108a129676a29189e2de6ccb991cf2d72dc2;79f2f90941ffe264673b02317489f613906c58746e020780a264b95ae16f208e;96947fa8b82118829776c6c3990a46dc853c55b5fe72e864a7388846a03e3049;1bf9a37c237a33dcb9aebe1c825d31b0aba715bf507a39b3a371c7bf0203443b;56060280f7d3ff4f952a446e7b35d26efb167b3f93747a7c13e34e7d708b7dd7;71dffdc59dfe0316ef2101b67977ded0f6d38ba8f8e95d02532327f106f2e864;80a050b12797d7d409da801ad65ae77df32a08091eaff3aea01526ac148fe931;e86667adbfdd7dc1145f74b4f9a33a0c5b2d84219f69a344cab04b92aaecdee1;4587a0a74d2d1f1940b793c861c111a323f8875844cf954928d88153af7bc4f4;992900508653892236e0d9b09c81079bf98cf89aa7fbc321d116ac849b196792;0eb891ca4338fb836bb3fe7195d02bfadb7843bc18e62c211a8713bce73e4b3f;686e609488a243d35f24088623c059e6f5c9d4494250308cb16434f7ad427ab3;f2454228b5e8eebdc868155dde2dd19ae12078b7e80549cd840724320ce97b7e;0d7b4c4c78dde1a0ef4e6f16d65e1d54b455f702ed6c44a2e953fa7b950614d5;ce5d65a4fe3b5c698bac7844a54ca5482a4ea70048d4726137819cff97d029de;6f054a9f4563c1f781df56fe8d92cd21ad7292e2b658b07de41de5835c18a22e;2719754e0891adbb164c3b7bc19015664e2c02c042395b47009100c95814d4bc;6caf4152cf54480f919641053153111aa2f4fb51d74766d0553d25552e1315d0,,,,,
70,5,components,centered,Current,NS,1000,9,5,-0.4,5,5,-0.00021750045660883188,0.24775061607360835,0.5111379957199096,1.1299710273742676,b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;166cfeef9055e64405c8170f514c36bad3a9500d8ba3f076eb477048356c1443;2ada3103913f0b26d2433654b964a359551c726479ffc0615fa9a6f7229ce9d4;cf34171c9c8612effbf3d1a1d078c29e21015ee178f602b0e8a89180e68f796b;4ca36ec208c38e80ec2d5a42cc7e51c04e2820a96ae1eb906577d3dca57f2389;19d483f35a095a1df5187082cace431e4caeae3ed39345ae476d6854c2a0e605;e3750876a0b2fa81b406a7e5bdc95b93caad3a0f01c37585a1aaaef5ab86437c;668c3d4556d76b09ef11e1d0796e31db578922faffc8cf33aa557d25e4e5987e;731799fc2f03e415bd59b8ece350b63b967717e3f7613a7de8d282212eaefb6d,435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df;06d3f14716da6b6a0b49e91454fd53a1a0175e9e1aba53ec2becb1353c27f7b7;903a9ff29ea1da910dbfeaf71ec6ff9b9c1c5267682a36de986097ac1421d93f;b1e17ef267d95b7f5605a2274e77ae2f68070686a3ad3e4dcd184a6445353618;5af4b8ea2b87af350ffd978d143d8fc42fcb45db417e0c92a04b87b1e18da86d,,,,,
70,5,components,full,Current,RS,100,0,12,12.0,0,31,-1.461588168030139,-0.020294942962937063,-0.00027328292373567326,0.0006872843950986862,,eb67700f95fc7818a14a2f7676cdd1091c10e23687cf38e60928e5625f3ce9e7;0903a9c716aaf8fd5a0affaa390861c67def9cf3bbfb72021da302fb2fbdc34b;48bf978f5ebf3b28bd15cd2675b728c6ec8999bfd9f35de37215de3864d2e1ac;4ebf13060265eef0f034fac46b8b88171725fdd325e22de0cc84e5c491288901;5c0dc92f52a30d861e19f0a1d0280c429d2298a1265ca1df1ae9def4d12d02cf;55271f89ce13738e2e7b3dce20ef921631fa6caef8746ba0b64755cf8fd339e2;b409825c7c133ca5c6632ee9775166f6df8ba687fcf8be0cafd0d001022da6e3;7b12e6b9fb4be744686803c848f717340a4c39b82430e9789ad69e134642959b;57017a3f0375f3dcad3793c8ceecbaf3fe1313eb34f03896d21d38070b045f83;33d950299f35c232120c6cd65b0efba186f98b03fb02feb746a4f689d12a69b6;929f124500b2cde1296782a3a2d155be95ac8c419d33c72bf4a7037e51b6192e;10f9790178f19ab3b5196feb819d195310d2337d9778b11ae8e103a5234441db,,,,,
70,5,components,full,Current,PS,200,0,25,12.5,0,38,-1.2650943377241493,-0.007872226042673063,0.29031028270721065,1.786887288093567,,7e78b924dd49a678912e29ccc4ba347b0e2ffe201611f0bdbaec0f5c279f6bd1;edbae4625f85555074d638437916ccbc801a52d15ccd385ddb7affd00fb0b233;1feba90f4767c475c25f64df397146b92dd0d573c4234491ec13d2e1bcfa0a84;f25662f75b9feff5bdd240183776bbfbace017df2bea6ea8ed296121c1a98a3f;b348f3d2cf5d6baa7484b9e3a2694248e1a65af5ccb8257a4ac1bdab5e3355f4;05af47e3c75418ac7faf9f6865a1e3580a0f5453cdab3d1af3e0c1f74eeaad0c;dfea87bf776ec2574f88b1cfae8e9d5dfbd4524eaa97711561f600cd77359d74;d5b1ec8bf9483926ab5469bcc4ca108a129676a29189e2de6ccb991cf2d72dc2;79f2f90941ffe264673b02317489f613906c58746e020780a264b95ae16f208e;96947fa8b82118829776c6c3990a46dc853c55b5fe72e864a7388846a03e3049;1bf9a37c237a33dcb9aebe1c825d31b0aba715bf507a39b3a371c7bf0203443b;56060280f7d3ff4f952a446e7b35d26efb167b3f93747a7c13e34e7d708b7dd7;71dffdc59dfe0316ef2101b67977ded0f6d38ba8f8e95d02532327f106f2e864;80a050b12797d7d409da801ad65ae77df32a08091eaff3aea01526ac148fe931;e86667adbfdd7dc1145f74b4f9a33a0c5b2d84219f69a344cab04b92aaecdee1;4587a0a74d2d1f1940b793c861c111a323f8875844cf954928d88153af7bc4f4;992900508653892236e0d9b09c81079bf98cf89aa7fbc321d116ac849b196792;0eb891ca4338fb836bb3fe7195d02bfadb7843bc18e62c211a8713bce73e4b3f;686e609488a243d35f24088623c059e6f5c9d4494250308cb16434f7ad427ab3;f2454228b5e8eebdc868155dde2dd19ae12078b7e80549cd840724320ce97b7e;0d7b4c4c78dde1a0ef4e6f16d65e1d54b455f702ed6c44a2e953fa7b950614d5;ce5d65a4fe3b5c698bac7844a54ca5482a4ea70048d4726137819cff97d029de;6f054a9f4563c1f781df56fe8d92cd21ad7292e2b658b07de41de5835c18a22e;2719754e0891adbb164c3b7bc19015664e2c02c042395b47009100c95814d4bc;6caf4152cf54480f919641053153111aa2f4fb51d74766d0553d25552e1315d0,,,,,
70,5,components,full,Current,NS,1000,10,5,-0.5,3,5,0.005388907022308558,0.26510626077651955,0.49167816162109357,1.320631504058838,f87c5c2ac031e2f0290a5f1d22a140cdfcc7c51f74a0c5a347d8a7c09feeb610;b3481656943b4db4c07ae3a4c8f19410d7cc6b25c144b9afd5cbe6d6008dcf8b;166cfeef9055e64405c8170f514c36bad3a9500d8ba3f076eb477048356c1443;2ada3103913f0b26d2433654b964a359551c726479ffc0615fa9a6f7229ce9d4;cf34171c9c8612effbf3d1a1d078c29e21015ee178f602b0e8a89180e68f796b;4ca36ec208c38e80ec2d5a42cc7e51c04e2820a96ae1eb906577d3dca57f2389;19d483f35a095a1df5187082cace431e4caeae3ed39345ae476d6854c2a0e605;e3750876a0b2fa81b406a7e5bdc95b93caad3a0f01c37585a1aaaef5ab86437c;668c3d4556d76b09ef11e1d0796e31db578922faffc8cf33aa557d25e4e5987e;731799fc2f03e415bd59b8ece350b63b967717e3f7613a7de8d282212eaefb6d,435e599c05b754c815b79c4c6239ced0ba81e31ffe02fefa9993b0835cec26df;06d3f14716da6b6a0b49e91454fd53a1a0175e9e1aba53ec2becb1353c27f7b7;903a9ff29ea1da910dbfeaf71ec6ff9b9c1c5267682a36de986097ac1421d93f;b1e17ef267d95b7f5605a2274e77ae2f68070686a3ad3e4dcd184a6445353618;5af4b8ea2b87af350ffd978d143d8fc42fcb45db417e0c92a04b87b1e18da86d,,,,,
70,5,matrix,parallel,Current,RS,100,1,0,-1.0,0,0,0.012379542021080851,0.16132425069808945,0.3705324029922486,0.38454198837280273,71d74b849bbe1639f1f610e9f53e34c9cf47d85d7aa5512873b0c1294deef5d1,,,,,,
70,5,matrix,parallel,Current,PS,200,0,1,0.5,0,0,-0.009726711914408952,0.16920652389526322,0.32043609857559163,0.3778703212738037,,6f054a9f4563c1f781df56fe8d92cd21ad7292e2b658b07de41de5835c18a22e,,,,,
70,5,matrix,parallel,Current,NS,1000,1,1,0.0,0,0,0.006484208287671208,0.08645145893096914,0.2657505989074707,0.7675809860229492,98c08a263c1282015ebd314b8859b4e9e5140b8dd730a11ef16ac9c0a1dd5935,3c047873ce358a042ae3568a618602ac16b4be9962318fac40d438edc258d70f,,,,,
70,5,matrix,perpendicular,Current,RS,100,0,13,13.0,0,30,-1.478721442760434,-0.02207553762709723,-0.0003137412481009888,0.001086689531803131,,eb67700f95fc7818a14a2f7676cdd1091c10e23687cf38e60928e5625f3ce9e7;0c244bed895b1f2f88177286ab010066cb7c1c35ea76a679aa85f1d086024bb7;0903a9c716aaf8fd5a0affaa390861c67def9cf3bbfb72021da302fb2fbdc34b;48bf978f5ebf3b28bd15cd2675b728c6ec8999bfd9f35de37215de3864d2e1ac;4ebf13060265eef0f034fac46b8b88171725fdd325e22de0cc84e5c491288901;5c0dc92f52a30d861e19f0a1d0280c429d2298a1265ca1df1ae9def4d12d02cf;55271f89ce13738e2e7b3dce20ef921631fa6caef8746ba0b64755cf8fd339e2;b409825c7c133ca5c6632ee9775166f6df8ba687fcf8be0cafd0d001022da6e3;7b12e6b9fb4be744686803c848f717340a4c39b82430e9789ad69e134642959b;57017a3f0375f3dcad3793c8ceecbaf3fe1313eb34f03896d21d38070b045f83;33d950299f35c232120c6cd65b0efba186f98b03fb02feb746a4f689d12a69b6;929f124500b2cde1296782a3a2d155be95ac8c419d33c72bf4a7037e51b6192e;10f9790178f19ab3b5196feb819d195310d2337d9778b11ae8e103a5234441db,,,,,
70,5,matrix,perpendicular,Current,PS,200,0,24,12.0,0,37,-1.262243551874999,-0.0047564193606376756,0.2831125974655126,1.9104739427566528,,7e78b924dd49a678912e29ccc4ba347b0e2ffe201611f0bdbaec0f5c279f6bd1;edbae4625f85555074d638437916ccbc801a52d15ccd385ddb7affd00fb0b233;1feba90f4767c475c25f64df397146b92dd0d573c4234491ec13d2e1bcfa0a84;f25662f75b9feff5bdd240183776bbfbace017df2bea6ea8ed296121c1a98a3f;b348f3d2cf5d6baa7484b9e3a2694248e1a65af5ccb8257a4ac1bdab5e3355f4;05af47e3c75418ac7faf9f6865a1e3580a0f5453cdab3d1af3e0c1f74eeaad0c;dfea87bf776ec2574f88b1cfae8e9d5dfbd4524eaa97711561f600cd77359d74;d5b1ec8bf9483926ab5469bcc4ca108a129676a29189e2de6ccb991cf2d72dc2;79f2f90941ffe264673b02317489f613906c58746e020780a264b95ae16f208e;96947fa8b82118829776c6c3990a46dc853c55b5fe72e864a7388846a03e3049;1bf9a37c237a33dcb9aebe1c825d31b0aba715bf507a39b3a371c7bf0203443b;71dffdc59dfe0316ef2101b67977ded0f6d38ba8f8e95d02532327f106f2e864;80a050b12797d7d409da801ad65ae77df32a08091eaff3aea01526ac148fe931;e86667adbfdd7dc1145f74b4f9a33a0c5b2d84219f69a344cab04b92aaecdee1;4587a0a74d2d1f1940b793c861c111a323f8875844cf954928d88153af7bc4f4;992900508653892236e0d9b09c81079bf98cf89aa7fbc321d116ac849b196792;0eb891ca4338fb836bb3fe7195d02bfadb7843bc18e62c211a8713bce73e4b3f;686e609488a243d35f24088623c059e6f5c9d4494250308cb16434f7ad427ab3;f2454228b5e8eebdc868155dde2dd19ae12078b7e80549cd840724320ce97b7e;0d7b4c4c78dde1a0ef4e6f16d65e1d54b455f702ed6c44a2e953fa7b950614d5;ce5d65a4fe3b5c698bac7844a54ca5482a4ea70048d4726137819cff97d029de;6f054a9f4563c1f781df56fe8d92cd21ad7292e2b658b07de41de5835c18a22e;2719754e0891adbb164c3b7bc19015664e2c02c042395b47009100c95814d4bc;6caf4152cf54480f919641053153111aa2f4fb51d74766d0553d25552e1315d0,,,,,
