entry,branch,stage,panel,metric,numerator,denominator,percent,ties,token_correct,target_tokens,token_micro,prompt_macro,strict_count,unique_strict_count,new_nll_mean,true_nll_mean,desired_nll_mean,desired_margin_mean,desired_margin_p01,desired_margin_p05,desired_margin_median,desired_nll_p95,desired_nll_p99
50,L5/interchange/rank2-on-from-off,component,H512_ALL,RS,487,512,95.1171875,0,420,516,0.813953488372093,0.81640625,416,416,0.9632585924087635,9.795552903786302,0.9632585924087635,8.832294311377538,-5.692605744600296,0.07503776550292976,8.638543585315347,5.886820912361145,10.715719614028924
50,L5/interchange/rank2-on-from-off,component,H512_ALL,PS,902,1024,88.0859375,0,611,1032,0.5920542635658915,0.591796875,603,603,2.1948101612546473,8.39175849476851,2.1948101612546473,6.196948333513863,-7.29100583076477,-3.1965876758098597,6.487730920314789,8.681869745254515,12.081199140548703
50,L5/interchange/rank4-off-from-on,component,Current,RS,83,100,83.0,0,52,101,0.5148514851485149,0.515,51,51,2.7399282428622245,6.992956988811493,2.7399282428622245,4.253028745949268,-5.487140769958496,-3.8651069521903993,4.282149225473404,9.352490997314453,11.610774869918854
50,L5/interchange/rank4-off-from-on,component,Current,PS,142,200,71.0,0,73,202,0.3613861386138614,0.36,71,71,3.841318584221881,6.882985438108444,3.841318584221881,3.0416668538865634,-8.310511112213135,-5.449151849746704,3.1667815446853638,10.827704668045042,14.449307537078857
50,L5/interchange/rank4-off-from-on,component,Current,NS,644,1000,64.4,0,166,1030,0.16116504854368932,0.1505,137,137,7.360939381814096,5.489315547822975,5.489315547822975,1.8716238339911215,-11.088082947321237,-7.242766231298447,1.6878633499145508,11.805234956741334,13.807109308242794
50,L5/interchange/rank4-off-from-on,component,N512,NS,351,512,68.5546875,0,86,512,0.16796875,0.16796875,86,86,7.1557893024037185,4.770702732213977,4.770702732213977,2.385086570189742,-8.212021714299917,-5.566081526502967,2.032664656639099,10.913297128677367,12.97701431274414
50,L5/interchange/rank4-off-from-on,component,H512_ALL,RS,487,512,95.1171875,0,421,516,0.8158914728682171,0.818359375,417,417,0.9544982962531705,9.820047433953732,0.9544982962531705,8.865549137700562,-5.429874819517136,0.17808437347412112,8.656986759975553,5.856736397743225,10.877163038253771
50,L5/interchange/rank4-off-from-on,component,H512_ALL,PS,903,1024,88.18359375,0,616,1032,0.5968992248062015,0.5966796875,608,608,2.179884244320572,8.407352941820136,2.179884244320572,6.227468697499564,-7.232715065479279,-2.9963239192962647,6.4927903320640326,8.542150974273675,11.95735447883606
50,L5/interchange/rank4-on-from-off,component,Current,RS,94,100,94.0,0,84,101,0.8316831683168316,0.835,83,83,1.109732288211817,8.735813159942627,1.109732288211817,7.62608087173081,-3.82397882938385,-0.07083849906921375,7.784169334918261,6.113328576087951,9.271843185424839
50,L5/interchange/rank4-on-from-off,component,Current,PS,177,200,88.5,0,124,202,0.6138613861386139,0.615,122,122,2.2167501890231507,8.110777605175972,2.2167501890231507,5.894027416152821,-6.540618922710419,-3.204839777946472,6.427282065153122,8.96318492889404,13.196047840118407
50,L5/interchange/rank4-on-from-off,component,Current,NS,635,1000,63.5,0,163,1030,0.15825242718446603,0.1475,134,134,7.309954262224026,5.508035471878946,5.508035471878946,1.8019187903450802,-11.140658785440028,-7.320661014318466,1.6261029243469238,11.792900371551513,13.977238845825191
50,L5/interchange/rank4-on-from-off,component,N512,NS,356,512,69.53125,0,87,512,0.169921875,0.169921875,87,87,7.144847607152769,4.766920161633607,4.766920161633607,2.3779274455191626,-8.267097884640098,-5.566041269898415,2.0119283199310303,10.87619457244873,13.136499385833737
50,L5/interchange/rank4-on-from-off,component,H512_ALL,RS,487,512,95.1171875,0,420,516,0.813953488372093,0.81640625,416,416,0.9632912214044254,9.795263292849995,0.9632912214044254,8.83197207144557,-5.6887387990951535,0.0753129482269288,8.638305091299117,5.886051154136657,10.720930747985832
50,L5/interchange/rank4-on-from-off,component,H512_ALL,PS,902,1024,88.0859375,0,612,1032,0.5930232558139535,0.5927734375,604,604,2.1946456304648514,8.391800514891656,2.1946456304648514,6.197154884426805,-7.291396188735962,-3.1958334088325495,6.487385988235474,8.679648971557615,12.084863185882567
50,L5/matrix/norm_control,component,Current,RS,94,100,94.0,0,84,101,0.8316831683168316,0.835,83,83,1.1111814092786516,8.750841891765594,1.1111814092786516,7.639660482486943,-3.8235119819641112,-0.09181168079376209,7.907862028107047,6.1404716014862055,9.291212549209629
50,L5/matrix/norm_control,component,Current,PS,177,200,88.5,0,123,202,0.6089108910891089,0.61,121,121,2.23041709574376,8.105516076087952,2.23041709574376,5.875098980344192,-6.537419857978821,-3.213230466842651,6.347658753395081,8.984847736358638,13.190292463302612
50,L5/matrix/norm_control,component,Current,NS,634,1000,63.4,0,163,1030,0.15825242718446603,0.1475,134,134,7.310220410265028,5.508008537737653,5.508008537737653,1.802211872527376,-11.141705267950892,-7.327267223596573,1.6282832622528076,11.788918685913085,13.978071336746211
50,L5/matrix/norm_control,component,N512,NS,356,512,69.53125,0,87,512,0.169921875,0.169921875,87,87,7.145322900294559,4.766647194519464,4.766647194519464,2.3786757057750947,-8.26868750706315,-5.563640975952149,2.017840027809143,10.880405902862549,13.130204420089719
50,L5/matrix/norm_control,component,H512_ALL,RS,487,512,95.1171875,0,420,516,0.813953488372093,0.81640625,416,416,0.9630740807295908,9.796135328069795,0.9630740807295908,8.833061247340204,-5.695615992546082,0.07689533233642587,8.638655060902238,5.881507921218872,10.714431324005119
50,L5/matrix/norm_control,component,H512_ALL,PS,902,1024,88.0859375,0,612,1032,0.5930232558139535,0.5927734375,604,604,2.194926717147755,8.392048665749826,2.194926717147755,6.197121948602071,-7.290560050010681,-3.1958071231842036,6.484275758266449,8.68100161552429,12.077482728958127
50,L5/matrix/parallel,component,Current,RS,83,100,83.0,0,52,101,0.5148514851485149,0.515,51,51,2.7135673375776967,6.998725719451905,2.7135673375776967,4.285158381874208,-5.482033281326294,-3.881863605976105,4.437946021556854,9.426419019699097,11.599176015853912
50,L5/matrix/parallel,component,Current,PS,143,200,71.5,0,75,202,0.3712871287128713,0.37,73,73,3.81675835165428,6.907394121438265,3.81675835165428,3.090635769783985,-8.330843982696534,-5.310188686847686,3.111206293106079,10.782173204421998,14.451117973327635
50,L5/matrix/parallel,component,Current,NS,643,1000,64.3,0,166,1030,0.16116504854368932,0.1505,137,137,7.35641970922891,5.489348737989086,5.489348737989086,1.867070971239824,-11.136617585178465,-7.259743857383728,1.662363052368164,11.775731706619263,13.823679141998285
50,L5/matrix/parallel,component,N512,NS,352,512,68.75,0,86,512,0.16796875,0.16796875,86,86,7.151493548664803,4.770989466658648,4.770989466658648,2.380504082006155,-8.199779959917068,-5.602051981911063,2.017123192548752,10.912172412872314,12.916990594863892
50,L5/matrix/parallel,component,H512_ALL,RS,487,512,95.1171875,0,421,516,0.8158914728682171,0.818359375,417,417,0.9586862344425526,9.808417794876732,0.9586862344425526,8.84973156043418,-5.436692944765091,0.16307497024536133,8.643865487072617,5.88359305858612,10.875598449707018
50,L5/matrix/parallel,component,H512_ALL,PS,903,1024,88.18359375,0,615,1032,0.5959302325581395,0.595703125,607,607,2.1830509751569522,8.402302969168886,2.1830509751569522,6.219251994011934,-7.215029435157776,-3.0398204207420347,6.473058480769396,8.55398440361022,11.955096654891967
50,L5/matrix/perpendicular,component,Current,RS,94,100,94.0,0,84,101,0.8316831683168316,0.835,83,83,1.1185470223170706,8.73072758436203,1.1185470223170706,7.612180562044959,-3.8437232089042666,-0.06195033788681013,7.772634565830231,6.131392383575439,9.284446706771885
50,L5/matrix/perpendicular,component,Current,PS,176,200,88.0,0,122,202,0.6039603960396039,0.605,120,120,2.2394346320818297,8.08272496521473,2.2394346320818297,5.8432903331329,-6.6161035060882565,-3.41823673248291,6.3530110120773315,8.992611360549924,13.195739803314208
50,L5/matrix/perpendicular,component,Current,NS,635,1000,63.5,0,164,1030,0.15922330097087378,0.1485,135,135,7.314363919841125,5.507865598155186,5.507865598155186,1.80649832168594,-11.151125411111861,-7.29394599199295,1.6271345615386963,11.804705047607422,13.973268499374385
50,L5/matrix/perpendicular,component,N512,NS,356,512,69.53125,0,87,512,0.169921875,0.169921875,87,87,7.148950669803526,4.766646610074531,4.766646610074531,2.3823040597289946,-8.279643566831947,-5.548686552047729,2.0445382595062256,10.885865306854248,13.137594375610348
50,L5/matrix/perpendicular,component,H512_ALL,RS,487,512,95.1171875,0,420,516,0.813953488372093,0.81640625,416,416,0.9590497367378816,9.80695324554108,0.9590497367378816,8.8479035088032,-5.681944731473923,0.08729987144470222,8.650897017680109,5.914181351661681,10.72383740425109
50,L5/matrix/perpendicular,component,H512_ALL,PS,902,1024,88.0859375,0,610,1032,0.5910852713178295,0.5908203125,602,602,2.1915116406957047,8.396853199466932,2.1915116406957047,6.205341558771227,-7.3081542897224425,-3.1440072357654567,6.503304898738861,8.676261091232297,12.060436086654661
50,L6/KR/aa,component,Current,RS,99,100,99.0,0,99,101,0.9801980198019802,0.985,98,98,0.16217635872511893,11.726967482566833,0.16217635872511893,11.564791123841715,3.5185890059173106,5.277630221471191,11.656404299661517,1.0076026916503906,1.7731875383854219
50,L6/KR/aa,component,Current,PS,189,200,94.5,0,152,202,0.7524752475247525,0.7525,150,150,1.1579080028678437,9.731039545536042,1.1579080028678437,8.573131542668198,-4.810777649879456,-0.9579343974590295,9.511960012838244,6.209023046493527,9.947976980209342
50,L6/KR/aa,component,Current,NS,627,1000,62.7,0,163,1030,0.15825242718446603,0.1475,134,134,7.179653201973997,5.5468774216002785,5.5468774216002785,1.6327757803737186,-11.685867353118956,-7.550548076629639,1.5387834310531616,11.791686344146726,14.227288570404053
50,L6/KR/aa,component,N512,NS,358,512,69.921875,0,87,512,0.169921875,0.169921875,87,87,7.139184949977789,4.765226945884933,4.765226945884933,2.373958004092856,-8.284744778126479,-5.492629039287567,2.01454496383667,10.71125884056091,13.116685285568234
50,L6/KR/aa,component,H512_ALL,RS,488,512,95.3125,0,420,516,0.813953488372093,0.81640625,416,416,0.9655916209226447,9.771648078167345,0.9655916209226447,8.8060564572447,-6.091358983516693,0.1449994087219239,8.580378559418023,5.997165775299071,10.554691781997679
50,L6/KR/aa,component,H512_ALL,PS,902,1024,88.0859375,0,609,1032,0.5901162790697675,0.58984375,601,601,2.196285288437984,8.374955681561005,2.196285288437984,6.178670393123021,-7.353880250453949,-3.182154774665831,6.4724234864115715,8.645515298843375,12.277943181991573
50,L6/KR/ab,component,Current,RS,99,100,99.0,0,95,101,0.9405940594059405,0.945,94,94,0.19501255259994651,11.421142237186432,0.19501255259994651,11.226129684586486,3.439134739935398,5.281545080523938,11.436337585560977,1.3355280399322504,2.071666054725679
50,L6/KR/ab,component,Current,PS,188,200,94.0,0,150,202,0.7425742574257426,0.7425,148,148,1.1935861530086185,9.632297785580159,1.1935861530086185,8.43871163257154,-4.825233688354492,-1.258785057067871,9.235172048211098,6.525910806655882,9.955005149841298
50,L6/KR/ab,component,Current,NS,627,1000,62.7,0,162,1030,0.15728155339805824,0.1465,133,133,7.182795813689474,5.537778635236434,5.537778635236434,1.6450171784530394,-11.674021317139267,-7.513163338601589,1.5325254201889038,11.809715604782104,14.199467344284058
50,L6/KR/ab,component,N512,NS,358,512,69.921875,0,86,512,0.16796875,0.16796875,86,86,7.130748855477577,4.765331830374635,4.765331830374635,2.3654170251029427,-8.318067063093185,-5.3798235058784485,2.0071974396705627,10.708837556838988,13.107168006896972
50,L6/KR/ab,component,H512_ALL,RS,486,512,94.921875,0,420,516,0.813953488372093,0.81640625,416,416,0.9745558128098537,9.753755461482797,0.9745558128098537,8.779199648672943,-6.196765828132629,0.029129886627197316,8.566361665725708,5.9370677947998045,10.568091268539426
50,L6/KR/ab,component,H512_ALL,PS,902,1024,88.0859375,0,614,1032,0.5949612403100775,0.5947265625,606,606,2.197935931284885,8.370977513823163,2.197935931284885,6.1730415825382785,-7.303844423294067,-3.1958374798297866,6.406410031020641,8.590971088409423,12.094773893356322
50,L6/KR/ba,component,Current,RS,99,100,99.0,0,99,101,0.9801980198019802,0.985,98,98,0.15448638953384944,11.794078631401062,0.15448638953384944,11.639592241867213,3.5636034826934337,5.31955345813185,11.72838639933616,0.9027457922697066,1.665377721786529
50,L6/KR/ba,component,Current,PS,189,200,94.5,0,153,202,0.7574257425742574,0.7575,151,151,1.145333566730369,9.777387410700321,1.145333566730369,8.632053843969953,-4.804089250564576,-0.9305389761924738,9.499395148362964,6.100071978569026,9.915462913513176
50,L6/KR/ba,component,Current,NS,625,1000,62.5,0,163,1030,0.15825242718446603,0.1475,134,134,7.184150442316197,5.548976628061849,5.548976628061849,1.6351738142543473,-11.650380646120757,-7.53490169942379,1.5260663032531738,11.787261199951171,14.252580127716064
50,L6/KR/ba,component,N512,NS,358,512,69.921875,0,86,512,0.16796875,0.16796875,86,86,7.141080009068901,4.765357601791038,4.765357601791038,2.3757224072778627,-8.289701417982577,-5.509347951412201,2.0059065222740173,10.706029462814328,13.11862477302551
50,L6/KR/ba,component,H512_ALL,RS,488,512,95.3125,0,420,516,0.813953488372093,0.81640625,416,416,0.9673198599431672,9.774526257591788,0.9673198599431672,8.80720639764862,-6.105235710144043,0.1526701450347901,8.577176447957754,5.982413172721861,10.54591382026672
50,L6/KR/ba,component,H512_ALL,PS,901,1024,87.98828125,0,609,1032,0.5901162790697675,0.58984375,601,601,2.195848053897052,8.379869967822742,2.195848053897052,6.18402191392569,-7.376697933673858,-3.186521840095519,6.4621842205524445,8.587433862686146,12.266451387405391
50,L6/KR/bb,component,Current,RS,99,100,99.0,0,97,101,0.9603960396039604,0.965,96,96,0.1873620783086517,11.479474470615386,0.1873620783086517,11.292112392306736,3.4982054448127746,5.327670581638813,11.473763575777411,1.2157558619976037,2.0106939637661294
50,L6/KR/bb,component,Current,PS,188,200,94.0,0,150,202,0.7425742574257426,0.7425,148,148,1.1777667154349911,9.680665077269078,1.1777667154349911,8.502898361834086,-4.835103559494018,-1.2081148624420164,9.285143956542015,6.458988714218138,9.947197933197012
50,L6/KR/bb,component,Current,NS,628,1000,62.8,0,163,1030,0.15825242718446603,0.1475,134,134,7.187082521073986,5.540871471568942,5.540871471568942,1.6462110495050437,-11.653027650248259,-7.507470938563347,1.5245658159255981,11.79301586151123,14.23113154411316
50,L6/KR/bb,component,N512,NS,358,512,69.921875,0,87,512,0.169921875,0.169921875,87,87,7.130929060864219,4.7657627196276735,4.7657627196276735,2.365166341236545,-8.319878137409686,-5.392441844940185,2.013073980808258,10.698512172698974,13.108078098297119
50,L6/KR/bb,component,H512_ALL,RS,487,512,95.1171875,0,420,516,0.813953488372093,0.81640625,416,416,0.9763524070436702,9.753847672371194,0.9763524070436702,8.777495265327524,-6.245127711296082,0.025222873687744167,8.552160816267133,5.9238685131072994,10.574608936309811
50,L6/KR/bb,component,H512_ALL,PS,903,1024,88.18359375,0,612,1032,0.5930232558139535,0.5927734375,604,604,2.2001659975480408,8.36955900916837,2.2001659975480408,6.169393011620329,-7.33256813287735,-3.214622771739958,6.423754192888737,8.575656747817993,12.184570055007933
50,L6/components/centered,component,Current,RS,99,100,99.0,0,93,101,0.9207920792079208,0.925,92,92,0.4805644647273584,10.285910258293152,0.4805644647273584,9.805345793565793,0.19962875366210933,2.0895113348960876,10.191329807043076,2.677654778957363,5.710830531120336
50,L6/components/centered,component,Current,PS,185,200,92.5,0,137,202,0.6782178217821783,0.68,135,135,1.547552254491602,8.988792906999588,1.547552254491602,7.441240652507986,-5.589496307373047,-1.965134310722351,8.4514518994838,7.4220673084259,11.58805874824523
50,L6/components/centered,component,Current,NS,632,1000,63.2,0,162,1030,0.15728155339805824,0.1465,133,133,7.252966312387493,5.520250075379386,5.520250075379386,1.732716237008106,-11.34720438439399,-7.4234101757407185,1.5265111327171326,11.774323177337646,14.035294494628905
50,L6/components/centered,component,N512,NS,357,512,69.7265625,0,85,512,0.166015625,0.166015625,85,85,7.140753042263896,4.7633526883982995,4.7633526883982995,2.377400353865596,-8.289266114756465,-5.334989070892334,2.0088576078414917,10.716548824310303,13.11996898651123
50,L6/components/centered,component,H512_ALL,RS,487,512,95.1171875,0,420,516,0.813953488372093,0.81640625,416,416,0.9667728875618877,9.789386298099998,0.9667728875618877,8.82261341053811,-5.781913648843765,0.034574651718139685,8.602583546191454,5.913311195373534,10.641045856475825
50,L6/components/centered,component,H512_ALL,PS,902,1024,88.0859375,0,610,1032,0.5910852713178295,0.5908203125,602,602,2.192759926458418,8.385412096213258,2.192759926458418,6.19265216975484,-7.329043402671814,-3.1476606965064997,6.429864406585693,8.568978691101067,12.148026514053344
50,L6/components/full,component,Current,RS,99,100,99.0,0,93,101,0.9207920792079208,0.925,92,92,0.48058783393498744,10.28741816997528,0.48058783393498744,9.806830336040294,0.20472141742706296,2.0880769312381746,10.204492069780827,2.6881954550743066,5.7135262823105215
50,L6/components/full,component,Current,PS,185,200,92.5,0,137,202,0.6782178217821783,0.68,135,135,1.5445388015566277,8.989156975150108,1.5445388015566277,7.44461817359348,-5.545753417015075,-1.9335252940654752,8.465493505820632,7.4207450151443455,11.591655578613272
50,L6/components/full,component,Current,NS,633,1000,63.3,0,162,1030,0.15728155339805824,0.1465,133,133,7.252155358987395,5.523971405722201,5.523971405722201,1.728183953265194,-11.347435139399021,-7.420299057662487,1.5071964263916016,11.780851554870605,14.097848424911499
50,L6/components/full,component,N512,NS,357,512,69.7265625,0,85,512,0.166015625,0.166015625,85,85,7.144911616869649,4.76698345292607,4.76698345292607,2.3779281639435794,-8.306897558942437,-5.345053482055664,2.00040203332901,10.731559944152831,13.129575433731079
50,L6/components/full,component,H512_ALL,RS,486,512,94.921875,0,419,516,0.812015503875969,0.814453125,415,415,0.970692223365127,9.783044389914721,0.970692223365127,8.812352166549594,-5.847327029705047,0.027331590652465904,8.591221960261464,5.92693507671356,10.63608686447143
50,L6/components/full,component,H512_ALL,PS,901,1024,87.98828125,0,610,1032,0.5910852713178295,0.5908203125,602,602,2.196479141899136,8.383220412959417,2.196479141899136,6.186741271060281,-7.3401134586334225,-3.1746595859527584,6.446998596191406,8.594312572479238,12.166665630340574
50,L6/components/mean,component,Current,RS,94,100,94.0,0,84,101,0.8316831683168316,0.835,83,83,1.105290809617145,8.761413133144378,1.105290809617145,7.656122323527233,-3.8226327252388,-0.09266932010650623,7.923791203647852,6.156419873237609,9.274152603149448
50,L6/components/mean,component,Current,PS,177,200,88.5,0,124,202,0.6138613861386139,0.615,122,122,2.2213850507931783,8.111937974691392,2.2213850507931783,5.890552923898213,-6.514116251468659,-3.185949802398681,6.347132861614227,8.927551507949824,13.179972352981565
50,L6/components/mean,component,Current,NS,634,1000,63.4,0,163,1030,0.15825242718446603,0.1475,134,134,7.309183111298363,5.511837284789887,5.511837284789887,1.7973458265084774,-11.151502373386174,-7.29720339179039,1.6411426067352295,11.805827331542968,13.98392037391662
50,L6/components/mean,component,N512,NS,355,512,69.3359375,0,88,512,0.171875,0.171875,88,88,7.1494248320304905,4.770350469225377,4.770350469225377,2.379074362805113,-8.286967834606767,-5.573616996407509,2.011608123779297,10.892604064941406,13.093586568832395
50,L6/components/mean,component,H512_ALL,RS,487,512,95.1171875,0,419,516,0.812015503875969,0.814453125,415,415,0.9670443734567371,9.789610805397388,0.9670443734567371,8.82256643194065,-5.763043460845947,0.0962390899658204,8.631375476717949,5.8971676349639885,10.71029413223266
50,L6/components/mean,component,H512_ALL,PS,902,1024,88.0859375,0,614,1032,0.5949612403100775,0.5947265625,606,606,2.198849913023011,8.389562485248462,2.198849913023011,6.190712572225451,-7.301624228954315,-3.2023838162422176,6.4744467213749886,8.762120532989496,12.01147539138794
50,L6/components/no,component,Current,RS,94,100,94.0,0,84,101,0.8316831683168316,0.835,83,83,1.1062913449737244,8.760486707687377,1.1062913449737244,7.654195362713653,-3.8070187735557557,-0.07976679801940906,7.91286581940949,6.129683017730712,9.275904378891024
50,L6/components/no,component,Current,PS,177,200,88.5,0,123,202,0.6089108910891089,0.61,121,121,2.2245482954342153,8.112256296277046,2.2245482954342153,5.8877080008428315,-6.53554007768631,-3.201627969741821,6.362957656383514,8.972770786285396,13.18218726158142
50,L6/components/no,component,Current,NS,634,1000,63.4,0,163,1030,0.15825242718446603,0.1475,134,134,7.309931293460075,5.508140450405422,5.508140450405422,1.8017908430546523,-11.143069163765759,-7.325943493843079,1.6274042129516602,11.788786315917967,13.979818935394283
50,L6/components/no,component,N512,NS,356,512,69.53125,0,87,512,0.169921875,0.169921875,87,87,7.145263798567612,4.766634509924188,4.766634509924188,2.378629288643424,-8.269060678780079,-5.561918982863427,2.017830014228821,10.88083939552307,13.129971446990963
50,L6/components/no,component,H512_ALL,RS,487,512,95.1171875,0,420,516,0.813953488372093,0.81640625,416,416,0.9631318167683744,9.795978500158526,0.9631318167683744,8.832846683390152,-5.697323669195175,0.07632064819335946,8.638353624381125,5.88153190612793,10.71333461761474
50,L6/components/no,component,H512_ALL,PS,902,1024,88.0859375,0,612,1032,0.5930232558139535,0.5927734375,604,604,2.195032048085533,8.391952581625446,2.195032048085533,6.196920533539913,-7.290929503440857,-3.19684345126152,6.48770409822464,8.683283472061156,12.078202056884763
50,L6/interchange/rank1-off-from-on,component,Current,RS,94,100,94.0,0,84,101,0.8316831683168316,0.835,83,83,1.0992302901321092,8.776056561470032,1.0992302901321092,7.676826271337923,-3.8251973962783814,-0.10264619588851918,7.965626627206802,6.096678090095519,9.346473960876498
50,L6/interchange/rank1-off-from-on,component,Current,PS,177,200,88.5,0,122,202,0.6039603960396039,0.605,120,120,2.245622892554093,8.077657105326653,2.245622892554093,5.83203421277256,-6.547418916225434,-3.2091463088989256,6.324845023453236,8.987840652465811,13.148168392181395
50,L6/interchange/rank1-off-from-on,component,Current,NS,634,1000,63.4,0,163,1030,0.15825242718446603,0.1475,134,134,7.310552926592528,5.508803124176804,5.508803124176804,1.8017498024157248,-11.142449229508639,-7.325196033716201,1.6467275619506836,11.789062499999998,13.975600280761714
50,L6/interchange/rank1-off-from-on,component,N512,NS,356,512,69.53125,0,87,512,0.169921875,0.169921875,87,87,7.145385310022903,4.767353052560793,4.767353052560793,2.3780322574621096,-8.269822202473879,-5.559802931547165,2.013402819633484,10.882888746261596,13.128424615859982
50,L6/interchange/rank1-off-from-on,component,H512_ALL,RS,487,512,95.1171875,0,420,516,0.813953488372093,0.81640625,416,416,0.9626683000086516,9.797511972894426,0.9626683000086516,8.834843672885775,-5.691494150161743,0.07337145805358894,8.629832319915295,5.880015778541565,10.712979545593255
50,L6/interchange/rank1-off-from-on,component,H512_ALL,PS,902,1024,88.0859375,0,611,1032,0.5920542635658915,0.591796875,603,603,2.1942797253040958,8.392383358004736,2.1942797253040958,6.19810363270064,-7.271239070892334,-3.187023270130157,6.483844101428986,8.681456756591793,12.090262041091918
50,L6/interchange/rank1-on-from-off,component,Current,RS,99,100,99.0,0,93,101,0.9207920792079208,0.925,92,92,0.48043648152292007,10.274327683448792,0.48043648152292007,9.793891201925872,0.28649843692779536,2.0986941874027254,10.024070911109447,2.6076711177825884,5.64609725952152
50,L6/interchange/rank1-on-from-off,component,Current,PS,185,200,92.5,0,139,202,0.6881188118811881,0.69,137,137,1.5240365723267315,9.033678955435754,1.5240365723267315,7.509642383109021,-5.382291073799133,-1.8690743565559385,8.486079533584416,7.413346672058103,11.614802112579337
50,L6/interchange/rank1-on-from-off,component,Current,NS,633,1000,63.3,0,161,1030,0.1563106796116505,0.1455,132,132,7.251564718153793,5.523319739550352,5.523319739550352,1.7282449786034413,-11.347916072178633,-7.419900900125503,1.5054802894592285,11.779650115966797,14.101918573379516
50,L6/interchange/rank1-on-from-off,component,N512,NS,357,512,69.7265625,0,85,512,0.166015625,0.166015625,85,85,7.144761562123676,4.766265947611828,4.766265947611828,2.3784956145118485,-8.30613381959498,-5.354443120956421,1.9976263046264648,10.737955856323241,13.129388608932494
50,L6/interchange/rank1-on-from-off,component,H512_ALL,RS,486,512,94.921875,0,419,516,0.812015503875969,0.814453125,415,415,0.9711648866446865,9.781489031680394,0.9711648866446865,8.810324145035707,-5.852782201766968,0.030327081680297928,8.589616550132632,5.920532464981077,10.63571941375732
50,L6/interchange/rank1-on-from-off,component,H512_ALL,PS,901,1024,87.98828125,0,610,1032,0.5910852713178295,0.5908203125,602,602,2.1971990801970023,8.382803462129232,2.1971990801970023,6.1856043819322295,-7.359385757446289,-3.17004382610321,6.454931974411011,8.607790231704701,12.174780378341673
50,L6/interchange/rank2-off-from-on,component,Current,RS,94,100,94.0,0,84,101,0.8316831683168316,0.835,83,83,1.0961732854275033,8.8002619099617,1.0961732854275033,7.704088624534197,-3.7982217907905578,-0.09503533840179432,8.04753078892827,6.096205496788024,9.334646816253695
50,L6/interchange/rank2-off-from-on,component,Current,PS,177,200,88.5,0,120,202,0.594059405940594,0.595,118,118,2.2486001447844317,8.092228352427483,2.2486001447844317,5.843628207643051,-6.552277917861939,-3.21040358543396,6.419327110052109,8.981834650039664,13.148101348876951
50,L6/interchange/rank2-off-from-on,component,Current,NS,634,1000,63.4,0,163,1030,0.15825242718446603,0.1475,134,134,7.310637900849804,5.5091882188930175,5.5091882188930175,1.8014496819567867,-11.148491274286062,-7.317752194404602,1.6488511562347412,11.788754415512084,13.974282636642451
