entry,branch,stage,panel,metric,numerator,denominator,percent,ties,token_correct,target_tokens,token_micro,prompt_macro,strict_count,unique_strict_count,new_nll_mean,true_nll_mean,desired_nll_mean,desired_margin_mean,desired_margin_p01,desired_margin_p05,desired_margin_median,desired_nll_p95,desired_nll_p99
50,NATIVE,history,Current,PS,190,200,95.0,0,159,202,0.7871287128712872,0.7875,157,157,0.9046830754895564,10.396246652305127,0.9046830754895564,9.49156357681557,-4.369246582984925,0.6704250335693368,9.819772064685822,5.289943528175353,9.458612356185911
50,NATIVE,history,Current,NS,620,1000,62.0,0,164,1030,0.15922330097087378,0.1485,135,135,7.100724078739527,5.579536318047438,5.579536318047438,1.5211877606920898,-11.82398348532617,-7.9743966601789,1.471142053604126,11.83325171470642,14.40682544708252
50,NATIVE,W4,N512,NS,352,512,68.75,0,86,512,0.16796875,0.16796875,86,86,7.155368485968211,4.770990432149119,4.770990432149119,2.3843780538190913,-8.210245956629514,-5.5614075511693954,2.029473304748535,10.910993289947509,12.985364952087401
50,NATIVE,W5,N512,NS,356,512,69.53125,0,87,512,0.169921875,0.169921875,87,87,7.145263798567612,4.766634509924188,4.766634509924188,2.378629288643424,-8.269060678780079,-5.561918982863427,2.017830014228821,10.88083939552307,13.129971446990963
50,NATIVE,W6,N512,NS,357,512,69.7265625,0,85,512,0.166015625,0.166015625,85,85,7.144911616869649,4.76698345292607,4.76698345292607,2.3779281639435794,-8.306897558942437,-5.345053482055664,2.00040203332901,10.731559944152831,13.129575433731079
50,NATIVE,W7,N512,NS,358,512,69.921875,0,87,512,0.169921875,0.169921875,87,87,7.130929060864219,4.7657627196276735,4.7657627196276735,2.365166341236545,-8.319878137409686,-5.392441844940185,2.013073980808258,10.698512172698974,13.108078098297119
50,NATIVE,W8,N512,NS,354,512,69.140625,0,83,512,0.162109375,0.162109375,83,83,7.118604128821971,4.7610067528621585,4.7610067528621585,2.357597375959813,-8.258762922212481,-5.276176697015762,1.9982690513134003,10.68758864402771,13.155262794494625
50,NATIVE,entry,N512,NS,351,512,68.5546875,0,91,512,0.177734375,0.177734375,91,91,7.166495132638374,4.768084929888573,4.768084929888573,2.398410202749801,-8.433266285955906,-5.61673458814621,2.0805404633283615,10.819928407669064,13.110300874710083
50,NATIVE,history,N512,NS,354,512,69.140625,0,83,512,0.162109375,0.162109375,83,83,7.118604128821971,4.7610067528621585,4.7610067528621585,2.357597375959813,-8.258762922212481,-5.276176697015762,1.9982690513134003,10.68758864402771,13.155262794494625
50,NATIVE,z,N512,NS,351,512,68.5546875,0,91,512,0.177734375,0.177734375,91,91,7.166495132638374,4.768084929888573,4.768084929888573,2.398410202749801,-8.433266285955906,-5.61673458814621,2.0805404633283615,10.819928407669064,13.110300874710083
50,NATIVE,W5,H512_ALL,RS,487,512,95.1171875,0,420,516,0.813953488372093,0.81640625,416,416,0.9631318167683744,9.795978500158526,0.9631318167683744,8.832846683390152,-5.697323669195175,0.07632064819335946,8.638353624381125,5.88153190612793,10.71333461761474
50,NATIVE,W5,H512_ALL,PS,902,1024,88.0859375,0,612,1032,0.5930232558139535,0.5927734375,604,604,2.195032048085533,8.391952581625446,2.195032048085533,6.196920533539913,-7.290929503440857,-3.19684345126152,6.48770409822464,8.683283472061156,12.078202056884763
50,NATIVE,W6,H512_ALL,RS,486,512,94.921875,0,419,516,0.812015503875969,0.814453125,415,415,0.970692223365127,9.783044389914721,0.970692223365127,8.812352166549594,-5.847327029705047,0.027331590652465904,8.591221960261464,5.92693507671356,10.63608686447143
50,NATIVE,W6,H512_ALL,PS,901,1024,87.98828125,0,610,1032,0.5910852713178295,0.5908203125,602,602,2.196479141899136,8.383220412959417,2.196479141899136,6.186741271060281,-7.3401134586334225,-3.1746595859527584,6.446998596191406,8.594312572479238,12.166665630340574
50,NATIVE,W8,H512_ALL,RS,485,512,94.7265625,0,419,516,0.812015503875969,0.814453125,415,415,0.9967284821660911,9.700014842499513,0.9967284821660911,8.703286360333422,-6.336711651086807,-0.01857008934020994,8.51445450540632,6.043490767478941,10.48646307945251
50,NATIVE,W8,H512_ALL,PS,896,1024,87.5,0,609,1032,0.5901162790697675,0.58984375,601,601,2.2207837791480287,8.35625117557447,2.2207837791480287,6.135467396426442,-7.416856851577759,-3.1184387505054465,6.481051308102906,8.814524984359725,12.072889757156371
50,NATIVE,entry,H512_ALL,RS,488,512,95.3125,0,423,516,0.8197674418604651,0.822265625,419,419,0.930767147450176,9.866686973895412,0.930767147450176,8.935919826445236,-5.120254973173141,0.1891069889068604,8.744546517264098,5.91057801246643,10.767884674072254
