kind,seconds,stage,entry,branch,reused,case_id,request_index,layer,pending_layer,applied
native_target_reuse,6.82855024933815e-05,,50,SHAM,True,3236,20,,,
native_target_reuse,4.9637630581855774e-05,,50,SHAM,True,5099,21,,,
native_target_reuse,4.381407052278519e-05,,50,SHAM,True,10315,22,,,
native_target_reuse,4.909280687570572e-05,,50,SHAM,True,10098,23,,,
native_target_reuse,5.568657070398331e-05,,50,SHAM,True,5617,24,,,
native_target_reuse,4.853028804063797e-05,,50,SHAM,True,17308,25,,,
native_target_reuse,5.4858624935150146e-05,,50,SHAM,True,16643,26,,,
native_target_reuse,5.656201392412186e-05,,50,SHAM,True,11354,27,,,
native_target_reuse,6.013642996549606e-05,,50,SHAM,True,14683,28,,,
native_target_reuse,5.5693089962005615e-05,,50,SHAM,True,11156,29,,,
native_target_reuse,5.58905303478241e-05,,50,SHAM,True,6225,30,,,
native_target_reuse,4.728883504867554e-05,,50,SHAM,True,18311,31,,,
native_target_reuse,5.61857596039772e-05,,50,SHAM,True,2827,32,,,
native_target_reuse,4.526693373918533e-05,,50,SHAM,True,13137,33,,,
native_target_reuse,4.984252154827118e-05,,50,SHAM,True,17628,34,,,
native_target_reuse,4.385877400636673e-05,,50,SHAM,True,6125,35,,,
native_target_reuse,5.59268519282341e-05,,50,SHAM,True,17930,36,,,
native_target_reuse,4.46271151304245e-05,,50,SHAM,True,19191,37,,,
native_target_reuse,4.9211084842681885e-05,,50,SHAM,True,8223,38,,,
native_target_reuse,4.758685827255249e-05,,50,SHAM,True,9627,39,,,
native_target_reuse,7.221195846796036e-05,,50,SHAM,True,10783,40,,,
native_target_reuse,5.237851291894913e-05,,50,SHAM,True,21630,41,,,
native_target_reuse,4.687439650297165e-05,,50,SHAM,True,3485,42,,,
native_target_reuse,5.1694922149181366e-05,,50,SHAM,True,1684,43,,,
native_target_reuse,5.557667464017868e-05,,50,SHAM,True,7580,44,,,
native_target_reuse,4.452001303434372e-05,,50,SHAM,True,12727,45,,,
native_target_reuse,5.284976214170456e-05,,50,SHAM,True,8776,46,,,
native_target_reuse,4.309229552745819e-05,,50,SHAM,True,8823,47,,,
native_target_reuse,5.417224019765854e-05,,50,SHAM,True,5771,48,,,
native_target_reuse,5.198828876018524e-05,,50,SHAM,True,18565,49,,,
native_target_reuse,4.8951245844364166e-05,,50,SHAM,True,7329,50,,,
native_target_reuse,4.575587809085846e-05,,50,SHAM,True,8098,51,,,
native_target_reuse,6.110779941082001e-05,,50,SHAM,True,14557,52,,,
native_target_reuse,5.014147609472275e-05,,50,SHAM,True,16758,53,,,
native_target_reuse,4.658009856939316e-05,,50,SHAM,True,14438,54,,,
native_target_reuse,4.674308001995087e-05,,50,SHAM,True,3161,55,,,
native_target_reuse,5.481671541929245e-05,,50,SHAM,True,4180,56,,,
native_target_reuse,6.0459598898887634e-05,,50,SHAM,True,7171,57,,,
native_target_reuse,4.5783817768096924e-05,,50,SHAM,True,17435,58,,,
native_target_reuse,4.319380968809128e-05,,50,SHAM,True,6391,59,,,
native_target_reuse,5.8366917073726654e-05,,50,SHAM,True,17787,60,,,
native_target_reuse,5.861558020114899e-05,,50,SHAM,True,10515,61,,,
native_target_reuse,5.148444324731827e-05,,50,SHAM,True,11748,62,,,
native_target_reuse,5.0797127187252045e-05,,50,SHAM,True,17389,63,,,
native_target_reuse,6.651412695646286e-05,,50,SHAM,True,10070,64,,,
native_target_reuse,5.024857819080353e-05,,50,SHAM,True,4792,65,,,
native_target_reuse,5.033891648054123e-05,,50,SHAM,True,13386,66,,,
native_target_reuse,4.462432116270065e-05,,50,SHAM,True,11178,67,,,
native_target_reuse,8.201226592063904e-05,,50,SHAM,True,20771,68,,,
native_target_reuse,4.792865365743637e-05,,50,SHAM,True,21299,69,,,
native_target_reuse,4.379451274871826e-05,,50,SHAM,True,2908,70,,,
native_target_reuse,4.3577514588832855e-05,,50,SHAM,True,17068,71,,,
native_target_reuse,5.4244883358478546e-05,,50,SHAM,True,12230,72,,,
native_target_reuse,4.787556827068329e-05,,50,SHAM,True,19068,73,,,
native_target_reuse,5.679856985807419e-05,,50,SHAM,True,16823,74,,,
native_target_reuse,4.658754914999008e-05,,50,SHAM,True,2515,75,,,
native_target_reuse,6.08004629611969e-05,,50,SHAM,True,1057,76,,,
native_target_reuse,6.135739386081696e-05,,50,SHAM,True,13170,77,,,
native_target_reuse,4.580989480018616e-05,,50,SHAM,True,20011,78,,,
native_target_reuse,5.2644871175289154e-05,,50,SHAM,True,4087,79,,,
native_target_reuse,6.173644214868546e-05,,50,SHAM,True,6438,80,,,
native_target_reuse,4.9413181841373444e-05,,50,SHAM,True,8334,81,,,
native_target_reuse,4.60771843791008e-05,,50,SHAM,True,20902,82,,,
native_target_reuse,4.483480006456375e-05,,50,SHAM,True,5429,83,,,
native_target_reuse,5.662534385919571e-05,,50,SHAM,True,18611,84,,,
native_target_reuse,4.6518631279468536e-05,,50,SHAM,True,17754,85,,,
native_target_reuse,4.774704575538635e-05,,50,SHAM,True,17680,86,,,
native_target_reuse,4.366505891084671e-05,,50,SHAM,True,850,87,,,
native_target_reuse,5.972571671009064e-05,,50,SHAM,True,5147,88,,,
native_target_reuse,5.068536847829819e-05,,50,SHAM,True,15860,89,,,
native_target_reuse,4.53973188996315e-05,,50,SHAM,True,2475,90,,,
native_target_reuse,4.657823592424393e-05,,50,SHAM,True,1740,91,,,
native_target_reuse,5.7629309594631195e-05,,50,SHAM,True,20050,92,,,
native_target_reuse,4.595518112182617e-05,,50,SHAM,True,14406,93,,,
native_target_reuse,4.4357962906360626e-05,,50,SHAM,True,10173,94,,,
native_target_reuse,4.354305565357208e-05,,50,SHAM,True,4679,95,,,
native_target_reuse,5.460251122713089e-05,,50,SHAM,True,11368,96,,,
native_target_reuse,4.691816866397858e-05,,50,SHAM,True,13460,97,,,
native_target_reuse,4.969164729118347e-05,,50,SHAM,True,13158,98,,,
native_target_reuse,4.654843360185623e-05,,50,SHAM,True,13856,99,,,
stage_observer,26.192141690291464,z,50,SHAM,True,,,,,
native_key,3.499187151901424,,50,SHAM,True,,,4,,
native_l8_residual_forward,0.3725779624655843,,50,SHAM,True,,,,4,
history_operand_and_diagnostic_PK,0.2802730146795511,,50,SHAM,True,,,4,,True
native_direct_solve,0.11904755514115095,,50,SHAM,True,,,4,,
diagnostic_response_factor,0.4167334781959653,,50,SHAM,True,,,4,,
stage_observer,47.44053710997105,W4,50,SHAM,True,,,,,
native_key,3.519465879537165,,50,SHAM,True,,,5,,
native_l8_residual_forward,0.37357902247458696,,50,SHAM,True,,,,5,
history_operand_and_diagnostic_PK,0.2927318885922432,,50,SHAM,True,,,5,,True
native_direct_solve,0.11880212556570768,,50,SHAM,True,,,5,,
diagnostic_response_factor,0.404027889482677,,50,SHAM,True,,,5,,
stage_observer,101.35458588413894,W5,50,SHAM,True,,,,,
native_key,3.500222533941269,,50,SHAM,True,,,6,,
native_l8_residual_forward,0.37370083294808865,,50,SHAM,True,,,,6,
history_operand_and_diagnostic_PK,0.28176075778901577,,50,SHAM,True,,,6,,True
native_direct_solve,0.11888712365180254,,50,SHAM,True,,,6,,
diagnostic_response_factor,0.3861453616991639,,50,SHAM,True,,,6,,
stage_observer,100.0994468042627,W6,50,SHAM,True,,,,,
native_key,3.5099990908056498,,50,SHAM,True,,,7,,
native_l8_residual_forward,0.3745261449366808,,50,SHAM,True,,,,7,
history_operand_and_diagnostic_PK,0.2780080195516348,,50,SHAM,True,,,7,,True
native_direct_solve,0.11917021498084068,,50,SHAM,True,,,7,,
diagnostic_response_factor,0.40466041304171085,,50,SHAM,True,,,7,,
stage_observer,48.25245927646756,W7,50,SHAM,True,,,,,
native_key,3.5058409767225385,,50,SHAM,True,,,8,,
native_l8_residual_forward,0.3756588138639927,,50,SHAM,True,,,,8,
history_operand_and_diagnostic_PK,0.28497654665261507,,50,SHAM,True,,,8,,True
native_direct_solve,0.11908369977027178,,50,SHAM,True,,,8,,
diagnostic_response_factor,0.5466594994068146,,50,SHAM,True,,,8,,
stage_observer,83.82614882010967,W8,50,SHAM,True,,,,,
final_l8_residual_observer,0.39225909672677517,,50,SHAM,True,,,,,
native_history_key_and_instrumentation,4.570057251490653,,50,SHAM,True,,,4,,
native_history_key_and_instrumentation,4.06334431655705,,50,SHAM,True,,,5,,
native_history_key_and_instrumentation,4.203183047473431,,50,SHAM,True,,,6,,
native_history_key_and_instrumentation,4.186784672550857,,50,SHAM,True,,,7,,
native_history_key_and_instrumentation,4.171130632981658,,50,SHAM,True,,,8,,
stage_observer,73.83467777073383,history,50,SHAM,True,,,,,
stage_observer,92.44839305616915,entry,50,H5,False,,,,,
native_target_reuse,0.001435740850865841,,50,H5,False,18246,0,,,
native_target_reuse,8.933339267969131e-05,,50,H5,False,6208,1,,,
native_target_reuse,6.091408431529999e-05,,50,H5,False,17272,2,,,
native_target_reuse,5.686655640602112e-05,,50,H5,False,5149,3,,,
native_target_reuse,6.46151602268219e-05,,50,H5,False,16709,4,,,
native_target_reuse,4.703272134065628e-05,,50,H5,False,17483,5,,,
native_target_reuse,4.2304396629333496e-05,,50,H5,False,9090,6,,,
native_target_reuse,4.252791404724121e-05,,50,H5,False,4395,7,,,
native_target_reuse,0.0001241397112607956,,50,H5,False,14590,8,,,
native_target_reuse,6.367545574903488e-05,,50,H5,False,7812,9,,,
native_target_reuse,6.106123328208923e-05,,50,H5,False,821,10,,,
native_target_reuse,5.074497312307358e-05,,50,H5,False,13931,11,,,
native_target_reuse,6.814021617174149e-05,,50,H5,False,11695,12,,,
native_target_reuse,7.664412260055542e-05,,50,H5,False,9277,13,,,
native_target_reuse,5.2751973271369934e-05,,50,H5,False,19560,14,,,
native_target_reuse,5.310866981744766e-05,,50,H5,False,3,15,,,
native_target_reuse,7.599964737892151e-05,,50,H5,False,18963,16,,,
native_target_reuse,5.636084824800491e-05,,50,H5,False,17689,17,,,
native_target_reuse,4.6700239181518555e-05,,50,H5,False,7702,18,,,
native_target_reuse,5.816388875246048e-05,,50,H5,False,18857,19,,,
native_target_reuse,6.70459121465683e-05,,50,H5,False,3236,20,,,
native_target_reuse,5.664117634296417e-05,,50,H5,False,5099,21,,,
native_target_reuse,5.509704351425171e-05,,50,H5,False,10315,22,,,
native_target_reuse,5.260016769170761e-05,,50,H5,False,10098,23,,,
native_target_reuse,7.045548409223557e-05,,50,H5,False,5617,24,,,
native_target_reuse,5.4401345551013947e-05,,50,H5,False,17308,25,,,
native_target_reuse,4.872586578130722e-05,,50,H5,False,16643,26,,,
native_target_reuse,4.661642014980316e-05,,50,H5,False,11354,27,,,
native_target_reuse,5.9400685131549835e-05,,50,H5,False,14683,28,,,
native_target_reuse,4.968978464603424e-05,,50,H5,False,11156,29,,,
native_target_reuse,5.256570875644684e-05,,50,H5,False,6225,30,,,
native_target_reuse,4.876125603914261e-05,,50,H5,False,18311,31,,,
native_target_reuse,6.417743861675262e-05,,50,H5,False,2827,32,,,
native_target_reuse,5.494896322488785e-05,,50,H5,False,13137,33,,,
native_target_reuse,4.8288144171237946e-05,,50,H5,False,17628,34,,,
native_target_reuse,6.560049951076508e-05,,50,H5,False,6125,35,,,
native_target_reuse,6.4115971326828e-05,,50,H5,False,17930,36,,,
native_target_reuse,5.2741728723049164e-05,,50,H5,False,19191,37,,,
native_target_reuse,4.576239734888077e-05,,50,H5,False,8223,38,,,
native_target_reuse,4.138052463531494e-05,,50,H5,False,9627,39,,,
native_target_reuse,5.3962692618370056e-05,,50,H5,False,10783,40,,,
native_target_reuse,4.89894300699234e-05,,50,H5,False,21630,41,,,
native_target_reuse,4.543084651231766e-05,,50,H5,False,3485,42,,,
native_target_reuse,4.993751645088196e-05,,50,H5,False,1684,43,,,
native_target_reuse,6.51804730296135e-05,,50,H5,False,7580,44,,,
native_target_reuse,5.1439739763736725e-05,,50,H5,False,12727,45,,,
native_target_reuse,4.971493035554886e-05,,50,H5,False,8776,46,,,
native_target_reuse,5.200691521167755e-05,,50,H5,False,8823,47,,,
native_target_reuse,5.974993109703064e-05,,50,H5,False,5771,48,,,
native_target_reuse,4.8820860683918e-05,,50,H5,False,18565,49,,,
native_target_reuse,4.382152110338211e-05,,50,H5,False,7329,50,,,
native_target_reuse,4.325993359088898e-05,,50,H5,False,8098,51,,,
native_target_reuse,5.350634455680847e-05,,50,H5,False,14557,52,,,
native_target_reuse,4.87547367811203e-05,,50,H5,False,16758,53,,,
native_target_reuse,4.329439252614975e-05,,50,H5,False,14438,54,,,
native_target_reuse,5.1091425120830536e-05,,50,H5,False,3161,55,,,
native_target_reuse,6.270315498113632e-05,,50,H5,False,4180,56,,,
native_target_reuse,5.4477714002132416e-05,,50,H5,False,7171,57,,,
native_target_reuse,6.0597434639930725e-05,,50,H5,False,17435,58,,,
native_target_reuse,4.85200434923172e-05,,50,H5,False,6391,59,,,
native_target_reuse,6.361119449138641e-05,,50,H5,False,17787,60,,,
native_target_reuse,6.0099177062511444e-05,,50,H5,False,10515,61,,,
native_target_reuse,4.3516047298908234e-05,,50,H5,False,11748,62,,,
native_target_reuse,4.271324723958969e-05,,50,H5,False,17389,63,,,
native_target_reuse,7.419474422931671e-05,,50,H5,False,10070,64,,,
native_target_reuse,5.007348954677582e-05,,50,H5,False,4792,65,,,
native_target_reuse,4.415493458509445e-05,,50,H5,False,13386,66,,,
native_target_reuse,4.724971950054169e-05,,50,H5,False,11178,67,,,
native_target_reuse,5.9057027101516724e-05,,50,H5,False,20771,68,,,
native_target_reuse,4.824437201023102e-05,,50,H5,False,21299,69,,,
native_target_reuse,4.757009446620941e-05,,50,H5,False,2908,70,,,
native_target_reuse,4.442129284143448e-05,,50,H5,False,17068,71,,,
native_target_reuse,6.2527135014534e-05,,50,H5,False,12230,72,,,
native_target_reuse,5.305744707584381e-05,,50,H5,False,19068,73,,,
native_target_reuse,4.285760223865509e-05,,50,H5,False,16823,74,,,
native_target_reuse,4.15947288274765e-05,,50,H5,False,2515,75,,,
native_target_reuse,6.976630538702011e-05,,50,H5,False,1057,76,,,
native_target_reuse,4.6729110181331635e-05,,50,H5,False,13170,77,,,
native_target_reuse,4.091951996088028e-05,,50,H5,False,20011,78,,,
native_target_reuse,4.091579467058182e-05,,50,H5,False,4087,79,,,
native_target_reuse,5.422532558441162e-05,,50,H5,False,6438,80,,,
native_target_reuse,4.826020449399948e-05,,50,H5,False,8334,81,,,
native_target_reuse,5.86165115237236e-05,,50,H5,False,20902,82,,,
native_target_reuse,4.9892812967300415e-05,,50,H5,False,5429,83,,,
native_target_reuse,6.022583693265915e-05,,50,H5,False,18611,84,,,
native_target_reuse,4.598218947649002e-05,,50,H5,False,17754,85,,,
native_target_reuse,4.974938929080963e-05,,50,H5,False,17680,86,,,
native_target_reuse,4.382431507110596e-05,,50,H5,False,850,87,,,
native_target_reuse,5.275662988424301e-05,,50,H5,False,5147,88,,,
native_target_reuse,4.790816456079483e-05,,50,H5,False,15860,89,,,
native_target_reuse,4.3594278395175934e-05,,50,H5,False,2475,90,,,
native_target_reuse,4.298891872167587e-05,,50,H5,False,1740,91,,,
native_target_reuse,5.383789539337158e-05,,50,H5,False,20050,92,,,
native_target_reuse,4.978198558092117e-05,,50,H5,False,14406,93,,,
native_target_reuse,4.766881465911865e-05,,50,H5,False,10173,94,,,
native_target_reuse,4.933960735797882e-05,,50,H5,False,4679,95,,,
native_target_reuse,5.8379024267196655e-05,,50,H5,False,11368,96,,,
native_target_reuse,4.688464105129242e-05,,50,H5,False,13460,97,,,
native_target_reuse,4.4082291424274445e-05,,50,H5,False,13158,98,,,
native_target_reuse,4.2990781366825104e-05,,50,H5,False,13856,99,,,
stage_observer,25.432199630886316,z,50,H5,False,,,,,
native_key,3.5050283456221223,,50,H5,False,,,4,,
native_l8_residual_forward,0.37221041694283485,,50,H5,False,,,,4,
history_operand_and_diagnostic_PK,0.10173791367560625,,50,H5,False,,,4,,False
native_direct_solve,0.14704338926821947,,50,H5,False,,,4,,
diagnostic_response_factor,0.3248245660215616,,50,H5,False,,,4,,
stage_observer,47.45677337702364,W4,50,H5,False,,,,,
native_key,3.493968363851309,,50,H5,False,,,5,,
native_l8_residual_forward,0.3912896681576967,,50,H5,False,,,,5,
history_operand_and_diagnostic_PK,6.1350332126021385,,50,H5,False,,,5,,True
native_direct_solve,0.11895437259227037,,50,H5,False,,,5,,
diagnostic_response_factor,0.38495843950659037,,50,H5,False,,,5,,
stage_observer,99.30707681458443,W5,50,H5,False,,,,,
native_key,3.513767975382507,,50,H5,False,,,6,,
native_l8_residual_forward,0.37342114746570587,,50,H5,False,,,,6,
history_operand_and_diagnostic_PK,0.10915044043213129,,50,H5,False,,,6,,False
native_direct_solve,0.11871839314699173,,50,H5,False,,,6,,
diagnostic_response_factor,0.5437042759731412,,50,H5,False,,,6,,
stage_observer,99.97340397629887,W6,50,H5,False,,,,,
native_key,3.4955271938815713,,50,H5,False,,,7,,
native_l8_residual_forward,0.3735476415604353,,50,H5,False,,,,7,
history_operand_and_diagnostic_PK,0.10347018390893936,,50,H5,False,,,7,,False
native_direct_solve,0.11869619321078062,,50,H5,False,,,7,,
