kind,seconds,stage,entry,branch,reused,case_id,request_index,layer,pending_layer,applied
stage_observer,91.40670441184193,entry,50,NATIVE,True,,,,,
native_target,1.3832094334065914,,50,NATIVE,True,18246,0,,,
native_target,0.41146733425557613,,50,NATIVE,True,6208,1,,,
native_target,2.197025431320071,,50,NATIVE,True,17272,2,,,
native_target,1.495316424407065,,50,NATIVE,True,5149,3,,,
native_target,0.42675852589309216,,50,NATIVE,True,16709,4,,,
native_target,0.07917828019708395,,50,NATIVE,True,17483,5,,,
native_target,0.8772421553730965,,50,NATIVE,True,9090,6,,,
native_target,0.42812664154917,,50,NATIVE,True,4395,7,,,
native_target,0.45242724753916264,,50,NATIVE,True,14590,8,,,
native_target,0.3277840334922075,,50,NATIVE,True,7812,9,,,
native_target,0.5211086878553033,,50,NATIVE,True,821,10,,,
native_target,0.33241256326436996,,50,NATIVE,True,13931,11,,,
native_target,0.20498423092067242,,50,NATIVE,True,11695,12,,,
native_target,0.42996999341994524,,50,NATIVE,True,9277,13,,,
native_target,0.7286199145019054,,50,NATIVE,True,19560,14,,,
native_target,3.0550805255770683,,50,NATIVE,True,3,15,,,
native_target,0.4228357467800379,,50,NATIVE,True,18963,16,,,
native_target,0.45298662316054106,,50,NATIVE,True,17689,17,,,
native_target,0.8882220340892673,,50,NATIVE,True,7702,18,,,
native_target,0.4168656915426254,,50,NATIVE,True,18857,19,,,
native_target,0.45388910826295614,,50,NATIVE,True,3236,20,,,
native_target,0.7056351760402322,,50,NATIVE,True,5099,21,,,
native_target,0.6991039998829365,,50,NATIVE,True,10315,22,,,
native_target,1.823025074787438,,50,NATIVE,True,10098,23,,,
native_target,0.5773862451314926,,50,NATIVE,True,5617,24,,,
native_target,0.8247308162972331,,50,NATIVE,True,17308,25,,,
native_target,1.1217554081231356,,50,NATIVE,True,16643,26,,,
native_target,0.5973358349874616,,50,NATIVE,True,11354,27,,,
native_target,0.8243718342855573,,50,NATIVE,True,14683,28,,,
native_target,0.5946143185719848,,50,NATIVE,True,11156,29,,,
native_target,0.45143761951476336,,50,NATIVE,True,6225,30,,,
native_target,0.45240690000355244,,50,NATIVE,True,18311,31,,,
native_target,0.7935755774378777,,50,NATIVE,True,2827,32,,,
native_target,0.576039451174438,,50,NATIVE,True,13137,33,,,
native_target,0.3363675717264414,,50,NATIVE,True,17628,34,,,
native_target,0.33395123574882746,,50,NATIVE,True,6125,35,,,
native_target,2.145834538154304,,50,NATIVE,True,17930,36,,,
native_target,1.193059797398746,,50,NATIVE,True,19191,37,,,
native_target,0.4057992836460471,,50,NATIVE,True,8223,38,,,
native_target,0.7049854015931487,,50,NATIVE,True,9627,39,,,
native_target,0.7017165925353765,,50,NATIVE,True,10783,40,,,
native_target,0.9801065260544419,,50,NATIVE,True,21630,41,,,
native_target,0.426303930580616,,50,NATIVE,True,3485,42,,,
native_target,0.33604477532207966,,50,NATIVE,True,1684,43,,,
native_target,0.20391591638326645,,50,NATIVE,True,7580,44,,,
native_target,2.0839842334389687,,50,NATIVE,True,12727,45,,,
native_target,0.33816167153418064,,50,NATIVE,True,8776,46,,,
native_target,0.6122816121205688,,50,NATIVE,True,8823,47,,,
native_target,0.42242723144590855,,50,NATIVE,True,5771,48,,,
native_target,0.5740745151415467,,50,NATIVE,True,18565,49,,,
native_target,0.3267127024009824,,50,NATIVE,True,7329,50,,,
native_target,0.8209001021459699,,50,NATIVE,True,8098,51,,,
native_target,2.2498611360788345,,50,NATIVE,True,14557,52,,,
native_target,0.7918433332815766,,50,NATIVE,True,16758,53,,,
native_target,1.1568064400926232,,50,NATIVE,True,14438,54,,,
native_target,0.952136836014688,,50,NATIVE,True,3161,55,,,
native_target,0.4276305800303817,,50,NATIVE,True,4180,56,,,
native_target,0.24488849565386772,,50,NATIVE,True,7171,57,,,
native_target,0.4699772847816348,,50,NATIVE,True,17435,58,,,
native_target,0.688500301912427,,50,NATIVE,True,6391,59,,,
native_target,0.8200032440945506,,50,NATIVE,True,17787,60,,,
native_target,0.3232766855508089,,50,NATIVE,True,10515,61,,,
native_target,0.7045169193297625,,50,NATIVE,True,11748,62,,,
native_target,1.3851232826709747,,50,NATIVE,True,17389,63,,,
native_target,0.4242746261879802,,50,NATIVE,True,10070,64,,,
native_target,0.3375998018309474,,50,NATIVE,True,4792,65,,,
native_target,0.5820026267319918,,50,NATIVE,True,13386,66,,,
native_target,0.8790245670825243,,50,NATIVE,True,11178,67,,,
native_target,0.6134001286700368,,50,NATIVE,True,20771,68,,,
native_target,0.8241012450307608,,50,NATIVE,True,21299,69,,,
native_target,0.7731028283014894,,50,NATIVE,True,2908,70,,,
native_target,0.8202756950631738,,50,NATIVE,True,17068,71,,,
native_target,2.182545459829271,,50,NATIVE,True,12230,72,,,
native_target,1.200045583769679,,50,NATIVE,True,19068,73,,,
native_target,2.2694245791062713,,50,NATIVE,True,16823,74,,,
native_target,0.41599505115300417,,50,NATIVE,True,2515,75,,,
native_target,0.6980931181460619,,50,NATIVE,True,1057,76,,,
native_target,0.20310131553560495,,50,NATIVE,True,13170,77,,,
native_target,1.2425243323668838,,50,NATIVE,True,20011,78,,,
native_target,0.5744674177840352,,50,NATIVE,True,4087,79,,,
native_target,0.5034418003633618,,50,NATIVE,True,6438,80,,,
native_target,0.4284214023500681,,50,NATIVE,True,8334,81,,,
native_target,0.7017661454156041,,50,NATIVE,True,20902,82,,,
native_target,2.2656698068603873,,50,NATIVE,True,5429,83,,,
native_target,0.5219555869698524,,50,NATIVE,True,18611,84,,,
native_target,0.5760278515517712,,50,NATIVE,True,17754,85,,,
native_target,0.6971828667446971,,50,NATIVE,True,17680,86,,,
native_target,0.505382938310504,,50,NATIVE,True,850,87,,,
native_target,3.0542735531926155,,50,NATIVE,True,5147,88,,,
native_target,0.43031629268079996,,50,NATIVE,True,15860,89,,,
native_target,2.268467316403985,,50,NATIVE,True,2475,90,,,
native_target,0.6136594926938415,,50,NATIVE,True,1740,91,,,
native_target,0.5765358209609985,,50,NATIVE,True,20050,92,,,
native_target,2.251313460059464,,50,NATIVE,True,14406,93,,,
native_target,1.3471054714173079,,50,NATIVE,True,10173,94,,,
native_target,1.0445669889450073,,50,NATIVE,True,4679,95,,,
native_target,0.7036260757595301,,50,NATIVE,True,11368,96,,,
native_target,3.065165693871677,,50,NATIVE,True,13460,97,,,
native_target,1.9511027606204152,,50,NATIVE,True,13158,98,,,
native_target,0.4239155286923051,,50,NATIVE,True,13856,99,,,
stage_observer,24.760210028849542,z,50,NATIVE,True,,,,,
native_key,3.507373142056167,,50,NATIVE,True,,,4,,
native_l8_residual_forward,0.37461716029793024,,50,NATIVE,True,,,,4,
history_operand_and_diagnostic_PK,0.10129286162555218,,50,NATIVE,True,,,4,,False
native_direct_solve,0.16222778614610434,,50,NATIVE,True,,,4,,
diagnostic_response_factor,0.35160043835639954,,50,NATIVE,True,,,4,,
stage_observer,47.44772973842919,W4,50,NATIVE,True,,,,,
native_key,3.5094260666519403,,50,NATIVE,True,,,5,,
native_l8_residual_forward,0.3751487834379077,,50,NATIVE,True,,,,5,
history_operand_and_diagnostic_PK,0.12339458800852299,,50,NATIVE,True,,,5,,False
native_direct_solve,0.1189489085227251,,50,NATIVE,True,,,5,,
diagnostic_response_factor,0.3644530354067683,,50,NATIVE,True,,,5,,
stage_observer,102.93426188174635,W5,50,NATIVE,True,,,,,
native_key,3.4969257367774844,,50,NATIVE,True,,,6,,
native_l8_residual_forward,0.37514456175267696,,50,NATIVE,True,,,,6,
history_operand_and_diagnostic_PK,0.12058215215802193,,50,NATIVE,True,,,6,,False
native_direct_solve,0.11895550973713398,,50,NATIVE,True,,,6,,
diagnostic_response_factor,0.40909252129495144,,50,NATIVE,True,,,6,,
stage_observer,100.61791933793575,W6,50,NATIVE,True,,,,,
native_key,3.5007517244666815,,50,NATIVE,True,,,7,,
native_l8_residual_forward,0.3739947807043791,,50,NATIVE,True,,,,7,
history_operand_and_diagnostic_PK,0.10911968816071749,,50,NATIVE,True,,,7,,False
native_direct_solve,0.11897380836308002,,50,NATIVE,True,,,7,,
diagnostic_response_factor,0.374342517927289,,50,NATIVE,True,,,7,,
stage_observer,49.73615515977144,W7,50,NATIVE,True,,,,,
native_key,3.5020970264449716,,50,NATIVE,True,,,8,,
native_l8_residual_forward,0.37390532717108727,,50,NATIVE,True,,,,8,
history_operand_and_diagnostic_PK,0.10195703152567148,,50,NATIVE,True,,,8,,False
native_direct_solve,0.1197435250505805,,50,NATIVE,True,,,8,,
diagnostic_response_factor,0.3133367393165827,,50,NATIVE,True,,,8,,
stage_observer,84.77688632067293,W8,50,NATIVE,True,,,,,
final_l8_residual_observer,0.397542298771441,,50,NATIVE,True,,,,,
native_history_key_and_instrumentation,4.5998003631830215,,50,NATIVE,True,,,4,,
native_history_key_and_instrumentation,4.526366203092039,,50,NATIVE,True,,,5,,
native_history_key_and_instrumentation,4.045220924541354,,50,NATIVE,True,,,6,,
native_history_key_and_instrumentation,4.573539640754461,,50,NATIVE,True,,,7,,
native_history_key_and_instrumentation,4.612190766260028,,50,NATIVE,True,,,8,,
stage_observer,76.86253484990448,history,50,NATIVE,True,,,,,
stage_observer,87.28398221451789,entry,50,SHAM,True,,,,,
native_target_reuse,0.0014376258477568626,,50,SHAM,True,18246,0,,,
native_target_reuse,9.397231042385101e-05,,50,SHAM,True,6208,1,,,
native_target_reuse,5.360785871744156e-05,,50,SHAM,True,17272,2,,,
native_target_reuse,4.833843559026718e-05,,50,SHAM,True,5149,3,,,
native_target_reuse,7.307250052690506e-05,,50,SHAM,True,16709,4,,,
native_target_reuse,5.722418427467346e-05,,50,SHAM,True,17483,5,,,
native_target_reuse,5.14443963766098e-05,,50,SHAM,True,9090,6,,,
native_target_reuse,5.060900002717972e-05,,50,SHAM,True,4395,7,,,
native_target_reuse,6.643123924732208e-05,,50,SHAM,True,14590,8,,,
native_target_reuse,5.724094808101654e-05,,50,SHAM,True,7812,9,,,
native_target_reuse,4.557520151138306e-05,,50,SHAM,True,821,10,,,
native_target_reuse,4.637427628040314e-05,,50,SHAM,True,13931,11,,,
native_target_reuse,5.629938095808029e-05,,50,SHAM,True,11695,12,,,
native_target_reuse,5.1227398216724396e-05,,50,SHAM,True,9277,13,,,
native_target_reuse,4.5184046030044556e-05,,50,SHAM,True,19560,14,,,
native_target_reuse,5.4790638387203217e-05,,50,SHAM,True,3,15,,,
native_target_reuse,6.454717367887497e-05,,50,SHAM,True,18963,16,,,
native_target_reuse,5.431659519672394e-05,,50,SHAM,True,17689,17,,,
native_target_reuse,5.1233917474746704e-05,,50,SHAM,True,7702,18,,,
native_target_reuse,5.4533593356609344e-05,,50,SHAM,True,18857,19,,,
