phase,state,condition,panel,layer,space,context,variant,n,PR,top1,top5,trace,mean_energy,norm_ESS,norm_top1pct,zero_norm,source
E1,0,native,early,5,projected,writer_mean,unit_raw,1000,476.12134624274677,0.021617057528435502,0.05835352739267515,999.9999999999926,0.019273076004082335,954.2288464000648,0.018039113410663464,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L5-projected-geometry.json
E1,0,native,early,5,projected,writer_mean,unit_centered,1000,578.1980768873905,0.013049073702240357,0.04452040226593758,980.53098379822,0.019273076004082335,954.2288464000648,0.018039113410663464,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L5-projected-geometry.json
E1,0,native,early,5,raw,writer_mean,raw,1000,136.19680825470732,0.07586129565090168,0.11489629423613898,11863.00667321297,0.07401351299324704,957.6492923072677,0.01779989856284648,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L5-raw-geometry.json
E1,0,native,early,5,raw,writer_mean,centered,1000,530.2834285987833,0.014506072285019777,0.050023788017532655,10984.983874666146,0.07401351299324704,957.6492923072677,0.01779989856284648,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L5-raw-geometry.json
E1,0,native,early,5,raw,writer_mean,unit_raw,1000,135.42573526791105,0.07633009703933086,0.1155734675137915,999.9999999999939,0.07401351299324704,957.6492923072677,0.01779989856284648,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L5-raw-geometry.json
E1,0,native,early,5,raw,writer_mean,unit_centered,1000,544.1961713458655,0.015181683591577956,0.049003054889165745,924.8907473929617,0.07401351299324704,957.6492923072677,0.01779989856284648,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L5-raw-geometry.json
E1,0,native,early,6,projected,writer_mean,raw,1000,259.1436568483595,0.043323647119604694,0.08735252388919544,13517.107960646536,0.03862261904371966,961.2335435314009,0.015968268739084267,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L6-projected-geometry.json
E1,0,native,early,6,projected,writer_mean,centered,1000,444.27551539292267,0.01699419655942378,0.057156609041853566,12995.041849309651,0.03862261904371966,961.2335435314009,0.015968268739084267,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L6-projected-geometry.json
E1,0,native,early,6,projected,writer_mean,unit_raw,1000,263.59452239668127,0.04249113775812071,0.08768635262735885,999.9999999999923,0.03862261904371966,961.2335435314009,0.015968268739084267,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L6-projected-geometry.json
E1,0,native,early,6,projected,writer_mean,unit_centered,1000,451.73460561031953,0.016694186614420573,0.05702180854292032,961.0367876374105,0.03862261904371966,961.2335435314009,0.015968268739084267,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L6-projected-geometry.json
E1,0,native,early,6,raw,writer_mean,raw,1000,70.3299968642806,0.11065145356870301,0.16064969864190123,14909.680248044013,0.1065849110885694,962.8589173290611,0.01614001507677037,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L6-raw-geometry.json
E1,0,native,early,6,raw,writer_mean,centered,1000,384.05416411841287,0.022521301017685992,0.0684592990453158,13320.533304447235,0.1065849110885694,962.8589173290611,0.01614001507677037,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L6-raw-geometry.json
E1,0,native,early,6,raw,writer_mean,unit_raw,1000,71.11149881316696,0.10985245211783369,0.16122321502311077,999.9999999999934,0.1065849110885694,962.8589173290611,0.01614001507677037,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L6-raw-geometry.json
E1,0,native,early,6,raw,writer_mean,unit_centered,1000,390.6991166381075,0.0222766691239472,0.06787189626685729,892.5558819603602,0.1065849110885694,962.8589173290611,0.01614001507677037,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L6-raw-geometry.json
E1,0,native,early,7,projected,writer_mean,raw,1000,134.68985772490294,0.06973957596229866,0.1296871845668259,13065.801160063982,0.06285619188681893,964.8294974696652,0.015459868994134806,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L7-projected-geometry.json
E1,0,native,early,7,projected,writer_mean,centered,1000,317.8739606169973,0.02496641369297645,0.07932534630145709,12244.534655191977,0.06285619188681893,964.8294974696652,0.015459868994134806,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L7-projected-geometry.json
E1,0,native,early,7,projected,writer_mean,unit_raw,1000,137.46152558495723,0.06839194994228003,0.13040918154669037,999.9999999999923,0.06285619188681893,964.8294974696652,0.015459868994134806,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L7-projected-geometry.json
E1,0,native,early,7,projected,writer_mean,unit_centered,1000,322.6353231515812,0.023861763822542705,0.07940050506007808,936.8118055155342,0.06285619188681893,964.8294974696652,0.015459868994134806,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L7-projected-geometry.json
E1,0,native,early,7,raw,writer_mean,raw,1000,41.571463755655294,0.14673176081186207,0.2117466489974296,14666.755641734977,0.13975147524312384,966.5814381086034,0.01512668118092479,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L7-raw-geometry.json
E1,0,native,early,7,raw,writer_mean,centered,1000,268.0420359268839,0.030968952153989055,0.09237699784060764,12617.054903772094,0.13975147524312384,966.5814381086034,0.01512668118092479,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L7-raw-geometry.json
E1,0,native,early,7,raw,writer_mean,unit_raw,1000,42.53817932708714,0.144692181506363,0.21161735244108829,999.9999999999935,0.13975147524312384,966.5814381086034,0.01512668118092479,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L7-raw-geometry.json
E1,0,native,early,7,raw,writer_mean,unit_centered,1000,274.3630192353866,0.029638528979096978,0.0915679965042684,859.7444148257205,0.13975147524312384,966.5814381086034,0.01512668118092479,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L7-raw-geometry.json
E1,0,native,early,8,projected,writer_mean,raw,1000,119.88151871552229,0.07362137287696195,0.1393842677375924,12854.645002223093,0.06696410271896852,962.6892822660789,0.015884692558280088,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L8-projected-geometry.json
E1,0,native,early,8,projected,writer_mean,centered,1000,278.6488467948717,0.025601784917486964,0.08619432536307096,11993.845233878346,0.06696410271896852,962.6892822660789,0.015884692558280088,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L8-projected-geometry.json
E1,0,native,early,8,projected,writer_mean,unit_raw,1000,117.6111361482137,0.07444391902637595,0.14241019325555995,999.9999999999919,0.06696410271896852,962.6892822660789,0.015884692558280088,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L8-projected-geometry.json
E1,0,native,early,8,projected,writer_mean,unit_centered,1000,278.473350422991,0.024865900490212263,0.08791153934767469,931.6513590796106,0.06696410271896852,962.6892822660789,0.015884692558280088,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L8-projected-geometry.json
E1,0,native,early,8,raw,writer_mean,raw,1000,50.334654166947054,0.12968608845197388,0.2025283270159162,14214.308844489304,0.12303348848810738,963.1773617637376,0.015717051149499197,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L8-raw-geometry.json
E1,0,native,early,8,raw,writer_mean,centered,1000,235.0553899706916,0.03062487407862432,0.1002324851456385,12465.47284090442,0.12303348848810738,963.1773617637376,0.015717051149499197,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L8-raw-geometry.json
E1,0,native,early,8,raw,writer_mean,unit_raw,1000,50.1468830423104,0.1298512625828349,0.2049212633987402,999.9999999999934,0.12303348848810738,963.1773617637376,0.015717051149499197,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L8-raw-geometry.json
E1,0,native,early,8,raw,writer_mean,unit_centered,1000,237.13900673641396,0.030095356427077846,0.10111720438014585,875.404723215185,0.12303348848810738,963.1773617637376,0.015717051149499197,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/early/L8-raw-geometry.json
E1,0,native,late,4,projected,writer_mean,raw,1000,499.0670728321808,0.023301241013641998,0.05457728237489359,7598.135238581526,0.022167575734562524,949.2349286399227,0.022659228088218585,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L4-projected-geometry.json
E1,0,native,late,4,projected,writer_mean,centered,1000,650.7227766316423,0.01109336910347065,0.036835334862530156,7429.703000238822,0.022167575734562524,949.2349286399227,0.022659228088218585,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L4-projected-geometry.json
E1,0,native,late,4,projected,writer_mean,unit_raw,1000,511.2603306654839,0.023994548157628873,0.05249279205588153,999.999999999994,0.022167575734562524,949.2349286399227,0.022659228088218585,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L4-projected-geometry.json
E1,0,native,late,4,projected,writer_mean,unit_centered,1000,686.9686304469334,0.011261195554770773,0.03406651477912612,977.2575315608427,0.022167575734562524,949.2349286399227,0.022659228088218585,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L4-projected-geometry.json
E1,0,native,late,4,raw,writer_mean,raw,1000,178.47513025820592,0.0651881752103828,0.09598164781319922,7967.245025835931,0.0642104588511481,951.9623403008084,0.022147779146957768,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L4-raw-geometry.json
E1,0,native,late,4,raw,writer_mean,centered,1000,643.6840494933339,0.011093404996368027,0.037781166487981896,7455.66456694748,0.0642104588511481,951.9623403008084,0.022147779146957768,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L4-raw-geometry.json
E1,0,native,late,4,raw,writer_mean,unit_raw,1000,175.0411781994967,0.06658029066253275,0.09481979520101895,999.9999999999959,0.0642104588511481,951.9623403008084,0.022147779146957768,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L4-raw-geometry.json
E1,0,native,late,4,raw,writer_mean,unit_centered,1000,677.8335498522756,0.01158071894295383,0.03524657119418722,934.4378683661184,0.0642104588511481,951.9623403008084,0.022147779146957768,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L4-raw-geometry.json
E1,0,native,late,5,projected,writer_mean,raw,1000,482.3777199719042,0.021615893959919117,0.05523791597067829,11044.250230928832,0.018991796879445313,956.2392050874458,0.017785536749186714,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L5-projected-geometry.json
E1,0,native,late,5,projected,writer_mean,centered,1000,584.1316944492543,0.01229620918440498,0.04225179471005628,10834.500073857267,0.018991796879445313,956.2392050874458,0.017785536749186714,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L5-projected-geometry.json
E1,0,native,late,5,projected,writer_mean,unit_raw,1000,484.71135574844305,0.021110973552760086,0.05756741922485492,999.9999999999927,0.018991796879445313,956.2392050874458,0.017785536749186714,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L5-projected-geometry.json
E1,0,native,late,5,projected,writer_mean,unit_centered,1000,585.839775087932,0.013693491387953966,0.043956543767697406,980.7874461851154,0.018991796879445313,956.2392050874458,0.017785536749186714,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L5-projected-geometry.json
E1,0,native,late,5,raw,writer_mean,raw,1000,137.93116771303968,0.07572743051490018,0.11152634307177145,11817.40878943288,0.07396006291278012,959.683476426855,0.017460473438309927,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L5-raw-geometry.json
E1,0,native,late,5,raw,writer_mean,centered,1000,555.9462058374892,0.014319968089826845,0.04595575729319966,10943.392491900384,0.07396006291278012,959.683476426855,0.017460473438309927,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L5-raw-geometry.json
E1,0,native,late,5,raw,writer_mean,unit_raw,1000,135.9546496377288,0.07631612027717014,0.11462685226554203,999.9999999999937,0.07396006291278012,959.683476426855,0.017460473438309927,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L5-raw-geometry.json
E1,0,native,late,5,raw,writer_mean,unit_centered,1000,552.9867258077943,0.015774299333343556,0.04804341408469928,924.9424014523142,0.07396006291278012,959.683476426855,0.017460473438309927,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L5-raw-geometry.json
E1,0,native,late,6,projected,writer_mean,raw,1000,263.67033905507907,0.04279284109597461,0.08670610636576549,13476.08799317363,0.03809705899981754,959.837622688787,0.016232946709479133,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L6-projected-geometry.json
E1,0,native,late,6,projected,writer_mean,centered,1000,448.07569511909236,0.01753571227406482,0.05702195140500023,12962.688673810962,0.03809705899981754,959.837622688787,0.016232946709479133,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L6-projected-geometry.json
E1,0,native,late,6,projected,writer_mean,unit_raw,1000,265.9396458340434,0.04206299486138671,0.08916210975947861,999.9999999999923,0.03809705899981754,959.837622688787,0.016232946709479133,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L6-projected-geometry.json
E1,0,native,late,6,projected,writer_mean,unit_centered,1000,450.3195577398189,0.01760658872511945,0.05882073440786263,961.5147118259808,0.03809705899981754,959.837622688787,0.016232946709479133,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L6-projected-geometry.json
E1,0,native,late,6,raw,writer_mean,raw,1000,70.80740632813291,0.11042443072829453,0.15918485275931693,14841.582080238191,0.10634396873828877,962.301092574925,0.016203784731118304,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L6-raw-geometry.json
E1,0,native,late,6,raw,writer_mean,centered,1000,391.1864833107419,0.02323909043084934,0.06605453824926126,13263.269339470591,0.10634396873828877,962.301092574925,0.016203784731118304,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L6-raw-geometry.json
E1,0,native,late,6,raw,writer_mean,unit_raw,1000,71.33648412388152,0.1097181983510695,0.16151021865488563,999.9999999999934,0.10634396873828877,962.301092574925,0.016203784731118304,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L6-raw-geometry.json
E1,0,native,late,6,raw,writer_mean,unit_centered,1000,392.3146665506042,0.023033768157116517,0.06785314852536135,892.7429135444289,0.10634396873828877,962.301092574925,0.016203784731118304,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L6-raw-geometry.json
E1,0,native,late,7,projected,writer_mean,raw,1000,137.36432129891176,0.06925742902005295,0.12892732861515693,12970.448937775684,0.06237831560258803,968.0404272368799,0.014819246742877542,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L7-projected-geometry.json
E1,0,native,late,7,projected,writer_mean,centered,1000,326.07006544600483,0.02468310729787315,0.0783776413183374,12161.374180427858,0.06237831560258803,968.0404272368799,0.014819246742877542,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L7-projected-geometry.json
E1,0,native,late,7,projected,writer_mean,unit_raw,1000,138.70266891395025,0.06818887993912365,0.13110531710938297,999.9999999999923,0.06237831560258803,968.0404272368799,0.014819246742877542,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L7-projected-geometry.json
E1,0,native,late,7,projected,writer_mean,unit_centered,1000,325.0512246766,0.024375835270760277,0.0802262948482433,937.2213891543847,0.06237831560258803,968.0404272368799,0.014819246742877542,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L7-projected-geometry.json
E1,0,native,late,7,raw,writer_mean,raw,1000,41.618880923742935,0.14694474000496308,0.21089167871509248,14550.04985786636,0.1398979340910376,969.6982983792145,0.014476764184540263,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L7-raw-geometry.json
E1,0,native,late,7,raw,writer_mean,centered,1000,275.25796008375147,0.0312791263708467,0.08987211843057182,12514.527941829252,0.1398979340910376,969.6982983792145,0.014476764184540263,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L7-raw-geometry.json
E1,0,native,late,7,raw,writer_mean,unit_raw,1000,42.43931376963698,0.14506664697142246,0.21204834164282724,999.9999999999935,0.1398979340910376,969.6982983792145,0.014476764184540263,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L7-raw-geometry.json
E1,0,native,late,7,raw,writer_mean,unit_centered,1000,277.6139909411804,0.03012884658093229,0.09112456235891189,859.6123925351711,0.1398979340910376,969.6982983792145,0.014476764184540263,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L7-raw-geometry.json
E1,0,native,late,8,projected,writer_mean,raw,1000,121.6608958496737,0.07323739782721853,0.1390362302386609,12842.070767700323,0.0665560717061405,964.5163038532854,0.015851934274593412,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L8-projected-geometry.json
E1,0,native,late,8,projected,writer_mean,centered,1000,284.02026983194224,0.025942534491573098,0.08609261811334852,11987.352984829928,0.0665560717061405,964.5163038532854,0.015851934274593412,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L8-projected-geometry.json
E1,0,native,late,8,projected,writer_mean,unit_raw,1000,118.37412589885304,0.07436631958167561,0.14353793133592327,999.9999999999922,0.0665560717061405,964.5163038532854,0.015851934274593412,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L8-projected-geometry.json
E1,0,native,late,8,projected,writer_mean,unit_centered,1000,280.4262010196251,0.026481686594141386,0.08948519258390718,932.0227811914926,0.0665560717061405,964.5163038532854,0.015851934274593412,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L8-projected-geometry.json
E1,0,native,late,8,raw,writer_mean,raw,1000,50.373462633105525,0.12999967528482242,0.20218087800369258,14186.786143359383,0.12322755858393425,964.5113584677375,0.015711882463858698,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L8-raw-geometry.json
E1,0,native,late,8,raw,writer_mean,centered,1000,240.35754672163552,0.031555203561835665,0.09888924555012926,12438.583122760812,0.12322755858393425,964.5113584677375,0.015711882463858698,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L8-raw-geometry.json
E1,0,native,late,8,raw,writer_mean,unit_raw,1000,50.07772929832788,0.130243616928549,0.20525126754332382,999.9999999999935,0.12322755858393425,964.5113584677375,0.015711882463858698,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L8-raw-geometry.json
E1,0,native,late,8,raw,writer_mean,unit_centered,1000,240.23244374230973,0.031077166713084668,0.10137241744788442,875.2785367679758,0.12322755858393425,964.5113584677375,0.015711882463858698,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/late/L8-raw-geometry.json
E1,0,native,middle,4,projected,writer_mean,raw,1000,494.8292107617321,0.023654608880887214,0.05498564754251041,7680.055001630936,0.022369235742257975,955.4951092813192,0.019496539397012673,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/middle/L4-projected-geometry.json
E1,0,native,middle,4,projected,writer_mean,centered,1000,648.9479330383765,0.010354866851511412,0.037599142761845,7508.258040785949,0.022369235742257975,955.4951092813192,0.019496539397012673,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/middle/L4-projected-geometry.json
E1,0,native,middle,4,projected,writer_mean,unit_raw,1000,511.8096060291041,0.024084992890887513,0.05312096538131246,999.9999999999941,0.022369235742257975,955.4951092813192,0.019496539397012673,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/middle/L4-projected-geometry.json
E1,0,native,middle,4,projected,writer_mean,unit_centered,1000,689.9735620912583,0.01043323888736865,0.03476336305421681,977.1553333625276,0.022369235742257975,955.4951092813192,0.019496539397012673,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/middle/L4-projected-geometry.json
E1,0,native,middle,4,raw,writer_mean,raw,1000,178.37550228269683,0.06519072638285482,0.09592395040921434,8049.570704622411,0.06421268879305723,957.5106785610877,0.019232668646683465,0,/data/janghj/ODE-edit/local/alpha-key-concentration-causal/20260923-r1/execution/attempt-r3/geometry/E1/W000/native/middle/L4-raw-geometry.json
