alias,arm,batch,case_id,causal_claim,global_ordinal_zero_based,log_bytes,log_path,log_sha256,model_evaluator_replay_count,native_optimizer_block_count,normalization_sweep_count,official_compute_z_path,official_compute_z_sha256,optimizer_loss_print_decimal_places,optimizer_loss_rows,optimizer_reported_delta_norm,optimizer_reported_initial_norm,optimizer_reported_target_norm,optimizer_stop_rule_unchanged,per_batch_backward_ledger_parity,per_request_Gram_decomposition,request_index_zero_based,request_order_and_printed_target_identity,rounded_optimizer_loss_terms,sample_root,source_N0_active,source_N0_captured_residual_scale,source_N0_rule,source_head,source_policy_change_count,status,target_reference_path,target_reference_sha256
llama3-8b-inst,JV_NATIVE,10,4228,OBSERVATIONAL_SOURCE_EXACT_NORMALIZATION_SENSITIVITY; NO_ABLATION,909,2185133,/mnt/raid5/janghj/ODE-edit/local/alpha-native-response-v31-sequential-routing/run-20260906-main-v2/logs/main-37980_2.out,a7bd10e4f859a044497fc22de1e2e735c13c5bf7ea163f4101a677a6e453dfe8,0,1000,0,/mnt/raid5/janghj/ODE-edit/local/vendor/easyedit-official-14cea8245f067156-source-v1/source/easyeditor/models/alphaedit/compute_z.py,f6fd935b1fbbb05cd656618414f8b71f45d2d0458f617de85c40d6013d84234a,3,1,0,6.498178482055664,6.498178482055664,loss < 5e-2 or final locked iteration; pre-existing stock rule,PASS_10_OF_10,NOT_RECORDED,9,PASS,"[0.043, 0.043, 0, 0]",40fe1afb318a4a5da9630425213644a729a1e85fb4e78c18e9a4dcd2870eefdd,True,3.574712900444865e-05,FP32 norm(target-entry); active if scale>0; row weight 1/(scale*sqrt(active_count)),77358b1546d1baf83b3e251afcce663b08d7bfd7,0,SEALED_STDOUT_RAW_FREE_OBSERVATION,/mnt/raid5/janghj/ODE-edit/local/alpha-native-response-v31-sequential-routing/run-20260906-main-v2/chain-2-llama3-8b-inst-JV_NATIVE/batch-10/target-reference.json,7b2c5da68e20bbd10b366fa705ec8b2dc7e7033997adc27377a08490401ff420
