alias,arm,batch,kind,max,mean,median,p90,prompt_den,scope,target
llama3-8b-inst,O_NATIVE,1,rewrite,0.025194305926561356,0.0019451736112387152,0.0008131534559652209,0.0038690073182806426,100,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,1,rewrite,22.148353576660156,14.405840878486634,14.268362045288086,19.34817409515381,100,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,1,rephrase,12.689929962158203,1.5665824408517801,0.2695544809103012,5.336558628082275,200,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,1,rephrase,20.324710845947266,9.245374298095703,9.064300060272217,14.265041923522947,200,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,1,locality,23.806610107421875,10.976382461061585,11.021828651428223,15.873006629943848,1000,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,1,locality,17.697004318237305,5.304770715531369,5.014046669006348,10.299618244171143,1000,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,2,rewrite,0.04122207686305046,0.0015849598473505467,0.0006033149838913232,0.0024724515620619105,100,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,2,rewrite,25.02340316772461,15.055710020065307,14.380594730377197,20.347680282592776,100,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,2,rephrase,13.157508850097656,1.7883531347170356,0.2319146990776062,6.022698783874512,200,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,2,rephrase,21.488967895507812,9.979802266247571,9.671144962310791,15.14452772140503,200,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,2,locality,21.74213409423828,10.308066724389791,10.20815658569336,14.870814323425293,1000,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,2,locality,16.632810592651367,4.602181665901385,4.291775941848755,9.618169689178467,1000,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,3,rewrite,0.019930342212319374,0.0012217736101229092,0.0007655074005015194,0.0018889812636189165,100,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,3,rewrite,28.476398468017578,14.739634647369385,14.64631175994873,19.53383464813233,100,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,3,rephrase,12.484169006347656,1.594405241116583,0.25501377135515213,5.451194047927854,200,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,3,rephrase,23.95926856994629,10.169516486136708,9.980046272277832,16.559551620483397,200,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,3,locality,23.531326293945312,9.342679931499063,9.372601985931396,14.180776023864748,1000,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,3,locality,18.251461029052734,4.796888929270368,4.281782150268555,9.741720008850097,1000,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,4,rewrite,0.008043043315410614,0.001363473870433154,0.0007671154744457453,0.003182940580882134,100,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,4,rewrite,29.57704734802246,14.945059638023377,15.195340633392334,19.618070793151855,100,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,4,rephrase,12.864666938781738,1.2031422050756737,0.09148582443594933,4.250067901611327,200,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,4,rephrase,24.212934494018555,10.510731786489487,10.573217391967773,15.467412662506103,200,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,4,locality,22.518558502197266,9.291880161875161,9.237087726593018,14.003584098815919,1000,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,4,locality,18.89948272705078,5.018908935477957,4.587864875793457,10.517214298248291,1000,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,5,rewrite,0.017555445432662964,0.0022637630268491195,0.001408300013281405,0.005403650598600507,100,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,5,rewrite,24.606069564819336,14.181422352790833,13.538634777069092,19.122640228271486,100,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,5,rephrase,13.416376113891602,1.2160373929443085,0.14954183995723724,4.3366837024688705,200,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,5,rephrase,23.5664119720459,9.906548959463835,10.001774311065674,14.698965263366697,200,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,5,locality,21.85605812072754,8.864935197507963,8.815070152282715,13.626346015930176,1000,CURRENT_B100,new
llama3-8b-inst,O_NATIVE,5,locality,18.568805694580078,4.534266217591591,3.6864004135131836,9.80333423614502,1000,CURRENT_B100,true
llama3-8b-inst,O_NATIVE,6,rewrite,0.016055697575211525,0.002382003406455624,0.0011928706662729383,0.0071219493169337525,100,CURRENT_B100,new
