L4_7_signed_progress,L4_step_norm,L5_step_norm,L6_step_norm,L7_step_norm,L8_energy_share,L8_step_norm,V_after,V_before,V_ratio,alias,arm,batch,batch_entry_to_node_energy,best_single_layer,effective_layers,entropy,finite_step_dissipation_defect,joint_minus_l8_improvement,joint_objective_improvement,joint_signed_progress,l8_objective_improvement,l8_shadow_native_cosine,materialization_discrepancy_normalized,max_layer,model_error_normalized,model_error_raw_activation,node,relative_joint_over_l8_improvement,supported_layers,total_step_energy
0.02680943902427608,0.0,0.006618667836957947,0.01559793464618529,0.19177949534275124,0.9990623996525179,6.284606401397081,0.13174816040954387,0.5000000016387333,0.2634963199554874,llama3-8b-inst,JV_NATIVE,1,39.53334409764425,8,1.0075482665393294,0.007519920926252438,0.0001258987845960402,0.0003041887889267403,0.48803355601303683,0.9760671120260737,0.4877293672241101,0.9995310899142232,5.216526529692448e-06,8,0.002143282835327435,0.09744310794845715,0,0.0006232948230277315,"[5, 6, 7, 8]",39.53334409764425
0.006300061109863026,0.000901102050144387,0.0036657602715990676,0.007250224672904456,0.09273938475196261,0.9992011425225524,3.29258090056338,0.034750364019639726,0.13174816040954387,0.06950072781149315,llama3-8b-inst,JV_NATIVE,1,91.71625161746243,8,1.0065572323850758,0.006535827258107821,1.6721492593727016e-05,7.180461887770773e-05,0.12849181927971387,0.2569836385594278,0.12842001466083616,0.9996004914279175,5.216526529692448e-06,8,0.0005259157171082385,0.023942096626317588,1,0.0005588263850587735,"[4, 5, 6, 7, 8]",10.849756395780012
0.0015175041776117652,0.0008322991739129513,0.0015491414861283942,0.0037418449815649567,0.04558464481515506,0.9992950341812281,1.7232981641687708,0.009176219886358621,0.034750364019639726,0.018352439712567736,llama3-8b-inst,JV_NATIVE,1,127.53058214019055,8,1.0058747582570051,0.005857569153080984,2.236621024345742e-06,1.7578814217517058e-05,0.033866040128053394,0.06773208025610679,0.03384846131383588,0.9996474549773487,5.216526529692448e-06,8,0.0001320309308923248,0.0060209063154978,2,0.0005190690777855487,"[4, 5, 6, 7, 8]",2.971851616435505
0.000379377224935324,0.00044903266191788723,0.000640726724729643,0.0020629645250421604,0.023115904712207223,0.9993362124023955,0.9009930408810092,0.0024258209049498585,0.009176219886358621,0.004851641793998623,llama3-8b-inst,JV_NATIVE,1,148.48132156475367,8,1.0055732578163559,0.0055577846789131875,3.076452815744396e-07,4.509413581174279e-06,0.008936488223956806,0.017872976447913615,0.008931978810375631,0.9996680511159958,5.216526529692448e-06,8,3.466374089373433e-05,0.0015832152543321495,3,0.0005046068957026664,"[4, 5, 6, 7, 8]",0.8123276727503705
0.025208781615651116,0.0,0.0014708009564839474,0.019604240730264323,0.19669575425253183,0.9991535799896686,6.791670348698719,0.13197700661568584,0.5000000284621029,0.26395399820599996,llama3-8b-inst,JV_NATIVE,2,46.16586183464441,8,1.0069050516391131,0.006881320948510553,5.2880585608594544e-05,0.00030129369387299487,0.48750166379720833,0.9750033275944169,0.48720037010333533,0.9995770758351006,2.1452998260062986e-06,8,0.0020447040790855927,0.09375399729871632,0,0.0006180362370995466,"[5, 6, 7, 8]",46.16586183464441
0.006165614731562296,0.0010712881316656704,0.0,0.007304266608506141,0.10013354403797131,0.9991960718771152,3.539756899296585,0.034872559506705085,0.13197700661568584,0.06974511504322489,llama3-8b-inst,JV_NATIVE,2,106.71754033754686,8,1.0065814261303059,0.006559863103953827,3.969326437792964e-06,7.538552584462899e-05,0.12859071714272538,0.2571814342854507,0.12851533161688075,0.999598291471413,2.1452998260062986e-06,8,0.0005133914583860021,0.023561981712807285,1,0.000586243918065696,"[4, 6, 7, 8]",12.539960132728327
0.0015371539548963758,0.0006367998821626591,0.0,0.003134615199084136,0.050830550892236766,0.9992375565084147,1.8437988496416051,0.009225787509455099,0.034872559506705085,0.018451573968569005,llama3-8b-inst,JV_NATIVE,2,148.0054377869849,8,1.0062754794747613,0.006255870647213568,1.4655705274715936e-07,1.9412364847461172e-05,0.03395519234107542,0.06791038468215085,0.03393577997622796,0.9996190101988991,2.1452998260062986e-06,8,0.00013141869320388853,0.006033612128925923,2,0.0005717053419243376,"[4, 6, 7, 8]",3.4021881741702504
0.00039271845772892113,0.00028813551340203423,0.0,0.0015956106349257603,0.026100534736948514,0.9992582826837585,0.9598546297844799,0.002443922518334667,0.009225787509455099,0.004887844758432653,llama3-8b-inst,JV_NATIVE,2,172.01231188070633,8,1.0061244402781468,0.006105762117178858,-3.6895855121989174e-08,5.1357673864320386e-06,0.008977203512791625,0.017954407025583253,0.008972067745405193,0.9996293595655502,2.1452998260062986e-06,8,3.4491892227739755e-05,0.0015834932733536664,3,0.0005720898918147594,"[4, 6, 7, 8]",0.922004777227628
0.026448765988231645,0.0,0.003452131172255166,0.02618924557926363,0.21556928465396769,0.9991077632504296,7.267573474053088,0.13236335431585922,0.5000000937091397,0.2647266590171035,llama3-8b-inst,JV_NATIVE,3,52.86479211103994,8,1.007252963680224,0.007226787433190627,9.742932068318444e-05,0.00032502911357457087,0.4869310320969666,0.9738620641939331,0.486606002983392,0.9995533845397057,2.0304019065759663e-06,8,0.002012635188136509,0.09545280647800594,0,0.0006675054415300546,"[5, 6, 7, 8]",52.86479211103994
0.006296076466406299,0.0,0.00021457486625755883,0.01477003699388378,0.10542686376059587,0.999224488294596,3.821292245933548,0.03510842434526953,0.13236335431585922,0.07021683553062055,llama3-8b-inst,JV_NATIVE,3,122.90474089534229,8,1.006423756426855,0.006403212038035501,1.0719424950025869e-05,7.808170776824053e-05,0.12875152316749952,0.25750304633499904,0.12867344145973128,0.9996115037983029,2.0304019065759663e-06,8,0.0005022506096349196,0.023824092751339013,1,0.0006064526915666854,"[5, 6, 7, 8]",14.613607452469427
0.0015465937394081135,0.0,0.0,0.007319800363968173,0.05328080284104494,0.9992858510227225,2.011784210060709,0.009336042887297386,0.03510842434526953,0.01867208227510524,llama3-8b-inst,JV_NATIVE,3,171.2331043102835,8,1.005971116540832,0.005953360073357509,1.1905253052106601e-06,1.9703451328435817e-05,0.03410487976967565,0.06820975953935128,0.03408517631834721,0.9996418605189392,2.0304019065759663e-06,8,0.0001293418260319409,0.006134623496228336,2,0.000577731147610001,"[6, 7, 8]",4.050168131278344
0.00039202799350766663,0.0,0.0,0.003692510013332043,0.027661234386167924,0.999309105413007,1.0613313894356082,0.002490331259062519,0.009336042887297386,0.004980661584658014,llama3-8b-inst,JV_NATIVE,3,199.699812234352,8,1.0057963103957424,0.0057795764210434395,1.273205262348337e-07,5.180799739486902e-06,0.009055295887486114,0.018110591774972228,0.009050115087746627,0.9996530537738294,2.0304019065759663e-06,8,3.456258408612571e-05,0.0016381306294166091,3,0.0005721292604746867,"[6, 7, 8]",1.1272030967192836
0.02431276211498841,0.00017160169457438202,0.002651160945384217,0.020428880418596616,0.2062640433871345,0.9992379701770276,7.506325296483045,0.1323277612344083,0.5000000687642492,0.264655486071145,llama3-8b-inst,JV_NATIVE,4,56.387888709472335,8,1.0062953675189108,0.006275634467384043,0.00012165940860736635,0.0003072359505113531,0.4869047623810893,0.9738095247621787,0.48659752643057796,0.9996196621480099,2.3881136494623596e-06,8,0.0019224842165575986,0.09332130518471006,0,0.0006309980395527257,"[4, 5, 6, 7, 8]",56.387888709472335
0.006074961178677407,0.0,0.0026049181479202836,0.00821008478637467,0.10833018433173368,0.9992378929142748,3.934997022834433,0.035072607454641795,0.1323277612344083,0.07014520526231885,llama3-8b-inst,JV_NATIVE,4,130.85398861256002,8,1.0062834761617008,0.006263817432491094,1.5279828444125787e-05,8.162858944757434e-05,0.1287351269454633,0.25747025389092665,0.12865349835601572,0.9996196725215272,2.3881136494623596e-06,8,0.0005039578092850838,0.02445773678005674,1,0.000634081710131494,"[5, 6, 7, 8]",15.496011189643957
0.0015324810441310795,0.0,0.0017597811566467602,0.004261865544152608,0.055868823820576057,0.9992638038637576,2.065317777654178,0.00931407542410874,0.035072607454641795,0.018628148286316218,llama3-8b-inst,JV_NATIVE,4,182.07598656961144,8,1.0060972811979292,0.006078767994285201,1.9519190499282107e-06,2.1779454790822605e-05,0.03408303473582204,0.06816606947164408,0.03406125528103122,0.9996326618445487,2.3881136494623596e-06,8,0.00013280016409693206,0.006442608019865539,2,0.0006390116067901638,"[5, 6, 7, 8]",4.268680108497122
0.00039656477423868105,0.0,0.00109098039201489,0.0025313557907975775,0.029164440201215783,0.999272290881125,1.085544918395488,0.0024793476737490607,0.00931407542410874,0.00495869466553629,llama3-8b-inst,JV_NATIVE,4,212.15616842038102,8,1.0060434408479444,0.0060252525026421215,2.665183402770187e-07,5.9634425973540545e-06,0.0090402622362098,0.018080524472419604,0.009034298793612446,0.9996369604907289,2.3881136494623596e-06,8,3.602157943298216e-05,0.0017466275307308568,3,0.0006596537181707102,"[5, 6, 7, 8]",1.1792659324268722
0.022696160208587852,0.0019880926606400564,0.00350855982271712,0.02548497047018107,0.19288507846745612,0.9993849546609056,7.844455112161492,0.13219613225479687,0.5000000495490046,0.2643922383088493,llama3-8b-inst,JV_NATIVE,5,61.57334640643628,8,1.005231822644832,0.005218184209307177,8.01294043369094e-05,0.00027822584647319015,0.48696946883175607,0.9739389376635119,0.4866912429852829,0.9996934168052746,2.4258668677101686e-06,8,0.0017940169409288087,0.08941201750072199,0,0.0005713414583067319,"[4, 5, 6, 7, 8]",61.57334640643628
