L2_work,W0_net_squared,actual_step_norm_sum,actual_step_squared_sum,alias,arm,batch,batch_net_norm,batch_net_squared,endpoint_native_raw,frobenius_work,history_work,layer,materialized_nonzero,normalized_native_work,parameter_elements,raw_native_work,signed_predicted_progress,velocity_status
3.4126498225833997e-06,NOT_RECORDED,0.0021824338859752256,1.706337151139662e-06,llama3-8b-inst,JV_NATIVE,1,0.0021800111100297812,4.7524484398532795e-06,4.7524484398532795e-06,3.4126498225833997e-06,0.0,4,58654231,4.06163825173669e-09,58720256,3.4126498225833997e-06,2.3845065766980003e-05,
0.00012010984267669594,NOT_RECORDED,0.012474296319415053,6.005493238464253e-05,llama3-8b-inst,JV_NATIVE,1,0.012455504365450782,0.00015513958899776348,0.00015513958899776348,0.00012010984267669594,0.0,5,58708311,1.429513008329826e-07,58720256,0.00012010984267669594,0.00040702518723700605,
0.0006282371222463013,NOT_RECORDED,0.028652968825696862,0.00031411854953190523,llama3-8b-inst,JV_NATIVE,1,0.02860455897479167,0.0008182207941423346,0.0008182207941423346,0.0006282371222463013,0.0,6,58714907,7.477098617006427e-07,58720256,0.0006282371222463013,0.0011749911420732915,
0.09598454828250663,NOT_RECORDED,0.35321942962207614,0.04799227321168058,llama3-8b-inst,JV_NATIVE,1,0.35265823256896545,0.12436782899866652,0.12436782899866652,0.09598454828250663,0.0,7,58719804,0.0001142380651832521,58720256,0.09598454828250663,0.01589732937326582,
108.23782848419924,NOT_RECORDED,12.201478507010242,54.118911629579394,llama3-8b-inst,JV_NATIVE,1,12.180146781665787,148.35597562292344,148.35597562292344,108.23782848419924,0.0,8,58720242,0.12882156896002334,58720256,108.23782848419924,0.6418247128764178,
3.27236366740575e-06,NOT_RECORDED,0.0019962235272303636,1.6361944250535531e-06,llama3-8b-inst,JV_NATIVE,2,0.001993978177242062,3.975948971317577e-06,3.996969749631645e-06,3.27236366740575e-06,1.7238386725883247e-08,4,58649471,3.4616071212805906e-09,58720256,3.2896020541316334e-06,2.2807691365532383e-05,
4.3265041124384044e-06,NOT_RECORDED,0.0014708009564839474,2.1632554535940943e-06,llama3-8b-inst,JV_NATIVE,2,0.0014708009564839474,2.1632554535940943e-06,2.1751278118960557e-06,4.3265041124384044e-06,2.374436489272095e-08,5,58621601,4.577712094250441e-09,58720256,4.350248477331125e-06,6.479059054303047e-05,
0.0009001006427909355,NOT_RECORDED,0.03163873317278036,0.00045005035104290987,llama3-8b-inst,JV_NATIVE,2,0.0315878364459725,0.0009977914113375086,0.001003763669544403,0.0009001006427909355,5.369818706763653e-06,6,58715702,9.528152481826717e-07,58720256,0.0009054704614976991,0.001291220053770447,
0.1039618622523729,NOT_RECORDED,0.3737603839196884,0.05198092920013966,llama3-8b-inst,JV_NATIVE,2,0.3730668676231963,0.13917888771818346,0.14024254053599786,0.1039618622523729,0.0007941577983202987,7,58719880,0.00011023345044092727,58720256,0.1047560200506932,0.015273316044240344,
125.95515810605758,NOT_RECORDED,13.13508072742139,62.97758013976955,llama3-8b-inst,JV_NATIVE,2,13.110001108404697,171.87212906237238,173.3312275787484,125.95515810605758,1.0710800384424954,8,58720244,0.1336681225615779,58720256,127.02623814450007,0.6423726424138815,
0.0,NOT_RECORDED,0.0,0.0,llama3-8b-inst,JV_NATIVE,3,0.0,0.0,0.0,0.0,0.0,4,0,0.0,58720256,0.0,0.0,
2.392649016578199e-05,NOT_RECORDED,0.0036667060385127247,1.1963252003685276e-05,llama3-8b-inst,JV_NATIVE,3,0.0036661309603095056,1.3440516218139898e-05,1.3616599963544293e-05,2.392649016578199e-05,3.1075127192323553e-07,5,58681359,2.2854860317331325e-08,58720256,2.4237241437705225e-05,0.0001474550056638777,
0.0019424893806250273,NOT_RECORDED,0.05197159295044763,0.0009712446843785811,llama3-8b-inst,JV_NATIVE,3,0.05184153443101833,0.0026875446921624585,0.0027360227286703036,0.0019424893806250273,3.302085063261963e-05,6,58717412,1.862836185664832e-06,58720256,0.001975510231257647,0.0017972591197464565,
0.12237786223503187,NOT_RECORDED,0.4019381856417764,0.06118892792777141,llama3-8b-inst,JV_NATIVE,3,0.40096202103585415,0.16077054231315677,0.1640065039134386,0.12237786223503187,0.002341323466429405,7,58719896,0.00011760577520442779,58720256,0.12471918570146126,0.015397017968366528,
145.18719252623353,NOT_RECORDED,14.161981319482953,72.59359865564284,llama3-8b-inst,JV_NATIVE,3,14.125733280323201,199.53634070683046,203.24710591867623,145.18719252623353,2.610237772221383,8,58720242,0.13936774254667475,58720256,147.7974302984549,0.6415009988278509,
