case_index,request_index,request_sha256,arm,clamp_hit_steps,clamp_denominator_steps,clamp_fraction,all_5_step_saturated,endpoint_train_new_nll,endpoint_train_true_nll,endpoint_train_margin_new_minus_true
8,7,b413834a331862a731306abda170f203ac59c4af3e39d4bd2b6671b13fa2651c,Z+,5,5,1.0,1,0.06547977775335312,6.7555389404296875,6.690059661865234
8,8,62319418a997482ab3699f64675fd274c3b8fd81156833171d0938833ebbde03,Z+,3,5,0.6,0,0.022416016086935997,8.726059913635254,8.703643798828125
8,9,f861df3f9c6e6a756af53dd86b9a6637d28dfec0707b093be1f1b66e0835538e,Z+,5,5,1.0,1,0.07511688023805618,10.739774703979492,10.664657592773438
8,0,d97bda6d6a887cafe4132a43d6d106a50a3a151b295c299fbaa9079c4004d670,Z±,5,5,1.0,1,0.5730645656585693,12.5178861618042,11.944822311401367
8,1,7a3cc6340e797e103f5ab68ea59b5e176a2d12639a688d3976372b570f83f3d3,Z±,5,5,1.0,1,0.04060114547610283,6.00900936126709,5.968408107757568
8,2,a0e3b3665e3acf91cc0f8e3266db11b483ea3b8269b38dbde27b268007d89343,Z±,4,5,0.8,0,0.275704562664032,6.124019622802734,5.84831428527832
8,3,0f87867b9b690190efe9e3d65b533309c8a7791ed39a0a0b7c231d0b7d6a89a0,Z±,1,5,0.2,0,0.0160515196621418,10.683070182800293,10.66701889038086
8,4,44ab2dfa36200c934db39cfa054a5522dc88440bf69af322dc936c4ba1de5509,Z±,3,5,0.6,0,0.017171749845147133,12.924018859863281,12.906847953796387
8,5,cb7c55a4e2dd79332d59c67a80558cdd018be66887291ba61bda4f4cd96f0c0d,Z±,5,5,1.0,1,0.023413999006152153,8.30551528930664,8.28210163116455
8,6,bc8ea88677fa3c48a9f530c375644aa2795c663a9f9bd749229249c49602f1d7,Z±,5,5,1.0,1,0.026248689740896225,12.978704452514648,12.9524564743042
8,7,b413834a331862a731306abda170f203ac59c4af3e39d4bd2b6671b13fa2651c,Z±,3,5,0.6,0,0.049109578132629395,7.7092814445495605,7.6601715087890625
8,8,62319418a997482ab3699f64675fd274c3b8fd81156833171d0938833ebbde03,Z±,5,5,1.0,1,0.013796508312225342,10.469647407531738,10.455850601196289
8,9,f861df3f9c6e6a756af53dd86b9a6637d28dfec0707b093be1f1b66e0835538e,Z±,5,5,1.0,1,0.08474954962730408,12.29779052734375,12.213042259216309
9,0,c5da7945932414925468ad5192bc538d69616b204b0c19a08458be414ffd783d,Z+,1,5,0.2,0,0.03350114822387695,8.768854141235352,8.735353469848633
9,1,589228d3143b3e0e5da484e7298376b1b8067cb8a493d947f96663047fd97310,Z+,0,5,0.0,0,0.015114101581275463,11.127272605895996,11.112157821655273
9,2,2a475a8db1c123494579a717b4a26faaf206a116fa5e2625a04fd4d22e6f1fe6,Z+,1,5,0.2,0,0.15203028917312622,12.730110168457031,12.578079223632812
9,3,c5bb0823d9465b1daec7a2e191874ebc0e80430ac73333d7510aee66649f2711,Z+,3,5,0.6,0,0.17858080565929413,10.63090705871582,10.452325820922852
9,4,3cdee578c9ea2f065dc37a81eef836ce67d8d7925897fa1b78b87f8ebf769bde,Z+,5,5,1.0,1,0.079933762550354,11.372060775756836,11.29212760925293
9,5,c2a511b461d586287863e69ded39d72e773ee7ff59c54b951a1fc191530a9230,Z+,2,5,0.4,0,0.012206483632326126,6.313963890075684,6.301757335662842
9,6,3e85fe2dc398bc4391de8657ba293c4c2da08fa360ff4e648e41a041f0e4caa8,Z+,5,5,1.0,1,2.574953556060791,9.147344589233398,6.572391033172607
9,7,0d37408f349a9e1575f9996b4666d8be3c1a4b030ef6385556f20138f0e45d77,Z+,4,5,0.8,0,0.020104531198740005,11.622541427612305,11.602436065673828
9,8,cad93aa25aedcacddc439835622bc76cd6fca8de2ba3a8c308395f1f1077074d,Z+,3,5,0.6,0,0.0019289792980998755,15.687460899353027,15.685531616210938
9,9,93d42cde8e8fd31026407a218569f7f6e8f3966169613fa62ecac7505fffc82b,Z+,5,5,1.0,1,0.00789211317896843,12.896940231323242,12.889047622680664
9,0,c5da7945932414925468ad5192bc538d69616b204b0c19a08458be414ffd783d,Z±,3,5,0.6,0,0.05744444578886032,7.758084774017334,7.700640678405762
9,1,589228d3143b3e0e5da484e7298376b1b8067cb8a493d947f96663047fd97310,Z±,2,5,0.4,0,0.005749274976551533,13.361690521240234,13.355941772460938
9,2,2a475a8db1c123494579a717b4a26faaf206a116fa5e2625a04fd4d22e6f1fe6,Z±,4,5,0.8,0,0.14253249764442444,13.38336181640625,13.240829467773438
9,3,c5bb0823d9465b1daec7a2e191874ebc0e80430ac73333d7510aee66649f2711,Z±,5,5,1.0,1,0.15872476994991302,11.272037506103516,11.113311767578125
9,4,3cdee578c9ea2f065dc37a81eef836ce67d8d7925897fa1b78b87f8ebf769bde,Z±,5,5,1.0,1,0.3723735213279724,9.334887504577637,8.962512969970703
9,5,c2a511b461d586287863e69ded39d72e773ee7ff59c54b951a1fc191530a9230,Z±,3,5,0.6,0,0.009951005689799786,7.891864776611328,7.881913661956787
9,6,3e85fe2dc398bc4391de8657ba293c4c2da08fa360ff4e648e41a041f0e4caa8,Z±,5,5,1.0,1,0.006960230879485607,10.109561920166016,10.102602005004883
