case_index,request_index,request_sha256,delta_clamp_fraction_Zpm_minus_Zplus,delta_train_new_nll_Zpm_minus_Zplus,delta_train_true_nll_Zpm_minus_Zplus,delta_train_margin_Zpm_minus_Zplus
2,0,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,0.0,-0.07179492712020874,0.9758472442626953,1.047642707824707
2,1,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,0.0,0.0047943200916051865,1.2952346801757812,1.290440559387207
2,2,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,0.0,0.002024905290454626,-2.4479475021362305,-2.449970245361328
2,3,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,0.4,0.2600564737804234,-2.554593086242676,-2.8146486282348633
2,4,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,0.4,0.0033216550946235657,0.8327980041503906,0.8294773101806641
2,5,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,0.20000000000000007,1.6417863965034485,-10.602873802185059,-12.244659900665283
2,6,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,-0.19999999999999996,-0.0006933789700269699,0.3096799850463867,0.3103752136230469
2,7,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,0.19999999999999996,1.0608627796173096,1.337306022644043,0.2764425277709961
2,8,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,0.0,0.0020789194386452436,1.868814468383789,1.8667383193969727
2,9,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,0.0,-2.1125866174697876,1.1058883666992188,3.2184743881225586
3,0,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,0.0,0.0002664029598236084,0.020933151245117188,0.020666122436523438
3,1,c4c0883e808830f850159906afcefc21c16dcd760fd4acf68e0181ad9745b79a,0.4,0.8147277943789959,-2.1185402870178223,-2.9332683086395264
3,2,2d7a05de733521918b9b3c10f95568ee42e8fa4bbeb9911964758f2e95f6e9e4,0.4,0.1675414815545082,-6.855030059814453,-7.022573471069336
3,3,7ad81b264c5bf8e0448ecd9bcdb6f342989288fde3543b7704f2c1ec659b7185,0.0,0.0017136503010988235,0.0106353759765625,0.008922576904296875
3,4,b11185489a6e191b8145c5e43c46e1ac11afecedbb8858886ba16fb0915c52d5,0.4,-0.5941624641418457,0.5214929580688477,1.1156558990478516
3,5,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771,0.4,-0.2466701790690422,5.672494888305664,5.919167518615723
3,6,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92,0.0,0.9374526590108871,-1.0394678115844727,-1.9769201278686523
3,7,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc,1.0,0.006379671394824982,1.4549856185913086,1.4486064910888672
3,8,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428,0.0,-0.0018441765569150448,0.9959115982055664,0.9977550506591797
3,9,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365,0.6,0.18232941813766956,-2.509042739868164,-2.6913700103759766
4,0,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856,0.19999999999999996,0.029850244522094727,0.2659025192260742,0.236053466796875
4,1,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,-0.19999999999999996,-0.015245823189616203,4.825652122497559,4.840897560119629
4,2,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,1.0,0.047419387847185135,-0.40312957763671875,-0.4505481719970703
4,3,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e,0.0,0.03897179663181305,0.5176792144775391,0.47870635986328125
4,4,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14,0.19999999999999996,-0.020007044076919556,0.7252593040466309,0.7452659606933594
4,5,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24,0.0,-0.004009228199720383,0.4248189926147461,0.42882728576660156
4,6,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,0.20000000000000007,1.2453746795654297,1.8446688652038574,0.59929358959198
4,7,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,0.4,3.5759077072143555,-0.8866653442382812,-4.462573051452637
4,8,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea,0.19999999999999996,-0.001116197556257248,-0.8695945739746094,-0.8684768676757812
4,9,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720,-0.20000000000000007,0.012555118650197983,-2.2645998001098633,-2.277157783508301
5,0,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d,-0.19999999999999996,0.002483203075826168,0.9974536895751953,0.9949703216552734
5,1,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42,0.4,-0.11006306484341621,1.8532838821411133,1.9633469581604004
5,2,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79,0.4,-0.00018030963838100433,1.9037389755249023,1.9039192199707031
5,3,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe,0.0,-0.0009282529354095459,0.17600250244140625,0.17693042755126953
5,4,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,0.6,-0.0011300926562398672,-2.247683525085449,-2.2465524673461914
5,5,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,0.4,0.040549006313085556,-0.6600680351257324,-0.7006168365478516
5,6,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64,0.0,1.6466798488982022,-4.9662184715271,-6.612897872924805
5,7,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48,0.4,-1.8363471031188965,4.987971305847168,6.824319124221802
5,8,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80,0.19999999999999996,-1.2793267369270325,-1.8705120086669922,-0.5911836624145508
5,9,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb,0.19999999999999996,-1.3181328773498535,2.103163719177246,3.421295642852783
6,0,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67,0.19999999999999996,-2.5936369113624096,8.652051448822021,11.24568858742714
6,1,2f7b6e27f3bba670acf943b4dec2a696193b1ce72e53248761d42a7b1a19ccf6,1.0,0.2050216645002365,-0.5525918006896973,-0.7576131820678711
6,2,97e557fa2d1959dfc82a211736e5b608f395a1f440583abd5d70d65a2fbf5cfe,0.39999999999999997,0.004132400266826153,0.04186534881591797,0.037734031677246094
6,3,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,0.19999999999999996,0.5197038650512695,2.916863441467285,2.397160768508911
6,4,2cb95a1a83adc4008a17e6b41b7af19fb47a468500652815384202b87b26ccb4,0.19999999999999996,-0.42837490141391754,1.4451522827148438,1.8735275268554688
6,5,39cb134a7460153810c2e46692d13f26ce9cef48815e15c399b48c97a18eb027,0.4,1.2152446657419205,-0.6708288192749023,-1.886073112487793
6,6,50d6505f4bf83bb005d91ac06d26b044492e5bbdd5ebf7ac3ad402fb8cc9e12c,0.0,9.309239864349365,0.34328460693359375,-8.96595486998558
6,7,48f8e5c9758bc1ecd0a5d87381377f2e938e3fbd115904598f843ea205a1cb29,0.6,0.0027991551905870438,2.003307342529297,2.000507354736328
6,8,5222c50191326e7119d973b8926c803a0ac65079d8f3f3217e939a2eed376d81,0.4,0.6202599164098501,-1.1086034774780273,-1.7288637161254883
6,9,f296600e034a8a300da559a46de195efdd639d61128b9c3cc6a0887b1ef0d697,0.4,0.14452940598130226,-1.4768753051757812,-1.6214046478271484
7,0,1f15ad772a9fa6b37e334f9e0a833b6b234fbcc3e02b033e20f4c8f7f264ec9f,0.0,0.3648860454559326,0.6246805191040039,0.2597932815551758
7,1,c416911d0d03300f77dc8d76e3ad6eab8c96026a867011c7a7728857b99e3e0c,0.19999999999999996,0.010941069573163986,0.17422914505004883,0.16328811645507812
7,2,72a75cd16bd699577bf429e669049d3300002c7fd1905e4f2deb4e9e9cf79a10,0.0,0.047862203791737556,1.2172822952270508,1.1694231033325195
7,3,7e171f0683f1329a0b503c23931df0906725a579a73788155f049006f9ad9234,0.0,0.18306463700719178,-7.244170188903809,-7.427234649658203
7,4,50b6d7182bbb50024151c35a1af67f6f578882edaea4f98b765ec14cd313defc,0.2,-0.013351332396268845,-3.2438430786132812,-3.2304916381835938
7,5,93b075f0e328c3fcb2abafea111d73fd635b70813aa17f11fff9e5c8b5f55ff7,0.19999999999999996,-0.04851900041103363,0.8573088645935059,0.9058270454406738
7,6,4a7d0d23ef3616b440f41d94b1e628cc6114d354cc49b0d25337f302b7cbf3ec,0.0,9.774995923042297,1.8664612770080566,-7.90853476524353
7,7,f9f16bc7443ae596666c746ce23ea545748ddb3ef4434d0c407eb162fe7d8dbc,0.0,8.045882225036621,-2.617892265319824,-10.663774013519287
7,8,586d683ae8d67dfbb02210b31897583d20fe567bc9eaac6aaeb7fc136b111f58,0.4,0.012019306421279907,-1.5609817504882812,-1.572998046875
7,9,917e1683ed6303e6329abda3892afc6a827a129a43cdc31f1361ee9a99cabca9,0.0,0.07589893043041229,-0.19178009033203125,-0.2676811218261719
8,0,d97bda6d6a887cafe4132a43d6d106a50a3a151b295c299fbaa9079c4004d670,0.19999999999999996,-6.467825174331665,0.34714794158935547,6.814973831176758
8,1,7a3cc6340e797e103f5ab68ea59b5e176a2d12639a688d3976372b570f83f3d3,0.19999999999999996,-7.2876912243664265,-0.4377107620239258,6.849979877471924
8,2,a0e3b3665e3acf91cc0f8e3266db11b483ea3b8269b38dbde27b268007d89343,0.8,0.0700623095035553,0.1728196144104004,0.10275554656982422
8,3,0f87867b9b690190efe9e3d65b533309c8a7791ed39a0a0b7c231d0b7d6a89a0,0.0,0.0012130048125982285,0.6031579971313477,0.6019449234008789
