arm,accepted_edit_count,category,request_denominator,online_strict_numerator,online_strict_rate,cumulative_strict_numerator,cumulative_strict_rate,delta_cumulative_minus_online_strict_rate,online_gen,online_locality,online_nll_mean,cumulative_nll_mean,delta_cumulative_minus_online_nll_mean,online_nll_median,cumulative_nll_median,delta_cumulative_minus_online_nll_median,online_nll_p90,cumulative_nll_p90,delta_cumulative_minus_online_nll_p90,online_nll_max,cumulative_nll_max,delta_cumulative_minus_online_nll_max,online_margin_mean,cumulative_margin_mean,delta_cumulative_minus_online_margin_mean,online_margin_median,cumulative_margin_median,delta_cumulative_minus_online_margin_median,online_margin_p90,cumulative_margin_p90,delta_cumulative_minus_online_margin_p90,online_margin_max,cumulative_margin_max,delta_cumulative_minus_online_margin_max
QA,1000,rewrite_target_true,1000,0,0.0,0,0.0,0.0,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,14.814610889434814,14.32966661787033,-0.4849442715644834,14.604602813720703,14.27438497543335,-0.3302178382873535,20.81590156555176,19.997100257873537,-0.8188013076782212,32.14314270019531,32.524620056152344,0.38147735595703125,-14.867241089820862,-14.345666852474213,0.5215742373466483,-14.675698280334473,-14.318650245666504,0.35704803466796875,-9.312444114685057,-8.639036464691161,0.6734076499938961,-4.680585861206055,-0.713923454284668,3.9666624069213867
QA,1500,rewrite_target_new,1500,1495,0.9966666666666667,1473,0.982,-0.014666666666666717,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,0.04600391043608155,0.13101186498851167,0.08500795455243013,0.009753429796546698,0.01552830683067441,0.005774877034127712,0.0590888686478138,0.13218591958284398,0.07309705093503019,10.995651245117188,14.389122009277344,3.3934707641601562,5.850161926905314,5.229680543899536,-0.620481383005778,5.806548595428467,5.309470176696777,-0.49707841873168945,7.972750377655031,7.628415775299074,-0.34433460235595703,11.170205116271973,11.923534393310547,0.7533292770385742
QA,1500,rewrite_target_true,1500,0,0.0,1,0.0006666666666666666,0.0006666666666666666,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,14.580564470132192,13.885146089474361,-0.6954183806578307,14.356536388397217,13.78849458694458,-0.5680418014526367,20.51869049072266,19.36850872039795,-1.150181770324707,32.14314270019531,30.424076080322266,-1.7190666198730469,-14.648175243059795,-13.903028353055317,0.7451468900044773,-14.46296739578247,-13.843469619750977,0.6194977760314941,-9.227326297760005,-8.28719654083252,0.9401297569274849,-3.175569534301758,1.9865684509277344,5.162137985229492
QA,2000,rewrite_target_new,2000,1995,0.9975,1936,0.968,-0.02950000000000008,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,0.04123925446137582,0.20992786731778415,0.16868861285640832,0.010073536075651646,0.019096627831459045,0.0090230917558074,0.0590888686478138,0.1846458539366723,0.1255569852888585,10.995651245117188,14.995781898498535,4.000130653381348,5.841336989402771,4.962151487112045,-0.879185502290726,5.793952941894531,5.150613307952881,-0.6433396339416504,7.93254795074463,7.556528949737549,-0.37601900100708097,11.170205116271973,12.618613243103027,1.4484081268310547
QA,2000,rewrite_target_true,2000,0,0.0,2,0.001,0.001,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,14.479525066256523,13.603804702311754,-0.8757203639447688,14.263009548187256,13.51247787475586,-0.7505316734313965,20.38688220977783,19.277818107604983,-1.109064102172848,32.14314270019531,31.99920082092285,-0.14394187927246094,-14.530839991807937,-13.581402771234512,0.9494372205734258,-14.31904935836792,-13.498347282409668,0.820702075958252,-9.078237438201905,-7.914692497253418,1.163544940948487,-3.175569534301758,2.79116153717041,5.966731071472168
QA,3000,rewrite_target_new,3000,2990,0.9966666666666667,2630,0.8766666666666667,-0.12,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,0.04369322707329047,0.8622337276252529,0.8185405005519624,0.01008362602442503,0.029619650915265083,0.019536024890840054,0.060606255382299384,2.314223289489742,2.253617034107443,10.995651245117188,20.18445587158203,9.188804626464844,5.839890578905742,3.693931767940521,-2.1459588109652206,5.779288291931152,4.6625075340271,-1.1167807579040527,7.993067359924316,7.406478881835936,-0.5865884780883803,12.893156051635742,11.883909225463867,-1.009246826171875
QA,3000,rewrite_target_true,3000,0,0.0,13,0.004333333333333333,0.004333333333333333,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,14.282864351511002,12.847410181848332,-1.4354541696626697,14.097696304321289,12.795615196228027,-1.3020811080932617,19.95380268096924,18.72599296569824,-1.2278097152710004,32.14314270019531,33.7840690612793,1.6409263610839844,-14.32326334619522,-12.677756188869477,1.6455071573257438,-14.13750696182251,-12.735771656036377,1.4017353057861328,-8.899985694885256,-6.803034973144531,2.0969507217407246,-2.082709312438965,5.63591194152832,7.718621253967285
QA,5000,rewrite_target_new,5000,4893,0.9786,2153,0.4306,-0.548,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,0.14185899627243417,4.558058110110255,4.416199113837821,0.012617168482393026,2.733186364173889,2.720569195691496,0.11921320110559469,12.010802841186523,11.891589640080928,15.850374221801758,23.766826629638672,7.916452407836914,5.489150084400177,-2.0409905395507812,-7.530140623950958,5.622067451477051,-1.3095149993896484,-6.931582450866699,7.975622463226319,5.477085113525391,-2.4985373497009284,13.099038124084473,13.097172737121582,-0.001865386962890625
QA,5000,rewrite_target_true,5000,1,0.0002,36,0.0072,0.007,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,13.790608759003877,11.063190477629005,-2.727418281374872,13.630495548248291,10.916212558746338,-2.714282989501953,19.394084548950197,16.224267005920414,-3.169817543029783,32.14314270019531,29.17167854309082,-2.971464157104492,-13.791845398330688,-10.1264641415596,3.665381256771088,-13.668253421783447,-9.892780303955078,3.775473117828369,-8.274966812133785,-4.6437589645385735,3.6312078475952116,2.526510238647461,3.641887664794922,1.115377426147461
QA,7500,rewrite_target_new,7500,7115,0.9486666666666667,946,0.12613333333333332,-0.8225333333333333,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,0.40566400592225793,9.353446455685882,8.947782449763624,0.018507004715502262,10.040231227874756,10.021724223159254,0.5383436203002943,15.054216670989991,14.515873050689697,17.742538452148438,23.594741821289062,5.852203369140625,4.957675031725565,-6.660943247254689,-11.618618278980254,5.3488311767578125,-7.241378307342529,-12.590209484100342,7.8581160545349125,1.3862500190734879,-6.471866035461424,15.318042755126953,14.64990520477295,-0.6681375503540039
QA,7500,rewrite_target_true,7500,1,0.00013333333333333334,19,0.002533333333333333,0.0024,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,13.58494177715381,11.682523625556628,-1.9024181515971819,13.368353843688965,11.585810661315918,-1.7825431823730469,18.9969841003418,16.056087684631347,-2.9408964157104514,32.14314270019531,31.730716705322266,-0.4124259948730469,-13.437254619248709,-9.417476220544179,4.0197783987045295,-13.27489948272705,-9.12221097946167,4.152688503265381,-7.969168090820312,-4.85916028022766,3.110007810592652,2.526510238647461,2.7448854446411133,0.21837520599365234
QA,10000,rewrite_target_new,10000,8974,0.8974,1084,0.1084,-0.7889999999999999,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,0.9051572095991586,9.83933347962462,8.934176270025462,0.0295239370316267,10.517796039581299,10.488272102549672,2.7661892652511653,15.159890270233156,12.39370100498199,18.351835250854492,23.2025203704834,4.850685119628906,4.251005327296257,-6.643136338090897,-10.894141665387153,5.001506328582764,-7.050666332244873,-12.052172660827637,7.687549209594727,0.3563920021057146,-7.331157207489013,15.324009895324707,11.169310569763184,-4.154699325561523
QA,10000,rewrite_target_true,10000,3,0.0003,23,0.0023,0.002,NOT_RECORDED_ONLINE_SCHEMA,NOT_RECORDED_ONLINE_SCHEMA,13.294491288295388,11.971984829986095,-1.3225064583092934,13.03294038772583,11.813813209533691,-1.2191271781921387,18.549778556823732,16.087762260437014,-2.462016296386718,32.14314270019531,25.739843368530273,-6.403299331665039,-12.881178561615943,-9.073873369979859,3.8073051916360843,-12.68595027923584,-8.713307857513428,3.972642421722412,-7.378696346282957,-4.9811839103698725,2.397512435913084,2.526510238647461,3.988888740539551,1.4623785018920898
