arm,category,from_checkpoint,to_checkpoint,span,from_prompt_denominator,to_prompt_denominator,from_strict_rate,to_strict_rate,delta_strict_rate,from_request_cluster_nll_mean,to_request_cluster_nll_mean,delta_request_cluster_nll_mean,from_request_cluster_nll_median,to_request_cluster_nll_median,delta_request_cluster_nll_median,from_request_cluster_nll_p90,to_request_cluster_nll_p90,delta_request_cluster_nll_p90,from_request_cluster_nll_max,to_request_cluster_nll_max,delta_request_cluster_nll_max,from_request_cluster_min_margin_mean,to_request_cluster_min_margin_mean,delta_request_cluster_min_margin_mean,from_request_cluster_min_margin_median,to_request_cluster_min_margin_median,delta_request_cluster_min_margin_median,from_request_cluster_min_margin_p90,to_request_cluster_min_margin_p90,delta_request_cluster_min_margin_p90,from_request_cluster_min_margin_max,to_request_cluster_min_margin_max,delta_request_cluster_min_margin_max,from_prompt_nll_mean,to_prompt_nll_mean,delta_prompt_nll_mean,from_prompt_nll_median,to_prompt_nll_median,delta_prompt_nll_median,from_prompt_nll_p90,to_prompt_nll_p90,delta_prompt_nll_p90,from_prompt_nll_max,to_prompt_nll_max,delta_prompt_nll_max,from_prompt_margin_mean,to_prompt_margin_mean,delta_prompt_margin_mean,from_prompt_margin_median,to_prompt_margin_median,delta_prompt_margin_median,from_prompt_margin_p90,to_prompt_margin_p90,delta_prompt_margin_p90,from_prompt_margin_max,to_prompt_margin_max,delta_prompt_margin_max
LM,rephrase_target_true,7500,10000,ADJACENT,15000,20000,0.005066666666666666,0.0026,-0.0024666666666666665,11.725243525767079,12.198153723460809,0.47291019769373044,11.970777988433838,12.342535972595215,0.37175798416137695,14.734486722946167,15.249720478057862,0.5152337551116943,24.608205795288086,25.95961570739746,1.351409912109375,-10.011899825223287,-11.177381323838233,-1.1654814986149464,-9.867959022521973,-10.677695751190186,-0.8097367286682129,-6.146548080444335,-6.961279916763305,-0.8147318363189697,1.3358840942382812,2.0992355346679688,0.7633514404296875,11.725243525767079,12.198153723460809,0.47291019769373044,11.937450408935547,12.30232858657837,0.36487817764282227,14.996642684936523,15.637926292419435,0.6412836074829116,26.978485107421875,29.810829162597656,2.8323440551757812,-8.766662704928716,-9.58192736171484,-0.8152646567861233,-8.730628967285156,-9.194039344787598,-0.4634103775024414,-4.715276384353636,-5.390838479995726,-0.67556209564209,4.729277610778809,4.009909629821777,-0.7193679809570312
LM,rephrase_target_true,1000,10000,TOTAL_1K_TO_10K,2000,20000,0.035,0.0026,-0.032400000000000005,8.136218225722201,12.198153723460809,4.061935497738608,7.9073768854141235,12.342535972595215,4.435159087181091,13.200028038024902,15.249720478057862,2.0496924400329597,21.948219299316406,25.95961570739746,4.011396408081055,-8.923928834915161,-11.177381323838233,-2.253452488923072,-8.810356616973877,-10.677695751190186,-1.8673391342163086,-3.696581363677978,-6.961279916763305,-3.2646985530853265,2.6266298294067383,2.0992355346679688,-0.5273942947387695,8.136218225722201,12.198153723460809,4.061935497738608,7.843527555465698,12.30232858657837,4.458801031112671,13.342352485656741,15.637926292419435,2.295573806762693,23.809892654418945,29.810829162597656,6.000936508178711,-7.579079330205917,-9.58192736171484,-2.0028480315089228,-7.442502021789551,-9.194039344787598,-1.7515373229980469,-2.1743197441101056,-5.390838479995726,-3.2165187358856207,5.168499946594238,4.009909629821777,-1.158590316772461
LM,locality_target_true,1000,1500,ADJACENT,10000,15000,0.1912,0.16613333333333333,-0.02506666666666668,4.563974182712346,5.028485369831696,0.46451118711935013,4.029290137439967,4.5646808534860615,0.5353907160460949,7.861726469993592,8.542800273895265,0.6810738039016737,13.448441982269287,15.734416723251343,2.2859747409820557,-7.700423322200775,-7.841551461219788,-0.14112813901901244,-7.538275718688965,-7.309556484222412,0.22871923446655273,-3.581209564208984,-3.08437385559082,0.49683570861816406,1.9539051055908203,1.7215747833251953,-0.232330322265625,4.563974182712345,5.028485369831696,0.464511187119351,3.944988250732422,4.480114936828613,0.5351266860961914,9.24437265396118,9.575275325775147,0.33090267181396626,21.192195892333984,22.15464973449707,0.9624538421630859,-3.280135322237015,-3.5066716050783793,-0.2265362828413644,-3.0042200088500977,-2.9876084327697754,0.016611576080322266,1.2897860527038578,0.8496838569641113,-0.4401021957397465,8.373602867126465,4.802350044250488,-3.5712528228759766
LM,locality_target_true,1500,2000,ADJACENT,15000,20000,0.16613333333333333,0.0314,-0.13473333333333332,5.028485369831696,9.318678467089077,4.290193097257381,4.5646808534860615,9.381780290603636,4.817099437117575,8.542800273895265,12.575347995758056,4.032547721862791,15.734416723251343,17.770929622650147,2.0365128993988044,-7.841551461219788,-10.655652886867523,-2.8141014256477357,-7.309556484222412,-10.162150859832764,-2.8525943756103516,-3.08437385559082,-6.2378142833709695,-3.1534404277801498,1.7215747833251953,0.6501293182373047,-1.0714454650878906,5.028485369831696,9.318678467089077,4.290193097257381,4.480114936828613,9.643033027648926,5.1629180908203125,9.575275325775147,13.309698295593263,3.734422969818116,22.15464973449707,27.43682289123535,5.282173156738281,-3.5066716050783793,-6.666301168942452,-3.1596295638640726,-2.9876084327697754,-6.582353591918945,-3.59474515914917,0.8496838569641113,-2.2650508880615234,-3.114734745025635,4.802350044250488,6.963592529296875,2.1612424850463867
LM,locality_target_true,2000,3000,ADJACENT,20000,30000,0.0314,0.028366666666666665,-0.0030333333333333323,9.318678467089077,9.810340726970818,0.49166225988174084,9.381780290603636,10.05820209980011,0.6764218091964729,12.575347995758056,13.431512851715087,0.8561648559570312,17.770929622650147,19.016673374176026,1.245743751525879,-10.655652886867523,-10.420979562282563,0.2346733245849606,-10.162150859832764,-10.460853576660156,-0.2987027168273926,-6.2378142833709695,-6.295707702636719,-0.0578934192657492,0.6501293182373047,0.03596019744873047,-0.6141691207885742,9.318678467089077,9.81034072697082,0.4916622598817426,9.643033027648926,10.09612226486206,0.45308923721313477,13.309698295593263,13.732444095611573,0.4227458000183102,27.43682289123535,23.089153289794922,-4.34766960144043,-6.666301168942452,-7.244996744370461,-0.578695575428009,-6.582353591918945,-7.3788299560546875,-0.7964763641357422,-2.2650508880615234,-2.6415765762329078,-0.3765256881713843,6.963592529296875,5.656563758850098,-1.3070287704467773
LM,locality_target_true,3000,5000,ADJACENT,30000,50000,0.028366666666666665,0.00078,-0.027586666666666666,9.810340726970818,13.404578818733693,3.5942380917628753,10.05820209980011,13.47228126525879,3.4140791654586806,13.431512851715087,15.770193300247193,2.3386804485321058,19.016673374176026,19.622219848632813,0.6055464744567871,-10.420979562282563,-11.953272972774506,-1.5322934104919437,-10.460853576660156,-11.958744525909424,-1.4978909492492676,-6.295707702636719,-9.337724590301514,-3.0420168876647953,0.03596019744873047,-4.516882419586182,-4.552842617034912,9.81034072697082,13.404578818733691,3.594238091762872,10.09612226486206,13.513358116149902,3.417235851287842,13.732444095611573,16.30130958557129,2.568865489959716,23.089153289794922,22.4092960357666,-0.6798572540283203,-7.244996744370461,-9.405847454771996,-2.160850710401535,-7.3788299560546875,-9.448236465454102,-2.069406509399414,-2.6415765762329078,-6.379719734191895,-3.7381431579589877,5.656563758850098,1.9686784744262695,-3.687885284423828
LM,locality_target_true,5000,7500,ADJACENT,50000,75000,0.00078,0.01776,0.016980000000000002,13.404578818733693,11.338867549508494,-2.065711269225199,13.47228126525879,11.748169279098512,-1.7241119861602776,15.770193300247193,14.51667818069458,-1.2535151195526133,19.622219848632813,19.00687246322632,-0.6153473854064941,-11.953272972774506,-13.188948669687907,-1.2356756969134004,-11.958744525909424,-12.96702241897583,-1.0082778930664062,-9.337724590301514,-8.640463638305665,0.6972609519958493,-4.516882419586182,-0.3648691177368164,4.152013301849365,13.404578818733691,11.338867549508493,-2.065711269225199,13.513358116149902,11.77865219116211,-1.734705924987793,16.30130958557129,15.174250602722168,-1.127058982849121,22.4092960357666,24.773279190063477,2.363983154296875,-9.405847454771996,-8.88373336821556,0.5221140865564351,-9.448236465454102,-8.946512222290039,0.5017242431640625,-6.379719734191895,-3.990591239929199,2.3891284942626965,1.9686784744262695,6.069867134094238,4.101188659667969
LM,locality_target_true,7500,10000,ADJACENT,75000,100000,0.01776,0.00648,-0.011280000000000002,11.338867549508494,12.368203778334223,1.0293362288257288,11.748169279098512,12.532013463974,0.7838441848754876,14.51667818069458,15.58102437019348,1.0643461894989006,19.00687246322632,24.38927631378174,5.38240385055542,-13.188948669687907,-15.801300440740585,-2.612351771052678,-12.96702241897583,-15.636322975158691,-2.6693005561828613,-8.640463638305665,-10.744273567199707,-2.1038099288940426,-0.3648691177368164,-2.756174087524414,-2.3913049697875977,11.338867549508493,12.368203778334223,1.0293362288257306,11.77865219116211,12.478556632995605,0.6999044418334961,15.174250602722168,16.532188415527344,1.3579378128051758,24.773279190063477,33.713924407958984,8.940645217895508,-8.88373336821556,-10.42470415421486,-1.5409707859992992,-8.946512222290039,-9.974056243896484,-1.0275440216064453,-3.990591239929199,-5.472681713104245,-1.4820904731750457,6.069867134094238,4.169853210449219,-1.9000139236450195
LM,locality_target_true,1000,10000,TOTAL_1K_TO_10K,10000,100000,0.1912,0.00648,-0.18472,4.563974182712346,12.368203778334223,7.8042295956218775,4.029290137439967,12.532013463974,8.502723326534033,7.861726469993592,15.58102437019348,7.719297900199889,13.448441982269287,24.38927631378174,10.940834331512452,-7.700423322200775,-15.801300440740585,-8.10087711853981,-7.538275718688965,-15.636322975158691,-8.098047256469727,-3.581209564208984,-10.744273567199707,-7.1630640029907235,1.9539051055908203,-2.756174087524414,-4.710079193115234,4.563974182712345,12.368203778334223,7.804229595621878,3.944988250732422,12.478556632995605,8.533568382263184,9.24437265396118,16.532188415527344,7.287815761566163,21.192195892333984,33.713924407958984,12.521728515625,-3.280135322237015,-10.42470415421486,-7.144568831977844,-3.0042200088500977,-9.974056243896484,-6.969836235046387,1.2897860527038578,-5.472681713104245,-6.762467765808102,8.373602867126465,4.169853210449219,-4.203749656677246
LA,rewrite_target_new,1000,1500,ADJACENT,1000,1500,0.994,0.992,-0.0020000000000000018,0.030178290384659703,0.045934647692097014,0.01575635730743731,0.0010439071338623762,0.0014467497821897268,0.0004028426483273506,0.00536396554671228,0.009409366548061375,0.004045401001349095,9.978955268859863,12.104925155639648,2.125969886779785,7.922965574264526,7.538127084732055,-0.3848384895324708,8.051470279693604,7.694545745849609,-0.35692453384399414,9.691666603088379,9.532137966156007,-0.15952863693237163,11.903892517089844,11.938102722167969,0.034210205078125,0.030178290384659703,0.045934647692097014,0.01575635730743731,0.0010439071338623762,0.0014467497821897268,0.0004028426483273506,0.00536396554671228,0.009409366548061375,0.004045401001349095,9.978955268859863,12.104925155639648,2.125969886779785,7.922965574264526,7.538127084732055,-0.3848384895324708,8.051470279693604,7.694545745849609,-0.35692453384399414,9.691666603088379,9.532137966156007,-0.15952863693237163,11.903892517089844,11.938102722167969,0.034210205078125
LA,rewrite_target_new,1500,2000,ADJACENT,1500,2000,0.992,0.9865,-0.005499999999999949,0.045934647692097014,0.0773356451562604,0.03140099746416339,0.0014467497821897268,0.001956752559635788,0.0005100027774460614,0.009409366548061375,0.01780232451856143,0.008392957970500057,12.104925155639648,15.769471168518066,3.664546012878418,7.538127084732055,7.131081575393677,-0.4070455093383787,7.694545745849609,7.415578365325928,-0.27896738052368164,9.532137966156007,9.300035858154297,-0.23210210800171005,11.938102722167969,12.481513977050781,0.5434112548828125,0.045934647692097014,0.0773356451562604,0.03140099746416339,0.0014467497821897268,0.001956752559635788,0.0005100027774460614,0.009409366548061375,0.01780232451856143,0.008392957970500057,12.104925155639648,15.769471168518066,3.664546012878418,7.538127084732055,7.131081575393677,-0.4070455093383787,7.694545745849609,7.415578365325928,-0.27896738052368164,9.532137966156007,9.300035858154297,-0.23210210800171005,11.938102722167969,12.481513977050781,0.5434112548828125
LA,rewrite_target_new,2000,3000,ADJACENT,2000,3000,0.9865,0.96,-0.02650000000000008,0.0773356451562604,0.21874852248851295,0.14141287733225255,0.001956752559635788,0.0040733590722084045,0.0021166065125726163,0.01780232451856143,0.09762935936450959,0.07982703484594816,15.769471168518066,19.71492576599121,3.9454545974731445,7.131081575393677,6.143819144090017,-0.9872624313036598,7.415578365325928,6.678715705871582,-0.7368626594543457,9.300035858154297,8.862702369689941,-0.4373334884643558,12.481513977050781,13.964469909667969,1.4829559326171875,0.0773356451562604,0.21874852248851295,0.14141287733225255,0.001956752559635788,0.0040733590722084045,0.0021166065125726163,0.01780232451856143,0.09762935936450959,0.07982703484594816,15.769471168518066,19.71492576599121,3.9454545974731445,7.131081575393677,6.143819144090017,-0.9872624313036598,7.415578365325928,6.678715705871582,-0.7368626594543457,9.300035858154297,8.862702369689941,-0.4373334884643558,12.481513977050781,13.964469909667969,1.4829559326171875
LA,rewrite_target_new,3000,5000,ADJACENT,3000,5000,0.96,0.6586,-0.3014,0.21874852248851295,2.25583260714497,2.037084084656457,0.0040733590722084045,0.18420730531215668,0.18013394623994827,0.09762935936450959,8.054756069183355,7.957126709818846,19.71492576599121,22.958847045898438,3.2439212799072266,6.143819144090017,1.2135269939422608,-4.930292150147756,6.678715705871582,2.6514854431152344,-4.027230262756348,8.862702369689941,7.359792423248291,-1.5029099464416502,13.964469909667969,13.743345260620117,-0.22112464904785156,0.21874852248851295,2.25583260714497,2.037084084656457,0.0040733590722084045,0.18420730531215668,0.18013394623994827,0.09762935936450959,8.054756069183355,7.957126709818846,19.71492576599121,22.958847045898438,3.2439212799072266,6.143819144090017,1.2135269939422608,-4.930292150147756,6.678715705871582,2.6514854431152344,-4.027230262756348,8.862702369689941,7.359792423248291,-1.5029099464416502,13.964469909667969,13.743345260620117,-0.22112464904785156
LA,rewrite_target_new,5000,7500,ADJACENT,5000,7500,0.6586,0.19573333333333334,-0.46286666666666665,2.25583260714497,7.417303767751216,5.161471160606245,0.18420730531215668,7.829144239425659,7.6449369341135025,8.054756069183355,13.59573392868042,5.540977859497065,22.958847045898438,28.819944381713867,5.86109733581543,1.2135269939422608,-5.364511908785502,-6.578038902727763,2.6514854431152344,-6.164797306060791,-8.816282749176025,7.359792423248291,4.294596862792969,-3.0651955604553223,13.743345260620117,14.735280990600586,0.9919357299804688,2.25583260714497,7.417303767751216,5.161471160606245,0.18420730531215668,7.829144239425659,7.6449369341135025,8.054756069183355,13.59573392868042,5.540977859497065,22.958847045898438,28.819944381713867,5.86109733581543,1.2135269939422608,-5.364511908785502,-6.578038902727763,2.6514854431152344,-6.164797306060791,-8.816282749176025,7.359792423248291,4.294596862792969,-3.0651955604553223,13.743345260620117,14.735280990600586,0.9919357299804688
LA,rewrite_target_new,7500,10000,ADJACENT,7500,10000,0.19573333333333334,0.2013,0.005566666666666664,7.417303767751216,7.848452995000142,0.4311492272489259,7.829144239425659,8.677352905273438,0.8482086658477783,13.59573392868042,13.673690795898438,0.07795686721801687,28.819944381713867,24.250869750976562,-4.569074630737305,-5.364511908785502,-5.1719887400150295,0.1925231687704727,-6.164797306060791,-6.15656042098999,0.008236885070800781,4.294596862792969,4.180446720123291,-0.11415014266967827,14.735280990600586,18.50145721435547,3.766176223754883,7.417303767751216,7.848452995000142,0.4311492272489259,7.829144239425659,8.677352905273438,0.8482086658477783,13.59573392868042,13.673690795898438,0.07795686721801687,28.819944381713867,24.250869750976562,-4.569074630737305,-5.364511908785502,-5.1719887400150295,0.1925231687704727,-6.164797306060791,-6.15656042098999,0.008236885070800781,4.294596862792969,4.180446720123291,-0.11415014266967827,14.735280990600586,18.50145721435547,3.766176223754883
LA,rewrite_target_new,1000,10000,TOTAL_1K_TO_10K,1000,10000,0.994,0.2013,-0.7927,0.030178290384659703,7.848452995000142,7.818274704615482,0.0010439071338623762,8.677352905273438,8.676308998139575,0.00536396554671228,13.673690795898438,13.668326830351726,9.978955268859863,24.250869750976562,14.2719144821167,7.922965574264526,-5.1719887400150295,-13.094954314279555,8.051470279693604,-6.15656042098999,-14.208030700683594,9.691666603088379,4.180446720123291,-5.511219882965088,11.903892517089844,18.50145721435547,6.597564697265625,0.030178290384659703,7.848452995000142,7.818274704615482,0.0010439071338623762,8.677352905273438,8.676308998139575,0.00536396554671228,13.673690795898438,13.668326830351726,9.978955268859863,24.250869750976562,14.2719144821167,7.922965574264526,-5.1719887400150295,-13.094954314279555,8.051470279693604,-6.15656042098999,-14.208030700683594,9.691666603088379,4.180446720123291,-5.511219882965088,11.903892517089844,18.50145721435547,6.597564697265625
LA,rewrite_target_true,1000,1500,ADJACENT,1000,1500,0.0,0.0,0.0,14.514121997833252,14.062634372790654,-0.45148762504259743,14.278382301330566,13.829694747924805,-0.4486875534057617,20.019672393798828,19.60116157531738,-0.41851081848144744,27.755861282348633,28.61012840270996,0.8542671203613281,-14.581594841957092,-14.14009718132019,0.44149766063690166,-14.33775806427002,-13.920718669891357,0.4170393943786621,-9.53789005279541,-9.127591228485105,0.4102988243103045,-2.4411773681640625,-0.916839599609375,1.5243377685546875,14.514121997833252,14.062634372790654,-0.45148762504259743,14.278382301330566,13.829694747924805,-0.4486875534057617,20.019672393798828,19.60116157531738,-0.41851081848144744,27.755861282348633,28.61012840270996,0.8542671203613281,-14.581594841957092,-14.14009718132019,0.44149766063690166,-14.33775806427002,-13.920718669891357,0.4170393943786621,-9.53789005279541,-9.127591228485105,0.4102988243103045,-2.4411773681640625,-0.916839599609375,1.5243377685546875
LA,rewrite_target_true,1500,2000,ADJACENT,1500,2000,0.0,0.0,0.0,14.062634372790654,13.811306434333325,-0.2513279384573295,13.829694747924805,13.54530382156372,-0.284390926361084,19.60116157531738,19.404366874694826,-0.19679470062255433,28.61012840270996,28.95328712463379,0.3431587219238281,-14.14009718132019,-13.865768327713013,0.2743288536071766,-13.920718669891357,-13.635708332061768,0.28501033782958984,-9.127591228485105,-8.862181568145752,0.265409660339353,-0.916839599609375,-0.5206680297851562,0.39617156982421875,14.062634372790654,13.811306434333325,-0.2513279384573295,13.829694747924805,13.54530382156372,-0.284390926361084,19.60116157531738,19.404366874694826,-0.19679470062255433,28.61012840270996,28.95328712463379,0.3431587219238281,-14.14009718132019,-13.865768327713013,0.2743288536071766,-13.920718669891357,-13.635708332061768,0.28501033782958984,-9.127591228485105,-8.862181568145752,0.265409660339353,-0.916839599609375,-0.5206680297851562,0.39617156982421875
LA,rewrite_target_true,2000,3000,ADJACENT,2000,3000,0.0,0.0016666666666666668,0.0016666666666666668,13.811306434333325,12.795155845704178,-1.0161505886291469,13.54530382156372,12.499220371246338,-1.0460834503173828,19.404366874694826,18.693570137023926,-0.7107967376709006,28.95328712463379,30.920520782470703,1.967233657836914,-13.865768327713013,-12.791749812761942,1.0740185149510708,-13.635708332061768,-12.531700134277344,1.1040081977844238,-8.862181568145752,-7.272643280029297,1.5895382881164553,-0.5206680297851562,3.948122024536133,4.468790054321289,13.811306434333325,12.795155845704178,-1.0161505886291469,13.54530382156372,12.499220371246338,-1.0460834503173828,19.404366874694826,18.693570137023926,-0.7107967376709006,28.95328712463379,30.920520782470703,1.967233657836914,-13.865768327713013,-12.791749812761942,1.0740185149510708,-13.635708332061768,-12.531700134277344,1.1040081977844238,-8.862181568145752,-7.272643280029297,1.5895382881164553,-0.5206680297851562,3.948122024536133,4.468790054321289
LA,rewrite_target_true,3000,5000,ADJACENT,3000,5000,0.0016666666666666668,0.0062,0.004533333333333333,12.795155845704178,10.157457789831609,-2.637698055872569,12.499220371246338,9.934710025787354,-2.5645103454589844,18.693570137023926,15.848344707489014,-2.8452254295349118,30.920520782470703,27.957984924316406,-2.962535858154297,-12.791749812761942,-9.80661065864563,2.985139154116313,-12.531700134277344,-9.647397994995117,2.8843021392822266,-7.272643280029297,-4.02772579193115,3.244917488098147,3.948122024536133,3.7072715759277344,-0.24085044860839844,12.795155845704178,10.157457789831609,-2.637698055872569,12.499220371246338,9.934710025787354,-2.5645103454589844,18.693570137023926,15.848344707489014,-2.8452254295349118,30.920520782470703,27.957984924316406,-2.962535858154297,-12.791749812761942,-9.80661065864563,2.985139154116313,-12.531700134277344,-9.647397994995117,2.8843021392822266,-7.272643280029297,-4.02772579193115,3.244917488098147,3.948122024536133,3.7072715759277344,-0.24085044860839844
LA,rewrite_target_true,5000,7500,ADJACENT,5000,7500,0.0062,0.0084,0.0021999999999999997,10.157457789831609,10.228240424744287,0.07078263491267833,9.934710025787354,10.09315824508667,0.1584482192993164,15.848344707489014,15.125942993164061,-0.7224017143249526,27.957984924316406,27.933773040771484,-0.024211883544921875,-9.80661065864563,-9.018771187082926,0.7878394715627035,-9.647397994995117,-8.784046649932861,0.8633513450622559,-4.02772579193115,-3.717765712738036,0.3099600791931141,3.7072715759277344,3.895146369934082,0.18787479400634766,10.157457789831609,10.228240424744287,0.07078263491267833,9.934710025787354,10.09315824508667,0.1584482192993164,15.848344707489014,15.125942993164061,-0.7224017143249526,27.957984924316406,27.933773040771484,-0.024211883544921875,-9.80661065864563,-9.018771187082926,0.7878394715627035,-9.647397994995117,-8.784046649932861,0.8633513450622559,-4.02772579193115,-3.717765712738036,0.3099600791931141,3.7072715759277344,3.895146369934082,0.18787479400634766
LA,rewrite_target_true,7500,10000,ADJACENT,7500,10000,0.0084,0.0059,-0.0024999999999999996,10.228240424744287,10.831303707531095,0.6030632827868079,10.09315824508667,10.869920253753662,0.7767620086669922,15.125942993164061,15.021545505523683,-0.10439748764037837,27.933773040771484,32.47736358642578,4.543590545654297,-9.018771187082926,-8.997253121995925,0.021518065087001048,-8.784046649932861,-8.74740982055664,0.0366368293762207,-3.717765712738036,-4.323519849777221,-0.605754137039185,3.895146369934082,4.360769271850586,0.4656229019165039,10.228240424744287,10.831303707531095,0.6030632827868079,10.09315824508667,10.869920253753662,0.7767620086669922,15.125942993164061,15.021545505523683,-0.10439748764037837,27.933773040771484,32.47736358642578,4.543590545654297,-9.018771187082926,-8.997253121995925,0.021518065087001048,-8.784046649932861,-8.74740982055664,0.0366368293762207,-3.717765712738036,-4.323519849777221,-0.605754137039185,3.895146369934082,4.360769271850586,0.4656229019165039
LA,rewrite_target_true,1000,10000,TOTAL_1K_TO_10K,1000,10000,0.0,0.0059,0.0059,14.514121997833252,10.831303707531095,-3.6828182903021567,14.278382301330566,10.869920253753662,-3.4084620475769043,20.019672393798828,15.021545505523683,-4.998126888275145,27.755861282348633,32.47736358642578,4.721502304077148,-14.581594841957092,-8.997253121995925,5.5843417199611665,-14.33775806427002,-8.74740982055664,5.590348243713379,-9.53789005279541,-4.323519849777221,5.214370203018189,-2.4411773681640625,4.360769271850586,6.801946640014648,14.514121997833252,10.831303707531095,-3.6828182903021567,14.278382301330566,10.869920253753662,-3.4084620475769043,20.019672393798828,15.021545505523683,-4.998126888275145,27.755861282348633,32.47736358642578,4.721502304077148,-14.581594841957092,-8.997253121995925,5.5843417199611665,-14.33775806427002,-8.74740982055664,5.590348243713379,-9.53789005279541,-4.323519849777221,5.214370203018189,-2.4411773681640625,4.360769271850586,6.801946640014648
LA,rephrase_target_new,1000,1500,ADJACENT,2000,3000,0.725,0.7473333333333333,0.022333333333333316,1.3436842499107169,1.1844251923885227,-0.15925905752219416,0.3613566570566036,0.33451863192021847,-0.026838025136385113,3.9031360268592836,3.496789182978683,-0.4063468438806006,13.00797414779663,12.87210988998413,-0.1358642578125,0.42530142068862914,0.661836755434672,0.23653533474604288,1.0494675636291504,1.3570795059204102,0.30761194229125977,5.742292213439941,5.558522796630861,-0.18376941680908043,9.536293029785156,8.999448776245117,-0.5368442535400391,1.3436842499107169,1.1844251923885227,-0.15925905752219416,0.11286331713199615,0.11822914332151413,0.005365826189517975,4.778026819229126,4.181090688705443,-0.5969361305236829,15.503081321716309,15.79012393951416,0.28704261779785156,2.2147397918701173,2.3680538477897644,0.15331405591964709,3.1219348907470703,3.077908515930176,-0.04402637481689453,7.082161617279054,7.032756519317626,-0.04940509796142756,11.517674446105957,11.060247421264648,-0.4574270248413086
LA,rephrase_target_new,1500,2000,ADJACENT,3000,4000,0.7473333333333333,0.75475,0.007416666666666738,1.1844251923885227,1.1793371441613336,-0.0050880482271891125,0.33451863192021847,0.3285958445085271,-0.005922787411691388,3.496789182978683,3.462925803661348,-0.033863379317335074,12.87210988998413,12.691842079162598,-0.1802678108215332,0.661836755434672,0.6068400492668152,-0.05499670616785679,1.3570795059204102,1.3448081016540527,-0.012271404266357422,5.558522796630861,5.244055557250977,-0.3144672393798835,8.999448776245117,9.271047592163086,0.27159881591796875,1.1844251923885227,1.1793371441613336,-0.0050880482271891125,0.11822914332151413,0.12286742776632309,0.00463828444480896,4.181090688705443,4.2131299495697005,0.03203926086425746,15.79012393951416,15.437073707580566,-0.35305023193359375,2.3680538477897644,2.31736392557621,-0.05068992221355417,3.077908515930176,3.065906524658203,-0.012001991271972656,7.032756519317626,6.770755004882812,-0.26200151443481445,11.060247421264648,11.056684494018555,-0.00356292724609375
LA,rephrase_target_new,2000,3000,ADJACENT,4000,6000,0.75475,0.7305,-0.024249999999999994,1.1793371441613336,1.3304507856767638,0.15111364151543016,0.3285958445085271,0.45803533247089945,0.12943948796237237,3.462925803661348,3.6950816988945006,0.2321558952331526,12.691842079162598,17.230292320251465,4.538450241088867,0.6068400492668152,0.2981739323933919,-0.3086661168734233,1.3448081016540527,0.9414267539978027,-0.40338134765625,5.244055557250977,4.986570262908936,-0.25748529434204137,9.271047592163086,9.852561950683594,0.5815143585205078,1.1793371441613336,1.3304507856767638,0.15111364151543016,0.12286742776632309,0.1973085030913353,0.07444107532501221,4.2131299495697005,4.627304220199585,0.41417427062988477,15.437073707580566,17.914058685302734,2.476984977722168,2.31736392557621,1.9484244437217713,-0.3689394818544389,3.065906524658203,2.6498842239379883,-0.41602230072021484,6.770755004882812,6.463200759887696,-0.3075542449951154,11.056684494018555,11.458707809448242,0.4020233154296875
LA,rephrase_target_new,3000,5000,ADJACENT,6000,10000,0.7305,0.4476,-0.28290000000000004,1.3304507856767638,3.4144353229910536,2.08398453731429,0.45803533247089945,2.5984804183244705,2.140445085853571,3.6950816988945006,7.934194517135625,4.239112818241124,17.230292320251465,18.471614837646484,1.2413225173950195,0.2981739323933919,-3.2395867904663085,-3.5377607228597006,0.9414267539978027,-2.889824390411377,-3.8312511444091797,4.986570262908936,2.8152579307556165,-2.1713123321533194,9.852561950683594,9.634231567382812,-0.21833038330078125,1.3304507856767638,3.4144353229910536,2.08398453731429,0.1973085030913353,2.0421671867370605,1.8448586836457253,4.627304220199585,8.953966045379639,4.326661825180054,17.914058685302734,22.252153396606445,4.338094711303711,1.9484244437217713,-1.24459423456192,-3.1930186782836913,2.6498842239379883,-0.6767220497131348,-3.326606273651123,6.463200759887696,4.678376865386962,-1.7848238945007342,11.458707809448242,12.134483337402344,0.6757755279541016
LA,rephrase_target_new,5000,7500,ADJACENT,10000,15000,0.4476,0.09326666666666666,-0.35433333333333333,3.4144353229910536,8.567421650914092,5.152986327923038,2.5984804183244705,8.788135290145874,6.1896548718214035,7.934194517135625,13.410215711593628,5.476021194458003,18.471614837646484,20.578332901000977,2.106718063354492,-3.2395867904663085,-8.55312222105662,-5.313535430590312,-2.889824390411377,-8.772467136383057,-5.88264274597168,2.8152579307556165,-2.6070666313171382,-5.422324562072754,9.634231567382812,10.364543914794922,0.7303123474121094,3.4144353229910536,8.567421650914092,5.152986327923038,2.0421671867370605,8.85050106048584,6.808333873748779,8.953966045379639,14.015617847442629,5.06165180206299,22.252153396606445,25.498153686523438,3.246000289916992,-1.24459423456192,-6.743940963172912,-5.499346728610992,-0.6767220497131348,-7.000641107559204,-6.323919057846069,4.678376865386962,-0.2382088661193818,-4.916585731506344,12.134483337402344,13.059528350830078,0.9250450134277344
