cell,arm,case_id,entry_success,post_success,before_nll_advantage,after_nll_advantage,newly_forgotten,initially_failed
1,ORBFH_HIST,9563,True,True,19.311233014333993,19.24963855103124,False,False
1,ORBFH_HIST,12078,True,True,15.096892895526253,15.06264650716912,False,False
1,ORBFH_HIST,16738,True,True,18.962498906694236,19.153143289586296,False,False
1,ORBFH_HIST,19472,True,True,19.925419178500306,19.69962273866986,False,False
1,ORBFH_HIST,6818,True,True,17.456308297027135,17.418664505676134,False,False
1,ORBFH_HIST,5546,True,True,13.082140227677883,13.127115628987667,False,False
1,ORBFH_HIST,20622,True,True,16.245902884285897,15.876844946295023,False,False
1,ORBFH_HIST,13220,True,True,17.05289464490488,16.923008419806138,False,False
1,ORBFH_HIST,8040,True,True,14.39582038903609,14.235537225496955,False,False
1,ORBFH_HIST,21857,True,True,16.277872847102117,16.505902075965423,False,False
1,JV_NATIVE,9563,True,True,19.311233014333993,19.186781520722434,False,False
1,JV_NATIVE,12078,True,True,15.096892895526253,14.984514334355481,False,False
1,JV_NATIVE,16738,True,True,18.962498906694236,19.014252665947424,False,False
1,JV_NATIVE,19472,True,True,19.925419178500306,19.564332612149883,False,False
1,JV_NATIVE,6818,True,True,17.456308297027135,17.220825612399494,False,False
1,JV_NATIVE,5546,True,True,13.082140227677883,13.216825505660381,False,False
1,JV_NATIVE,20622,True,True,16.245902884285897,15.55062492750585,False,False
1,JV_NATIVE,13220,True,True,17.05289464490488,16.877047586487606,False,False
1,JV_NATIVE,8040,True,True,14.39582038903609,14.241126084583811,False,False
1,JV_NATIVE,21857,True,True,16.277872847102117,16.36682249692967,False,False
1,ORB_RAY_N,9563,True,True,19.311233014333993,19.227410451392643,False,False
1,ORB_RAY_N,12078,True,True,15.096892895526253,15.026632663735654,False,False
1,ORB_RAY_N,16738,True,True,18.962498906694236,19.15370035458909,False,False
1,ORB_RAY_N,19472,True,True,19.925419178500306,19.630564924736973,False,False
1,ORB_RAY_N,6818,True,True,17.456308297027135,17.38733976217918,False,False
1,ORB_RAY_N,5546,True,True,13.082140227677883,13.142152927641291,False,False
1,ORB_RAY_N,20622,True,True,16.245902884285897,15.743585705757141,False,False
1,ORB_RAY_N,13220,True,True,17.05289464490488,16.890812944155186,False,False
1,ORB_RAY_N,8040,True,True,14.39582038903609,14.214754869812168,False,False
1,ORB_RAY_N,21857,True,True,16.277872847102117,16.51173843757715,False,False
2,O_NATIVE,9563,True,True,16.121735405176878,16.09963123127818,False,False
2,O_NATIVE,12078,True,True,21.608868576586246,21.47214018809609,False,False
2,O_NATIVE,16738,True,True,16.58789773285389,16.65652141906321,False,False
2,O_NATIVE,19472,True,True,21.806379782035947,21.94240142405033,False,False
2,O_NATIVE,6818,True,True,14.661434485577047,14.536165395751595,False,False
2,O_NATIVE,5546,True,True,13.635092137381434,13.833564897067845,False,False
2,O_NATIVE,20622,True,True,20.038342372048646,20.326024759095162,False,False
2,O_NATIVE,13220,True,True,22.483786942138977,22.577768446644768,False,False
2,O_NATIVE,8040,True,True,11.545748174190521,12.04889664053917,False,False
2,O_NATIVE,21857,True,True,15.052392710000277,14.808613060042262,False,False
2,ORBFH_HIST,9563,True,True,16.121735405176878,16.100818995386362,False,False
2,ORBFH_HIST,12078,True,True,21.608868576586246,21.53721573203802,False,False
2,ORBFH_HIST,16738,True,True,16.58789773285389,16.655517131090164,False,False
2,ORBFH_HIST,19472,True,True,21.806379782035947,21.861234668642282,False,False
2,ORBFH_HIST,6818,True,True,14.661434485577047,14.563915287144482,False,False
2,ORBFH_HIST,5546,True,True,13.635092137381434,13.706073016859591,False,False
2,ORBFH_HIST,20622,True,True,20.038342372048646,20.341844555921853,False,False
2,ORBFH_HIST,13220,True,True,22.483786942138977,22.55842435521481,False,False
2,ORBFH_HIST,8040,True,True,11.545748174190521,12.079411029815674,False,False
2,ORBFH_HIST,21857,True,True,15.052392710000277,14.801256077364087,False,False
2,JV_NATIVE,9563,True,True,16.121735405176878,15.927162535488605,False,False
2,JV_NATIVE,12078,True,True,21.608868576586246,21.61423942982219,False,False
2,JV_NATIVE,16738,True,True,16.58789773285389,16.81141234189272,False,False
2,JV_NATIVE,19472,True,True,21.806379782035947,21.433990985155106,False,False
2,JV_NATIVE,6818,True,True,14.661434485577047,14.632220461033285,False,False
2,JV_NATIVE,5546,True,True,13.635092137381434,13.47009005676955,False,False
2,JV_NATIVE,20622,True,True,20.038342372048646,19.383187156636268,False,False
2,JV_NATIVE,13220,True,True,22.483786942138977,22.65182948272195,False,False
2,JV_NATIVE,8040,True,True,11.545748174190521,12.33805826306343,False,False
2,JV_NATIVE,21857,True,True,15.052392710000277,14.702517097815871,False,False
2,ORB_RAY_N,9563,True,True,16.121735405176878,16.06166548654437,False,False
2,ORB_RAY_N,12078,True,True,21.608868576586246,21.566222351510078,False,False
2,ORB_RAY_N,16738,True,True,16.58789773285389,16.74073337763548,False,False
2,ORB_RAY_N,19472,True,True,21.806379782035947,21.77611460350454,False,False
2,ORB_RAY_N,6818,True,True,14.661434485577047,14.708095972426236,False,False
2,ORB_RAY_N,5546,True,True,13.635092137381434,13.683247352950275,False,False
2,ORB_RAY_N,20622,True,True,20.038342372048646,20.30021953396499,False,False
2,ORB_RAY_N,13220,True,True,22.483786942138977,22.612449647524045,False,False
2,ORB_RAY_N,8040,True,True,11.545748174190521,12.244619578123093,False,False
2,ORB_RAY_N,21857,True,True,15.052392710000277,14.795507833361626,False,False
3,O_NATIVE,9563,True,True,16.40523963049054,16.384099822491407,False,False
3,O_NATIVE,12078,True,True,18.943546725902706,18.980001110583544,False,False
3,O_NATIVE,16738,True,True,16.2520211301744,16.219565542414784,False,False
3,O_NATIVE,19472,True,True,22.889248160645366,22.78001751564443,False,False
3,O_NATIVE,6818,True,True,15.01089945062995,15.09321451652795,False,False
3,O_NATIVE,5546,True,True,12.755637900903821,12.779531247913837,False,False
3,O_NATIVE,20622,True,True,18.97231342457235,19.085888081230223,False,False
3,O_NATIVE,13220,True,True,21.578298695603735,21.508712657523574,False,False
3,O_NATIVE,8040,True,True,13.689359329640865,13.811636231839657,False,False
3,O_NATIVE,21857,True,True,15.059928016737103,14.986697427928448,False,False
3,ORBFH_HIST,9563,True,True,16.40523963049054,16.363579228520393,False,False
3,ORBFH_HIST,12078,True,True,18.943546725902706,19.01176104065962,False,False
3,ORBFH_HIST,16738,True,True,16.2520211301744,16.24041618593037,False,False
3,ORBFH_HIST,19472,True,True,22.889248160645366,22.797186644747853,False,False
3,ORBFH_HIST,6818,True,True,15.01089945062995,15.071196326985955,False,False
3,ORBFH_HIST,5546,True,True,12.755637900903821,12.817701544612646,False,False
3,ORBFH_HIST,20622,True,True,18.97231342457235,19.12525496305898,False,False
3,ORBFH_HIST,13220,True,True,21.578298695603735,21.464142092998372,False,False
3,ORBFH_HIST,8040,True,True,13.689359329640865,13.831388495862484,False,False
3,ORBFH_HIST,21857,True,True,15.059928016737103,15.013616869226098,False,False
3,JV_NATIVE,9563,True,True,16.40523963049054,16.177906718105078,False,False
3,JV_NATIVE,12078,True,True,18.943546725902706,19.060567216016352,False,False
3,JV_NATIVE,16738,True,True,16.2520211301744,16.31444240733981,False,False
3,JV_NATIVE,19472,True,True,22.889248160645366,22.84875776525587,False,False
3,JV_NATIVE,6818,True,True,15.01089945062995,14.741681780666113,False,False
3,JV_NATIVE,5546,True,True,12.755637900903821,12.673358790576458,False,False
3,JV_NATIVE,20622,True,True,18.97231342457235,18.945504357106984,False,False
3,JV_NATIVE,13220,True,True,21.578298695603735,21.522190937772393,False,False
3,JV_NATIVE,8040,True,True,13.689359329640865,13.862336218357086,False,False
3,JV_NATIVE,21857,True,True,15.059928016737103,14.901100173592567,False,False
3,ORB_RAY_N,9563,True,True,16.40523963049054,16.309985022991896,False,False
3,ORB_RAY_N,12078,True,True,18.943546725902706,19.067941587418318,False,False
3,ORB_RAY_N,16738,True,True,16.2520211301744,16.338950464501977,False,False
3,ORB_RAY_N,19472,True,True,22.889248160645366,22.822878294624388,False,False
3,ORB_RAY_N,6818,True,True,15.01089945062995,14.953227431513369,False,False
3,ORB_RAY_N,5546,True,True,12.755637900903821,12.9015197083354,False,False
3,ORB_RAY_N,20622,True,True,18.97231342457235,19.2101134438999,False,False
3,ORB_RAY_N,13220,True,True,21.578298695603735,21.431861529286834,False,False
3,ORB_RAY_N,8040,True,True,13.689359329640865,13.931537747383118,False,False
3,ORB_RAY_N,21857,True,True,15.059928016737103,15.034788362681866,False,False
