cell,arm,case_id,entry_success,post_success,before_nll_advantage,after_nll_advantage,newly_forgotten,initially_failed
0,O_NATIVE,9563,True,True,15.602223214693367,15.733864755369723,False,False
0,O_NATIVE,12078,True,True,8.017496064305305,8.226088762283325,False,False
0,O_NATIVE,16738,True,True,17.924817597377114,18.1898324702197,False,False
0,O_NATIVE,19472,True,True,14.445101055316627,14.678495817817748,False,False
0,O_NATIVE,6818,True,True,15.655935346730985,15.687858169490937,False,False
0,O_NATIVE,5546,True,True,11.282643812824972,11.449358447978739,False,False
0,O_NATIVE,20622,True,True,13.00351020693779,13.006553746759892,False,False
0,O_NATIVE,13220,True,True,7.8122395277023315,8.178736209869385,False,False
0,O_NATIVE,8040,True,True,13.350208168849349,13.26609040144831,False,False
0,O_NATIVE,21857,True,True,14.94542073237244,15.052328297286294,False,False
0,ORBFH_HIST,9563,True,True,15.602223214693367,15.76595853548497,False,False
0,ORBFH_HIST,12078,True,True,8.017496064305305,8.208070941269398,False,False
0,ORBFH_HIST,16738,True,True,17.924817597377114,18.17933358749724,False,False
0,ORBFH_HIST,19472,True,True,14.445101055316627,14.706059716641903,False,False
0,ORBFH_HIST,6818,True,True,15.655935346730985,15.71581858425634,False,False
0,ORBFH_HIST,5546,True,True,11.282643812824972,11.451648815593217,False,False
0,ORBFH_HIST,20622,True,True,13.00351020693779,13.049277685582638,False,False
0,ORBFH_HIST,13220,True,True,7.8122395277023315,8.227250546216965,False,False
0,ORBFH_HIST,8040,True,True,13.350208168849349,13.263440746348351,False,False
0,ORBFH_HIST,21857,True,True,14.94542073237244,15.039142861263826,False,False
0,JV_NATIVE,9563,True,True,15.602223214693367,15.870790122076869,False,False
0,JV_NATIVE,12078,True,True,8.017496064305305,8.051172345876694,False,False
0,JV_NATIVE,16738,True,True,17.924817597377114,18.057922622479964,False,False
0,JV_NATIVE,19472,True,True,14.445101055316627,14.93078279029578,False,False
0,JV_NATIVE,6818,True,True,15.655935346730985,15.69627182482509,False,False
0,JV_NATIVE,5546,True,True,11.282643812824972,11.5687654906651,False,False
0,JV_NATIVE,20622,True,True,13.00351020693779,13.009840734302998,False,False
0,JV_NATIVE,13220,True,True,7.8122395277023315,8.54682257771492,False,False
0,JV_NATIVE,8040,True,True,13.350208168849349,13.192315893247724,False,False
0,JV_NATIVE,21857,True,True,14.94542073237244,15.028380929143168,False,False
0,ORB_RAY_N,9563,True,True,15.602223214693367,15.81338769197464,False,False
0,ORB_RAY_N,12078,True,True,8.017496064305305,8.177913971245289,False,False
0,ORB_RAY_N,16738,True,True,17.924817597377114,18.20350839526509,False,False
0,ORB_RAY_N,19472,True,True,14.445101055316627,14.769841275177896,False,False
0,ORB_RAY_N,6818,True,True,15.655935346730985,15.739367303845938,False,False
0,ORB_RAY_N,5546,True,True,11.282643812824972,11.511096927686594,False,False
0,ORB_RAY_N,20622,True,True,13.00351020693779,13.029706310480833,False,False
0,ORB_RAY_N,13220,True,True,7.8122395277023315,8.343530774116516,False,False
0,ORB_RAY_N,8040,True,True,13.350208168849349,13.228899417445064,False,False
0,ORB_RAY_N,21857,True,True,14.94542073237244,15.06830431590788,False,False
1,O_NATIVE,9563,True,True,19.311233014333993,19.283612552448176,False,False
1,O_NATIVE,12078,True,True,15.096892895526253,15.192254734458402,False,False
1,O_NATIVE,16738,True,True,18.962498906694236,19.192732337010966,False,False
1,O_NATIVE,19472,True,True,19.925419178500306,19.718974813556997,False,False
1,O_NATIVE,6818,True,True,17.456308297027135,17.45544605446048,False,False
1,O_NATIVE,5546,True,True,13.082140227677883,13.110961935672094,False,False
1,O_NATIVE,20622,True,True,16.245902884285897,15.957855971064419,False,False
1,O_NATIVE,13220,True,True,17.05289464490488,16.868939486332238,False,False
1,O_NATIVE,8040,True,True,14.39582038903609,14.210298659163527,False,False
1,O_NATIVE,21857,True,True,16.277872847102117,16.516921559581533,False,False
