cell,load_seconds,target_seconds,model_load_count,allocated_seconds,model_forward_setup,gpu,gpu_id
0,4.159546792507172,76.0817135758698,1,1473.5707029420882,NOT_RECORDED_SCHEMA_GAP,NVIDIA RTX A6000,0
1,4.068779686465859,75.87698473222554,1,1349.7059592213482,NOT_RECORDED_SCHEMA_GAP,NVIDIA RTX A6000,0
2,4.50390201061964,24.503730531781912,1,2365.760277191177,NOT_RECORDED_SCHEMA_GAP,NVIDIA RTX A6000,0
3,4.5213431511074305,23.98380433768034,1,1592.5694081783295,NOT_RECORDED_SCHEMA_GAP,NVIDIA RTX A6000,0
