arm,provenance,comparison,cohort,future_batches,metric,denominator,before_num,after_num,delta_pp,retained,lost,gained,both_failed,conditional_loss_den,conditional_recovery_den,strict_lost,strict_gained,strict_before,strict_after,desired_NLL_harm_mean,desired_NLL_harm_median,desired_NLL_harm_p90,desired_NLL_harm_p95,desired_NLL_harm_p99,desired_NLL_harm_min,desired_NLL_harm_max,competing_NLL_change_mean,competing_NLL_change_median,competing_NLL_change_p90,competing_NLL_change_p95,competing_NLL_change_p99,competing_NLL_change_min,competing_NLL_change_max,final_percent
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,1,9,RS,100,100,100,0.0,100,0,0,0,100,0,1,0,100,99,0.06469503300846555,0.00021303838002495468,0.004131743003381419,0.025891245761886148,1.599079729663223,-0.00443915487267077,4.4770722719840705,-0.5625070428848267,-0.3467559814453125,0.4546379089355471,0.829947519302368,1.8174474334716806,-7.3666791915893555,2.0036087036132812,100.0
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,2,8,RS,100,100,99,-1.0,99,1,0,0,100,0,2,0,100,98,0.09159037242287013,0.00016624042473267764,0.004069104333757428,0.014096660155337297,1.7809312210604837,-0.045627936720848083,7.369101330637932,-0.18640747904777527,-0.16858339309692383,0.9694643974304199,1.3729068279266308,5.169701175689701,-5.55243444442749,5.7999677658081055,99.0
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,3,7,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,0.0006370425840577809,6.560709880432114e-05,0.0013304445310495811,0.004654451005626469,0.011610500726383196,-0.0046682413667440414,0.014879632624797523,-0.11550673484802246,-0.09191417694091797,0.5914758682250977,0.7135596752166745,1.3710188674926773,-2.3481950759887695,1.6672401428222656,100.0
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,4,6,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,0.00039153974801592995,2.472780761308968e-05,0.0009434044011868537,0.0012207413557916871,0.012700883061043005,-0.005549122579395771,0.016449758724775165,-0.04110103130340576,-0.07840776443481445,0.51106014251709,1.2491137504577636,2.2283281803131163,-1.7939062118530273,3.3524608612060547,100.0
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,5,5,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,6.72180399124045e-05,-1.1727417586371303e-05,0.0005283142207190395,0.0013417191454209378,0.002722828950500146,-0.0036048125475645065,0.008620941080152988,0.003711352348327637,0.05395793914794922,0.7423213005065918,0.8483731269836422,1.3916659832000762,-2.340282440185547,1.9648094177246094,100.0
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,6,4,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,4.964381641912041e-05,1.5073757822392508e-05,0.0005403728864621375,0.0009158643078990278,0.0026726589654572424,-0.002466432750225067,0.004905024543404579,-0.04670389652252197,-0.04959392547607422,0.5298137664794923,0.634818363189697,0.8146594238281256,-1.8323650360107422,0.9383716583251953,100.0
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,7,3,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,0.00011634429145487957,3.6507437471300364e-05,0.0006759659736417235,0.002255668665748087,0.0046207099989988,-0.01345670479349792,0.0063758776523172855,-0.03156972885131836,-0.05700969696044922,0.4125144958496097,0.7834850788116444,1.6440702438354564,-1.6593055725097656,3.019357681274414,100.0
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,8,2,RS,100,100,99,-1.0,99,1,0,0,100,0,1,0,100,99,0.09112507168480079,7.73943611420691e-07,0.00029596639797091533,0.0007559488643892107,0.09339015028909783,-0.002330518327653408,9.110596893820912,-0.16390143394470214,0.01582050323486328,0.31953401565551776,0.41531782150268554,0.5012582778930667,-14.010174751281738,0.5524682998657227,99.0
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,9,1,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,0.0002579463732035947,1.310676452703774e-06,0.00022018437739461673,0.0003064418735448271,0.006966971101064786,-0.0031381789594888687,0.023488664795877412,-0.010124020576477051,0.024996280670166016,0.3127275466918948,0.4043509483337402,0.5496348285675049,-2.7365121841430664,0.5515127182006836,100.0
CAP1,SEALED_CAP1_REUSE,ATWRITE_TO_W10,10,0,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,1.2496020644903183e-08,0.0,0.0,1.1875526979565621e-07,2.9187183827164593e-07,-4.827976226806641e-06,5.7220458984375e-06,-1.430511474609375e-07,0.0,1.3446807861328133e-05,2.293586730957031e-05,5.556106567382825e-05,-4.1961669921875e-05,8.0108642578125e-05,100.0
