arm,provenance,batch,scope,metric,numerator,denominator,percent,request_denominator,ties,desired_strict_n,desired_strict_d,new_strict_n,true_strict_n,desired_token_correct,desired_token_d,all_prompt_strict_requests,new_nll_mean,new_nll_median,new_nll_p90,new_nll_p95,new_nll_p99,new_nll_min,new_nll_max,true_nll_mean,true_nll_median,true_nll_p90,true_nll_p95,true_nll_p99,true_nll_min,true_nll_max,desired_margin_mean,desired_margin_median,desired_margin_p90,desired_margin_p95,desired_margin_p99,desired_margin_min,desired_margin_max
CAP100,NEW_CHAIN_CPU_REDUCTION,5,FULL_SEEN,PS,965,1000,96.5,500,0,658,1000,658,7,672,1014,246,1.5784244961931582,0.298939973115921,5.290674638748169,7.1978755235671965,9.770345296859741,5.602679812000133e-05,13.611385345458984,10.057450099103153,9.804427146911621,15.11969728469849,16.870479011535643,20.109040336608878,0.07480271905660629,24.637853622436523,8.479025602909994,8.435370776802301,14.333601704160902,16.4439493911108,20.108640957335147,-9.811179637908936,24.617709573358297
CAP100,NEW_CHAIN_CPU_REDUCTION,5,FULL_SEEN,NS,4205,5000,84.1,500,0,926,5000,61,926,996,5070,4,9.892108268257548,9.791511535644531,14.679126739501953,16.19071912765503,18.933652896881114,5.781483559985645e-05,24.662193298339844,5.173359796721884,4.744820594787598,10.367854976654053,11.952339506149293,14.876484041214008,0.000560245884116739,21.493980407714844,4.7187484715356645,4.64210718870163,10.82880700826645,12.376897251605987,15.489612430855669,-21.493922592879244,20.108695451170206
CAP100,NEW_CHAIN_CPU_REDUCTION,10,FULL_SEEN,RS,998,1000,99.8,1000,0,995,1000,995,2,1010,1015,995,0.03749852053166614,0.0011872155591845512,0.004902615956962109,0.008127638790756462,0.152358073592184,3.7788631743751466e-05,12.929878234863281,14.521866155207157,14.503669261932373,19.806575775146484,21.792661952972413,24.3081789779663,0.24896663427352905,26.56229019165039,14.484367634675491,14.492142080940539,19.805243324319598,21.792418950593856,24.307920640121438,-4.44251811504364,26.56182788568549
CAP100,NEW_CHAIN_CPU_REDUCTION,10,FULL_SEEN,PS,1945,2000,97.25,1000,0,1355,2000,1355,12,1384,2030,515,1.535993281684716,0.3100553900003433,5.063209676742557,7.023903656005858,9.910532112121581,4.756337511935271e-05,16.08720588684082,10.130219858519734,9.955922603607178,15.254960250854493,16.766248321533205,20.0502174949646,0.07689021527767181,25.077251434326172,8.594226576835018,8.586909232661128,14.419895241828641,16.348354031261984,20.049284622992563,-9.07746696472168,25.076258318149485
CAP100,NEW_CHAIN_CPU_REDUCTION,10,FULL_SEEN,NS,8052,10000,80.52,1000,0,1803,10000,246,1803,1913,10110,10,9.274741454709778,9.259356021881104,14.176903343200683,15.518829631805414,18.089873809814453,7.450303382938728e-05,24.597673416137695,5.311169901732623,4.862670660018921,10.595210075378418,12.237288045883162,15.02922010421753,0.000839238753542304,22.84797477722168,3.963571552977156,3.9892207384109497,10.003453063964844,11.61665172576904,15.001088913530113,-22.430738224182278,19.177985407412052
CAP100,NEW_CHAIN_CPU_REDUCTION,10,FIRST500,RS,499,500,99.8,500,0,497,500,497,1,504,507,497,0.03903682095120894,0.0012207325780764222,0.005551575683057309,0.010692814039066434,0.36840109199285365,3.7788631743751466e-05,5.827071189880371,14.46288915848732,14.405112743377686,19.721246337890626,21.752219772338865,25.268043556213378,1.384553074836731,26.56229019165039,14.423852337536111,14.404099800536642,19.720537890971173,21.751440472849932,25.267440542816182,-4.44251811504364,26.56182788568549
CAP100,NEW_CHAIN_CPU_REDUCTION,10,FIRST500,PS,968,1000,96.8,500,0,670,1000,670,6,684,1014,254,1.541348341268622,0.33379174768924713,5.009358453750611,7.063566279411314,9.5293368434906,4.756337511935271e-05,14.264904022216797,10.000571447983384,9.787926197052002,15.106555938720703,16.88413667678833,19.97908393859863,0.07689021527767181,25.077251434326172,8.459223106714763,8.394648265093565,14.294764926377685,16.582724003167822,19.95568200790556,-9.07746696472168,25.076258318149485
CAP100,NEW_CHAIN_CPU_REDUCTION,10,FIRST500,NS,4006,5000,80.12,500,0,837,5000,118,837,907,5070,2,9.328650262359336,9.275229930877686,14.22494516372681,15.707421922683716,18.656714019775396,7.450303382938728e-05,24.597673416137695,5.412594685120485,4.9847633838653564,10.6553955078125,12.266426229476929,15.227831525802635,0.000839238753542304,22.84797477722168,3.9160555772388514,3.897941827774048,9.95354896783829,11.725854751467706,14.946934316712444,-21.06578815260582,19.177985407412052
CAP100,NEW_CHAIN_CPU_REDUCTION,mixed1-10,ONLINE_OWN_BATCH_NOT_RETENTION,RS,999,1000,99.9,1000,0,999,1000,999,1,1014,1015,999,0.006324965477500882,0.0011064247228205204,0.004081289935857058,0.005753793893381945,0.018553344514220943,2.6464111215318553e-05,2.8612074851989746,14.65929818147421,14.56082820892334,20.1319393157959,21.839153003692626,24.55223447799682,0.24896663427352905,26.71026611328125,14.652973215996708,14.558977055246942,20.131489449555012,21.83876476514706,24.551973651619623,-2.6122408509254456,26.709841937408783
CAP100,NEW_CHAIN_CPU_REDUCTION,10,ACTIVE_TARGET,RS,997,998,99.8997995991984,998,0,995,998,995,1,1010,1013,995,0.03020060627638444,0.001185608096420765,0.0048313899897038945,0.007729182648472478,0.08444301575422283,3.7788631743751466e-05,12.929878234863281,14.545155234351187,14.520763397216797,19.807125091552734,21.794775867462157,24.327540626525852,1.384553074836731,26.56229019165039,14.514954628074802,14.500985326012596,19.805447767913574,21.794527216079587,24.327275286953636,-4.44251811504364,26.56182788568549
CAP100,NEW_CHAIN_CPU_REDUCTION,10,SUPERSEDED,RS,1,1,100.0,1,0,0,1,0,0,0,1,0,4.497107982635498,4.497107982635498,4.497107982635498,4.497107982635498,4.497107982635498,4.497107982635498,4.497107982635498,5.55226469039917,5.55226469039917,5.55226469039917,5.55226469039917,5.55226469039917,5.55226469039917,5.55226469039917,1.0551567077636719,1.0551567077636719,1.0551567077636719,1.0551567077636719,1.0551567077636719,1.0551567077636719,1.0551567077636719
CAP100,NEW_CHAIN_CPU_REDUCTION,10,UNKNOWN,RS,0,1,0.0,1,0,0,1,0,1,0,1,0,2.8612074851989746,2.8612074851989746,2.8612074851989746,2.8612074851989746,2.8612074851989746,2.8612074851989746,2.8612074851989746,0.24896663427352905,0.24896663427352905,0.24896663427352905,0.24896663427352905,0.24896663427352905,0.24896663427352905,0.24896663427352905,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456
CAP100,NEW_CHAIN_CPU_REDUCTION,10,ACCEPTED_ONLY,RS,998,999,99.89989989989989,999,0,995,999,995,1,1010,1014,995,0.03467198503149867,0.0011859057703986764,0.004854985978454354,0.008099496364593504,0.0871095056831825,3.7788631743751466e-05,12.929878234863281,14.5361533419148,14.506600379943848,19.80685043334961,21.793718910217283,24.317859802246076,1.384553074836731,26.56229019165039,14.5014813568833,14.496453774161637,19.805345546116587,21.793473083336718,24.317597963537537,-4.44251811504364,26.56182788568549
CAP100,NEW_CHAIN_CPU_REDUCTION,10,UNACCEPTED_ONLY,RS,0,1,0.0,1,0,0,1,0,1,0,1,0,2.8612074851989746,2.8612074851989746,2.8612074851989746,2.8612074851989746,2.8612074851989746,2.8612074851989746,2.8612074851989746,0.24896663427352905,0.24896663427352905,0.24896663427352905,0.24896663427352905,0.24896663427352905,0.24896663427352905,0.24896663427352905,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456,-2.6122408509254456
CAP100,NEW_CHAIN_CPU_REDUCTION,mixed1-10,ONLINE_OWN_BATCH_NOT_RETENTION,PS,1937,2000,96.85,1000,0,1337,2000,1337,14,1366,2030,500,1.5830648164507037,0.29249343276023865,5.236376476287844,7.034881949424744,9.918861761093137,5.9960475482512265e-05,15.549988746643066,10.177661870539188,10.064857006072998,15.404752922058107,16.694324588775633,20.271735019683838,0.07545261085033417,24.74889373779297,8.594597054088485,8.636341630946845,14.592652256600559,16.36037580872653,20.27139213079237,-9.811448335647583,24.727111177518964
