active_mass_constraint_count,actual_bf16_cumulative_capacity,actual_progress_mean,alias,allocation_difference_norm_to_entry,arm,backtracking_count,calibrated_predicted_mean,case_index,coefficient_mass_max,coefficient_mass_mean,coefficient_mass_min,current_state_refresh_count,current_terminal_sha256,e1_xi,e2_total_normalized_mismatch,eta,eta_pair_count,eta_status,feasible_nullity,feasible_rank,full_residual_cosine_to_entry,joint_materialization_count,layer_4_mass,layer_5_mass,layer_6_mass,layer_7_mass,layer_8_mass,negative_actual_count,neutral_fallback_count,outer_step,physical_h_application_count,predicted_cumulative_capacity,predicted_cumulative_structural_p,proposal_difference_norm_to_entry,raw_predicted_mean,realization_mean,remaining_division_count,retry_count,route_status,second_h_application_count,semantic_debt_input_count,semantic_deficit_max,semantic_deficit_mean,semantic_face_max_abs_residual,strength_attenuation_count,target_clamp_hit_count,target_field_cosine_to_entry,target_post_clamp_displacement_mean,target_pre_clamp_displacement_mean,target_state_sha256,writer_step_identity_sha256,writer_step_sha256
8,26.882147539468644,0.7606906613713363,llama3-8b-inst,3.8503647395668863,SDRT-STRUCTP,0,0.760362344405512,3,1.0000000000001588,0.9555730190939398,0.5557466549419644,1,5adb6f34e54e6a6fc63999cc6bdb0d7c8be36a5cacb72181cc7efaf97c3db309,0.41095222291112293,11.641556869785216,0.5915939891064316,20,POOLED_NNLS_CERTIFIED,0,50,-0.002190471764681954,1,1.3811916945843634,1.9999999999379174,0.5557466548879881,8.58044246797172e-11,5.618791841443324,0,0,2,0,26.804959086686935,0.040560527319087956,11.379093752026925,1.2852773327768179,0.834490478637406,0,0,SDRT_STRUCTP_CERTIFIED,0,0,4.422345161437988,0.7044090872077504,8.881784197001252e-16,0,12,0.06448617204888885,0.807190667296846,1.714360709236445,980ebcdf11b6d7f2126ac8a7a4325ef53d04b3ab6bf806417b89b793826c042f,53cb5b1bac9817ed1070f1558f708eb44e0ae7e222129a3989d9395e2ab903d2,70beb7de95803b83c8d3f34f00ff8f3fbd43ee725afbe3aec02dec2ee85d0c18
10,33.049530337425686,0.2622337501408765,llama3-8b-inst,3.4421220844550993,SDRT-STRUCTP,0,1.1348841169080757,3,1.0000000000001141,1.0000000000000053,0.9999999999999559,1,9d5950029198d6bb2f85165453482d38f9b6942c446d2e26e263d6fd48230785,0.22074176515557134,14.592261469743203,0.5921163865115252,30,POOLED_NNLS_CERTIFIED,0,50,0.06456124569646865,1,2.6917363626963895e-13,-3.1176939211149604e-14,1.0304411515012502,1.888078639089518,7.0814802094090465,0,0,3,0,32.97040950987906,0.052482777938547165,10.006515912637667,1.9166571686932792,0.8225677323510465,0,0,SDRT_STRUCTP_CERTIFIED,0,0,1.1785024404525757,0.1385509654865018,1.7763568394002505e-15,0,10,0.06582959852739043,0.4312114493394412,0.7680664174758313,67dd157f477bd944de24a85f08d5a313fda1f6f2d7cf928f3d4cbe507487e663,22c05a2adc8e73255c4245cb01c5e9002c787169f587a83d2a74268398012671,c5e7161f60e0592ff39317eab84c893e32bfb62aa4a5f0d39a9c7f395ca4563f
9,34.563597577944144,-1.028995031696104,llama3-8b-inst,3.502050804852393,SDRT-STRUCTP,0,0.021821969858345443,3,1.0000000000274867,0.9976409131244425,0.9764091314007509,1,81895593fd5489a7247d5840932a5910ee14e230f90555f2a8629f8787f0063e,0.5558474219577588,21446482.02976408,0.48981648172896686,40,POOLED_NNLS_CERTIFIED,0,50,-0.072280316253847,1,0.92294187532456,1.7226350489615407,0.7462898697600789,3.2039317822944375,3.380610554903809,1,0,4,0,34.48361217385317,0.05442548645090932,9.47336178499379,0.04455131803919234,-3.438193799456083,0,0,SDRT_STRUCTP_CERTIFIED,0,0,0.004821323091164231,0.000763095681759296,2.7755575615628914e-17,0,6,0.03304963239485772,0.4093639081082793,0.8501993651025801,749de0346581ca5da564c7997a718bcd6ea78434bf4310c49531987332dcaa31,25e4729caaa33cc14d1e0ba15efb8bd96dec0395513dc640655166ed0f824977,115846d1db0663f7994d191e9cac24b9b7dfd366e056ebdb6bd2f00b82d918bf
10,37.0178078765622,0.17742340176700963,llama3-8b-inst,3.9042613649341527,SDRT-STRUCTP,0,0.3267899628111501,3,1.0000000000000135,0.9999999999999897,0.9999999999998667,1,770d631290b1fb7e52bcc6d2c9e8fee64fdaa76edebbe27368b6c64169d0e532,0.5413780653489407,4.891132305284908,0.486736363610386,50,POOLED_NNLS_CERTIFIED,0,50,-0.02933672121714805,1,0.9999999999995753,0.9208977916224718,-1.0111525353081878e-13,3.5524767859827935,4.526625422395157,0,0,5,0,36.93796343401328,0.05647282081700698,9.334566369560982,0.6713900732363055,1.8648232749534848,0,0,SDRT_STRUCTP_CERTIFIED,0,0,5.486111640930176,0.549013136808935,4.440892098500626e-16,0,7,0.012443763827218133,0.3612582539068287,0.5653092626409191,df28fc4856747821a3cbee35bd216746faac42946f44123a2d728743f3e1cd57,f0fc71e600d915c209627c880e0da83814213da604f3302e8c4c54e5b1fa879e,beaf9c5ebdeca93176b6d6c1bab630a2aa20acaa18741ace4b7872e1797efaef
9,37.822712077728276,-0.2056970595396706,llama3-8b-inst,3.8589144411817142,SDRT-STRUCTP,0,0.19257813303841187,3,1.0000000000000726,0.9552408102078181,0.5524081020782448,1,8c54222fe49fcc9e5948946cbadd3b392e299ef3d6f3d4940cbcf2d9b8031474,0.4964970276681107,192467379.81244448,0.48021817936385086,60,POOLED_NNLS_CERTIFIED,0,50,-0.014512683287141377,1,-1.1903403743988345e-13,0.11099406522987333,0.22048610368757002,1.8079526169276394,7.412975316233219,1,0,6,0,37.741875601503985,0.05752494494150889,9.622768540662317,0.4010221630791275,1.468367543804713,0,0,SDRT_STRUCTP_CERTIFIED,0,0,0.0010812245309352875,0.00019092923757852988,4.440892098500626e-16,0,8,0.005842394672849701,0.42234290685403103,0.8839506374743367,bb19b3959109383bdacf7cd8c424f27ca9b6a4ca181a7a2a059bf52b25677c02,a4cdf1a5dc4340c8202d75a2483073ab8f1ac0a306f6dcb74068524d3553969e,32edda47c3c56edbc3f97f6fa69e75e4131cd1ba5e69c7a72fad64b0dc7ed20a
10,39.542795462472725,0.19773788262027664,llama3-8b-inst,3.643571212788938,SDRT-STRUCTP,0,0.5980056024761476,3,1.0000000000000164,1.0000000000000036,0.9999999999999996,1,19d45c4e8e009db89a2c5791734f888fb0642005e0db1a1aa045c261aa1cc200,0.5601164373386075,5.8375526166469225,0.46995204519664546,70,POOLED_NNLS_CERTIFIED,0,50,-0.00016728930991066345,1,2.32679805822817e-14,2.3002258517411643e-14,1.7496307129175104,1.363320764853967,6.887048522228511,0,0,7,0,39.461111109262646,0.05975884646042538,9.259546817558352,1.2724821789549183,1.566420825083766,0,0,SDRT_STRUCTP_CERTIFIED,0,0,2.6736860275268555,0.2674466069198388,6.776263578034403e-21,0,6,0.02390543373048722,0.3402657796880578,0.49133481787417405,63cbad480c7648e422eb3dd07319999a2714bd4ddd7d077bad35eb7ccd9d1ce3,f7888b87cd42772c8ce37e5a962a9279398fd984ed3df1abf3e0a0295ffe3eaf,405eb3c8c4287e7a56399170e9cd31a6cfe5b78a379554d916ee87f31fc937d0
9,16.78696743895795,7.028114149218891,llama3-8b-inst,0.0,SDRT-CAP,0,9.664402474653343,5,1.0000000000009153,0.9200978392179678,0.20097839218463875,1,cc83bac7ed5a6bc84275be0e25d667dd1dbbda9d8f15f0666c4907a9b4fb2662,0.8060019892833946,8.147957575545771,1.0,0,ENTRY_ETA_ONE,0,50,0.9999999999999896,1,5.2009783917484205,5.109726766829278e-10,1.0000000000113305,1.9998580334589966,1.0001419664499591,0,0,0,0,16.73293589111136,0.021136879799336095,1.2771607838401866e-06,9.664402474653343,1.642506138091647,0,0,SDRT_CAP_CERTIFIED,0,0,11.377761840820312,7.623262761509977,8.881784197001252e-16,0,29,1.0000000000000007,3.768076664025603,5.6666312799415675,8d02c4adf7021ab16c6c853a96eb8b78ce9b1f5999c652acbbb91e7871447c00,4033dacbc712cfcff47f296c009abf9e5ea19f2fd3efc07e3f2a5eac3ad1b74f,94c79308e5d237f54fd5de10b1eabb4999ae8bc07eac8cef308db7726d45bb6f
9,41.10813580562539,1.2648855721461587,llama3-8b-inst,3.8259748879918374,SDRT-CAP,0,1.3059815522023581,5,1.0000000000000557,0.9999966103717945,0.9999661037195114,1,3968b3f8ace49a6d987511fd2200ed58fe1308a483ae6b525d958c3a2b67acbf,0.8291085886549536,4.820820793625124,0.33114894634502484,10,POOLED_NNLS_CERTIFIED,0,50,-0.01037606815670085,1,1.999999999924124,2.000000000075417,1.9999999999991862,1.999966103711755,2.000000000007464,1,0,1,0,41.02961853196657,0.05086024744621943,13.866489652580102,3.943788940344847,1.2612316386177,0,0,SDRT_CAP_CERTIFIED,0,0,5.172767639160156,1.8046746159670874,8.881784197001252e-16,0,24,0.030369291327584116,1.7946952835578522,3.0285950440136626,65ac2a7562b83bdaa13a5937b60c1b03fbf81353f68e207e41bfd94e35acd19f,cbb86041a3735c13457ac7b2e7b05a3f7469db45ed310247d71f0634a667afb0,d10982a9e0e10072c9fc9f497dad821815cef3848764f2a1ac9de99022737c14
10,50.21250078621596,0.39786665739957244,llama3-8b-inst,3.9913382024986026,SDRT-CAP,0,1.5583923414855947,5,1.0000000000009304,1.0000000000003668,0.9999999999993434,1,647cf85eb22228dcdd268362ccb64d360b095947937488f7e64e6e8fe60af759,0.4225677813568264,5.292048395025692,0.31552728637865923,20,POOLED_NNLS_CERTIFIED,0,50,0.09566355319849813,1,0.8640289682405607,1.3396946910756014,1.000000000208904,2.6927188001374573,4.1035575403411455,1,0,2,0,50.13093929238157,0.06324896657142333,11.728497049862598,4.939009742616659,0.707087036377957,0,0,SDRT_CAP_CERTIFIED,0,0,4.975670099258423,1.4606802775117103,4.440892098500626e-16,0,18,0.0339792558401076,0.9380120848116834,1.6016495480650417,7baf771c6032a783123e2ea17bd7a038e319aff3ae8a17c81d47d1707cf13714,f1ada3a228afa7609aab248f28bb4c903447d487caed35e767a692572b201d6d,7eb722c59efc7f2eff25e34145829c3ef40afc667f9b8f1099b5f6abfa92f97a
10,57.024388654275384,0.020864603755762802,llama3-8b-inst,3.448731424985596,SDRT-CAP,0,1.2288728367794464,5,1.0000000000006242,0.9999999999984883,0.9999999999900105,1,2a77120a1a69808ea4b03790f0c8af08c563190947ab0f14545bd2212783bf83,0.6531693867159496,155229249.3910895,0.2741751262518034,30,POOLED_NNLS_CERTIFIED,0,50,0.0858391866753004,1,2.3489863028253732,0.9999999999963262,3.05038566662425,0.7830128461022081,2.8176151844367263,1,0,3,0,56.94152549564209,0.07132345044422334,10.534813830017718,4.482072657644537,0.8131035018259309,0,0,SDRT_CAP_CERTIFIED,0,0,8.736531258211471,0.8804599142749794,1.734723475976807e-18,0,6,0.005617470671101903,0.3943571741017648,0.7788162366070863,5a76443ad691ca54839cb4035c17e9ab274c4f3f29b36567b4630ed3ba099186,22a8d4d828bfd0935c3e9a1afcd575e3bf268107dcbe44b742067c0b340cb7c1,e281dd3c25378a6f5fd769005b3bb668984cc3cd70d49da73d2aa6238168c449
9,60.67422997484747,0.20572986445040442,llama3-8b-inst,3.864717465622629,SDRT-CAP,0,0.05068963943706918,5,1.0000000000008467,0.9686027139414138,0.6860271394109765,1,f3fc5e9ba30e90aaa55f80f3093a9d1ba5555877074bffd830818497d52c2965,0.7096517860353875,5.753630246134715,0.24916910352441174,40,POOLED_NNLS_CERTIFIED,0,50,0.04841854940340401,1,9.274592838259386e-11,0.8445121926925222,1.7328898488917335,0.5643460716294276,6.544279026107709,0,0,4,0,60.59110613788247,0.07748554661028502,10.190222094565769,0.20343469041739753,2.3975553906694964,0,0,SDRT_CAP_CERTIFIED,0,0,1.634963035583496,0.16707186951534822,1.1102230246251565e-16,0,8,-0.013409984299376123,0.2731464361950217,0.42334698929296044,717a95f92ac835818ec9970750ac1d96a640fe5043d410e6222af81c48cb780d,ce5187d561cd90473478d2cfb024512b9efd6ccee5d78552656c4593e8d62b6c,55e828a403f08c3484c25690ba26f46456c37abf44ba0fac21d3ea41aa29d150
9,61.64057245268698,0.002036427096754778,llama3-8b-inst,3.7520331037517685,SDRT-CAP,0,0.0001751462377711373,5,1.0000000000009726,0.9000644964919013,0.0006449649226265002,1,cdd868e6a6d0831d33b81948586ef68f7cac863661963540fda7f6e988f2b4af,0.7761775748245422,6.112761362215121,0.24973196283936214,50,POOLED_NNLS_CERTIFIED,0,50,-0.01138318641588854,1,0.18364073634491537,1.3994689625469405,0.09641612030813322,2.109234662196671,5.211884483522354,0,0,5,0,61.55781509842245,0.07894522934554413,9.60368836870415,0.0007013368884775016,1761531832.4158874,0,0,SDRT_CAP_CERTIFIED,0,0,0.0015713954344391823,0.00038477085035992786,2.251275611092041e-19,0,8,-0.07460217151160754,0.3623196057792568,0.6318392818796876,9d26073d9de2059bc91abcebd3b9afaf185272f0b3abe9adc5e2fcd70a8b94bf,ef9afaa3fefb41d29bca5382c6e6a9cc9740b05bc53b1018a7b798042984826a,39302de2141d180ff8b27299cd49c5bde66e7b69ff28cddb19fd354999705f98
10,62.214028038524276,-0.010839464717719238,llama3-8b-inst,3.8338727473517262,SDRT-CAP,0,0.09344660744909793,5,1.0000000000007845,0.999999999997955,0.9999999999760925,1,cd85f0c65c718127804534cc3b3e96ca6b1c71b8e7bbc139c9afbdc2b179c253,0.7689885220948564,7.279623491043344,0.2497319631327184,60,POOLED_NNLS_CERTIFIED,0,50,-0.004281240451725783,1,0.9019519042255708,3.626980772753777e-11,1.2729205568787775e-11,0.7790369006414336,8.319011195063547,1,0,6,0,62.131195682617985,0.0793680224289662,9.441918567000744,0.37418761409982726,3.1062577300767926,0,0,SDRT_CAP_CERTIFIED,0,0,3.3547163009643555,0.3356183512849384,1.1102230246251565e-16,0,6,-0.01158799196908594,0.3760489067370281,0.6722770867754941,b982fd843d217b10592d1a2ee43446c2866615b79b76069e0a87d7ba9161aa8f,589a78a244dff1229b6f0e5c640f373cecfb33b75ffb66c080f6a2749c067f0f,6620f75ee70adb3db4cfe03d8dadd4c00d617363b5ecdd63e25f84c5de550ace
9,62.32515973977351,0.005755711560050258,llama3-8b-inst,3.95296646195345,SDRT-CAP,0,2.2997265978016782e-05,5,1.000000000000975,0.9009021121347193,0.0090211213664017,1,80b8f2d4b2a6337adee09a773df09b0aaed94035c60767073c6b2f5c10503d50,0.7734785820398414,6.693012697274458,0.2489897692647437,70,POOLED_NNLS_CERTIFIED,0,50,-0.003433790146612759,1,0.050498128942536184,1.2319037414973035e-10,2.000000003046623,2.724320698409171,4.234202290825671,0,0,7,0,62.24185644868111,0.07951640018831756,9.417037931823177,9.236229282000924e-05,5684089663.987974,0,0,SDRT_CAP_CERTIFIED,0,0,0.0004900171188637614,8.34652950288728e-05,1.1570217947957691e-19,0,6,0.012319260174542775,0.40260692129071124,0.9697413243142051,c76db0eaddca56df2389e3f7f5b54ae82146d1140c129e66d3805d2deb9992c9,586d10e143099b9f4ae2277dc964bd450e74abae5ac379900deeac6e390ceb28,5b9ff2e45d04482cd76dcf79678a655da3f945ac7edff26b81b5c3ebec1939d8
9,16.78696743895795,7.028114149218891,llama3-8b-inst,0.0,SDRT-STRUCTP,0,9.664402474653343,5,1.0000000000000029,0.9200978392184231,0.20097839218439084,1,cc83bac7ed5a6bc84275be0e25d667dd1dbbda9d8f15f0666c4907a9b4fb2662,0.8060019892833946,8.147957575545771,1.0,0,ENTRY_ETA_ONE,0,50,0.9999999999999896,1,5.200978392184174,5.479370681243416e-13,1.0000000000002771,1.9998580341287087,1.0001419658705226,0,0,0,0,16.732935896402076,0.021136879805824148,1.2771607838401866e-06,9.664402474653343,1.6425061380916468,0,0,SDRT_STRUCTP_CERTIFIED,0,0,11.377761840820312,7.623262761509977,8.881784197001252e-16,0,29,1.0000000000000007,3.768076664025603,5.6666312799415675,8d02c4adf7021ab16c6c853a96eb8b78ce9b1f5999c652acbbb91e7871447c00,7b26ce5e12b20db5fa38d6ef294656fd6a2ecf673eded4356833ce90b5294f13,b1e1c196081cc82a81da8d85cf15474cc96a4741271678678a9d473f6edbbd04
