active_mass_constraint_count,actual_bf16_cumulative_capacity,actual_progress_mean,alias,allocation_difference_norm_to_entry,arm,backtracking_count,calibrated_predicted_mean,case_index,coefficient_mass_max,coefficient_mass_mean,coefficient_mass_min,current_state_refresh_count,current_terminal_sha256,e1_xi,e2_total_normalized_mismatch,eta,eta_pair_count,eta_status,feasible_nullity,feasible_rank,full_residual_cosine_to_entry,joint_materialization_count,layer_4_mass,layer_5_mass,layer_6_mass,layer_7_mass,layer_8_mass,negative_actual_count,neutral_fallback_count,outer_step,physical_h_application_count,predicted_cumulative_capacity,predicted_cumulative_structural_p,proposal_difference_norm_to_entry,raw_predicted_mean,realization_mean,remaining_division_count,retry_count,route_status,second_h_application_count,semantic_debt_input_count,semantic_deficit_max,semantic_deficit_mean,semantic_face_max_abs_residual,strength_attenuation_count,target_clamp_hit_count,target_field_cosine_to_entry,target_post_clamp_displacement_mean,target_pre_clamp_displacement_mean,target_state_sha256,writer_step_identity_sha256,writer_step_sha256
9,15.173623572280555,8.073244701325894,llama3-8b-inst,0.0,SDRT-CAP,0,7.658345073479685,3,1.0000000000000504,0.9182360000344695,0.1823600003448636,1,a643a45a639d02d357658fdc264e28eaa8eb5e6268c74be0b89325cc5659576e,0.5357649310981738,7.09576156843403,1.0,0,ENTRY_ETA_ONE,0,50,0.9999999999999906,1,2.3526748447705574,3.0000000000522107,0.8296851555832976,0.9999999998816176,2.0000000000570113,0,0,0,0,15.109337592822216,0.02160025581062995,1.378176168176158e-06,7.658345073479685,1.498819651205241,0,0,SDRT_CAP_CERTIFIED,0,0,12.890010703355074,8.30959394481033,3.552713678800501e-15,0,29,1.0000000000000016,3.7739503562574,5.562984323759716,3fe96b0ff41c19c667381a0fb0243dbdea3defdd41dedafebfc07083d837d828,af9af5184ea37f654143f078ad679e39e946a6f7b9a60d334488ed05f32a9aa9,2dd1d0ea19f087ef82606a11d7d214999fd1c332ae8947b96391d85d1012de6b
2,16.259016933755962,0.38122129507828506,llama3-8b-inst,2.9078044773963025,SDRT-CAP,0,0.7859212718933168,3,0.9999999999991881,0.5539528029229692,0.18693432880587532,1,65c23044df1c9bcb30a8cf3122a9871d530d2ad251e86fb74dad421916f83b5b,0.0,1.0543880339404018e-09,0.6040861493071988,10,POOLED_NNLS_CERTIFIED,25,25,0.03238890665637613,1,0.28612683461421623,0.5489735592881233,1.1506869122255632,1.147177682727589,2.4065630403742,2,0,1,0,16.182839120270618,0.02316046652071722,13.159941865785544,1.3010085942123606,-50630104541.09115,0,0,SDRT_CAP_CERTIFIED,0,0,2.613375186920166,0.7859212718933122,3.941291737419306e-14,0,19,0.045304042083394024,1.628720384407503,2.6685023029709565,9d340b4869239dc150ab547efebf1a95c8ca6a9938795d3004d4db3f29e17b11,5ec8bb8047eed97a454161e5ef1c9418d4b2945ff71c100d162b49bc062de099,89f47d7bd61b1c5c09202fed4e5a7bad66aceb5a810796ae1d78abd3a0ad584e
8,26.99256061259414,0.7772913530119695,llama3-8b-inst,3.960973085910523,SDRT-CAP,0,0.6890049979641628,3,1.000000000000041,0.9470659146178712,0.47067276255271334,1,e896f777e4033a483c7f4b827e18907ccde5bf4d9f1b2ab16e75be1fdfc18735,0.46703486050213777,11.623751128549157,0.59190130607009,20,POOLED_NNLS_CERTIFIED,0,50,-0.011163809592490463,1,1.073403432559981,2.9999999999198743,0.4706727625528861,0.9265965674394394,3.9999863837065313,0,0,2,0,26.91442013600397,0.03826076180101891,11.355022311878201,1.1640538564423681,0.8297611612352097,0,0,SDRT_CAP_CERTIFIED,0,0,4.638903856277466,0.7188138835059362,1.2878587085651816e-14,0,12,0.06067351959055093,0.8071096849852514,1.7143795176998333,403d22cf4890190b3c01450b209e24b361b6d460f9ca34927aacd30df40acdcd,a3dc1b23de3f67e3e5c73844052a7405588cfc4ee7f7f47818554f7feb253fbf,64360e1fa9574b965773781cfc3014378a83be43d19f2ae40a3a2112ce10b1d5
9,34.28130459285779,0.24992369592073374,llama3-8b-inst,3.311840966516705,SDRT-CAP,0,1.0132923787207464,3,0.9999999999999941,0.998747622403256,0.9874762243276852,1,4aadd0a1360d6323c66c316ed87416aa9ac6564cbd63caeeb426237f7635b5dc,0.21898607060607658,8.671936260143742,0.594379860229434,30,POOLED_NNLS_CERTIFIED,0,50,0.05191193939228418,1,2.444175725874978e-11,1.15658992328872,1.8434100670525435,2.950671842861242,4.036804390805612,0,0,3,0,34.20004277791799,0.05066605688093584,10.320242344952034,1.704789220700731,0.8320435419285629,0,0,SDRT_CAP_CERTIFIED,0,0,1.9155486226081848,0.21701932875148486,7.613389627937617e-15,0,10,0.061914445686810864,0.4170245092926841,0.7271761957094547,ff40d9f7deb79d9d9305c7b859f66474985df79037d517c78134c24ddfba1b23,71b62c525e25b1b13246cf1ae1708323986cc55c16b4000571779c7d290861f6,e54e1ce7a7a2e9b5440857ead00b12261df3387a4e1b80a04d44843651b772a6
10,36.99130331430754,0.003219383570831269,llama3-8b-inst,3.656023361688445,SDRT-CAP,0,0.00756642475226705,3,1.0000000000003881,0.9999999997750488,0.9999999978931209,1,0384fd07539a222d148a05ca9ae0f3d19f9b3da60b88f2e5d717d0e17d67ad5a,0.39907595878912483,15.119523941524067,0.5077423443951127,40,POOLED_NNLS_CERTIFIED,0,50,-0.02282771650570129,1,0.4392822021732949,1.6259447316940212,0.9999999085363034,2.202219779088256,4.732553376258612,0,0,4,0,36.909259533116106,0.05441982083865444,9.463684031494974,0.01490209519806968,1.312498215432992,0,0,SDRT_CAP_CERTIFIED,0,0,0.03315053367987275,0.004273221924449899,7.501603505044585e-13,0,6,-0.06547609283411698,0.10409291469046986,0.10794471639327453,71ac33c14746ca466e7435be00dcf1770a0db3cedabf04ac28d8e37098007d29,e40b3edb27c45e54a1c4c898aa7d0c869a0629971dd7be3eeb17428cad8f0abf,1a5ea1121b3adeb755f4924f62c25b2072a9426a53ad58e407663c315adf0e95
9,38.121764798627616,0.001251044133277901,llama3-8b-inst,3.6275928152196477,SDRT-CAP,0,0.0018943934104164266,3,1.0000000000005402,0.9977602773969115,0.9776027745230136,1,a9a98b5f4a1fe1ae36e5a7a969e7aea6d6b99b24afa1aa8749e5e496350d7447,0.4471605392721263,7.579374876469051,0.5077391786149885,50,POOLED_NNLS_CERTIFIED,0,50,-0.038535965782655425,1,0.5861793434785321,0.2689056214281126,0.10094191146576774,2.9341373660195744,6.0874385315771296,0,0,5,0,38.03924016057756,0.05638385602186671,9.208863791173526,0.003731036504970829,1.3506199320083059,0,0,SDRT_CAP_CERTIFIED,0,0,0.008470429689623415,0.0013130348745107768,5.086694954137272e-13,0,4,-0.07486383756516632,0.02932068844098256,0.0293212757001897,690fe59325a86d3ca95c55f777685ca8c81cea703278e2ea9ad5347dfb4ac988,bc1d5297af68964e2641e409c933ea6af3f45abbc82e45ff2f365ef2790e6606,9b64082ff1435754d29814cbcef3d41023d7655ef1eb1ddbd95b7d1f1441be0c
10,38.38938026619486,0.0001536634894364397,llama3-8b-inst,3.592692519244949,SDRT-CAP,0,0.00010204726469203879,3,0.9999999999998949,0.9999999996263514,0.9999999964530701,1,53601d7511d070f8ab55a710eff6e32c5b8e3af589f90df614bdfe71f3a5004b,0.5249470062532742,4.265381977742521,0.5077390113216752,60,POOLED_NNLS_CERTIFIED,0,50,-0.017319411180497853,1,0.7972702640309162,0.2538150585296599,1.0631256897898202,2.0152007647156394,5.8705882191974785,0,0,6,0,38.30748132903693,0.05698056413336348,8.79057695706228,0.00020098369913787719,1.6642571851267989,0,0,SDRT_CAP_CERTIFIED,0,0,0.0008306088857352734,0.00017339622263534693,1.8455318179168463e-14,0,3,-0.08193639789481841,0.021941426414203862,0.021941637948640888,2bb4605b53a13471e71cd91f934fd4f676e8373994265416646b7cbaf261ae3c,c302743a8495a63d0a4b017234a9924ae427f31d034bc06814fa15a50cc913b7,8342d3eefbddea9b235a87308bfc30792cd86e803e3c822ba35ff70392aab6e9
10,38.401289466774344,7.75690384216432e-05,llama3-8b-inst,3.4891063866001693,SDRT-CAP,0,4.138547947769384e-05,3,0.9999999999977307,0.9999999998410097,0.9999999995482605,1,76c3707b89f359198d191bc6e8ba11bfd449d2f93978fbd617fd9f8fc1c52647,0.6356675960713969,5.059280114662058,0.5077390115351124,70,POOLED_NNLS_CERTIFIED,0,50,-0.10019298236991939,1,5.041419956584471e-08,3.297686783523984e-09,1.6240705117737373,1.3390542042359603,7.036875228688514,0,0,7,0,38.31910202347805,0.0569998517599272,8.790031483124366,8.150935527401729e-05,1.771015193971352,0,0,SDRT_CAP_CERTIFIED,0,0,0.00031439727172255516,9.374143792229006e-05,3.33270195294888e-14,0,6,-0.08169527273683325,0.017806407009424804,0.0178090370882571,783d5158f1a5371497d85a28271cfe5ddfc468937a882c80e532ae1d1da48d5d,6ab096279fe5b91e80919479d5887736051dbf9a7aa0121adf9b84c3330b1819,6028407c9da0b86444cff3b7cf89540bbff1d4f430d8cffe5674f3b91e7c3f1f
9,15.173623572280555,8.073244701325894,llama3-8b-inst,0.0,SDRT-STRUCTP,0,7.658345073479686,3,1.0000000000000258,0.9182360000344798,0.1823600003447825,1,a643a45a639d02d357658fdc264e28eaa8eb5e6268c74be0b89325cc5659576e,0.5357649310981738,7.09576156843403,1.0,0,ENTRY_ETA_ONE,0,50,0.9999999999999906,1,2.352674844765709,3.000000000000102,0.829685155578952,0.9999999999998794,2.0000000000001563,0,0,0,0,15.10933759318891,0.02160025581120407,1.378176168176158e-06,7.658345073479686,1.4988196512052407,0,0,SDRT_STRUCTP_CERTIFIED,0,0,12.890010703355074,8.30959394481033,3.552713678800501e-15,0,29,1.0000000000000016,3.7739503562574,5.562984323759716,3fe96b0ff41c19c667381a0fb0243dbdea3defdd41dedafebfc07083d837d828,71a4c1a467afa965e19dd3da928d5446fd6e2e374bd62219982edbc353457fa0,9029c484a782deecf961e91f2aead6bfec9588850a2125d3b41003eace1762ab
2,16.328049113208387,0.36771409390494225,llama3-8b-inst,2.9061672422616014,SDRT-STRUCTP,0,0.7859212718933122,3,1.0,0.565502047705106,0.18679525777859812,1,65c23044df1c9bcb30a8cf3122a9871d530d2ad251e86fb74dad421916f83b5b,0.0,3.9302498675012856e-10,0.6040861493071986,10,POOLED_NNLS_CERTIFIED,25,25,0.03238890665637613,1,0.4387655563727663,0.7158079188532463,1.183965282188743,1.1020223037021524,2.214459415934152,2,0,1,0,16.251863543275817,0.023086121012754937,13.159941865785544,1.3010085942123533,-53132712840.355865,0,0,SDRT_STRUCTP_CERTIFIED,0,0,2.613375186920166,0.7859212718933122,4.440892098500626e-16,0,19,0.045304042083394024,1.628720384407503,2.6685023029709565,9d340b4869239dc150ab547efebf1a95c8ca6a9938795d3004d4db3f29e17b11,b97bd6cb91b439e6152261d912a9c5c3bb8482fd7186425e22a5a095adbeb2f6,0dcb6705015aa1adbb7409aa8a2648cf6833287f8526711c5c4bcb44f67a0367
