server,hostname,path,realpath,is_symlink,link_target,observed_at,availability,bytes,allocated_bytes,mtime_ns,ctime_ns,device,inode,nlink,category,classification_basis,stable_during_inspection,role,experiment_family,lifelong_or_sequential_path_hint,last_stat_at,last_stat_status,last_stat_bytes,last_stat_device,last_stat_inode,changed_since_scan,payload_sha256_status,restore_validation,storage_location_kind,recorded_arm,recorded_batch,recorded_payload_sha256,recorded_hash_provenance,batch_step_path_hint,schema_status,schema_keys,zip_tensor_members,header_bytes_read
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L4_ONLY/B001/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L4_ONLY/B001/W-method-state.pt,False,,2026-09-18T04:01:32.250331+00:00,PRESENT,1056986213,1056993280,1788848062437139165,1789206126282688207,2304,246750153,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1056986213,2304,246750153,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B001,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,20056
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L4_ONLY/B100/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L4_ONLY/B100/W-method-state.pt,False,,2026-09-18T04:01:32.254404+00:00,PRESENT,1057015781,1057021952,1788887035531145207,1789206163274763304,2304,246750159,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1057015781,2304,246750159,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B100,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,49651
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L4_ONLY/B020/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L4_ONLY/B020/W-method-state.pt,False,,2026-09-18T04:01:32.264389+00:00,PRESENT,1056991909,1056997376,1788854438219453910,1789206138642713322,2304,246750155,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1056991909,2304,246750155,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B020,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,25736
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B060/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B060/W-method-state.pt,False,,2026-09-18T04:01:32.269682+00:00,PRESENT,1057004069,1057009664,1789014089327436433,1789206373763187200,2304,246750221,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1057004069,2304,246750221,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B060,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,37917
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B001/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B001/W-method-state.pt,False,,2026-09-18T04:01:32.278098+00:00,PRESENT,1056986469,1056993280,1788995064589356749,1789206329343098166,2304,246750207,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1056986469,2304,246750207,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B001,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,20285
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B100/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B100/W-method-state.pt,False,,2026-09-18T04:01:32.282700+00:00,PRESENT,1057016037,1057021952,1789027680509758310,1789206395923231544,2304,246750225,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1057016037,2304,246750225,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B100,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,49880
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B050/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B050/W-method-state.pt,False,,2026-09-18T04:01:32.293632+00:00,PRESENT,1057001061,1057005568,1789010826691778258,1789206362695165034,2304,246750219,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1057001061,2304,246750219,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B050,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,34928
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B020/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B020/W-method-state.pt,False,,2026-09-18T04:01:32.301267+00:00,PRESENT,1056992101,1056997376,1789001129877458954,1789206351615142832,2304,246750215,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1056992101,2304,246750215,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B020,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,25965
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B010/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B010/W-method-state.pt,False,,2026-09-18T04:01:32.307032+00:00,PRESENT,1056989093,1056993280,1788997976355950636,1789206340551120650,2304,246750211,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1056989093,2304,246750211,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B010,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,22970
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B090/W-method-state.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server2-selected-v1/AlphaEdit_L7_ONLY/B090/W-method-state.pt,False,,2026-09-18T04:01:32.312146+00:00,PRESENT,1057013029,1057017856,1789024172895706838,1789206384839209371,2304,246750223,1,CHECKPOINT_CANDIDATE,bounded_schema_weight_key,True,WEIGHT_STATE_INDICATORS,baseline-mechanism-first-e01,False,2026-09-18T04:09:03.953712+00:00,PRESENT,1057013029,2304,246750223,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B090,ZIP_PICKLE_OPCODES_ONLY_NOT_DESERIALIZED,batch|contexts|rng|weights,2,46889
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-1/B001/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-1/B001/native-targets.pt,False,,2026-09-18T04:01:32.322760+00:00,PRESENT,1676279,1679360,1788918361458606660,1789192931898671921,2304,246747879,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246747879,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B001,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-1/B011/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-1/B011/native-targets.pt,False,,2026-09-18T04:01:32.324201+00:00,PRESENT,1676279,1679360,1788921632944742887,1789192937658677031,2304,246747907,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246747907,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B011,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-1/B091/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-1/B091/native-targets.pt,False,,2026-09-18T04:01:32.324690+00:00,PRESENT,1676279,1679360,1788952483587757233,1789192972246708066,2304,246748088,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246748088,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B091,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-1/B051/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-1/B051/native-targets.pt,False,,2026-09-18T04:01:32.324948+00:00,PRESENT,1676279,1679360,1788935861529995558,1789192954318691907,2304,246747996,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246747996,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B051,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-5/B001/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-5/B001/native-targets.pt,False,,2026-09-18T04:01:32.327539+00:00,PRESENT,1676279,1679360,1788995041611438117,1789193106462833529,2304,246748821,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246748821,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B001,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-5/B011/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-5/B011/native-targets.pt,False,,2026-09-18T04:01:32.329002+00:00,PRESENT,1676279,1679360,1788998251163695886,1789193112182839035,2304,246748849,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246748849,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B011,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-5/B091/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-5/B091/native-targets.pt,False,,2026-09-18T04:01:32.329493+00:00,PRESENT,1676279,1679360,1789024353758634088,1789193147046872842,2304,246749027,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246749027,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B091,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-5/B051/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-5/B051/native-targets.pt,False,,2026-09-18T04:01:32.329777+00:00,PRESENT,1676279,1679360,1789011049582339012,1789193128830855125,2304,246748938,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246748938,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B051,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-3/B001/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-3/B001/native-targets.pt,False,,2026-09-18T04:01:32.330290+00:00,PRESENT,1676279,1679360,1788957088779573968,1789193019294751182,2304,246748374,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246748374,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B001,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-3/B011/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-3/B011/native-targets.pt,False,,2026-09-18T04:01:32.331729+00:00,PRESENT,1676279,1679360,1788960302469628519,1789193024778756272,2304,246748401,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246748401,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B011,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-3/B091/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-3/B091/native-targets.pt,False,,2026-09-18T04:01:32.332214+00:00,PRESENT,1676279,1679360,1788990589940407733,1789193058862788188,2304,246748577,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246748577,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B091,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-3/B051/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100-l567/attempt-v1/output/main-cell-3/B051/native-targets.pt,False,,2026-09-18T04:01:32.332459+00:00,PRESENT,1676279,1679360,1788974328681505480,1789193041398771775,2304,246748489,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246748489,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B051,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-5/B001/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-5/B001/native-targets.pt,False,,2026-09-18T04:01:32.339392+00:00,PRESENT,1676279,1679360,1788887394333367312,1789193278467003736,2304,246749713,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246749713,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B001,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-5/B011/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-5/B011/native-targets.pt,False,,2026-09-18T04:01:32.340891+00:00,PRESENT,1676279,1679360,1788890573325558752,1789193284255009613,2304,246749741,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246749741,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B011,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-5/B091/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-5/B091/native-targets.pt,False,,2026-09-18T04:01:32.341386+00:00,PRESENT,1676279,1679360,1788914865579925995,1789193318983045053,2304,246749919,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246749919,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B091,,,,
server1,devbox,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-5/B051/native-targets.pt,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-baseline-mechanism-first-e01-v1/local/baseline-mechanism-first-e01/20260912-v1/imports/server4-selected-v1/data/janghj/ODE-edit/local/blue-lifelong-b100x100/attempt-checkpoint-r2/output/main-cell-5/B051/native-targets.pt,False,,2026-09-18T04:01:32.341642+00:00,PRESENT,1676279,1679360,1788902570278344716,1789193300735026394,2304,246749830,1,AUXILIARY_TARGET_KEY_GRADIENT,name,True,TARGET_KEY_OR_Z_ARTIFACT,baseline-mechanism-first-e01,True,2026-09-18T04:09:03.953712+00:00,PRESENT,1676279,2304,246749830,False,NOT_RECOMPUTED,NOT_PERFORMED,ARCHIVE_OR_IMPORTED_COPY,,,,,B051,,,,
